
[00:00:00.000 --> 00:00:05.100]  我們看史詩記剛才讀的聖經是十一章二十九至四十節
[00:00:05.100 --> 00:00:08.660]  耶不他的許願
[00:00:08.660 --> 00:00:13.240]  我想問一下當一般人看到流星
[00:00:13.240 --> 00:00:15.240]  一般人,不是我們
[00:00:15.240 --> 00:00:17.240]  他們會做些什麼
[00:00:17.240 --> 00:00:19.240]  許願
[00:00:19.240 --> 00:00:22.520]  許願,你看到人們很喜歡許願
[00:00:22.520 --> 00:00:23.920]  許願樹
[00:00:23.920 --> 00:00:26.820]  我試過有一次回大陸整條橋
[00:00:26.820 --> 00:00:30.360]  那些橋欄杆,知不知道有很多什麼
[00:00:30.360 --> 00:00:32.360]  是啊
[00:00:32.360 --> 00:00:35.360]  很多那些童心鎖
[00:00:35.360 --> 00:00:40.400]  大家一男一女做個童心鎖,鎖住大家的心
[00:00:40.400 --> 00:00:42.880]  你也看到有很多
[00:00:42.880 --> 00:00:45.880]  不單止中國,世界各地很多地方都有
[00:00:45.880 --> 00:00:48.380]  有一個魚池,中間可能有一隻龜在那裏
[00:00:48.380 --> 00:00:51.380]  魚池裏面有很多硬幣
[00:00:51.380 --> 00:00:55.380]  因為大家打算扔硬幣下去許願
[00:00:55.380 --> 00:00:57.380]  許願
[00:00:57.380 --> 00:01:01.380]  許願,我們經常許願祈求上天
[00:01:01.380 --> 00:01:05.380]  保佑他這樣,保佑他那樣,保佑他心想事成
[00:01:05.380 --> 00:01:07.380]  保佑他自己,保佑他身邊的人
[00:01:07.380 --> 00:01:10.380]  能夠滿足快樂又平安
[00:01:10.380 --> 00:01:12.380]  許願
[00:01:12.380 --> 00:01:15.380]  人都很喜歡許願
[00:01:15.380 --> 00:01:17.380]  今天我們來看看這一段經文
[00:01:17.380 --> 00:01:19.380]  其實就是提到
[00:01:19.380 --> 00:01:23.380]  耶不他也有做一個許願
[00:01:23.380 --> 00:01:26.380]  耶不他,我們來看看背景那裏
[00:01:26.380 --> 00:01:29.380]  背景那裏講到耶不他被激烈的長老邀請回去
[00:01:29.380 --> 00:01:33.380]  上一次講到,回到他自己的家鄉
[00:01:33.380 --> 00:01:38.380]  一個之前被他們自己的父家親人遺棄
[00:01:38.380 --> 00:01:42.380]  現在找他回去做領袖去打仗
[00:01:42.380 --> 00:01:44.380]  29至33節提到
[00:01:44.380 --> 00:01:48.380]  耶和華的靈降在耶不他身上
[00:01:48.380 --> 00:01:50.380]  你想想,特別記載著
[00:01:50.380 --> 00:01:55.380]  神的靈降在他身上,他應該很有能力出去打仗
[00:01:55.380 --> 00:01:58.380]  但是很有趣,這一段經文
[00:01:58.380 --> 00:02:02.380]  沒有很詳細記載他出去打仗的情況
[00:02:02.380 --> 00:02:04.380]  只是剛才我們讀到
[00:02:04.380 --> 00:02:08.380]  說他在33節這樣打的時候
[00:02:08.380 --> 00:02:10.380]  就攻取了20座城
[00:02:10.380 --> 00:02:12.380]  制服了阿滿人
[00:02:12.380 --> 00:02:15.380]  但是打仗裏面詳細的細節沒有提到
[00:02:15.380 --> 00:02:17.380]  相反
[00:02:17.380 --> 00:02:20.380]  在今天我們讀一大段的經文裏面
[00:02:20.380 --> 00:02:24.380]  他反而是描述到耶不他
[00:02:24.380 --> 00:02:26.380]  他一件的事情
[00:02:26.380 --> 00:02:29.380]  就是他許願和還願
[00:02:29.380 --> 00:02:34.380]  他怎樣處理這個他家庭的問題
[00:02:34.380 --> 00:02:37.380]  所以今天我們特別看一下
[00:02:37.380 --> 00:02:40.380]  耶不他許這個願,究竟是一個什麼樣的願
[00:02:40.380 --> 00:02:44.380]  這個願帶來背後有什麼問題
[00:02:44.380 --> 00:02:46.380]  對於我們來說有什麼提醒
[00:02:46.380 --> 00:02:48.380]  我們一起低頭
[00:02:48.380 --> 00:02:50.380]  首先有個安靜
[00:02:50.380 --> 00:02:54.380]  我們為自己的心去禱告
[00:02:54.380 --> 00:02:56.380]  弟兄姊妹
[00:02:56.380 --> 00:02:58.380]  你預備好
[00:02:58.380 --> 00:03:02.380]  神的說話要進入你內心
[00:03:02.380 --> 00:03:07.380]  為自己的心去禱告
[00:03:14.380 --> 00:03:18.380]  天父我們來到你自己跟前
[00:03:18.380 --> 00:03:22.380]  求主你幫助我們能夠謙卑
[00:03:22.380 --> 00:03:26.380]  打開我們的眼
[00:03:26.380 --> 00:03:28.380]  開我們的耳朵
[00:03:28.380 --> 00:03:30.380]  開我們的心
[00:03:30.380 --> 00:03:32.380]  明白
[00:03:32.380 --> 00:03:35.380]  接受神你自己親自的教導
[00:03:35.380 --> 00:03:37.380]  求主你的說話
[00:03:37.380 --> 00:03:41.380]  親自臨到我們每一位弟兄姊妹身上
[00:03:41.380 --> 00:03:43.380]  指教我們
[00:03:43.380 --> 00:03:45.380]  禱告奉耶穌基督的聖名
[00:03:45.380 --> 00:03:47.380]  阿們
[00:03:47.380 --> 00:03:49.380]  十一章二十九節
[00:03:49.380 --> 00:03:51.380]  開始說到打仗
[00:03:51.380 --> 00:03:53.380]  打仗是無可避免的
[00:03:53.380 --> 00:03:55.380]  激烈人要對抗的敵人是
[00:03:55.380 --> 00:03:57.380]  阿們人
[00:03:57.380 --> 00:04:00.380]  耶不他為了加強自己的信心
[00:04:00.380 --> 00:04:03.380]  所以他就做這個許願
[00:04:03.380 --> 00:04:07.380]  許願的內容是平平安安回來的時候
[00:04:07.380 --> 00:04:13.380]  無論什麼人首先從他家裡出來都要燒為繁祭
[00:04:13.380 --> 00:04:15.380]  即刻燒盡
[00:04:15.380 --> 00:04:17.380]  一點都不剩下
[00:04:17.380 --> 00:04:20.380]  這個就是在三十一節
[00:04:20.380 --> 00:04:22.380]  三十節和三十一節這樣說的
[00:04:22.380 --> 00:04:23.380]  我們一起再讀好不好
[00:04:23.380 --> 00:04:25.380]  三十節預備一二三
[00:04:25.380 --> 00:04:29.380]  耶不他就向耶和華許願說
[00:04:29.380 --> 00:04:33.380]  你若將阿們人交在我手中
[00:04:33.380 --> 00:04:37.380]  我從阿們人那裡平平安安回來的時候
[00:04:37.380 --> 00:04:39.380]  無論什麼人
[00:04:39.380 --> 00:04:42.380]  先從我家門出來迎接我
[00:04:42.380 --> 00:04:44.380]  就必歸你
[00:04:44.380 --> 00:04:47.380]  我也必將他獻上為繁祭
[00:04:47.380 --> 00:04:51.380]  這裡就是耶不他許願的內容
[00:04:51.380 --> 00:04:53.380]  許願
[00:04:53.380 --> 00:04:56.380]  中國人我們經常口頭禪
[00:04:56.380 --> 00:04:58.380]  或者有一句很俗的說話
[00:04:58.380 --> 00:05:00.380]  有時候我們生氣的時候都會說
[00:05:00.380 --> 00:05:03.380]  如果你做到了
[00:05:03.380 --> 00:05:06.380]  我就批個頭給你當椅子坐
[00:05:06.380 --> 00:05:10.380]  我們經常說怎樣批個頭出來
[00:05:10.380 --> 00:05:15.380]  通常這些都是發悔氣鬥氣的時候說的說話
[00:05:15.380 --> 00:05:18.380]  不是當真的不認真的
[00:05:18.380 --> 00:05:21.380]  但我們看看今天這段經文
[00:05:21.380 --> 00:05:25.380]  耶不他他是認真地說的
[00:05:25.380 --> 00:05:28.380]  他是認真地說
[00:05:28.380 --> 00:05:32.380]  只要他打聖像回來的時候
[00:05:32.380 --> 00:05:34.380]  平平安安回來的時候
[00:05:34.380 --> 00:05:37.380]  通常一般他們的習俗就是打聖像回來
[00:05:37.380 --> 00:05:40.380]  人們就會出來迎接他們
[00:05:40.380 --> 00:05:43.380]  這裡很有趣不是在城門迎接他
[00:05:43.380 --> 00:05:46.380]  是在他家門口迎接他
[00:05:46.380 --> 00:05:49.380]  他家出來的人
[00:05:49.380 --> 00:05:50.380]  第一個出來的
[00:05:50.380 --> 00:05:53.380]  他就要將他獻為繁祭
[00:05:53.380 --> 00:05:56.380]  繁祭就是燒他在祭壇上燒他
[00:05:59.380 --> 00:06:04.380]  這個許願難倒很多很多的人
[00:06:04.380 --> 00:06:06.380]  很多悉經的人都在想
[00:06:06.380 --> 00:06:10.380]  許這個願是什麼意思
[00:06:10.380 --> 00:06:12.380]  有兩個不同的解釋
[00:06:12.380 --> 00:06:15.380]  第一個解釋就是獻祭
[00:06:15.380 --> 00:06:17.380]  照字面的解釋就是
[00:06:17.380 --> 00:06:21.380]  無論任何人從他家出來的時候
[00:06:21.380 --> 00:06:24.380]  他就殺了他獻為祭
[00:06:24.380 --> 00:06:25.380]  這是第一個解釋
[00:06:25.380 --> 00:06:27.380]  第二個解釋就是
[00:06:27.380 --> 00:06:29.380]  不是指什麼人
[00:06:29.380 --> 00:06:31.380]  是指任何的東西
[00:06:31.380 --> 00:06:33.380]  任何的東西包括人
[00:06:33.380 --> 00:06:36.380]  或者包括動物
[00:06:36.380 --> 00:06:41.380]  在他家第一時間出來迎接他
[00:06:41.380 --> 00:06:44.380]  就獻上為繁祭
[00:06:44.380 --> 00:06:46.380]  誰知道這裡出來的就是女兒
[00:06:46.380 --> 00:06:48.380]  跳著舞出來迎接他
[00:06:48.380 --> 00:06:49.380]  而這個女兒
[00:06:49.380 --> 00:06:51.380]  聖經裡形容是獨生女兒
[00:06:51.380 --> 00:06:54.380]  他無兒無女只有這個女兒
[00:06:54.380 --> 00:06:57.380]  所以怎麼辦呢
[00:06:57.380 --> 00:06:59.380]  將他的女兒獻上
[00:06:59.380 --> 00:07:01.380]  所以另外一個解釋就說
[00:07:01.380 --> 00:07:04.380]  其實他不是燒他的女兒為祭
[00:07:04.380 --> 00:07:06.380]  就是將他的女兒獻出來
[00:07:06.380 --> 00:07:10.380]  終生不嫁服侍神
[00:07:10.380 --> 00:07:12.380]  有這兩個解釋
[00:07:12.380 --> 00:07:15.380]  當然看到這兩個解釋的時候
[00:07:15.380 --> 00:07:17.380]  我們看到第一個
[00:07:17.380 --> 00:07:19.380]  我特別認為第一個解釋是合理的
[00:07:19.380 --> 00:07:21.380]  獻為祭按字面去解釋
[00:07:21.380 --> 00:07:22.380]  為什麼呢
[00:07:22.380 --> 00:07:25.380]  第一就是在34-31節說
[00:07:25.380 --> 00:07:27.380]  先從門口出來獻上
[00:07:27.380 --> 00:07:30.380]  你想想他當時是一個領袖
[00:07:30.380 --> 00:07:33.380]  一個很輝煌的領袖
