
[00:00:00.000 --> 00:00:03.840]  我們這段日子崇拜的主題都是聖靈
[00:00:03.840 --> 00:00:07.320]  聖靈是神自己
[00:00:07.320 --> 00:00:11.360]  聖靈是神的靈
[00:00:11.360 --> 00:00:14.640]  我們真的沒有可能相信
[00:00:14.640 --> 00:00:19.520]  也沒有可能完全明白
[00:00:19.520 --> 00:00:24.080]  為何這位這麼偉大的主宰
[00:00:24.080 --> 00:00:28.240]  竟然願意用靈的方式
[00:00:28.240 --> 00:00:33.000]  住在你和我這些卑微的人的生命當中
[00:00:33.000 --> 00:00:35.160]  但這就是一個事實
[00:00:35.160 --> 00:00:36.600]  這是不可思議
[00:00:36.600 --> 00:00:39.240]  也是最驚天動地的事
[00:00:39.240 --> 00:00:41.800]  希望每次我們想起聖靈的時候
[00:00:41.800 --> 00:00:45.920]  我們用這樣的驚訝來理解這件事
[00:00:45.920 --> 00:00:49.480]  宇宙的主宰竟然住在你
[00:00:49.480 --> 00:00:51.320]  住在我裡面
[00:00:51.320 --> 00:00:53.320]  今天我們剛才讀那段聖經
[00:00:53.320 --> 00:00:56.320]  說到聖靈在我們的生命裡面
[00:00:56.320 --> 00:00:59.760]  其中一樣很重要也很獨特的
[00:00:59.760 --> 00:01:03.000]  我們也比較熟悉的地方的表現
[00:01:03.000 --> 00:01:06.640]  就是聖靈所結的果子
[00:01:06.640 --> 00:01:09.200]  剛才所讀的那段聖經是我們今天特別要研究的
[00:01:09.200 --> 00:01:11.320]  所以我希望我們每一個弟兄姊妹
[00:01:11.320 --> 00:01:15.720]  都打開聖經加拉太書的第五章
[00:01:15.720 --> 00:01:18.360]  第十六至二十六節
[00:01:18.360 --> 00:01:20.720]  就是剛才我們所讀的那段聖經
[00:01:20.720 --> 00:01:22.880]  如果你是用唐用聖經的話
[00:01:22.880 --> 00:01:26.640]  是聖經的一千七百五十頁
[00:01:26.640 --> 00:01:28.880]  一七五零
[00:01:28.880 --> 00:01:32.120]  加拉太書的第五章
[00:01:32.120 --> 00:01:36.760]  今天我們集中說一件事
[00:01:36.760 --> 00:01:40.200]  就是聖靈所結的果子
[00:01:40.200 --> 00:01:41.880]  你不要看聖經
[00:01:41.880 --> 00:01:44.000]  問一下你有多少個
[00:01:44.000 --> 00:01:45.560]  九個
[00:01:45.560 --> 00:01:46.120]  也很厲害
[00:01:46.120 --> 00:01:47.400]  有些人說七個
[00:01:47.400 --> 00:01:48.880]  什麼都是七
[00:01:48.880 --> 00:01:51.400]  九個
[00:01:51.400 --> 00:01:56.880]  我今天有一個大膽的希望
[00:01:56.880 --> 00:02:01.200]  就是我們結束崇拜這半個小時
[00:02:01.200 --> 00:02:06.400]  我們可以將這九個果子全部背出來
[00:02:06.400 --> 00:02:07.800]  可以吧
[00:02:07.800 --> 00:02:10.000]  還有些東西還要背出來
[00:02:10.000 --> 00:02:12.760]  今天這段聖經大部分都背了
[00:02:12.760 --> 00:02:15.480]  我不是要大家念口往感背
[00:02:15.480 --> 00:02:19.680]  我希望大家可以背了聖經裡面的真理
[00:02:19.680 --> 00:02:22.200]  就算你不是完全記得每個字
[00:02:22.200 --> 00:02:24.280]  但是內容你記得
[00:02:24.280 --> 00:02:26.240]  為什麼要背聖經
[00:02:26.240 --> 00:02:27.320]  不是因為我教書
[00:02:27.320 --> 00:02:29.080]  所以我喜歡玩這些
[00:02:29.080 --> 00:02:30.080]  不是
[00:02:30.080 --> 00:02:32.880]  因為如果我們將聖經背在我們的心裡面
[00:02:32.880 --> 00:02:34.640]  我們隨時去到哪裡
[00:02:34.640 --> 00:02:37.440]  在生活上遇到大小的事的時候
[00:02:37.440 --> 00:02:42.160]  裡面神自己的教導和說話和要求
[00:02:42.160 --> 00:02:43.200]  自然會出來
[00:02:43.200 --> 00:02:43.760]  好不好
[00:02:43.760 --> 00:02:44.680]  好不好
[00:02:44.680 --> 00:02:46.240]  今天我們一起背了它
[00:02:46.240 --> 00:02:48.800]  如果你說真的背不到不要緊
[00:02:48.800 --> 00:02:51.480]  臘下偷看也可以
[00:02:51.480 --> 00:02:54.120]  不過今晚吃飯之前背了它
[00:02:54.120 --> 00:02:56.320]  待會崇拜完走出去的時候
[00:02:56.320 --> 00:02:57.920]  太太推我老公
[00:02:57.920 --> 00:03:00.000]  剛才那九樣東西背來聽聽
[00:03:00.000 --> 00:03:00.760]  不關我的事
[00:03:00.760 --> 00:03:02.120]  這些不是我的提議
[00:03:02.120 --> 00:03:05.120]  不過可以這麼做
[00:03:05.120 --> 00:03:07.280]  一邊吃飯的時候又可以背
[00:03:07.280 --> 00:03:08.000]  真的
[00:03:08.000 --> 00:03:09.760]  不是在於煮一盒
[00:03:09.760 --> 00:03:12.320]  我們真的很想將神的說話
[00:03:12.320 --> 00:03:13.720]  帶在我們的心裡面
[00:03:13.720 --> 00:03:14.640]  難不難背呢
[00:03:14.640 --> 00:03:15.280]  不難的
[00:03:15.280 --> 00:03:16.920]  因為我的記性很水皮
[00:03:16.920 --> 00:03:18.760]  但是我也背得到
[00:03:18.760 --> 00:03:21.880]  有時候也會凹凸不平的
[00:03:21.880 --> 00:03:23.480]  但是一定可以背得到
[00:03:23.480 --> 00:03:25.280]  因為我們知道祂在說什麼
[00:03:25.280 --> 00:03:26.760]  我們就可以背得到
[00:03:26.760 --> 00:03:27.560]  OK
[00:03:27.560 --> 00:03:28.760]  那怎麼樣呢?
[00:03:28.760 --> 00:03:31.960]  待會我所說的聖經裡面的真理
[00:03:31.960 --> 00:03:36.160]  你差不多可以用兩個兩個兩個
[00:03:36.160 --> 00:03:36.840]  記住了
[00:03:36.840 --> 00:03:38.240]  這樣你就會記得了
[00:03:38.240 --> 00:03:38.960]  好
[00:03:38.960 --> 00:03:44.080]  我們先不要說那九個聖靈所結的果子字
[00:03:44.080 --> 00:03:46.000]  我們先看看這段聖經
[00:03:46.000 --> 00:03:50.680]  不僅是列出聖靈所結的九個果子
[00:03:50.680 --> 00:03:51.520]  OK
[00:03:51.520 --> 00:03:55.560]  我們基督徒有聖靈在我們生命裡面
[00:03:55.560 --> 00:03:57.360]  有這些表現
[00:03:57.360 --> 00:04:00.400]  是一件很獨特的事情
[00:04:00.400 --> 00:04:06.440]  當然我們剛才讀這個所謂人愛、喜樂、和平、恩慈、信實、節制這些
[00:04:06.440 --> 00:04:09.000]  不只是告訴我們
[00:04:09.000 --> 00:04:11.320]  我們的人格會高一點
[00:04:11.320 --> 00:04:15.320]  我們的表現、我們的美德會善良一點
[00:04:16.000 --> 00:04:17.120]  有些不信耶穌的人
[00:04:17.120 --> 00:04:18.880]  他也有人愛、喜樂、和平的
[00:04:18.880 --> 00:04:19.920]  他也有的
[00:04:19.920 --> 00:04:21.240]  不只是我們
[00:04:21.240 --> 00:04:24.440]  所以聖靈的果子稱之為
[00:04:24.440 --> 00:04:27.840]  肯定祂有更深刻的地方
[00:04:27.840 --> 00:04:28.440]  OK
[00:04:28.440 --> 00:04:29.760]  今天我們一定要知道
[00:04:29.760 --> 00:04:31.280]  祂深刻在哪裡
[00:04:31.280 --> 00:04:33.560]  並不是我們普通的想法
[00:04:33.560 --> 00:04:35.280]  當然也包括了意思
[00:04:35.280 --> 00:04:35.960]  但是
[00:04:35.960 --> 00:04:38.760]  表面之下有更深的意思
[00:04:38.760 --> 00:04:40.160]  但是更加重要
[00:04:40.160 --> 00:04:41.560]  我希望今天你記得
[00:04:41.560 --> 00:04:42.840]  聖經這一段
[00:04:42.840 --> 00:04:44.640]  不僅是剛才我們所讀的時候
[00:04:44.640 --> 00:04:45.440]  你有沒有留意
[00:04:45.440 --> 00:04:47.280]  不僅是數出這九樣
[00:04:47.280 --> 00:04:49.720]  我們要努力去做
[00:04:49.720 --> 00:04:53.320]  他還說了很重要的就是我們能夠這麼做
[00:04:53.320 --> 00:04:55.600]  能夠有這些果子的表現
[00:04:55.600 --> 00:04:57.320]  因為在我們的心靈裡面
[00:04:57.320 --> 00:04:59.400]  有一些很不同的動力
[00:04:59.400 --> 00:05:00.480]  和拉力
[00:05:00.480 --> 00:05:01.760]  正在運作
[00:05:01.760 --> 00:05:03.520]  那件事情你不知道的話
[00:05:03.520 --> 00:05:06.040]  你就不能夠稱之為聖靈的果子
[00:05:06.040 --> 00:05:08.720]  只不過是道德的修養
[00:05:08.720 --> 00:05:10.800]  和美德的表現而已
[00:05:10.800 --> 00:05:11.920]  大家明白了嗎?
[00:05:11.920 --> 00:05:14.520]  所以一定要先進入
[00:05:14.520 --> 00:05:17.920]  這些果子的表現背後
[00:05:17.920 --> 00:05:20.080]  我們心靈裡面有些什麼的動力
[00:05:20.080 --> 00:05:21.520]  今天我們一定要記得
[00:05:21.520 --> 00:05:23.280]  也要背下去
[00:05:23.280 --> 00:05:24.360]  今天也要背下去
[00:05:24.360 --> 00:05:25.840]  今天有很多東西要背
[00:05:25.840 --> 00:05:26.520]  背完之後
[00:05:26.520 --> 00:05:28.880]  大部分的聖經你都已經背了
[00:05:28.880 --> 00:05:34.960]  在我們能夠有聖靈結的果子背後
[00:05:34.960 --> 00:05:37.280]  有些什麼的動力呢?
[00:05:37.280 --> 00:05:38.240]  在原聖經
[00:05:38.240 --> 00:05:40.520]  剛才讀的時候
[00:05:40.520 --> 00:05:42.760]  你一定不會走眼的
[00:05:44.000 --> 00:05:47.720]  兩樣的力量在互相拉著
[00:05:47.720 --> 00:05:48.720]  看到了嗎?
[00:05:48.720 --> 00:05:50.000]  哪兩樣力量呢?
[00:05:50.000 --> 00:05:51.120]  第一樣是
[00:05:51.120 --> 00:05:52.920]  情慾
[00:05:52.920 --> 00:05:54.480]  和本譯做情慾
[00:05:54.480 --> 00:05:55.800]  原文的意思是
[00:05:55.800 --> 00:05:57.560]  新譯本譯可能比較直接一點
[00:05:57.560 --> 00:05:58.480]  叫做肉體
[00:05:58.480 --> 00:05:59.080]  OK?
[00:05:59.080 --> 00:06:01.080]  肉體的力量拉我們
[00:06:01.080 --> 00:06:04.880]  還有另外一個和它抗衡的拉力是什麼呢?
[00:06:04.880 --> 00:06:06.200]  聖靈
[00:06:06.200 --> 00:06:06.800]  OK
[00:06:06.800 --> 00:06:08.080]  記得了嗎?
[00:06:08.080 --> 00:06:11.080]  所以肉體的拉力我們要研究一下
[00:06:11.080 --> 00:06:14.080]  聖靈的拉力當然我們要更加研究一下
[00:06:14.080 --> 00:06:16.080]  如果我們不研究清楚
[00:06:16.080 --> 00:06:17.280]  不記得的話
[00:06:17.280 --> 00:06:20.640]  我們沒辦法有這種聖靈的果子
[00:06:20.640 --> 00:06:22.440]  由然而生出來的
[00:06:22.440 --> 00:06:23.240]  記得了嗎?
[00:06:23.240 --> 00:06:26.280]  這個是土壤和根
[00:06:26.280 --> 00:06:28.440]  肉體的拉力
[00:06:28.440 --> 00:06:29.840]  也是有兩樣東西
[00:06:29.840 --> 00:06:32.160]  聖靈的拉力也是有兩樣東西
[00:06:32.160 --> 00:06:34.400]  所以很容易記的
[00:06:34.400 --> 00:06:36.320]  聖靈和肉體兩樣東西
[00:06:36.320 --> 00:06:37.120]  記得了嗎?
[00:06:37.120 --> 00:06:38.080]  所以我剛才說
[00:06:38.080 --> 00:06:39.240]  你記住兩樣兩樣
[00:06:39.240 --> 00:06:40.560]  你就會懂得背了
[00:06:40.560 --> 00:06:42.040]  我們先看肉體
[00:06:42.040 --> 00:06:43.040]  我們
[00:06:43.040 --> 00:06:46.840]  聖經說我們心靈裡面有肉體的拉力
[00:06:46.840 --> 00:06:50.200]  這段聖經說到肉體有三方面
[00:06:50.200 --> 00:06:52.280]  有三方面
[00:06:52.280 --> 00:06:54.800]  為什麼肉體不好?
[00:06:54.800 --> 00:06:56.920]  我們的信仰
[00:06:56.920 --> 00:06:58.120]  聖經不是告訴我們
[00:06:58.120 --> 00:07:01.160]  我們肉體天然的慾望
[00:07:01.160 --> 00:07:03.680]  本身是錯和罪
[00:07:03.680 --> 00:07:05.560]  天然的慾望
[00:07:05.560 --> 00:07:06.880]  我們想吃
[00:07:06.880 --> 00:07:09.280]  我們喜歡美的東西
