
[00:00:00.000 --> 00:00:02.480]  今日我們的經文就會去到馬可福音第十二章
[00:00:02.480 --> 00:00:04.480]  由十三節到三十四節
[00:00:04.480 --> 00:00:06.960]  今日我的題目就是「一生愛你」
[00:00:06.960 --> 00:00:09.800]  當然馬可福音由十一章開始
[00:00:09.800 --> 00:00:11.280]  其實我們很清楚的
[00:00:11.280 --> 00:00:14.320]  是作者馬可記載耶穌基督
[00:00:14.320 --> 00:00:16.840]  最後一個星期的工作
[00:00:16.840 --> 00:00:19.800]  加上他復活之後的一些記載
[00:00:19.800 --> 00:00:23.120]  當然重點是耶穌基督最後一個星期
[00:00:23.120 --> 00:00:24.480]  當然他第一天
[00:00:24.480 --> 00:00:25.760]  就是第十一章開始
[00:00:25.760 --> 00:00:27.840]  第一天他去到耶路撒冷當中
[00:00:27.840 --> 00:00:31.000]  其實他騎著驢軀進去聖城
[00:00:31.000 --> 00:00:32.760]  他沒有什麼特別的事情要做
[00:00:32.760 --> 00:00:35.000]  進去之後看一看就離開
[00:00:35.000 --> 00:00:37.920]  第二天他就去到聖城之仙
[00:00:37.920 --> 00:00:40.480]  他就奏了一棵無花果樹
[00:00:40.480 --> 00:00:45.360]  然後進去聖城裡結證聖典的哀怨
[00:00:45.360 --> 00:00:46.920]  到第二星期二
[00:00:46.920 --> 00:00:48.200]  亦是第三天
[00:00:48.200 --> 00:00:51.520]  耶穌第三次進去耶路撒冷
[00:00:51.520 --> 00:00:55.200]  當然在第三天他進去耶路撒冷當中
[00:00:55.200 --> 00:00:56.720]  對於馬可來說
[00:00:56.720 --> 00:01:00.120]  他的記載的篇幅是最長的
[00:01:00.120 --> 00:01:01.120]  上個星期
[00:01:01.120 --> 00:01:02.720]  Pastor Tim和Pastor Ennis
[00:01:02.720 --> 00:01:05.960]  他們講了上半部分的第三天
[00:01:05.960 --> 00:01:08.080]  耶穌上半部分的
[00:01:08.080 --> 00:01:11.960]  和一群宗教領袖的爭拗
[00:01:11.960 --> 00:01:13.520]  而爭拗的重點
[00:01:13.520 --> 00:01:16.680]  就是這群宗教領袖挑戰耶穌
[00:01:16.680 --> 00:01:19.000]  就說耶穌你有什麼權柄
[00:01:19.000 --> 00:01:21.240]  來去結證這個聖典
[00:01:21.240 --> 00:01:23.920]  以致到耶穌的回應當中
[00:01:23.920 --> 00:01:29.040]  他就說究竟施洗藥是來自天上還是來自人
[00:01:29.040 --> 00:01:32.320]  當時這群宗教領袖不夠膽去回應
[00:01:32.320 --> 00:01:35.320]  因為他知道如果回應哪個答案
[00:01:35.320 --> 00:01:36.600]  都有他的困難
[00:01:36.600 --> 00:01:39.040]  於是用了一個很簡單的答案
[00:01:39.040 --> 00:01:40.000]  三個字
[00:01:40.000 --> 00:01:40.800]  不知道
[00:01:40.800 --> 00:01:41.560]  記得嗎
[00:01:41.560 --> 00:01:43.040]  大家記得吧
[00:01:43.040 --> 00:01:44.120]  真的記得吧
[00:01:44.120 --> 00:01:45.800]  不知道
[00:01:45.800 --> 00:01:47.120]  不關我的事
[00:01:47.120 --> 00:01:48.320]  上星期不是我說到
[00:01:48.320 --> 00:01:49.920]  所以不知道
[00:01:49.920 --> 00:01:53.320]  而耶穌就講了一個比喻
[00:01:53.320 --> 00:01:56.400]  這個比喻就是我們稱之為葡萄園的比喻
[00:01:56.400 --> 00:01:58.400]  Pastor Tim有另一個題目
[00:01:58.400 --> 00:02:00.960]  有另一個說法
[00:02:00.960 --> 00:02:03.320]  這個比喻我到現在不懂得讀那一字
[00:02:03.320 --> 00:02:04.520]  就是填主的比喻
[00:02:04.520 --> 00:02:06.440]  我還是右邊讀右邊算了
[00:02:06.440 --> 00:02:08.840]  當然在這個比喻當中
[00:02:08.840 --> 00:02:09.960]  去到最後
[00:02:09.960 --> 00:02:12.880]  我們看到那群宗教領袖
[00:02:12.880 --> 00:02:15.200]  回應一個描述
[00:02:15.200 --> 00:02:17.800]  他說他知道耶穌講的這個比喻
[00:02:17.800 --> 00:02:19.400]  這個葡萄園的比喻
[00:02:19.400 --> 00:02:22.320]  是針對這群宗教領袖
[00:02:22.320 --> 00:02:24.640]  以致這群宗教領袖
[00:02:24.640 --> 00:02:27.080]  無聲無息離開了耶穌
[00:02:27.080 --> 00:02:29.000]  當然這群人離開了耶穌
[00:02:29.000 --> 00:02:32.320]  不代表耶穌可以耳根清靜
[00:02:32.320 --> 00:02:34.800]  接著來了三批人
[00:02:34.800 --> 00:02:36.120]  可以說是來了三批人
[00:02:36.120 --> 00:02:39.080]  繼續在第三天
[00:02:39.080 --> 00:02:40.440]  在耶路撒冷
[00:02:40.440 --> 00:02:42.240]  和耶穌的對話
[00:02:42.240 --> 00:02:44.320]  第一批就是法利賽人
[00:02:44.320 --> 00:02:45.480]  和希臘黨人
[00:02:45.480 --> 00:02:48.560]  他們一起去試探耶穌
[00:02:48.560 --> 00:02:52.680]  就說我們應不應該交稅給該殺
[00:02:52.680 --> 00:02:54.240]  或者凱撒
[00:02:54.240 --> 00:02:56.200]  現在的翻譯有點不同
[00:02:56.200 --> 00:02:59.560]  第二批稱之為殺都該人
[00:02:59.560 --> 00:03:03.880]  他們和耶穌去討論一個神學問題
[00:03:03.880 --> 00:03:07.200]  究竟有沒有身體復活這個問題
[00:03:07.200 --> 00:03:09.080]  而第三是一個人
[00:03:09.080 --> 00:03:11.840]  一個工作是一個文士
[00:03:11.840 --> 00:03:15.000]  是一個教導律法的一個文士
[00:03:15.000 --> 00:03:17.200]  他和耶穌去思考
[00:03:17.200 --> 00:03:18.600]  他問耶穌一個問題
[00:03:18.600 --> 00:03:20.280]  究竟誡命當中
[00:03:20.280 --> 00:03:23.800]  第一要緊的是哪一條誡命
[00:03:23.800 --> 00:03:24.880]  所以你會發覺
[00:03:24.880 --> 00:03:28.160]  這三批人或者三類人
[00:03:28.160 --> 00:03:31.000]  第一第二都是和耶穌一個爭論
[00:03:31.000 --> 00:03:32.560]  或者是試探耶穌
[00:03:32.560 --> 00:03:34.080]  看看耶穌怎樣回應
[00:03:34.080 --> 00:03:37.040]  而第三這個文士就比較特別
[00:03:37.040 --> 00:03:42.640]  這個文士如果看回由二十八節開始
[00:03:42.640 --> 00:03:43.960]  到第三十四節
[00:03:43.960 --> 00:03:47.000]  你會發覺這個文士很有意思
