
[00:00:00.000 --> 00:00:24.320]  大家好 你們平安
[00:00:24.320 --> 00:00:26.320]  我們踏進視野的時候
[00:00:26.320 --> 00:00:28.320]  大家如果是基督徒的話
[00:00:28.320 --> 00:00:30.320]  就特別記得
[00:00:30.320 --> 00:00:32.320]  我們這個月就是紀念
[00:00:32.320 --> 00:00:34.320]  我們耶穌基督的復活節
[00:00:34.320 --> 00:00:36.320]  還有受苦節
[00:00:36.320 --> 00:00:38.320]  今天的經文跟這個也有點關係
[00:00:38.320 --> 00:00:40.320]  不過教會
[00:00:40.320 --> 00:00:42.320]  特別提議我今天講這段聖經
[00:00:42.320 --> 00:00:44.320]  我就按照
[00:00:44.320 --> 00:00:46.320]  聖經裡面的內容跟大家
[00:00:46.320 --> 00:00:48.320]  談一下當中
[00:00:48.320 --> 00:00:50.320]  我覺得好幾個比較重要的
[00:00:50.320 --> 00:00:52.320]  我們應該認識的
[00:00:52.320 --> 00:00:54.320]  理解的一些真理
[00:00:54.320 --> 00:00:56.320]  所以如果大家有
[00:00:56.320 --> 00:00:58.320]  聖經的話也可以打開
[00:00:58.320 --> 00:01:00.320]  剛才我們所念過的使徒行傳
[00:01:00.320 --> 00:01:02.320]  使徒行傳的第一章
[00:01:02.320 --> 00:01:04.320]  使徒行傳的第一章
[00:01:04.320 --> 00:01:06.320]  當中我覺得
[00:01:06.320 --> 00:01:08.320]  雖然不長但是當中
[00:01:08.320 --> 00:01:10.320]  所說的話有很多很有意思的
[00:01:10.320 --> 00:01:12.320]  那麼
[00:01:12.320 --> 00:01:14.320]  究竟這個經文裡面
[00:01:14.320 --> 00:01:16.320]  要講的是什麼呢
[00:01:16.320 --> 00:01:18.320]  那麼首先我們看到
[00:01:18.320 --> 00:01:20.320]  剛才的經文很清楚了
[00:01:20.320 --> 00:01:22.320]  我的題目也是
[00:01:22.320 --> 00:01:24.320]  就記載在如果從歷史的
[00:01:24.320 --> 00:01:26.320]  角度來說
[00:01:26.320 --> 00:01:28.320]  這段經文短的經文
[00:01:28.320 --> 00:01:30.320]  就是記載耶穌
[00:01:30.320 --> 00:01:32.320]  在這個世界上
[00:01:32.320 --> 00:01:34.320]  這個人類的世界上
[00:01:34.320 --> 00:01:36.320]  最後的時刻
[00:01:36.320 --> 00:01:38.320]  然後他的信到天上去了
[00:01:38.320 --> 00:01:40.320]  那麼現在我們還
[00:01:40.320 --> 00:01:42.320]  在等他回來
[00:01:42.320 --> 00:01:44.320]  那麼就是我們基督信仰裡面
[00:01:44.320 --> 00:01:46.320]  很重要的一個信仰
[00:01:46.320 --> 00:01:48.320]  那麼當然
[00:01:48.320 --> 00:01:50.320]  耶穌基督最重要的
[00:01:50.320 --> 00:01:52.320]  我們都記得的
[00:01:52.320 --> 00:01:54.320]  其實如果你不是基督教徒
[00:01:54.320 --> 00:01:56.320]  你也應該有點印象的
[00:01:56.320 --> 00:01:58.320]  就是比如說剛才我說這個月
[00:01:58.320 --> 00:02:00.320]  四月我們每年都紀念
[00:02:00.320 --> 00:02:02.320]  耶穌的受苦
[00:02:02.320 --> 00:02:04.320]  星期五晚上的定時之假
[00:02:04.320 --> 00:02:06.320]  然後三天以後他復活
[00:02:06.320 --> 00:02:08.320]  就是我們的復活節
[00:02:08.320 --> 00:02:10.320]  的主日
[00:02:10.320 --> 00:02:12.320]  然後復活以後他不是立刻就離開
[00:02:12.320 --> 00:02:14.320]  信上天下
[00:02:14.320 --> 00:02:16.320]  他還在世界上四十天
[00:02:16.320 --> 00:02:18.320]  很特別的
[00:02:18.320 --> 00:02:20.320]  四十天之久就是說
[00:02:20.320 --> 00:02:22.320]  讓人知道他所
[00:02:22.320 --> 00:02:24.320]  所記載的復活不是一個故事
[00:02:24.320 --> 00:02:26.320]  不是單單一個神話
[00:02:26.320 --> 00:02:28.320]  如果神話來立刻就走了
[00:02:28.320 --> 00:02:30.320]  大家都不知道他去哪裡
[00:02:30.320 --> 00:02:32.320]  大家就猜想
[00:02:32.320 --> 00:02:34.320]  就說他可能是復活了什麼
[00:02:34.320 --> 00:02:36.320]  但是到四十天
[00:02:36.320 --> 00:02:38.320]  剛才我們所念的禁聞
[00:02:38.320 --> 00:02:40.320]  很清楚的記載說
[00:02:40.320 --> 00:02:42.320]  他還跟很多的人
[00:02:42.320 --> 00:02:44.320]  他的門徒甚至有一次
[00:02:44.320 --> 00:02:46.320]  後來記載他有五百人
[00:02:46.320 --> 00:02:48.320]  以上的人一起看到
[00:02:48.320 --> 00:02:50.320]  他跟他們講到
[00:02:50.320 --> 00:02:52.320]  所以復活的耶穌是
[00:02:52.320 --> 00:02:54.320]  真真實實的
[00:02:54.320 --> 00:02:56.320]  在這個世界上從死裡
[00:02:56.320 --> 00:02:58.320]  又復活了
[00:02:58.320 --> 00:03:00.320]  然後四十天證明他
[00:03:00.320 --> 00:03:02.320]  是勝過死亡的
[00:03:02.320 --> 00:03:04.320]  整個宇宙的
[00:03:04.320 --> 00:03:06.320]  生命的主宰
[00:03:06.320 --> 00:03:08.320]  然後四十天以後就
[00:03:08.320 --> 00:03:10.320]  信上天下去
[00:03:10.320 --> 00:03:12.320]  這個是剛才我們所念的聖經裡面
[00:03:12.320 --> 00:03:14.320]  所記載的
[00:03:14.320 --> 00:03:16.320]  所以我們可以從歷史角度說
[00:03:16.320 --> 00:03:18.320]  幾句記載他的禁聞
[00:03:18.320 --> 00:03:20.320]  就是剛才我所念的幾句
[00:03:20.320 --> 00:03:22.320]  我們就從這個角度
[00:03:22.320 --> 00:03:24.320]  來看看有什麼
[00:03:24.320 --> 00:03:26.320]  特別值得我們所留意的地方
[00:03:26.320 --> 00:03:28.320]  在我的大綱裡面
[00:03:28.320 --> 00:03:30.320]  首先就
[00:03:30.320 --> 00:03:32.320]  很簡單的解決問題
[00:03:32.320 --> 00:03:34.320]  不過這個問題也不難解決的
[00:03:34.320 --> 00:03:36.320]  我們說從任何一個
[00:03:36.320 --> 00:03:38.320]  歷史的研究的角度來說
[00:03:38.320 --> 00:03:40.320]  這段的聖經的
[00:03:40.320 --> 00:03:42.320]  表達跟他的內容
[00:03:42.320 --> 00:03:44.320]  都是一個
[00:03:44.320 --> 00:03:46.320]  歷史的記載
[00:03:46.320 --> 00:03:48.320]  不是一種什麼神話
[00:03:48.320 --> 00:03:50.320]  故事的
[00:03:50.320 --> 00:03:52.320]  雖然我們過去很多
[00:03:52.320 --> 00:03:54.320]  我們中國的道教也有很多
[00:03:54.320 --> 00:03:56.320]  什麼成
[00:03:56.320 --> 00:03:58.320]  白龍飛天這種的
[00:03:58.320 --> 00:04:00.320]  那都有這樣的神話的
[00:04:00.320 --> 00:04:02.320]  故事都是故事
[00:04:02.320 --> 00:04:04.320]  但是這個記載
[00:04:04.320 --> 00:04:06.320]  是很真實的一個很認真的
[00:04:06.320 --> 00:04:08.320]  記載這個記載全沒有
[00:04:08.320 --> 00:04:10.320]  誇張因為為什麼呢
[00:04:10.320 --> 00:04:12.320]  我就寫了幾個很簡單的
[00:04:12.320 --> 00:04:14.320]  當然今天我沒有
[00:04:14.320 --> 00:04:16.320]  時間跟他做更多的歷史
[00:04:16.320 --> 00:04:18.320]  的研究我寫了一本書
[00:04:18.320 --> 00:04:20.320]  叫做為什麼要我信耶穌的話
[00:04:20.320 --> 00:04:22.320]  兩百多頁主要
[00:04:22.320 --> 00:04:24.320]  就是從這個歷史的很嚴謹的
[00:04:24.320 --> 00:04:26.320]  角度來研究聖經裡面
[00:04:26.320 --> 00:04:28.320]  所對耶穌的記載
[00:04:28.320 --> 00:04:30.320]  這種可靠的歷史性比較其他的
[00:04:30.320 --> 00:04:32.320]  比如說我們中國的
[00:04:32.320 --> 00:04:34.320]  孔子我們
[00:04:34.320 --> 00:04:36.320]  加利三大大帝那些歷史的人們
[00:04:36.320 --> 00:04:38.320]  為什麼耶穌的記載比他們
[00:04:38.320 --> 00:04:40.320]  更有歷史的家籍更真實
[00:04:40.320 --> 00:04:42.320]  這個我今天就沒時間
[00:04:42.320 --> 00:04:44.320]  跟大家交代了大家如果有興趣的話
[00:04:44.320 --> 00:04:46.320]  可以去參考那個書
[00:04:46.320 --> 00:04:48.320]  不過我總結幾點
[00:04:48.320 --> 00:04:50.320]  記得我們留意的
[00:04:50.320 --> 00:04:52.320]  這個短短的記載裡面首先
[00:04:52.320 --> 00:04:54.320]  第一我們說放在
[00:04:54.320 --> 00:04:56.320]  那個路加
[00:04:56.320 --> 00:04:58.320]  所寫的使徒行傳
[00:04:58.320 --> 00:05:00.320]  剛才我們說念的使徒行傳
[00:05:00.320 --> 00:05:02.320]  事實上大家知道聖經裡面
[00:05:02.320 --> 00:05:04.320]  有兩卷書就同一個著者
[00:05:04.320 --> 00:05:06.320]  就是路加福音
[00:05:06.320 --> 00:05:08.320]  跟使徒行傳
[00:05:08.320 --> 00:05:10.320]  那路加福音跟使徒行傳
[00:05:10.320 --> 00:05:12.320]  為什麼是同一本書呢
[00:05:12.320 --> 00:05:14.320]  因為剛才我們說念的
[00:05:14.320 --> 00:05:16.320]  第一句就很清楚的
[00:05:16.320 --> 00:05:18.320]  如果
[00:05:18.320 --> 00:05:20.320]  當然我聽第六節
[00:05:20.320 --> 00:05:22.320]  但是第一節
[00:05:22.320 --> 00:05:24.320]  開頭的時候
[00:05:24.320 --> 00:05:26.320]  那個著者說提亞飛羅先生
[00:05:26.320 --> 00:05:28.320]  我寫了前面
[00:05:28.320 --> 00:05:30.320]  那本書然後我
[00:05:30.320 --> 00:05:32.320]  繼續寫下去所以
[00:05:32.320 --> 00:05:34.320]  肯定前面那個書是什麼
[00:05:34.320 --> 00:05:36.320]  我們看到路加福音第一節
[00:05:36.320 --> 00:05:38.320]  第一章第一節有說提亞飛羅
[00:05:38.320 --> 00:05:40.320]  所以他是寫給那個當時
[00:05:40.320 --> 00:05:42.320]  那個官員
[00:05:42.320 --> 00:05:44.320]  就是很認真的一個官員寫一個歷史
[00:05:44.320 --> 00:05:46.320]  給他關於耶穌的歷史
[00:05:46.320 --> 00:05:48.320]  然後使徒行傳
[00:05:48.320 --> 00:05:50.320]  寫了關於耶穌今天以後
[00:05:50.320 --> 00:05:52.320]  他的門徒的歷史
[00:05:52.320 --> 00:05:54.320]  所以這個是個歷史學家
[00:05:54.320 --> 00:05:56.320]  路加是一個
[00:05:56.320 --> 00:05:58.320]  醫學的一個知識分子
[00:05:58.320 --> 00:06:00.320]  但是他也是個歷史學家
[00:06:00.320 --> 00:06:02.320]  我們從任何一個歷史學的角度
