
[00:00:00.000 --> 00:00:03.760]  Hallelujah!
[00:00:03.760 --> 00:00:10.400]  今天是什麼節?
[00:00:10.400 --> 00:00:15.320]  沒想到還有牧師節
[00:00:15.320 --> 00:00:20.560]  這個牧師節剛好跟今天的信息很配合
[00:00:20.560 --> 00:00:24.320]  今天講牧羊情深
[00:00:24.320 --> 00:00:28.000]  其實牧師節是美國的愛家協會
[00:00:28.000 --> 00:00:29.840]  Focus on the Family
[00:00:29.840 --> 00:00:32.240]  他們在很多年前
[00:00:32.240 --> 00:00:36.800]  他們看見牧師們的辛苦
[00:00:36.800 --> 00:00:39.840]  曾經他們出了一本書
[00:00:39.840 --> 00:00:43.280]  特別講到牧師的一些情況
[00:00:43.280 --> 00:00:46.120]  所以他們就定了這個牧師節
[00:00:46.120 --> 00:00:47.800]  在美國教會大概比較普遍
[00:00:47.800 --> 00:00:51.120]  在華人教會好像比較不太普遍
[00:00:51.120 --> 00:00:52.840]  所以我們可能有些丟子沒記得
[00:00:52.840 --> 00:00:54.680]  第一次聽到
[00:00:54.680 --> 00:01:00.000]  保羅在整個加拉泰書裏面
[00:01:00.000 --> 00:01:04.000]  可以說他是
[00:01:04.000 --> 00:01:05.920]  你可以看見在我們前面講
[00:01:05.920 --> 00:01:07.320]  保羅在加拉泰書裏面
[00:01:07.320 --> 00:01:11.520]  他對加拉泰的這些弟兄姐妹
[00:01:11.520 --> 00:01:15.560]  他講的是非常嚴厲的一段話
[00:01:15.560 --> 00:01:21.440]  可以說加拉泰書是保羅非常措辭嚴厲的一卷書
[00:01:21.440 --> 00:01:22.800]  爲什麼呢?
[00:01:22.800 --> 00:01:27.040]  因爲加拉泰的信徒
[00:01:27.040 --> 00:01:33.560]  他們受到這些猶太教背景的基督徒的影響
[00:01:33.560 --> 00:01:37.360]  告訴他們說你們不單單是信耶穌而已
[00:01:37.360 --> 00:01:39.000]  你們還需要怎麼樣呢?
[00:01:39.000 --> 00:01:40.760]  你們還需要守律法
[00:01:40.760 --> 00:01:43.080]  守律法你才能夠得救
[00:01:43.080 --> 00:01:44.560]  要行割禮
[00:01:44.560 --> 00:01:48.240]  要遵守聖經上所說的這些的律法
[00:01:48.240 --> 00:01:51.760]  所以保羅覺得他們這樣子的情形非常嚴重
[00:01:51.760 --> 00:01:54.520]  因此他就嚴厲的責備他們
[00:01:54.520 --> 00:01:55.520]  提醒他們
[00:01:55.520 --> 00:01:57.480]  所以你看我們從前面一直讀下來
[00:01:57.480 --> 00:01:59.840]  保羅整個的這一個到第四章
[00:01:59.840 --> 00:02:01.560]  今天我們這段經文
[00:02:01.560 --> 00:02:05.560]  保羅是可以說是神學性非常強的
[00:02:05.560 --> 00:02:07.440]  非常強的經文
[00:02:07.440 --> 00:02:12.840]  在表述他對福音的解釋
[00:02:12.840 --> 00:02:14.200]  但是呢
[00:02:14.200 --> 00:02:16.000]  沒有想到
[00:02:16.000 --> 00:02:16.920]  在第四章
