
[00:00:00.000 --> 00:00:01.000]  我們一起有個禱告
[00:00:01.000 --> 00:00:06.000]  親主,你親自去帶領著我們每一個
[00:00:06.000 --> 00:00:09.000]  上帝,你親自去聖靈,你引領著我們
[00:00:09.000 --> 00:00:11.000]  面對我們生活裏面
[00:00:11.000 --> 00:00:14.000]  或者是在現在這個狀態裏面
[00:00:14.000 --> 00:00:16.000]  我們在回復崇拜
[00:00:16.000 --> 00:00:20.000]  求天賦你都給你的華語去充滿我們
[00:00:20.000 --> 00:00:21.000]  餵飽我們
[00:00:21.000 --> 00:00:22.000]  讓我們有能力
[00:00:22.000 --> 00:00:23.000]  在我們的生活裏面
[00:00:23.000 --> 00:00:25.000]  怎樣去回應上帝你
[00:00:25.000 --> 00:00:26.000]  我們這樣的禱告
[00:00:26.000 --> 00:00:28.000]  捧主命求,阿們
[00:00:28.000 --> 00:00:30.000]  好,今天講題
[00:00:30.000 --> 00:00:31.000]  活在當下
[00:00:31.000 --> 00:00:33.000]  建立基督的身體
[00:00:33.000 --> 00:00:35.000]  我不知道在疫情裏面
[00:00:35.000 --> 00:00:36.000]  第五波
[00:00:36.000 --> 00:00:38.000]  大家有沒有都會出街
[00:00:38.000 --> 00:00:41.000]  還是完全沒有出道
[00:00:41.000 --> 00:00:43.000]  都盡量小心留在家裏
[00:00:43.000 --> 00:00:46.000]  避免真的受感染
[00:00:46.000 --> 00:00:47.000]  或者被感染
[00:00:47.000 --> 00:00:50.000]  然後有後面一些要安排很多的事情
[00:00:50.000 --> 00:00:54.000]  我們自己弟兄姊妹都好緊張
[00:00:54.000 --> 00:00:55.000]  在這段時間裏面
[00:00:55.000 --> 00:00:57.000]  教會都要被關閉
[00:00:57.000 --> 00:01:01.000]  只能夠去網上的崇拜
[00:01:01.000 --> 00:01:03.000]  我不知道怎樣跟弟兄姊妹一起
[00:01:03.000 --> 00:01:04.000]  繼續溝通
[00:01:04.000 --> 00:01:05.000]  可能都是視像
[00:01:05.000 --> 00:01:07.000]  但是再多的都沒有
[00:01:07.000 --> 00:01:08.000]  我們最有能力做的
[00:01:08.000 --> 00:01:11.000]  可能都是在視像裏面見面
[00:01:11.000 --> 00:01:13.000]  自己都一樣的
[00:01:13.000 --> 00:01:15.000]  其實無一後面的
[00:01:15.000 --> 00:01:16.000]  不論講對或什麼都好
[00:01:16.000 --> 00:01:20.000]  都是在一個視像裏面的進行
[00:01:20.000 --> 00:01:22.000]  但是自己
[00:01:22.000 --> 00:01:23.000]  我應該有一個power point
[00:01:23.000 --> 00:01:29.000]  不知道有沒有一個出來
[00:01:29.000 --> 00:01:31.000]  不要緊,我先一直講
[00:01:31.000 --> 00:01:34.000]  我自己都一樣
[00:01:34.000 --> 00:01:36.000]  但是唯有跟弟兄姊妹結連
[00:01:36.000 --> 00:01:38.000]  有一個重要的就是
[00:01:38.000 --> 00:01:39.000]  都是視像
[00:01:39.000 --> 00:01:41.000]  但是我自己喜歡行山或者跑步
[00:01:41.000 --> 00:01:42.000]  還有喜歡打球
[00:01:42.000 --> 00:01:44.000]  但是這些全部都很難做到
[00:01:44.000 --> 00:01:46.000]  一個人,是不是
[00:01:46.000 --> 00:01:48.000]  所以就跟弟兄姊妹一起
[00:01:48.000 --> 00:01:50.000]  試試在家裏做work out
[00:01:50.000 --> 00:01:51.000]  開著個shroom
[00:01:51.000 --> 00:01:52.000]  然後大家穿著運動裝
[00:01:52.000 --> 00:01:56.000]  在家裏做大約20到30分鐘的運動
[00:01:56.000 --> 00:01:57.000]  然後大家就很開心地
[00:01:57.000 --> 00:01:59.000]  在這裏互相分享一下
[00:01:59.000 --> 00:02:01.000]  我不知道大家是不是這樣
[00:02:01.000 --> 00:02:04.000]  但是當我們想一下的時候
[00:02:04.000 --> 00:02:05.000]  其實這個疫症裏面
[00:02:05.000 --> 00:02:07.000]  真是很影響著我們
[00:02:07.000 --> 00:02:09.000]  我們的生活或者我們的結連
[00:02:09.000 --> 00:02:11.000]  只能夠在網上
[00:02:11.000 --> 00:02:13.000]  我們不能夠好像很實體地去見面
[00:02:13.000 --> 00:02:15.000]  我不知道你們回來
[00:02:15.000 --> 00:02:16.000]  有沒有一份親切感
[00:02:16.000 --> 00:02:18.000]  跟弟兄姊妹
[00:02:18.000 --> 00:02:20.000]  網上總是紮著螢幕
[00:02:20.000 --> 00:02:21.000]  你想再多一點點分享
[00:02:21.000 --> 00:02:23.000]  好像有一點點困難
[00:02:23.000 --> 00:02:26.000]  這個我相信在這個疫情底下
[00:02:26.000 --> 00:02:28.000]  給我們一個很實在的是什麼呢
[00:02:28.000 --> 00:02:29.000]  我們都發現
[00:02:29.000 --> 00:02:31.000]  其實我們都需要群體
[00:02:31.000 --> 00:02:33.000]  我們需要人與人之間
[00:02:33.000 --> 00:02:35.000]  那份真實的接觸
[00:02:35.000 --> 00:02:37.000]  網絡是很方便的
[00:02:37.000 --> 00:02:39.000]  是很方便我們去
[00:02:39.000 --> 00:02:41.000]  當我們如果很遠
[00:02:41.000 --> 00:02:42.000]  沒有空
[00:02:42.000 --> 00:02:44.000]  或者在另外一個地方
[00:02:44.000 --> 00:02:45.000]  我們可以用視像
[00:02:45.000 --> 00:02:46.000]  但是實際下
