
[00:00:00.000 --> 00:00:01.620]  各位朋友、弟兄姊妹
[00:00:01.620 --> 00:00:03.280]  晚安
[00:00:03.280 --> 00:00:05.480]  主裡面平安
[00:00:05.480 --> 00:00:07.920]  感謝神讓我們今晚可以相聚一齊
[00:00:07.920 --> 00:00:09.240]  同心去敬拜
[00:00:09.240 --> 00:00:11.440]  以及可以一同學習神的華語
[00:00:11.440 --> 00:00:14.840]  我們同心禱告
[00:00:14.840 --> 00:00:16.160]  創造天地萬有上帝
[00:00:16.160 --> 00:00:17.840]  我們感謝讚美祢
[00:00:17.840 --> 00:00:20.680]  感謝祢讓我們今天還有生命氣息
[00:00:20.680 --> 00:00:22.880]  讓我們能夠平安回到教會當中
[00:00:22.880 --> 00:00:25.440]  我們可以一同去讚美祢
[00:00:25.440 --> 00:00:28.120]  現在願祢真的靈幫助我們
[00:00:28.120 --> 00:00:30.360]  讓我們能夠進入祢的華語當中
[00:00:30.360 --> 00:00:33.240]  讓我們能夠去細察祢對我們的說話
[00:00:33.240 --> 00:00:35.960]  願祢的說話進入我們心田當中
[00:00:35.960 --> 00:00:37.600]  以致我們一生去認識
[00:00:37.600 --> 00:00:39.040]  緊緊跟從祢
[00:00:39.040 --> 00:00:41.520]  感謝祢聽我們同心合意禱告
[00:00:41.520 --> 00:00:42.960]  祈求謝恩
[00:00:42.960 --> 00:00:46.200]  奉靠基督耶穌名字禱告
[00:00:46.200 --> 00:00:48.080]  阿們
[00:00:48.080 --> 00:00:49.680]  在我初出來工作的時候
[00:00:49.680 --> 00:00:51.240]  認識一位同事
[00:00:51.240 --> 00:00:53.320]  他叫劉先生
[00:00:53.320 --> 00:00:55.200]  當時他三十多歲
[00:00:55.200 --> 00:00:56.840]  有太太
[00:00:56.840 --> 00:01:01.560]  和一位正在讀幼稚園的女兒
[00:01:01.560 --> 00:01:03.040]  我們和朋友同事
[00:01:03.040 --> 00:01:05.840]  都一起相聚
[00:01:05.840 --> 00:01:07.120]  彼此分享
[00:01:07.120 --> 00:01:10.520]  甚至一起去旅行玩
[00:01:10.520 --> 00:01:11.960]  後來我相信耶穌
[00:01:11.960 --> 00:01:14.080]  就告訴劉先生
[00:01:14.080 --> 00:01:17.080]  誰知他很大反應
[00:01:17.080 --> 00:01:19.000]  原來他當時住在大埔
[00:01:19.000 --> 00:01:21.560]  一座大廈的時候
[00:01:21.560 --> 00:01:23.640]  其中一層是教會
[00:01:23.640 --> 00:01:25.280]  大家可以想像一下
[00:01:25.280 --> 00:01:26.920]  很多教會的朋友
[00:01:26.920 --> 00:01:29.160]  出出入入搭電梯
[00:01:29.160 --> 00:01:31.560]  以致他覺得很厭煩
[00:01:31.560 --> 00:01:34.840]  對教會有很多的反感
[00:01:34.840 --> 00:01:36.920]  我很記得他叮囑我一句說話
[00:01:36.920 --> 00:01:40.440]  他說「Irene」
[00:01:40.440 --> 00:01:41.720]  「你信也好」
[00:01:41.720 --> 00:01:45.000]  「不過記得不要走火入魔」
[00:01:45.000 --> 00:01:48.160]  我當時問他什麼意思
[00:01:48.160 --> 00:01:49.080]  原來他說
[00:01:49.080 --> 00:01:51.520]  「你回教會信耶穌也OK」
[00:01:51.520 --> 00:01:54.360]  「不過不要信得太沉迷」
[00:01:54.360 --> 00:01:57.880]  我擔心他去了什麼教會
[00:01:57.880 --> 00:02:00.560]  劉先生的生活很有規律
[00:02:00.560 --> 00:02:01.280]  以前我會想
[00:02:01.280 --> 00:02:03.280]  他不煙不酒
[00:02:03.280 --> 00:02:05.640]  應該身體也不錯
[00:02:05.640 --> 00:02:06.840]  誰知有一段時間
[00:02:06.840 --> 00:02:08.960]  他請了病假
[00:02:08.960 --> 00:02:09.800]  就找他
[00:02:09.800 --> 00:02:11.760]  想著去看看什麼事
[00:02:11.760 --> 00:02:16.480]  他又不想我們知道他近況
[00:02:16.480 --> 00:02:19.080]  反而我們透過很多的機會
[00:02:19.080 --> 00:02:21.040]  之後知道他從大埔
[00:02:21.040 --> 00:02:23.560]  搬到他住葵涌媽媽的家
[00:02:23.560 --> 00:02:25.080]  叫幽陽
[00:02:25.080 --> 00:02:25.960]  我們不理他那麼多
[00:02:25.960 --> 00:02:28.760]  就衝上去探望他
[00:02:28.760 --> 00:02:31.320]  我是第一次見他有肝病
[00:02:31.320 --> 00:02:32.400]  到了這個情況
[00:02:32.400 --> 00:02:35.360]  就是肚子很大很大
[00:02:35.360 --> 00:02:39.960]  已經是肝壓第四期
[00:02:39.960 --> 00:02:41.480]  後來他進了醫院
[00:02:41.480 --> 00:02:43.560]  我們也去探望他
[00:02:43.560 --> 00:02:47.360]  見他身體不斷走下坡
[00:02:47.360 --> 00:02:48.960]  有一次忘記做什麼
[00:02:48.960 --> 00:02:51.880]  他總是要寫字給我們看
[00:02:51.880 --> 00:02:54.080]  寫著寫著寫不出來
[00:02:54.080 --> 00:02:54.920]  就發脾氣
[00:02:54.920 --> 00:02:58.720]  不知不覺掉到地上
[00:02:58.720 --> 00:03:01.880]  回想也令人覺得他心酸
[00:03:01.880 --> 00:03:05.920]  因為他的家人也會覺得很難過
[00:03:05.920 --> 00:03:09.000]  很悲傷絕望
[00:03:09.000 --> 00:03:10.880]  實際工作真的很奇妙
[00:03:10.880 --> 00:03:13.080]  很感謝神的恩典
[00:03:13.080 --> 00:03:15.760]  讓他還有氣息的時候
[00:03:15.760 --> 00:03:18.240]  讓他有福氣
[00:03:18.240 --> 00:03:20.360]  讓他能夠在醫院當中的時候
[00:03:20.360 --> 00:03:22.920]  能夠接受認識主耶穌
[00:03:22.920 --> 00:03:25.600]  成為他生命的主
[00:03:25.600 --> 00:03:28.720]  記得我最後一次去醫院探望他的時候
[00:03:28.720 --> 00:03:31.040]  他竟然跟我說
[00:03:31.040 --> 00:03:32.800]  是神的恩典
[00:03:32.800 --> 00:03:36.040]  是神的恩典賜福
[00:03:36.040 --> 00:03:38.400]  讓他有一個永生的盼望
[00:03:38.400 --> 00:03:41.240]  知道他離開這個世界之後
[00:03:41.240 --> 00:03:43.640]  會去哪裡
[00:03:43.640 --> 00:03:47.600]  雖然親友也很不捨得他離開我們
[00:03:47.600 --> 00:03:50.920]  但是心裡很安心
[00:03:50.920 --> 00:03:58.840]  因為知道他安息在主的懷抱當中
[00:03:58.840 --> 00:04:01.320]  相信大家都聽過
[00:04:01.320 --> 00:04:03.120]  人生不如意事
[00:04:03.120 --> 00:04:05.320]  十常八九可
[00:04:05.320 --> 00:04:08.480]  下一句是什麼?
[00:04:08.480 --> 00:04:09.160]  我也不懂
[00:04:09.160 --> 00:04:11.120]  我上網看而已
[00:04:11.120 --> 00:04:15.440]  原來叫「可與人言無二三」
[00:04:15.440 --> 00:04:17.800]  就是說可以跟別人說
[00:04:17.800 --> 00:04:20.080]  是沒有哪幾個
[00:04:20.080 --> 00:04:22.760]  意思是說在漫長人生裡面
[00:04:22.760 --> 00:04:25.320]  我們總會遇到一些不順利
[00:04:25.320 --> 00:04:27.160]  不勝心的事
[00:04:27.160 --> 00:04:28.800]  會令我們覺得很難過
[00:04:28.800 --> 00:04:30.040]  很有挫折
[00:04:30.040 --> 00:04:32.720]  甚至感到痛苦
[00:04:32.720 --> 00:04:34.600]  可能只有自己知道
[00:04:34.600 --> 00:04:35.640]  你告訴別人
