
[00:00:00.000 --> 00:00:02.000]  好,各位弟兄姊妹,主內平安
[00:00:02.000 --> 00:00:08.740]  當我今日去準備這一段傳道書的經文的時候
[00:00:08.740 --> 00:00:11.240]  今日我們會講傳道書十一章七節
[00:00:11.240 --> 00:00:13.240]  去到十二章七節
[00:00:13.240 --> 00:00:17.100]  裡面不缺乏我們
[00:00:17.100 --> 00:00:21.000]  未看過傳道書整卷書都比較熟悉的經文
[00:00:21.000 --> 00:00:27.740]  其中一句就是我以前團契的時候經常都用來講笑
[00:00:28.140 --> 00:00:31.800]  因為我以前團契真是中學的時候
[00:00:31.800 --> 00:00:34.400]  我有一個團契導師很喜歡去旅行
[00:00:34.400 --> 00:00:39.100]  他很努力工作,但他也很努力去旅行
[00:00:39.100 --> 00:00:41.300]  我們也知道他很會享受
[00:00:41.300 --> 00:00:44.500]  因為這班中學生上他家裡聊天的時候
[00:00:44.500 --> 00:00:46.300]  他們會開幾瓶酒給我們喝
[00:00:46.300 --> 00:00:49.800]  很會享受,當時我們這樣去看他
[00:00:49.800 --> 00:00:54.800]  於是我們就問他說
[00:00:55.140 --> 00:00:58.640]  信徒不是要我刻苦嗎?你經常喝酒行不行嗎?
[00:00:58.640 --> 00:01:01.840]  他就是用今天其中一節經文就說
[00:01:01.840 --> 00:01:04.840]  不是啊,聖經是這樣說的,他說少年人
[00:01:04.840 --> 00:01:07.340]  你在年少的時候當快樂
[00:01:07.340 --> 00:01:10.140]  在年輕的時候使你的心寬暢
[00:01:10.140 --> 00:01:13.940]  做你心所願的,看你眼所愛看的
[00:01:13.940 --> 00:01:17.240]  他就說,所以呢,我沒問題的
[00:01:17.240 --> 00:01:20.440]  於是我們整班團友就整他不信
[00:01:20.440 --> 00:01:23.540]  然後說你印經據典跟我們想的很不同
[00:01:23.540 --> 00:01:26.340]  我們就揭了正經,發現這句說話是傳道師的
[00:01:26.340 --> 00:01:28.840]  真的這樣說,原來傳道師叫我們
[00:01:28.840 --> 00:01:32.840]  儘管去吃吧,儘管去喝吧,看你喜歡看的
[00:01:32.840 --> 00:01:35.640]  然後發現原來後面還有半句,他沒有說
[00:01:35.640 --> 00:01:38.440]  你知道後面那半句是什麼嗎?
[00:01:38.440 --> 00:01:43.640]  是的,可能這句大家真的太熟悉了
[00:01:43.640 --> 00:01:45.340]  原來後半句還有的,就是
[00:01:45.340 --> 00:01:50.340]  卻要知道為者一切,道師上帝必審問你
[00:01:50.940 --> 00:01:54.540]  這一句真是很…我不知道你們團契
[00:01:54.540 --> 00:01:58.440]  平時有沒有這樣開玩笑的說
[00:01:58.440 --> 00:02:00.840]  所以呢,這段經文
[00:02:00.840 --> 00:02:03.540]  就是有些我們很熟悉的,OK?
[00:02:03.540 --> 00:02:06.440]  但是今天呢,我們知道了
[00:02:06.440 --> 00:02:08.340]  我們聽了半年傳道書
[00:02:08.340 --> 00:02:12.540]  這個部分是傳道書的總結的部分
[00:02:12.540 --> 00:02:15.740]  而今天在座的人,我相信
[00:02:15.740 --> 00:02:18.740]  你有機會可能今天是第一第二次回來講福堂
[00:02:19.140 --> 00:02:21.240]  一聽傳道書就聽過結尾了
[00:02:21.240 --> 00:02:23.740]  如果你沒有了之前那些內容
[00:02:23.740 --> 00:02:26.840]  或者你也好像我以前團契那樣說
[00:02:26.840 --> 00:02:28.940]  會有一點點斷章取義
[00:02:28.940 --> 00:02:30.640]  就是拿一句出來就說了
[00:02:30.640 --> 00:02:33.940]  但是如果你真的聽了半年
[00:02:33.940 --> 00:02:37.640]  我告訴你,很多時候我們對這些經文的印象
[00:02:37.640 --> 00:02:41.240]  可能跟傳道書本身的意思是有點偏差的
[00:02:41.240 --> 00:02:43.840]  於是我們今天一起來看看
[00:02:43.840 --> 00:02:46.940]  其實傳道書去到總結的部分
[00:02:47.840 --> 00:02:50.540]  它是繼續說的,要享受,要快樂
[00:02:50.540 --> 00:02:55.640]  那它是怎樣說關於享受,說關於快樂的呢?
[00:02:55.640 --> 00:03:01.940]  傳道書呢,我們今天說的經文可以分為
[00:03:01.940 --> 00:03:03.840]  三個部分
[00:03:03.840 --> 00:03:06.340]  如果你有聖經,你可以自己揭開
[00:03:06.340 --> 00:03:09.640]  包括第一個部分,十一章七到八節
[00:03:09.640 --> 00:03:16.040]  是整個總結部分的引言,OK?
[00:03:16.740 --> 00:03:18.940]  它是這樣說的,光是甜美的
[00:03:18.940 --> 00:03:22.240]  眼見日光是多麼好
[00:03:22.240 --> 00:03:25.740]  人活多少年,就當快樂多少年
[00:03:25.740 --> 00:03:28.640]  然而他當想到黑暗的日子
[00:03:28.640 --> 00:03:31.140]  因為這樣的日子必多
[00:03:31.140 --> 00:03:36.440]  所以所要來臨的全是虛空
[00:03:36.440 --> 00:03:39.840]  作為傳道書的總結
[00:03:39.840 --> 00:03:42.540]  在短短這兩節裡面
[00:03:43.140 --> 00:03:47.740]  已經帶出了貫穿傳道書兩個重要的主題
[00:03:47.740 --> 00:03:49.240]  就是紅色了這兩個
[00:03:49.240 --> 00:03:52.940]  人活多少年,就當快樂
[00:03:52.940 --> 00:03:56.940]  前面它第七節說光是甜美的這個光
[00:03:56.940 --> 00:04:00.440]  是代表那些福,你牢牢所得的
[00:04:00.440 --> 00:04:02.540]  那些福是很好的
[00:04:02.540 --> 00:04:05.340]  人活多少年,就應該快樂多少年
[00:04:05.340 --> 00:04:07.540]  當快樂,當享受
[00:04:07.540 --> 00:04:09.740]  你聽過傳道書半年了
[00:04:09.740 --> 00:04:12.840]  你會發覺其實每一個段落去到最後做總結的時候
[00:04:13.540 --> 00:04:15.540]  都是叫我們的,世界雖然虛空
[00:04:15.540 --> 00:04:20.640]  但是我們可以吃喝、享受
[00:04:20.640 --> 00:04:25.940]  所以當快樂是其中一個貫穿傳道書的主題
[00:04:25.940 --> 00:04:29.740]  但是他繼續說,然而也當想到黑暗的日子
[00:04:29.740 --> 00:04:32.640]  這些黑暗的日子是什麼日子呢?
[00:04:32.640 --> 00:04:35.740]  就是你將來想也沒有辦法幸福的日子
[00:04:35.740 --> 00:04:39.940]  因為這些日子必多,所以來臨的全是虛空
[00:04:40.340 --> 00:04:43.840]  提到虛空,快樂和虛空
[00:04:43.840 --> 00:04:46.140]  那於是到了第二個部分
[00:04:46.140 --> 00:04:48.540]  十一章九到十節
[00:04:48.540 --> 00:04:51.340]  他就先說快樂
[00:04:51.340 --> 00:04:56.540]  第九節他說年輕人,是你在年少的時候當快樂
[00:04:56.540 --> 00:04:59.540]  所以你可以預計九至十節
[00:04:59.540 --> 00:05:02.240]  一開始第二個部分就是講快樂這個主題
[00:05:02.240 --> 00:05:04.140]  那很自然了
[00:05:04.140 --> 00:05:06.740]  我們到了最後一個部分
[00:05:06.740 --> 00:05:09.840]  到了十二章一到七節比較長的篇幅
[00:05:10.440 --> 00:05:12.140]  他就是講虛空的
[00:05:12.140 --> 00:05:20.940]  他就說十二章一節,你趁年輕衰老的日子尚未來到
[00:05:20.940 --> 00:05:22.740]  就是之前講的黑暗的日子
[00:05:22.740 --> 00:05:26.640]  就是你所講過毫無喜悅的歲月來臨之前
[00:05:26.640 --> 00:05:29.140]  當紀念,做你的主
[00:05:29.140 --> 00:05:35.240]  這裡我們要留意的是
[00:05:35.240 --> 00:05:38.340]  十一章第八節他說
[00:05:38.440 --> 00:05:41.840]  然而,你要當賞到黑暗的日子
[00:05:41.840 --> 00:05:46.940]  這個賞到和十二章一節
[00:05:46.940 --> 00:05:49.140]  當紀念你的造物主
[00:05:49.140 --> 00:05:50.440]  那個紀念
[00:05:50.440 --> 00:05:54.640]  在原文裡面是同一個字
[00:05:54.640 --> 00:05:57.340]  所以你會看到
[00:05:57.340 --> 00:06:00.540]  隱然有要紀念黑暗的日子
[00:06:00.540 --> 00:06:03.040]  或者賞念黑暗的日子
[00:06:03.040 --> 00:06:07.040]  到了十二章一節又再提你要賞念
[00:06:07.540 --> 00:06:08.740]  是非常有連繫的
[00:06:08.740 --> 00:06:11.440]  但是你發覺他說要紀念黑暗的日子
[00:06:11.440 --> 00:06:14.240]  要紀念虛空,但同時間紀念造物主
[00:06:14.240 --> 00:06:17.440]  那你就知道這兩三件事
[00:06:17.440 --> 00:06:21.140]  其實是有一個直接的關係在裡面的
[00:06:21.140 --> 00:06:25.840]  接下來我們就一起去看看
[00:06:25.840 --> 00:06:27.540]  傳道書的總結裡面
[00:06:27.540 --> 00:06:30.540]  作者究竟是怎樣教導我們在這個虛空的世界
[00:06:30.540 --> 00:06:31.940]  去享受人生呢
[00:06:31.940 --> 00:06:34.140]  享受的秘訣又是什麼呢
[00:06:34.140 --> 00:06:36.540]  我們首先看看快樂的部分
[00:06:38.540 --> 00:06:39.940]  經文它是這樣說的
[00:06:39.940 --> 00:06:41.740]  第九節開始
[00:06:41.740 --> 00:06:45.340]  年輕人,你剛剛讀過了
[00:06:45.340 --> 00:06:47.140]  你在年少的時候當快樂
[00:06:47.140 --> 00:06:49.940]  在年輕時使你的心寬暢
[00:06:49.940 --> 00:06:51.740]  做你心所願的
[00:06:51.740 --> 00:06:53.140]  看你眼所愛看的
[00:06:53.140 --> 00:06:56.440]  卻要知道為這一切上帝必審問你
[00:06:56.440 --> 00:07:01.540]  所以當從心中除掉受犯
[00:07:01.540 --> 00:07:04.140]  從肉體除去痛苦
[00:07:04.540 --> 00:07:09.140]  從肉體除去痛苦,因為年少和年輕之時
[00:07:09.140 --> 00:07:10.740]  全是虛空
[00:07:10.740 --> 00:07:16.340]  大家看完第九、第十節
[00:07:16.340 --> 00:07:19.340]  你會發現為甚麼兩節說的東西都很相似
[00:07:19.340 --> 00:07:24.740]  對了,你會看到
[00:07:24.740 --> 00:07:26.740]  它相似的地方在哪裡呢
[00:07:26.740 --> 00:07:29.540]  第一就是第九節、第十節都有說你的心
[00:07:29.540 --> 00:07:33.340]  第九節說你要使你的心寬暢
[00:07:33.740 --> 00:07:34.940]  做你心所願的
[00:07:34.940 --> 00:07:39.740]  第十節它說要從心中除掉受犯
[00:07:39.740 --> 00:07:40.740]  都是說心的
[00:07:40.740 --> 00:07:43.540]  接著說完心之後,第九節說眼
[00:07:43.540 --> 00:07:46.540]  第十節說肉體,又是相似的東西
[00:07:46.540 --> 00:07:49.340]  而兩節一開始都是叫你快樂
[00:07:49.340 --> 00:07:53.940]  心要做你心所想要的
[00:07:53.940 --> 00:07:54.940]  看你眼所看的
[00:07:54.940 --> 00:07:57.140]  第十節它說心中要除掉受犯
[00:07:57.140 --> 00:07:58.340]  怎樣除掉受犯呢
[00:07:58.340 --> 00:07:59.940]  快樂就可以除掉受犯
[00:07:59.940 --> 00:08:02.340]  在肉體裡面除掉痛苦
[00:08:03.140 --> 00:08:05.140]  對了,快樂就可以除掉痛苦
[00:08:05.140 --> 00:08:08.340]  心的痛苦除掉
[00:08:08.340 --> 00:08:09.940]  肉體的都要除掉
[00:08:09.940 --> 00:08:12.940]  即是全人的不開心的都要除掉
[00:08:12.940 --> 00:08:15.340]  這個就是在說快樂
[00:08:15.340 --> 00:08:20.340]  當作者說完
[00:08:20.340 --> 00:08:23.340]  其實我們真的,儘管去快樂
[00:08:23.340 --> 00:08:25.340]  然後它就說原因
[00:08:25.340 --> 00:08:26.540]  第十節先
[00:08:26.540 --> 00:08:28.540]  第十節它後面說
[00:08:28.540 --> 00:08:32.340]  所以當從心中除掉受犯
[00:08:32.340 --> 00:08:33.740]  從肉體除掉痛苦
[00:08:33.740 --> 00:08:34.540]  說原因
[00:08:34.540 --> 00:08:38.540]  因為年少和年輕之時,全是虛空
[00:08:38.540 --> 00:08:42.140]  我們聽了半年了
[00:08:42.140 --> 00:08:44.140]  不會覺得奇怪吧,這樣說
[00:08:44.140 --> 00:08:45.340]  為甚麼要快樂
[00:08:45.340 --> 00:08:49.340]  為甚麼要去除掉你內心的受犯
[00:08:49.340 --> 00:08:50.940]  因為這些全是虛空
[00:08:50.940 --> 00:08:56.340]  傳道書這個智慧的邏輯
[00:08:56.340 --> 00:08:58.940]  在第十節再次出現
[00:09:00.540 --> 00:09:02.940]  正如在這個段落的引言所說
[00:09:02.940 --> 00:09:05.140]  我們可以去選擇快樂
[00:09:05.140 --> 00:09:09.140]  可以去享受日光之下所勞碌所得的
[00:09:09.140 --> 00:09:11.340]  是因為人生是虛空的
[00:09:11.340 --> 00:09:13.540]  如果你今天第一次聽傳道書
[00:09:13.540 --> 00:09:15.340]  或者你會聽到一頭霧水
[00:09:15.340 --> 00:09:17.540]  究竟這兩者有甚麼關係
[00:09:17.540 --> 00:09:19.540]  但如果你這半年來
[00:09:19.540 --> 00:09:21.540]  一直有聽我們的傳道書
[00:09:21.540 --> 00:09:22.540]  舊日講道系列
[00:09:22.540 --> 00:09:24.740]  你應該會慢慢明白
[00:09:24.740 --> 00:09:28.340]  傳道者或傳道書的這個智慧
[00:09:28.340 --> 00:09:30.140]  怎樣說呢
[00:09:30.740 --> 00:09:33.740]  因為他認為這個世界是之所以虛空
[00:09:33.740 --> 00:09:37.340]  日光之下的勞碌有時候只做完就得一個刺
[00:09:37.340 --> 00:09:38.540]  記不記得傳道書怎樣說
[00:09:38.540 --> 00:09:40.340]  你做了的可能你享受不到
[00:09:40.340 --> 00:09:42.540]  神給了你的
[00:09:42.540 --> 00:09:46.940]  可能之後又會被其他人拿走
[00:09:46.940 --> 00:09:48.740]  做了之後是會得一個刺的
[00:09:48.740 --> 00:09:54.940]  這些現象其實是會令人很氣憤的
[00:09:54.940 --> 00:09:55.940]  或者很氣餒的
[00:09:55.940 --> 00:10:00.340]  上幾個星期林牧師和李明耀博士就說了
[00:10:00.340 --> 00:10:01.940]  智慧都有限制的
[00:10:01.940 --> 00:10:03.540]  不要以為聰明就可以
[00:10:03.540 --> 00:10:04.540]  一定可以
[00:10:04.540 --> 00:10:06.540]  又或者之前有說的
[00:10:06.540 --> 00:10:07.340]  不要求神
[00:10:07.340 --> 00:10:09.140]  或者不要以為做了多好事
[00:10:09.140 --> 00:10:10.340]  就會多些福
[00:10:10.340 --> 00:10:12.940]  這些東西是會令人氣憤和氣餒的
[00:10:12.940 --> 00:10:15.340]  但其實傳道者就會認為
[00:10:15.340 --> 00:10:18.740]  這樣的世界正正是反映著這個世界
[00:10:18.740 --> 00:10:21.740]  是有神的主權在管治的
[00:10:21.740 --> 00:10:25.140]  不是靠我們人一讚就可以有的
[00:10:25.140 --> 00:10:29.340]  雖然神的主權人是不能夠明白
[00:10:29.540 --> 00:10:32.540]  但也是因為神有這個絕對的主權
[00:10:32.540 --> 00:10:34.940]  他掌管這個世界
[00:10:34.940 --> 00:10:39.140]  人才可以安心地去享受
[00:10:39.140 --> 00:10:43.940]  起碼人不再需要麻木地追求成功和福氣
[00:10:43.940 --> 00:10:49.540]  以上這個解釋是跟新朋友說的
[00:10:49.540 --> 00:10:51.340]  因為我們舊人
[00:10:51.340 --> 00:10:53.340]  我預大家應該聽了半年
[00:10:53.340 --> 00:10:54.940]  大概都知道是這樣的意思
[00:10:57.940 --> 00:11:00.140]  而我們說回第十一章
[00:11:00.140 --> 00:11:01.740]  九到十節
[00:11:01.740 --> 00:11:03.740]  尤其是說到第九節
[00:11:03.740 --> 00:11:05.740]  那就需要去解釋
[00:11:05.740 --> 00:11:09.940]  我剛才提過
[00:11:09.940 --> 00:11:13.140]  第九第十節是兩句說話很相似的意思
[00:11:13.140 --> 00:11:16.340]  而第十節我們明白這個意思了
[00:11:16.340 --> 00:11:19.140]  快樂因為虛空
[00:11:19.140 --> 00:11:21.340]  去到第九節
[00:11:21.340 --> 00:11:23.540]  快樂
[00:11:23.540 --> 00:11:24.940]  咦?後面不是
[00:11:24.940 --> 00:11:27.940]  他說卻要知道為這一切
[00:11:27.940 --> 00:11:29.140]  上帝必審問你
[00:11:29.140 --> 00:11:31.940]  這一句經文
[00:11:31.940 --> 00:11:33.540]  上帝必審問你
[00:11:33.540 --> 00:11:34.340]  為這一切
[00:11:34.340 --> 00:11:35.940]  乍看來
[00:11:35.940 --> 00:11:37.940]  其實就像我一開始說的
[00:11:37.940 --> 00:11:39.340]  我在團契的經歷那樣
[00:11:39.340 --> 00:11:42.940]  這句經文好像作用就是用來限制
[00:11:42.940 --> 00:11:44.940]  人的享受程度
[00:11:44.940 --> 00:11:50.540]  第九節因為說到已經好像可以盡情享樂
[00:11:50.540 --> 00:11:52.740]  甚至去到放縱情慾
[00:11:52.740 --> 00:11:54.940]  說看你想看的,那你怎知道是嗎?
[00:11:54.940 --> 00:11:57.340]  你想看的是好東西還是不好東西?
[00:11:57.340 --> 00:11:58.940]  做你心所想的
[00:11:58.940 --> 00:12:00.540]  令你快樂的
[00:12:00.540 --> 00:12:02.540]  可能我現在比較醜
[00:12:02.540 --> 00:12:05.940]  小朋友做壞事比做好東西更開心
[00:12:05.940 --> 00:12:07.740]  這兩句
[00:12:07.740 --> 00:12:08.740]  好像說到
[00:12:08.740 --> 00:12:11.540]  我們可以享受做什麼都可以了
[00:12:11.540 --> 00:12:13.740]  所以呢
[00:12:13.740 --> 00:12:16.140]  會不會這裡傳道者就加個限制
[00:12:16.140 --> 00:12:16.740]  不是的
[00:12:16.740 --> 00:12:19.140]  享受是享受,但謹記神會審的
[00:12:19.140 --> 00:12:19.740]  所以呢
[00:12:19.740 --> 00:12:21.540]  不要去到這麼盡了
[00:12:23.140 --> 00:12:23.940]  那也是的
[00:12:23.940 --> 00:12:28.140]  我們都看到很多人生是有一些樂極生悲的悲劇
[00:12:28.140 --> 00:12:28.540]  是不是?
[00:12:28.540 --> 00:12:30.340]  大家還記得上個月好像是
[00:12:30.340 --> 00:12:31.940]  我們祈禱的時候都為了
[00:12:31.940 --> 00:12:34.540]  韓國梨泰院的人踩人事件
[00:12:34.540 --> 00:12:34.940]  是不是?
[00:12:34.940 --> 00:12:35.740]  人踩人的時候
[00:12:35.740 --> 00:12:38.140]  其實都是一些很狂歡很開心的場面
[00:12:38.140 --> 00:12:39.340]  但是就失控了
[00:12:39.340 --> 00:12:40.540]  就發生悲劇
[00:12:40.540 --> 00:12:41.340]  就是我們明白的
[00:12:41.340 --> 00:12:44.340]  但是
[00:12:44.340 --> 00:12:46.740]  當我們真的聽全套書聽了半年
[00:12:46.740 --> 00:12:48.140]  我不停強調這句話
[00:12:50.140 --> 00:12:53.340]  是不是就是這樣去解釋呢?
[00:12:53.340 --> 00:12:58.340]  甚至這裡有學者是這樣說的
[00:12:58.340 --> 00:13:00.340]  學者都會留意到一件事
[00:13:00.340 --> 00:13:03.540]  就是其實傳道書從頭到尾
[00:13:03.540 --> 00:13:07.340]  很少說人犯罪
[00:13:07.340 --> 00:13:09.140]  《聖經》會經常說
[00:13:09.140 --> 00:13:11.740]  但是傳道書很少說人犯罪
[00:13:11.740 --> 00:13:12.540]  是不是?
[00:13:12.540 --> 00:13:13.940]  它多數說世界虛空
[00:13:13.940 --> 00:13:15.540]  說要快樂
[00:13:15.540 --> 00:13:17.340]  說什麼是有智慧
[00:13:17.340 --> 00:13:19.140]  誰是愚絕
[00:13:19.940 --> 00:13:21.540]  很少說人犯罪
[00:13:21.540 --> 00:13:23.940]  尤其是那個罪是說道德性的罪
[00:13:23.940 --> 00:13:26.540]  大家回想傳道書很少看
[00:13:26.540 --> 00:13:29.340]  甚至學者就是認為
[00:13:29.340 --> 00:13:30.940]  這句話本身不是作者寫的
[00:13:30.940 --> 00:13:34.340]  是後來的人看了覺得不對勁
[00:13:34.340 --> 00:13:35.540]  就加上去
[00:13:35.540 --> 00:13:39.540]  種種跡象都看到的就是
