
[00:00:00.000 --> 00:00:04.000]  各位姐妹,好開心一齊又讀聖經
[00:00:04.000 --> 00:00:08.000]  一齊看看在聖經的人和事的背後
[00:00:08.000 --> 00:00:10.000]  上帝是怎樣工作的
[00:00:10.000 --> 00:00:14.000]  《生命說書》的網絡是很歡喜跟你一齊讀聖經
[00:00:14.000 --> 00:00:18.000]  今次仍然讀約瑟的故事
[00:00:18.000 --> 00:00:22.000]  神命定的,必速速成就
[00:00:22.000 --> 00:00:26.000]  這是一句信心的說話
[00:00:26.000 --> 00:00:29.000]  希望大家都可以在當中學到東西
[00:00:29.000 --> 00:00:35.000]  如果神命定了,事情就會成就
[00:00:35.000 --> 00:00:37.000]  事情是這樣的
[00:00:37.000 --> 00:00:40.000]  昨天說到約瑟
[00:00:40.000 --> 00:00:44.000]  當時法老王發了一個夢
[00:00:44.000 --> 00:00:46.000]  把約瑟解不到
[00:00:46.000 --> 00:00:48.000]  那些人馬上叫人把約瑟帶出來
[00:00:48.000 --> 00:00:50.000]  約瑟就解到了
[00:00:50.000 --> 00:00:54.000]  於是約瑟就跟法老說
[00:00:54.000 --> 00:00:56.000]  你講一個夢來聽聽
[00:00:56.000 --> 00:01:00.000]  不過你要知道解夢是在乎上帝
[00:01:00.000 --> 00:01:02.000]  不在乎我
[00:01:02.000 --> 00:01:06.000]  不過神應該會跟你講平安的話
[00:01:06.000 --> 00:01:07.000]  是不是這樣的
[00:01:07.000 --> 00:01:10.000]  於是法老就跟他講
[00:01:10.000 --> 00:01:13.000]  講完之後約瑟就對法老講
[00:01:13.000 --> 00:01:17.000]  法老的夢乃是一個
[00:01:17.000 --> 00:01:21.000]  神已經將所有做的事指示你了
[00:01:21.000 --> 00:01:23.000]  留意這些字
[00:01:23.000 --> 00:01:25.000]  七隻好母牛是七年
[00:01:25.000 --> 00:01:29.000]  七個好水子也是七年
[00:01:29.000 --> 00:01:32.000]  借夢乃是一個
[00:01:32.000 --> 00:01:39.000]  因為法老明明是發了兩個夢
[00:01:39.000 --> 00:01:41.000]  第一個夢驚醒了
[00:01:41.000 --> 00:01:44.000]  七隻肥牛在吃草在河邊
[00:01:44.000 --> 00:01:47.000]  七隻瘦牛很醜的又瘦的
[00:01:47.000 --> 00:01:48.000]  吃了那七隻肥牛
[00:01:48.000 --> 00:01:50.000]  嚇到醒了
[00:01:50.000 --> 00:01:52.000]  什麼事呢
[00:01:52.000 --> 00:01:55.000]  可能半夜眼瞓又睡了
[00:01:55.000 --> 00:01:58.000]  又發第二個夢
[00:01:58.000 --> 00:02:01.000]  七個好肥的墨水
[00:02:01.000 --> 00:02:06.000]  又有七個好瘦又被東風
[00:02:06.000 --> 00:02:12.000]  在礦野沙漠吹來的東風
[00:02:12.000 --> 00:02:14.000]  算是沙漠
[00:02:14.000 --> 00:02:17.000]  因為如果在埃及東面吹來的
[00:02:17.000 --> 00:02:20.000]  就是西乃沙漠吹來的熱風
[00:02:20.000 --> 00:02:23.000]  將那些水子變得很乾
[00:02:23.000 --> 00:02:26.000]  那七個乾的水子吃了
[00:02:26.000 --> 00:02:29.000]  那七個肥的水子
[00:02:29.000 --> 00:02:30.000]  什麼事呢
[00:02:30.000 --> 00:02:32.000]  很害怕沒人能解釋
[00:02:32.000 --> 00:02:34.000]  其實法老發的夢
[00:02:34.000 --> 00:02:38.000]  約瑟說你的夢乃是一個
[00:02:38.000 --> 00:02:40.000]  無論是七隻好母牛
[00:02:40.000 --> 00:02:41.000]  七個好水子
[00:02:41.000 --> 00:02:43.000]  都是指七年
[00:02:43.000 --> 00:02:46.000]  你的夢其實是一個
[00:02:46.000 --> 00:02:50.000]  這件事應該令到法老聽完之後
[00:02:50.000 --> 00:02:52.000]  原來是這樣
[00:02:52.000 --> 00:02:54.000]  再說再說
[00:02:54.000 --> 00:02:57.000]  真是好啱聽
[00:02:57.000 --> 00:02:59.000]  然後隨後上來的
[00:02:59.000 --> 00:03:01.000]  七隻又乾又醜陋的母牛
[00:03:01.000 --> 00:03:03.000]  都是七年
[00:03:03.000 --> 00:03:07.000]  那七個空的墨水
[00:03:07.000 --> 00:03:10.000]  吹焦了的都是七年
[00:03:10.000 --> 00:03:13.000]  不過都是代表方年
[00:03:13.000 --> 00:03:17.000]  這個就是我對法老所說的
[00:03:17.000 --> 00:03:19.000]  神已經將所要做的事
[00:03:19.000 --> 00:03:21.000]  顯明給法老
[00:03:21.000 --> 00:03:24.000]  你看到這件事很重要
[00:03:24.000 --> 00:03:26.000]  今天要說的第一點
[00:03:26.000 --> 00:03:28.000]  就是一個夢
[00:03:28.000 --> 00:03:31.000]  是上帝指示了你要做的事
[00:03:31.000 --> 00:03:34.000]  神已將所要做的事
[00:03:34.000 --> 00:03:37.000]  指示法老
[00:03:37.000 --> 00:03:39.000]  為什麼沒有法老王呢
[00:03:39.000 --> 00:03:41.000]  因為法老這個字本身
[00:03:41.000 --> 00:03:43.000]  是埃及的王的稱號
[00:03:43.000 --> 00:03:45.000]  不過我們很多時候
[00:03:45.000 --> 00:03:47.000]  都會加上法老王
[00:03:47.000 --> 00:03:50.000]  正如波斯阿哈徐老王
[00:03:50.000 --> 00:03:53.000]  一個夢來的
[00:03:53.000 --> 00:03:56.000]  神已經將他快要做的事
[00:03:56.000 --> 00:03:58.000]  預先指示你
[00:03:58.000 --> 00:04:01.000]  這是一個恩典連文
[00:04:01.000 --> 00:04:03.000]  然後下去看
[00:04:03.000 --> 00:04:04.000]  就是這樣
[00:04:04.000 --> 00:04:06.000]  神已將所要做的事
[00:04:06.000 --> 00:04:08.000]  顯明給法老
[00:04:08.000 --> 00:04:10.000]  說了第二次
[00:04:10.000 --> 00:04:12.000]  所要做的事
[00:04:12.000 --> 00:04:13.000]  顯明給你了
[00:04:13.000 --> 00:04:14.000]  是透過
[00:04:14.000 --> 00:04:15.000]  不是兩個夢
[00:04:15.000 --> 00:04:16.000]  是一個夢
[00:04:16.000 --> 00:04:19.000]  這個法老當堂
[00:04:19.000 --> 00:04:20.000]  厲害啊
[00:04:20.000 --> 00:04:23.000]  這件事真是厲害啊
[00:04:23.000 --> 00:04:25.000]  很重要啊
[00:04:25.000 --> 00:04:26.000]  這樣都被你說到
[00:04:26.000 --> 00:04:27.000]  然後
[00:04:27.000 --> 00:04:29.000]  弱勢繼續說
[00:04:29.000 --> 00:04:33.000]  埃及遍地必來七個大風年
[00:04:33.000 --> 00:04:36.000]  然後隨後有七個方年
[00:04:36.000 --> 00:04:38.000]  甚至埃及地
[00:04:38.000 --> 00:04:42.000]  忘了先前曾經豐收過
[00:04:42.000 --> 00:04:46.000]  全地會被饑荒所滅
[00:04:46.000 --> 00:04:48.000]  因為以後來的饑荒
[00:04:48.000 --> 00:04:49.000]  就是七年
[00:04:49.000 --> 00:04:50.000]  豐年之後
[00:04:50.000 --> 00:04:52.000]  七年饑荒
[00:04:52.000 --> 00:04:54.000]  多到都忘記了
[00:04:54.000 --> 00:04:57.000]  先前的豐收了
[00:04:57.000 --> 00:04:59.000]  很多時候人都是這樣的
[00:04:59.000 --> 00:05:00.000]  好的時候
[00:05:00.000 --> 00:05:01.000]  就不是很覺悟
[00:05:01.000 --> 00:05:02.000]  哎呀很好啊
[00:05:02.000 --> 00:05:04.000]  但是一二都不好
[00:05:04.000 --> 00:05:05.000]  方年就
[00:05:05.000 --> 00:05:07.000]  哎呀我真是很慘啊
[00:05:07.000 --> 00:05:09.000]  都還沒有好過
[00:05:09.000 --> 00:05:10.000]  好了
[00:05:10.000 --> 00:05:13.000]  至於法老兩回做夢呢
[00:05:13.000 --> 00:05:14.000]  留意這裡
