
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹們 大家好
[00:00:02.000 --> 00:00:05.000]  弟兄姊妹們 大家早晨
[00:00:05.000 --> 00:00:09.000]  相信你們都是又過了平安的一周
[00:00:09.000 --> 00:00:13.000]  相信大家都過了平安的一個星期
[00:00:13.000 --> 00:00:15.000]  感謝讚美神
[00:00:15.000 --> 00:00:17.000]  感謝讚美神
[00:00:17.000 --> 00:00:18.000]  祂與我們同在
[00:00:18.000 --> 00:00:20.000]  祂與我們同在
[00:00:20.000 --> 00:00:24.000]  而且祂會繼續地、持續地與我們同在
[00:00:24.000 --> 00:00:28.000]  祂會繼續和持續地與我們同在
[00:00:28.000 --> 00:00:32.000]  今天我們講到的經文
[00:00:32.000 --> 00:00:35.000]  剛才Peter弟兄已經讀過了
[00:00:35.000 --> 00:00:37.000]  今天我們講到的經文
[00:00:37.000 --> 00:00:40.000]  剛才Peter弟兄已經讀過了
[00:00:40.000 --> 00:00:43.000]  是羅馬書六章一到十四節
[00:00:43.000 --> 00:00:47.000]  是羅馬書的六章一到十四節
[00:00:47.000 --> 00:00:52.000]  這段內容我相信大家應該是比較熟悉的
[00:00:52.000 --> 00:00:56.000]  這一段內容我相信大家應該是比較熟悉的
[00:00:56.000 --> 00:01:01.000]  我在這裡給大家做一個很簡單的聖經的介紹
[00:01:01.000 --> 00:01:05.000]  我在這裡給大家做一個很簡單的聖經的介紹
[00:01:05.000 --> 00:01:08.000]  就是羅馬書在第六章這裡
[00:01:08.000 --> 00:01:11.000]  就進入了一個新的段落
[00:01:11.000 --> 00:01:16.000]  就是羅馬書在第六章這裡進入了一個新的段落
[00:01:16.000 --> 00:01:19.000]  而且第六章它有一個特點
[00:01:19.000 --> 00:01:21.000]  在第六章它有一個特點
[00:01:21.000 --> 00:01:25.000]  就是一到十四節的內容
[00:01:25.000 --> 00:01:28.000]  和十五節開始的後半章
[00:01:28.000 --> 00:01:32.000]  是有呼應的相似之處的
[00:01:32.000 --> 00:01:34.000]  就是一到十四節的內容
[00:01:34.000 --> 00:01:37.000]  和十五節之後的內容
[00:01:37.000 --> 00:01:42.000]  其實他們有一個呼應的內容在這裡
[00:01:42.000 --> 00:01:47.000]  所以大家今天聽完講到之後
[00:01:47.000 --> 00:01:51.000]  所以大家今天聽完講到之後
[00:01:51.000 --> 00:01:57.000]  希望大家能夠自己來讀第六章剩下的後一半
[00:01:57.000 --> 00:02:03.000]  希望大家可以自己來讀聖經第六章剩下的那一半
[00:02:03.000 --> 00:02:07.000]  你會對我今天所說的能夠有更深刻的體會
[00:02:07.000 --> 00:02:12.000]  你會對今天我們所講的會有更深刻的體會
[00:02:12.000 --> 00:02:16.000]  我們大家肯定都看過這樣的廣告
[00:02:16.000 --> 00:02:20.000]  我們大家肯定都看過這樣的廣告
[00:02:20.000 --> 00:02:23.000]  比如說它賣洗衣粉
[00:02:23.000 --> 00:02:26.000]  比如說它賣洗衣粉
[00:02:26.000 --> 00:02:30.000]  它的廣告裡就會故意把衣服弄得特別髒
[00:02:30.000 --> 00:02:37.000]  它的廣告裡就會故意把衣服弄得特別髒
[00:02:37.000 --> 00:02:41.000]  然後顯示洗過之後很乾淨
[00:02:41.000 --> 00:02:45.000]  然後顯示洗過之後很乾淨
[00:02:45.000 --> 00:02:48.000]  說明這個洗衣粉非常有效
[00:02:48.000 --> 00:02:52.000]  說明這個洗衣粉非常有效
[00:02:52.000 --> 00:02:55.000]  廣告裡如果賣吸塵器
[00:02:55.000 --> 00:02:58.000]  廣告裡如果賣吸塵器
[00:02:58.000 --> 00:03:02.000]  它會把地板或者地毯弄得很髒
[00:03:02.000 --> 00:03:07.000]  它會把地板或者地毯弄得很髒
[00:03:07.000 --> 00:03:12.000]  然後顯示吸塵器的能力有多強
[00:03:12.000 --> 00:03:17.000]  然後顯示吸塵器的能力有多強
[00:03:17.000 --> 00:03:21.000]  你看到地板或者地毯特別乾淨
[00:03:21.000 --> 00:03:26.000]  你看到地板或者地毯特別乾淨
[00:03:26.000 --> 00:03:31.000]  但是在生活中我們不會做這樣的事
[00:03:31.000 --> 00:03:36.000]  但是在生活中我們不會做這樣的事
[00:03:36.000 --> 00:03:40.000]  我再舉兩個例子
[00:03:40.000 --> 00:03:43.000]  我再舉兩個例子
[00:03:43.000 --> 00:03:50.000]  我們不會為了體現健身減肥的效果好
[00:03:50.000 --> 00:03:55.000]  我們不會為了體驗健身減肥的效果好
[00:03:55.000 --> 00:03:58.000]  我們故意先把自己弄得很胖
[00:03:58.000 --> 00:04:02.000]  我們故意先把自己弄得很胖
[00:04:02.000 --> 00:04:09.000]  我們也不會為了測驗幼兒奶粉的營養高
[00:04:09.000 --> 00:04:15.000]  我們也不會為了測驗幼兒奶粉的營養高
[00:04:15.000 --> 00:04:18.000]  故意先把自己的孩子餓得很瘦
[00:04:18.000 --> 00:04:24.000]  故意先把自己的孩子餓得很瘦
[00:04:24.000 --> 00:04:27.000]  其實我在說什麼呢?
[00:04:27.000 --> 00:04:30.000]  其實我在說什麼呢?
[00:04:30.000 --> 00:04:36.000]  就是你不會為了體現好的而先搞到很壞
[00:04:36.000 --> 00:04:42.000]  就是你不會為了體現好的而先搞到很壞
[00:04:42.000 --> 00:04:46.000]  可是在福音和救恩上
[00:04:46.000 --> 00:04:49.000]  可是在福音和救恩上
[00:04:49.000 --> 00:04:51.000]  在保羅那個時候
[00:04:51.000 --> 00:04:53.000]  在保羅那個時代
[00:04:53.000 --> 00:04:57.000]  甚至到今天都還有
[00:04:57.000 --> 00:05:00.000]  甚至到今天這個時代都還有
[00:05:00.000 --> 00:05:06.000]  有人就覺得犯罪多恩典就多
[00:05:06.000 --> 00:05:11.000]  有人就覺得犯罪多恩典就多
[00:05:11.000 --> 00:05:14.000]  為什麼會有人有這樣的誤會呢?
[00:05:14.000 --> 00:05:17.000]  為什麼會有人有這樣的誤會呢?
[00:05:17.000 --> 00:05:22.000]  就是因為羅馬書五章二十節有這麼一句
[00:05:22.000 --> 00:05:27.000]  就是因為羅馬書五章二十節有這麼一句話
[00:05:27.000 --> 00:05:33.000]  他的意思就是「律法使罪顯多」
[00:05:33.000 --> 00:05:38.000]  他的意思就是說「律法使罪顯多」
[00:05:38.000 --> 00:05:41.000]  那罪就是恩典顯多
[00:05:41.000 --> 00:05:45.000]  然後罪就是恩典顯多
[00:05:45.000 --> 00:05:50.000]  就是說保羅在五章二十節確實這麼說
[00:05:50.000 --> 00:05:55.000]  就是說保羅在五章二十節確實這麼說
[00:05:55.000 --> 00:06:01.000]  他說:舊約時的律法顯出人的罪
[00:06:01.000 --> 00:06:06.000]  他說:舊約的律法就顯出了人的罪
[00:06:06.000 --> 00:06:09.000]  那人的罪顯出來了
[00:06:09.000 --> 00:06:13.000]  那上帝赦免的恩典就顯出來了
[00:06:13.000 --> 00:06:15.000]  而罪顯出來了
[00:06:15.000 --> 00:06:20.000]  上帝的赦免恩典就更加顯出來了
[00:06:20.000 --> 00:06:24.000]  結果就讓有些人產生了那樣的誤解
[00:06:24.000 --> 00:06:28.000]  結果就讓有些人產生了那樣的誤解
[00:06:28.000 --> 00:06:31.000]  就會想啊
[00:06:31.000 --> 00:06:33.000]  就會說
[00:06:33.000 --> 00:06:38.000]  這個福音是不是說上帝不介意人犯罪?
[00:06:38.000 --> 00:06:42.000]  這個福音是不是說上帝不介意人犯罪呢?
[00:06:42.000 --> 00:06:47.000]  甚至這簡直就是在鼓勵人犯罪啊
[00:06:47.000 --> 00:06:51.000]  甚至這個是不是在鼓勵人犯罪呢?
[00:06:51.000 --> 00:06:56.000]  那我們是不是可以在沒有任何心理負擔的情況下
[00:06:56.000 --> 00:07:01.000]  那我們是不是可以在沒有任何心理負擔的情況下
[00:07:01.000 --> 00:07:04.000]  就可以去自由放縱了呢?
[00:07:04.000 --> 00:07:06.000]  就可以去自由放縱了呢?
[00:07:06.000 --> 00:07:11.000]  因為你罪多了,恩典就顯多了嗎?
[00:07:11.000 --> 00:07:14.000]  因為罪多,恩典就顯多?
[00:07:14.000 --> 00:07:15.000]  這不是好事嗎?
[00:07:15.000 --> 00:07:18.000]  這不是好事嗎?
[00:07:18.000 --> 00:07:22.000]  所以保羅在羅馬書第六章就要告訴我們
[00:07:22.000 --> 00:07:27.000]  所以保羅在羅馬書第六章就要告訴我們
[00:07:27.000 --> 00:07:30.000]  上帝的恩典和能力
[00:07:30.000 --> 00:07:33.000]  上帝的恩典和能力
[00:07:33.000 --> 00:07:36.000]  絕不僅僅是赦免我們的罪
[00:07:36.000 --> 00:07:39.000]  絕對不僅僅是赦免我們的罪
[00:07:39.000 --> 00:07:43.000]  而是要從罪中拯救我們
[00:07:43.000 --> 00:07:46.000]  而是要從罪中拯救我們
[00:07:46.000 --> 00:07:50.000]  大家記住這句話
[00:07:50.000 --> 00:07:52.000]  大家記住這句話
[00:07:52.000 --> 00:07:56.000]  來體會一下我們接下來要說的內容
[00:07:56.000 --> 00:07:59.000]  你來體會是不是符合這個意思
[00:07:59.000 --> 00:08:02.000]  來體會一下我們接下來要說的內容
[00:08:02.000 --> 00:08:05.000]  是不是符合這句話的意思呢?
[00:08:05.000 --> 00:08:07.000]  首先我們說第一點
[00:08:07.000 --> 00:08:09.000]  首先我們說第一點
[00:08:09.000 --> 00:08:15.000]  保羅說基督徒向罪死了
[00:08:15.000 --> 00:08:18.000]  基督徒向罪死了
[00:08:18.000 --> 00:08:23.000]  他不是說基督徒信了耶穌之後
[00:08:23.000 --> 00:08:27.000]  他不是說基督徒信了耶穌之後
[00:08:27.000 --> 00:08:31.000]  在罪的面前我們就如同死人一般了
[00:08:31.000 --> 00:08:35.000]  在罪的面前我們就如同死人一般
[00:08:35.000 --> 00:08:38.000]  我們在對著罪
[00:08:38.000 --> 00:08:41.000]  我們沒有知覺沒有反應
[00:08:41.000 --> 00:08:45.000]  我們對著罪沒有知覺沒有反應
[00:08:45.000 --> 00:08:47.000]  不是這個意思
[00:08:47.000 --> 00:08:50.000]  不是這個意思
[00:08:50.000 --> 00:08:55.000]  這會讓基督徒陷入一種自欺欺人的境地
[00:08:55.000 --> 00:09:00.000]  這會讓基督徒陷入一種自欺欺人的境地
[00:09:00.000 --> 00:09:03.000]  我已經向著罪死了
[00:09:03.000 --> 00:09:06.000]  我已經向著罪死了
[00:09:06.000 --> 00:09:09.000]  我以後罪跟我再也沒有關係了
[00:09:09.000 --> 00:09:12.000]  我以後罪跟我再也沒有關係了
[00:09:12.000 --> 00:09:14.000]  我對他沒有知覺沒有反應
[00:09:14.000 --> 00:09:16.000]  如同死人一樣
[00:09:16.000 --> 00:09:18.000]  我對他沒有知覺沒有反應
[00:09:18.000 --> 00:09:19.000]  如同死人一樣
[00:09:19.000 --> 00:09:21.000]  那這樣我就安全了
[00:09:21.000 --> 00:09:23.000]  那這樣我就安全了
[00:09:23.000 --> 00:09:25.000]  這麼想是絕對不可以的
[00:09:25.000 --> 00:09:28.000]  這樣想是絕對不可以的
[00:09:28.000 --> 00:09:31.000]  使徒保羅在第六章裡跟我們講
[00:09:31.000 --> 00:09:35.000]  使徒保羅在第六章裡跟我們講
[00:09:35.000 --> 00:09:39.000]  我們的主耶穌祂向著罪死了
[00:09:39.000 --> 00:09:42.000]  我們的主耶穌祂向著罪死了
[00:09:42.000 --> 00:09:44.000]  說的是我們的主耶穌
[00:09:44.000 --> 00:09:48.000]  祂一次過付上了自己的生命作代價
[00:09:48.000 --> 00:09:50.000]  說的是我們的主耶穌
[00:09:50.000 --> 00:09:54.000]  祂一次過付上了祂的生命作代價
