
[00:00:00.000 --> 00:00:05.000]  一起來看124篇123篇
[00:00:05.000 --> 00:00:12.000]  123篇124篇
[00:00:12.000 --> 00:00:17.000]  我們先把這123篇我們一起來讀一下
[00:00:29.000 --> 00:00:32.000]  翻到以後請我們同聲來讀
[00:00:32.000 --> 00:00:34.000]  一起來
[00:00:59.000 --> 00:01:16.000]  今天我們繼續來看上行之詩
[00:01:19.000 --> 00:01:31.000]  這首詩歌123篇我們給它起個因爲長長的眼睛我們就給它起名字爲盼望的眼睛
[00:01:31.000 --> 00:01:34.000]  就是我們的眼睛要有盼望
[00:01:34.000 --> 00:01:42.000]  這個已經寫詩的人他們已經到了耶路撒冷了
[00:01:42.000 --> 00:01:45.000]  已經到了神的聖城了
[00:01:45.000 --> 00:01:47.000]  他也進入聖殿
[00:01:47.000 --> 00:01:52.000]  但是呢他本來很大的期望呢並沒有達到
[00:01:52.000 --> 00:01:54.000]  而且覺得有點失望
[00:01:54.000 --> 00:02:04.000]  因爲這個聖城跟聖殿並不是像他像他以前所想象的
[00:02:04.000 --> 00:02:07.000]  那他指望有平安
[00:02:07.000 --> 00:02:10.000]  但是呢就是看到裏面的混亂
[00:02:10.000 --> 00:02:13.000]  他指望有這個幸福
[00:02:13.000 --> 00:02:16.000]  但是卻看到有災禍
[00:02:16.000 --> 00:02:27.000]  如同主耶穌以後來到聖殿中間就指望聖殿是萬火禱告的殿
[00:02:27.000 --> 00:02:32.000]  可是呢卻成爲買賣的地方成爲賊窩了
[00:02:32.000 --> 00:02:38.000]  所以就好像他們看到這個情況有點失望了
[00:02:38.000 --> 00:02:46.000]  這就好像我們一些信主的人在他沒有信以前呢
[00:02:46.000 --> 00:02:50.000]  對這個教會呢他的期望是很大的
[00:02:50.000 --> 00:02:55.000]  希望這個地方是一個很平安很和詳
[00:02:55.000 --> 00:02:59.000]  很彼此相愛的都是很敬畏神的地方
[00:02:59.000 --> 00:03:02.000]  可是呢等到信了主以後
[00:03:02.000 --> 00:03:07.000]  聽到教會以後來也看到一些不正常的情況
[00:03:07.000 --> 00:03:15.000]  看到教會里頭好像也有像主耶穌所說的那個時候的買賣的人
[00:03:15.000 --> 00:03:17.000]  所以就很失望
[00:03:17.000 --> 00:03:20.000]  但是我們感謝神
[00:03:20.000 --> 00:03:23.000]  當我們對人失望的時候
[00:03:23.000 --> 00:03:27.000]  我們就要把眼睛轉向我們的神
[00:03:27.000 --> 00:03:31.000]  從我們的地轉向天
[00:03:31.000 --> 00:03:34.000]  所以這個詩人就早告訴我
[00:03:34.000 --> 00:03:37.000]  坐在天上的主啊
[00:03:37.000 --> 00:03:39.000]  我向禰舉目
[00:03:39.000 --> 00:03:43.000]  他就要來仰望看這位神
[00:03:43.000 --> 00:03:49.000]  所以在我們這個行走千路這段的路程中間呢
[00:03:49.000 --> 00:03:54.000]  我們就是要學會
[00:03:54.000 --> 00:03:57.000]  不是光看環景
[00:03:57.000 --> 00:04:01.000]  我們要多多的看神
[00:04:01.000 --> 00:04:04.000]  環境能好有時候不好
[00:04:04.000 --> 00:04:06.000]  有時候合乎我們所想象的
[00:04:06.000 --> 00:04:09.000]  有時候叫我們覺得失望
[00:04:09.000 --> 00:04:11.000]  但是無論如何
[00:04:11.000 --> 00:04:16.000]  我們都是要把眼睛多多的仰望我們的神
[00:04:16.000 --> 00:04:20.000]  這樣的話我們就能夠在這條信仰的路上
[00:04:20.000 --> 00:04:25.000]  我們還能夠繼續的再向前
[00:04:25.000 --> 00:04:31.000]  所以這個是希伯來書也告訴我們
[00:04:31.000 --> 00:04:39.000]  他說我們要仰望爲我們信心創始神中的耶穌
[00:04:39.000 --> 00:04:43.000]  我們的信心的開始是從我們認識神
[00:04:43.000 --> 00:04:45.000]  認識耶穌開始
[00:04:45.000 --> 00:04:47.000]  那我們一生中間呢
[00:04:47.000 --> 00:04:49.000]  我們的信心的眼睛呢
[00:04:49.000 --> 00:04:51.000]  一直要幫助我們
[00:04:51.000 --> 00:04:56.000]  引導我們直到我們能夠見到神的面
[00:04:56.000 --> 00:04:59.000]  所以我們仰望的最大的
[00:04:59.000 --> 00:05:02.000]  最主要的就是仰望這位
[00:05:02.000 --> 00:05:08.000]  救我們 愛我們 帶領我們一生的耶穌基督
[00:05:08.000 --> 00:05:11.000]  所以你什麼時候對人有失望
[00:05:11.000 --> 00:05:13.000]  對教會有失望
[00:05:13.000 --> 00:05:17.000]  那你把你的眼睛轉向神
[00:05:17.000 --> 00:05:21.000]  轉向這個信心創始神中的耶穌
[00:05:21.000 --> 00:05:25.000]  那這樣的話我們就能夠有喜樂
[00:05:25.000 --> 00:05:27.000]  我們就有盼望
[00:05:27.000 --> 00:05:34.000]  因爲這樣的話我們就要繼續的再往前走
[00:05:34.000 --> 00:05:38.000]  第一節就說到
[00:05:38.000 --> 00:05:40.000]  坐在天上的主啊
[00:05:40.000 --> 00:05:43.000]  我向你舉目
[00:05:43.000 --> 00:05:45.000]  這個向你舉目
[00:05:45.000 --> 00:05:47.000]  就是剛纔我們唱的詩歌
[00:05:47.000 --> 00:05:53.000]  我們也可以把它包含一些其他的意思
[00:05:53.000 --> 00:05:56.000]  這個向主舉目
[00:05:56.000 --> 00:05:58.000]  到底包含什麼呢
[00:05:58.000 --> 00:06:00.000]  第一個可以見證
[00:06:00.000 --> 00:06:01.000]  這個人呢
[00:06:01.000 --> 00:06:02.000]  他的心呢
[00:06:02.000 --> 00:06:06.000]  是有個相信和謙卑的心
[00:06:06.000 --> 00:06:08.000]  他相信神
[00:06:08.000 --> 00:06:11.000]  所以他要來看神
[00:06:11.000 --> 00:06:14.000]  不是看在地上的這些東西
[00:06:14.000 --> 00:06:16.000]  影響他
[00:06:16.000 --> 00:06:18.000]  所以他是有個相信
[00:06:18.000 --> 00:06:20.000]  有個謙卑的心
[00:06:20.000 --> 00:06:22.000]  第二點呢
[00:06:22.000 --> 00:06:25.000]  可以說是他有個順顧的心
[00:06:25.000 --> 00:06:29.000]  因爲他知道神也告訴他
[00:06:29.000 --> 00:06:32.000]  你要向誰舉目呢
[00:06:32.000 --> 00:06:33.000]  你要看誰呢
[00:06:33.000 --> 00:06:36.000]  那是看神
[00:06:36.000 --> 00:06:38.000]  人可以有時候給幫助我們
[00:06:38.000 --> 00:06:42.000]  人有時候能夠把神的美德表現出來
[00:06:42.000 --> 00:06:44.000]  但最重要的還是神
[00:06:44.000 --> 00:06:46.000]  我們要有個順顧的心
[00:06:46.000 --> 00:06:47.000]  還有呢
[00:06:47.000 --> 00:06:50.000]  我們應該有個感恩的心
[00:06:50.000 --> 00:06:52.000]  我們看神呢
[00:06:52.000 --> 00:06:54.000]  就不是看目前的情況
[00:06:54.000 --> 00:06:58.000]  我們要看到神過去怎麼帶領我們
[00:06:58.000 --> 00:07:01.000]  怎麼在一些很難的環境中間
[00:07:01.000 --> 00:07:03.000]  把我們帶出來
[00:07:03.000 --> 00:07:06.000]  使我們有時候灰心失望
[00:07:06.000 --> 00:07:08.000]  還給我們有盼望
[00:07:08.000 --> 00:07:10.000]  所以我們要有感恩
[00:07:10.000 --> 00:07:12.000]  所以你向神舉目呢
[00:07:12.000 --> 00:07:15.000]  就是表示你的謝謝神
[00:07:15.000 --> 00:07:19.000]  過去在一生中間給你的帶領
[00:07:19.000 --> 00:07:20.000]  而且呢
[00:07:20.000 --> 00:07:23.000]  有一個向神舉目呢
[00:07:23.000 --> 00:07:24.000]  就是我們心呢
[00:07:24.000 --> 00:07:28.000]  不是單單是看地上的這些東西
[00:07:28.000 --> 00:07:31.000]  我們的心是向着神的
[00:07:31.000 --> 00:07:33.000]  向着天的
[00:07:33.000 --> 00:07:37.000]  那麼也有一個奉獻的情
[00:07:37.000 --> 00:07:39.000]  因爲當你看到神的時候
[00:07:39.000 --> 00:07:43.000]  你就願意一生來跟隨他
[00:07:43.000 --> 00:07:44.000]  聽他的話
[00:07:44.000 --> 00:07:46.000]  愛他
[00:07:46.000 --> 00:07:49.000]  行他所喜歡的事情
[00:07:49.000 --> 00:07:53.000]  所以一個向神舉目
[00:07:53.000 --> 00:07:55.000]  包含有很多的意思
[00:07:55.000 --> 00:07:57.000]  是我們對我們的生活
[00:07:57.000 --> 00:07:59.000]  我們的信仰
[00:07:59.000 --> 00:08:00.000]  我們的工作
[00:08:00.000 --> 00:08:02.000]  我們的家庭
[00:08:02.000 --> 00:08:05.000]  時時刻刻我們都要向神舉目
[00:08:05.000 --> 00:08:09.000]  不要忘記這個重要的祕訣
[00:08:09.000 --> 00:08:11.000]  就是我們多多的看神
[00:08:11.000 --> 00:08:13.000]  我們就能夠
[00:08:13.000 --> 00:08:15.000]  矯就有力量
[00:08:15.000 --> 00:08:17.000]  我們的眼睛看着神
[00:08:17.000 --> 00:08:21.000]  我們心裏面就安定下來
[00:08:21.000 --> 00:08:23.000]  所以這個有人說呢
[00:08:23.000 --> 00:08:26.000]  在我們身上這些喜歡的話
[00:08:26.000 --> 00:08:29.000]  除了我們的心最重要以外
[00:08:29.000 --> 00:08:32.000]  我們的眼睛也很重要
[00:08:32.000 --> 00:08:33.000]  你的眼睛很重要
[00:08:33.000 --> 00:08:37.000]  因爲你眼睛在看什麼事情
[00:08:37.000 --> 00:08:41.000]  那些事情就會進到你的心裏頭
[00:08:41.000 --> 00:08:45.000]  如果我們眼睛常常看神
[00:08:45.000 --> 00:08:49.000]  看這些神所喜歡的美好的事物
[00:08:49.000 --> 00:08:51.000]  這些良善公平
[00:08:51.000 --> 00:08:56.000]  這些有奉獻的一些弟兄姊妹的榜樣的話
[00:08:56.000 --> 00:09:00.000]  我們就會把心轉向了神
[00:09:00.000 --> 00:09:04.000]  向神舉目表示我們的依靠
[00:09:04.000 --> 00:09:08.000]  我們的拯救全在神
[00:09:08.000 --> 00:09:15.000]  所以摩西在希伯來處也講到
[00:09:15.000 --> 00:09:20.000]  摩西他是恆心忍耐
