
[00:00:00.000 --> 00:00:02.000]  - 各位早上好 - 弟兄姐妹早
[00:00:02.000 --> 00:00:06.000]  - 今天大家的心情如何呢? - 大家今天的心情如何呢?
[00:00:06.000 --> 00:00:08.000]  - 開心嗎? - 開心嗎?
[00:00:08.000 --> 00:00:13.000]  - 那我要問一下蔡學基弟兄了 - 我來問一下蔡學基弟兄
[00:00:13.000 --> 00:00:18.000]  - 你的心情如何? - 你的心情如何?
[00:00:18.000 --> 00:00:24.000]  - 啊?聽不到? - 聽不到,聽不到
[00:00:24.000 --> 00:00:27.000]  - 很開心 - 很開心啊
[00:00:27.000 --> 00:00:30.000]  - 為甚麼開心呢? - 為甚麼開心呢?
[00:00:30.000 --> 00:00:38.000]  - 因為我幫你答,不用你說了 - 我幫你答,你不需要講了
[00:00:38.000 --> 00:00:44.000]  - 因為很快他就做老爺了 - 很快就要當老爺了
[00:00:44.000 --> 00:00:47.000]  - 我很開心啊 - 很開心
[00:00:47.000 --> 00:00:51.000]  - 但有些人就不是那麼開心 - 但有些人不是太開心
[00:00:51.000 --> 00:00:56.000]  - 今天這篇43篇的作者就在憂愁苦悶當中 - 今天這篇43篇的作者就在憂愁苦悶當中
[00:00:56.000 --> 00:01:03.000]  - 今天這篇43篇的作者就在憂愁苦悶當中 - 今天這篇43篇的作者就在憂愁苦悶當中
[00:01:03.000 --> 00:01:07.000]  - 正好反映我們的人生都是這樣的 - 正好反映我們的人生都是這樣的
[00:01:07.000 --> 00:01:10.000]  - 正好反映我們的人生都是這樣的 - 正好反映我們的人生都是這樣的
[00:01:10.000 --> 00:01:15.000]  - 身邊發生的事情並不是事事如意的 - 身邊發生的事情並不是事事如意的
[00:01:15.000 --> 00:01:18.000]  - 身邊發生的事情並不是事事如意的 - 有時候我們會傷心流淚
[00:01:18.000 --> 00:01:21.000]  - 有時候我們會傷心流淚
[00:01:21.000 --> 00:01:23.000]  - 有時候我們會傷心流淚
[00:01:23.000 --> 00:01:26.000]  - 我們看看第43篇第5節上我們怎麼說
[00:01:26.000 --> 00:01:29.000]  - 第43篇第5節說
[00:01:29.000 --> 00:01:30.000]  - 第43篇第5節說
[00:01:30.000 --> 00:01:32.000]  - 我的性能力為何幽悶
[00:01:32.000 --> 00:01:33.000]  - 我的性能力為何幽悶
[00:01:33.000 --> 00:01:35.000]  - 為何在我裡面煩躁
[00:01:35.000 --> 00:01:36.000]  - 為何在我裡面煩躁
[00:01:36.000 --> 00:01:40.000]  - 要知道作者煩躁不安甚至悲傷難過的原因
[00:01:40.000 --> 00:01:41.000]  - 要知道作者煩躁不安甚至悲傷難過的原因
[00:01:41.000 --> 00:01:45.000]  - 要知道作者煩躁不安甚至悲傷難過的原因
[00:01:45.000 --> 00:01:48.000]  - 我們首先要看第42篇的詩歌
[00:01:48.000 --> 00:01:50.000]  - 首先我們要看第42篇的詩歌
[00:01:50.000 --> 00:01:55.000]  - 因為第42篇和第43篇這兩篇的詩歌
[00:01:55.000 --> 00:01:59.000]  - 因為第42篇和第43篇這兩篇的詩歌
[00:01:59.000 --> 00:02:04.000]  - 其中一節的經文幾乎完全相同
[00:02:04.000 --> 00:02:05.000]  - 其中一節的經文幾乎完全相同
[00:02:05.000 --> 00:02:08.000]  - 甚至是完全相同
[00:02:08.000 --> 00:02:12.000]  - 因為其中一節的經文幾乎相同
[00:02:12.000 --> 00:02:14.000]  - 甚至是完全相同
[00:02:14.000 --> 00:02:16.000]  - 甚至是完全相同
[00:02:16.000 --> 00:02:23.000]  - 有很多人認為詩篇42篇和43篇都是同一個作者
[00:02:23.000 --> 00:02:29.000]  - 所以很多人認為詩篇第42篇和43篇是出自同一個作者
[00:02:29.000 --> 00:02:34.000]  - 甚至說這兩篇的詩原本是同一首詩
[00:02:34.000 --> 00:02:38.000]  - 甚至說這兩篇的詩篇原來是屬同一篇詩篇
[00:02:38.000 --> 00:02:45.000]  - 現在我們請Raymond讀出第42篇的第一至第三節
[00:02:45.000 --> 00:02:50.000]  - 詩篇說:「神啊!我的心切目你,如露切目溪水
[00:02:50.000 --> 00:02:54.000]  - 我的心可想神,就是永生神
[00:02:54.000 --> 00:03:00.000]  - 我只時得朝見神,我晝夜以眼淚當飲食
[00:03:00.000 --> 00:03:04.000]  - 忍不住地對我說:「你的神在哪裡?」
[00:03:04.000 --> 00:03:09.000]  - 作者煩躁不安,甚至悲傷難過的原因是甚麼呢?
[00:03:09.000 --> 00:03:13.000]  - 作者煩躁不安,甚至悲傷難過的原因是甚麼呢?
[00:03:13.000 --> 00:03:17.000]  - 在第42篇我歸納出有兩點
[00:03:17.000 --> 00:03:19.000]  - 在42篇我歸納出了兩點
[00:03:19.000 --> 00:03:23.000]  - 第一是作者失去了往日的寬裕
[00:03:23.000 --> 00:03:27.000]  - 第一是作者失去了往日的寬裕
[00:03:27.000 --> 00:03:30.000]  - 昔日他曾經和他的同胞
[00:03:30.000 --> 00:03:32.000]  - 昔日他曾經和他的同胞
[00:03:32.000 --> 00:03:36.000]  - 一同上耶路撒冷去朝聖
[00:03:36.000 --> 00:03:38.000]  - 一同上耶路撒冷去朝聖
[00:03:38.000 --> 00:03:43.000]  - 就好像可以一同去讚頌神
[00:03:43.000 --> 00:03:45.000]  - 可以一同去讚頌神
[00:03:45.000 --> 00:03:49.000]  - 就好像我們星期日來到這裡,一起去讚頌神
[00:03:49.000 --> 00:03:54.000]  - 就好像我們星期天一同來讚頌神
[00:03:54.000 --> 00:03:57.000]  - 這是很歡樂、很享受的事情
[00:03:57.000 --> 00:04:00.000]  - 這是很歡樂、很享受的事情
[00:04:00.000 --> 00:04:03.000]  - 但是如今就失去了這個機會
[00:04:03.000 --> 00:04:05.000]  - 但是如今就失去了這個機會
[00:04:05.000 --> 00:04:09.000]  - 作者的內心好像一隻很口渴
[00:04:09.000 --> 00:04:09.000]  - 作者的內心好像一隻很口渴
[00:04:09.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:11.000]  - 甚至渴得要死的鹿一樣
[00:04:11.000 --> 00:04:12.000]  - 甚至渴得要死的鹿一樣
[00:04:12.000 --> 00:04:16.000]  - 但是作者的內心的心情好像一隻很口渴
[00:04:16.000 --> 00:04:30.000]  - 甚至渴得要死的鹿一樣
[00:04:30.000 --> 00:04:31.000]  - 第二點就是作者感受到失去了尊嚴
[00:04:31.000 --> 00:04:31.000]  - 第二點就是作者感受到失去了尊嚴
[00:04:31.000 --> 00:04:34.000]  - 第二點就是作者感受到失去了尊嚴
[00:04:34.000 --> 00:04:40.000]  - 由於作者是被仇敵用言語不停地侮辱
[00:04:40.000 --> 00:04:40.000]  - 由於作者被仇敵用言語不停地侮辱
[00:04:40.000 --> 00:04:43.000]  - 由於作者被仇敵用言語不停地侮辱
[00:04:43.000 --> 00:04:46.000]  - 作者感受到失去了尊嚴
[00:04:46.000 --> 00:04:46.000]  - 作者感受到失去了尊嚴
[00:04:46.000 --> 00:04:49.000]  - 作者感受到失去了尊嚴
[00:04:49.000 --> 00:04:49.000]  - 作者感受到失去了尊嚴
[00:04:49.000 --> 00:04:52.000]  - 作者感受到失去了尊嚴
[00:04:52.000 --> 00:04:52.000]  - 作者感受到失去了尊嚴
[00:04:52.000 --> 00:04:55.000]  - 作者感受到失去了尊嚴
[00:04:55.000 --> 00:04:55.000]  - 作者感受到失去了尊嚴
[00:04:55.000 --> 00:04:55.000]  - 作者感受到失去了尊嚴
[00:04:55.000 --> 00:05:00.000]  - 作者感受到失去了尊嚴
[00:05:00.000 --> 00:05:00.000]  - 作者感受到失去了尊嚴
[00:05:00.000 --> 00:05:00.000]  - 作者感受到失去了尊嚴
[00:05:00.000 --> 00:05:00.000]  - 作者感受到失去了尊嚴
[00:05:00.000 --> 00:05:00.000]  - 作者感受到失去了尊嚴
[00:05:00.000 --> 00:05:13.000]  - 作者感受到失去了尊嚴
[00:05:13.000 --> 00:05:13.000]  - 作者感受到失去了尊嚴
[00:05:13.000 --> 00:05:13.000]  - 作者感受到失去了尊嚴
[00:05:13.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:16.000]  - 作者感受到失去了尊嚴
[00:05:16.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:05:42.000]  - 作者感受到失去了尊嚴
[00:05:42.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:10.000]  - 作者感受到失去了尊嚴
[00:06:10.000 --> 00:06:22.000]  - 作者感受到失去了尊嚴
[00:06:40.000 --> 00:06:50.000]  - 作者感受到失去了尊嚴
[00:06:50.000 --> 00:06:50.000]  - 作者感受到失去了尊嚴
[00:06:50.000 --> 00:07:10.000]  - 作者感受到失去了尊嚴
[00:07:10.000 --> 00:07:20.000]  - 作者感受到失去了尊嚴
[00:07:20.000 --> 00:07:20.000]  - 作者感受到失去了尊嚴
[00:07:20.000 --> 00:07:20.000]  - 作者感受到失去了尊嚴
[00:07:20.000 --> 00:07:20.000]  - 作者感受到失去了尊嚴
[00:07:20.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:30.000]  - 作者感受到失去了尊嚴
[00:07:30.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:07:50.000]  - 作者感受到失去了尊嚴
[00:07:50.000 --> 00:08:16.000]  - 作者感受到失去了尊嚴
[00:08:16.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
[00:08:32.000 --> 00:08:32.000]  - 作者感受到失去了尊嚴
