
[00:00:00.000 --> 00:00:04.100]  我們先請念的我們民宿祭的十四章醫療師節
[00:00:04.100 --> 00:00:07.000]  這是今天我們的主題要講的
[00:00:07.000 --> 00:00:11.400]  神的指名 對神的反應
[00:00:11.400 --> 00:00:15.100]  我們信心是信還是不信
[00:00:15.100 --> 00:00:17.600]  跟著我要跟各位來講就是說
[00:00:17.600 --> 00:00:19.500]  你不信有什麼不信的表現
[00:00:19.500 --> 00:00:21.300]  你對神有信心的話
[00:00:21.300 --> 00:00:24.100]  你會有什麼的表現
[00:00:24.100 --> 00:00:25.300]  然後我要跟各位分享
[00:00:25.300 --> 00:00:28.300]  我們操練信心的五個大原則
[00:00:28.300 --> 00:00:30.900]  最後我要說今天你有夠用的恩典
[00:00:30.900 --> 00:00:32.700]  你信嗎
[00:00:32.700 --> 00:00:34.000]  所以我們結論是說
[00:00:34.000 --> 00:00:37.900]  你要勝過自己 勝過仇敵 勝過環境
[00:00:37.900 --> 00:00:40.300]  哈勒路亞贊美神
[00:00:40.300 --> 00:00:43.600]  你的信心的能力在嘴裡面
[00:00:43.600 --> 00:00:46.300]  格林多後書四章十三節
[00:00:46.300 --> 00:00:48.900]  他說讓我們一起來念
[00:00:48.900 --> 00:00:51.500]  當我們既有信心
[00:00:51.500 --> 00:00:54.200]  正如經上記者說
[00:00:54.200 --> 00:00:58.600]  我因信所以如此說話
[00:00:58.600 --> 00:01:00.100]  讓我問你
[00:01:00.100 --> 00:01:04.000]  你嘴裡說的是什麼話
[00:01:04.000 --> 00:01:06.600]  你嘴裡一直在抱怨你的問題有多大
[00:01:06.600 --> 00:01:09.200]  別人怎麼樣 這個不好 那個不好
[00:01:09.200 --> 00:01:11.300]  還是你嘴裡說的
[00:01:11.300 --> 00:01:14.500]  我問題再大 我的神更大
[00:01:14.500 --> 00:01:15.500]  我沒有錢
[00:01:15.500 --> 00:01:19.100]  我的阿爸可是有錢的 是吧
[00:01:19.100 --> 00:01:24.400]  所以你嘴裡說的是什麼話
[00:01:24.400 --> 00:01:30.100]  甚至於我們神的兒女總該說讚美
[00:01:30.100 --> 00:01:32.300]  還有感恩的話
[00:01:32.300 --> 00:01:37.700]  但是祂讓你的信心的能力在你的嘴裡面
[00:01:37.700 --> 00:01:41.300]  也就是說你宣告你的未來
[00:01:41.300 --> 00:01:44.300]  你宣告你的今天
[00:01:44.300 --> 00:01:47.200]  神的恩典就是這個樣子
[00:01:47.200 --> 00:01:49.700]  所以你也不用求神
[00:01:49.700 --> 00:01:53.900]  你讓我一生一世平安幸福快樂美滿健康
[00:01:53.900 --> 00:01:58.300]  那你只有一天夠有的恩典
[00:01:58.300 --> 00:02:03.000]  如果我說你可以再熬半天嗎
[00:02:03.000 --> 00:02:06.100]  那你明天自有明天的恩典
[00:02:06.100 --> 00:02:09.400]  這個就是你用神的兒女總該讚美
[00:02:09.400 --> 00:02:13.600]  你不要說我最近業務有點緩慢
[00:02:13.600 --> 00:02:15.500]  但是神我要感謝你
[00:02:15.500 --> 00:02:18.700]  你提供我所有的需要
[00:02:18.700 --> 00:02:21.400]  我們沒有缺乏任何的需要
[00:02:21.400 --> 00:02:27.400]  這是神對我們的恩典 祝福 以憐憫
[00:02:27.400 --> 00:02:29.900]  我們要讚美祂
[00:02:29.900 --> 00:02:35.600]  而且我們總要找理由去感謝祂
[00:02:35.600 --> 00:02:37.300]  雖然我身體不好
[00:02:37.300 --> 00:02:43.300]  但是神你讓我還看到燦爛的陽光猩猩的空氣
[00:02:43.300 --> 00:02:45.900]  還有聽到鳥語聞到花香
[00:02:45.900 --> 00:02:48.300]  神我感謝
[00:02:48.300 --> 00:02:52.800]  我們要找藉口不做的感謝
[00:02:52.800 --> 00:02:55.500]  而不是要找藉口不感謝
[00:02:55.500 --> 00:02:56.500]  你知道嗎
[00:02:56.500 --> 00:03:00.600]  如果我們找藉口神你都沒有對我好
[00:03:00.600 --> 00:03:04.400]  那你的信心的能力在哪裡呢
[00:03:04.400 --> 00:03:07.800]  你嘴巴說出來的都是詛咒的話
[00:03:07.800 --> 00:03:10.800]  那麼說不定說出去就回到你身上來
[00:03:10.800 --> 00:03:12.100]  這個都不好
[00:03:12.100 --> 00:03:15.100]  我們要憑著信心我們奉主耶穌基督的名
[00:03:15.100 --> 00:03:18.500]  我們要超越我們的信心
[00:03:18.500 --> 00:03:20.100]  哈利路亞 是的
[00:03:20.100 --> 00:03:23.400]  我們不可以找藉口不感謝神
[00:03:23.400 --> 00:03:24.600]  你知道嗎
[00:03:24.600 --> 00:03:27.600]  信心的能力在你的嘴裡面
[00:03:27.600 --> 00:03:30.300]  你說祝福的話 祝福就領到
[00:03:30.300 --> 00:03:32.600]  你說咒詛的話 咒詛就領到
[00:03:32.600 --> 00:03:34.500]  哈利路亞 是的
[00:03:34.500 --> 00:03:40.700]  所以我們剛才讀的這個
[00:03:40.700 --> 00:03:45.100]  以色列百姓對於這個十二個探子
[00:03:45.100 --> 00:03:50.700]  他們去探迦南平原回來的做的報告
[00:03:50.700 --> 00:03:55.100]  大部分的百姓對神的應許都不相信
[00:03:55.100 --> 00:03:59.100]  神應許我要帶你們進入迦南平原
[00:03:59.100 --> 00:04:01.900]  對 神應許你要身體健康
[00:04:01.900 --> 00:04:04.400]  神應許你要家庭和睦
[00:04:04.400 --> 00:04:09.900]  神應許你要生活愉快健康等等
[00:04:09.900 --> 00:04:15.100]  但是常常我們對神的應許有不信的表現
[00:04:15.100 --> 00:04:16.600]  甚至於懷疑
[00:04:16.600 --> 00:04:18.000]  好的 第一段他說
[00:04:18.000 --> 00:04:22.300]  當下全會眾大聲喧嚷
[00:04:22.300 --> 00:04:24.800]  那夜百姓都哭好
[00:04:24.800 --> 00:04:27.400]  這是第一個我們常常會看到
[00:04:27.400 --> 00:04:32.200]  對神的應許小心不信的表現
[00:04:32.200 --> 00:04:34.300]  我們碰到神給我們好的事情
[00:04:34.300 --> 00:04:36.600]  我們就高興 我們就歡喜 我們就快樂
[00:04:36.600 --> 00:04:39.900]  是不是 哎呀 神你真棒啊
[00:04:39.900 --> 00:04:41.900]  你真愛我
[00:04:41.900 --> 00:04:45.000]  但是不如我的意思就怎麼樣
[00:04:45.000 --> 00:04:48.100]  就神你不好 你就喧嚷 你就哭喊
[00:04:48.100 --> 00:04:50.000]  好像沒了明天一樣
[00:04:50.000 --> 00:04:52.100]  神你在哪裡
[00:04:52.100 --> 00:04:54.000]  神仍然在那裡
[00:04:54.000 --> 00:04:56.000]  祂永遠在那裡
[00:04:56.000 --> 00:04:59.200]  問題是你有沒有跟祂介紹
[00:04:59.200 --> 00:05:02.100]  問題是你相不相信祂的應許
[00:05:02.100 --> 00:05:06.000]  問題是你有沒有在黑夜
[00:05:06.000 --> 00:05:08.700]  你仍然讚美神
[00:05:08.700 --> 00:05:10.400]  跟著一起來念
[00:05:10.400 --> 00:05:15.400]  以色列眾人向摩西亞倫發冤言
[00:05:15.400 --> 00:05:16.600]  也就是說
[00:05:16.600 --> 00:05:20.100]  向祂的領袖發冤言
[00:05:20.100 --> 00:05:22.900]  甚至於當我們在公司的時候
[00:05:22.900 --> 00:05:24.000]  我們有的是講說
[00:05:24.000 --> 00:05:25.600]  什麼叫辭職啊
[00:05:25.600 --> 00:05:27.500]  就是開除你的老闆
[00:05:27.500 --> 00:05:29.700]  就是辭職嘛 對不對
[00:05:29.700 --> 00:05:32.800]  或者是對老闆一堆冤言
[00:05:32.800 --> 00:05:37.300]  或者是為什麼我做的老闆不喜歡
[00:05:37.300 --> 00:05:40.500]  或者是別人就比我升遷的機會多
[00:05:40.500 --> 00:05:42.900]  或者是怎麼樣一堆冤言
[00:05:42.900 --> 00:05:45.500]  但是
[00:05:45.500 --> 00:05:50.100]  當我們凡是抱怨 凡是謝恩
[00:05:50.100 --> 00:05:53.600]  這兩個是截然不同的
[00:05:53.600 --> 00:05:56.300]  聖經說你要常常喜樂
[00:05:56.300 --> 00:05:59.200]  不做的禱告 凡是謝恩
[00:05:59.200 --> 00:06:01.700]  那英文講得更傳神
[00:06:01.700 --> 00:06:05.300]  Give thanks to everything
