
[00:00:00.000 --> 00:00:02.300]  羅馬書第七講
[00:00:02.300 --> 00:00:05.560]  羅馬書三章一至八節
[00:00:05.560 --> 00:00:07.420]  我給他今天的題目
[00:00:07.420 --> 00:00:11.100]  是「神的真實和人的虛荒」
[00:00:11.100 --> 00:00:13.520]  你說「新年和牧師」
[00:00:13.520 --> 00:00:15.880]  為何講過這樣的題目
[00:00:15.880 --> 00:00:18.480]  其實你想想在新的一年
[00:00:18.480 --> 00:00:22.200]  有甚麼事比將神放在首位
[00:00:22.200 --> 00:00:24.340]  高舉神的真實性
[00:00:24.340 --> 00:00:26.280]  高舉神的信實
[00:00:26.280 --> 00:00:29.960]  在新的一年有甚麼比這個主題更加好呢
[00:00:29.960 --> 00:00:32.440]  以及相對來說我們也要小心
[00:00:32.440 --> 00:00:34.880]  因為聖經告訴我們
[00:00:34.880 --> 00:00:36.920]  每個人都是虛荒的
[00:00:36.920 --> 00:00:41.820]  所以這成為我們新一年的座右銘
[00:00:41.820 --> 00:00:44.200]  幫助我們能夠在新的一年
[00:00:44.200 --> 00:00:48.120]  做一個更加好的基督徒
[00:00:48.120 --> 00:00:52.440]  其實神的真實和人的虛荒
[00:00:52.440 --> 00:00:55.000]  在羅馬書三章一至八節
[00:00:55.000 --> 00:00:57.040]  一共出現了兩次
[00:00:57.040 --> 00:01:00.280]  在四節和七節都有重複
[00:01:00.280 --> 00:01:02.960]  所以絕對在這部份
[00:01:02.960 --> 00:01:06.040]  就是這部份的主題
[00:01:06.040 --> 00:01:09.360]  其實羅馬書的一章和二章
[00:01:09.360 --> 00:01:11.840]  保羅已經很清楚地告訴我們
[00:01:11.840 --> 00:01:14.840]  每一個人都是罪人
[00:01:14.840 --> 00:01:16.160]  但是在這部份
[00:01:16.160 --> 00:01:18.000]  保羅再次提醒我們
[00:01:18.000 --> 00:01:20.680]  我們每個人都是虛荒的
[00:01:20.680 --> 00:01:23.720]  但是神就是真實的
[00:01:23.720 --> 00:01:29.320]  在這部份保羅提出了一共有三個問題
[00:01:29.320 --> 00:01:32.920]  這就是我們今天要講的三個問題
[00:01:32.920 --> 00:01:35.480]  其實我們看到這三個問題
[00:01:35.480 --> 00:01:39.040]  是猶太人攻擊保羅的話語
[00:01:39.040 --> 00:01:41.720]  猶太人聽了保羅的教導
[00:01:41.720 --> 00:01:45.160]  他們說保羅攻擊三樣東西
[00:01:45.160 --> 00:01:46.000]  第一
[00:01:46.000 --> 00:01:48.640]  他們說保羅攻擊神的子民
[00:01:48.640 --> 00:01:50.160]  神的選民
[00:01:50.160 --> 00:01:55.520]  第二 保羅攻擊神的應許 攻擊神的話語
[00:01:55.520 --> 00:01:59.400]  第三 保羅攻擊神的公義
[00:01:59.400 --> 00:02:02.200]  攻擊神的聖潔
[00:02:02.200 --> 00:02:07.480]  這三個指控都是非常嚴重的指控
[00:02:07.480 --> 00:02:10.480]  其實這些指控不是新的
[00:02:10.480 --> 00:02:13.240]  我們剛剛讀完《使徒行轉》
[00:02:13.240 --> 00:02:14.480]  作為《使徒行轉》
[00:02:14.480 --> 00:02:17.120]  他們已經攻擊保羅
[00:02:17.120 --> 00:02:20.320]  說他攻擊猶太人
[00:02:20.320 --> 00:02:23.040]  攻擊神的子民
[00:02:23.040 --> 00:02:25.520]  攻擊神的話語
[00:02:25.520 --> 00:02:27.240]  攻擊神的聖潔
[00:02:27.240 --> 00:02:32.360]  我們一起來看看《使徒行轉》的二十一章二十八節
[00:02:32.360 --> 00:02:36.520]  他們說:這就是在各處教訓眾人
[00:02:36.520 --> 00:02:39.520]  租錢我們百姓和律法
[00:02:39.520 --> 00:02:41.520]  並且地方的
[00:02:41.520 --> 00:02:47.000]  他又帶著稀利利人進殿污穢了這聖地
[00:02:47.000 --> 00:02:50.040]  有沒有看到圍繞著這三樣東西
[00:02:50.040 --> 00:02:53.000]  說保羅攻擊神的百姓
[00:02:53.000 --> 00:02:56.520]  攻擊神的律法就是神的話語
[00:02:56.520 --> 00:02:59.360]  還帶領外邦人進入聖殿
[00:02:59.360 --> 00:03:04.280]  污穢了神的聖殿就是攻擊神的聖潔
[00:03:04.280 --> 00:03:09.120]  其實這樣的指控也不單止是給保羅
[00:03:09.120 --> 00:03:12.560]  早在《使徒行轉》的時候也是一樣
[00:03:12.560 --> 00:03:15.280]  《使徒行轉》的六章十三節
[00:03:15.280 --> 00:03:18.480]  當《使徒行轉》罵百姓的時候
[00:03:18.480 --> 00:03:21.600]  百姓就作假見證
[00:03:21.600 --> 00:03:23.040]  來反駁
[00:03:23.040 --> 00:03:24.240]  他們說什麼?
[00:03:24.240 --> 00:03:28.560]  說《使徒行轉》不住的租錢聖所和律法
[00:03:28.560 --> 00:03:29.680]  有沒有看到?
[00:03:29.680 --> 00:03:31.560]  《使徒行轉》罵百姓
[00:03:31.560 --> 00:03:34.080]  百姓就來反駁
[00:03:34.080 --> 00:03:35.280]  你罵我們?
[00:03:35.280 --> 00:03:37.520]  你哪裡有權罵我們?
[00:03:37.520 --> 00:03:39.440]  你罵神的子民
[00:03:39.440 --> 00:03:41.840]  你租錢神的律法
[00:03:41.840 --> 00:03:43.280]  神的聖所
[00:03:43.280 --> 00:03:46.560]  也是這三樣東西一模一樣
[00:03:46.560 --> 00:03:50.320]  在日光之下沒有什麼新的玩意
[00:03:50.320 --> 00:03:55.960]  他們仍然是千篇一律地來攻擊神的僕人
[00:03:55.960 --> 00:03:57.120]  其實
[00:03:57.120 --> 00:04:00.480]  我也講過在《羅馬書》第一章第二章
[00:04:00.480 --> 00:04:02.400]  保羅早就講過
[00:04:02.400 --> 00:04:04.400]  所有人都是罪人
[00:04:04.400 --> 00:04:06.000]  第一章他說
[00:04:06.000 --> 00:04:09.840]  那些沒有道德標準的外邦人
[00:04:09.840 --> 00:04:11.600]  他們無可推諉
[00:04:11.600 --> 00:04:12.560]  他們是罪人
[00:04:12.560 --> 00:04:15.120]  但他們無可推諉不認得神
[00:04:15.120 --> 00:04:17.040]  在第二章的頭
[00:04:17.040 --> 00:04:19.120]  保羅是說那些有道德觀念
[00:04:19.120 --> 00:04:20.800]  有道德標準的人
[00:04:20.800 --> 00:04:24.560]  但如果他們的信仰只是外在的信仰的話
[00:04:24.560 --> 00:04:27.360]  不能夠救他們
[00:04:27.360 --> 00:04:29.600]  還有在第二章的尾
[00:04:29.600 --> 00:04:31.840]  保羅直接指名喚姓說
[00:04:31.840 --> 00:04:33.680]  那些猶太人
[00:04:33.680 --> 00:04:35.680]  阿巴拉罕的後人
[00:04:35.680 --> 00:04:38.480]  如果他們自以為自己同神立約
[00:04:38.480 --> 00:04:40.160]  有神的話語
[00:04:40.160 --> 00:04:43.600]  但如果他們的信仰只是外在的信仰的話
[00:04:43.600 --> 00:04:45.120]  一樣是無用
[00:04:45.120 --> 00:04:48.080]  一樣是無可推諉
[00:04:48.080 --> 00:04:50.880]  所以在這樣的情形下
[00:04:50.880 --> 00:04:54.880]  那些猶太人說保羅攻擊神的指名
[00:04:54.880 --> 00:04:56.000]  為什麼?
[00:04:56.000 --> 00:04:57.200]  因為
[00:04:57.200 --> 00:05:00.720]  以色列人認為他們高過外邦人一等
[00:05:00.720 --> 00:05:02.480]  他們有神的話語
[00:05:02.480 --> 00:05:03.680]  與神立約
[00:05:03.680 --> 00:05:05.200]  他們有割禮
[00:05:05.200 --> 00:05:06.000]  對不對?
[00:05:06.000 --> 00:05:09.680]  現在保羅說你們與外邦人一樣是罪人
[00:05:09.680 --> 00:05:13.120]  所以猶太人說你是在攻擊神的指名
[00:05:13.120 --> 00:05:15.600]  你說我們與外邦人一樣
[00:05:15.600 --> 00:05:19.360]  在這裡保羅是做了一個假設的問題
[00:05:19.360 --> 00:05:21.520]  就是這些猶太人會問的
[00:05:21.520 --> 00:05:23.360]  在羅馬書的三章一節
