
[00:00:00.000 --> 00:00:03.600]  各位福堂的弟兄姊妹晚安
[00:00:03.600 --> 00:00:09.520]  在還未大家今晚進食之前
[00:00:09.520 --> 00:00:13.920]  我們一起用聖經的話語彼此鼓勵
[00:00:13.920 --> 00:00:17.640]  我們可以得到寧良的飽足
[00:00:17.640 --> 00:00:25.280]  剛才多謝姊妹輕輕地介紹一下我的小學工作
[00:00:25.280 --> 00:00:28.840]  真的發現時間過得很快
[00:00:28.840 --> 00:00:35.440]  最近我有一個同事很隨意地走過來
[00:00:35.440 --> 00:00:40.360]  給了我一疊優惠券
[00:00:40.360 --> 00:00:42.320]  優惠券沒什麼特別
[00:00:42.320 --> 00:00:46.160]  原來是新年的年糕蘿蔔糕
[00:00:46.160 --> 00:00:49.080]  第一個反應是時間過得太快
[00:00:49.080 --> 00:00:51.600]  我跟我的同事說
[00:00:51.600 --> 00:00:59.160]  有很多的感觸、覺得時間流逝得很快
[00:00:59.160 --> 00:01:03.440]  究竟我們怎樣捉得住自己、捉得住時間
[00:01:03.440 --> 00:01:07.280]  又怎樣可以捉得住自己去珍惜現在
[00:01:07.280 --> 00:01:11.000]  我們好像仍然活在很多的挑戰裡面
[00:01:11.000 --> 00:01:16.920]  在不知不覺又來到今年的年尾
[00:01:16.920 --> 00:01:21.960]  我亦很感恩今天可以在這裡跟大家分享
[00:01:21.960 --> 00:01:27.840]  究竟是分享什麼我覺得是可以跨時代的
[00:01:27.840 --> 00:01:32.480]  無論世界變得多麼陌生
[00:01:32.480 --> 00:01:38.000]  又或者自己覺得好像在暈船
[00:01:38.000 --> 00:01:42.440]  又或者仍然嘔嘴沒什麼答案
[00:01:42.440 --> 00:01:44.160]  但仍然要活著
[00:01:44.160 --> 00:01:47.360]  有什麼是不變的呢?
[00:01:47.360 --> 00:01:49.360]  如果你問我
[00:01:49.360 --> 00:01:52.560]  我覺得作為一個基督徒
[00:01:52.560 --> 00:01:56.240]  最重要是要搞清楚自己的身份
[00:01:56.240 --> 00:01:59.320]  而作為基督徒最重要
[00:01:59.320 --> 00:02:03.600]  就是要知道我們所信的耶穌基督
[00:02:03.600 --> 00:02:07.400]  祂是一個什麼樣的生命
[00:02:07.400 --> 00:02:13.520]  然後祂的生命是去介入我們的生活裡面
[00:02:13.520 --> 00:02:19.320]  什麼樣的心態就會進入什麼樣的境界
[00:02:19.320 --> 00:02:21.520]  所以有些人這樣說
[00:02:21.520 --> 00:02:23.720]  最大的敵人未必是別人
[00:02:23.720 --> 00:02:25.720]  最大的敵人是自己
[00:02:25.720 --> 00:02:27.720]  我也很坦白說
[00:02:27.720 --> 00:02:32.840]  我不知道何時可能人生的歷練越來越多的時候
[00:02:32.840 --> 00:02:36.640]  有些是受傷的經驗
[00:02:36.640 --> 00:02:41.040]  體內裡面多了一些元素
[00:02:41.040 --> 00:02:43.760]  叫做風險管理
[00:02:43.760 --> 00:02:46.760]  負面的說就是
[00:02:46.760 --> 00:02:52.120]  怕有些自己控制不了的或然會出現
[00:02:52.120 --> 00:02:54.800]  我很坦誠
[00:02:54.800 --> 00:02:57.440]  其實我內心也有一個小腹
[00:02:57.440 --> 00:03:00.080]  這個小腹很膽小
[00:03:00.080 --> 00:03:01.360]  膽小到一個地步
[00:03:01.360 --> 00:03:03.360]  是經常出來搞我的
[00:03:03.360 --> 00:03:05.680]  例如有時候
[00:03:05.680 --> 00:03:08.640]  不知道什麼時候早上起來
[00:03:08.640 --> 00:03:10.320]  在刷牙
[00:03:10.320 --> 00:03:12.320]  突然間我的心會跳
[00:03:12.320 --> 00:03:13.880]  心跪
[00:03:13.880 --> 00:03:15.880]  然後你問自己
[00:03:15.880 --> 00:03:17.320]  其實你怕什麼呢?
[00:03:17.320 --> 00:03:19.320]  我又回答不了怕什麼
[00:03:19.320 --> 00:03:23.120]  總之好像怕有些事情會出現
[00:03:23.120 --> 00:03:26.160]  尤其不是晚上
[00:03:26.160 --> 00:03:28.920]  因為晚上已經睡覺了
[00:03:28.920 --> 00:03:30.280]  今天走過的路
[00:03:30.280 --> 00:03:34.360]  大致上都已經知道了
[00:03:34.360 --> 00:03:36.160]  但是神跡這麼早
[00:03:36.160 --> 00:03:39.400]  起床的時候小腹已經來搞我
[00:03:39.400 --> 00:03:40.640]  我發現
[00:03:40.640 --> 00:03:44.000]  我每天都要操練自己夠強壯才行
[00:03:44.000 --> 00:03:46.000]  我的大腹會出來
[00:03:46.000 --> 00:03:52.600]  然後讓小腹坐在一旁
[00:03:52.600 --> 00:03:54.000]  不要驅趕它
[00:03:54.000 --> 00:03:56.000]  因為它是真的存在的
[00:03:56.000 --> 00:04:00.920]  但是自己心靈很多時候都要進行這些對話
[00:04:00.920 --> 00:04:03.640]  基督徒的生命
[00:04:03.640 --> 00:04:05.640]  我真的發現
[00:04:05.640 --> 00:04:08.840]  很多時候都是在這些來來回回那裡
[00:04:08.840 --> 00:04:13.600]  因為世界的價值觀往往跟我們的價值觀不一樣
[00:04:13.600 --> 00:04:15.600]  不知道最近大家有沒有
[00:04:15.600 --> 00:04:20.160]  而且都很快追完的一套
[00:04:20.160 --> 00:04:21.360]  Netflix 的劇集
[00:04:21.360 --> 00:04:23.360]  立刻有人點頭
[00:04:23.360 --> 00:04:24.760]  《魷魚遊戲》
[00:04:24.760 --> 00:04:33.160]  我都覺得裏面可以特別找些講座來討論一下
[00:04:33.160 --> 00:04:38.960]  因為裏面有很多人性的角力
[00:04:38.960 --> 00:04:40.960]  你也會發現
[00:04:40.960 --> 00:04:44.920]  當然裏面是很殘暴的
[00:04:44.920 --> 00:04:46.440]  但是你會發現
[00:04:46.440 --> 00:04:47.640]  細心一點看
[00:04:47.640 --> 00:04:50.640]  其實豈不是社會的縮影嗎?
[00:04:50.640 --> 00:04:53.560]  當然對於我們很驚訝的就是
[00:04:53.560 --> 00:04:55.800]  那些遊戲是我們小時候玩的
[00:04:55.800 --> 00:04:56.600]  但是怎知道
[00:04:56.600 --> 00:04:58.400]  原來去到它的場景裏
[00:04:58.400 --> 00:05:01.400]  是可以人頭落地變成血腥的
[00:05:01.400 --> 00:05:03.400]  但是你又會想
[00:05:03.400 --> 00:05:06.840]  究竟什麼來承載我們基督徒
[00:05:06.840 --> 00:05:09.680]  但是這個世界是贏家通殺的
[00:05:09.680 --> 00:05:16.160]  這個世界是要鬥贏的
[00:05:16.160 --> 00:05:19.960]  有風要使盡力
[00:05:19.960 --> 00:05:22.240]  你不可以留空間的
[00:05:22.240 --> 00:05:23.160]  留空間的話
[00:05:23.160 --> 00:05:25.160]  有一天你就會輸的
[00:05:25.160 --> 00:05:27.160]  我小時候
[00:05:27.160 --> 00:05:29.160]  不知道大家有沒有玩《猜皇帝》
[00:05:29.160 --> 00:05:30.160]  有沒有玩?
[00:05:30.160 --> 00:05:33.920]  《猜皇帝》其實又環保
[00:05:33.920 --> 00:05:36.320]  又不需要任何的工具
[00:05:36.320 --> 00:05:38.600]  只要有小朋友站在一起就可以了
[00:05:38.600 --> 00:05:40.600]  我們通常就是
[00:05:40.600 --> 00:05:42.600]  如果你是王
[00:05:42.600 --> 00:05:45.600]  來猜的那個先猜旁邊的那個
[00:05:45.600 --> 00:05:48.160]  通常都有兩個在旁邊的
[00:05:48.160 --> 00:05:50.160]  輸的那個
[00:05:50.160 --> 00:05:53.160]  兩個輸了才到來猜的
[00:05:53.160 --> 00:05:54.680]  但是你輸了
[00:05:54.680 --> 00:05:56.000]  你的王就沒有了
[00:05:56.000 --> 00:05:58.480]  我們是這樣成長的
[00:05:58.480 --> 00:06:02.200]  要教我們一定要成功的
[00:06:02.200 --> 00:06:05.480]  不可以禮讓的
[00:06:05.480 --> 00:06:07.480]  那個世界是這樣的
[00:06:07.480 --> 00:06:11.480]  但是當你回來看回聖經的時候
[00:06:11.480 --> 00:06:14.760]  你會發現又不一樣的
[00:06:14.760 --> 00:06:16.760]  例如
[00:06:16.760 --> 00:06:20.240]  我今天想和大家討論
[00:06:20.240 --> 00:06:25.480]  這個是重中之重的一個基督徒的生命
[00:06:25.480 --> 00:06:27.480]  而基督徒的生命
[00:06:27.480 --> 00:06:29.480]  我們其實是一個
[00:06:29.480 --> 00:06:31.760]  是獨人的生命
[00:06:31.760 --> 00:06:37.320]  而這獨人原來是基督降生成人
[00:06:37.320 --> 00:06:38.920]  死在十字架上面
[00:06:38.920 --> 00:06:42.120]  犧牲的愛成為我們悔罪的挽回
[00:06:42.120 --> 00:06:43.880]  讓我們得逐永生
[00:06:43.880 --> 00:06:47.480]  這個原來基督展現在人世間
[00:06:47.480 --> 00:06:49.960]  是一個獨人的形象展現的
[00:06:49.960 --> 00:06:51.960]  換句話說
[00:06:51.960 --> 00:06:56.560]  可能今時今日你很簡單地去問一句
[00:06:56.560 --> 00:06:59.920]  如果我用一個獨人的心腸
[00:06:59.920 --> 00:07:04.880]  用耶穌基督那種下行的生命
[00:07:04.880 --> 00:07:07.880]  一路下行
[00:07:07.880 --> 00:07:09.560]  反倒虛己
[00:07:09.560 --> 00:07:11.560]  取了奴僕的形象
[00:07:11.560 --> 00:07:13.560]  而且死在十字架上面
[00:07:13.560 --> 00:07:17.800]  用這種生命去打拼這個世界
[00:07:17.800 --> 00:07:19.800]  你猜會不會成功呢?
[00:07:19.800 --> 00:07:24.880]  答案可能是挺吊詭的
[00:07:24.880 --> 00:07:27.440]  於是很容易
[00:07:27.440 --> 00:07:31.840]  我們會將聖經的教導成為主日學
[00:07:31.840 --> 00:07:33.840]  或崇拜或星期六日
[00:07:33.840 --> 00:07:36.120]  而星期一至五
[00:07:36.120 --> 00:07:39.520]  可能跟我們行事為人無關
[00:07:39.520 --> 00:07:43.360]  很明顯很容易進入了
[00:07:43.360 --> 00:07:47.640]  一種只是我們的信仰
[00:07:47.640 --> 00:07:49.640]  只是一個理念
[00:07:49.640 --> 00:07:52.120]  但是當你走出來的時候
[00:07:52.120 --> 00:07:54.120]  我們完全行不通
[00:07:54.120 --> 00:07:56.920]  我不知道大家的經歷
[00:07:56.920 --> 00:07:58.920]  我有好一段時間是這樣
[00:07:58.920 --> 00:08:00.920]  但不等於我現在行得通
[00:08:00.920 --> 00:08:04.280]  但起碼我只要行不通
[00:08:04.280 --> 00:08:06.280]  都要求上帝的憐憫
[00:08:06.280 --> 00:08:08.280]  成為我們的力量
[00:08:08.280 --> 00:08:10.280]  都要去堅持
[00:08:10.280 --> 00:08:12.280]  因為我們是一個基督徒
[00:08:12.280 --> 00:08:14.280]  而這個基督徒的身份
[00:08:14.280 --> 00:08:17.480]  就是跟隨耶穌基督
[00:08:17.480 --> 00:08:19.480]  跟隨耶穌基督不是一個
[00:08:19.480 --> 00:08:25.720]  好像地上贏家王權的生命的掌管
[00:08:25.720 --> 00:08:29.160]  而是跟隨他僕人的形象
[00:08:29.160 --> 00:08:31.600]  那個生命的展現
[00:08:31.600 --> 00:08:38.800]  剛才提到今天我跟大家用的經文
[00:08:38.800 --> 00:08:40.800]  就是二章一至十一節
[00:08:40.800 --> 00:08:42.800]  不如我們一起讀一讀
[00:08:42.800 --> 00:08:49.800]  起碼我們要進入這篇保羅所寫的書信
[00:08:49.800 --> 00:08:52.800]  其實在《肥納比書》裏面
[00:08:52.800 --> 00:08:56.800]  是最重要的一個章節
[00:08:56.800 --> 00:09:03.800]  因為裏面是將耶穌基督僕人的形象寫得很清楚
[00:09:03.800 --> 00:09:08.800]  然後我們作為耶穌基督的信徒
[00:09:08.800 --> 00:09:12.400]  我們也因此而有這個僕人的身份
[00:09:12.400 --> 00:09:14.400]  就是因為這個僕人的身份
[00:09:14.400 --> 00:09:20.800]  才承載了保羅他就算
[00:09:20.800 --> 00:09:24.800]  大家知道《肥納比書》在什麼情景裏面寫出來的?
[00:09:24.800 --> 00:09:27.800]  就是保羅面對監禁
[00:09:27.800 --> 00:09:33.800]  甚至可能是宣判他死亡的審訊
[00:09:33.800 --> 00:09:37.800]  他是在監獄裏面寫的一個監獄書信
[00:09:37.800 --> 00:09:44.800]  但你會發現很美麗的是保羅在《肥納比書》的第四章
[00:09:44.800 --> 00:09:46.800]  是充滿喜樂的
[00:09:46.800 --> 00:09:48.800]  而第一章
[00:09:48.800 --> 00:09:50.800]  無論怎樣也好
[00:09:50.800 --> 00:09:51.800]  就算監禁也好
[00:09:51.800 --> 00:09:56.800]  我都以福音作為宣講是他的使命
[00:09:56.800 --> 00:09:58.800]  為什麼他可以這樣做得到呢?
[00:09:58.800 --> 00:09:59.800]  在患難裏面
[00:09:59.800 --> 00:10:01.800]  在艱難的裏面
[00:10:01.800 --> 00:10:03.800]  他仍然是輸人不輸陣的
[00:10:03.800 --> 00:10:07.800]  他很清楚自己的生命次序
[00:10:07.800 --> 00:10:09.800]  這個就是第三章
[00:10:09.800 --> 00:10:11.800]  他說要忘記背後
[00:10:11.800 --> 00:10:12.800]  努力面前
[00:10:12.800 --> 00:10:15.800]  保羅有一個這樣的生命
[00:10:15.800 --> 00:10:19.800]  很重要的就是他很清楚自己的身份
[00:10:19.800 --> 00:10:23.800]  以及他很清楚他相信的耶穌基督
[00:10:23.800 --> 00:10:26.800]  是一個什麼形象的耶穌基督
[00:10:26.800 --> 00:10:28.800]  所以我們用這樣的心情
[00:10:28.800 --> 00:10:31.800]  再去很認真去看一至十一節
[00:10:31.800 --> 00:10:33.800]  我們必有所得
[00:10:33.800 --> 00:10:36.800]  我少年的時候信耶穌
[00:10:36.800 --> 00:10:39.800]  到現在
[00:10:39.800 --> 00:10:41.800]  承載我幾十年
[00:10:41.800 --> 00:10:47.800]  《肥納比書》對我的影響力很大
[00:10:47.800 --> 00:10:51.800]  我想用同樣的心情
[00:10:51.800 --> 00:10:53.800]  跟大家一起去再重讀
[00:10:53.800 --> 00:10:56.800]  這篇《肥納比書》的書信
[00:10:56.800 --> 00:11:04.800]  以及你在裏面嘗試去找一個最重要的句子
[00:11:04.800 --> 00:11:07.800]  那個句子就是承載了整個基督徒的生命
[00:11:07.800 --> 00:11:09.800]  看看你能否找到
[00:11:09.800 --> 00:11:10.800]  我們一起來吧
[00:11:10.800 --> 00:11:15.800]  所以在基督裏若有什麼勸勉
[00:11:15.800 --> 00:11:17.800]  愛心有什麼安慰
[00:11:17.800 --> 00:11:20.800]  聖靈有什麼交通
[00:11:20.800 --> 00:11:23.800]  心中有什麼慈悲憐憫
[00:11:23.800 --> 00:11:26.800]  你們就要意念相同
[00:11:26.800 --> 00:11:28.800]  愛心相同
[00:11:28.800 --> 00:11:30.800]  有一樣的心思
[00:11:30.800 --> 00:11:32.800]  有一樣的意念
[00:11:32.800 --> 00:11:35.800]  使我的喜樂可以滿足
[00:11:35.800 --> 00:11:37.800]  凡事不可結黨
[00:11:37.800 --> 00:11:40.800]  不可貪圖虛浮的榮耀
[00:11:40.800 --> 00:11:42.800]  只要全身謙卑
[00:11:42.800 --> 00:11:45.800]  各人看別人比自己強
[00:11:45.800 --> 00:11:48.800]  各人不要單顧自己的事
[00:11:48.800 --> 00:11:51.800]  也要顧別人的事
[00:11:51.800 --> 00:11:56.800]  你們當以基督耶穌的心為心
[00:11:56.800 --> 00:11:58.800]  他本有神的形象
[00:11:58.800 --> 00:12:02.800]  不以自己與神同等為強奪的
[00:12:02.800 --> 00:12:04.800]  反倒虛己
[00:12:04.800 --> 00:12:06.800]  取了奴僕的形象
[00:12:06.800 --> 00:12:08.800]  成為人的樣式
[00:12:08.800 --> 00:12:11.800]  既有人的樣子
[00:12:11.800 --> 00:12:13.800]  就自己卑微
[00:12:13.800 --> 00:12:14.800]  全心馴服
[00:12:14.800 --> 00:12:16.800]  以至於死
[00:12:16.800 --> 00:12:19.800]  死在十字架上
[00:12:19.800 --> 00:12:22.800]  所以神將他升為至高
[00:12:22.800 --> 00:12:26.800]  又賜給他那超乎萬名之上的名
[00:12:26.800 --> 00:12:29.800]  叫一切在天上的
[00:12:29.800 --> 00:12:30.800]  地上的
[00:12:30.800 --> 00:12:32.800]  和地底下的
[00:12:32.800 --> 00:12:33.800]  因耶穌的名
[00:12:33.800 --> 00:12:35.800]  無不屈膝
[00:12:35.800 --> 00:12:38.800]  無不口稱耶穌基督為主
[00:12:38.800 --> 00:12:42.800]  小榮耀歸與父神
[00:12:42.800 --> 00:12:45.800]  當大家很整齊地讀的時候
[00:12:45.800 --> 00:12:47.800]  哪一句很震撼呢?
[00:12:47.800 --> 00:12:55.800]  足以承載我們跨世界的變幻無常
[00:12:55.800 --> 00:12:58.800]  跨不同的處境
[00:12:58.800 --> 00:12:59.800]  順逆境
[00:12:59.800 --> 00:13:01.800]  但有一樣不變的是什麼?
[00:13:01.800 --> 00:13:07.800]  你們當以基督耶穌的心為心
[00:13:07.800 --> 00:13:09.800]  你會發現
[00:13:09.800 --> 00:13:12.800]  只要我們摸準耶穌基督的心
[00:13:12.800 --> 00:13:18.800]  我們也有同樣方向的心去追求
[00:13:18.800 --> 00:13:19.800]  我再說
[00:13:19.800 --> 00:13:21.800]  無論做得好與不好
[00:13:21.800 --> 00:13:22.800]  我們都好像
[00:13:22.800 --> 00:13:26.800]  「但以你三個火窯裏面的朋友」
[00:13:26.800 --> 00:13:28.800]  即或不然
[00:13:28.800 --> 00:13:31.800]  我們都要堅持向這個方向去走
[00:13:31.800 --> 00:13:36.800]  所以生命的動力是很重要的
[00:13:36.800 --> 00:13:38.800]  你會發現
[00:13:38.800 --> 00:13:39.800]  保羅
[00:13:39.800 --> 00:13:41.800]  有聖經學者這樣說
[00:13:41.800 --> 00:13:44.800]  保羅寫了十三篇書信
[00:13:44.800 --> 00:13:47.800]  但只有肥勒給書
[00:13:47.800 --> 00:13:49.800]  一開始的時候
[00:13:49.800 --> 00:13:53.800]  稱呼自己是基督耶穌的僕人
[00:13:53.800 --> 00:13:57.800]  他不單稱呼自己
[00:13:57.800 --> 00:14:01.800]  還稱呼提摩泰
[00:14:01.800 --> 00:14:04.800]  就是基督耶穌的僕人
[00:14:04.800 --> 00:14:09.800]  所以第一件事
[00:14:09.800 --> 00:14:12.800]  我想和大家互相提醒和鼓勵
[00:14:12.800 --> 00:14:16.800]  我們在哪一個光景也好
[00:14:16.800 --> 00:14:18.800]  在哪一個處境也好
[00:14:18.800 --> 00:14:21.800]  即使是跌進一個洞裡也好
[00:14:21.800 --> 00:14:25.800]  即使是我們在艱難的裡面也好
[00:14:25.800 --> 00:14:32.800]  當然也可能是一些陽光很順
[00:14:32.800 --> 00:14:35.800]  很成功的環境也好
[00:14:35.800 --> 00:14:39.800]  你也要仍然知道自己是什麼身份
[00:14:39.800 --> 00:14:41.800]  簡單來說
[00:14:41.800 --> 00:14:43.800]  這個僕人的身份
[00:14:43.800 --> 00:14:48.800]  就是保羅一開始第一章第一節已經說了
[00:14:48.800 --> 00:14:51.800]  就是我們今天坐在這個會堂裡面
[00:14:51.800 --> 00:14:54.800]  在線上的朋友
[00:14:54.800 --> 00:14:56.800]  我們彼此重新認定
[00:14:56.800 --> 00:14:58.800]  無論世界怎樣改變
[00:14:58.800 --> 00:15:01.800]  我們都是基督耶穌的僕人
[00:15:01.800 --> 00:15:09.800]  我們都是生命要連上耶穌基督
[00:15:09.800 --> 00:15:13.800]  他在世的時候那個僕人的形象
[00:15:13.800 --> 00:15:14.800]  換句話說
[00:15:14.800 --> 00:15:15.800]  僕人
[00:15:15.800 --> 00:15:16.800]  簡單來說
[00:15:16.800 --> 00:15:19.800]  僕人不是主人
[00:15:19.800 --> 00:15:24.800]  就算我們今天用最簡單的僕人的理解
[00:15:24.800 --> 00:15:27.800]  總之僕人也要聽指令
[00:15:27.800 --> 00:15:32.800]  不過我今時今日或者我們在家裡也有傾有講
[00:15:32.800 --> 00:15:37.800]  但是在聖經的語境裡面
[00:15:37.800 --> 00:15:39.800]  這個僕人其實不是servant
[00:15:39.800 --> 00:15:41.800]  其實是slave
[00:15:41.800 --> 00:15:44.800]  基本上是奴隸
[00:15:44.800 --> 00:15:51.800]  即是奴隸沒有了自己的意志
[00:15:51.800 --> 00:15:54.800]  而且他是聽指令的
[00:15:54.800 --> 00:15:59.800]  大家知道當代的成為奴隸
[00:15:59.800 --> 00:16:02.800]  其中一樣應該是戰俘
[00:16:02.800 --> 00:16:07.800]  因為羅馬帝國去戰勝的時候
[00:16:07.800 --> 00:16:09.800]  就會找了一批人來
[00:16:09.800 --> 00:16:14.800]  但是那些戰俘俘虜一定會有些強壯
[00:16:14.800 --> 00:16:19.800]  哪些會去幫人洗腳呢?
[00:16:19.800 --> 00:16:23.800]  一定不是那些很強壯的那些
[00:16:23.800 --> 00:16:27.800]  而且幫人洗腳一定是骯髒的
[00:16:27.800 --> 00:16:31.800]  尤其是不拉斯坦地那些人穿的是草鞋
[00:16:31.800 --> 00:16:35.800]  所以你去一些地方為了要潔淨
[00:16:35.800 --> 00:16:38.800]  可能病毒的原因是有這件事的
[00:16:38.800 --> 00:16:42.800]  但是無論如何都不是那些成功人士做的
[00:16:42.800 --> 00:16:44.800]  或者是去到那裡
[00:16:44.800 --> 00:16:46.800]  那個主人有錢人家
[00:16:46.800 --> 00:16:51.800]  是找那些可能是當時的低下層
[00:16:51.800 --> 00:16:54.800]  甚至是奴隸去做這件事
[00:16:54.800 --> 00:17:00.800]  所以你會發現耶穌基督的形象
[00:17:00.800 --> 00:17:02.800]  成為奴僕的形象
[00:17:02.800 --> 00:17:05.800]  當去到《約翰福音》第十三章
[00:17:05.800 --> 00:17:08.800]  就是說當耶穌要面對審判
[00:17:08.800 --> 00:17:12.800]  要在最後晚餐與節的時候
[00:17:12.800 --> 00:17:17.800]  耶穌是親自做了一樣形象上的行為
