
[00:00:00.000 --> 00:00:01.220]  第一件事就是朋友早晨
[00:00:01.220 --> 00:00:04.420]  好像過了很久沒跟大家在這裡見面
[00:00:04.420 --> 00:00:08.840]  今天的題目是
[00:00:08.840 --> 00:00:12.660]  「活出天國在人間的生活智慧」
[00:00:12.660 --> 00:00:18.500]  有沒有人還記得
[00:00:18.500 --> 00:00:22.000]  桃花源記這個故事?
[00:00:22.000 --> 00:00:25.380]  沒聽過的就是因為你太年輕
[00:00:25.380 --> 00:00:27.580]  今天是第一次聽到這個
[00:00:27.580 --> 00:00:29.920]  「古古老的故事」
[00:00:31.000 --> 00:00:33.000]  桃花源記的故事是從
[00:00:33.000 --> 00:00:38.000]  陶淵明在大約是主俄四百年左右的
[00:00:38.000 --> 00:00:42.000]  晉朝的一個文士寫了一個故事
[00:00:42.000 --> 00:00:44.000]  他說在故事裡面
[00:00:44.000 --> 00:00:46.000]  有一個漁夫
[00:00:46.000 --> 00:00:49.000]  撐著艇原來是去捉魚
[00:00:49.000 --> 00:00:51.000]  在那裡游來游去
[00:00:51.000 --> 00:00:53.000]  從那個位置看到
[00:00:53.000 --> 00:00:55.000]  就是很多桃花很漂亮
[00:00:55.000 --> 00:00:58.000]  只有桃花在兩邊的樹林裡面
[00:00:58.000 --> 00:00:59.000]  只看到很美麗的桃花
[00:01:00.000 --> 00:01:03.000]  他就很好奇地繼續往前走
[00:01:03.000 --> 00:01:08.000]  他想去桃花和水流的盡頭
[00:01:08.000 --> 00:01:09.000]  看看水源在哪裡
[00:01:09.000 --> 00:01:12.000]  一人去到水的盡頭
[00:01:12.000 --> 00:01:14.000]  兩邊包圍著很多桃花很美麗的時候
[00:01:14.000 --> 00:01:17.000]  看到岸上有一個小的山
[00:01:17.000 --> 00:01:21.000]  山上有一個很窄的入口
[00:01:21.000 --> 00:01:23.000]  很窄的裂縫
[00:01:23.000 --> 00:01:27.000]  他就上岸好奇地爬進裂縫裡面
[00:01:27.000 --> 00:01:28.000]  走著走著很窄很窄
[00:01:28.000 --> 00:01:30.000]  後來走著走著越走越窄
[00:01:30.000 --> 00:01:33.000]  到了石縫的另一邊的一個世界
[00:01:33.000 --> 00:01:36.000]  裡面看到一些人生活得很開心
[00:01:36.000 --> 00:01:38.000]  很美滿
[00:01:38.000 --> 00:01:40.000]  跟世界的外面隔絕了
[00:01:40.000 --> 00:01:43.000]  他就跟那些人聊天
[00:01:43.000 --> 00:01:45.000]  看看為什麼有一群人
[00:01:45.000 --> 00:01:46.000]  可以在石縫的另一邊
[00:01:46.000 --> 00:01:48.000]  另一個世界去生活
[00:01:48.000 --> 00:01:49.000]  很和平
[00:01:49.000 --> 00:01:50.000]  很美滿
[00:01:50.000 --> 00:01:53.000]  原來他們在故事裡面說到
[00:01:53.000 --> 00:01:55.000]  他們是在幾百年前
[00:01:55.000 --> 00:01:57.000]  因為逃避戰爭
[00:01:57.000 --> 00:01:59.000]  而躲避兵役
[00:01:59.000 --> 00:02:00.000]  而躲在這個地方
[00:02:00.000 --> 00:02:03.000]  陶淵明這個故事當然是一個故事
[00:02:03.000 --> 00:02:05.000]  桃花源記是一個故事
[00:02:05.000 --> 00:02:07.000]  讓當代的人看到
[00:02:07.000 --> 00:02:11.000]  因為他們當時就在戰亂的環境裡面
[00:02:11.000 --> 00:02:14.000]  很期望期盼有一個和平的世界
[00:02:14.000 --> 00:02:15.000]  可以來居住
[00:02:15.000 --> 00:02:20.000]  我們希望不用像他們那樣
[00:02:20.000 --> 00:02:21.000]  藉著一個夢想
[00:02:21.000 --> 00:02:22.000]  一個夢境
[00:02:22.000 --> 00:02:24.000]  一個故事
[00:02:24.000 --> 00:02:26.000]  才去到一個桃花源這麼美麗的地方
[00:02:27.000 --> 00:02:28.000]  我們也很希望
[00:02:28.000 --> 00:02:29.000]  不用等到未來
[00:02:29.000 --> 00:02:31.000]  將來在天家
[00:02:31.000 --> 00:02:32.000]  跟我們的神一起的時候
[00:02:32.000 --> 00:02:33.000]  才有那個天國
[00:02:33.000 --> 00:02:36.000]  那種完美的境界
[00:02:36.000 --> 00:02:38.000]  如果今天在這個世界
[00:02:38.000 --> 00:02:40.000]  不用藉著夢境幻想故事
[00:02:40.000 --> 00:02:42.000]  不用藉著那個盼望去到永恆
[00:02:42.000 --> 00:02:44.000]  才看到那個美麗的天國的景象
[00:02:44.000 --> 00:02:46.000]  在今天的世界裡面
[00:02:46.000 --> 00:02:47.000]  如果我們也可以看到
[00:02:47.000 --> 00:02:49.000]  天國在人間
[00:02:49.000 --> 00:02:51.000]  這個這麼美麗的理想
[00:02:51.000 --> 00:02:53.000]  成為現實的話
[00:02:55.000 --> 00:02:58.000]  就是今晚亞國希望帶給我們的一個訊息
[00:02:58.000 --> 00:03:01.000]  天國在人間
[00:03:01.000 --> 00:03:05.000]  我將今天的題目
[00:03:05.000 --> 00:03:08.000]  分成四個部分
[00:03:08.000 --> 00:03:10.000]  跟大家一起去看
[00:03:10.000 --> 00:03:12.000]  行事為人在地上
[00:03:12.000 --> 00:03:14.000]  我們是怎樣來過日子的呢
[00:03:14.000 --> 00:03:15.000]  有屬天的智慧
[00:03:15.000 --> 00:03:16.000]  屬地的智慧
[00:03:16.000 --> 00:03:19.000]  我們怎樣去做那個選擇
[00:03:19.000 --> 00:03:23.000]  行事為人生活顯出有智慧
[00:03:24.000 --> 00:03:26.000]  我不知道你有沒有試過
[00:03:26.000 --> 00:03:29.000]  被人家說你自作聰明
[00:03:29.000 --> 00:03:32.000]  廣東話叫做懶醒
[00:03:32.000 --> 00:03:34.000]  有沒有人試過
[00:03:34.000 --> 00:03:37.000]  有笑聲就有了
[00:03:37.000 --> 00:03:41.000]  我發覺在我們世界生活裡面
[00:03:41.000 --> 00:03:43.000]  很多時候有機會
[00:03:43.000 --> 00:03:45.000]  被人家說自己是懶醒
[00:03:45.000 --> 00:03:46.000]  或者自作聰明
[00:03:46.000 --> 00:03:48.000]  有兩個可能性
[00:03:48.000 --> 00:03:50.000]  我講兩個例子給大家看
[00:03:50.000 --> 00:03:52.000]  通常你開車的時候
[00:03:54.000 --> 00:03:56.000]  有沒有發覺車的側面或者後面
[00:03:56.000 --> 00:03:57.000]  有些人整天
[00:03:57.000 --> 00:04:00.000]  前面的街道轉左
[00:04:00.000 --> 00:04:03.000]  你很想有些反應
[00:04:03.000 --> 00:04:04.000]  又不知怎樣反應
[00:04:04.000 --> 00:04:07.000]  遲些一百公尺就轉右
[00:04:07.000 --> 00:04:11.000]  又或者你身邊有些人
[00:04:11.000 --> 00:04:13.000]  出門口提醒你
[00:04:13.000 --> 00:04:15.000]  外面今天很涼
[00:04:15.000 --> 00:04:16.000]  穿件衣服
[00:04:16.000 --> 00:04:19.000]  外面今天很熱
[00:04:19.000 --> 00:04:20.000]  不用穿這麼多衣服
[00:04:20.000 --> 00:04:22.000]  不知道會有什麼反應
[00:04:23.000 --> 00:04:24.000]  是不是那些人
[00:04:24.000 --> 00:04:26.000]  自作聰明懶醒
[00:04:26.000 --> 00:04:27.000]  說多了一句
[00:04:27.000 --> 00:04:28.000]  我幾十歲了
[00:04:28.000 --> 00:04:29.000]  還要你提醒我穿衣服
[00:04:29.000 --> 00:04:32.000]  走路
[00:04:32.000 --> 00:04:34.000]  吃鹽多過你吃米
[00:04:34.000 --> 00:04:37.000]  過橋多過你走路
[00:04:37.000 --> 00:04:40.000]  又或者是聽的人心裡說
[00:04:40.000 --> 00:04:42.000]  這樣說的時候
[00:04:42.000 --> 00:04:43.000]  我不用你提醒我
[00:04:43.000 --> 00:04:45.000]  我都知道的
[00:04:45.000 --> 00:04:49.000]  是說的人說多了
[00:04:49.000 --> 00:04:52.000]  還是聽的人想多了
[00:04:53.000 --> 00:04:55.000]  是有需要去關心人而說
[00:04:55.000 --> 00:04:57.000]  還是不需要別人關心
[00:04:57.000 --> 00:04:58.000]  而不想聽
[00:04:58.000 --> 00:05:00.000]  其實兩邊都好像對
[00:05:00.000 --> 00:05:02.000]  又好像不對
[00:05:02.000 --> 00:05:04.000]  我這裡沒有告訴你
[00:05:04.000 --> 00:05:05.000]  下次應該說還是不應該說
[00:05:05.000 --> 00:05:08.000]  但是在說與不說裡面
[00:05:08.000 --> 00:05:10.000]  都有選擇
[00:05:10.000 --> 00:05:12.000]  都有取捨
[00:05:12.000 --> 00:05:14.000]  都有智慧在裡面
[00:05:14.000 --> 00:05:16.000]  有智慧來到說
[00:05:16.000 --> 00:05:19.000]  有智慧來到聆聽別人所說的
[00:05:19.000 --> 00:05:22.000]  至於你要說與不說
[00:05:22.000 --> 00:05:23.000]  你自己回去想吧
[00:05:23.000 --> 00:05:28.000]  很奇怪
[00:05:28.000 --> 00:05:30.000]  我現在還沒問你問題
[00:05:30.000 --> 00:05:32.000]  是不是等了很久
[00:05:32.000 --> 00:05:35.000]  今天的問題不是我問的
[00:05:35.000 --> 00:05:37.000]  是亞國問的
[00:05:37.000 --> 00:05:39.000]  今天的經文裡
[00:05:39.000 --> 00:05:40.000]  亞國問了一個很特別的問題
[00:05:40.000 --> 00:05:42.000]  你們中間誰是有智慧
[00:05:42.000 --> 00:05:43.000]  有見識的呢
[00:05:43.000 --> 00:05:45.000]  如果是我問問題
[00:05:45.000 --> 00:05:46.000]  你可以不回答
[00:05:46.000 --> 00:05:47.000]  但是亞國問問題
[00:05:47.000 --> 00:05:48.000]  一定要回答
[00:05:51.000 --> 00:05:52.000]  中間誰是有智慧
[00:05:52.000 --> 00:05:53.000]  有見識的呢
[00:05:53.000 --> 00:05:56.000]  亞國問問題
[00:05:56.000 --> 00:05:57.000]  一定要回答
[00:05:57.000 --> 00:05:58.000]  一定要舉手的
[00:05:58.000 --> 00:06:02.000]  我都要求大家
[00:06:02.000 --> 00:06:03.000]  我都是其中一個
[00:06:03.000 --> 00:06:04.000]  每一個亞國的問題
[00:06:04.000 --> 00:06:06.000]  我們都覺得自己是有智慧
[00:06:06.000 --> 00:06:07.000]  有見識的
[00:06:07.000 --> 00:06:09.000]  要你舉手
[00:06:09.000 --> 00:06:10.000]  一定要舉手
[00:06:10.000 --> 00:06:13.000]  不能不舉手
[00:06:13.000 --> 00:06:15.000]  你不可能覺得自己沒有見識的
[00:06:15.000 --> 00:06:17.000]  你不可能覺得自己沒有智慧的
[00:06:17.000 --> 00:06:18.000]  多少問題
[00:06:18.000 --> 00:06:19.000]  高低問題
[00:06:20.000 --> 00:06:21.000]  愈來愈不好的問題
[00:06:21.000 --> 00:06:23.000]  一二三舉手
[00:06:23.000 --> 00:06:25.000]  我們全部都是有智慧
[00:06:25.000 --> 00:06:26.000]  有見識的
[00:06:26.000 --> 00:06:27.000]  這樣才是真實的回應
[00:06:27.000 --> 00:06:29.000]  我們回應了亞國
[00:06:29.000 --> 00:06:31.000]  看看亞國怎樣看待這個問題
[00:06:31.000 --> 00:06:34.000]  這個又是有見識
[00:06:34.000 --> 00:06:35.000]  有智慧
[00:06:35.000 --> 00:06:36.000]  這個題目
[00:06:36.000 --> 00:06:38.000]  我六七歲就認識的
[00:06:38.000 --> 00:06:42.000]  我的記憶很差的
[00:06:42.000 --> 00:06:44.000]  幾十年人
[00:06:44.000 --> 00:06:45.000]  我有很多東西都不記得
[00:06:45.000 --> 00:06:47.000]  但是我又很記得
[00:06:47.000 --> 00:06:48.000]  我六七歲的時候
[00:06:48.000 --> 00:06:51.000]  一年多在香港黃大仙那些
[00:06:51.000 --> 00:06:52.000]  連屋住的時候
[00:06:52.000 --> 00:06:54.000]  那些經歷很印象很深很深
[00:06:54.000 --> 00:06:57.000]  我覺得自己很聰明
[00:06:57.000 --> 00:07:00.000]  六七歲就認識在家裡
[00:07:00.000 --> 00:07:01.000]  搜集一些報紙
[00:07:01.000 --> 00:07:03.000]  隔壁所有的報紙摘下來
[00:07:03.000 --> 00:07:04.000]  摘了一大堆
[00:07:04.000 --> 00:07:06.000]  我們先摘了那些報紙
[00:07:06.000 --> 00:07:07.000]  做什麼知道嗎
[00:07:07.000 --> 00:07:09.000]  六七歲
[00:07:09.000 --> 00:07:11.000]  抱著那些報紙
[00:07:11.000 --> 00:07:12.000]  就走到一個
[00:07:12.000 --> 00:07:13.000]  我不記得多遠了
[00:07:13.000 --> 00:07:14.000]  去街市那裡
[00:07:14.000 --> 00:07:16.000]  買了一堆報紙
[00:07:17.000 --> 00:07:18.000]  通常買一元
[00:07:18.000 --> 00:07:20.000]  一元多一元一堆
[00:07:20.000 --> 00:07:21.000]  那一元就是我的零用錢
[00:07:21.000 --> 00:07:22.000]  聰明嗎
[00:07:22.000 --> 00:07:24.000]  有些反應才行
[00:07:24.000 --> 00:07:26.000]  聰明
[00:07:26.000 --> 00:07:28.000]  最聰明就是他了
[00:07:28.000 --> 00:07:34.000]  小時候一年級開學
[00:07:34.000 --> 00:07:37.000]  爸爸就送了一支墨水筆給我
[00:07:37.000 --> 00:07:39.000]  在祖風式的
[00:07:39.000 --> 00:07:41.000]  深祖風式的英雄牌墨水筆
[00:07:41.000 --> 00:07:45.000]  我在住在五樓
[00:07:46.000 --> 00:07:47.000]  到樓下上學
[00:07:47.000 --> 00:07:48.000]  自己上學
[00:07:48.000 --> 00:07:50.000]  走到街上
[00:07:50.000 --> 00:07:51.000]  糟了
[00:07:51.000 --> 00:07:52.000]  忘記帶墨水筆
[00:07:52.000 --> 00:07:54.000]  開學時墨水筆很貴的
[00:07:54.000 --> 00:07:56.000]  走回頭
[00:07:56.000 --> 00:07:57.000]  叫弟弟
[00:07:57.000 --> 00:07:59.000]  把墨水筆扔下來
[00:07:59.000 --> 00:08:03.000]  弟弟說不行的
[00:08:03.000 --> 00:08:05.000]  我說不要緊
[00:08:05.000 --> 00:08:06.000]  屋裡有個書包
[00:08:06.000 --> 00:08:08.000]  把墨水筆放在書包裡
[00:08:08.000 --> 00:08:09.000]  扔就可以了
[00:08:09.000 --> 00:08:12.000]  扔在他面前
[00:08:12.000 --> 00:08:14.000]  拿著書包上學
[00:08:17.000 --> 00:08:18.000]  開著墨水筆拿著
[00:08:18.000 --> 00:08:20.000]  扔著扔著
[00:08:20.000 --> 00:08:21.000]  為何會扔到兩邊
[00:08:21.000 --> 00:08:24.000]  聰明嗎
[00:08:24.000 --> 00:08:26.000]  聰明
[00:08:26.000 --> 00:08:29.000]  我七歲
[00:08:29.000 --> 00:08:32.000]  其中一個弟弟兩歲大
[00:08:32.000 --> 00:08:34.000]  把弟弟拖到樓下
[00:08:34.000 --> 00:08:37.000]  樓下有很多賣雜食的店
[00:08:37.000 --> 00:08:38.000]  賣雜食
[00:08:38.000 --> 00:08:39.000]  糖果、餅乾
[00:08:39.000 --> 00:08:42.000]  在路邊摘了盤子
[00:08:42.000 --> 00:08:43.000]  放進去賣
[00:08:45.000 --> 00:08:46.000]  我就拖著弟弟兩歲
[00:08:46.000 --> 00:08:49.000]  去到那些檔口面前
[00:08:49.000 --> 00:08:52.000]  弟弟喜歡吃這個嗎
[00:08:52.000 --> 00:08:54.000]  喜歡吃那個嗎
[00:08:54.000 --> 00:08:56.000]  我就伸手在他的口袋裡
[00:08:56.000 --> 00:08:59.000]  穿著短褲
[00:08:59.000 --> 00:09:01.000]  裡面有個洞
[00:09:01.000 --> 00:09:04.000]  撕了一顆糖
[00:09:04.000 --> 00:09:06.000]  放進口袋裡
[00:09:06.000 --> 00:09:07.000]  我們走吧
[00:09:07.000 --> 00:09:09.000]  回去叫爸爸媽媽買吧
[00:09:09.000 --> 00:09:11.000]  有沒有付錢
[00:09:11.000 --> 00:09:13.000]  聰不聰明
[00:09:14.000 --> 00:09:15.000]  不敢求
[00:09:15.000 --> 00:09:19.000]  將來偷雞大過做賊
[00:09:19.000 --> 00:09:23.000]  當我發覺自己也有智慧聰明的時候
[00:09:23.000 --> 00:09:25.000]  其實在成長裡也有很多經歷
[00:09:25.000 --> 00:09:28.000]  看看
[00:09:28.000 --> 00:09:31.000]  亞國問的第二個問題
[00:09:31.000 --> 00:09:36.000]  如果你有智慧聰明的時候
[00:09:36.000 --> 00:09:38.000]  有見識的時候
[00:09:38.000 --> 00:09:42.000]  你可否將你智慧裡的那種溫柔
[00:09:43.000 --> 00:09:44.000]  還有那種善行
[00:09:44.000 --> 00:09:47.000]  說給我們聽呢
[00:09:47.000 --> 00:09:50.000]  你有智慧
[00:09:50.000 --> 00:09:52.000]  有智慧
[00:09:52.000 --> 00:09:53.000]  全部都有
[00:09:53.000 --> 00:09:54.000]  你舉手吧
[00:09:54.000 --> 00:09:56.000]  而第二個問題是
[00:09:56.000 --> 00:09:59.000]  你可否將你智慧裡的那種溫柔
[00:09:59.000 --> 00:10:02.000]  還有那種善行
[00:10:02.000 --> 00:10:04.000]  舉出來
[00:10:04.000 --> 00:10:05.000]  可不可以
[00:10:05.000 --> 00:10:08.000]  有沒有人想舉手
[00:10:08.000 --> 00:10:11.000]  覺得自己也可以說一點點
[00:10:13.000 --> 00:10:14.000]  好了
[00:10:14.000 --> 00:10:17.000]  很震驚的
[00:10:17.000 --> 00:10:19.000]  亞國問這個問題很震驚的
[00:10:19.000 --> 00:10:20.000]  原來在這個世界上
[00:10:20.000 --> 00:10:22.000]  當我們說到智慧和見識的時候
[00:10:22.000 --> 00:10:25.000]  很多時候都有兩方面的
[00:10:25.000 --> 00:10:27.000]  有黑與白
[00:10:27.000 --> 00:10:28.000]  有對與錯
[00:10:28.000 --> 00:10:30.000]  有光明與黑暗
[00:10:30.000 --> 00:10:33.000]  做賊也有智慧
[00:10:33.000 --> 00:10:35.000]  有見識的
[00:10:35.000 --> 00:10:37.000]  好像做義工一樣
[00:10:37.000 --> 00:10:39.000]  同樣需要智慧和見識
[00:10:39.000 --> 00:10:41.000]  說謊也需要智慧
[00:10:41.000 --> 00:10:42.000]  怎麼去說謊
[00:10:43.000 --> 00:10:45.000]  說真相也需要智慧去說真相
[00:10:45.000 --> 00:10:47.000]  自私的人
