
[00:00:00.000 --> 00:00:02.560]  弟兄姊妹,大家好!
[00:00:02.560 --> 00:00:08.560]  我很想說,是和大家很久沒有見面了!
[00:00:08.560 --> 00:00:13.760]  不是因為我沒有來過第二堂九點鐘崇拜講道,
[00:00:13.760 --> 00:00:22.320]  而是我記得在2020年2月13日下午,星期四來的,
[00:00:22.320 --> 00:00:26.840]  我在這個空蕩蕩的禮堂那裡,
[00:00:26.840 --> 00:00:30.800]  我們講道錄影,
[00:00:30.800 --> 00:00:33.600]  那時候還沒有做直播,
[00:00:33.600 --> 00:00:36.480]  於是對著空蕩蕩的禮堂,
[00:00:36.480 --> 00:00:39.560]  講錯了又不知道怎麼回頭的時候,
[00:00:39.560 --> 00:00:42.760]  沒有大家的眼神鼓勵、笑容,
[00:00:42.760 --> 00:00:45.280]  不知道回到哪裡去都要繼續講,
[00:00:45.280 --> 00:00:49.080]  那種情況如今仍然歷歷在目,
[00:00:49.080 --> 00:00:52.320]  眨眼之間三年的時間,
[00:00:52.320 --> 00:01:00.080]  求主幫助我們,讓我們整個人的靈、魂、體都得蒙保守,
[00:01:00.080 --> 00:01:01.720]  我猜這個也很重要,
[00:01:01.720 --> 00:01:03.760]  按著我們不同的步伐,
[00:01:03.760 --> 00:01:07.120]  我們依靠主繼續向前走。
[00:01:07.120 --> 00:01:09.920]  今天的題目呢,
[00:01:09.920 --> 00:01:13.240]  歷練選擇生命蒙因,
[00:01:13.240 --> 00:01:22.280]  的確我們是要靠主和祂的說話去幫助我們走人生的道路,
[00:01:22.280 --> 00:01:29.840]  剛才讀過的經文《不可姦淫》是十屆第七句的說話,
[00:01:29.840 --> 00:01:31.760]  如果我們沒有忘記,
[00:01:31.760 --> 00:01:40.880]  其實第一句的說話是說明了我們要怎樣依靠祂的,
[00:01:40.880 --> 00:01:45.000]  第一句的說話出現在二十章第一節,
[00:01:45.000 --> 00:01:47.840]  神說了這一切的說話之後,
[00:01:47.840 --> 00:01:50.000]  祂說我是上主你的神,
[00:01:50.000 --> 00:01:54.040]  曾將你從埃及地圍爐之家領出來,
[00:01:54.040 --> 00:01:56.240]  除了我以外,
[00:01:56.240 --> 00:01:58.720]  你不可有別的神,
[00:01:58.720 --> 00:02:01.760]  甚至可以譯作對你而言,
[00:02:01.760 --> 00:02:05.920]  再沒有其他的神在我面前,
[00:02:05.920 --> 00:02:07.800]  就是開宗明義,
[00:02:07.800 --> 00:02:13.160]  只是得上主我們的神曾經救過我們。
[00:02:13.160 --> 00:02:15.280]  其他的神明呢,
[00:02:15.280 --> 00:02:20.240]  望塵莫及,即是食塵,
[00:02:20.240 --> 00:02:23.160]  車尾燈都看不到。
[00:02:23.160 --> 00:02:26.360]  沒有其他的神我們可以跟隨,
[00:02:26.360 --> 00:02:30.320]  而我們只可以去跟隨我們的神,
[00:02:30.320 --> 00:02:34.080]  包括去履行祂的心意,
[00:02:34.080 --> 00:02:38.360]  提到《不可姦淫》的勸告。
[00:02:38.360 --> 00:02:43.560]  而且《不可姦淫》又是在《不可殺人》之後,
[00:02:43.560 --> 00:02:45.800]  如果沒有想太多的話,
[00:02:45.800 --> 00:02:48.640]  其實你想想那個嚴重性,
[00:02:48.640 --> 00:02:55.840]  祂只是僅次於可以罵到沸沸揚揚的殺人事件,
[00:02:55.840 --> 00:03:00.320]  僅次於這種情況之後,
[00:03:00.320 --> 00:03:05.040]  都是生死有關的事情。
[00:03:05.040 --> 00:03:05.840]  而事實上,
[00:03:05.840 --> 00:03:13.520]  《摩西五經》祂只是三次提及過「姦淫」這個詞彙,
[00:03:13.520 --> 00:03:17.840]  第一次就是剛才讀過的二十章十四節,
[00:03:17.840 --> 00:03:22.760]  第三次就是在《生命記》第五章第十八節,
[00:03:22.760 --> 00:03:26.720]  都是十誡的經文,重複了一次。
[00:03:26.720 --> 00:03:34.720]  中間第二次是在《利未記》第二十章第十節,
[00:03:34.720 --> 00:03:38.240]  甚至是提及了四次。
[00:03:38.240 --> 00:03:43.160]  祂說任何人跟別人的妻子犯姦淫,
[00:03:43.160 --> 00:03:47.200]  就是跟鄰舍的妻子犯姦淫,
[00:03:47.200 --> 00:03:56.280]  犯姦淫的男子和犯姦淫的女子都必須處死。
[00:03:56.280 --> 00:03:58.680]  很嚴肅的一個說法,
[00:03:58.680 --> 00:04:03.120]  一講講四次在《利未記》這個地方。
[00:04:03.120 --> 00:04:05.720]  所以當到了耶穌的時代,
[00:04:05.720 --> 00:04:08.800]  約翰福音第八章,
[00:04:08.800 --> 00:04:16.200]  律法的教師和法律菜人帶了一個通姦的時候被捉拿的婦人,
[00:04:16.200 --> 00:04:19.120]  他們就大條道理對耶穌說,
[00:04:19.120 --> 00:04:24.720]  摩西的律法書上吩咐我們要用石頭打死這樣的婦人,
[00:04:24.720 --> 00:04:26.840]  那你認為怎樣呢?
[00:04:26.840 --> 00:04:32.840]  認為打死她好像殺人兇手一樣,
[00:04:32.840 --> 00:04:37.480]  但是認為放過她又違反摩西律法。
[00:04:37.480 --> 00:04:41.400]  擺明就是放耶穌上台不贊成又死,
[00:04:41.400 --> 00:04:44.160]  贊成執行也是死。
[00:04:44.160 --> 00:04:46.720]  於是耶穌連宵帶打,
[00:04:46.720 --> 00:04:53.360]  對他們說你們中間沒有罪的人可以先拿石頭打她,
[00:04:53.360 --> 00:04:57.960]  就是針對這些人企圖供契私用,
[00:04:57.960 --> 00:05:01.360]  有法要用盡這樣的態度。
[00:05:01.360 --> 00:05:04.800]  其實摩西的律法不一定要用盡的,
[00:05:04.800 --> 00:05:08.280]  這等於是最高可以判這個,
[00:05:08.280 --> 00:05:10.480]  但是往往都不會判這個。
[00:05:10.480 --> 00:05:14.400]  這也是我們熟悉的經驗。
[00:05:14.400 --> 00:05:23.560]  神自己在《和西亞書》又示範了一個有法不需要用盡的態度。
[00:05:23.560 --> 00:05:27.080]  《和西亞書》三章一節也在描述中,
[00:05:27.080 --> 00:05:36.240]  它說河西亞就要去愛犯奸淫的哥滅,愛回祂太太。
[00:05:36.240 --> 00:05:42.960]  正如耶和華又會去愛那些偏行幾路,
[00:05:42.960 --> 00:05:46.400]  偏信別臣這樣的以色列人。
[00:05:46.400 --> 00:05:50.080]  不殺哥滅,也不殺盡以色列人。
[00:05:50.080 --> 00:05:56.000]  就是這一節聖經只是說明哥滅該當何罪,
[00:05:56.000 --> 00:06:01.200]  但是卻是上主要求河西亞重新接納祂的太太,
[00:06:01.200 --> 00:06:09.000]  而上帝自己就重新接納偏向別臣的以色列人。
[00:06:09.000 --> 00:06:12.840]  其實神更進一步教導以色列人的,
[00:06:12.840 --> 00:06:17.400]  尤其是到了猶太人被老歸回之後,
[00:06:17.400 --> 00:06:21.920]  距離河西亞的時代都已經是兩百多年之後,
[00:06:21.920 --> 00:06:25.480]  去到公元前的五世紀。
