
[00:00:00.000 --> 00:00:04.000]  兄弟姐妹,聖誕快樂!
[00:00:04.000 --> 00:00:09.000]  在這個聖誕節期,我相信我們都會懂得互相道賀
[00:00:09.000 --> 00:00:15.000]  不過確實在今日這個普世所謂歡騰的日子裏面
[00:00:15.000 --> 00:00:18.000]  我們都見到現在這個世界上
[00:00:18.000 --> 00:00:23.000]  很多時候人們已經慢慢將聖誕節裏面的真正主角推走
[00:00:23.000 --> 00:00:26.000]  甚至不知道去了哪裏
[00:00:26.000 --> 00:00:30.000]  你可以看一下我們今日周圍
[00:00:30.000 --> 00:00:32.000]  最近我都看到一個新聞
[00:00:32.000 --> 00:00:34.000]  說加拿大人他們憤怒
[00:00:34.000 --> 00:00:35.000]  做什麼事呢?
[00:00:35.000 --> 00:00:38.000]  因為他們十月才有感恩節
[00:00:38.000 --> 00:00:42.000]  接著就有Halloween
[00:00:42.000 --> 00:00:44.000]  接著十一月都未凍
[00:00:44.000 --> 00:00:49.000]  他們已經周圍商場佈置了聖誕節慶日的東西
[00:00:49.000 --> 00:00:53.000]  很多gimmicks要人們買禮物
[00:00:53.000 --> 00:00:56.000]  其實買禮物這件事沒有什麼問題
[00:00:56.000 --> 00:01:01.000]  問題是他們覺得很多商家扭曲了這個意思
[00:01:01.000 --> 00:01:05.000]  將以為禮物就等於快樂
[00:01:05.000 --> 00:01:09.000]  其實我們送一些禮物給一些有需要的人
[00:01:09.000 --> 00:01:11.000]  或者甚至我們家人
[00:01:11.000 --> 00:01:13.000]  無可厚非的,沒有問題的
[00:01:13.000 --> 00:01:15.000]  但最緊要我們這個快樂的背後
[00:01:15.000 --> 00:01:16.000]  我們要告訴別人
[00:01:16.000 --> 00:01:18.000]  我們為什麼今天要慶祝呢?
[00:01:18.000 --> 00:01:20.000]  是因為我們有主耶穌基督
[00:01:20.000 --> 00:01:22.000]  祂已經降生了
[00:01:22.000 --> 00:01:26.000]  如果沒有基督在歷史上出現的話
[00:01:26.000 --> 00:01:30.000]  我們今天仍然是一群沒有子亡的人
[00:01:30.000 --> 00:01:31.000]  同意嗎?
[00:01:31.000 --> 00:01:33.000]  所以我們今天要知道
[00:01:33.000 --> 00:01:35.000]  我們要過這個聖誕節
[00:01:35.000 --> 00:01:38.000]  我們仍然需要好好的告訴世人
[00:01:38.000 --> 00:01:42.000]  在禮物的背後有喜樂的真正原因
[00:01:42.000 --> 00:01:45.000]  不是只是因為瘋狂購物
[00:01:45.000 --> 00:01:46.000]  有那些抽獎
[00:01:46.000 --> 00:01:49.000]  這是我們金鐘樂其中一個
[00:01:49.000 --> 00:01:54.000]  我特意出去看看時勢如何
[00:01:54.000 --> 00:01:58.000]  所以我喜歡有時到處拿著手機拍一些東西回來
[00:01:58.000 --> 00:02:00.000]  這個就是我們周圍香港
[00:02:00.000 --> 00:02:03.000]  其實全世界都有這樣的商場
[00:02:03.000 --> 00:02:08.000]  現在有很多五光十色的飾物
[00:02:08.000 --> 00:02:11.000]  這些聖誕樹一棵不夠
[00:02:11.000 --> 00:02:12.000]  不知道這裡有多少棵
[00:02:12.000 --> 00:02:13.000]  很多棵
[00:02:13.000 --> 00:02:16.000]  我記得我小時候有一棵聖誕樹
[00:02:16.000 --> 00:02:18.000]  如果在家裡很厲害
[00:02:18.000 --> 00:02:21.000]  有一棵聖誕樹在教會都很厲害
[00:02:21.000 --> 00:02:23.000]  在商場也是
[00:02:23.000 --> 00:02:24.000]  現在不是
[00:02:24.000 --> 00:02:25.000]  到處都是
[00:02:25.000 --> 00:02:27.000]  但是有聖誕樹
[00:02:27.000 --> 00:02:29.000]  主角不知道去了哪裡
[00:02:29.000 --> 00:02:30.000]  小朋友還以為
[00:02:30.000 --> 00:02:33.000]  聖誕節就是慶祝聖誕老人
[00:02:33.000 --> 00:02:36.000]  這個就是我們需要撥亂糾正
[00:02:36.000 --> 00:02:38.000]  你們看看我們的機場
[00:02:38.000 --> 00:02:40.000]  機場都換了一身
[00:02:40.000 --> 00:02:43.000]  你看看這些season greeting
[00:02:43.000 --> 00:02:45.000]  happy holidays
[00:02:45.000 --> 00:02:51.000]  其實今天你看到我們彼此的祝賀
[00:02:51.000 --> 00:02:53.000]  我們要把Christmas帶回來
[00:02:53.000 --> 00:02:55.000]  我們要告訴別人
[00:02:55.000 --> 00:02:58.000]  There is nothing shame to say Merry Christmas
[00:02:58.000 --> 00:03:01.000]  因為這個節旗根本是屬於耶穌基督
[00:03:01.000 --> 00:03:05.000]  所以下次你不要跟別人說Happy Holiday
[00:03:05.000 --> 00:03:09.000]  你要說Merry Christmas
[00:03:09.000 --> 00:03:11.000]  美國總統特朗普
[00:03:11.000 --> 00:03:15.000]  其實很多事情我不是完全同意
[00:03:15.000 --> 00:03:19.000]  不過他11月底在白宮有一個亮燈儀式
[00:03:19.000 --> 00:03:21.000]  紀念聖誕節
[00:03:21.000 --> 00:03:23.000]  他說了一番說話很有意思
[00:03:23.000 --> 00:03:28.000]  他說我們需要將這個聖誕故事重新向世界宣告
[00:03:28.000 --> 00:03:34.000]  因為基督的降生尼林國改變了人類整個的歷史
[00:03:34.000 --> 00:03:36.000]  這個是事實
[00:03:36.000 --> 00:03:38.000]  所以我們Nothing to shame
[00:03:38.000 --> 00:03:42.000]  Tell other people 告訴全世界的人知道
[00:03:42.000 --> 00:03:46.000]  這個聖誕節是我們一起慶祝基督的降生
[00:03:46.000 --> 00:03:48.000]  我們需要這樣做
[00:03:48.000 --> 00:03:50.000]  所以機場雖然是這樣
[00:03:50.000 --> 00:03:54.000]  我等下也放一首機場製作的歌給大家聽
[00:03:54.000 --> 00:03:56.000]  他們也懂得說Joy to the world
[00:03:56.000 --> 00:03:58.000]  很好
[00:03:58.000 --> 00:04:02.000]  兩年前我們教會開始有這些聖景
[00:04:02.000 --> 00:04:04.000]  當時就佈置了
[00:04:04.000 --> 00:04:08.000]  弟兄姊妹弄了兩棵聖樹和一些禮物
[00:04:08.000 --> 00:04:10.000]  還有一隻叫做什麼 眉鹿
[00:04:10.000 --> 00:04:12.000]  會發光的
[00:04:12.000 --> 00:04:15.000]  我講完崇拜的時候
[00:04:15.000 --> 00:04:18.000]  有一位是美國來的弟兄
[00:04:18.000 --> 00:04:20.000]  他跟我說牧師
[00:04:20.000 --> 00:04:25.000]  我真的覺得現在去商場周圍都是那些聖誕聖物
[00:04:25.000 --> 00:04:29.000]  但唯獨沒有聖誕節的真正的主角
[00:04:29.000 --> 00:04:31.000]  沒有馬槽
[00:04:31.000 --> 00:04:35.000]  我來到教會 進來看到這個景
[00:04:35.000 --> 00:04:37.000]  我很失望
[00:04:37.000 --> 00:04:39.000]  沒有馬槽
[00:04:39.000 --> 00:04:43.000]  我當時被他一語中的提醒
[00:04:43.000 --> 00:04:45.000]  我說弟兄 你說的是對
[00:04:45.000 --> 00:04:48.000]  我馬上回去辦公室跟同工說
[00:04:48.000 --> 00:04:51.000]  我們可不可以馬上弄個馬槽回來
[00:04:51.000 --> 00:04:54.000]  辦公室同工也很幫忙
[00:04:54.000 --> 00:04:56.000]  他們馬上說牧師
[00:04:56.000 --> 00:04:58.000]  弄就弄不及了 不過我們買吧
[00:04:58.000 --> 00:05:00.000]  好吧 買吧
[00:05:00.000 --> 00:05:02.000]  你買了什麼呢 買了馬槽
[00:05:02.000 --> 00:05:05.000]  原來這個是在基督教的書局
[00:05:05.000 --> 00:05:07.000]  原來是最大的那一座
[00:05:07.000 --> 00:05:09.000]  放在你家裡就很大
[00:05:09.000 --> 00:05:11.000]  但放在教會就很小
[00:05:11.000 --> 00:05:13.000]  我們都感恩
[00:05:13.000 --> 00:05:15.000]  那是一個好的開始
[00:05:15.000 --> 00:05:17.000]  所以不斷都有進步
[00:05:17.000 --> 00:05:20.000]  這個去年2016年
[00:05:20.000 --> 00:05:22.000]  姐妹區他們
[00:05:22.000 --> 00:05:24.000]  我們給點掌聲
[00:05:24.000 --> 00:05:26.000]  姐妹區的姐妹很厲害
[00:05:26.000 --> 00:05:29.000]  他們做了一個真人版的藥室和瑪利亞
[00:05:29.000 --> 00:05:32.000]  真人版真的是我們這些成人的尺寸
[00:05:32.000 --> 00:05:34.000]  那個聖嬰Baby Jesus
[00:05:34.000 --> 00:05:36.000]  就是Baby的尺寸
[00:05:36.000 --> 00:05:38.000]  做得很像
[00:05:38.000 --> 00:05:40.000]  我自己親手摸過
[00:05:40.000 --> 00:05:42.000]  真的有質感
[00:05:42.000 --> 00:05:45.000]  真的好像人的肉
[00:05:45.000 --> 00:05:48.000]  他們很有心機去弄了這個馬槽
[00:05:48.000 --> 00:05:51.000]  有約瑟 瑪利亞 有羊仔
[00:05:51.000 --> 00:05:53.000]  有很多姐妹
[00:05:53.000 --> 00:05:55.000]  一進來教會就記得
[00:05:55.000 --> 00:05:58.000]  這個節日是紀念我們的主耶穌降生
[00:05:58.000 --> 00:06:01.000]  今年還有創意
[00:06:01.000 --> 00:06:03.000]  我們一班少年人
[00:06:03.000 --> 00:06:05.000]  雖然卡通一點
[00:06:05.000 --> 00:06:07.000]  但你會發覺
[00:06:07.000 --> 00:06:10.000]  他又將這個景物帶出來
[00:06:10.000 --> 00:06:13.000]  而且他們在每一個場景後
[00:06:13.000 --> 00:06:15.000]  都有一個畫
[00:06:15.000 --> 00:06:17.000]  如果你有看得到的話
[00:06:17.000 --> 00:06:19.000]  你出去都可以看
[00:06:19.000 --> 00:06:22.000]  你可以用QR Code
[00:06:22.000 --> 00:06:24.000]  掃描它
[00:06:24.000 --> 00:06:27.000]  將經文和一些反思的問題
[00:06:27.000 --> 00:06:29.000]  你可以回家
[00:06:29.000 --> 00:06:31.000]  今晚成為你的聖誕大餐
[00:06:31.000 --> 00:06:33.000]  之前的一個默想都很好
[00:06:33.000 --> 00:06:35.000]  這些就是我們看到
[00:06:35.000 --> 00:06:37.000]  在茶水間也有
[00:06:37.000 --> 00:06:39.000]  有天使報喜訊
[00:06:39.000 --> 00:06:42.000]  給那班在百里行野地裡的牧羊人
[00:06:42.000 --> 00:06:44.000]  也有等一會我們會讀的經文
[00:06:44.000 --> 00:06:47.000]  他也有這個QR Code的一段經文
[00:06:47.000 --> 00:06:49.000]  很好
[00:06:49.000 --> 00:06:51.000]  在輔堂也有東方幾個博士
[00:06:51.000 --> 00:06:54.000]  來將禮物獻給我們的主耶穌
[00:06:54.000 --> 00:06:56.000]  這一切都是提醒我們
[00:06:56.000 --> 00:06:59.000]  這個節日真正的主角
[00:06:59.000 --> 00:07:01.000]  我們要紀念祂
[00:07:01.000 --> 00:07:03.000]  因為沒有祂出現的話
[00:07:03.000 --> 00:07:07.000]  我們今天世間所謂的享受
[00:07:07.000 --> 00:07:08.000]  物質
[00:07:08.000 --> 00:07:10.000]  我們的節日的慶祝
[00:07:10.000 --> 00:07:12.000]  其實沒有意思
[00:07:12.000 --> 00:07:13.000]  沒有意思
[00:07:13.000 --> 00:07:16.000]  我們需要和家人一起相聚
[00:07:16.000 --> 00:07:18.000]  或者和朋友歡聚的時候
[00:07:18.000 --> 00:07:19.000]  讓他們明白
[00:07:19.000 --> 00:07:22.000]  Jesus is the reason for the season
[00:07:22.000 --> 00:07:23.000]  大家說一次好不好
[00:07:23.000 --> 00:07:28.000]  Jesus is the reason for the season
[00:07:28.000 --> 00:07:31.000]  因為耶穌正是這個節日
[00:07:31.000 --> 00:07:34.000]  那個真正的原因
[00:07:34.000 --> 00:07:35.000]  沒有祂的出現
[00:07:35.000 --> 00:07:37.000]  我們根本是大件事
[00:07:37.000 --> 00:07:41.000]  所以我這次在我們的崇拜封面
[00:07:41.000 --> 00:07:45.000]  專門選了這個聖誕卡做封面
[00:07:45.000 --> 00:07:49.000]  這個聖誕卡是很多年前
[00:07:49.000 --> 00:07:53.000]  我曾經送過給一些朋友
[00:07:53.000 --> 00:07:55.000]  但我都留起一張
[00:07:55.000 --> 00:07:57.000]  我自己一直這麼多年都沒有丟掉
[00:07:57.000 --> 00:07:59.000]  這一張聖誕卡很有意思
[00:07:59.000 --> 00:08:01.000]  它就將我們的聖誕
[00:08:01.000 --> 00:08:03.000]  其實這個字就是
[00:08:03.000 --> 00:08:05.000]  Catholic的Mass
[00:08:05.000 --> 00:08:09.000]  就是群眾一起敬拜Christ
