
[00:00:00.000 --> 00:00:05.520]  好,今日好多謝牧師,好多謝教會嘅邀請
[00:00:05.520 --> 00:00:09.560]  頭先先問起我以為上個月係我爸爸嚟講
[00:00:09.560 --> 00:00:12.640]  原來佢過去嗰兩個月都係佢嚟講
[00:00:12.640 --> 00:00:16.920]  今日可能佢講唔曬啲嘢就交畀我去講
[00:00:16.920 --> 00:00:22.200]  其實我幾年之前都又係蔡醫生嚟分享
[00:00:22.200 --> 00:00:25.240]  佢又捉過我嚟講咗少少見證嘅
[00:00:25.240 --> 00:00:30.240]  所以如果你,我都唔記得可能係三四年前你嚟過呢度
[00:00:30.240 --> 00:00:33.160]  你可能聽過我講我嘅見證
[00:00:33.160 --> 00:00:36.880]  咁我就亦都會用嗰個見證嚟到開始嘅
[00:00:36.880 --> 00:00:42.400]  頭先講我舊年經歷咗我拍嘅電影十年
[00:00:42.400 --> 00:00:45.320]  咁我都會分享當中一啲嘅經歷
[00:00:45.320 --> 00:00:47.920]  咁但係亦都會分享我自己嘅生命嘅故事
[00:00:47.920 --> 00:00:52.560]  咁所以希望呢段短半個鐘就將我嘅生命
[00:00:52.560 --> 00:00:57.120]  即主要係show睇我嘅經歷裏面我點樣去同佢一齊行
[00:00:57.120 --> 00:00:59.200]  點樣經歷佢嘅恩怨同埋平安
[00:00:59.200 --> 00:01:03.560]  咁所以今日就用呢個題目亦都係講返
[00:01:03.560 --> 00:01:08.240]  怎樣去呼召我嚟到去透過我而家做緊嘅嘢去服侍佢
[00:01:08.240 --> 00:01:11.320]  咁所以就即係主要係講呢啲咁嘅嘢
[00:01:11.320 --> 00:01:13.840]  咁呢就我會有啲相畀大家睇嘅
[00:01:13.840 --> 00:01:17.080]  咁所以你耐唔耐呢就可以望上嚟
[00:01:17.080 --> 00:01:22.040]  可能呢邊睇得唔清楚又可能行下過嚟畀你望下咁樣
[00:01:22.040 --> 00:01:24.280]  咁呢就
[00:01:24.280 --> 00:01:26.400]  第一張相
[00:01:26.400 --> 00:01:28.680]  你望一望先睇唔清楚唔緊要啦
[00:01:28.680 --> 00:01:33.120]  咁你可能都估到呢個係一間大學
[00:01:33.120 --> 00:01:36.640]  係一間外國嘅大學係咪應該都好靚嘅地方
[00:01:36.640 --> 00:01:39.840]  咁其實呢張相係舊年嘅暑假
[00:01:39.840 --> 00:01:42.920]  我哋同爸爸一家就去美國旅行
[00:01:42.920 --> 00:01:48.200]  咁我呢間大學喺美國東岸喺Virginia一間嘅幾好靚嘅大學
[00:01:48.200 --> 00:01:49.440]  咁點解show呢張相出嚟呢
[00:01:49.440 --> 00:01:52.520]  呢個同我嘅colleague係很有關係
[00:01:52.520 --> 00:01:58.200]  呢間大學係我廿幾年前喺度讀電影嘅時候畢業
[00:01:58.200 --> 00:02:02.720]  咁估唔到廿幾年之後有機會返返去重遊舊地
[00:02:02.720 --> 00:02:06.440]  咁其中圓形你見到有個校徽
[00:02:06.440 --> 00:02:08.920]  佢中間有句字寫住
[00:02:08.920 --> 00:02:11.720]  叫Christian Leadership to Change the World
[00:02:11.720 --> 00:02:15.080]  基督徒嘅領袖去改變呢個世界
[00:02:15.080 --> 00:02:18.520]  咁我當時讀呢間大學係一間基督教嘅大學
[00:02:18.520 --> 00:02:21.320]  咁佢就有唔同嘅專業去進修
[00:02:21.320 --> 00:02:24.120]  咁我就選擇去讀電影
[00:02:24.120 --> 00:02:26.720]  我點解第一張就show呢張
[00:02:26.720 --> 00:02:28.520]  因為我估唔到廿幾年之後
[00:02:28.520 --> 00:02:32.520]  上帝係用我可以喺電影嚟到去服侍佢
[00:02:32.520 --> 00:02:34.120]  同埋去榮耀佢嘅命
[00:02:34.120 --> 00:02:37.680]  咁但係呢張相更加重要就係嗰句幾個字
[00:02:37.680 --> 00:02:42.280]  基督徒嘅領袖去改變或者影響呢個世界
[00:02:42.280 --> 00:02:45.920]  係當時我去讀書嘅時候已經刻咗喺我心裏面
[00:02:45.920 --> 00:02:51.720]  就係原來我讀完嘅書我嘅專業係可以去服侍呢個社會
[00:02:51.720 --> 00:02:54.720]  其實當時有唔同嘅專業
[00:02:54.720 --> 00:02:57.920]  有啲係讀法律有啲係讀勇士有啲係讀教師
[00:02:57.920 --> 00:03:01.720]  原來佢都係用呢句嘅所謂一個口號
[00:03:01.720 --> 00:03:05.920]  嚟到去俾我哋可以去進入呢個社會嚟服侍佢
[00:03:05.920 --> 00:03:10.720]  咁所以呢張相係舊年我同爸爸同我太太同我仔
[00:03:10.720 --> 00:03:13.320]  去嘅時候我覺得呢個幾有紀念價值
[00:03:13.320 --> 00:03:15.320]  咁所以就show俾大家睇
[00:03:15.920 --> 00:03:19.520]  咁其實上次嚟分享呢
[00:03:19.520 --> 00:03:22.920]  如無意外都係講我當時十幾年前
[00:03:22.920 --> 00:03:25.720]  我有一個嘅病一個見證
[00:03:25.720 --> 00:03:27.520]  咁呢張相係話畀大家聽
[00:03:27.520 --> 00:03:29.720]  我曾經都係中環返工嘅
[00:03:29.720 --> 00:03:33.320]  我係喺中環中心又返咗工
[00:03:33.320 --> 00:03:38.120]  喺總之係智利廣場負責又返咗工
[00:03:38.120 --> 00:03:40.720]  我十多年係做IT嘅工作
[00:03:40.720 --> 00:03:43.320]  頭先見到IT嘅朋友
[00:03:43.320 --> 00:03:45.520]  都係喺個商業世界嗰度去做
[00:03:45.520 --> 00:03:48.920]  咁甚至乎當時又去過美國做嘢
[00:03:48.920 --> 00:03:51.520]  我哋嗰陣間公司英國修法公司
[00:03:51.520 --> 00:03:54.120]  當時以為自己做得幾好嘅
[00:03:54.120 --> 00:03:57.320]  我畢業之後就返香港
[00:03:57.320 --> 00:03:59.320]  咁就喺商界做咗十多年
[00:03:59.320 --> 00:04:05.520]  咁但係就係大約2004年嘅時候
[00:04:05.520 --> 00:04:08.720]  呢張相係我喺威爾斯醫院影嘅
[00:04:08.720 --> 00:04:11.720]  如果大家見到我旁邊嗰個係蔡依拉係我父親
[00:04:11.720 --> 00:04:15.320]  我坐住喺度其實著住嗰啲病人嘅衫
[00:04:15.320 --> 00:04:18.520]  呢張相係我偷偷地落去呢個平台
[00:04:18.520 --> 00:04:20.120]  點解要喺平台影張相呢
[00:04:20.120 --> 00:04:22.520]  就係我仔當時得三歲
[00:04:22.520 --> 00:04:24.920]  個仔唔可以上嚟病房探我
[00:04:24.920 --> 00:04:30.120]  當時就係我做咗兩次好大嘅腦部嘅手術
[00:04:30.120 --> 00:04:32.320]  咁上次嚟講應該係講呢個嘅見證
[00:04:32.320 --> 00:04:34.120]  神弟點樣喺病裏面呢
[00:04:34.120 --> 00:04:36.120]  我經歷佢嘅醫治同埋平安
[00:04:36.120 --> 00:04:38.120]  咁所以呢個係上半部分
[00:04:38.120 --> 00:04:39.720]  有啲可能當時冇聽過
[00:04:39.720 --> 00:04:42.320]  我都講返少少就係神正相
[00:04:42.320 --> 00:04:47.520]  嗰次嘅病你見我而家都好大隻
[00:04:47.520 --> 00:04:48.720]  都幾健康
[00:04:48.720 --> 00:04:53.120]  但係當時我係應該比而家瘦咗成三十磅
[00:04:53.120 --> 00:04:55.120]  個腦有兩個好大嘅腫瘤
[00:04:55.120 --> 00:04:57.120]  經歷兩次好大嘅手術
[00:04:57.120 --> 00:05:01.720]  之後醫生畀咗我三個月休息放假
[00:05:01.720 --> 00:05:03.720]  再做咗二十五次嘅電療
[00:05:03.720 --> 00:05:06.520]  咁繼續就康復
[00:05:06.520 --> 00:05:09.120]  到今天我琴日先見醫生
[00:05:09.120 --> 00:05:11.120]  我而家每半年都要見一次覆診
[00:05:11.120 --> 00:05:14.720]  因為個腦影響咗我個荷爾蒙嘅系統
[00:05:14.720 --> 00:05:17.720]  我個荷爾蒙唔識自己去製造荷爾蒙
[00:05:17.720 --> 00:05:19.320]  所以我每日都要食好多藥
[00:05:19.320 --> 00:05:20.720]  嚟去補充啲荷爾蒙
[00:05:20.720 --> 00:05:22.520]  咁每半年就去驗下血
[00:05:22.520 --> 00:05:24.320]  咁我感謝主同埋見完呢
[00:05:24.320 --> 00:05:25.920]  醫生話啲報告都正常
[00:05:25.920 --> 00:05:28.720]  咁所以我繼續有生命可以去服侍佢
[00:05:28.720 --> 00:05:30.320]  呢個都係上帝嘅恩典
[00:05:30.320 --> 00:05:34.320]  咁有兩次經文都好快同大家講
[00:05:34.320 --> 00:05:38.520]  呢個都係成為當時我經歷呢啲嘅困難
[00:05:38.520 --> 00:05:42.920]  呢啲嘅所謂人生裏面一個比較大嘅考驗嘅時候
[00:05:42.920 --> 00:05:44.920]  上帝點樣去同我同在
[00:05:44.920 --> 00:05:47.720]  其中一句系《詩篇》一百篇
[00:05:47.720 --> 00:05:49.720]  大家可能都好熟悉
[00:05:49.720 --> 00:05:52.920]  不過我用英文嚟到去讀呢兩次經文
[00:05:52.920 --> 00:05:56.520]  中文系當讚美進入他地獄
[00:05:56.520 --> 00:05:58.920]  當感謝他稱頌他
[00:05:58.920 --> 00:06:01.120]  呢句系詩篇裏面一個好
[00:06:01.120 --> 00:06:02.120]  大家都好熟悉嘅經文
[00:06:02.120 --> 00:06:04.120]  但係英文呢就係
[00:06:04.120 --> 00:06:06.320]  Enter with the password, thank you
[00:06:06.320 --> 00:06:10.920]  Make yourself at home, take king, talking praise, thank him, worship him
[00:06:10.920 --> 00:06:14.120]  呢句系當時我入手術室嘅時候
[00:06:14.120 --> 00:06:16.720]  我爸爸俾咗呢支經文我
[00:06:16.720 --> 00:06:20.720]  原來入手術室有個password嘅有個密碼嘅
[00:06:20.720 --> 00:06:24.320]  呢個密碼叫做Thank you 叫感恩
[00:06:24.320 --> 00:06:26.920]  呢句經文點解對我咁重要呢
[00:06:26.920 --> 00:06:28.920]  就系我當時做IT
[00:06:28.920 --> 00:06:31.520]  Password系一個好重要嘅字
[00:06:31.520 --> 00:06:32.920]  我聽到呢個password
[00:06:32.920 --> 00:06:35.720]  原來系要感恩入去呢個手術室
[00:06:35.720 --> 00:06:38.320]  當時系做第一次嘅手術
[00:06:38.320 --> 00:06:40.320]  嗰次手術做咗九個鐘
[00:06:40.320 --> 00:06:42.320]  詳細唔講啦
[00:06:42.320 --> 00:06:46.320]  但系呢我經歷咗上帝俾我嘅平安
[00:06:46.320 --> 00:06:50.120]  系我系帶住感恩嘅心進入去手術室
[00:06:50.120 --> 00:06:53.120]  但系呢做完第一次手術呢
[00:06:53.120 --> 00:06:55.720]  醫生隔咗兩日同我講
[00:06:55.720 --> 00:06:58.720]  佢話Andrew個瘤割唔清
[00:06:58.720 --> 00:07:00.520]  你隔唔隔意做多次呀
[00:07:00.520 --> 00:07:01.720]  好輕描淡寫
[00:07:01.720 --> 00:07:04.320]  咁當時我都做一次啦
[00:07:04.320 --> 00:07:06.320]  咁話好啦做多次啦
[00:07:06.320 --> 00:07:09.320]  我都好快就答應醫生
[00:07:09.320 --> 00:07:11.920]  第二次入手術室嘅時候
[00:07:11.920 --> 00:07:14.120]  我個牧師俾咗另一支經文我
[00:07:14.120 --> 00:07:15.520]  呢支經文呢
[00:07:15.520 --> 00:07:16.920]  亦都大家好熟悉嘅
[00:07:16.920 --> 00:07:18.920]  耶利米茲人嗰張十一字
[00:07:18.920 --> 00:07:21.920]  耶和華說我所向你們
[00:07:21.920 --> 00:07:24.720]  耶和華說我知道我向你們所懷嘅意念
[00:07:24.720 --> 00:07:25.920]  系切平安嘅意念
[00:07:25.920 --> 00:07:27.520]  系降災禍嘅意念
[00:07:27.520 --> 00:07:30.920]  要叫你們活後有志望
[00:07:30.920 --> 00:07:32.720]  第二次經文
[00:07:32.720 --> 00:07:34.120]  上帝又話畀我聽
[00:07:34.120 --> 00:07:37.520]  我叫你係平安系有希望
[00:07:37.520 --> 00:07:40.120]  亦住帶住呢個心就入去手術室
[00:07:40.120 --> 00:07:41.320]  第二次好感恩
[00:07:41.320 --> 00:07:43.120]  做做下手術嘅時候
[00:07:43.120 --> 00:07:44.720]  醫生話個瘤跌咗落嚟
[00:07:44.720 --> 00:07:45.920]  都可以割清淨佢
[00:07:45.920 --> 00:07:47.320]  好似好輕鬆
[00:07:47.320 --> 00:07:49.120]  但我覺得上帝嘅手喺度做緊嘢
[00:07:49.120 --> 00:07:53.320]  就係喺2004年做完手術
[00:07:53.320 --> 00:07:54.720]  再休養嘅時候
[00:07:54.720 --> 00:07:56.920]  我就決定放低我當時
[00:07:56.920 --> 00:07:58.720]  喺做IT嘅工作
[00:07:58.720 --> 00:07:59.520]  做咗十多年
[00:07:59.520 --> 00:08:00.520]  當時做得唔錯
[00:08:00.520 --> 00:08:02.120]  自己覺得都幾成功
[00:08:02.120 --> 00:08:04.720]  不過就藉住呢個病
[00:08:04.720 --> 00:08:06.320]  我更加知道上帝call我
[00:08:06.320 --> 00:08:08.520]  去做一啲更重要嘅事情
[00:08:08.520 --> 00:08:11.920]  當時係2005年
[00:08:11.920 --> 00:08:14.720]  咁我就入咗中神去讀書
[00:08:14.720 --> 00:08:15.520]  讀咗三年
[00:08:15.520 --> 00:08:16.920]  讀完書之後
[00:08:16.920 --> 00:08:19.520]  2008年
[00:08:19.520 --> 00:08:21.320]  如果大家仲記得
[00:08:21.320 --> 00:08:23.520]  蔡英雄成日都會講呢個片段
[00:08:23.520 --> 00:08:25.520]  就係2008年喺四川地震
[00:08:25.520 --> 00:08:27.720]  佢都去咗好多次嘅地震
[00:08:27.720 --> 00:08:30.520]  去做一啲心靈嘅支援救災嘅工作
[00:08:30.520 --> 00:08:33.320]  當時就我同我細佬
[00:08:33.320 --> 00:08:34.520]  三父子就一齊
[00:08:34.520 --> 00:08:37.120]  有機會入到去四川嚟做服侍
[00:08:37.120 --> 00:08:37.920]  咁呢張圖呢
[00:08:37.920 --> 00:08:39.720]  就係當時喺一啲
[00:08:39.720 --> 00:08:42.720]  我哋去到一間倒塌咗嘅中學
[00:08:42.720 --> 00:08:45.320]  我哋有機會入到去服侍佢哋
[00:08:45.320 --> 00:08:48.120]  咁我哋你見我哋著住藍衫
[00:08:48.120 --> 00:08:49.520]  就係我同個細佬
[00:08:49.520 --> 00:08:50.920]  中間係卓怡
[00:08:50.920 --> 00:08:53.920]  另外一位係當時喺呢間中學
[00:08:53.920 --> 00:08:56.120]  其中一個生還者
[00:08:56.120 --> 00:08:58.920]  咁我有機會同呢啲嘅學生去同行
[00:08:58.920 --> 00:09:01.920]  一直即係有幾年嘅時間
[00:09:01.920 --> 00:09:04.720]  去咗四川去做呢啲嘅探訪嘅工作
[00:09:04.720 --> 00:09:07.720]  開始我嘅服侍上帝
[00:09:07.720 --> 00:09:09.720]  我當時已經加入咗特殊機構
[00:09:09.720 --> 00:09:12.720]  開始服侍嘅旅程
[00:09:12.720 --> 00:09:14.720]  咁一直呢我哋好感恩嘅
[00:09:14.720 --> 00:09:16.720]  即係三父子好多機會
[00:09:16.720 --> 00:09:17.720]  唔同嘅服侍
[00:09:17.720 --> 00:09:20.720]  咁呢張相係啱啱上個禮拜
[00:09:20.720 --> 00:09:22.520]  即係我姑姐喺度
[00:09:22.520 --> 00:09:23.320]  所以佢就知
[00:09:23.320 --> 00:09:26.120]  即係啱啱我哋三父子有機會同台
[00:09:26.120 --> 00:09:29.920]  去分享同補社會思念嗰個嘅講座
[00:09:29.920 --> 00:09:31.920]  咁當日好多嘅校長
[00:09:31.920 --> 00:09:32.920]  好多嘅社工
[00:09:32.920 --> 00:09:33.920]  好多嘅老師
[00:09:33.920 --> 00:09:35.920]  我哋有機會
[00:09:35.920 --> 00:09:37.920]  我都好難得三父子同堂
[00:09:37.920 --> 00:09:39.920]  但係我只可以感恩
[00:09:39.920 --> 00:09:43.920]  因為呢我細佬嘅專業係一個心理嘅專家
[00:09:43.920 --> 00:09:45.920]  佢臨床心理學家嚟嘅
[00:09:45.920 --> 00:09:48.920]  咁呢就我有另外啲嘅專業
[00:09:48.920 --> 00:09:50.920]  咁但係就可以同父親一齊去分享
[00:09:50.920 --> 00:09:53.920]  咁呢個都係上帝俾我好多機會去服侍佢
[00:09:53.920 --> 00:09:55.920]  當然我跟住
[00:09:55.920 --> 00:09:57.920]  我都要睇住時間
[00:09:57.920 --> 00:09:59.920]  跟住我就會講多少少
[00:09:59.920 --> 00:10:01.920]  頭先即係十年
[00:10:01.920 --> 00:10:04.920]  呢一年上帝點樣俾我去經歷
[00:10:04.920 --> 00:10:06.920]  好多好多嘅事情
[00:10:06.920 --> 00:10:09.920]  因為過去呢一年係好忙碌嘅一年
[00:10:09.920 --> 00:10:11.920]  我全世界咁飛
[00:10:11.920 --> 00:10:14.920]  喺香港又做咗好多嘅事情
[00:10:14.920 --> 00:10:16.920]  咁呢就藉住呢樣嘢
[00:10:16.920 --> 00:10:19.920]  我覺得係我更加見到上帝嘅工作
[00:10:19.920 --> 00:10:24.920]  無論喺香港或者藉住我哋一個好小小嘅電影
[00:10:24.920 --> 00:10:28.920]  其實都係引起可以好多唔同嘅人嘅接觸同埋嘅討論
[00:10:28.920 --> 00:10:35.920]  唔會詳細講套戲嘅嘢
[00:10:35.920 --> 00:10:39.920]  你上去買隻HMA買隻DVD睇就ok
[00:10:39.920 --> 00:10:43.920]  但係十年嘅開始其實我哋只係問一個問題
[00:10:43.920 --> 00:10:46.920]  我哋當時覺得香港都面對好多嘅轉變
[00:10:46.920 --> 00:10:48.920]  我哋想問十年之後究竟香港會變成點樣
[00:10:48.920 --> 00:10:52.920]  我哋就搵咗幾個年青嘅導演一齊去拍咗呢套嘅片
[00:10:52.920 --> 00:10:55.920]  當然呢套片係一個好
[00:10:55.920 --> 00:10:58.920]  亦都有唔同嘅爭議性嘅電影
[00:10:58.920 --> 00:11:02.920]  但係其實當時嘅心冇諗過係會搞到今日咁樣
[00:11:02.920 --> 00:11:05.920]  當時只係可能做一間戲院嘅上映
[00:11:05.920 --> 00:11:07.920]  搞啲唔同嘅討論會
[00:11:07.920 --> 00:11:10.920]  都希望大家去探討香港嘅未來
[00:11:10.920 --> 00:11:12.920]  咁所以我哋嘅成本很低
[00:11:12.920 --> 00:11:16.920]  呢個係我哋其中一個拍攝嘅場面
[00:11:16.920 --> 00:11:17.920]  其中一套嘅短片
[00:11:17.920 --> 00:11:20.920]  唔係好多嘅製作嘅成本
[00:11:20.920 --> 00:11:24.920]  但係畀我哋有機會上到戲院
[00:11:24.920 --> 00:11:26.920]  仲做咗八個禮拜
[00:11:26.920 --> 00:11:29.920]  票房有六百萬
[00:11:29.920 --> 00:11:32.920]  我哋嘅成本得五十萬嘅啫
[00:11:32.920 --> 00:11:34.920]  啲人話我哋鋼刀仔鋸大樹
[00:11:34.920 --> 00:11:37.920]  其實我哋冇諗過鋸咩大樹
[00:11:37.920 --> 00:11:39.920]  我哋能夠上映我哋都係好感恩
[00:11:39.920 --> 00:11:44.920]  但係呢個反應係遠超我哋嘅想像
[00:11:44.920 --> 00:11:49.920]  過我哋好多嘅媒體好多新聞嘅報導
[00:11:49.920 --> 00:11:52.920]  香港嘅有海外嘅有
[00:11:52.920 --> 00:11:53.920]  所以舊年其中一個忙
[00:11:53.920 --> 00:11:55.920]  就係不斷去做呢啲嘅訪問
[00:11:55.920 --> 00:11:58.920]  當時大家都好關心香港嘅情況
[00:11:58.920 --> 00:12:01.920]  咁所以海外嘅人都係問好多
[00:12:01.920 --> 00:12:05.920]  我哋關於製作呢套戲會有啲嘅意念
[00:12:05.920 --> 00:12:09.920]  當然有外國亦都有內地一啲嘅媒體
[00:12:09.920 --> 00:12:11.920]  對我哋有唔同嘅評論
[00:12:11.920 --> 00:12:13.920]  詳細就唔講
[00:12:13.920 --> 00:12:17.920]  咁但係大家都估唔到除咗戲院上
[00:12:17.920 --> 00:12:19.920]  我哋有機會去咗
[00:12:19.920 --> 00:12:22.920]  其實去到今日已經差唔多做咗200場
[00:12:22.920 --> 00:12:28.920]  喺學校喺社區喺神學院喺教會嘅放映
[00:12:28.920 --> 00:12:31.920]  呢一場係舊年喺中文大學
[00:12:31.920 --> 00:12:33.920]  史密夫堂
[00:12:33.920 --> 00:12:37.920]  1400人係作無虛席嘅一個放映會
[00:12:37.920 --> 00:12:40.920]  我哋有好多機會去接觸到呢啲嘅年青人
[00:12:40.920 --> 00:12:42.920]  同佢哋分享同佢哋討論
[00:12:42.920 --> 00:12:44.920]  香港嘅問題
[00:12:44.920 --> 00:12:46.920]  另外可能唔係好清楚
[00:12:46.920 --> 00:12:48.920]  我特登揀一張係
[00:12:48.920 --> 00:12:50.920]  我有機會去到
[00:12:50.920 --> 00:12:53.920]  兼襯去做一個分享會
[00:12:53.920 --> 00:12:55.920]  佢做完一次放映會
[00:12:55.920 --> 00:12:57.920]  跟住個禮拜就返返兼襯
[00:12:57.920 --> 00:12:59.920]  當時係李錦鴻會撞
[00:12:59.920 --> 00:13:01.920]  佢做主持
[00:13:01.920 --> 00:13:03.920]  咁我哋去咗好多間教會
[00:13:03.920 --> 00:13:05.920]  我哋去咗五六十間教會
[00:13:05.920 --> 00:13:07.920]  隔離嗰間係我嘅母校中神
[00:13:07.920 --> 00:13:09.920]  我哋去中神都做咗兩次嘅放映會
[00:13:09.920 --> 00:13:11.920]  好多呢啲機會俾我感覺到
[00:13:11.920 --> 00:13:15.920]  原來透過一套短短嘅影片
[00:13:15.920 --> 00:13:19.920]  原來可以去同教會好多嘅討論
[00:13:19.920 --> 00:13:21.920]  有啲問題可能教會都唔識得去討論
[00:13:21.920 --> 00:13:23.920]  因為今日嘅年青人
[00:13:23.920 --> 00:13:25.920]  其實好想去討論呢啲社會嘅問題
[00:13:25.920 --> 00:13:27.920]  我哋有機會成為一個平台
[00:13:27.920 --> 00:13:29.920]  俾佢哋去討論
[00:13:29.920 --> 00:13:31.920]  教會神後院都係
[00:13:31.920 --> 00:13:33.920]  我哋無諗過可以入
