
[00:00:00.000 --> 00:00:01.360]  我們一齊先祈禱
[00:00:01.360 --> 00:00:03.480]  主耶穌幫助我們
[00:00:03.480 --> 00:00:05.840]  看今天我們如何能夠
[00:00:05.840 --> 00:00:09.760]  為主祢自己的緣故分別為聖
[00:00:09.760 --> 00:00:12.880]  讓人看見我們的好行為
[00:00:12.880 --> 00:00:14.680]  以致能夠將援邀眾贊
[00:00:14.680 --> 00:00:16.320]  歸給我們天上的父神
[00:00:16.320 --> 00:00:19.920]  奉耶穌的聖名 阿彌陀佛
[00:00:19.920 --> 00:00:20.760]  兄弟姐妹
[00:00:20.760 --> 00:00:22.080]  不知道有沒有試過
[00:00:22.080 --> 00:00:25.280]  因為我們基督徒
[00:00:25.280 --> 00:00:27.320]  跟其他人有些不同的地方
[00:00:27.320 --> 00:00:29.520]  而被取笑過
[00:00:29.520 --> 00:00:33.400]  大家認為我們基督徒有什麼不同的地方
[00:00:33.400 --> 00:00:34.640]  星期日
[00:00:34.640 --> 00:00:38.000]  你未必一早去飲茶
[00:00:38.000 --> 00:00:40.720]  然後回來教會崇拜
[00:00:40.720 --> 00:00:42.800]  又或者有人會取笑我們
[00:00:42.800 --> 00:00:43.880]  為何這麼蠢
[00:00:43.880 --> 00:00:45.160]  這麼辛苦賺回來的錢
[00:00:45.160 --> 00:00:49.040]  我們會奉獻十分之一出來給教會
[00:00:49.040 --> 00:00:52.800]  又或者發覺我們的喜好有些不同
[00:00:52.800 --> 00:00:55.080]  我們未必這麼聽難曲
[00:00:55.080 --> 00:00:56.320]  但聽詩歌
[00:00:56.320 --> 00:00:58.760]  我們又會去看聖經
[00:00:58.760 --> 00:01:01.480]  甚至用其他時間
[00:01:01.480 --> 00:01:02.840]  不單是星期日回來
[00:01:02.840 --> 00:01:05.200]  甚至平日也會去上課程
[00:01:05.200 --> 00:01:07.000]  或者參加團契聚會
[00:01:07.000 --> 00:01:10.000]  總之不知道大家有沒有這樣的經驗
[00:01:10.000 --> 00:01:11.480]  被取笑過
[00:01:11.480 --> 00:01:14.040]  我還記得以前工作的時候
[00:01:14.040 --> 00:01:15.680]  有一次跟一班同事
[00:01:15.680 --> 00:01:18.040]  下午出去吃飯
[00:01:18.040 --> 00:01:19.720]  不知為何
[00:01:19.720 --> 00:01:23.040]  跟一班朋友外出的時候
[00:01:23.040 --> 00:01:25.360]  紅綠燈很晚都不轉
[00:01:25.360 --> 00:01:27.480]  我就站在那裡等轉燈
[00:01:27.480 --> 00:01:28.640]  那盞燈等了很久
[00:01:28.640 --> 00:01:29.400]  都不動
[00:01:29.400 --> 00:01:32.560]  但其他同事都過了對面
[00:01:32.560 --> 00:01:33.160]  走著走著
[00:01:33.160 --> 00:01:34.800]  發現車子不見了
[00:01:34.800 --> 00:01:35.480]  回頭看
[00:01:35.480 --> 00:01:36.760]  我還站在後面
[00:01:36.760 --> 00:01:39.040]  有個同事就說
[00:01:39.040 --> 00:01:40.040]  他是基督徒
[00:01:40.040 --> 00:01:40.680]  是這樣的
[00:01:40.680 --> 00:01:43.200]  等到轉燈他才走
[00:01:43.200 --> 00:01:44.840]  這一幕我還很記得
[00:01:44.840 --> 00:01:46.200]  有時我們做基督徒
[00:01:46.200 --> 00:01:48.160]  會被人覺得我們與眾不同
[00:01:48.160 --> 00:01:52.000]  以致很多人都取笑我們
[00:01:52.000 --> 00:01:53.560]  但今天我們回看
[00:01:53.560 --> 00:01:56.360]  亞摩斯書所說
[00:01:56.360 --> 00:01:58.240]  神的選民以色列
[00:01:58.240 --> 00:02:02.160]  他們亦有些地方
[00:02:02.160 --> 00:02:06.360]  令神自己覺得很不同
[00:02:06.360 --> 00:02:07.520]  但這種不同
[00:02:07.520 --> 00:02:09.120]  究竟神所預立
[00:02:09.120 --> 00:02:10.120]  還是不預立呢
[00:02:10.120 --> 00:02:11.520]  我們要看看
[00:02:11.520 --> 00:02:13.920]  亞摩斯書第二章
[00:02:13.920 --> 00:02:17.480]  講到亞摩斯宣告
[00:02:17.480 --> 00:02:18.880]  有八國的國家
[00:02:18.880 --> 00:02:21.480]  神將要去審判
[00:02:21.480 --> 00:02:24.760]  頭六個都是以色列的鄰國
[00:02:24.760 --> 00:02:25.600]  都是異邦
[00:02:25.600 --> 00:02:26.640]  外邦人
[00:02:26.640 --> 00:02:28.480]  他們的信仰都不同
[00:02:28.480 --> 00:02:30.000]  於是他們道德的水平
[00:02:30.000 --> 00:02:32.480]  或者道德的標準都不一樣
[00:02:32.480 --> 00:02:33.720]  神要審判他們
[00:02:33.720 --> 00:02:36.960]  尤其是針對他們在戰事中
[00:02:36.960 --> 00:02:38.360]  這些不人道
[00:02:38.360 --> 00:02:40.080]  殘暴野蠻的罪
[00:02:40.080 --> 00:02:41.920]  然後今天我們讀到英文
[00:02:41.920 --> 00:02:45.840]  鏡頭去到第七和第八個國家
[00:02:45.840 --> 00:02:51.880]  慢慢將外邦人的焦點
[00:02:51.880 --> 00:02:53.920]  移到神的選民裏面
[00:02:53.920 --> 00:02:57.560]  去到第四至第五節
[00:02:57.560 --> 00:03:00.000]  第二章是審判猶太
[00:03:00.000 --> 00:03:03.920]  雖然讓他們有神聖律法
[00:03:03.920 --> 00:03:05.000]  讓摩西頒佈
[00:03:05.000 --> 00:03:07.520]  讓他們知道神在他們地上
[00:03:07.520 --> 00:03:09.000]  生活的要求是怎樣
[00:03:09.000 --> 00:03:11.480]  但這班人竟然不去遵守
[00:03:11.480 --> 00:03:13.880]  更加是有權貴的人
[00:03:13.880 --> 00:03:16.240]  透過一些謊言
[00:03:16.240 --> 00:03:18.480]  或者是有偶像
[00:03:18.480 --> 00:03:19.640]  引導百姓
[00:03:19.640 --> 00:03:21.080]  都歪了路
[00:03:21.080 --> 00:03:24.600]  然後將焦點聚焦在
[00:03:24.600 --> 00:03:27.360]  北國以色列和神的選民
[00:03:27.360 --> 00:03:30.040]  因為有一次他們在歷史上的分裂
[00:03:30.040 --> 00:03:32.040]  形成了南國猶太
[00:03:32.040 --> 00:03:33.240]  北國以色列
[00:03:33.240 --> 00:03:35.960]  而阿摩西這位先知
[00:03:35.960 --> 00:03:38.400]  奉召來到北國
[00:03:38.400 --> 00:03:42.000]  向以色列國說語言
[00:03:42.000 --> 00:03:44.840]  嚴格來說是在講審判
[00:03:44.840 --> 00:03:46.400]  第六節
[00:03:46.400 --> 00:03:48.240]  又說如此說
[00:03:48.240 --> 00:03:50.120]  以色列三番四次犯罪
[00:03:50.120 --> 00:03:51.840]  為銀紙賣了二人
[00:03:51.840 --> 00:03:54.560]  為一雙鞋賣了窮人
[00:03:54.560 --> 00:03:57.200]  我必不撤銷對他的懲罰
[00:03:57.200 --> 00:03:58.480]  我讀的經文
[00:03:58.480 --> 00:04:00.000]  跟大家螢光幕看的不同
[00:04:00.000 --> 00:04:03.200]  因為我用的是修訂版的和合本
[00:04:03.200 --> 00:04:04.600]  大家可以了解
[00:04:04.600 --> 00:04:10.120]  雖然以色列是神從埃及去拯救
[00:04:10.120 --> 00:04:12.480]  揀選作為神子民
[00:04:12.480 --> 00:04:14.600]  在神明下的一個角度
[00:04:14.600 --> 00:04:16.680]  但是當他們犯罪的時候
[00:04:16.680 --> 00:04:20.600]  神不會因為這樣而視為不利
[00:04:20.600 --> 00:04:22.360]  所以今天我的講章
[00:04:22.360 --> 00:04:24.760]  叫做「幫理不幫親」
[00:04:24.760 --> 00:04:26.960]  究竟以色列犯了什麼大罪
[00:04:26.960 --> 00:04:28.720]  神就要審判他
[00:04:28.720 --> 00:04:33.120]  好像去審判其他外邦國家一樣
[00:04:33.120 --> 00:04:34.560]  我們今天就去看看
[00:04:34.560 --> 00:04:35.600]  簡單來說
[00:04:35.600 --> 00:04:37.080]  以色列人犯了罪
[00:04:37.080 --> 00:04:42.000]  就是恃強凌弱
[00:04:42.000 --> 00:04:42.960]  很奇怪的
[00:04:42.960 --> 00:04:46.120]  另外那六個鄰邦
[00:04:46.120 --> 00:04:47.520]  他們犯的罪
[00:04:47.520 --> 00:04:49.040]  才去審判的
[00:04:49.040 --> 00:04:50.800]  主要是說他們
[00:04:50.800 --> 00:04:54.000]  如何用非常不人道的手法
[00:04:54.000 --> 00:04:56.640]  去對待敵邦的國家
[00:04:56.640 --> 00:04:59.120]  很多都是牽涉在戰爭裡面的罪
[00:04:59.120 --> 00:05:00.600]  所針對的人
[00:05:00.600 --> 00:05:03.840]  是那些國家的外人
[00:05:03.840 --> 00:05:05.440]  但是慢慢我們看到
[00:05:05.440 --> 00:05:06.480]  審判猶大
[00:05:06.480 --> 00:05:09.080]  然後更加去到審判以色列的罪
[00:05:09.080 --> 00:05:13.800]  是針對著他們犯下
[00:05:13.800 --> 00:05:17.760]  欺凌自己國家同胞的人的罪
[00:05:17.760 --> 00:05:20.320]  所以神非常憤怒
[00:05:20.320 --> 00:05:22.080]  去歸納以色列所犯的罪
[00:05:22.080 --> 00:05:24.520]  就是他們去恃強凌弱
[00:05:24.520 --> 00:05:26.840]  第六至第八節
[00:05:26.840 --> 00:05:29.840]  才用這些說話去描述他們所犯的罪
[00:05:29.840 --> 00:05:32.280]  首先就說他們為了一雙鞋
[00:05:32.280 --> 00:05:33.760]  這麼小的東西
[00:05:33.760 --> 00:05:36.800]  去賣了窮人
[00:05:36.800 --> 00:05:38.280]  又為了銀子
[00:05:38.280 --> 00:05:40.200]  去賣了異人
[00:05:40.200 --> 00:05:42.000]  說到他們是為了
[00:05:42.000 --> 00:05:44.600]  要爭取自己一些權益
[00:05:44.600 --> 00:05:47.520]  去不顧念他們同胞裡面
[00:05:47.520 --> 00:05:50.440]  比較不幸的一群人的需要
[00:05:50.440 --> 00:05:52.760]  其實在以色列國裡面
[00:05:52.760 --> 00:05:54.320]  一樣是有窮人
[00:05:54.320 --> 00:05:56.360]  很多他們是窮的原因
[00:05:56.360 --> 00:05:59.320]  是因為一些天災的原因
[00:05:59.320 --> 00:06:01.760]  當時都是一些農耕的社會
[00:06:01.760 --> 00:06:04.840]  和畜牧業的社會
