
[00:00:00.000 --> 00:00:05.960]  今日呢我哋嘅題目呢叫做同心合意成全主公
[00:00:05.960 --> 00:00:08.840]  我呢唔知道有冇聽過一啲嘅故事呢
[00:00:08.840 --> 00:00:11.920]  係有一啲人呢佢哋同心合力
[00:00:11.920 --> 00:00:16.280]  然後呢完成呢好似睇嚟唔可能嘅事呀
[00:00:16.280 --> 00:00:19.760]  咁呢我成長嘅時候呢有一套電影呢我好鍾意嘅
[00:00:19.760 --> 00:00:22.200]  叫做《大聯盟》呀
[00:00:22.200 --> 00:00:24.360]  係喇叫做《Major League》
[00:00:24.360 --> 00:00:27.960]  裏面呢係講呢一個美國嘅職業棒球隊呀
[00:00:27.960 --> 00:00:29.400]  咁個故事係咁嘅
[00:00:29.400 --> 00:00:35.640]  就係呢呢個棒球隊嘅班主呢離世之後呢佢嘅太太呢就承繼咗呢隊球隊喎
[00:00:35.640 --> 00:00:38.640]  太太承繼咗呢隊球隊呢就希望呢隊球隊呢
[00:00:38.640 --> 00:00:41.000]  佢搬去另外一個嘅城市
[00:00:41.000 --> 00:00:45.320]  佢就發現呢原來呢佢呢個球場嘅租約有一個條款嘅
[00:00:45.320 --> 00:00:49.720]  就係呢如果入場嘅人數下跌超過一個地步呢
[00:00:49.720 --> 00:00:52.240]  咁佢哋就可以終止呢個租約喇
[00:00:52.240 --> 00:00:55.360]  於是呢呢個班主太太就諗到條橋喇
[00:00:55.360 --> 00:00:59.440]  一啲請呢一啲呢過氣嘅球員返嚟打波
[00:00:59.440 --> 00:01:02.440]  或者請一啲根本呢唔盛氣候嘅球員
[00:01:02.440 --> 00:01:06.120]  或者呢嗰啲騎呢古怪嘅球員將佢哋合埋一隊
[00:01:06.120 --> 00:01:08.480]  咁呢一隊波就一定輸波啦
[00:01:08.480 --> 00:01:11.360]  輸波就冇人入場睇啦冇人入場睇呢
[00:01:11.360 --> 00:01:16.440]  咁呢啲人數下降咁我就可以將球隊呢就搬去另外一個球場喇
[00:01:16.440 --> 00:01:21.080]  咁所以呢真係開始嘅時候呢隊球隊因為太多騎呢人走埋一齊喇
[00:01:21.080 --> 00:01:24.040]  咁呢就成日輸波嘅咁啲人呢又唔入場睇喇
[00:01:24.040 --> 00:01:25.920]  入場人數就開始下跌喇
[00:01:25.920 --> 00:01:29.960]  咁原來呢當嗰啲嘅球員知道呢個真相之後呢
[00:01:29.960 --> 00:01:32.320]  佢哋話冇理由係咁嘅
[00:01:32.320 --> 00:01:34.160]  我哋每一個人都有我哋嘅限制
[00:01:34.160 --> 00:01:36.080]  但我哋每一個人都有我哋嘅優點㗎
[00:01:36.080 --> 00:01:38.520]  於是佢哋呢就上下一心
[00:01:38.520 --> 00:01:41.520]  咦開始有幾場贏波喎
[00:01:41.520 --> 00:01:43.520]  咁嗰啲成績呢都開始好轉
[00:01:43.520 --> 00:01:45.720]  跟住啲人又返返入嚟睇喎
[00:01:45.720 --> 00:01:48.200]  咁就係呢呢個班主太太有另外一條橋呀
[00:01:48.200 --> 00:01:51.160]  佢話唔緊要有佢哋贏幾場啦
[00:01:51.160 --> 00:01:53.960]  到到季尾我一次過炒曬佢哋
[00:01:53.960 --> 00:01:56.280]  跟住我請返啲好嘅球員返嚟
[00:01:56.280 --> 00:01:59.360]  都係將呢隊球隊搬去另外一個城市
[00:01:59.360 --> 00:02:02.360]  咁我領隊呢就將呢個消息話咗畀啲球員聽
[00:02:02.360 --> 00:02:03.440]  嗰個球員好沮喪
[00:02:03.440 --> 00:02:04.600]  咁即係點呀
[00:02:04.600 --> 00:02:06.560]  咁即係冇得搞啦係咪
[00:02:06.560 --> 00:02:08.880]  咁佢中間有個球員突然間望住大家
[00:02:08.880 --> 00:02:10.320]  佢話唔係
[00:02:10.320 --> 00:02:12.480]  仲有呢樣嘢可以搞㗎
[00:02:12.480 --> 00:02:14.440]  咁嗰啲人問佢做咩可以搞呀
[00:02:14.440 --> 00:02:16.320]  佢話就係
[00:02:16.320 --> 00:02:19.360]  你贏呢個大聯盟嘅總冠軍
[00:02:19.360 --> 00:02:21.680]  佢話只有贏咗總冠軍
[00:02:21.680 --> 00:02:23.680]  冇人可以炒你咁喎
[00:02:23.680 --> 00:02:25.960]  嗰啲球員突然間眼瓊瓊咁瓊咗
[00:02:25.960 --> 00:02:27.400]  之後突然間話係呀
[00:02:27.400 --> 00:02:30.160]  係唯有贏咗先門可以炒我哋㗎咋咁
[00:02:30.160 --> 00:02:32.760]  於是佢哋就上下一心呢
[00:02:32.760 --> 00:02:35.360]  最後真係贏咗冠軍喎
[00:02:35.360 --> 00:02:36.960]  咁但係其實呢我想講呢個呢
[00:02:36.960 --> 00:02:39.360]  係一個虛構嘅故事嚟嘅
[00:02:39.360 --> 00:02:41.720]  咁但係喺現實嘅生活裏面呢
[00:02:41.720 --> 00:02:43.480]  我真係試過有一次呢
[00:02:43.480 --> 00:02:45.920]  一班人好同心合意呢
[00:02:45.920 --> 00:02:47.480]  一齊完成咗呢
[00:02:47.480 --> 00:02:49.880]  一件好似係冇可能嘅事呀
[00:02:49.880 --> 00:02:52.120]  咁我而家呢要同你分享呀
[00:02:52.120 --> 00:02:53.920]  咁但係呢件事我想講呢
[00:02:53.920 --> 00:02:55.840]  係你有份嘅你唔好問你隔離嗰個
[00:02:55.840 --> 00:02:58.000]  係喇佢有份嘅
[00:02:58.000 --> 00:03:00.800]  咁你睇呢件事係咩事呢
[00:03:00.800 --> 00:03:03.360]  其實就係我哋嘅構堂
[00:03:03.360 --> 00:03:06.240]  畀你掌聲你隔離嗰個啦好唔好呀
[00:03:06.240 --> 00:03:07.960]  每一次呢當我呢去睇返呢
[00:03:07.960 --> 00:03:10.480]  神點樣喺佢嘅恩典裏面畀我哋構堂呢
[00:03:10.480 --> 00:03:12.080]  我都發現呢其實係我哋呢
[00:03:12.080 --> 00:03:15.240]  成個教會靠住神嘅恩典
[00:03:15.240 --> 00:03:18.840]  去完成呢任何你不可能嘅事呀
[00:03:18.840 --> 00:03:21.200]  如果你記得呢話小朋友呢
[00:03:21.200 --> 00:03:25.160]  佢打爛錢硬將佢啲利是錢奉獻畀教會喎
[00:03:25.160 --> 00:03:28.320]  少年人呢將佢哋去做暑期工嘅錢奉獻畀教會
[00:03:28.320 --> 00:03:29.800]  甚至有一次有個少年人
[00:03:29.800 --> 00:03:33.800]  佢將人生第一次暑期工賺到嗰幾千蚊
[00:03:33.800 --> 00:03:36.080]  一次過畀咗建堂基金
[00:03:36.080 --> 00:03:37.400]  令到我哋知道呢
[00:03:37.400 --> 00:03:39.760]  其實我哋嘅執事我哋嘅領袖呢
[00:03:39.760 --> 00:03:42.240]  願意呢去奉獻六個月
[00:03:42.240 --> 00:03:45.360]  甚至一年或者以上嘅人工呀
[00:03:45.360 --> 00:03:47.880]  亦都呢有個弟兄姊妹話我願意為神
[00:03:47.880 --> 00:03:50.080]  我打多十年工呀
[00:03:50.080 --> 00:03:52.200]  亦都呢有個弟兄姊妹願意呢
[00:03:52.200 --> 00:03:54.560]  將佢原本公園嗰層樓呢
[00:03:54.560 --> 00:03:56.400]  再攞出嚟按
[00:03:56.400 --> 00:03:58.760]  再為神去供樓呀
[00:03:58.760 --> 00:04:00.480]  亦都呢有個弟兄姊妹呢
[00:04:00.480 --> 00:04:02.840]  願意去擺上你哋嘅投資
[00:04:02.840 --> 00:04:05.040]  甚至有個弟兄姊妹呢
[00:04:05.040 --> 00:04:07.840]  願意呢去奉獻退休金
[00:04:07.840 --> 00:04:09.440]  我再次畀掌聲耶穌好冇呀
[00:04:09.440 --> 00:04:11.520]  都畀掌聲弟兄姊妹好冇呀
[00:04:11.520 --> 00:04:14.680]  係因為有大家靠住神嘅恩典呀
[00:04:14.680 --> 00:04:16.400]  我哋一齊完成咗呢
[00:04:16.400 --> 00:04:19.720]  好似睇嚟係唔可能嘅事呀
[00:04:19.720 --> 00:04:22.160]  咁但係當我哋去睇嘅時候呢
[00:04:22.160 --> 00:04:23.880]  有一樣嘢我特別感動
[00:04:23.880 --> 00:04:25.040]  就係當陣時呢
