
[00:00:00.000 --> 00:00:01.520]  在我們開始講道前
[00:00:01.520 --> 00:00:03.040]  亦都想讓大家知道一下
[00:00:03.040 --> 00:00:05.520]  今天的訊息
[00:00:05.520 --> 00:00:09.160]  「聽一送三」
[00:00:09.160 --> 00:00:10.880]  是甚麼意思呢?
[00:00:10.880 --> 00:00:12.600]  即是你聽完這一講
[00:00:12.600 --> 00:00:14.920]  我送三講給你
[00:00:14.920 --> 00:00:17.320]  這三講就是路德記的第一章
[00:00:17.320 --> 00:00:19.160]  一到五節
[00:00:19.160 --> 00:00:20.880]  然後六到尾
[00:00:20.880 --> 00:00:21.680]  然後第二章
[00:00:21.680 --> 00:00:24.200]  一共有三講的訊息
[00:00:24.200 --> 00:00:27.360]  大家在網上可以看又看到
[00:00:27.360 --> 00:00:29.200]  聽又聽到
[00:00:29.200 --> 00:00:32.280]  隨時都可以聽回來
[00:00:32.280 --> 00:00:34.880]  這樣你就可以一連串
[00:00:34.880 --> 00:00:37.680]  整個路德記的片段
[00:00:37.680 --> 00:00:39.960]  你都可以知道
[00:00:39.960 --> 00:00:44.400]  我們一起先做一個禱告
[00:00:44.400 --> 00:00:45.200]  親愛的主耶穌
[00:00:45.200 --> 00:00:47.000]  再一次的多謝你
[00:00:47.000 --> 00:00:49.520]  讓我們有機會
[00:00:49.520 --> 00:00:54.400]  讓你的說話去影響我們的人生
[00:00:54.400 --> 00:00:59.240]  這個世界是變幻無常
[00:00:59.240 --> 00:01:02.600]  常常可以有喜有福
[00:01:02.600 --> 00:01:04.760]  人不知不覺的時候
[00:01:04.760 --> 00:01:10.160]  災難、逆境可能忽然來到他們當中
[00:01:10.160 --> 00:01:14.000]  大主我求祢幫助我們
[00:01:14.000 --> 00:01:16.400]  注目在天上
[00:01:16.400 --> 00:01:18.720]  在我們神的身上
[00:01:18.720 --> 00:01:22.840]  因為在這裡面一定有出路
[00:01:22.840 --> 00:01:24.680]  我們多謝祢
[00:01:24.680 --> 00:01:26.760]  我們的一家
[00:01:26.760 --> 00:01:29.480]  雖然曾經做錯過決定
[00:01:29.480 --> 00:01:32.000]  但當他們回轉的時候
[00:01:32.000 --> 00:01:33.960]  他們看到出路
[00:01:33.960 --> 00:01:37.240]  他們看到你自己的眷顧
[00:01:37.240 --> 00:01:39.120]  甚至變相的祝福
[00:01:39.120 --> 00:01:41.560]  都臨到他們的身上
[00:01:41.560 --> 00:01:42.600]  求祢透過祢的說話
[00:01:42.600 --> 00:01:45.280]  安慰我們每一位頂尖妹
[00:01:45.280 --> 00:01:47.000]  又透過祢的說話
[00:01:47.000 --> 00:01:49.840]  堅強我們對祢的信心
[00:01:49.840 --> 00:01:53.440]  更加是按祢的說話去行
[00:01:53.440 --> 00:01:58.240]  以致去迎接一個更美的前景
[00:01:58.240 --> 00:01:59.720]  求祢聽我們禱告
[00:01:59.720 --> 00:02:03.520]  奉耶穌基督的命令
[00:02:03.520 --> 00:02:04.200]  各位頂尖妹
[00:02:04.200 --> 00:02:05.600]  我想問大家
[00:02:05.600 --> 00:02:09.520]  在人類這麼多種不同的關係當中
[00:02:09.520 --> 00:02:11.440]  你覺得最難
[00:02:11.440 --> 00:02:15.400]  是哪一種的關係呢?
[00:02:15.400 --> 00:02:17.360]  什麼關係?
[00:02:17.360 --> 00:02:19.120]  大聲一點
[00:02:19.120 --> 00:02:20.240]  婆媳
[00:02:20.240 --> 00:02:24.400]  當然是多少分的
[00:02:24.400 --> 00:02:27.040]  有多少人同意婆媳的關係是最難的?
[00:02:27.040 --> 00:02:27.720]  可以舉手嗎?
[00:02:27.720 --> 00:02:30.520]  舉那些
[00:02:30.520 --> 00:02:35.360]  有多少人覺得母子的關係是最難的?
[00:02:35.360 --> 00:02:38.960]  父女的關係是最難的?
[00:02:38.960 --> 00:02:41.800]  後母
[00:02:41.800 --> 00:02:46.560]  和那些子女的關係
[00:02:46.560 --> 00:02:48.800]  後母和那些子女的關係
[00:02:48.800 --> 00:02:51.040]  或者後父和子女的關係是最難的
[00:02:51.040 --> 00:02:53.240]  是別人的子女,不是自己
[00:02:53.240 --> 00:02:55.960]  可不可以舉手?
[00:02:55.960 --> 00:02:56.960]  很少
[00:02:56.960 --> 00:02:58.560]  大部分都不知道
[00:02:58.560 --> 00:03:00.640]  因為沒有難
[00:03:00.640 --> 00:03:03.320]  在我自己的墓會
[00:03:03.320 --> 00:03:07.000]  三十多
[00:03:07.000 --> 00:03:12.120]  差不多去到四十年的經歷當中
[00:03:12.120 --> 00:03:14.600]  我處理的那些關係
[00:03:14.600 --> 00:03:17.280]  最結塌塌
[00:03:17.280 --> 00:03:24.800]  也是令我們心驚膽戰的經歷
[00:03:24.800 --> 00:03:31.680]  大部分是和婆媳的關係有關
[00:03:31.680 --> 00:03:33.200]  有些人說
[00:03:33.200 --> 00:03:37.280]  為什麼婆媳的關係特別困難呢?
[00:03:37.280 --> 00:03:38.600]  後母那些都不難
[00:03:38.600 --> 00:03:40.400]  因為小孩子
[00:03:40.400 --> 00:03:44.120]  沒有一個傷害傷害得這麼厲害
[00:03:44.120 --> 00:03:45.240]  但是婆媳
[00:03:45.240 --> 00:03:46.960]  因為兩個都是成年人
[00:03:46.960 --> 00:03:49.000]  傷害起來的時候
[00:03:49.000 --> 00:03:51.920]  那些傷痕是可以歷久常新
[00:03:51.920 --> 00:03:55.720]  繼續不斷提醒他們
[00:03:55.720 --> 00:03:57.840]  婆媳關係最難的地方
[00:03:57.840 --> 00:04:01.480]  因為兩個都是女性
[00:04:01.480 --> 00:04:05.440]  兩個都是成年人
[00:04:05.440 --> 00:04:09.000]  從心理學家他們的分析
[00:04:09.000 --> 00:04:11.560]  兩個都是Bias
[00:04:11.560 --> 00:04:13.240]  什麼叫做Bias呢?
[00:04:13.240 --> 00:04:14.440]  不是Doers
[00:04:14.440 --> 00:04:16.120]  男人是Doers
[00:04:16.120 --> 00:04:20.520]  是靠做的事情去確定自己的價值
[00:04:20.520 --> 00:04:27.160]  Bias是要靠關係確定自己的價值
[00:04:27.160 --> 00:04:29.280]  要注重關係的時候
[00:04:29.280 --> 00:04:30.960]  你就想一想
[00:04:30.960 --> 00:04:36.080]  就肯定婆媳和兒子的關係
[00:04:36.080 --> 00:04:38.400]  就因為已經這麼長的時間建立
[00:04:38.400 --> 00:04:41.760]  突然間多了一個女人出來
[00:04:41.760 --> 00:04:47.400]  而這個人就好像把自己的兒子的愛拿走了
[00:04:47.400 --> 00:04:49.680]  這個是相當難的
[00:04:49.680 --> 00:04:51.360]  第二
[00:04:51.360 --> 00:04:53.360]  男就主外
[00:04:53.360 --> 00:04:55.760]  女就主內
[00:04:55.760 --> 00:04:56.840]  兩個女人
[00:04:56.840 --> 00:05:03.680]  特別是如果兩個都不用上班
[00:05:03.680 --> 00:05:06.560]  你就會發現很多事情是白熱化的
[00:05:06.560 --> 00:05:07.840]  是很難的
[00:05:07.840 --> 00:05:10.880]  第三個方面
[00:05:10.880 --> 00:05:13.240]  一般的情形下
[00:05:13.240 --> 00:05:17.320]  女性都是比較重感性
[00:05:17.320 --> 00:05:19.280]  感受的東西
[00:05:19.280 --> 00:05:20.960]  塞在裡面
[00:05:20.960 --> 00:05:23.760]  但是不會理性去分析
[00:05:23.760 --> 00:05:28.320]  來將個人化的東西拿走
[00:05:28.320 --> 00:05:32.040]  針對事情來分析
[00:05:32.040 --> 00:05:35.280]  而是感受上在的時候又不出聲
[00:05:35.280 --> 00:05:38.920]  然後就塞在裡面
[00:05:38.920 --> 00:05:42.040]  到時候就會爆出來
[00:05:42.040 --> 00:05:47.040]  我記得我在阿靈頓美國那邊的幕會的時候
[00:05:47.040 --> 00:05:49.520]  有一次
[00:05:49.520 --> 00:05:52.240]  有個弟兄和他太太來跟我說
[00:05:52.240 --> 00:05:53.560]  很開心
[00:05:53.560 --> 00:05:56.600]  他公公和婆婆姐妹
[00:05:56.600 --> 00:05:58.240]  就是那個媳婦
[00:05:58.240 --> 00:05:59.640]  就告訴我
[00:05:59.640 --> 00:06:02.200]  很開心他們結婚之後
[00:06:02.200 --> 00:06:08.160]  有機會聽到他公公和婆婆要去美國那邊
[00:06:08.160 --> 00:06:10.520]  會有三個月的時間
[00:06:10.520 --> 00:06:12.560]  跟他們一起住
[00:06:12.560 --> 00:06:14.720]  他們很想跟他們傳夫人
[00:06:14.720 --> 00:06:16.960]  很想帶他們順處
[00:06:16.960 --> 00:06:20.840]  所以他叫我為他們禱告
[00:06:20.840 --> 00:06:22.200]  我當時為他們禱告的時候
[00:06:22.200 --> 00:06:24.880]  真的我已經勸了他們
[00:06:24.880 --> 00:06:26.280]  說少一點
[00:06:26.280 --> 00:06:27.600]  做多一點
[00:06:27.600 --> 00:06:28.880]  最重要的一件事
[00:06:28.880 --> 00:06:30.200]  建立關係線
[00:06:30.200 --> 00:06:32.160]  不要太急
[00:06:32.160 --> 00:06:34.360]  他們聽了
[00:06:34.360 --> 00:06:36.080]  一直點頭
[00:06:36.080 --> 00:06:37.840]  一直都很有信心
[00:06:37.840 --> 00:06:39.360]  我們會做的了牧師
[00:06:39.360 --> 00:06:43.520]  你放心
[00:06:43.520 --> 00:06:47.800]  不夠兩個星期
[00:06:47.800 --> 00:06:51.320]  丈夫打電話給我
[00:06:51.320 --> 00:06:54.600]  跟我說牧師
[00:06:54.600 --> 00:06:58.280]  他現在夾在中間真的不知道怎麼做
[00:06:58.280 --> 00:07:01.480]  我問他夾在什麼中間
[00:07:01.480 --> 00:07:06.320]  他說夾在媽媽和他太太的中間
[00:07:06.320 --> 00:07:08.600]  最近已經白熱化
[00:07:08.600 --> 00:07:11.640]  吵架吵到出來
[00:07:11.640 --> 00:07:14.520]  在媽媽的眼中
[00:07:14.520 --> 00:07:19.800]  他說這個師父是很狠毒
[00:07:19.800 --> 00:07:26.160]  很黑心
[00:07:26.160 --> 00:07:28.600]  那我就問
[00:07:28.600 --> 00:07:32.360]  你知不知道你媽為什麼會這樣說
[00:07:32.360 --> 00:07:36.600]  他說其實很多事情是誤會
[00:07:36.600 --> 00:07:38.920]  他就舉一個例子
[00:07:38.920 --> 00:07:45.680]  這個太太真的完全有冤無路訴
[00:07:45.680 --> 00:07:48.800]  一個婆婆和公公來第一頓飯
[00:07:48.800 --> 00:07:51.360]  他就將他自己最拿手的好戲
[00:07:51.360 --> 00:07:53.960]  當然說是做出來的
[00:07:53.960 --> 00:07:55.120]  做出來的時候
[00:07:55.120 --> 00:07:59.440]  美國人最喜歡吃菜的時候
[00:07:59.440 --> 00:08:02.920]  就是沙拉
[00:08:02.920 --> 00:08:04.680]  沙拉是什麼呢
[00:08:04.680 --> 00:08:07.840]  就是因為他們保存到裡面的維他命C
[00:08:07.840 --> 00:08:11.400]  各種的營養各樣東西都在
[00:08:11.400 --> 00:08:13.640]  因為這樣他們不想煮的時候
[00:08:13.640 --> 00:08:16.120]  將那些維他命C全部殺死
[00:08:16.120 --> 00:08:17.840]  然後保存
[00:08:17.840 --> 00:08:21.520]  然後買最好的菜回來
[00:08:21.520 --> 00:08:24.040]  另外還有魚和牛肉
[00:08:24.040 --> 00:08:26.920]  他就將他自己最好的放出來
[00:08:26.920 --> 00:08:30.480]  誰知一捧那盤菜出來
[00:08:30.480 --> 00:08:31.760]  然後就很熱心
[00:08:31.760 --> 00:08:35.760]  這個師父就每人夾一碟
[00:08:35.760 --> 00:08:41.200]  吃完之後就吃飯
[00:08:41.200 --> 00:08:43.560]  想不到的
[00:08:43.560 --> 00:08:45.760]  就是這個台灣人叫婆婆
[00:08:45.760 --> 00:08:48.080]  其實就是他奶奶
[00:08:48.080 --> 00:08:51.840]  她的心很生氣
[00:08:51.840 --> 00:08:54.200]  第一味一放上來
[00:08:54.200 --> 00:08:59.240]  她就覺得這個師父真是很黑心
[00:08:59.240 --> 00:09:04.080]  菜都不捨得煮一煮給她吃
[00:09:04.080 --> 00:09:07.960]  要用這些沙拉的東西來害她
[00:09:07.960 --> 00:09:12.560]  來毒她
[00:09:12.560 --> 00:09:14.080]  但是她都沒有出聲
[00:09:14.080 --> 00:09:18.080]  但是因為一開始已經有一個不好的印象
[00:09:18.080 --> 00:09:19.200]  帶來的那頓飯
[00:09:19.200 --> 00:09:22.160]  當然她煮得多好都好
[00:09:22.160 --> 00:09:27.000]  根本上就已經完全不懂得欣賞
[00:09:27.000 --> 00:09:29.040]  然後接下來
[00:09:29.040 --> 00:09:33.240]  這個婆婆
[00:09:33.240 --> 00:09:38.840]  就很喜歡在廚房裡收拾東西
[00:09:38.840 --> 00:09:40.320]  但是收拾完之後
[00:09:40.320 --> 00:09:45.600]  這個師父又不是很懂得做
[00:09:45.600 --> 00:09:49.280]  就是因為搞亂了她的規矩
[00:09:49.280 --> 00:09:51.680]  她習慣了放在哪裡就放在哪裡
[00:09:51.680 --> 00:09:54.400]  見到婆婆把東西放在別處的時候
[00:09:54.400 --> 00:09:55.680]  就很不開心
[00:09:55.680 --> 00:09:57.400]  但是她都不出聲
[00:09:57.400 --> 00:10:01.320]  就把婆婆做過的東西從頭到尾收拾掉
[00:10:01.320 --> 00:10:02.720]  糟糕了
[00:10:02.720 --> 00:10:04.360]  就是因為這一招
[00:10:04.360 --> 00:10:09.480]  婆婆感覺到她根本就不歡迎她在那裡
[00:10:09.480 --> 00:10:11.080]  第三樣東西
[00:10:11.080 --> 00:10:13.760]  這個最要命
[00:10:13.760 --> 00:10:17.320]  這個婆婆一直都不出聲
[00:10:17.320 --> 00:10:21.640]  但是因為她感覺到這個師父這麼毒
[00:10:21.640 --> 00:10:24.920]  到底她的兒子
[00:10:24.920 --> 00:10:28.760]  會不會有好日子過呢
[00:10:28.760 --> 00:10:30.720]  她就叫兒子
[00:10:30.720 --> 00:10:32.920]  晚上睡覺不要關門
[00:10:32.920 --> 00:10:37.440]  不要關房門
[00:10:37.440 --> 00:10:40.360]  為什麼她要這樣做
[00:10:40.360 --> 00:10:45.960]  媽媽要看看你有沒有被蓋著
[00:10:45.960 --> 00:10:49.440]  這個丈夫告訴太太的時候
[00:10:49.440 --> 00:10:51.960]  這個做師父的那個
[00:10:51.960 --> 00:10:55.240]  她初期真的心裏很為難
[00:10:55.240 --> 00:10:56.720]  為什麼要這樣的
[00:10:56.720 --> 00:10:59.640]  婆婆
[00:10:59.640 --> 00:11:03.160]  我們兩夫婦睡覺都不關房門
[00:11:03.160 --> 00:11:06.920]  那還是什麼夫妻生活呢
[00:11:06.920 --> 00:11:08.440]  她反對
[00:11:08.440 --> 00:11:10.000]  但是兒子就勸她
[00:11:10.000 --> 00:11:13.280]  哎 只有兩個多月
[00:11:13.280 --> 00:11:15.720]  熬熬吧 不要緊
[00:11:15.720 --> 00:11:19.760]  終於太太都讓了這個丈夫
[00:11:19.760 --> 00:11:22.640]  晚上就不關房門
[00:11:22.640 --> 00:11:24.800]  嘩 試過兩晚
[00:11:24.800 --> 00:11:28.400]  深夜睡了覺
[00:11:28.400 --> 00:11:31.080]  突然之間有個黑影出現
[00:11:31.080 --> 00:11:34.080]  嚇得那個師父真的死死的
[00:11:34.080 --> 00:11:36.280]  哎 然後呢
[00:11:36.280 --> 00:11:39.520]  一大清醒的時間
[00:11:39.520 --> 00:11:45.960]  然後太太就說 什麼事啊 只是我而已
[00:11:45.960 --> 00:11:51.040]  她要看看兒子有沒有被蓋著
[00:11:51.040 --> 00:11:53.760]  這件事出來了
[00:11:53.760 --> 00:11:56.280]  很可惜的就是這對夫婦
[00:11:56.280 --> 00:12:01.760]  這些事情沒有提早來跟我們說
[00:12:01.760 --> 00:12:03.440]  而跟我們說的時候
[00:12:03.440 --> 00:12:05.840]  已經發覺到已經到了吵架
[00:12:05.840 --> 00:12:09.880]  在吵架出面的時候
[00:12:09.880 --> 00:12:11.080]  所以當我介入的時候
[00:12:11.080 --> 00:12:14.440]  我看到生活習慣
[00:12:14.440 --> 00:12:16.200]  成長的背景
[00:12:16.200 --> 00:12:20.440]  很多方面的事情都產生問題
[00:12:20.440 --> 00:12:22.360]  不過感恩
[00:12:22.360 --> 00:12:23.880]  這個感恩呢
[00:12:23.880 --> 00:12:25.480]  我就有機會
[00:12:25.480 --> 00:12:28.080]  跟我太太去探望這個婆婆
[00:12:28.080 --> 00:12:29.880]  這個公公
[00:12:29.880 --> 00:12:34.760]  這個悲劇才沒有繼續發展下去
[00:12:34.760 --> 00:12:35.920]  如果不是的話
[00:12:35.920 --> 00:12:38.600]  就會有好像另一個的悲劇
[00:12:38.600 --> 00:12:40.880]  我們在那邊的時候發生
[00:12:40.880 --> 00:12:42.960]  這個悲劇就在老爺和婆婆
[00:12:42.960 --> 00:12:46.240]  住在兒子和媳婦的家裡
[00:12:46.240 --> 00:12:47.840]  我跟大家說
[00:12:47.840 --> 00:12:50.600]  因為他們住的地方是兩層高
[00:12:50.600 --> 00:12:55.320]  德州夏天的氣溫是九十度
[00:12:55.320 --> 00:12:57.600]  華氏九十度
[00:12:57.600 --> 00:13:02.480]  樓上隨時是超過九十度
[00:13:02.480 --> 00:13:07.960]  所以媳婦就刻意調校冷氣
[00:13:07.960 --> 00:13:10.480]  不能調校得太低
[00:13:10.480 --> 00:13:12.320]  但可惜的是
[00:13:12.320 --> 00:13:16.480]  冷氣量度表的體溫控制
[00:13:16.480 --> 00:13:17.960]  是在樓下
[00:13:17.960 --> 00:13:19.600]  樓下比較涼一些
[00:13:19.600 --> 00:13:22.280]  因為冷氣是下墜的
[00:13:22.280 --> 00:13:24.680]  所以樓下都要調校到八十度
[00:13:24.680 --> 00:13:28.840]  樓上當然就去到九十多度
[00:13:28.840 --> 00:13:30.320]  為的是要省電
[00:13:30.320 --> 00:13:34.640]  和響應政府不要浪費電源
[00:13:34.640 --> 00:13:39.280]  但問題是老爺和婆婆住在樓上
[00:13:39.280 --> 00:13:41.160]  試過有幾次
[00:13:41.160 --> 00:13:43.720]  因為氣溫調高調低
[00:13:43.720 --> 00:13:45.840]  因為樓上整天都這麼熱
[00:13:45.840 --> 00:13:48.840]  所以婆婆很喜歡樓下調低一點
[00:13:48.840 --> 00:13:52.320]  但樓下就冷得像冰糕條一樣
[00:13:52.320 --> 00:13:55.480]  所以媳婦又要調高
[00:13:55.480 --> 00:13:56.520]  調高的時候
[00:13:56.520 --> 00:13:58.440]  結果就吵架了
[00:13:58.440 --> 00:13:59.320]  吵架後
[00:13:59.320 --> 00:14:01.560]  突然有一天我收到一個電話
[00:14:01.560 --> 00:14:03.880]  是一個兒子哭著打電話給我
[00:14:03.880 --> 00:14:07.040]  其實這個兒子當時已經四十多歲
[00:14:07.040 --> 00:14:08.360]  哭著打電話給我
[00:14:08.360 --> 00:14:10.680]  牧師你來呀
[00:14:10.680 --> 00:14:13.360]  我控制不了
[00:14:13.360 --> 00:14:15.560]  我沒法勸導他們了
[00:14:15.560 --> 00:14:17.840]  你來吧
[00:14:17.840 --> 00:14:23.480]  我就火急和我太太開車去他家
[00:14:23.480 --> 00:14:24.880]  去到家的時間
[00:14:24.880 --> 00:14:28.000]  見到老爺指著媳婦罵
[00:14:28.000 --> 00:14:31.280]  然後媳婦又指著老爺來罵
[00:14:31.280 --> 00:14:34.160]  罵完之後老爺就坐在沙發上
[00:14:34.160 --> 00:14:35.120]  我去到那個時間
[00:14:35.120 --> 00:14:37.000]  剛剛罵完最後一句
[00:14:37.000 --> 00:14:38.000]  坐在沙發上
[00:14:38.000 --> 00:14:39.160]  突然之間
[00:14:39.160 --> 00:14:40.160]  撲
[00:14:40.160 --> 00:14:41.360]  頭撞低了
[00:14:41.360 --> 00:14:43.080]  我一看見的時候
[00:14:43.080 --> 00:14:44.640]  我的心很害怕
[00:14:44.640 --> 00:14:46.680]  我馬上叫丈夫報警
[00:14:46.680 --> 00:14:50.760]  你馬上要911報
[00:14:50.760 --> 00:14:53.320]  消防車盡快來告訴他們
[00:14:53.320 --> 00:14:55.880]  然後我就叫家人
[00:14:55.880 --> 00:14:58.640]  將他攤平在那個地方
[00:14:58.640 --> 00:15:01.400]  因為那個時候我很擔心
[00:15:01.400 --> 00:15:04.040]  心臟或者中風的問題
[00:15:04.040 --> 00:15:08.360]  然後幫他去掌上壓
[00:15:08.360 --> 00:15:12.720]  消防員大概十分鐘左右才來到
[00:15:12.720 --> 00:15:16.080]  然後來到的時候已經火急地
[00:15:16.080 --> 00:15:18.080]  將他送到醫院
[00:15:18.080 --> 00:15:19.320]  但是送到醫院的時候
[00:15:19.320 --> 00:15:20.480]  其實已經昏迷了
[00:15:20.480 --> 00:15:22.680]  其實我幫他按的時間
[00:15:22.680 --> 00:15:25.680]  都已經昏迷了
[00:15:25.680 --> 00:15:28.080]  昏迷了幾個小時
[00:15:28.080 --> 00:15:30.040]  最後的結局
[00:15:30.040 --> 00:15:32.400]  就是老爺就這樣死了
[00:15:32.400 --> 00:15:37.560]  是活活氣死
[00:15:37.560 --> 00:15:39.120]  這件事
[00:15:39.120 --> 00:15:40.960]  在我自己的墓會裏面
[00:15:40.960 --> 00:15:44.000]  是最難忘的一個經歷
[00:15:44.000 --> 00:15:45.960]  我也可以告訴大家
[00:15:45.960 --> 00:15:51.480]  是一個很痛苦的經歷
[00:15:51.480 --> 00:15:54.400]  我以為從那個時候開始
[00:15:54.400 --> 00:15:57.920]  都很難叫他奶奶信耶穌
[00:15:57.920 --> 00:16:03.400]  很難叫這個弟兄的妹妹信耶穌
[00:16:03.400 --> 00:16:05.800]  但是我很感恩
[00:16:05.800 --> 00:16:09.680]  就在整個喪禮過程當中
[00:16:09.680 --> 00:16:11.600]  我和這個家人
[00:16:11.600 --> 00:16:15.320]  建立一個信任的關係
[00:16:15.320 --> 00:16:18.720]  教會對他們各方面支持
[00:16:18.720 --> 00:16:24.560]  看顧、愛護、鼓勵
[00:16:24.560 --> 00:16:27.920]  在整個安息禮的過程當中
