
[00:00:00.000 --> 00:00:03.800]  好,今天和大家繼續來到思想
[00:00:03.800 --> 00:00:09.200]  保羅在菲律賓書第二章給我們的教導
[00:00:09.200 --> 00:00:14.200]  是關於我們怎樣追求教會的和諧合一
[00:00:14.200 --> 00:00:18.000]  上一次我們和大家思想到教會的和諧合一
[00:00:18.000 --> 00:00:20.200]  不是人的努力
[00:00:20.200 --> 00:00:24.400]  我們基督徒的追求的成果來的
[00:00:24.400 --> 00:00:31.000]  不是,我們沒有辦法叫教會真正的和諧合一
[00:00:31.000 --> 00:00:34.400]  因為我們生活在罪的裏面
[00:00:34.400 --> 00:00:41.800]  罪帶來分化,罪帶來紛爭
[00:00:41.800 --> 00:00:46.600]  唯有基督的愛叫我們能夠和諧合一
[00:00:46.600 --> 00:00:53.200]  所以我們看到和諧合一是神的恩典
[00:00:53.200 --> 00:00:56.600]  所以當保羅說到教會和諧合一的時候
[00:00:56.600 --> 00:01:03.200]  他說神已經賜給我們四方面和諧合一的根基
[00:01:03.200 --> 00:01:06.000]  這四方面的根基是什麼呢?
[00:01:06.000 --> 00:01:11.800]  第一節那裡說到是鼓勵
[00:01:11.800 --> 00:01:15.200]  所以在基督律又有什麼的勸勉
[00:01:15.200 --> 00:01:17.200]  就是鼓勵我們
[00:01:17.200 --> 00:01:20.800]  神鼓勵我們,也要我們學習互相的鼓勵
[00:01:20.800 --> 00:01:23.800]  愛心有什麼安慰
[00:01:23.800 --> 00:01:26.600]  當我們在苦難困難裏面的時候
[00:01:26.600 --> 00:01:28.600]  我們需要安慰
[00:01:28.600 --> 00:01:32.200]  頭兩樣都是我們上次所說的
[00:01:32.200 --> 00:01:34.800]  都是比較個人性的
[00:01:34.800 --> 00:01:36.400]  互相的鼓勵
[00:01:36.400 --> 00:01:41.600]  我們要安慰一些在苦難困難裏面的人
[00:01:41.600 --> 00:01:44.200]  而今天我們要和大家思想的
[00:01:44.200 --> 00:01:47.400]  是跟著第一節那句話
[00:01:47.400 --> 00:01:53.200]  「聖靈有什麼交通?心中有什麼慈悲憐憫?」
[00:01:53.200 --> 00:01:54.600]  還有兩方面
[00:01:54.600 --> 00:01:56.800]  神的恩典臨到教會
[00:01:56.800 --> 00:02:02.400]  讓我們在追求和諧合一上面有好的根基
[00:02:02.400 --> 00:02:07.200]  就是這個「聖靈有什麼交通?」
[00:02:07.200 --> 00:02:08.400]  聖靈的交通
[00:02:08.400 --> 00:02:14.000]  就是聖靈帶來給我們有美好的團契的生活
[00:02:14.000 --> 00:02:19.000]  另一個翻譯就是團契的生活
[00:02:19.000 --> 00:02:25.200]  然後「心中有什麼慈悲憐憫?」
[00:02:25.200 --> 00:02:33.800]  慈悲憐憫是對社會上一些弱勢的群體
[00:02:33.800 --> 00:02:37.400]  一些在苦難裏面掙扎的人
[00:02:37.400 --> 00:02:41.400]  我們發自內心的神賜給我們
[00:02:41.400 --> 00:02:48.600]  那種愛心去表現出慈悲和憐憫
[00:02:48.600 --> 00:02:54.000]  今天我們只有時間和大家思想到第三方面
[00:02:54.000 --> 00:02:57.400]  這個教會和諧合一的根基
[00:02:57.400 --> 00:03:01.400]  就是這個「聖靈有什麼交通?」
[00:03:01.400 --> 00:03:02.800]  「聖靈有什麼交通?」
[00:03:02.800 --> 00:03:05.800]  是講到團契的生活
[00:03:05.800 --> 00:03:07.800]  這個團契
[00:03:07.800 --> 00:03:11.400]  大家聽起來的時候我知道什麼是教會的團契
[00:03:11.400 --> 00:03:17.000]  但很多時候我們對團契這個觀念是錯誤的
[00:03:17.000 --> 00:03:22.000]  因為我們用字可能用得不是很準確
[00:03:22.000 --> 00:03:23.800]  所以我們聽到團契的時候
[00:03:23.800 --> 00:03:32.000]  青年團契、少年團契、老人團契、兒童團契
[00:03:32.000 --> 00:03:35.600]  這個變成是教會組織的一部份
[00:03:35.600 --> 00:03:42.400]  但這個不是完全聖經這個團契的意思
[00:03:42.400 --> 00:03:45.400]  團契的意思是闊很多的
[00:03:45.400 --> 00:03:52.000]  整個教會其實是有一種本質
[00:03:52.000 --> 00:03:55.800]  就是這種團契的本質
[00:03:55.800 --> 00:03:58.600]  所以這個團契的生活在教會裏面
[00:03:58.600 --> 00:04:05.200]  也是一種整體的教會生活的方式
[00:04:05.200 --> 00:04:07.400]  所以團契是教會的本質
[00:04:07.400 --> 00:04:13.600]  團契是一種教會的生活方式
[00:04:13.600 --> 00:04:16.200]  也是基督教的信仰
[00:04:16.200 --> 00:04:21.200]  和很多其他宗教極大不相同的地方
[00:04:21.200 --> 00:04:24.400]  其他的宗教有個描語
[00:04:24.400 --> 00:04:26.800]  不需要很大的
[00:04:26.800 --> 00:04:35.400]  那誰甚麼時間去到都可以做他們所謂的敬拜
[00:04:35.400 --> 00:04:39.000]  他們的信徒很多是獨來獨往的
[00:04:39.000 --> 00:04:41.800]  但基督徒不是這樣
[00:04:41.800 --> 00:04:42.800]  神教導我們
[00:04:42.800 --> 00:04:46.000]  耶穌基督教導我們的
[00:04:46.000 --> 00:04:47.400]  我們信了耶穌之後
[00:04:47.400 --> 00:04:50.600]  要加入教會這個群體
[00:04:50.600 --> 00:04:54.000]  我們要常常有這個群體的生活
[00:04:54.000 --> 00:04:56.400]  這個是團契的生活
[00:04:56.400 --> 00:05:02.000]  這個是教會的本質
[00:05:02.000 --> 00:05:05.600]  如果團契這個字在聖經裏面
[00:05:05.600 --> 00:05:10.200]  其實都很多不同的翻譯
[00:05:10.200 --> 00:05:13.000]  所以有時我們看到這些字眼的時候
[00:05:13.000 --> 00:05:15.800]  我們不會思想到團契
[00:05:15.800 --> 00:05:17.400]  其實在聖經裏面
[00:05:17.400 --> 00:05:20.000]  這個團契的用字
[00:05:20.000 --> 00:05:22.200]  這裏譯作交通的
[00:05:22.200 --> 00:05:27.400]  有時翻譯作結伴
[00:05:27.400 --> 00:05:29.800]  有時翻譯作相交
[00:05:29.800 --> 00:05:32.400]  有時翻譯作會合
[00:05:32.400 --> 00:05:35.000]  有時翻譯作參與
[00:05:35.000 --> 00:05:37.400]  或者是分享
[00:05:37.400 --> 00:05:39.400]  或者是分擔
[00:05:39.400 --> 00:05:44.200]  所以是一個很闊的字來的
[00:05:44.200 --> 00:05:45.800]  所以這個團契的生活
[00:05:45.800 --> 00:05:52.800]  都是多樣化的
[00:05:52.800 --> 00:05:58.200]  是一種生活的方式來的
[00:05:58.200 --> 00:06:02.200]  當然我們要學習有團契的生活
[00:06:02.200 --> 00:06:05.000]  首先是神給我們的榜樣
[00:06:05.000 --> 00:06:07.800]  所以首先我們看到我們的神
[00:06:07.800 --> 00:06:12.600]  祂是一位團契的神
[00:06:12.600 --> 00:06:17.000]  祂是一位我們所謂三位一體的神
[00:06:17.000 --> 00:06:19.000]  三位一體有很多底字
[00:06:19.000 --> 00:06:25.000]  我知道三位一體好像什麼
[00:06:25.000 --> 00:06:27.400]  但如果你問我的時候
[00:06:27.400 --> 00:06:31.400]  我們所謂我們知道三位一體的神
[00:06:31.400 --> 00:06:36.000]  三位一體是什麼意思
[00:06:36.000 --> 00:06:40.400]  最終的話聽你的觀念是錯誤的
[00:06:40.400 --> 00:06:42.400]  因為三位一體的觀念
[00:06:42.400 --> 00:06:44.600]  不是我們人間
[00:06:44.600 --> 00:06:48.600]  我們的生活經歷裡面所有的
[00:06:48.600 --> 00:06:50.400]  所以不是一個容易了解的
[00:06:50.400 --> 00:06:53.200]  但有一個基本的觀念
[00:06:53.200 --> 00:06:56.800]  就是神是一個群體性的神
[00:06:56.800 --> 00:06:58.800]  但神又是獨一的神
[00:06:58.800 --> 00:07:02.800]  所以就是這件事是我們人間沒有的
[00:07:02.800 --> 00:07:06.400]  所以我們不容易去理解
[00:07:06.400 --> 00:07:07.600]  那不要緊
[00:07:07.600 --> 00:07:12.200]  但我們只知道神是一個群體的神
[00:07:12.200 --> 00:07:15.400]  父、子、聖、靈
[00:07:15.400 --> 00:07:19.400]  祂都獨自有祂們的工作
[00:07:19.400 --> 00:07:24.800]  但祂們又只有一個的神
