
[00:00:00.000 --> 00:00:04.240]  想這位少年人叫做龐仲望
[00:00:04.240 --> 00:00:09.360]  龐仲望是出生在河北滄州的一個貧窮的家庭
[00:00:09.360 --> 00:00:15.000]  他媽媽因為患病,失去了雙腳,不能自理
[00:00:15.000 --> 00:00:18.600]  他爸爸患上嚴重的精神分裂症
[00:00:18.600 --> 00:00:22.200]  所以很久已經不在家了
[00:00:22.200 --> 00:00:30.600]  一家的經濟全靠他年老的外公外婆,靠撿垃圾為生
[00:00:30.600 --> 00:00:37.200]  而龐仲望自董事以來,他就要負責打理家務,照顧他媽媽
[00:00:37.200 --> 00:00:42.800]  不單這樣,龐仲望更患上先天的心臟病
[00:00:42.800 --> 00:00:46.800]  他媽媽要借錢為他籌集手術費
[00:00:46.800 --> 00:00:51.600]  後來他媽媽更加患上嚴重的貧血症
[00:00:51.600 --> 00:00:57.000]  這時候就輪到龐仲望四出的借錢
[00:00:57.000 --> 00:01:03.000]  甚至停學,打散工,去籌集醫藥費
[00:01:03.000 --> 00:01:09.400]  香港有很多家長都期望他們的子女贏在起跑線
[00:01:09.400 --> 00:01:12.600]  但是龐仲望不單輸在起跑線
[00:01:12.600 --> 00:01:16.800]  他起跑的起點更加是在低谷
[00:01:16.800 --> 00:01:19.800]  但是很出人意表
[00:01:19.800 --> 00:01:25.800]  在2017年,龐仲望竟然以744分的超高成績
[00:01:25.800 --> 00:01:28.200]  記住滿分是750分
[00:01:28.200 --> 00:01:33.000]  他有744分的超高成績考入清華大學
[00:01:33.000 --> 00:01:36.400]  今年他正在攻讀博士學位
[00:01:36.400 --> 00:01:41.800]  大家不要以為龐仲望是一個超級天才,萬中無一
[00:01:41.800 --> 00:01:44.000]  不是,他是一個普通人
[00:01:44.000 --> 00:01:48.000]  他有時想一條數學的難題會想一整天
[00:01:48.000 --> 00:01:52.200]  龐仲望的成功因素就是他的生命素質
[00:01:52.200 --> 00:01:56.200]  懈而不捨,不屈不撓
[00:01:56.200 --> 00:01:59.400]  其實以龐仲望坎坷的成長背景
[00:01:59.400 --> 00:02:02.400]  他絕對可以怨天尤人
[00:02:02.400 --> 00:02:05.000]  但是龐仲望並沒有這樣做
[00:02:05.000 --> 00:02:07.400]  訪問他的記者問他
[00:02:07.400 --> 00:02:12.800]  你不羨慕你的同學有一個幸福溫暖的家庭嗎?
[00:02:12.800 --> 00:02:15.200]  龐仲望說我不羨慕
[00:02:15.200 --> 00:02:16.600]  為什麼要羨慕呢?
[00:02:16.600 --> 00:02:18.600]  因為我媽媽對我這麼好
[00:02:18.600 --> 00:02:22.200]  其實我已經比其他的孩子很幸福
[00:02:22.200 --> 00:02:24.800]  因為我經常見到我媽媽
[00:02:24.800 --> 00:02:27.000]  有很多人什麼都有
[00:02:27.000 --> 00:02:30.800]  但是親人卻不是經常在她身邊
[00:02:30.800 --> 00:02:34.200]  當龐仲望的故事流傳在網頁的時候
[00:02:34.200 --> 00:02:39.800]  很多人都自願說不如我出錢去贊助你繼續讀書
[00:02:39.800 --> 00:02:42.600]  但是龐仲望都一一婉拒
[00:02:42.600 --> 00:02:48.000]  他說所有這些錢可能大家都是很辛苦地賺來
[00:02:48.000 --> 00:02:50.600]  錢是得來不容易的
[00:02:50.600 --> 00:02:52.200]  我拒絕別人贊助我
[00:02:52.200 --> 00:02:55.200]  是因為我想磨練自己
[00:02:55.200 --> 00:03:03.600]  困難、苦難就是我邁向成功的踏腳石
[00:03:03.600 --> 00:03:05.400]  記者感恩龐仲望
[00:03:05.400 --> 00:03:09.800]  他說人生有很多東西都不是你選擇的
[00:03:09.800 --> 00:03:11.000]  是不是?
[00:03:11.000 --> 00:03:12.400]  龐仲望說是的
[00:03:12.400 --> 00:03:16.000]  不過我覺得既然苦難選擇了你
[00:03:16.000 --> 00:03:21.600]  你也可以將背影留給苦難
[00:03:21.600 --> 00:03:26.000]  將你的笑容交給陽光
[00:03:26.000 --> 00:03:28.600]  龐仲望書在起跑線
[00:03:28.600 --> 00:03:32.000]  今天我們所說的主角
[00:03:32.000 --> 00:03:36.400]  約瑟可能都是書在起跑線
[00:03:36.400 --> 00:03:41.000]  今天所說的約瑟不是舊約聖經創世紀的約瑟
[00:03:41.000 --> 00:03:44.600]  而是耶穌的爸爸約瑟
[00:03:44.600 --> 00:03:46.000]  提起約瑟
[00:03:46.000 --> 00:03:48.000]  可能你會想起什麼呢?
[00:03:48.000 --> 00:03:50.800]  可能想起聖誕節的聖景
[00:03:50.800 --> 00:03:52.400]  是不是有個馬槽
[00:03:52.400 --> 00:03:53.600]  然後有些人物
[00:03:53.600 --> 00:03:55.600]  譬如東方三博士
[00:03:55.600 --> 00:03:57.400]  有一群的牧羊人
[00:03:57.400 --> 00:03:59.400]  甚至可能有個天使
[00:03:59.400 --> 00:04:01.400]  有個嬰兒
[00:04:01.400 --> 00:04:02.600]  叫做耶穌
[00:04:02.600 --> 00:04:04.200]  可能有個瑪利亞
[00:04:04.200 --> 00:04:07.600]  甚至可能有個人扮棵樹
[00:04:07.600 --> 00:04:10.600]  還有另外一個角色是什麼呢?
[00:04:10.600 --> 00:04:11.600]  約瑟
[00:04:11.600 --> 00:04:13.600]  這個角色有沒有對白呢?
[00:04:13.600 --> 00:04:15.800]  我相信我看了這麼久的聖景
[00:04:15.800 --> 00:04:17.000]  一句對白都沒有
[00:04:17.000 --> 00:04:20.400]  約瑟就好像一個佈景板那樣動在那裏
[00:04:20.400 --> 00:04:22.000]  甚至到了17世紀
[00:04:22.000 --> 00:04:25.800]  有些畫家將約瑟和瑪利亞畫成怎樣呢?
[00:04:25.800 --> 00:04:29.200]  畫到約瑟好像七十幾歲
[00:04:29.200 --> 00:04:30.800]  八十歲的爸爸
[00:04:30.800 --> 00:04:32.400]  瑪利亞十幾歲
[00:04:32.400 --> 00:04:34.000]  就好像老夫少妻那樣
[00:04:34.000 --> 00:04:35.800]  這張照片是約瑟來的
[00:04:35.800 --> 00:04:36.800]  就好像晚年
[00:04:36.800 --> 00:04:38.800]  郭伯晚年不得子那樣
[00:04:38.800 --> 00:04:40.000]  畫成這樣
[00:04:40.000 --> 00:04:41.600]  其實看回聖經
[00:04:41.600 --> 00:04:44.800]  聖經亦都很少記載約瑟
[00:04:44.800 --> 00:04:46.200]  你這樣看下去
[00:04:46.200 --> 00:04:49.200]  約瑟就好像透明
[00:04:49.200 --> 00:04:50.800]  隱了形那樣
[00:04:50.800 --> 00:04:52.400]  超級低調
[00:04:52.400 --> 00:04:54.400]  超級平凡
[00:04:54.400 --> 00:04:56.000]  不過想想
[00:04:56.000 --> 00:04:58.000]  其實我們很多人
[00:04:58.000 --> 00:04:59.200]  包括我自己
[00:04:59.200 --> 00:05:01.200]  可能我們都是平凡人
[00:05:01.200 --> 00:05:03.600]  過著平凡的生活
[00:05:03.600 --> 00:05:06.000]  可能有很多人也都像約瑟一樣
[00:05:06.000 --> 00:05:07.400]  他不止平凡
[00:05:07.400 --> 00:05:11.200]  他其實正在遇上人生裏面很多的逆境
[00:05:11.200 --> 00:05:13.800]  可能今天經濟不景
[00:05:13.800 --> 00:05:14.800]  經濟倒退
[00:05:14.800 --> 00:05:16.400]  下滑
[00:05:16.400 --> 00:05:18.400]  可能有人怕沒工作
[00:05:18.400 --> 00:05:21.200]  可能做老闆怕生意不好
[00:05:21.200 --> 00:05:24.200]  可能我們見到父母年紀大
[00:05:24.200 --> 00:05:25.400]  身體不好
[00:05:25.400 --> 00:05:28.000]  你可能需要照顧有同行者
[00:05:28.000 --> 00:05:28.800]  但另一方面
[00:05:28.800 --> 00:05:30.400]  發覺跟自己的下一代
[00:05:30.400 --> 00:05:33.200]  好像溝通是有些問題
[00:05:33.200 --> 00:05:34.200]  可能很多弟兄姊妹
[00:05:34.200 --> 00:05:35.400]  就是這樣的處境裏面
[00:05:35.400 --> 00:05:38.200]  你就好像在茶餐廳買的餐蛋紙
[00:05:38.200 --> 00:05:39.400]  那些餐蛋一樣
[00:05:39.400 --> 00:05:40.600]  夾在中間
[00:05:40.600 --> 00:05:42.400]  可能很困難
[00:05:42.400 --> 00:05:45.400]  也都可能有人婚姻上遇到困難
[00:05:45.400 --> 00:05:48.000]  在Facebook的樣子好像很恩愛
[00:05:48.000 --> 00:05:51.400]  但事實上很多的關係上的問題
[00:05:51.400 --> 00:05:54.600]  你又不敢跟人說
[00:05:54.600 --> 00:05:57.000]  好像龐仲昂這樣
[00:05:57.000 --> 00:05:58.600]  際遇是沒得選的
[00:05:58.600 --> 00:06:00.400]  但約瑟都一樣
[00:06:00.400 --> 00:06:02.000]  他既然際遇沒得選
[00:06:02.000 --> 00:06:05.800]  但他可以選擇用合神心意的態度
[00:06:05.800 --> 00:06:08.800]  去面對那些的際遇
[00:06:08.800 --> 00:06:10.600]  其實事實上
[00:06:10.600 --> 00:06:14.000]  在神的永恆的救贖計劃裏面
[00:06:14.000 --> 00:06:16.400]  耶穌的父親約瑟
[00:06:16.400 --> 00:06:20.600]  他在扮演一個非常核心的角色
[00:06:20.600 --> 00:06:22.600]  究竟低調的約瑟
[00:06:22.600 --> 00:06:25.400]  如何去扮演這麼重要的角色呢?
[00:06:25.400 --> 00:06:26.600]  其實你有沒有想過
[00:06:26.600 --> 00:06:29.000]  神為何將這個培育耶穌
[00:06:29.000 --> 00:06:32.000]  幾乎接近三十年
[00:06:32.000 --> 00:06:35.000]  將耶穌救世主尼塞亞
[00:06:35.000 --> 00:06:38.000]  由童年少年培育到成人
[00:06:38.000 --> 00:06:39.800]  這麼多年的重任
[00:06:39.800 --> 00:06:43.800]  交給一個又平凡又低調的約瑟呢?
[00:06:43.800 --> 00:06:48.000]  或者我們應該要看約瑟的生命素質
[00:06:48.000 --> 00:06:49.400]  所以在節目以下的時間
[00:06:49.400 --> 00:06:54.200]  我很想和大家講約瑟兩方面的生命素質
[00:06:54.200 --> 00:06:55.200]  第一方面
[00:06:55.200 --> 00:06:57.000]  就是約瑟的生命
[00:06:57.000 --> 00:07:00.000]  他是願意徹底的信靠
[00:07:00.000 --> 00:07:02.000]  甘心的信服
[00:07:02.000 --> 00:07:04.000]  你看這個標題
[00:07:04.000 --> 00:07:05.000]  可能大家都聽過
[00:07:05.000 --> 00:07:06.000]  可能你也說得出
[00:07:06.000 --> 00:07:09.000]  但是我們實際上真的走出來
[00:07:09.000 --> 00:07:12.000]  我們很需要對神的信靠那種能力
[00:07:12.000 --> 00:07:14.000]  我們先看今天第一段聖經
[00:07:14.000 --> 00:07:17.000]  《馬太福音》一章十八至十九節
[00:07:17.000 --> 00:07:18.000]  等著我們一起讀
[00:07:18.000 --> 00:07:19.000]  一二三
[00:07:19.000 --> 00:07:23.000]  耶穌基督降生的事記在下面
