
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹平安
[00:00:02.000 --> 00:00:05.000]  一眨眼就新的一年了
[00:00:05.000 --> 00:00:10.000]  在新的一年祝願各位都時刻經歷主的恩福
[00:00:10.000 --> 00:00:14.000]  能夠成為主合用的器皿
[00:00:14.000 --> 00:00:16.000]  相信大家還會記得
[00:00:16.000 --> 00:00:20.000]  在十二月的三次仕途信經講道
[00:00:20.000 --> 00:00:23.000]  講的是第一項的認信
[00:00:23.000 --> 00:00:25.000]  還記得是什麼嗎?
[00:00:25.000 --> 00:00:26.000]  我信
[00:00:26.000 --> 00:00:28.000]  看不到
[00:00:30.000 --> 00:00:33.000]  創造天地的主
[00:00:33.000 --> 00:00:35.000]  今天我們開始進入
[00:00:35.000 --> 00:00:37.000]  《仕途信經》的第二項認信
[00:00:37.000 --> 00:00:40.000]  是關乎三位一體上帝的第二個位格
[00:00:40.000 --> 00:00:42.000]  耶穌基督
[00:00:42.000 --> 00:00:43.000]  不考大家了
[00:00:43.000 --> 00:00:44.000]  一起讀吧
[00:00:44.000 --> 00:00:47.000]  我信我主耶穌基督
[00:00:47.000 --> 00:00:49.000]  上帝獨生的子
[00:00:49.000 --> 00:00:51.000]  因聖靈感人
[00:00:51.000 --> 00:00:53.000]  由童貞女瑪麗亞所生
[00:00:53.000 --> 00:00:56.000]  在吊比拉多手下受難
[00:00:56.000 --> 00:01:00.000]  被釘於十字架受死埋葬
[00:01:00.000 --> 00:01:02.000]  向代欽耕
[00:01:02.000 --> 00:01:05.000]  向天保護聖天
[00:01:05.000 --> 00:01:08.000]  在在全能赴上帝的遊別
[00:01:08.000 --> 00:01:11.000]  將來必從那裡降臨
[00:01:11.000 --> 00:01:16.000]  大家手上的程序表
[00:01:16.000 --> 00:01:18.000]  印有《仕途信經》
[00:01:18.000 --> 00:01:20.000]  當你打開《仕途信經》的時候
[00:01:20.000 --> 00:01:22.000]  你就會發覺第二條的認信
[00:01:22.000 --> 00:01:27.000]  是佔了《仕途信經》一半的篇幅
[00:01:27.000 --> 00:01:29.000]  你可能已經發覺
[00:01:29.000 --> 00:01:30.000]  這條認信
[00:01:30.000 --> 00:01:34.000]  可能就是《仕途信經》的重心所在
[00:01:34.000 --> 00:01:38.000]  無論如何
[00:01:38.000 --> 00:01:41.000]  我們看到這條第二條的認信
[00:01:41.000 --> 00:01:43.000]  在這麼長的時候
[00:01:43.000 --> 00:01:44.000]  所以我們的講道
[00:01:44.000 --> 00:01:46.000]  也會分開三次
[00:01:46.000 --> 00:01:47.000]  今天我先講的
[00:01:47.000 --> 00:01:48.000]  就是開頭的部分
[00:01:48.000 --> 00:01:50.000]  我信我主耶穌基督
[00:01:50.000 --> 00:01:51.000]  上帝獨生的子
[00:01:51.000 --> 00:01:53.000]  恩聖靈感人
[00:01:53.000 --> 00:01:56.000]  由童貞女瑪利亞所生
[00:01:56.000 --> 00:01:57.000]  我的講題是
[00:01:57.000 --> 00:01:59.000]  要認清所信的是誰
[00:01:59.000 --> 00:02:00.000]  第一點就是
[00:02:00.000 --> 00:02:01.000]  怎麼看呢
[00:02:01.000 --> 00:02:04.000]  要認清所信的是誰
[00:02:04.000 --> 00:02:06.000]  認清所信的是誰
[00:02:06.000 --> 00:02:08.000]  究竟有多重要呢
[00:02:08.000 --> 00:02:09.000]  如果不重要的
[00:02:09.000 --> 00:02:12.000]  大家可以關掉耳機睡覺
[00:02:12.000 --> 00:02:13.000]  重要的
[00:02:13.000 --> 00:02:15.000]  很明顯的重要
[00:02:15.000 --> 00:02:17.000]  為什麼這麼重要
[00:02:17.000 --> 00:02:18.000]  因為福音書記載
[00:02:18.000 --> 00:02:20.000]  耶穌基督曾經問門徒
[00:02:20.000 --> 00:02:22.000]  喂 人家怎麼說
[00:02:22.000 --> 00:02:24.000]  人家說我是誰
[00:02:24.000 --> 00:02:28.000]  接著追問門徒
[00:02:28.000 --> 00:02:30.000]  考驗門徒
[00:02:30.000 --> 00:02:36.000]  那你們說我是誰
[00:02:36.000 --> 00:02:39.000]  耶穌基督最關注的
[00:02:39.000 --> 00:02:44.000]  並不是門徒的衣食住行的問題
[00:02:44.000 --> 00:02:46.000]  耶穌基督最關注的
[00:02:46.000 --> 00:02:48.000]  並不是誰執政上台
[00:02:48.000 --> 00:02:50.000]  誰上台下台
[00:02:50.000 --> 00:02:51.000]  究竟是什麼制度
[00:02:51.000 --> 00:02:52.000]  是不是選舉
[00:02:52.000 --> 00:02:54.000]  不是
[00:02:54.000 --> 00:02:55.000]  我們看福音書
[00:02:55.000 --> 00:02:56.000]  尤其是你看馬克福音
[00:02:56.000 --> 00:02:58.000]  第八章至第十二章
[00:02:58.000 --> 00:02:59.000]  你會看到
[00:02:59.000 --> 00:03:02.000]  耶穌基督最關注的
[00:03:02.000 --> 00:03:05.000]  是那些聲稱是跟從主
[00:03:05.000 --> 00:03:07.000]  跟從耶穌基督的人
[00:03:07.000 --> 00:03:11.000]  他們是否願意寫記
[00:03:11.000 --> 00:03:14.000]  是否願意背起自己的十字架
[00:03:14.000 --> 00:03:16.000]  來跟從耶穌
[00:03:16.000 --> 00:03:18.000]  是否很堅決
[00:03:18.000 --> 00:03:19.000]  要砍掉
[00:03:19.000 --> 00:03:20.000]  要挖掉
[00:03:20.000 --> 00:03:21.000]  要除掉
[00:03:21.000 --> 00:03:25.000]  要釘死自己的老鵝
[00:03:25.000 --> 00:03:27.000]  耶穌最關注的
[00:03:27.000 --> 00:03:30.000]  就是跟從自己的門徒
[00:03:30.000 --> 00:03:33.000]  是否意見接受
[00:03:33.000 --> 00:03:35.000]  態度卻照舊
[00:03:35.000 --> 00:03:40.000]  仍然是要為了賺得全世界
[00:03:40.000 --> 00:03:44.000]  而賠償自己的生命
[00:03:44.000 --> 00:03:45.000]  福音書記載了
[00:03:45.000 --> 00:03:47.000]  耶穌有很多的講論
[00:03:47.000 --> 00:03:49.000]  相信大家都會說得出來
[00:03:49.000 --> 00:03:50.000]  登山補訓
[00:03:50.000 --> 00:03:54.000]  或者是在橄欖山的講道
[00:03:54.000 --> 00:03:58.000]  又或者在黑西瑪利園教導的門徒
[00:03:58.000 --> 00:04:01.000]  我們看到整個的過程
[00:04:01.000 --> 00:04:02.000]  耶穌這麼多的講論
[00:04:02.000 --> 00:04:05.000]  去到最後才交託大使明
[00:04:05.000 --> 00:04:07.000]  我們看到的是什麼
[00:04:07.000 --> 00:04:11.000]  看到的就是耶穌最關注門徒
[00:04:11.000 --> 00:04:14.000]  是否認清他們所信的事實
[00:04:14.000 --> 00:04:17.000]  是否因著這個認清
[00:04:17.000 --> 00:04:21.000]  而知道是要改變舊的存在
[00:04:21.000 --> 00:04:22.000]  要釘死
[00:04:22.000 --> 00:04:23.000]  要去除舊我
[00:04:23.000 --> 00:04:24.000]  要重生
[00:04:24.000 --> 00:04:30.000]  要徹底作生命的改變
[00:04:30.000 --> 00:04:34.000]  認清了所信的是誰
[00:04:34.000 --> 00:04:37.000]  耶穌關心門徒的存在
[00:04:37.000 --> 00:04:39.000]  當然交託大使明
[00:04:39.000 --> 00:04:42.000]  就是他們的做事
[00:04:42.000 --> 00:04:44.000]  從福音書的編文我們看到
[00:04:44.000 --> 00:04:46.000]  耶穌是教導門徒
[00:04:46.000 --> 00:04:47.000]  改變他的變形
[00:04:47.000 --> 00:04:51.000]  重生了之後才承擔大使命
[00:04:51.000 --> 00:04:53.000]  承擔主所交託的大使命
[00:04:53.000 --> 00:04:57.000]  就是說以自然流露的新生命
[00:04:57.000 --> 00:05:00.000]  去傳揚這位耶穌基督
[00:05:00.000 --> 00:05:02.000]  是按照聖經的真道
[00:05:02.000 --> 00:05:04.000]  你都不知道耶穌所信的是誰
[00:05:04.000 --> 00:05:06.000]  你都不知道祂所傳的是什麼道理
[00:05:06.000 --> 00:05:08.000]  祂所傳的究竟是福音
[00:05:08.000 --> 00:05:13.000]  還是祂自己所創的東西
[00:05:13.000 --> 00:05:14.000]  面對耶穌的訊問
[00:05:14.000 --> 00:05:18.000]  耶穌問你們說我是誰的時候
[00:05:18.000 --> 00:05:20.000]  彼得正確地作出了一個宣言
[00:05:20.000 --> 00:05:23.000]  就好像我們所讀的司徒信經
[00:05:23.000 --> 00:05:25.000]  彼得正確地宣言
[00:05:25.000 --> 00:05:26.000]  耶穌就是基督
[00:05:26.000 --> 00:05:31.000]  是永生神的兒子
[00:05:31.000 --> 00:05:34.000]  我們從新約的書卷看到
[00:05:34.000 --> 00:05:38.000]  司徒保羅也都同樣非常清楚
[00:05:38.000 --> 00:05:42.000]  認識所信的是誰
[00:05:42.000 --> 00:05:43.000]  剛才我們所讀的一段經文
