
[00:00:00.000 --> 00:00:02.600]  各位《崇基禮拜堂》的弟兄姊妹
[00:00:02.600 --> 00:00:06.200]  各位老師、各位同學、各位好友
[00:00:06.200 --> 00:00:08.200]  多謝大家的邀請
[00:00:08.200 --> 00:00:10.600]  讓我今天有機會在主日的時候
[00:00:10.600 --> 00:00:12.400]  跟大家分享
[00:00:12.400 --> 00:00:17.200]  我前天剛剛從意大利回到香港
[00:00:17.200 --> 00:00:21.800]  是一個在天主教和基督教合辦的旅程
[00:00:21.800 --> 00:00:24.600]  我們在旅程最後的階段
[00:00:25.000 --> 00:00:30.200]  有機會去到羅馬梵蒂岡的地方
[00:00:30.200 --> 00:00:32.600]  見到教宗
[00:00:32.600 --> 00:00:37.600]  教宗也有機會跟我們說了兩三句話
[00:00:37.600 --> 00:00:40.600]  他就是一個很謙虛的人
[00:00:40.600 --> 00:00:43.200]  他跟我們說請為我祈禱
[00:00:43.200 --> 00:00:47.000]  我們排成幾行沒有辦法一一跟他聊天
[00:00:47.000 --> 00:00:49.200]  在我們最後排的一位神父
[00:00:49.200 --> 00:00:52.200]  就大聲說出來希望教宗聽到
[00:00:52.200 --> 00:00:54.400]  他說請為中國祈禱
[00:00:55.000 --> 00:00:57.200]  教宗說我有
[00:00:57.200 --> 00:01:00.200]  我每天都為中國祈禱
[00:01:00.200 --> 00:01:03.400]  我將這個訊息帶回到大家的中間
[00:01:03.400 --> 00:01:06.400]  希望大家都知道很多人關心中國
[00:01:06.400 --> 00:01:07.400]  關心我們
[00:01:07.400 --> 00:01:11.400]  願意我們在禱告裡面互相的支持
[00:01:11.400 --> 00:01:18.200]  今天是六月十一日
[00:01:18.200 --> 00:01:22.200]  六月五日是剛剛過去的世界環保日
[00:01:23.600 --> 00:01:25.400]  我們今天讀了兩段經文
[00:01:25.400 --> 00:01:28.800]  都是跟我們的環境有相關的
[00:01:28.800 --> 00:01:32.200]  包括《藏世紀》和詩篇
[00:01:32.200 --> 00:01:37.200]  我選擇了上帝愛世界這個主題
[00:01:37.200 --> 00:01:39.800]  而且選了聖經不同的部分
[00:01:39.800 --> 00:01:41.200]  包括舊約新約
[00:01:41.200 --> 00:01:43.000]  來跟大家一起分享
[00:01:43.000 --> 00:01:47.400]  首先我們需要了解一下
[00:01:47.400 --> 00:01:51.200]  我們現在所身處的世界的思潮
[00:01:51.800 --> 00:01:54.000]  我簡單用一個主題叫
[00:01:54.000 --> 00:01:56.800]  這個叫人類中心主義
[00:01:56.800 --> 00:02:00.600]  其實自從十七世紀啟蒙時代以來
[00:02:00.600 --> 00:02:03.200]  人類對自己是信心十足的
[00:02:03.200 --> 00:02:07.200]  並且認為可以透過自己的智慧和創造力
[00:02:07.200 --> 00:02:10.400]  藉著科學和科技可以改造世界
[00:02:10.400 --> 00:02:12.800]  成為一個理想的
[00:02:12.800 --> 00:02:14.800]  豐盛出產的世界
[00:02:14.800 --> 00:02:19.000]  人類不再需要忍受天氣的改變
[00:02:19.000 --> 00:02:20.800]  猛獸的襲擊
[00:02:21.200 --> 00:02:22.600]  飢餓的痛苦等等
[00:02:22.600 --> 00:02:25.200]  而是滿足自己的需要
[00:02:25.200 --> 00:02:30.400]  基督教因為相信上主
[00:02:30.400 --> 00:02:33.000]  而沒有這種人類的狂妄
[00:02:33.000 --> 00:02:35.600]  但是沒有辦法不受到時代
[00:02:35.600 --> 00:02:38.400]  的人類中心主義思想的影響
[00:02:38.400 --> 00:02:41.000]  有時甚至我們看聖經
[00:02:41.000 --> 00:02:45.000]  都會戴上這個人類中心主義的色彩眼鏡
[00:02:45.000 --> 00:02:48.400]  結果我們認為上帝創造
[00:02:48.400 --> 00:02:50.000]  耶穌基督救贖我們
[00:02:50.600 --> 00:02:52.200]  聖靈更新和再造
[00:02:52.200 --> 00:02:55.000]  這些信仰其實都是以人為目的的
[00:02:55.000 --> 00:02:57.600]  例如我們會解釋
[00:02:57.600 --> 00:02:59.800]  今日讀的創世紀第一第二章
[00:02:59.800 --> 00:03:01.600]  上帝創造的故事
[00:03:01.600 --> 00:03:04.600]  就是為了預備日月升辰
[00:03:04.600 --> 00:03:05.800]  飛禽走獸
[00:03:05.800 --> 00:03:08.000]  花草樹木鳥獸叢魚
[00:03:08.000 --> 00:03:11.200]  當做完這一切的時候
[00:03:11.200 --> 00:03:12.800]  然後才做人類
[00:03:12.800 --> 00:03:13.800]  第六人
[00:03:13.800 --> 00:03:18.000]  目的就是為人類預備一個理想的環境
[00:03:19.000 --> 00:03:22.400]  換言之人類就是上主最大的創造的目的
[00:03:22.400 --> 00:03:24.200]  甚至可能是唯一的目的
[00:03:24.200 --> 00:03:26.200]  墮落的故事
[00:03:26.200 --> 00:03:27.600]  耶穌基督的救贖
[00:03:27.600 --> 00:03:28.800]  就是關乎人類
[00:03:28.800 --> 00:03:31.200]  也都以人類為目的
[00:03:31.200 --> 00:03:33.800]  福音是針對人類的需要
[00:03:33.800 --> 00:03:35.400]  是不是這樣
[00:03:35.400 --> 00:03:40.200]  曾經有猶太的拉比解釋創世紀
[00:03:40.200 --> 00:03:41.600]  裡面
[00:03:41.600 --> 00:03:43.200]  人類是創造
[00:03:43.200 --> 00:03:45.200]  最後被創造的
[00:03:45.200 --> 00:03:47.200]  為什麼這樣說
[00:03:47.800 --> 00:03:49.400]  他的解釋很簡單
[00:03:49.400 --> 00:03:51.800]  因為上主
[00:03:51.800 --> 00:03:53.400]  希望人類
[00:03:53.400 --> 00:03:54.800]  謙卑一面
[00:03:54.800 --> 00:03:59.000]  的確如果人類沒有了太陽的照耀
[00:03:59.000 --> 00:04:00.600]  沒有了清新的空氣
[00:04:00.600 --> 00:04:02.200]  沒有了乾淨的食水
[00:04:02.200 --> 00:04:03.600]  沒有了菜蔬果實
[00:04:03.600 --> 00:04:05.600]  和各樣生物作為食物
[00:04:05.600 --> 00:04:09.000]  人類根本是不能夠存在的
[00:04:09.000 --> 00:04:11.200]  我們能不能夠驕傲呢
[00:04:11.200 --> 00:04:13.200]  我們應不應該驕傲呢
[00:04:13.200 --> 00:04:16.000]  無疑人類在上主創造之中
[00:04:16.000 --> 00:04:18.800]  佔有一個非常重要和獨特的位置
[00:04:18.800 --> 00:04:21.000]  人類是有上主的形象
[00:04:21.000 --> 00:04:23.400]  在萬物之中有不同的特質
[00:04:23.400 --> 00:04:25.600]  但是若不以此認為
[00:04:25.600 --> 00:04:28.400]  人類是上主創造最大和唯一的目的
[00:04:28.400 --> 00:04:32.000]  這樣可能是誤讀了原本經文
[00:04:32.000 --> 00:04:33.600]  未必一定有的含義
[00:04:33.600 --> 00:04:37.400]  讓我們重新閱讀幾段熟悉的經文
[00:04:37.400 --> 00:04:40.400]  看看上主在創造、救贖、更新方面
[00:04:40.400 --> 00:04:42.000]  他的心意是怎麼樣
[00:04:42.000 --> 00:04:44.600]  以下會分成三個部分
[00:04:45.000 --> 00:04:48.000]  首先是上主的愛榮耀和創造的美麗
[00:04:48.000 --> 00:04:51.000]  上主是宇宙萬物的創造者
[00:04:51.000 --> 00:04:52.200]  他愛顧一切
[00:04:52.200 --> 00:04:54.600]  並且在他所創造的宇宙之中
[00:04:54.600 --> 00:04:56.000]  反映他的榮美
[00:04:56.000 --> 00:04:58.400]  我們和萬物的存在、目的
[00:04:58.400 --> 00:05:00.000]  都是為了要榮耀他
[00:05:00.000 --> 00:05:03.000]  我們非常熟悉的一節經文
[00:05:03.000 --> 00:05:04.600]  《宇學福音》三章十六節
[00:05:04.600 --> 00:05:06.000]  上帝愛世人
[00:05:06.000 --> 00:05:08.600]  甚至將得獨生子賜給他們
[00:05:08.600 --> 00:05:11.200]  叫一切順他的不致滅亡
[00:05:11.200 --> 00:05:12.400]  反得永生
[00:05:12.400 --> 00:05:14.400]  這節經文我們熟悉
[00:05:14.600 --> 00:05:16.600]  甚至不是基督徒都熟悉
[00:05:16.600 --> 00:05:19.600]  有時候在廣告牌上也會看到
[00:05:19.600 --> 00:05:22.400]  但是請大家細心看一看
[00:05:22.400 --> 00:05:24.000]  中文的翻譯
[00:05:24.000 --> 00:05:26.400]  是沒有完全翻譯原文的意思
[00:05:26.400 --> 00:05:30.000]  原文的希臘文
[00:05:30.000 --> 00:05:32.600]  變成了英文就是 Cosmos
[00:05:32.600 --> 00:05:36.400]  中文大概也做宇宙或者世界的意思
[00:05:36.400 --> 00:05:37.800]  換言之
[00:05:37.800 --> 00:05:39.400]  如果大家讀英文
[00:05:39.400 --> 00:05:40.400]  他就說
[00:05:40.400 --> 00:05:42.600]  For God so loved the world
[00:05:42.600 --> 00:05:43.200]  是不是?
[00:05:43.400 --> 00:05:45.000]  這是英文普遍的翻譯
[00:05:45.000 --> 00:05:46.400]  也是今天的主題
[00:05:46.400 --> 00:05:48.800]  所以這節經文
[00:05:48.800 --> 00:05:51.400]  另一個更加合情合理的翻譯
[00:05:51.400 --> 00:05:53.000]  就是上帝愛宇宙
[00:05:53.000 --> 00:05:54.600]  或者上帝愛世界
[00:05:54.600 --> 00:05:55.400]  是不是?
[00:05:55.400 --> 00:05:57.800]  不過由於華人教會覺得
[00:05:57.800 --> 00:06:01.000]  愛世界在聖經是有不同意義的
[00:06:01.000 --> 00:06:04.000]  普羅就經常說不要愛這個世界
[00:06:04.000 --> 00:06:04.600]  是不是?
[00:06:04.600 --> 00:06:07.200]  所以翻譯做愛世界
[00:06:07.200 --> 00:06:10.200]  會不會有些混亂了大家的思想呢?
[00:06:10.200 --> 00:06:13.000]  於是翻譯成為了上帝愛世人
[00:06:14.200 --> 00:06:17.000]  聖經寫的是宇宙和整個世界
[00:06:17.000 --> 00:06:19.400]  有時候我們可能只是看到世人
[00:06:19.400 --> 00:06:22.000]  神的關心遠超過我們
[00:06:22.000 --> 00:06:24.800]  他關心的是整個創造的世界
[00:06:24.800 --> 00:06:26.800]  而耶穌基督教授的工作
[00:06:26.800 --> 00:06:29.800]  也無疑是如有宇宙性的含義的
[00:06:29.800 --> 00:06:32.800]  今天我們讀另一段經文
[00:06:32.800 --> 00:06:34.200]  是詩篇第八篇
[00:06:34.200 --> 00:06:35.400]  第一節是這樣說的
[00:06:35.400 --> 00:06:39.400]  「耶和華,我們的主啊,祢的名在全地,何其美?」
[00:06:39.400 --> 00:06:42.000]  「祢將祢的榮耀彰顯於天」
[00:06:43.000 --> 00:06:45.000]  詩篇有非常大量的經文
[00:06:45.000 --> 00:06:48.400]  是描述上主的創造是如何美麗的
[00:06:48.400 --> 00:06:52.400]  這個創造也反映了上主的榮耀
[00:06:52.400 --> 00:06:54.600]  很容易我們就從這個世界裏面
[00:06:54.600 --> 00:06:57.600]  去了解到、認識到上主
[00:06:57.600 --> 00:06:59.600]  我們細心觀察
[00:06:59.600 --> 00:07:01.400]  其實就會有這樣的感受
[00:07:01.400 --> 00:07:04.600]  正如詩篇第八篇第三到第四節
[00:07:04.600 --> 00:07:07.000]  看到上帝這個創造的時候
[00:07:07.000 --> 00:07:08.200]  有一個怎樣的反應呢?
[00:07:08.200 --> 00:07:10.800]  「我觀看祢指頭所造的天」
[00:07:10.800 --> 00:07:13.200]  「並祢所層處的月亮星宿」
[00:07:13.200 --> 00:07:16.200]  「便說人算甚麼,祢竟顧念他」
[00:07:16.200 --> 00:07:19.000]  「西人算甚麼,祢竟眷顧他」
[00:07:19.000 --> 00:07:22.400]  看見上主創造的天之高
[00:07:22.400 --> 00:07:26.000]  月亮星宿在暗暗上空裏面閃耀
[00:07:26.000 --> 00:07:29.200]  人就覺得自己是非常渺小的
[00:07:29.200 --> 00:07:30.800]  大家喜歡爬山
[00:07:30.800 --> 00:07:32.200]  上到高山的時候
[00:07:32.200 --> 00:07:33.600]  有相同的感覺
[00:07:33.600 --> 00:07:35.400]  大家喜歡海的時候
[00:07:35.400 --> 00:07:36.200]  你潛水
[00:07:36.200 --> 00:07:38.400]  見到海裏面是多麼的美麗
[00:07:38.400 --> 00:07:41.600]  跟我們地上的世界是完全不一樣的
[00:07:41.600 --> 00:07:43.600]  這些都讓我們很自然
[00:07:43.600 --> 00:07:45.600]  興起了一種的感嘆
[00:07:45.600 --> 00:07:49.000]  這種感嘆就是上主創造的美麗
[00:07:49.000 --> 00:07:51.400]  我們很多人都喜歡去旅行
[00:07:51.400 --> 00:07:53.000]  認識周圍的世界
[00:07:53.000 --> 00:07:54.600]  如果沒有時間去旅行
[00:07:54.600 --> 00:07:56.000]  也都會喜歡看電視
[00:07:56.000 --> 00:07:58.400]  去感受一下湛藍的天際
[00:07:58.400 --> 00:08:00.200]  各種各樣的地貌
[00:08:00.200 --> 00:08:01.800]  名山大川的美麗
[00:08:01.800 --> 00:08:04.000]  各樣生物和植物的奧妙
[00:08:04.000 --> 00:08:07.200]  可惜我們城市生活的很多人
[00:08:07.200 --> 00:08:08.600]  平日是逆逆逆逆
[00:08:08.600 --> 00:08:11.000]  舉頭的是灰濛濛一片
[00:08:11.000 --> 00:08:16.400]  看不到天空和太陽的視線的環境
[00:08:16.400 --> 00:08:18.600]  晚上看不到星空
[00:08:18.600 --> 00:08:19.800]  在街上走
[00:08:19.800 --> 00:08:22.400]  遇不到人類以外的其他生物
[00:08:22.400 --> 00:08:25.200]  在家裏除了撲滅蚊和蟑螂
[00:08:25.200 --> 00:08:27.800]  就沒有跟其他生物建立友善的關係
[00:08:27.800 --> 00:08:31.000]  甚至都會怕大樹危害自己的安全
