
[00:00:00.000 --> 00:00:03.560]  讀一段聖經在約瑟雅基第一章第三節
[00:00:03.560 --> 00:00:05.880]  只有一節的聖經,我們一同來念,來
[00:00:05.880 --> 00:00:08.000]  把你們腳掌所踏之地
[00:00:08.000 --> 00:00:12.600]  我都照著我所應許摩西的話賜給你們了
[00:00:12.600 --> 00:00:14.080]  我們就讀到這裡
[00:00:14.080 --> 00:00:18.480]  今年我們的宣教月的活動跟往年不大一樣
[00:00:18.480 --> 00:00:20.160]  事實上從這個禮拜開始
[00:00:20.160 --> 00:00:22.480]  我們連續四個禮拜
[00:00:22.480 --> 00:00:27.960]  我們請到不同地區的牧者的代表來我們中間分享
[00:00:27.960 --> 00:00:31.160]  今天是我們從非洲來的牧者的代表
[00:00:31.160 --> 00:00:36.120]  下一個禮拜是從蒙古跟中亞來的牧者的代表
[00:00:36.120 --> 00:00:38.720]  再下一個禮拜就會是從中美洲
[00:00:38.720 --> 00:00:42.560]  我們剛剛開始新的分堂的瓜地馬拉的分堂的牧者
[00:00:42.560 --> 00:00:43.680]  會來到我們中間
[00:00:43.680 --> 00:00:47.400]  最後一個禮拜是我們在東南亞牧者的代表
[00:00:47.400 --> 00:00:51.600]  也是我們柬埔寨的牧師會來到我們中間
[00:00:51.600 --> 00:00:55.560]  我們盼望透過這些不同地區的分享
[00:00:55.560 --> 00:00:58.720]  讓大家能夠稍微明白了解一下
[00:00:58.720 --> 00:01:02.440]  我們在全世界的殖糖的工作
[00:01:02.440 --> 00:01:06.680]  我還記得1995年我們開始生命和靈良堂的時候
[00:01:06.680 --> 00:01:10.480]  我們很清楚的看見神所給我們一個圖畫
[00:01:10.480 --> 00:01:14.960]  那個圖畫就是生命河流向萬國萬民
[00:01:14.960 --> 00:01:19.000]  但怎麼流法呢?往哪裡流了?
[00:01:19.000 --> 00:01:23.000]  那個時候真的是還是想不通的一件事情
[00:01:23.000 --> 00:01:25.880]  但這些年我們就是順從神的呼召
[00:01:25.880 --> 00:01:29.960]  而且勇敢的向前跨越出去
[00:01:29.960 --> 00:01:34.560]  回頭看起來真的好像剛才所讀的那段經文所說的
[00:01:34.560 --> 00:01:35.800]  耶穌要記一章三節
[00:01:35.800 --> 00:01:40.840]  神果然將我們腳掌所踏之地賞賜給我們了
[00:01:40.840 --> 00:01:42.760]  Amen, Hallelujah
[00:01:42.760 --> 00:01:46.080]  這也是我們今年宣教月的主題
[00:01:46.080 --> 00:01:51.560]  今年的主題就是「得著腳掌所踏之地」
[00:01:51.560 --> 00:01:59.160]  你要知道今年是我們做跨文化殖糖的第二十週年
[00:01:59.160 --> 00:02:03.800]  1999年我們在外蒙古的烏蘭巴特
[00:02:03.800 --> 00:02:07.320]  成立了第一間跨文化的分堂
[00:02:07.320 --> 00:02:10.440]  當我們回頭看這二十年的時候
[00:02:10.440 --> 00:02:15.240]  我們看見神在我們宣教殖糖上所做的工作
[00:02:15.240 --> 00:02:17.480]  是遠超過我們所求所想的
[00:02:17.480 --> 00:02:18.720]  Amen
[00:02:18.720 --> 00:02:22.400]  所有人曾經這樣說 有太多的時候
[00:02:22.400 --> 00:02:28.920]  我們人會高估自己在一兩年內所能做的事情
[00:02:28.920 --> 00:02:35.040]  但卻大大低估了神在一二十年裡面
[00:02:35.040 --> 00:02:36.960]  祂所能做的事情
[00:02:36.960 --> 00:02:40.560]  我想我們教會真是最好的例子
[00:02:40.560 --> 00:02:43.760]  二十年前誰能夠想得到
[00:02:43.760 --> 00:02:48.600]  今天我們宣教殖糖的工作能夠快速這樣發展
[00:02:48.600 --> 00:02:50.640]  進入二十九個國家
[00:02:50.640 --> 00:02:53.520]  建立了兩百四十六間教會呢
[00:02:53.520 --> 00:02:54.600]  榮耀歸給我們的神
[00:02:54.600 --> 00:02:57.960]  Hallelujah
[00:02:57.960 --> 00:03:01.040]  所以今天早上要從四方面跟大家來分享
[00:03:01.040 --> 00:03:02.760]  這二十年當中
[00:03:02.760 --> 00:03:08.120]  神所教導我們的一些跨文化宣教的原則
[00:03:08.120 --> 00:03:09.360]  第一個原則
[00:03:09.360 --> 00:03:12.920]  宣教永遠從神的憐憫開始
[00:03:12.920 --> 00:03:19.240]  跟你媽說 宣教永遠從神的憐憫開始
[00:03:19.240 --> 00:03:22.400]  是父神的憐憫跟愛嗎
[00:03:22.400 --> 00:03:24.760]  是天父的愛
[00:03:24.760 --> 00:03:30.320]  祂願意拆遷祂獨生的愛子 耶穌基督來到這個世界
[00:03:30.320 --> 00:03:34.360]  為我們人類成為那個贖罪的羔羊
[00:03:34.360 --> 00:03:40.440]  這一切都是從天父的愛跟憐憫開始的
[00:03:40.440 --> 00:03:43.840]  也是從主耶穌的愛跟憐憫開始
[00:03:43.840 --> 00:03:49.000]  是主耶穌的愛跟憐憫讓祂願意道成肉身
[00:03:49.000 --> 00:03:52.440]  來到這樣一個罪惡的世界
[00:03:52.440 --> 00:03:57.720]  承受人世間一切的憂患跟痛苦
[00:03:57.720 --> 00:04:00.680]  所以馬太福音第九章三十六節這裡講到說
[00:04:00.680 --> 00:04:04.120]  祂看見許多人就憐憫他們
[00:04:04.120 --> 00:04:06.280]  因為他們困苦流離
[00:04:06.280 --> 00:04:09.560]  如同羊沒有牧人一般
[00:04:09.560 --> 00:04:12.080]  這講到耶穌的心腸
[00:04:12.080 --> 00:04:14.920]  祂看見許多人就怎麼樣
[00:04:14.920 --> 00:04:17.000]  憐憫他們
[00:04:17.000 --> 00:04:20.040]  今天我們常常正好相反不是嗎
[00:04:20.040 --> 00:04:25.120]  我們看見許多人就很煩不是嗎
[00:04:25.120 --> 00:04:29.800]  但是耶穌基督看見許多人就憐憫他們
[00:04:29.800 --> 00:04:31.240]  為什麼
[00:04:31.240 --> 00:04:35.480]  因為祂看見他們心靈深處困苦流離
[00:04:35.480 --> 00:04:38.280]  今天你我不就是困苦流離
[00:04:38.280 --> 00:04:41.680]  無論你外表穿得多麼漂亮光鮮美麗
[00:04:41.680 --> 00:04:44.960]  你的心裡多少受困苦流離
[00:04:44.960 --> 00:04:49.440]  耶穌看見我們心靈深處的需要
[00:04:49.440 --> 00:04:54.560]  如同羊沒有牧人一般
[00:04:54.560 --> 00:04:57.280]  大家記得耶穌講了一個比喻嗎
[00:04:57.280 --> 00:05:01.120]  有一次耶穌說你們中間有一百隻羊
[00:05:01.120 --> 00:05:04.000]  如果一羊走迷失了
[00:05:04.000 --> 00:05:08.840]  難道你不會撇下九十九隻羊在曠野
[00:05:08.840 --> 00:05:11.760]  去尋找那位迷失的羊
[00:05:11.760 --> 00:05:15.480]  等到找到為止就歡喜快樂嗎
[00:05:15.480 --> 00:05:18.000]  記得嗎 耶穌講過這個比喻
[00:05:18.000 --> 00:05:20.440]  我不知道你第一次看這個比喻的時候
[00:05:20.440 --> 00:05:22.120]  你的反應是如何
[00:05:22.120 --> 00:05:24.200]  我還記得我第一次讀這個比喻的時候
[00:05:24.200 --> 00:05:27.000]  說主啊絕對不會這樣
[00:05:27.000 --> 00:05:29.760]  想想看如果你一百隻羊
[00:05:29.760 --> 00:05:36.720]  有一隻羊走丟了你會怎麼做 誠實回答
[00:05:36.720 --> 00:05:39.880]  你會撇下九十九隻在曠野嗎
[00:05:39.880 --> 00:05:43.200]  絕對不會
[00:05:43.200 --> 00:05:44.320]  如果撇下九十九隻在曠野
[00:05:44.320 --> 00:05:47.520]  萬一蟬讓你吃掉怎麼辦
[00:05:47.520 --> 00:05:49.720]  如果換了我們絕對是
[00:05:49.720 --> 00:05:52.680]  如果這隻羊回來了感謝在美祖
[00:05:52.680 --> 00:05:56.840]  如果不回來祝福牠去吧
[00:05:56.840 --> 00:06:00.040]  我們還有九十九隻啊
[00:06:00.040 --> 00:06:03.360]  但耶穌的心卻不是這樣
[00:06:03.360 --> 00:06:05.840]  耶穌的心腸不是這樣
[00:06:05.840 --> 00:06:10.360]  耶穌的心腸祂會撇下九十九隻在曠野
[00:06:10.360 --> 00:06:13.320]  要去尋找那位迷失的羊
[00:06:13.320 --> 00:06:15.600]  一直等到祂找到為止
[00:06:15.600 --> 00:06:18.360]  祂就歡喜快樂
[00:06:18.360 --> 00:06:21.000]  多少時候我看見很多人想尋求神的心
[00:06:21.000 --> 00:06:22.480]  我想明白
[00:06:22.480 --> 00:06:24.320]  你真的想明白神的心嗎
[00:06:24.320 --> 00:06:26.480]  我告訴你神的心就在這裡
[00:06:26.480 --> 00:06:30.320]  在那迷失的羊身上
[00:06:30.320 --> 00:06:33.080]  你們今天教會
[00:06:33.080 --> 00:06:37.120]  我們一定要體會主的憐憫啦
[00:06:37.120 --> 00:06:40.760]  我們才能夠看見這個世代的需要嘛
[00:06:40.760 --> 00:06:42.040]  否則的話我告訴你
[00:06:42.040 --> 00:06:43.440]  我們看來看去
[00:06:43.440 --> 00:06:47.320]  只會看見我們自己的需要而已
[00:06:47.320 --> 00:06:47.960]  第二點我常常說
[00:06:47.960 --> 00:06:52.160]  今天教會福音傳不出去最大的原因
[00:06:52.160 --> 00:06:55.400]  從來不是因為世界太邪惡
[00:06:55.400 --> 00:06:58.160]  世界一直都很邪惡我告訴你
[00:06:58.160 --> 00:06:59.880]  也不是因為人心太剛硬
[00:06:59.880 --> 00:07:03.360]  人心一直很剛硬啦
[00:07:03.360 --> 00:07:06.560]  福音傳不出去最主要的原因是
[00:07:06.560 --> 00:07:09.640]  教會只看見自己的需要
[00:07:09.640 --> 00:07:14.240]  卻不能夠體會主憐憫的心腸
[00:07:14.240 --> 00:07:16.600]  今天教會第一件事情
[00:07:16.600 --> 00:07:20.560]  我們一定要體會主的憐憫啦
[00:07:20.560 --> 00:07:22.680]  你們第二
[00:07:22.680 --> 00:07:24.920]  禱告是最有效的福音策略
[00:07:24.920 --> 00:07:29.440]  跟你說禱告是最有效的福音策略
[00:07:29.440 --> 00:07:31.280]  瑪格福音第十一章十七節
[00:07:31.280 --> 00:07:32.200]  我們很熟的聖經
[00:07:32.200 --> 00:07:33.800]  耶穌很清楚講到說
[00:07:33.800 --> 00:07:39.840]  我的殿必稱為萬國禱告的殿
[00:07:39.840 --> 00:07:40.640]  很有意思
[00:07:40.640 --> 00:07:45.280]  耶穌沒有說我的殿要稱為講道的殿
[00:07:45.280 --> 00:07:47.240]  我們傳道人以為
[00:07:47.240 --> 00:07:49.680]  神的殿就是我們講道的地方
[00:07:49.680 --> 00:07:52.480]  但是耶穌沒有這樣說
[00:07:52.480 --> 00:07:56.640]  耶穌沒有說我的殿稱為聽道的殿
[00:07:56.640 --> 00:07:59.720]  我們華人基督徒最會聽道
[00:07:59.720 --> 00:08:04.080]  我常常說華人基督徒都是聽道精啊
[00:08:04.080 --> 00:08:05.320]  好會聽道
[00:08:05.320 --> 00:08:10.120]  聽完了還會批評論斷一下
[00:08:10.120 --> 00:08:11.520]  但耶穌也沒有說
[00:08:11.520 --> 00:08:14.840]  我的殿稱為聽道的殿
[00:08:14.840 --> 00:08:18.920]  耶穌沒有說我的殿稱為團氣吃喝的殿
[00:08:18.920 --> 00:08:21.920]  我們華人教會最喜歡團氣吃喝
[00:08:21.920 --> 00:08:23.480]  平常聚會都到不及
[00:08:23.480 --> 00:08:27.920]  一啪啦全部到齊
[00:08:27.920 --> 00:08:31.120]  但耶穌也沒有說我的殿稱為團氣吃喝的殿
[00:08:31.120 --> 00:08:35.200]  耶穌卻說我的殿稱為萬國禱告的殿
[00:08:35.200 --> 00:08:36.800]  你們想過嗎
[00:08:36.800 --> 00:08:40.080]  我相信不但是萬民聚集在這裡禱告
[00:08:40.080 --> 00:08:43.960]  更是為萬國萬民禱告的地方
[00:08:43.960 --> 00:08:47.040]  這個殿是要禱告的
[00:08:47.040 --> 00:08:51.160]  是為萬國萬民禱告的
[00:08:51.160 --> 00:08:52.920]  這為什麼我們教會從第一天開始
[00:08:52.920 --> 00:08:55.040]  真的從第一天開始
[00:08:55.040 --> 00:08:56.840]  我們每一個主日
[00:08:56.840 --> 00:09:00.440]  一定為全世界一個國家禱告
[00:09:00.440 --> 00:09:04.440]  或者為一個未得之民禱告
[00:09:04.440 --> 00:09:05.560]  有時候你參加我們教會
[00:09:05.560 --> 00:09:07.400]  全世界搞不清楚為什麼每一個禮拜要為一個國家
[00:09:07.400 --> 00:09:09.960]  這就是神的命令就在這裡
[00:09:09.960 --> 00:09:13.080]  這個殿要成為萬國禱告的殿
[00:09:13.080 --> 00:09:15.200]  我們從第一天開始
[00:09:15.200 --> 00:09:17.200]  我們就遵行神的吩咐
[00:09:17.200 --> 00:09:21.640]  每一個禮拜一定紀念到一個國家的需要
[00:09:21.640 --> 00:09:24.480]  我還記得有一次一個宣教士來到我們教會
[00:09:24.480 --> 00:09:25.480]  來分享
[00:09:25.480 --> 00:09:27.080]  他一看我們是華人教會
[00:09:27.080 --> 00:09:29.520]  立刻提出挑戰
[00:09:29.520 --> 00:09:31.760]  他對我們的會眾說
[00:09:31.760 --> 00:09:34.680]  請問你們中間有多少人為中國禱告過
[00:09:34.680 --> 00:09:35.960]  所有人都舉手
[00:09:35.960 --> 00:09:37.480]  他說我就知道
[00:09:37.480 --> 00:09:38.520]  你們是中國人
[00:09:38.520 --> 00:09:40.440]  一定為中國禱告
[00:09:40.440 --> 00:09:44.440]  但是有多少人為吉布地禱告過
[00:09:44.440 --> 00:09:47.080]  一半以上人就嚇一跳
[00:09:47.080 --> 00:09:47.720]  他繼續問
[00:09:47.720 --> 00:09:50.600]  那你們中間有多少人為西撒哈拉禱告過
[00:09:50.600 --> 00:09:51.800]  一半以上又舉手
[00:09:51.800 --> 00:09:53.400]  他又嚇一跳
[00:09:53.400 --> 00:09:54.320]  之後他問我說
[00:09:54.320 --> 00:09:57.120]  劉牧師你們教會什麼樣的教會
[00:09:57.120 --> 00:09:58.400]  我到別的地方去
[00:09:58.400 --> 00:10:00.880]  這些國家他們連名字都沒聽過
[00:10:00.880 --> 00:10:02.560]  你們教會一半以上人舉手
[00:10:02.560 --> 00:10:04.440]  怎麼回事情
[00:10:04.440 --> 00:10:05.080]  我就對他說
[00:10:05.080 --> 00:10:10.040]  另外一半人是忘記了
[00:10:10.040 --> 00:10:10.520]  come on
[00:10:10.520 --> 00:10:13.000]  我們每一個禱告多少輪了
[00:10:13.000 --> 00:10:16.080]  這麼多年早就禱過好幾次了
[00:10:16.080 --> 00:10:19.760]  只是有時候你不記得那國家的名字而已
[00:10:19.760 --> 00:10:21.440]  但是為什麼如此
[00:10:21.440 --> 00:10:23.600]  因為我深深的相信
[00:10:23.600 --> 00:10:27.680]  透過禱告才能帶來真實的關懷
[00:10:27.680 --> 00:10:29.960]  你才有宣教的火
[00:10:29.960 --> 00:10:32.000]  為什麼這麼多年我們教會在宣教
[00:10:32.000 --> 00:10:33.080]  大家持續的
[00:10:33.080 --> 00:10:34.280]  因為禱告
[00:10:34.280 --> 00:10:36.400]  你每一個禮拜為國家禱告
[00:10:36.400 --> 00:10:40.240]  無形中你就有一種負擔在你的裡面
[00:10:40.240 --> 00:10:43.440]  不但每個主日我們為一個國家禱告
[00:10:43.440 --> 00:10:47.200]  我們每一個小組也認領一個宣教單位
[00:10:47.200 --> 00:10:47.680]  不是嗎
[00:10:47.680 --> 00:10:51.080]  either是宣教士或者是分堂或宣教機構
[00:10:51.080 --> 00:10:55.040]  你們小組有沒有認領
[00:10:55.040 --> 00:10:55.560]  有嗎
[00:10:55.560 --> 00:10:56.040]  有沒有
[00:10:56.040 --> 00:10:58.920]  沒有
[00:10:58.920 --> 00:11:00.640]  問題是有沒有禱告
[00:11:00.640 --> 00:11:01.640]  認領是因為什麼
[00:11:01.640 --> 00:11:03.960]  恐怕你從來沒有禱告過
[00:11:03.960 --> 00:11:07.280]  你要在小組當中紀念這些宣教
[00:11:07.280 --> 00:11:10.320]  你看我們有多少的分堂在回教國家裡面
[00:11:10.320 --> 00:11:12.800]  他們傳福音這樣的困難
[00:11:12.800 --> 00:11:16.160]  我們真的要常常紀念我們的宣教士
[00:11:16.160 --> 00:11:20.080]  紀念我們的分堂跟宣教單位
[00:11:20.080 --> 00:11:22.320]  我還記得我母親還健在的時候
[00:11:22.320 --> 00:11:27.720]  她那時候她的小組剛好認領到一個非洲的宣教士
[00:11:27.720 --> 00:11:30.080]  那因為非洲人的名字很難唸
[00:11:30.080 --> 00:11:31.880]  我的母親每天早上起來禱告
[00:11:31.880 --> 00:11:33.640]  祝我求你紀念那個小黑人
[00:11:33.640 --> 00:11:37.000]  那個小黑人紀念
[00:11:37.000 --> 00:11:38.280]  我就很感動
[00:11:38.280 --> 00:11:40.520]  她就是每一天祝福
[00:11:40.520 --> 00:11:40.800]  對不對
[00:11:40.800 --> 00:11:42.160]  禱告太重要了
[00:11:42.160 --> 00:11:44.920]  我們常常在傳福音的時候覺得說我們需要做什麼
[00:11:44.920 --> 00:11:46.560]  那before你做什麼
[00:11:46.560 --> 00:11:48.480]  在你還沒有做什麼以前
[00:11:48.480 --> 00:11:50.640]  禱告是非常重要的
