
[00:00:00.000 --> 00:00:01.480]  其實不知道大家有沒有留意
[00:00:01.480 --> 00:00:03.680]  我們今年的年提是這個
[00:00:03.680 --> 00:00:06.320]  「使人得見的領袖團隊」
[00:00:06.320 --> 00:00:09.880]  其實我們五年計劃「使人得見的教會」
[00:00:09.880 --> 00:00:11.560]  在第一步我們發覺
[00:00:11.560 --> 00:00:14.280]  我們很需要在領袖當中
[00:00:14.280 --> 00:00:19.480]  加強一點培訓和一些領袖的學習
[00:00:19.480 --> 00:00:21.120]  不過不知道大家會不會覺得這個題目
[00:00:21.120 --> 00:00:22.960]  好像跟我們很遙遠
[00:00:22.960 --> 00:00:24.240]  因為在教會領袖
[00:00:24.240 --> 00:00:27.480]  通常就是教童工、執事、理事
[00:00:27.480 --> 00:00:29.880]  好像跟我們沒有什麼關係
[00:00:29.880 --> 00:00:31.200]  但我想問問大家
[00:00:31.200 --> 00:00:33.440]  大家是不是一個跟隨基督的人
[00:00:33.440 --> 00:00:34.720]  是的,請舉手
[00:00:34.720 --> 00:00:36.720]  我想大部份人都是的,沒錯
[00:00:36.720 --> 00:00:40.000]  但有沒有留意其實你跟隨基督之前
[00:00:40.000 --> 00:00:41.440]  你也跟那些領袖
[00:00:41.440 --> 00:00:44.400]  有些領袖帶領你去到基督的面前
[00:00:44.400 --> 00:00:46.480]  但其實不單止是這樣
[00:00:46.480 --> 00:00:48.520]  你同樣也是一個領袖
[00:00:48.520 --> 00:00:50.920]  去要帶領一些未認識基督的人
[00:00:50.920 --> 00:00:52.840]  去到主的面前
[00:00:52.840 --> 00:00:53.920]  意思是什麼?
[00:00:53.920 --> 00:00:55.360]  就是說可能你會覺得
[00:00:55.360 --> 00:00:58.280]  就算我想主兩三年或者一兩年的
[00:00:58.280 --> 00:00:59.680]  我怎麼做領袖?
[00:00:59.680 --> 00:01:03.560]  但你同樣也有機會帶領別人去到主的面前
[00:01:03.560 --> 00:01:04.960]  就算不在教會
[00:01:04.960 --> 00:01:06.040]  你在家裡
[00:01:06.040 --> 00:01:08.280]  你在工作的環境
[00:01:08.280 --> 00:01:09.360]  甚至在學校
[00:01:09.360 --> 00:01:11.880]  你也有機會成為一個領袖
[00:01:11.880 --> 00:01:13.520]  所以我也很想
[00:01:13.520 --> 00:01:16.360]  我們這個重建城牆系列
[00:01:16.360 --> 00:01:19.080]  其實就是透過尼西米記
[00:01:19.080 --> 00:01:21.400]  尼西米的生命
[00:01:21.400 --> 00:01:24.400]  去讓我們知道何謂一個領袖
[00:01:24.400 --> 00:01:25.880]  今天我們更加要學習
[00:01:25.880 --> 00:01:28.400]  如何成為一個迎難而上的領袖
[00:01:28.400 --> 00:01:29.960]  幫我預備今天講到這裡之前
[00:01:29.960 --> 00:01:31.880]  我收到一個Email
[00:01:31.880 --> 00:01:33.800]  裡面講了一則新聞
[00:01:33.800 --> 00:01:37.320]  很值得我在這裡作為一個引言的開始
[00:01:37.320 --> 00:01:39.080]  大家不知道認識這個人嗎?
[00:01:39.080 --> 00:01:41.760]  這位就是印度的總理莫迪
[00:01:41.760 --> 00:01:43.920]  他在2016年
[00:01:43.920 --> 00:01:45.200]  不過也拗了一點
[00:01:45.200 --> 00:01:46.280]  11月8日
[00:01:46.280 --> 00:01:48.080]  當他演講的期間
[00:01:48.080 --> 00:01:49.600]  他突然間宣佈
[00:01:49.600 --> 00:01:52.920]  當現在11月8日他正在演講
[00:01:52.920 --> 00:01:56.280]  他現在向我們印度的所有人民說
[00:01:56.280 --> 00:01:57.840]  從今晚開始
[00:01:57.840 --> 00:02:00.720]  你們手上的所有500元紙幣和1000元紙幣
[00:02:00.720 --> 00:02:02.200]  將會成為廢鈔
[00:02:02.200 --> 00:02:05.040]  你們在10月30日之前要快點去換新銀紙
[00:02:05.040 --> 00:02:07.120]  否則所有都作廢
[00:02:07.120 --> 00:02:10.280]  這個舉動我看到大家已經嚇一跳
[00:02:10.280 --> 00:02:13.840]  如果我們今天香港的梁先生在這裡說
[00:02:13.840 --> 00:02:16.280]  你們接下來在我任期之內
[00:02:16.280 --> 00:02:17.920]  你們那些500元紙幣和1000元紙幣
[00:02:17.920 --> 00:02:18.760]  就做廢鈔了
[00:02:18.760 --> 00:02:20.760]  你們不去銀行換新銀紙
[00:02:20.760 --> 00:02:22.000]  就沒有用了
[00:02:22.000 --> 00:02:23.520]  你一定說這個人瘋了
[00:02:23.520 --> 00:02:25.680]  整個印度的經濟
[00:02:25.680 --> 00:02:28.240]  一定被莫迪推倒了
[00:02:28.240 --> 00:02:29.600]  是的
[00:02:29.600 --> 00:02:32.680]  因為14.6兆億的盧比
[00:02:32.680 --> 00:02:35.600]  就是印度貨幣的叫稱
[00:02:35.600 --> 00:02:39.120]  變成了86%是500元和1000元紙幣
[00:02:39.120 --> 00:02:41.920]  可想而知這個轉變是多麼瘋狂
[00:02:41.920 --> 00:02:44.440]  但其實背後當然有背景的
[00:02:44.440 --> 00:02:47.080]  你知不知道其實印度有多少人是納稅的
[00:02:47.080 --> 00:02:49.160]  是100個人裡面
[00:02:49.160 --> 00:02:51.160]  只有3個人納稅而已
[00:02:51.160 --> 00:02:54.120]  有97個人都是逃稅
[00:02:54.120 --> 00:02:55.520]  洗黑金
[00:02:55.520 --> 00:02:58.800]  他們很多的偽鈔洗黑錢
[00:02:58.800 --> 00:03:00.400]  很多來歷不明的錢
[00:03:00.400 --> 00:03:01.200]  都藏在這裡
[00:03:01.200 --> 00:03:02.400]  他們不放在銀行
[00:03:02.400 --> 00:03:04.400]  全部都是在家裡面
[00:03:04.400 --> 00:03:07.680]  其實莫迪他這次的政策
[00:03:07.680 --> 00:03:09.880]  是實踐了他選舉前的承諾
[00:03:09.880 --> 00:03:12.080]  而且他更加要打大老虎
[00:03:12.080 --> 00:03:16.040]  他見到這個瞞稅洗黑錢的途徑這麼猖獗
[00:03:16.040 --> 00:03:19.120]  其實他之前有一個恩典制度
[00:03:19.120 --> 00:03:21.320]  就是我現在在這段時間
[00:03:21.320 --> 00:03:22.240]  我不管你們這麼多
[00:03:22.240 --> 00:03:26.440]  總之你們將所有來歷不明的錢全部拿去登記
[00:03:26.440 --> 00:03:27.920]  我們不再問理由
[00:03:27.920 --> 00:03:28.920]  也幫你保密
[00:03:28.920 --> 00:03:31.640]  只是扣減45%的稅款和罰款
[00:03:31.640 --> 00:03:33.320]  但是都沒有人理會
[00:03:33.320 --> 00:03:36.040]  沒有人理會這個恩典的政策
[00:03:36.040 --> 00:03:38.400]  所以為止防範漏洞
[00:03:38.400 --> 00:03:44.800]  也避免那些歹徒有任何的時間去做其他動作
[00:03:44.800 --> 00:03:47.480]  所以他11月8日即晚生效
[00:03:47.480 --> 00:03:49.720]  剩下不夠兩個月時間
[00:03:49.720 --> 00:03:53.920]  就要所有那些很多錢放在家裡
[00:03:53.920 --> 00:03:57.240]  你不換的話就要當場紙了
[00:03:57.240 --> 00:03:59.560]  他們就要去到銀行登記
[00:03:59.560 --> 00:04:01.160]  寫下所有文件
[00:04:01.160 --> 00:04:03.760]  沒有辦法再潛逃了
[00:04:03.760 --> 00:04:06.760]  那些洗黑錢的人當中
[00:04:06.760 --> 00:04:09.760]  就是印了一些反社會革命分子
[00:04:09.760 --> 00:04:12.040]  或者是黑社會大財團
[00:04:12.040 --> 00:04:17.360]  慕迪就認清楚他的敵人是什麼
[00:04:17.360 --> 00:04:21.080]  他就果敢作出一個大刀闊斧的政策
[00:04:21.080 --> 00:04:23.440]  他這個行動令我聯想起
[00:04:23.440 --> 00:04:25.720]  今天我們要看的聖經人物
[00:04:25.720 --> 00:04:26.640]  尼西米
[00:04:26.640 --> 00:04:29.520]  當他重建城牆宣佈開始的時候
[00:04:29.520 --> 00:04:31.880]  同樣面對很多敵人的攻擊
[00:04:31.880 --> 00:04:34.720]  更加面對內部士氣的消沉
[00:04:34.720 --> 00:04:36.920]  他怎樣在內憂外患之下
[00:04:36.920 --> 00:04:38.240]  去迎難而上
[00:04:38.240 --> 00:04:40.240]  做一個有智慧的對策呢?
[00:04:40.240 --> 00:04:41.640]  在我們進入經文之前
[00:04:41.640 --> 00:04:42.960]  我們再次祈禱
[00:04:43.680 --> 00:04:47.920]  親愛的天父 多謝祢讓我們能夠去研讀上帝祢的話語
[00:04:47.920 --> 00:04:50.400]  求聖令祢充滿在我們進入的心
[00:04:50.400 --> 00:04:52.240]  以致在今天的崇拜當中
[00:04:52.240 --> 00:04:55.120]  是上帝祢的話語親自向我們說話
[00:04:55.120 --> 00:04:57.680]  打開我們的耳朵 打開我們的心
[00:04:57.680 --> 00:05:00.800]  以致讓我們能夠透過今天的話語
[00:05:00.800 --> 00:05:03.600]  能夠去學習怎樣做一個有智慧
[00:05:03.600 --> 00:05:05.200]  迎難而上的領袖
[00:05:05.200 --> 00:05:07.520]  又讓我成為上帝祢的僕人
[00:05:07.520 --> 00:05:09.920]  以致我能夠將上帝祢的話語
[00:05:09.920 --> 00:05:11.920]  按著正義去分解
[00:05:11.920 --> 00:05:14.080]  又讓弟子們能夠聽得明白
[00:05:14.080 --> 00:05:15.440]  更加能夠活出來
[00:05:15.440 --> 00:05:17.760]  求祢讓我成為祢流通的管子
[00:05:17.760 --> 00:05:18.960]  我們禱告交託
[00:05:18.960 --> 00:05:21.040]  奉耶穌基督得性明智祈求
[00:05:21.040 --> 00:05:21.760]  阿們
[00:05:21.760 --> 00:05:28.080]  我們當然很鼓勵大家打開聖經去讀上帝的話語
[00:05:28.080 --> 00:05:30.080]  所以如果你有聖經
[00:05:30.080 --> 00:05:32.080]  你可以用你的電話也好
[00:05:32.080 --> 00:05:33.680]  手上的聖經也好
