
[00:00:00.000 --> 00:00:03.000]  很快又到聖誕節了
[00:00:03.000 --> 00:00:06.000]  還有兩個星期左右
[00:00:06.000 --> 00:00:12.000]  聖誕節我們大家都知道
[00:00:12.000 --> 00:00:14.000]  基督徒來說
[00:00:14.000 --> 00:00:17.000]  應該都知道聖誕節是紀念
[00:00:17.000 --> 00:00:20.000]  救主基督降生
[00:00:20.000 --> 00:00:25.000]  這個好像是想當然的問題
[00:00:25.000 --> 00:00:26.000]  我們個個都知道
[00:00:26.000 --> 00:00:29.000]  但是在今天這個社會
[00:00:30.000 --> 00:00:33.000]  這個社會將基督的信仰
[00:00:33.000 --> 00:00:36.000]  特別是將聖誕節變成商業化
[00:00:36.000 --> 00:00:38.000]  娛樂化
[00:00:38.000 --> 00:00:41.000]  變成購物和狂歡的日子
[00:00:41.000 --> 00:00:44.000]  如果這個社會裡面
[00:00:44.000 --> 00:00:46.000]  外面的人不是真的個個都知道
[00:00:46.000 --> 00:00:49.000]  聖誕節的真正的意義
[00:00:49.000 --> 00:00:52.000]  甚至有些人會覺得聖誕節是
[00:00:52.000 --> 00:00:56.000]  慶祝聖誕老人或者是雪人的生日
[00:00:56.000 --> 00:00:59.000]  我相信大家一定不會這樣想
[00:00:59.000 --> 00:01:02.000]  但是如果
[00:01:02.000 --> 00:01:07.000]  我再問一個深入一點的問題
[00:01:07.000 --> 00:01:13.000]  不是問聖誕節是紀念什麼
[00:01:13.000 --> 00:01:15.000]  聖誕節
[00:01:15.000 --> 00:01:17.000]  我問的是
[00:01:17.000 --> 00:01:23.000]  基督是不是一定要降生?
[00:01:23.000 --> 00:01:27.000]  如果這樣問的時候
[00:01:27.000 --> 00:01:30.000]  我相信不是每個基督徒都懂得怎麼回答
[00:01:30.000 --> 00:01:34.000]  或者是不敢肯定
[00:01:34.000 --> 00:01:38.000]  基督是不是必須降生?
[00:01:38.000 --> 00:01:40.000]  這句話是什麼意思?
[00:01:40.000 --> 00:01:44.000]  這句話的意思其實就是說
[00:01:44.000 --> 00:01:47.000]  基督必須降生
[00:01:47.000 --> 00:01:50.000]  否則就不能夠達成
[00:01:50.000 --> 00:01:54.000]  拯救世人的這個目的
[00:01:54.000 --> 00:01:57.000]  也就是說
[00:01:57.000 --> 00:01:59.000]  沒有其他方法
[00:01:59.000 --> 00:02:01.000]  如果有其他方法
[00:02:01.000 --> 00:02:04.000]  就不需要
[00:02:04.000 --> 00:02:08.000]  尊貴的神子耶穌基督降生成人
[00:02:08.000 --> 00:02:10.000]  他降生就是為了
[00:02:10.000 --> 00:02:13.000]  上十字架受苦
[00:02:13.000 --> 00:02:15.000]  被人糟蹋
[00:02:15.000 --> 00:02:17.000]  被人輕視
[00:02:17.000 --> 00:02:21.000]  被人釘死在十字架上面
[00:02:21.000 --> 00:02:23.000]  這些不是開玩笑的
[00:02:23.000 --> 00:02:26.000]  這些方法為什麼要這樣做呢?
[00:02:26.000 --> 00:02:29.000]  所以是沒有其他方法
[00:02:29.000 --> 00:02:34.000]  所以基督必須要降生
[00:02:34.000 --> 00:02:37.000]  今天我就和大家去看看
[00:02:37.000 --> 00:02:41.000]  從聖經裡面去找出
[00:02:41.000 --> 00:02:46.000]  為什麼基督必須降生的理由
[00:02:53.000 --> 00:02:56.000]  剛才我們讀的這一段經文
[00:02:56.000 --> 00:03:00.000]  這一段經文是描述
[00:03:00.000 --> 00:03:03.000]  所描述的那個景況
[00:03:03.000 --> 00:03:05.000]  是發生在以賽亞先知的時代
[00:03:05.000 --> 00:03:08.000]  即是七百多年前
[00:03:08.000 --> 00:03:10.000]  我們一會兒一路講
[00:03:10.000 --> 00:03:12.000]  你們一路聽的時候
[00:03:12.000 --> 00:03:14.000]  我們心裡可以去比較一下
[00:03:14.000 --> 00:03:16.000]  當時的時代的景況
[00:03:16.000 --> 00:03:20.000]  和現在我們這個時代的景況
[00:03:20.000 --> 00:03:25.000]  究竟有沒有什麼分別呢?
[00:03:25.000 --> 00:03:27.000]  我們先看今天的經文
[00:03:27.000 --> 00:03:32.000]  以賽亞先第五十九章第八節
[00:03:32.000 --> 00:03:34.000]  平安的路他們不知道
[00:03:34.000 --> 00:03:36.000]  所行的事沒有公平
[00:03:36.000 --> 00:03:39.000]  他們為自己修彎曲的路
[00:03:39.000 --> 00:03:44.000]  凡行此路的都不知道平安
[00:03:44.000 --> 00:03:49.000]  這個路字是指人的生活行為
[00:03:49.000 --> 00:03:52.000]  這句話的意思就是
[00:03:52.000 --> 00:03:55.000]  在這個時代裡面
[00:03:55.000 --> 00:03:59.000]  沒有人懂得尋求平安的生活
[00:03:59.000 --> 00:04:02.000]  沒有人懂得去找公平的生活
[00:04:02.000 --> 00:04:05.000]  也都反映出
[00:04:05.000 --> 00:04:08.000]  生活在一個沒有公平
[00:04:08.000 --> 00:04:13.000]  沒有公義的社會裡面
[00:04:13.000 --> 00:04:15.000]  第九節
[00:04:15.000 --> 00:04:17.000]  因此公平離我們遠
[00:04:17.000 --> 00:04:19.000]  公義追不上我們
[00:04:19.000 --> 00:04:21.000]  我們只望光亮卻是黑暗
[00:04:21.000 --> 00:04:27.000]  只望光明卻行幽暗
[00:04:27.000 --> 00:04:30.000]  社會越來越黑暗
[00:04:30.000 --> 00:04:32.000]  越來越差
[00:04:32.000 --> 00:04:35.000]  越來越沒有公義
[00:04:35.000 --> 00:04:39.000]  你以為等遲些會好些嗎?
[00:04:39.000 --> 00:04:42.000]  你發覺越來越差
[00:04:42.000 --> 00:04:44.000]  那你可以想想
[00:04:44.000 --> 00:04:48.000]  現在這個社會是不是這樣?
[00:04:48.000 --> 00:04:49.000]  第十節
[00:04:49.000 --> 00:04:52.000]  我們摸索牆壁好像核子
[00:04:52.000 --> 00:04:55.000]  我們摸索如同茂木之人
[00:04:55.000 --> 00:04:58.000]  我們享五半半腳
[00:04:58.000 --> 00:05:00.000]  如在黃昏一樣
[00:05:00.000 --> 00:05:07.000]  我們在肥脹人中像死人一樣
[00:05:07.000 --> 00:05:10.000]  當我們去比較今天這個社會的時候
[00:05:10.000 --> 00:05:12.000]  今天這個社會
[00:05:12.000 --> 00:05:15.000]  他們不要十誡
[00:05:15.000 --> 00:05:19.000]  他們不要傳統的道德操守
[00:05:19.000 --> 00:05:23.000]  他們不要基督信仰的精神
[00:05:23.000 --> 00:05:26.000]  也不要基督的信仰
[00:05:26.000 --> 00:05:28.000]  他們要另謀出路
[00:05:28.000 --> 00:05:33.000]  來找到平安和安樂和繁榮
[00:05:33.000 --> 00:05:35.000]  結果是怎樣呢?
[00:05:35.000 --> 00:05:38.000]  結果就好像這裡聖經所講一樣
[00:05:38.000 --> 00:05:41.000]  是盲某某這樣
[00:05:41.000 --> 00:05:44.000]  在大白天都會倒下
[00:05:44.000 --> 00:05:47.000]  五享半腳
[00:05:47.000 --> 00:05:54.000]  肥脹人就是那些強壯又有智慧的人
[00:05:54.000 --> 00:05:57.000]  但是在這件事上他們都好像死人一樣
[00:05:57.000 --> 00:06:02.000]  無奈無能
[00:06:02.000 --> 00:06:07.000]  這個正正就好像《針研》十四章十二節所講
[00:06:07.000 --> 00:06:11.000]  《針研》說有一條路人以為正
[00:06:11.000 --> 00:06:16.000]  最終成為死亡之路
[00:06:16.000 --> 00:06:20.000]  人以為自己可以找到一條正的路
[00:06:20.000 --> 00:06:23.000]  結果都是死路
[00:06:23.000 --> 00:06:25.000]  因為離棄神
[00:06:25.000 --> 00:06:27.000]  人根本就沒有智慧沒有能力
[00:06:27.000 --> 00:06:33.000]  可以找到出路
[00:06:33.000 --> 00:06:38.000]  我們再看《耳塞書》五十九章十一節
[00:06:38.000 --> 00:06:42.000]  我們咆哮如虹哀鳴如急
[00:06:42.000 --> 00:06:44.000]  只望公平卻是沒有
[00:06:44.000 --> 00:06:49.000]  只望救恩卻遠離我們
[00:06:49.000 --> 00:06:56.000]  咆哮是形容海浪翻騰的聲音
[00:06:56.000 --> 00:07:03.000]  也是形容狗或熊的咆哮聲
[00:07:03.000 --> 00:07:13.000]  哀鳴是指哭泣悲哀自憐
[00:07:13.000 --> 00:07:19.000]  哀鳴也是形容陰間的聲音
[00:07:19.000 --> 00:07:22.000]  整句的意思就是
[00:07:22.000 --> 00:07:29.000]  無論我們人有多憤怒不滿
[00:07:29.000 --> 00:07:36.000]  或者哀嘆自憐
[00:07:36.000 --> 00:07:41.000]  都是沒有辦法找到出路
[00:07:41.000 --> 00:07:44.000]  人始終無能為力
[00:07:44.000 --> 00:07:48.000]  找不到拯救找不到平安
[00:07:48.000 --> 00:07:50.000]  你用盡心機努力也好
[00:07:50.000 --> 00:07:55.000]  結果會令你很失望很失敗
[00:07:55.000 --> 00:08:00.000]  《耳塞雅仙之》看到這一樣
[00:08:00.000 --> 00:08:04.000]  它所描述當時的景況
[00:08:04.000 --> 00:08:08.000]  其實也是描寫了整個人類的歷史
[00:08:08.000 --> 00:08:10.000]  無論是以前還是現在
[00:08:10.000 --> 00:08:18.000]  其實都是人類不斷重復這個景況
[00:08:18.000 --> 00:08:21.000]  這個景況就是人離開神
[00:08:21.000 --> 00:08:27.000]  結果人就是自己找不到出路
[00:08:27.000 --> 00:08:31.000]  我們可以從《聖經》裡面去看
[00:08:31.000 --> 00:08:35.000]  從人類的始祖開始
[00:08:35.000 --> 00:08:37.000]  當夏娃她違背神的吩咐
[00:08:37.000 --> 00:08:44.000]  她吃了分別善惡術的果子
[00:08:44.000 --> 00:08:50.000]  她們吃了之後就知道自己犯了罪
[00:08:50.000 --> 00:08:56.000]  於是就躲起來不敢見神
[00:08:56.000 --> 00:09:01.000]  但是神就親自去找人
[00:09:01.000 --> 00:09:06.000]  剛才菲利普領土的時候他也說過
[00:09:06.000 --> 00:09:08.000]  當我們仍然犯罪是罪人的時候
[00:09:08.000 --> 00:09:13.000]  神是用祂的磁聲來呼喚我們
[00:09:13.000 --> 00:09:20.000]  就好像《創世紀》三章第九節所說
[00:09:20.000 --> 00:09:22.000]  《創世紀》三章第九節
[00:09:22.000 --> 00:09:25.000]  耶和華神呼喚那人對他說
[00:09:25.000 --> 00:09:28.000]  你在哪裡?第十節
[00:09:28.000 --> 00:09:32.000]  他說我在園中聽見你的聲音我就害怕
[00:09:32.000 --> 00:09:39.000]  因為我赤身露體我便藏了
[00:09:39.000 --> 00:09:43.000]  很可惜當夏娃她當時吃的果子
[00:09:43.000 --> 00:09:46.000]  是分別善惡術的果子
[00:09:46.000 --> 00:09:54.000]  不是吃了增加智慧能力術的果子
[00:09:54.000 --> 00:09:57.000]  所以她們吃了之後
[00:09:57.000 --> 00:10:01.000]  就立刻發覺自己犯了罪
[00:10:01.000 --> 00:10:04.000]  她立刻知道是不妥
[00:10:04.000 --> 00:10:11.000]  但卻沒有智慧能力去面對罪惡
[00:10:11.000 --> 00:10:17.000]  她們不知道該怎麼辦
[00:10:17.000 --> 00:10:20.000]  她們根本不知如何自處
[00:10:20.000 --> 00:10:24.000]  還怎麼自救找出路呢?
[00:10:24.000 --> 00:10:29.000]  所以唯有躲起來
[00:10:29.000 --> 00:10:37.000]  最後互相推卸責任
[00:10:37.000 --> 00:10:39.000]  第十五節
[00:10:39.000 --> 00:10:49.000]  神說我要叫你和女人彼此為仇
[00:10:49.000 --> 00:10:52.000]  你的後裔和女人的後裔
[00:10:52.000 --> 00:10:54.000]  女人的後裔就是耶穌基督
[00:10:54.000 --> 00:10:56.000]  也彼此為仇
[00:10:56.000 --> 00:10:58.000]  女人的後裔要傷你的頭
[00:10:58.000 --> 00:11:03.000]  你要傷他的腳筋
[00:11:03.000 --> 00:11:05.000]  人無力自救
[00:11:05.000 --> 00:11:08.000]  找不到出路
[00:11:08.000 --> 00:11:12.000]  唯有神自己主動出來尋找人
[00:11:12.000 --> 00:11:15.000]  主動為人設立救恩
[00:11:15.000 --> 00:11:22.000]  並且應許將來會有救主來拯救
[00:11:22.000 --> 00:11:26.000]  人繼續生活下去怎麼辦呢?
[00:11:26.000 --> 00:11:32.000]  再看創世紀錄章第五節
[00:11:32.000 --> 00:11:36.000]  耶和華見人在地上罪惡很大
[00:11:36.000 --> 00:11:41.000]  終日所施的盡都是惡
[00:11:41.000 --> 00:11:46.000]  人仍然是不斷繼續犯罪
[00:11:46.000 --> 00:11:49.000]  也不能自救
[00:11:49.000 --> 00:11:50.000]  你可以想象
[00:11:50.000 --> 00:11:56.000]  人的內心一直都得不到安寧得不到平安
[00:11:56.000 --> 00:12:01.000]  但是自己找不到出路
[00:12:01.000 --> 00:12:05.000]  在全道書三章十五節說
[00:12:05.000 --> 00:12:09.000]  全道書三章十五節
[00:12:09.000 --> 00:12:13.000]  神造萬物又將永生安置在人心裡
[00:12:13.000 --> 00:12:17.000]  永生這個字也是解作永恆
[00:12:17.000 --> 00:12:19.000]  人雖然犯了罪
[00:12:19.000 --> 00:12:22.000]  失去了永恆的生命
[00:12:22.000 --> 00:12:32.000]  但是人的結構會令人仍然渴求重新得到永恆
[00:12:32.000 --> 00:12:34.000]  就算不認識神的人也好
[00:12:34.000 --> 00:12:39.000]  他們也有渴求得到永恆生命的慾望
[00:12:39.000 --> 00:12:42.000]  因為神造人就是這樣設計的
[00:12:42.000 --> 00:12:45.000]  所以人認不認識神也好
[00:12:45.000 --> 00:12:53.000]  自古至今一直不斷尋找永恆尋找安息
[00:12:53.000 --> 00:12:56.000]  但是很多時候搞錯了
[00:12:56.000 --> 00:12:59.000]  所以一直都不能滿足
[00:12:59.000 --> 00:13:00.000]  無論你得到什麼都好
[00:13:00.000 --> 00:13:03.000]  除了得到救恩之外得到神之外
[00:13:03.000 --> 00:13:10.000]  什麼都不能夠令人滿足
[00:13:10.000 --> 00:13:13.000]  只有神可以為我們安排
[00:13:13.000 --> 00:13:17.000]  如何得到永恆的生命
[00:13:17.000 --> 00:13:20.000]  以塞爾書43章11節說
[00:13:20.000 --> 00:13:22.000]  唯有我是耶和華
[00:13:22.000 --> 00:13:25.000]  除我以外沒有救主
[00:13:25.000 --> 00:13:28.000]  只有神是救主
[00:13:28.000 --> 00:13:31.000]  這句聖經也宣告了
[00:13:31.000 --> 00:13:34.000]  無論任何其他宗教
[00:13:34.000 --> 00:13:37.000]  或者宗教裡面所講的神也好
[00:13:37.000 --> 00:13:38.000]  佛也好
[00:13:38.000 --> 00:13:42.000]  都不能夠幫助人得到永恆的生命
[00:13:42.000 --> 00:13:45.000]  不能夠拯救人
[00:13:45.000 --> 00:13:51.000]  因為救恩唯有出於耶和華
[00:13:51.000 --> 00:13:53.000]  以塞爾先知也看到
[00:13:53.000 --> 00:13:58.000]  在他們自己歷代的君王裡面
[00:13:58.000 --> 00:14:00.000]  都是敬畏神的少
[00:14:00.000 --> 00:14:03.000]  利棄神犯罪的多
[00:14:03.000 --> 00:14:05.000]  這樣搞到國家
[00:14:05.000 --> 00:14:09.000]  搞到社會人民都是毫無平安
[00:14:09.000 --> 00:14:11.000]  毫無保障
[00:14:11.000 --> 00:14:15.000]  先知也看到人性的軟弱
[00:14:15.000 --> 00:14:18.000]  人自己找不到出路
[00:14:18.000 --> 00:14:23.000]  人是軟弱無能
[00:14:23.000 --> 00:14:25.000]  我們再回來看
[00:14:25.000 --> 00:14:31.000]  以塞爾書59章第12節
[00:14:31.000 --> 00:14:33.000]  至於我們的罪業
[00:14:33.000 --> 00:14:35.000]  我們都知道
[00:14:35.000 --> 00:14:37.000]  是最後一行
[00:14:37.000 --> 00:14:39.000]  意思就是
