
[00:00:00.000 --> 00:00:06.600]  在大自然界裏,有時有很多事情令我們覺得很詫異
[00:00:06.600 --> 00:00:08.800]  或者莫名其妙
[00:00:08.800 --> 00:00:16.000]  三文魚在產卵時間所做的行動是其中之一
[00:00:16.000 --> 00:00:18.400]  如果大家有少許認識的話
[00:00:18.400 --> 00:00:22.200]  就知道三文魚在產卵的季節
[00:00:22.200 --> 00:00:25.600]  自然就會逆流而上
[00:00:25.600 --> 00:00:28.200]  即使經過瀑布也好
[00:00:28.200 --> 00:00:31.200]  就會逆流而上,克服萬難
[00:00:31.200 --> 00:00:34.600]  去到上游的地方,在那裏做甚麼?
[00:00:34.600 --> 00:00:38.200]  產卵,去到上游的地方產卵
[00:00:38.200 --> 00:00:43.800]  我相信那些能夠游到上游的地方
[00:00:43.800 --> 00:00:46.200]  在那裏能夠產卵的
[00:00:46.200 --> 00:00:48.600]  這些三文魚一定是最強壯的
[00:00:48.600 --> 00:00:50.600]  如果不是的話就上不到去
[00:00:50.600 --> 00:00:55.600]  或者在中途被那些Grizzly Bear捉了來吃
[00:00:55.600 --> 00:00:58.600]  所以三文魚的生存能力很強
[00:00:58.600 --> 00:01:00.200]  去到那裏的時候
[00:01:00.200 --> 00:01:03.800]  水是最清潔、最甜美、最安全的
[00:01:03.800 --> 00:01:08.400]  於是就在那裏產下三文魚的魚卵
[00:01:08.400 --> 00:01:10.200]  讓那些出生的魚苗
[00:01:10.200 --> 00:01:15.800]  可以在一個很美麗、很安全的環境裏長大
[00:01:15.800 --> 00:01:22.400]  上星期我們開始一個系列說到逆流而上
[00:01:22.400 --> 00:01:25.000]  我相信大家都不會否認的
[00:01:25.000 --> 00:01:26.600]  其實我們生活在這個社會當中
[00:01:26.600 --> 00:01:30.200]  特別是在美國這個社會裏面
[00:01:30.200 --> 00:01:33.200]  從一個道德的角度去看
[00:01:33.200 --> 00:01:36.600]  是一個烏煙瘴氣的世界
[00:01:36.600 --> 00:01:38.000]  我們覺得在教會裏面來說
[00:01:38.000 --> 00:01:39.000]  這班人都算是挺好的
[00:01:39.000 --> 00:01:41.800]  去到外面的時候你都不知道遇到甚麼人
[00:01:41.800 --> 00:01:47.600]  很多社會的潮流和這些價值觀
[00:01:47.600 --> 00:01:50.000]  有時我們發覺我們信耶穌之後
[00:01:50.000 --> 00:01:54.000]  似乎都是衝著我們基督徒而來的
[00:01:54.000 --> 00:01:56.000]  為甚麼我們要做基督徒呢?
[00:01:56.000 --> 00:01:57.600]  為甚麼我們要逆流而上呢?
[00:01:57.600 --> 00:01:59.000]  這是上星期的訊息
[00:01:59.000 --> 00:02:00.800]  為甚麼我們還要信耶穌呢?
[00:02:00.800 --> 00:02:04.800]  這星期我想跟大家分享的就是
[00:02:04.800 --> 00:02:05.600]  既然是這樣
[00:02:05.600 --> 00:02:09.200]  我們為甚麼仍然需要逆流而上?
[00:02:09.200 --> 00:02:10.600]  為甚麼我們這麼辛苦
[00:02:10.600 --> 00:02:14.200]  還要反其道而行呢?
[00:02:14.200 --> 00:02:19.600]  約翰在《約翰一書》第二章十五節裏怎樣說呢?
[00:02:19.600 --> 00:02:29.000]  約翰說:「不要愛世界,和世界上的事,人若愛世界,愛乎的心就不在他裏面了。」
[00:02:29.000 --> 00:02:29.800]  十七節:
[00:02:29.800 --> 00:02:39.200]  「這個世界和其上的情慾都要過去的,唯獨進行神旨意的是永遠常存。」
[00:02:39.200 --> 00:02:41.600]  聖經教我們不要愛世界
[00:02:41.600 --> 00:02:43.600]  因為愛世界的時候
[00:02:43.600 --> 00:02:46.600]  愛乎的心就不在裏面了
[00:02:46.600 --> 00:02:51.000]  不知道大家會不會覺得
[00:02:51.000 --> 00:02:55.000]  從前的世界比現在好呢?
[00:02:55.000 --> 00:02:56.200]  或者反過來看
[00:02:56.200 --> 00:03:01.200]  是不是現在的世界比從前的世界好呢?
[00:03:01.200 --> 00:03:04.000]  不知道大家有沒有想過這個問題
[00:03:04.000 --> 00:03:05.200]  不過無論你怎樣想
[00:03:05.200 --> 00:03:06.200]  現在比以前好
[00:03:06.200 --> 00:03:08.600]  以前比現在好
[00:03:08.600 --> 00:03:10.200]  其實呢
[00:03:10.200 --> 00:03:13.800]  這是一個錯覺
[00:03:13.800 --> 00:03:15.400]  為甚麼我會這樣說呢?
[00:03:15.400 --> 00:03:22.200]  因為只要人仍然是按照自己的情慾去過生活
[00:03:22.200 --> 00:03:24.400]  只要人不尊重神
[00:03:24.400 --> 00:03:27.400]  不把神當成甚麼
[00:03:27.400 --> 00:03:30.000]  我們不肯進行神的旨意
[00:03:30.000 --> 00:03:31.000]  我告訴大家
[00:03:31.000 --> 00:03:31.800]  無論以前也好
[00:03:31.800 --> 00:03:32.600]  現在也好
[00:03:32.600 --> 00:03:39.200]  總會有些人出來有些敵黨基督教信仰的思想出現
[00:03:39.200 --> 00:03:46.600]  也會有很多人用不合乎聖經的教導去衝擊我們的信仰
[00:03:46.600 --> 00:03:50.200]  去挑戰我們信徒在這個世界上的生活
[00:03:50.200 --> 00:03:54.000]  所以就算是在第一世紀的時候
[00:03:54.000 --> 00:03:57.800]  亞國已經警告基督徒要小心
[00:03:57.800 --> 00:04:01.200]  因為如果我們隨從世俗的時候
[00:04:01.200 --> 00:04:03.200]  就會變成是上帝的敵人
[00:04:03.200 --> 00:04:04.800]  亞國對這些人怎樣說呢?
[00:04:04.800 --> 00:04:11.400]  他說:你這班不忠不信的人難道不曉得跟世界做朋友
[00:04:11.400 --> 00:04:13.600]  就是敵對上帝嗎?
[00:04:13.600 --> 00:04:16.000]  誰要跟這個世界做朋友
[00:04:16.000 --> 00:04:20.000]  誰就是上帝的敵人
[00:04:20.000 --> 00:04:21.200]  既然是這樣
[00:04:21.200 --> 00:04:22.800]  如果我們不與世俗為友
[00:04:22.800 --> 00:04:24.000]  反過來來說
[00:04:24.000 --> 00:04:25.200]  我們不與世俗為友
[00:04:25.200 --> 00:04:26.600]  我們不貪愛世界
[00:04:26.600 --> 00:04:27.400]  換句話說
[00:04:27.400 --> 00:04:30.400]  我們如果能夠不隨波逐流
[00:04:30.400 --> 00:04:33.200]  而且能夠逆流而上的時候
[00:04:33.200 --> 00:04:35.800]  我們就能夠討天賦上帝的喜悅
[00:04:35.800 --> 00:04:38.400]  養神開神
[00:04:38.400 --> 00:04:41.000]  大家明白這個邏輯嗎?
[00:04:41.000 --> 00:04:42.200]  只要我們不愛世界
[00:04:42.200 --> 00:04:43.600]  我們不隨波逐流
[00:04:43.600 --> 00:04:45.800]  我們就能夠討天賦上帝的喜悅
[00:04:45.800 --> 00:04:47.000]  但這樣做的時候
[00:04:47.000 --> 00:04:50.000]  這就代表著我們必須要學習
[00:04:50.000 --> 00:04:52.200]  怎樣去逆流而上
[00:04:52.200 --> 00:04:54.400]  在哥羅西的基督徒
[00:04:54.400 --> 00:04:57.000]  因為福音的真理而得到盼望
[00:04:57.000 --> 00:05:01.800]  在逆流當中仍然有能力去為神結果子
[00:05:01.800 --> 00:05:06.600]  所以保祿不斷地為這些基督徒祈禱
[00:05:06.600 --> 00:05:10.000]  讓他們可以繼續逆流而上
[00:05:10.000 --> 00:05:12.200]  好讓他們的行兆為人
[00:05:12.200 --> 00:05:13.400]  正如聖經所說
[00:05:13.400 --> 00:05:14.400]  可以對得起主
[00:05:14.400 --> 00:05:17.600]  好讓他們能夠凡事蒙主的喜悅
[00:05:17.600 --> 00:05:20.200]  見證神的恩典和神的能力
[00:05:20.200 --> 00:05:22.800]  這就是我們今天跟大家看的信息
[00:05:22.800 --> 00:05:25.000]  我們一起去看哥羅西書第一章
[00:05:25.000 --> 00:05:27.200]  九到十四節
