
[00:00:00.000 --> 00:00:05.480]  弟兄姊妹,我不知道你有沒有曾經經歷過人生的低谷
[00:00:05.480 --> 00:00:10.080]  又或者你是不是現在正在經歷一些困難在你面前
[00:00:10.080 --> 00:00:13.440]  但我仍然很想,很想,很心願
[00:00:13.440 --> 00:00:17.140]  無論是因為我的見證,又或者
[00:00:17.140 --> 00:00:22.480]  因為你今天,現在這一刻可以坐在這裡去感謝神
[00:00:22.480 --> 00:00:25.600]  我們能夠一齊的來敬拜
[00:00:25.600 --> 00:00:27.600]  是一份的恩典,是嗎?
[00:00:30.240 --> 00:00:35.400]  事實是,當你離開家裡,坐電梯
[00:00:35.400 --> 00:00:38.840]  上車,下車,走回來,上到這裡
[00:00:38.840 --> 00:00:44.400]  中間整個過程,都是充滿著你控制不到的事情
[00:00:44.400 --> 00:00:50.120]  但是,現在你竟然能夠很安然採道
[00:00:50.120 --> 00:00:53.880]  我想告訴你,是上帝一直看顧著你
[00:00:53.880 --> 00:00:55.880]  是一直看顧著你
[00:00:58.240 --> 00:01:03.400]  當我想到,每次想到,其實世界上仍然有很多的地方
[00:01:03.400 --> 00:01:06.600]  他們不能夠,一班的信徒不能夠像我們那樣
[00:01:06.600 --> 00:01:11.120]  很自由聚集在一起,也要敬拜神的時間
[00:01:11.120 --> 00:01:17.000]  我很珍惜,也都為著我們可以聚在一起這一刻去感恩
[00:01:17.000 --> 00:01:21.720]  但願我們都帶著感恩,帶著一份的信心
[00:01:21.720 --> 00:01:23.960]  去多謝我們這位上帝
[00:01:23.960 --> 00:01:27.240]  是屬於我們最能夠忠於使命
[00:01:27.240 --> 00:01:35.280]  我們之所以能夠去說出我們不惜一切,一生的來對回應
[00:01:35.280 --> 00:01:37.520]  是因為你才愛我們
[00:01:37.520 --> 00:01:44.480]  是因為你才成為那位不惜一切,而去拯救我們各位的上主
[00:01:44.480 --> 00:01:49.880]  是你不惜一切,以致我們今天能夠去用不惜一切去回應你
[00:01:49.880 --> 00:01:53.160]  上帝求你幫助我們,就讓我們不惜一切
[00:01:53.160 --> 00:01:55.800]  去回應你,交付給我們每一個的使命
[00:01:55.800 --> 00:02:00.640]  我們去一生的來忠於你
[00:02:00.640 --> 00:02:02.440]  多謝耶穌,你帶著我們
[00:02:02.440 --> 00:02:04.360]  我們將以下的時間交託給你
[00:02:04.360 --> 00:02:07.000]  你保守我們,讓我們打開我們的心
[00:02:07.000 --> 00:02:08.360]  打開我們的耳朵
[00:02:08.360 --> 00:02:12.880]  單單為要聆聽上帝,你自己要跟我們說的說話
[00:02:12.880 --> 00:02:15.480]  多謝耶穌,向我們祈禱
[00:02:15.480 --> 00:02:17.440]  奉耶穌基督保衛性命祈求
[00:02:17.440 --> 00:02:19.440]  Amen
[00:02:26.800 --> 00:02:31.800]  我記得三年前,當我在大堂講道的時間
[00:02:31.800 --> 00:02:35.800]  我是選擇TWA的經文,不知道大家有沒有印象
[00:02:35.800 --> 00:02:40.800]  我是用那天的TWA經文,其中一段來跟大家說
[00:02:40.800 --> 00:02:43.800]  今時今日已經不是TWA了
[00:02:43.800 --> 00:02:46.800]  今時今日是用讀經日記
[00:02:46.800 --> 00:02:49.800]  而且我們講道的經文
[00:02:49.800 --> 00:02:54.800]  開始規範了每個傳道同工跟著一個系列去講
[00:02:54.800 --> 00:02:58.800]  今次我們一起去講羅馬書
[00:02:58.800 --> 00:03:00.800]  很奇怪
[00:03:00.800 --> 00:03:02.800]  今日如果大家有讀經日記
[00:03:02.800 --> 00:03:04.800]  羅馬書去到哪裏?
[00:03:04.800 --> 00:03:06.800]  有沒有看?
[00:03:06.800 --> 00:03:07.800]  還沒有看?
[00:03:07.800 --> 00:03:09.800]  去到第十章
[00:03:09.800 --> 00:03:13.800]  正正就是今天我要跟大家分享的經文
[00:03:13.800 --> 00:03:16.800]  嘩,多奇怪
[00:03:16.800 --> 00:03:18.800]  上帝就是這麼奇妙
[00:03:18.800 --> 00:03:20.800]  給我一個很奇妙的感覺
[00:03:20.800 --> 00:03:25.800]  所以讓我們去讀出今日幾字的經文
[00:03:25.800 --> 00:03:29.800]  我們一起用新翰語譯本讀出以下的經文
[00:03:29.800 --> 00:03:31.800]  預備起
[00:03:50.800 --> 00:03:53.800]  他們的腳踭多麼美好
[00:03:53.800 --> 00:03:56.800]  但不是所有人都聽從福音
[00:03:56.800 --> 00:03:58.800]  因為耳塞也說
[00:03:58.800 --> 00:04:03.800]  主啊,有誰相信我們所聽到又傳給人的呢?
[00:04:03.800 --> 00:04:06.800]  可見信心來自聽道
[00:04:06.800 --> 00:04:09.800]  聽道藉著基督的話語而來
[00:04:09.800 --> 00:04:11.800]  可是我要問
[00:04:11.800 --> 00:04:13.800]  難道他們沒有聽見嗎?
[00:04:13.800 --> 00:04:15.800]  當然聽見了
[00:04:15.800 --> 00:04:18.800]  他們的聲音遍及全地
[00:04:18.800 --> 00:04:21.800]  他們的話語傳到地極
[00:04:21.800 --> 00:04:22.800]  可是我要問
[00:04:22.800 --> 00:04:25.800]  難道以色列人不知道嗎?
[00:04:25.800 --> 00:04:27.800]  先由摩西說
[00:04:27.800 --> 00:04:32.800]  我要使你們向那不是國民的心生嫉妒
[00:04:32.800 --> 00:04:36.800]  我要使你們向愚蠢的國民發怒氣
[00:04:36.800 --> 00:04:39.800]  後來耳塞也放膽說
[00:04:39.800 --> 00:04:41.800]  沒有尋找我的
[00:04:41.800 --> 00:04:43.800]  我讓他們找到
[00:04:43.800 --> 00:04:45.800]  沒有求問我的
[00:04:45.800 --> 00:04:47.800]  我向他們顯現
[00:04:47.800 --> 00:04:49.800]  輪到以色列人他卻說
[00:04:49.800 --> 00:04:55.800]  我終日向那博弈頂嘴的子民伸出雙手
[00:04:55.800 --> 00:04:59.800]  不知道是不是因為我聽東西還是差了一點
[00:04:59.800 --> 00:05:02.800]  特別在這段經文中留意一個字
[00:05:02.800 --> 00:05:05.800]  就是聽字
[00:05:05.800 --> 00:05:08.800]  這個聽字其實很重要
[00:05:08.800 --> 00:05:09.800]  聽字很重要
[00:05:09.800 --> 00:05:10.800]  重要到一個地步
[00:05:10.800 --> 00:05:15.800]  保羅不斷地不斷地去說這個聽字
[00:05:15.800 --> 00:05:19.800]  聽這個字不單止是在整個得救的過程中出現
[00:05:19.800 --> 00:05:24.800]  在這個段落中其實是出現得最多的一個動詞
[00:05:24.800 --> 00:05:26.800]  所以似乎聽原來真是保羅
[00:05:26.800 --> 00:05:32.800]  他想我們特別去留意的一樣東西
[00:05:32.800 --> 00:05:36.800]  其實就好像他在迦拉太書第三章第二節
[00:05:36.800 --> 00:05:38.800]  其實也有類似的強調
[00:05:38.800 --> 00:05:39.800]  那裡這樣說
[00:05:39.800 --> 00:05:41.800]  我只想問你們一件事
[00:05:41.800 --> 00:05:44.800]  你們領受的聖靈是因遵行律法
[00:05:44.800 --> 00:05:47.800]  還是靠著相信所聽到的福音
[00:05:47.800 --> 00:05:50.800]  其實拔走所聽到的這四個字
[00:05:50.800 --> 00:05:52.800]  其實這句經文會不會成功呢?
[00:05:52.800 --> 00:05:54.800]  一樣好像沒什麼分別
[00:05:54.800 --> 00:05:59.800]  但這裡保羅就刻意加了所聽到的這幾個字
[00:05:59.800 --> 00:06:01.800]  為什麼這麼有趣呢?
[00:06:01.800 --> 00:06:04.800]  羅馬書我們剛剛讀的十章經文
[00:06:04.800 --> 00:06:07.800]  其實都是一樣
[00:06:07.800 --> 00:06:12.800]  保羅有些地方是很刻意去加了聽這個字
[00:06:12.800 --> 00:06:15.800]  所以我認為保羅加這個聽的字
[00:06:15.800 --> 00:06:16.800]  他有他的意思
[00:06:16.800 --> 00:06:17.800]  是什麼呢?
[00:06:17.800 --> 00:06:20.800]  就是他要藉著聽這個動詞去強調
[00:06:20.800 --> 00:06:26.800]  原來人在得救的事上是沒有貢獻的
[00:06:26.800 --> 00:06:29.800]  保羅是怕如果當我們聽到
[00:06:29.800 --> 00:06:31.800]  因信稱義這四個字
[00:06:31.800 --> 00:06:33.800]  我聽到這個信這個動作
[00:06:33.800 --> 00:06:35.800]  我們仍然有一點點感覺
[00:06:35.800 --> 00:06:38.800]  覺得我們自己在得救的事上
[00:06:38.800 --> 00:06:40.800]  也有一點點出過力
[00:06:40.800 --> 00:06:42.800]  如果是這樣的話
[00:06:42.800 --> 00:06:44.800]  聽這個字
[00:06:44.800 --> 00:06:47.800]  聽這個字可以說是最被動
[00:06:47.800 --> 00:06:49.800]  有沒有一個動詞是最被動的?
[00:06:49.800 --> 00:06:51.800]  我暫時沒想到
[00:06:51.800 --> 00:06:56.800]  是最被動、最無能的一個動詞
[00:06:56.800 --> 00:06:59.800]  是最能夠很清楚地表達
[00:06:59.800 --> 00:07:04.800]  救恩真是單純的一份恩典
[00:07:04.800 --> 00:07:08.800]  救恩是單純的一份恩典
[00:07:08.800 --> 00:07:10.800]  所以聽這個動詞
[00:07:10.800 --> 00:07:12.800]  將我們帶回去
[00:07:12.800 --> 00:07:16.800]  因信稱義這個最基本的道理上
[00:07:16.800 --> 00:07:17.800]  是什麼呢?
[00:07:17.800 --> 00:07:19.800]  就是恩典的道理
[00:07:19.800 --> 00:07:22.800]  原來這段經文保羅已經靜悄悄地
[00:07:22.800 --> 00:07:24.800]  將我們拉回去
[00:07:24.800 --> 00:07:27.800]  因信稱義的道理裏面
[00:07:27.800 --> 00:07:28.800]  因信稱義
[00:07:28.800 --> 00:07:29.800]  如果你說
[00:07:29.800 --> 00:07:31.800]  Pastor Desmond
[00:07:31.800 --> 00:07:33.800]  雖然你第一天上來港督
[00:07:33.800 --> 00:07:35.800]  但是我們聽了八個月了
[00:07:35.800 --> 00:07:38.800]  因信稱義很悶
[00:07:38.800 --> 00:07:39.800]  弟兄姊妹
[00:07:39.800 --> 00:07:42.800]  我盼望你開始去感恩
[00:07:42.800 --> 00:07:44.800]  當你每次再聽到
