
[00:00:00.000 --> 00:00:02.000]  好,各位大興姐妹平安
[00:00:02.000 --> 00:00:04.000]  各位朋友都平安了
[00:00:04.000 --> 00:00:06.000]  如果當中你是第一次來到又不好意思舉手的
[00:00:06.000 --> 00:00:08.000]  都歡迎你來到我們九位當中
[00:00:08.000 --> 00:00:14.000]  也都有機會去到歡迎在網上去一同參與崇拜的大興姐妹和朋友
[00:00:14.000 --> 00:00:17.000]  當年都要預祝大家聖誕快樂的
[00:00:17.000 --> 00:00:19.000]  除了冬至快樂之外
[00:00:19.000 --> 00:00:22.000]  因為今天是聖誕的福音崇拜
[00:00:22.000 --> 00:00:24.000]  無論你是第一次來到
[00:00:24.000 --> 00:00:26.000]  還是你已經來了很多次
[00:00:26.000 --> 00:00:29.000]  又或者可能你是趁著節期的氣氛
[00:00:29.000 --> 00:00:31.000]  即是來教會
[00:00:31.000 --> 00:00:33.000]  去聽別人講耶穌都好
[00:00:33.000 --> 00:00:35.000]  都很歡迎你來到當中
[00:00:35.000 --> 00:00:37.000]  講到聖誕節
[00:00:37.000 --> 00:00:39.000]  大概我們都
[00:00:39.000 --> 00:00:42.000]  如果我們在基督教的學校去長大
[00:00:42.000 --> 00:00:45.000]  或者我們可能是聽不懂的人去分享
[00:00:45.000 --> 00:00:49.000]  大概我們都會知道聖誕節那個聖
[00:00:49.000 --> 00:00:51.000]  是在講耶穌
[00:00:51.000 --> 00:00:53.000]  就是誕就是誕生的意思
[00:00:53.000 --> 00:00:55.000]  我們想到的感覺
[00:00:55.000 --> 00:01:00.000]  大概我知道我們在不知道大家來的時候會不會經過一些商場的擺設
[00:01:00.000 --> 00:01:02.000]  即是附近都有很多商場的擺設
[00:01:02.000 --> 00:01:06.000]  可能我見到一些擺設都是一些很多的天使
[00:01:06.000 --> 00:01:10.000]  或者是一些就是屋這樣聖誕的小屋這樣
[00:01:10.000 --> 00:01:14.000]  給我們的感覺應該都是很舒服和很祥和的
[00:01:14.000 --> 00:01:16.000]  特別有一首的詩歌
[00:01:16.000 --> 00:01:19.000]  或者一首歌曲就算可能你本身不是很熟悉
[00:01:19.000 --> 00:01:22.000]  你都聽過一些可能商場會用來做背景音樂的
[00:01:22.000 --> 00:01:25.000]  大家不知道歌詞的那首就叫做平安夜
[00:01:25.000 --> 00:01:27.000]  我不獻醜因為我唱歌不是很擅長的
[00:01:27.000 --> 00:01:32.000]  但是第一句歌詞是平安夜聖善夜
[00:01:32.000 --> 00:01:36.000]  這個就大概是我們就算對信仰不多認識
[00:01:36.000 --> 00:01:39.000]  我們都會這樣去想聖誕節
[00:01:39.000 --> 00:01:43.000]  大概可能你會問為什麼這麼多人會擺天使出來呢
[00:01:43.000 --> 00:01:47.000]  即是去撇除聖誕老人這個我們常常見到的擺設
[00:01:47.000 --> 00:01:49.000]  或者一些的佈置
[00:01:49.000 --> 00:01:54.000]  大概在聖經裡面其實有一段講到耶穌去降生的時候
[00:01:54.000 --> 00:01:56.000]  有些天使在讚美祂
[00:01:56.000 --> 00:01:59.000]  這個是出自於路加福音的段落
[00:01:59.000 --> 00:02:02.000]  但是各位留意到今天我不是講這一段的
[00:02:02.000 --> 00:02:07.000]  今天大概我會講一段的經文去看一個耶穌誕生的技術
[00:02:07.000 --> 00:02:11.000]  這個技術可能甚至我們回了很多年教會
[00:02:11.000 --> 00:02:14.000]  即是可能如果大家是回來了很久
[00:02:14.000 --> 00:02:17.000]  可能你都不是太遺憾這一段的經文
[00:02:17.000 --> 00:02:20.000]  或者甚至我們聽很多的方信息
[00:02:20.000 --> 00:02:22.000]  可能都不會講這一段
[00:02:22.000 --> 00:02:25.000]  但這個都是耶穌降生的記載
[00:02:25.000 --> 00:02:29.000]  而這段經文希望今天給大家去有一些思考的機會
[00:02:29.000 --> 00:02:31.000]  無論你是回來了很久
[00:02:31.000 --> 00:02:34.000]  或者說你是回來了幾次都好
[00:02:34.000 --> 00:02:36.000]  去思想在聖誕節裡面
[00:02:36.000 --> 00:02:38.000]  紀念耶穌降生
[00:02:38.000 --> 00:02:40.000]  除了平安之外
[00:02:40.000 --> 00:02:43.000]  還有些什麼的意義呢
[00:02:45.000 --> 00:02:49.000]  剛才講到聖誕節是講耶穌去到降生
[00:02:49.000 --> 00:02:52.000]  我們其實如果回想那個場景
[00:02:52.000 --> 00:02:56.000]  我們往往見到的馬槽是這樣的樣子
[00:02:56.000 --> 00:02:58.000]  即是大家見到馬槽是這樣的樣子
[00:02:58.000 --> 00:03:00.000]  即是大家見到有耶穌的父母
[00:03:00.000 --> 00:03:02.000]  旁邊有幾個博士
[00:03:02.000 --> 00:03:04.000]  我們往往聽到是東方三博士
[00:03:04.000 --> 00:03:06.000]  但是如果聖經是講幾個博士
[00:03:06.000 --> 00:03:08.000]  去到送禮物
[00:03:08.000 --> 00:03:10.000]  去到有很多動物圍住
[00:03:10.000 --> 00:03:13.000]  今天我是一個WhatsApp群組
[00:03:13.000 --> 00:03:15.000]  我收到一個朋友
[00:03:15.000 --> 00:03:17.000]  他的兒子就在幼稚園表演
[00:03:17.000 --> 00:03:19.000]  你知道幼稚園的表演
[00:03:19.000 --> 00:03:21.000]  如果有些弟兄姊妹或者一些朋友
[00:03:21.000 --> 00:03:24.000]  你的小朋友在讀基督教的幼稚園
[00:03:24.000 --> 00:03:26.000]  他就會做一些聖誕的話劇
[00:03:26.000 --> 00:03:28.000]  你知道聖誕的話劇就有很多天使唱歌
[00:03:28.000 --> 00:03:30.000]  然後小朋友就在前面
[00:03:30.000 --> 00:03:31.000]  扮一些動物
[00:03:31.000 --> 00:03:33.000]  如果你有見過的話
[00:03:33.000 --> 00:03:36.000]  大概我們去想到的是這麼舒服的場景
[00:03:36.000 --> 00:03:39.000]  但是如果我們回看聖經裡面
[00:03:39.000 --> 00:03:41.000]  其實講耶穌的降生
[00:03:41.000 --> 00:03:43.000]  其實耶穌不是選
[00:03:43.000 --> 00:03:45.000]  就是耶穌不是很刻意
[00:03:45.000 --> 00:03:46.000]  因為這個馬槽很漂亮
[00:03:46.000 --> 00:03:47.000]  所以在降生
[00:03:47.000 --> 00:03:48.000]  其實不是這樣的
[00:03:48.000 --> 00:03:50.000]  如果我們去看聖經的路加福
[00:03:50.000 --> 00:03:52.000]  有什麼短短的描述
[00:03:52.000 --> 00:03:53.000]  簡單一點
[00:03:53.000 --> 00:03:54.000]  在這裡讀個經文
[00:03:54.000 --> 00:03:57.000]  他說耶穌是放在馬槽裡
[00:03:57.000 --> 00:03:58.000]  就是好像這樣
[00:03:58.000 --> 00:04:00.000]  但是就不是因為馬槽很漂亮
[00:04:00.000 --> 00:04:04.000]  而是因為女店沒有地方給她們
[00:04:04.000 --> 00:04:07.000]  我不知道有沒有人去過動物園
[00:04:07.000 --> 00:04:09.000]  就是去過動物園
[00:04:09.000 --> 00:04:11.000]  你知道動物園的動物很可愛
[00:04:11.000 --> 00:04:13.000]  但是例如可能在香港的動物園
[00:04:13.000 --> 00:04:15.000]  你會隔著玻璃去看動物
[00:04:15.000 --> 00:04:17.000]  你就不會聞到那些氣味
[00:04:17.000 --> 00:04:19.000]  我不知道你有沒有試過去旅行
[00:04:19.000 --> 00:04:20.000]  去一些地方
[00:04:20.000 --> 00:04:23.000]  你是跟動物可以近距離接觸的話
[00:04:23.000 --> 00:04:27.000]  你就會知道動物是有一股氣味的
[00:04:27.000 --> 00:04:29.000]  你也知道動物有一股氣味吧
[00:04:29.000 --> 00:04:32.000]  當然那些氣味是牠自己的氣味
[00:04:32.000 --> 00:04:35.000]  可能就是牠一些排泄物的氣味
[00:04:35.000 --> 00:04:37.000]  所以如果真的是一個馬槽
[00:04:37.000 --> 00:04:39.000]  其實應該是這樣的樣子
[00:04:39.000 --> 00:04:41.000]  我已經找了一張比較漂亮的
[00:04:41.000 --> 00:04:44.000]  大概如果真的在座人去過馬房
[00:04:44.000 --> 00:04:46.000]  就是一些養馬的地方
[00:04:46.000 --> 00:04:47.000]  或者動物園
[00:04:47.000 --> 00:04:50.000]  你就會知道被動物圍著的感覺
[00:04:50.000 --> 00:04:51.000]  其實不是那麼漂亮的
[00:04:51.000 --> 00:04:54.000]  起碼沒有氣味
[00:04:54.000 --> 00:04:55.000]  你聞不到
[00:04:55.000 --> 00:04:56.000]  但是其實是有氣味
[00:04:56.000 --> 00:04:59.000]  所以這一個很漂亮的場景
[00:04:59.000 --> 00:05:01.000]  它也是在描述聖經的內容
[00:05:01.000 --> 00:05:03.000]  但是大概耶穌降生的地方
[00:05:03.000 --> 00:05:05.000]  可能是這一種地方
[00:05:05.000 --> 00:05:07.000]  就栽了牠
[00:05:07.000 --> 00:05:10.000]  如果想像你的小朋友出生
[00:05:10.000 --> 00:05:12.000]  或者你接下來的小朋友出生的話
[00:05:12.000 --> 00:05:14.000]  你會想他在醫院出生
[00:05:14.000 --> 00:05:16.000]  還是在這個馬房裡面出生呢
[00:05:16.000 --> 00:05:19.000]  或者大概
[00:05:19.000 --> 00:05:21.000]  今天我們當然覺得醫院比較衛生
[00:05:21.000 --> 00:05:23.000]  起碼沒有那麼多氣味
[00:05:23.000 --> 00:05:27.000]  所以其實耶穌這樣的降生
[00:05:27.000 --> 00:05:29.000]  其實跟我們習
[00:05:29.000 --> 00:05:32.000]  我們以為一個神的降生
[00:05:32.000 --> 00:05:33.000]  可能是有點不同
[00:05:33.000 --> 00:05:35.000]  就是我們可能小朋友出生
[00:05:35.000 --> 00:05:36.000]  我們會幫他改名字
[00:05:36.000 --> 00:05:37.000]  就是有些願望
[00:05:37.000 --> 00:05:38.000]  就是大概他的名字
[00:05:38.000 --> 00:05:42.000]  例如可能你會希望他很正義的
[00:05:42.000 --> 00:05:43.000]  可能他的名字有個「義」字
[00:05:43.000 --> 00:05:45.000]  可能你希望他很開朗的
[00:05:45.000 --> 00:05:46.000]  就有個「朗」字
[00:05:46.000 --> 00:05:49.000]  所以耶穌的名字
[00:05:49.000 --> 00:05:51.000]  如果在聖經的說法是一個救主
[00:05:51.000 --> 00:05:52.000]  就是拯救者
[00:05:52.000 --> 00:05:56.000]  大概拯救者應該怎樣呢
[00:05:56.000 --> 00:05:59.000]  稍後就會說一點
[00:05:59.000 --> 00:06:00.000]  可能拯救者我們會怎樣去想
[00:06:00.000 --> 00:06:02.000]  我不知道你有沒有想像過
[00:06:02.000 --> 00:06:04.000]  如果你人生面對一些困難的時候
[00:06:04.000 --> 00:06:05.000]  你會期望一個人來救你
[00:06:05.000 --> 00:06:06.000]  他是甚麼樣子呢
[00:06:06.000 --> 00:06:08.000]  可能你想很有能力地出現
[00:06:08.000 --> 00:06:10.000]  就是幫你解決一些困難
[00:06:10.000 --> 00:06:12.000]  但是我們今天看的經文
[00:06:12.000 --> 00:06:13.000]  就是說耶穌
[00:06:13.000 --> 00:06:15.000]  祂不是用這樣的形象
[00:06:15.000 --> 00:06:17.000]  去出現在我們面前
[00:06:17.000 --> 00:06:20.000]  今天我們去分享一段
[00:06:20.000 --> 00:06:21.000]  短的聖經的技術
[00:06:21.000 --> 00:06:23.000]  都是耶穌降生的技術
[00:06:23.000 --> 00:06:29.000]  經文是記載在馬太福音2章1到12節
[00:06:29.000 --> 00:06:31.000]  當年因為時間的緣故
[00:06:31.000 --> 00:06:34.000]  大概只會去到一些情節
[00:06:34.000 --> 00:06:36.000]  我們去觀察和分享
[00:06:36.000 --> 00:06:40.000]  這段經文說甚麼呢
[00:06:40.000 --> 00:06:43.000]  就是說有一個希律王在位的期間
[00:06:43.000 --> 00:06:45.000]  耶穌生在猶大的伯利恒
[00:06:45.000 --> 00:06:48.000]  學眼有幾個從東方來的術士
[00:06:48.000 --> 00:06:49.000]  到了耶路撒冷
[00:06:49.000 --> 00:06:51.000]  他們說那個生下來
[00:06:51.000 --> 00:06:53.000]  作猶太人的王在哪裡呢
[00:06:53.000 --> 00:06:55.000]  我們看到祂的星
[00:06:55.000 --> 00:06:56.000]  祂升起
[00:06:56.000 --> 00:06:57.000]  所以上來朝拜祂
[00:06:58.000 --> 00:07:01.000]  希律王聽見就慌張不安
[00:07:01.000 --> 00:07:03.000]  耶路撒冷上上下下
[00:07:03.000 --> 00:07:05.000]  都跟祂一樣慌張不安
[00:07:05.000 --> 00:07:08.000]  有沒有人來到聖誕節
[00:07:08.000 --> 00:07:09.000]  很害怕的我想問
[00:07:09.000 --> 00:07:13.000]  可能害怕是去旅行要破費
[00:07:13.000 --> 00:07:14.000]  可能害怕一點
[00:07:14.000 --> 00:07:17.000]  有沒有人覺得聖誕節來到很害怕
[00:07:17.000 --> 00:07:20.000]  大概無論你是不是信耶穌都好
[00:07:20.000 --> 00:07:21.000]  聖誕節來到
[00:07:21.000 --> 00:07:22.000]  起碼我可以有禮物
[00:07:22.000 --> 00:07:23.000]  我有假期
[00:07:23.000 --> 00:07:25.000]  或者可以去外國飛
[00:07:25.000 --> 00:07:27.000]  我是期待的心情
[00:07:27.000 --> 00:07:28.000]  而不是害怕
[00:07:28.000 --> 00:07:30.000]  但是聖經偏偏是說
[00:07:30.000 --> 00:07:31.000]  有一幫人是害怕
[00:07:31.000 --> 00:07:33.000]  我再看第三節
[00:07:33.000 --> 00:07:35.000]  第三節說是一個叫希律王的人
[00:07:35.000 --> 00:07:36.000]  害怕
[00:07:36.000 --> 00:07:39.000]  甚至整個耶路撒冷城的人
[00:07:39.000 --> 00:07:43.000]  去驚慌慌張不安
[00:07:43.000 --> 00:07:45.000]  為什麼呢
[00:07:45.000 --> 00:07:48.000]  是不是耶穌做了一些奇怪的事呢
[00:07:48.000 --> 00:07:51.000]  如果我不知道
[00:07:51.000 --> 00:07:53.000]  大家會不會平時去看電影
[00:07:53.000 --> 00:07:55.000]  就是看電影
[00:07:55.000 --> 00:07:58.000]  我自己也喜歡看一些動畫
[00:07:58.000 --> 00:07:59.000]  或者一些電影
[00:07:59.000 --> 00:08:01.000]  如果大家有接觸過
[00:08:01.000 --> 00:08:02.000]  或者聽過
[00:08:02.000 --> 00:08:03.000]  可能在座未必看過
[00:08:03.000 --> 00:08:04.000]  但是起碼聽過一下
[00:08:04.000 --> 00:08:06.000]  或者你看到一些商場
[00:08:06.000 --> 00:08:07.000]  有些擺設
[00:08:07.000 --> 00:08:10.000]  就會可能留意到一個復仇者聯盟
[00:08:10.000 --> 00:08:13.000]  我看見有人抬頭
[00:08:13.000 --> 00:08:14.000]  有些人就不知道是什麼來的
[00:08:14.000 --> 00:08:15.000]  那不要緊的
[00:08:15.000 --> 00:08:17.000]  你可以回去看一些圖片
[00:08:17.000 --> 00:08:19.000]  大概就算我沒有看過一部電影
[00:08:19.000 --> 00:08:22.000]  如果大家看過一些荷里活的電影
[00:08:22.000 --> 00:08:24.000]  你知道他們銷售的賣點就是
[00:08:24.000 --> 00:08:25.000]  什麼是英雄
[00:08:25.000 --> 00:08:26.000]  什麼是一個傳說
[00:08:26.000 --> 00:08:28.000]  就是一些很厲害的人
[00:08:28.000 --> 00:08:30.000]  當然為什麼要拿
[00:08:30.000 --> 00:08:32.000]  剛才說復仇者聯盟呢
[00:08:32.000 --> 00:08:34.000]  有些字眼可能聽過
[00:08:34.000 --> 00:08:35.000]  也不知道是誰
[00:08:35.000 --> 00:08:36.000]  這個叫雷神
[00:08:36.000 --> 00:08:37.000]  那個叫Iron Man
[00:08:37.000 --> 00:08:42.000]  裡面就算你沒有聽過這個聯盟
[00:08:42.000 --> 00:08:45.000]  當你可能沒有看過超人的系列
[00:08:45.000 --> 00:08:47.000]  大概我們想到一些英雄
[00:08:47.000 --> 00:08:48.000]  就是這一類
[00:08:48.000 --> 00:08:49.000]  超人
[00:08:49.000 --> 00:08:50.000]  就是打怪物
[00:08:50.000 --> 00:08:51.000]  超人就是銀河
[00:08:51.000 --> 00:08:52.000]  第一就是去打怪物
[00:08:53.000 --> 00:08:54.000]  又或者這一類
[00:08:54.000 --> 00:08:55.000]  他在電影上面
[00:08:55.000 --> 00:08:57.000]  他就是可以有特殊能力的人
[00:08:57.000 --> 00:08:59.000]  去打敗那些敵人
[00:08:59.000 --> 00:09:02.000]  當年為什麼特地拿這個雷神出來呢
[00:09:02.000 --> 00:09:04.000]  因為這個雷神的來源
[00:09:04.000 --> 00:09:07.000]  確實是一個北歐的神話
[00:09:07.000 --> 00:09:08.000]  就是這個神是做什麼的呢
[00:09:08.000 --> 00:09:12.000]  他信這個神是掌管雷暴和天氣
[00:09:12.000 --> 00:09:15.000]  他就保護人免受怪物的攻擊
[00:09:15.000 --> 00:09:16.000]  所以你看到有個槌
[00:09:16.000 --> 00:09:19.000]  那個槌就叫雷神之槌
[00:09:19.000 --> 00:09:21.000]  無論看電影
[00:09:21.000 --> 00:09:23.000]  又或者如果有人真的聽過那些神話
[00:09:23.000 --> 00:09:25.000]  這個槌是用來叫閃電下來
[00:09:25.000 --> 00:09:27.000]  去打死那些人
[00:09:27.000 --> 00:09:30.000]  大概為什麼我們的文化
[00:09:30.000 --> 00:09:32.000]  我想不只是西方或者歐洲的文化
[00:09:32.000 --> 00:09:34.000]  就算我們中國的文化
[00:09:34.000 --> 00:09:36.000]  我們相信神明是有些能力
[00:09:36.000 --> 00:09:39.000]  有些特殊的能力
[00:09:39.000 --> 00:09:42.000]  大概可能是因為我們的心裡面
[00:09:42.000 --> 00:09:45.000]  我們有時都渴望有一個救我們的人
[00:09:45.000 --> 00:09:47.000]  就是無論我們的能力有多麼強
[00:09:47.000 --> 00:09:50.000]  甚至我們現在的科技有多麼進步都好
[00:09:50.000 --> 00:09:52.000]  我們都知道人生總有一些事情
[00:09:52.000 --> 00:09:55.000]  就不是純粹是金錢或者我的知識
[00:09:55.000 --> 00:09:59.000]  或者我的地位可以解決到的問題
[00:09:59.000 --> 00:10:02.000]  所以我們很期望有個英雄
[00:10:02.000 --> 00:10:04.000]  或者我們就算不講出口
[00:10:04.000 --> 00:10:05.000]  至少我面對困難
[00:10:05.000 --> 00:10:08.000]  我心裡面都想有沒有一個人來救我呢
[00:10:08.000 --> 00:10:10.000]  但如果這樣
[00:10:10.000 --> 00:10:12.000]  其實耶穌的降生應該做這件事
[00:10:12.000 --> 00:10:14.000]  耶穌是個拯救者
[00:10:14.000 --> 00:10:18.000]  但是如果我們去找耶穌降生的段落
[00:10:18.000 --> 00:10:22.000]  如果大家有興趣去看看耶穌出生之後
[00:10:22.000 --> 00:10:24.000]  到祂長大成人的紀錄
[00:10:24.000 --> 00:10:26.000]  我想我們會有些失望
[00:10:26.000 --> 00:10:29.000]  我們會有些失望
[00:10:29.000 --> 00:10:32.000]  當然不是說耶穌沒有神蹟
[00:10:32.000 --> 00:10:35.000]  剛才也有很多職清區、敬拜隊去到
[00:10:35.000 --> 00:10:36.000]  但是唯有耶穌
[00:10:36.000 --> 00:10:38.000]  可能在座的人
[00:10:38.000 --> 00:10:40.000]  在座有弟兄姊妹回來很久
[00:10:40.000 --> 00:10:41.000]  都唱過這首歌
[00:10:41.000 --> 00:10:44.000]  或者就算你本身沒有唱過這首歌
[00:10:44.000 --> 00:10:47.000]  如果你在一些基督教學校去讀書
[00:10:47.000 --> 00:10:49.000]  或者剛才歌詞的內容
[00:10:49.000 --> 00:10:51.000]  都會講耶穌有很多神蹟
[00:10:51.000 --> 00:10:53.000]  就是很多神蹟
[00:10:53.000 --> 00:10:56.000]  就是很多特別的事情在聖經裡面去講
[00:10:56.000 --> 00:10:59.000]  但是如果我們撇除這個神蹟
[00:10:59.000 --> 00:11:00.000]  不是說祂不真實
[00:11:00.000 --> 00:11:01.000]  祂是真實的
[00:11:01.000 --> 00:11:04.000]  但是我們撇除這些祂長大後的神蹟的話
[00:11:04.000 --> 00:11:06.000]  耶穌的出世
[00:11:06.000 --> 00:11:09.000]  以至耶穌的死亡
[00:11:09.000 --> 00:11:12.000]  以至祂在地上的生活
[00:11:14.000 --> 00:11:17.000]  其實祂和我們一般人是幾乎一樣
[00:11:17.000 --> 00:11:21.000]  剛才不是說馬槽裡面的嬰兒嗎?
[00:11:21.000 --> 00:11:24.000]  祂用嬰兒的形象
[00:11:24.000 --> 00:11:26.000]  來到這個世界上
[00:11:26.000 --> 00:11:29.000]  祂用了十幾年的時間
[00:11:29.000 --> 00:11:31.000]  去成為一個青少年
