
[00:00:00.000 --> 00:00:08.000]  在前幾次,我和大家一起從《哥倫多前書》一邊思想,我們作為一個屬靈的人
[00:00:08.000 --> 00:00:15.000]  屬靈的人不是超然物外,很難達到
[00:00:15.000 --> 00:00:23.000]  其實不是,每一個信主耶穌的人,有聖靈居住在我們心裡的人,應該都是一個屬靈的人
[00:00:23.000 --> 00:00:29.000]  我們都是應該去信服聖靈,去被聖靈管理
[00:00:29.000 --> 00:00:35.000]  然後我們學習如何依賴聖靈的能力
[00:00:35.000 --> 00:00:39.000]  在聖靈的幫助下,過我們的生活和侍奉祂
[00:00:39.000 --> 00:00:45.000]  所以我們作為一個屬靈的人,心意需要更新變化
[00:00:45.000 --> 00:00:49.000]  就好像當時保羅提醒哥倫多教會的信徒一樣
[00:00:49.000 --> 00:00:53.000]  他們需要追求做屬靈的人
[00:00:53.000 --> 00:01:01.000]  然後在屬靈的人裡面,有一個新的人生意義和價值觀念
[00:01:01.000 --> 00:01:09.000]  我們先前從哥倫多前書不同的章節看過
[00:01:09.000 --> 00:01:15.000]  關乎我們認識自我觀,這個很重要,我們在神面前有的價值和地位
[00:01:15.000 --> 00:01:19.000]  我們需要有正確的智慧觀
[00:01:19.000 --> 00:01:28.000]  以致我們能夠釋透充滿資訊爆炸各樣的道理和提議的世界
[00:01:28.000 --> 00:01:32.000]  我們如何有屬靈的智慧,屬天的智慧能夠看透萬事
[00:01:32.000 --> 00:01:37.000]  能夠明白到神的旨意,能夠有一個不同的價值觀
[00:01:37.000 --> 00:01:43.000]  在這樣的裏面,我們知道保羅在提醒他們關乎聖道德
[00:01:43.000 --> 00:01:48.000]  一個觀念需要更新,一個婚姻的觀念需要更新
[00:01:48.000 --> 00:01:56.000]  上次提到工作觀,也在保羅的其他書信和聖經裡教導我們如何看工作
[00:01:56.000 --> 00:02:00.000]  上次是復活節的主日,所以我們跳到第十五章
[00:02:00.000 --> 00:02:03.000]  看看今生永世觀
[00:02:03.000 --> 00:02:09.000]  讓我們知道我們有一個因著耶穌的復活,我們有一個復活的盼望
[00:02:09.000 --> 00:02:14.000]  我們能夠將來有一個復活的身體,我們將來有一個永恆的家鄉
[00:02:14.000 --> 00:02:22.000]  以致我們今天如何面對我們的生活,讓我們繼續奔跑在世的日子
[00:02:22.000 --> 00:02:30.000]  今天我們回到第三章,關乎教會的侍奉觀
[00:02:30.000 --> 00:02:35.000]  今天我們要看的就是從第一節到十七節
[00:02:35.000 --> 00:02:44.000]  我稍後會再提及一些經節,所以我們先讀讀頭幾節
[00:02:44.000 --> 00:02:48.000]  稍後再讀讀其他的經節
[00:02:48.000 --> 00:02:57.000]  這十七節的經文提到有好幾方面保羅提醒我們如何看教會
[00:02:57.000 --> 00:03:01.000]  我們如何在教會裡侍奉他
[00:03:01.000 --> 00:03:05.000]  我們看第一節,前三章第一節
[00:03:05.000 --> 00:03:11.000]  我們一起讀完頭幾節,請大家同聲一起讀出
[00:03:11.000 --> 00:03:18.000]  弟兄們,我從前對你們說話,不能把你們當作屬靈的
[00:03:18.000 --> 00:03:25.000]  只得把你們當作屬肉體,在基督裡為嬰孩的
[00:03:25.000 --> 00:03:30.000]  我是用奶餵你們,沒有用飯餵你們
[00:03:30.000 --> 00:03:35.000]  那時你們不能吃,就是如今還是不能
[00:03:35.000 --> 00:03:43.000]  你們仍是屬肉體的,因為在你們中間有嫉妒紛爭
[00:03:43.000 --> 00:03:48.000]  這豈不是屬乎肉體,照著世人的樣子行嗎
[00:03:48.000 --> 00:03:54.000]  有說我是屬阿波羅的,有說我是屬阿波羅的
[00:03:54.000 --> 00:03:57.000]  這豈不是你們和世人一樣嗎
[00:03:57.000 --> 00:04:02.000]  所以保羅提醒他們要作屬靈的,不要作屬肉體的
[00:04:02.000 --> 00:04:05.000]  為甚麼呢?因為屬肉體的就像嬰孩一樣
[00:04:05.000 --> 00:04:09.000]  不能吃乾糧,只是餵奶
[00:04:09.000 --> 00:04:15.000]  到保羅寫信的時候,他們仍然有很多屬肉體的表現
[00:04:15.000 --> 00:04:20.000]  包括嫉妒紛爭,又說我屬這個,又說我屬那個
[00:04:20.000 --> 00:04:22.000]  豈不是你們和世人一樣嗎
[00:04:22.000 --> 00:04:29.000]  為甚麼沒有一個更新了的屬靈人的價值觀和正確的神給我們的觀念
[00:04:29.000 --> 00:04:34.000]  仍然好像世人一樣,這些屬肉體的看法,屬肉體的行為
[00:04:34.000 --> 00:04:40.000]  豈不是屬肉體的基督徒,豈不是嬰孩的基督徒
[00:04:40.000 --> 00:04:44.000]  我們要追求成長,我們需要做屬靈的基督徒
[00:04:44.000 --> 00:04:48.000]  接著他說阿波羅算甚麼,保羅算甚麼
[00:04:48.000 --> 00:04:55.000]  無非是執事,照主所賜給他們各人的,引導你們相信
[00:04:55.000 --> 00:05:00.000]  所以這就是保羅一開始的第三章再次提醒我們
[00:05:00.000 --> 00:05:07.000]  作為一個屬靈人應該有的價值觀念,屬神的人生觀念
[00:05:07.000 --> 00:05:14.000]  所以今天我們來看看這段經文,由第六到十七節
[00:05:14.000 --> 00:05:22.000]  我們看到保羅向我們,當時哥倫多的信徒今天向我們教導
[00:05:22.000 --> 00:05:25.000]  再說哥倫多的信徒他們領受了聖靈
[00:05:25.000 --> 00:05:30.000]  但是卻未被聖靈去管理和更新他們
[00:05:30.000 --> 00:05:38.000]  所以他們和信主之前的表現、觀念、價值觀都好像沒有大改變
[00:05:38.000 --> 00:05:47.000]  所以我們要追求聖靈幫助我們,信了主,我們有一個新的人生
[00:05:47.000 --> 00:05:52.000]  叫我們能夠有更新、屬夫、聖靈管理的觀念
[00:05:52.000 --> 00:05:59.000]  剛才我們提到過往好幾次不同的觀念
[00:05:59.000 --> 00:06:02.000]  今天看過教會的侍奉觀
[00:06:02.000 --> 00:06:10.000]  保羅在這裡說到整體的教會和個別信徒的關係
[00:06:10.000 --> 00:06:13.000]  說到這裡我們相信大家不陌生的
[00:06:13.000 --> 00:06:19.000]  耶穌很多時候用一些比喻說到整體教會和我們每一個信徒之間的關係
[00:06:19.000 --> 00:06:26.000]  在聖經裡提到羊圈,羊圈是整體的,一群羊
[00:06:26.000 --> 00:06:29.000]  和羊的關係,羊是個別的
[00:06:29.000 --> 00:06:37.000]  所以羊怎樣歸入羊圈,怎樣令迷失的羊入羊圈,屬乎羊圈
[00:06:37.000 --> 00:06:40.000]  這是整體和個別
[00:06:40.000 --> 00:06:45.000]  又說到聖經裡提到燈台和光
[00:06:45.000 --> 00:06:53.000]  燈台就是代表教會,光就是我們每一個在世上要活出的基督徒應該有的見證
[00:06:53.000 --> 00:07:00.000]  燈台和光的表現屬乎燈台,我們每一個信徒都為主發光
[00:07:00.000 --> 00:07:04.000]  又說到身體和肢體的關係
[00:07:04.000 --> 00:07:06.000]  特別保羅書信有很多提到
[00:07:06.000 --> 00:07:10.000]  身體就是整體的,整個身體
[00:07:10.000 --> 00:07:14.000]  個別信徒是甚麼?個別信徒是肢體
[00:07:14.000 --> 00:07:18.000]  身體和肢體的關係,整體和個別關係
[00:07:18.000 --> 00:07:24.000]  保羅在這裏說到教會的侍奉觀也同樣用這個方向
[00:07:24.000 --> 00:07:28.000]  一個整體的觀念,我們個別信徒應該有的
[00:07:28.000 --> 00:07:33.000]  配搭和應該有的在當中所發揮的功用
[00:07:33.000 --> 00:07:36.000]  所以今天在這段經文裏面
[00:07:36.000 --> 00:07:40.000]  起碼有三個保羅用到這個觀念去提醒我們
[00:07:40.000 --> 00:07:44.000]  教會侍奉,我們每一個信徒侍奉教會
[00:07:44.000 --> 00:07:50.000]  我們應該有的,我們的價值觀,我們應該有的侍奉的觀念
[00:07:50.000 --> 00:07:56.000]  好,第一我們看見剛才第五節,我們再看第六節
[00:07:56.000 --> 00:08:01.000]  這裏剛才我們看到,我沒有讀過經文,總共有十七節
[00:08:01.000 --> 00:08:04.000]  我們一齊看完它
[00:08:04.000 --> 00:08:06.000]  好,我們先看第一方面
[00:08:06.000 --> 00:08:13.000]  第一個觀念,保羅提到是田地整體和耕種者
[00:08:13.000 --> 00:08:18.000]  在第六節,第七節,第八節,第九節就給我們看過這個觀念
[00:08:18.000 --> 00:08:21.000]  我們繼續讀完這幾節,請大家同聲讀出
[00:08:21.000 --> 00:08:27.000]  我栽種了,阿波羅囂貫了,惟有上帝叫他生長
[00:08:27.000 --> 00:08:33.000]  可見栽種的算不得什麽,囂貫的也算不得什麽
[00:08:33.000 --> 00:08:37.000]  只在那叫他生長的上帝
[00:08:37.000 --> 00:08:42.000]  栽種的和囂貫的都是一樣
[00:08:42.000 --> 00:08:48.000]  但將來各人要照自己的功夫,得自己的賞賜
[00:08:48.000 --> 00:08:52.000]  因為我們是與上帝同工的
[00:08:52.000 --> 00:08:58.000]  你們是上帝所耕種的田地,所建造的房屋
[00:08:58.000 --> 00:09:02.000]  所以我們先看看第一方面,所耕種的田地
[00:09:02.000 --> 00:09:09.000]  所以我們看到這個就好像田地和耕種者
[00:09:09.000 --> 00:09:18.000]  有阿波羅囂貫,惟有上帝叫他生長
[00:09:18.000 --> 00:09:24.000]  可見栽種的算不得什麽,囂貫的也算不得什麽
[00:09:24.000 --> 00:09:27.000]  只在那叫他生長的上帝
[00:09:27.000 --> 00:09:30.000]  所以栽種和囂貫的都是一樣
[00:09:30.000 --> 00:09:34.000]  但這就指到各人,即是自己的個別
[00:09:34.000 --> 00:09:39.000]  將來各人要照自己的功夫,得自己的賞賜
[00:09:39.000 --> 00:09:42.000]  因為我們是與上帝同工的
[00:09:42.000 --> 00:09:46.000]  你們是上帝所耕種的田地
[00:09:46.000 --> 00:09:49.000]  在這裏我們可以看到幾個重點
[00:09:49.000 --> 00:09:51.000]  第一,我們應該各盡己功
[00:09:51.000 --> 00:09:57.000]  將來各人要照自己的功夫,得自己的賞賜
[00:09:57.000 --> 00:10:06.000]  即是每一個人,每一個個別的信徒都要盡自己的方面
[00:10:06.000 --> 00:10:12.000]  神給我們應該有的見證,我們的侍奉,我們應該有的擺上的努力
[00:10:12.000 --> 00:10:18.000]  所以將來神就按照每一個信徒,自己的功夫
[00:10:18.000 --> 00:10:22.000]  得每一個信徒,神給你個別信徒不同的,自己的賞賜
[00:10:22.000 --> 00:10:29.000]  這裏提到田地與耕種者,即是指那塊田地每一個人都去耕種
[00:10:29.000 --> 00:10:32.000]  每一個人都去栽種或者做囂貫
[00:10:32.000 --> 00:10:36.000]  有些做栽種的,有些做囂貫的,有些做殺種的
[00:10:36.000 --> 00:10:40.000]  那個人配搭,但一起在這個田裏面工作
[00:10:40.000 --> 00:10:43.000]  牢牢地耕種
[00:10:43.000 --> 00:10:46.000]  大家有沒有去過那些農村看那些田
[00:10:46.000 --> 00:10:49.000]  或者有沒有試過自己種過田,有沒有人試過種過田
[00:10:49.000 --> 00:10:54.000]  落田種東西?有嗎?
[00:10:54.000 --> 00:10:59.000]  幾點起床?早上幾點起床?很早的嗎?
