
[00:00:00.000 --> 00:00:04.340]  上次和大家開始講到
[00:00:04.340 --> 00:00:07.740]  如何能夠被聖靈充滿
[00:00:07.740 --> 00:00:10.240]  被聖靈充滿之後
[00:00:10.240 --> 00:00:13.460]  一個人就會有很不同的表現
[00:00:13.460 --> 00:00:17.200]  他們會不斷地歌頌神
[00:00:17.200 --> 00:00:20.040]  會不斷地感謝神
[00:00:20.040 --> 00:00:23.280]  人和人的關係都會不同了
[00:00:23.280 --> 00:00:26.840]  第一個關係就是夫妻的關係
[00:00:26.840 --> 00:00:29.600]  中國人說夫唱婦隨
[00:00:29.600 --> 00:00:32.520]  但聖經已忽所書告訴我們
[00:00:32.520 --> 00:00:34.640]  是夫愛婦寵
[00:00:34.640 --> 00:00:39.260]  家庭會得和睦
[00:00:39.260 --> 00:00:41.920]  在講已忽所書之前
[00:00:41.920 --> 00:00:44.160]  我先講了真言
[00:00:44.160 --> 00:00:48.320]  其實真言和已忽所書有很多相似的地方
[00:00:48.320 --> 00:00:51.760]  就是與神的關係與人的關係
[00:00:51.760 --> 00:00:54.980]  在講真言時我都講過夫妻的關係
[00:00:54.980 --> 00:00:57.120]  叫他做夫妻的智慧
[00:00:57.120 --> 00:00:59.900]  我亦都講過父母與子女的關係
[00:00:59.900 --> 00:01:01.900]  是父母的智慧
[00:01:01.900 --> 00:01:03.880]  所以我現在講已忽所書
[00:01:03.880 --> 00:01:08.660]  是會盡量避免相同的內容
[00:01:08.660 --> 00:01:10.900]  我們見到其實
[00:01:10.900 --> 00:01:13.440]  婚姻不單止在美國
[00:01:13.440 --> 00:01:17.960]  在全世界都出現了很大的問題
[00:01:17.960 --> 00:01:21.180]  這個問題不單止是現在才有
[00:01:21.180 --> 00:01:26.080]  這個問題其實在人類墮落時就已經開始了
[00:01:26.080 --> 00:01:29.600]  人類墮落時就已經進入了這個世界
[00:01:29.600 --> 00:01:32.980]  就有一個詛咒來到這個世界
[00:01:32.980 --> 00:01:36.160]  在夫妻之間亦都有一個詛咒
[00:01:36.160 --> 00:01:40.140]  就是在創世紀的三章十六節
[00:01:40.140 --> 00:01:45.220]  經文說女人是必有懷胎生產的苦楚
[00:01:45.220 --> 00:01:48.680]  男人的工作是要做到汗流浹背
[00:01:48.680 --> 00:01:51.960]  才能夠謀生
[00:01:51.960 --> 00:01:55.600]  我兩個女兒經常向我投訴
[00:01:55.600 --> 00:01:59.200]  爸爸你知不知道你是有多幸福
[00:01:59.200 --> 00:02:02.560]  你不是女人你不用生小孩
[00:02:02.560 --> 00:02:04.480]  你知不知道生小孩有多痛
[00:02:04.480 --> 00:02:06.620]  他們說生小孩是很痛的
[00:02:06.620 --> 00:02:09.840]  十個月來懷胎是很辛苦的
[00:02:09.840 --> 00:02:11.840]  爸爸你真是幸福
[00:02:11.840 --> 00:02:15.740]  我會回答說神是公平的
[00:02:15.740 --> 00:02:18.680]  女人懷胎十個月而已
[00:02:18.680 --> 00:02:21.320]  男人一世做牛做馬
[00:02:21.320 --> 00:02:24.840]  做到汗流浹背才能謀生
[00:02:24.840 --> 00:02:29.820]  所以你看男人的壽命平均比女人短命
[00:02:29.820 --> 00:02:31.820]  做到命都短了
[00:02:31.820 --> 00:02:34.960]  我說神是公平的
[00:02:34.960 --> 00:02:38.260]  其實除了這個詛咒
[00:02:38.260 --> 00:02:40.460]  在創世紀的三章十六節
[00:02:40.460 --> 00:02:43.060]  還有其他的詛咒
[00:02:43.060 --> 00:02:44.660]  神和妻子說
[00:02:44.660 --> 00:02:46.980]  你必戀慕你的丈夫
[00:02:46.980 --> 00:02:50.420]  你的丈夫必管轄你
[00:02:50.420 --> 00:02:55.500]  英文是your desire shall be to thy husband
[00:02:55.500 --> 00:02:57.300]  你說多好啊
[00:02:57.300 --> 00:02:59.700]  desire to thy husband
[00:02:59.700 --> 00:03:03.340]  但是我想問問在座的有多少位太太
[00:03:03.340 --> 00:03:06.960]  還是戀慕自己的丈夫
[00:03:06.960 --> 00:03:11.480]  你說拍拖的時候可能是戀慕你的男朋友
[00:03:11.480 --> 00:03:17.000]  這裡說結了婚成為丈夫會不會還是戀慕呢
[00:03:17.000 --> 00:03:19.820]  其實希伯來文是很有意思的
[00:03:19.820 --> 00:03:21.640]  你如果看到那個字
[00:03:21.640 --> 00:03:24.840]  有在不同的經文運用
[00:03:24.840 --> 00:03:28.580]  你就知道這個字的意思是什麼
[00:03:28.580 --> 00:03:33.800]  戀慕這個字在創世紀的四章七節有出現過
[00:03:33.800 --> 00:03:37.120]  就是說到該人和阿伯的故事
[00:03:37.120 --> 00:03:40.440]  阿伯和該人都獻祭給神
[00:03:40.440 --> 00:03:43.420]  但是神看中了阿伯的獻祭
[00:03:43.420 --> 00:03:46.320]  沒有看中該人的獻祭
[00:03:46.320 --> 00:03:49.360]  所以該人大發脾氣很生氣
[00:03:49.360 --> 00:03:52.560]  神在創世紀的四章七節
[00:03:52.560 --> 00:03:53.920]  跟該人說
[00:03:53.920 --> 00:03:55.600]  你若行得好
[00:03:55.600 --> 00:03:57.160]  豈不蒙越南
[00:03:57.160 --> 00:03:58.800]  你若行得不好
[00:03:58.800 --> 00:04:01.320]  罪就瀑在你的門前
[00:04:01.320 --> 00:04:02.920]  他必戀慕你
[00:04:02.920 --> 00:04:06.000]  你卻要制服他
[00:04:06.000 --> 00:04:08.880]  這裡不是說罪瀑在門口
[00:04:08.880 --> 00:04:12.040]  含情脈脈地每天看著該人
[00:04:12.040 --> 00:04:13.460]  戀慕他
[00:04:13.460 --> 00:04:15.200]  這裡是說什麼
[00:04:15.200 --> 00:04:19.840]  罪一定會想控制你、操縱你
[00:04:19.840 --> 00:04:22.520]  所以你要制服罪
[00:04:22.520 --> 00:04:25.240]  不要犯罪
[00:04:25.240 --> 00:04:27.240]  如果我們將這個意思
[00:04:27.240 --> 00:04:30.520]  套回創世紀的三章十六節
[00:04:30.520 --> 00:04:33.360]  我們就知道經文是什麼意思
[00:04:33.360 --> 00:04:39.280]  經文是說妻子一定會控制你的丈夫
[00:04:39.280 --> 00:04:42.040]  你的丈夫必管轄你
[00:04:42.040 --> 00:04:44.600]  妻子想控制丈夫
[00:04:44.600 --> 00:04:47.200]  丈夫想管轄妻子
[00:04:47.200 --> 00:04:51.360]  你說還不是搞到這個家庭六國大封上
[00:04:51.360 --> 00:04:55.240]  非常大的問題
[00:04:55.240 --> 00:04:58.200]  所以聖經告訴我們
[00:04:58.200 --> 00:05:02.840]  出現了很多很多男女之間的問題
[00:05:02.840 --> 00:05:06.760]  第三章:詛咒臨到夫妻之間
[00:05:06.760 --> 00:05:11.080]  第四章開始出現一夫多妻制
[00:05:11.080 --> 00:05:13.960]  第十九章出現色情
[00:05:13.960 --> 00:05:17.160]  創世紀十六章出現姦淫
[00:05:17.160 --> 00:05:20.760]  第十九章出現同性戀戀倫
[00:05:20.760 --> 00:05:24.200]  創世紀三十四章出現強姦
[00:05:24.200 --> 00:05:29.320]  在說三十八章首次提到妓女的出現
[00:05:29.320 --> 00:05:30.960]  夫妻之間的問題
[00:05:30.960 --> 00:05:32.640]  男女之間的問題
[00:05:32.640 --> 00:05:36.280]  一直持久到今時今日
[00:05:36.280 --> 00:05:40.640]  難怪在美國超過百分之五十
[00:05:40.640 --> 00:05:45.040]  大部分超過一半的婚姻都是失敗的
[00:05:45.040 --> 00:05:48.680]  原因就是夫妻之間的問題
[00:05:48.680 --> 00:05:50.840]  妻子想控制丈夫
[00:05:50.840 --> 00:05:54.680]  丈夫想管轄妻子
[00:05:54.680 --> 00:05:57.640]  大家都想改變對方
[00:05:57.640 --> 00:06:00.360]  這個就是問題
[00:06:00.360 --> 00:06:03.880]  我們知道葛培里的太太叫Ruth
[00:06:03.880 --> 00:06:06.440]  Ruth有一次曾經說過
[00:06:06.440 --> 00:06:12.400]  有一天我終於明白到要改變葛培里的不是我
[00:06:12.400 --> 00:06:15.640]  要改變葛培里的是神自己
[00:06:15.640 --> 00:06:18.080]  我不需要去改變祂
[00:06:18.080 --> 00:06:19.520]  神會改變祂
[00:06:19.520 --> 00:06:22.640]  我要做的就是去愛祂
[00:06:22.640 --> 00:06:25.080]  Ruth葛培里的太太說
[00:06:25.080 --> 00:06:27.680]  當她發現了這個真理之後
[00:06:27.680 --> 00:06:29.560]  她如釋重擔
[00:06:29.560 --> 00:06:35.400]  她說這一天是她的生命當中一個很重要的日子
[00:06:35.400 --> 00:06:37.720]  所以我們見到真正的問題
[00:06:37.720 --> 00:06:40.680]  是在《視創世紀》的三章十六節
[00:06:40.680 --> 00:06:43.800]  是人的罪進入了這個世界
[00:06:43.800 --> 00:06:47.040]  人墮落了之後有的詛咒
[00:06:47.040 --> 00:06:49.880]  我們要破解這個詛咒
[00:06:49.880 --> 00:06:51.280]  要怎樣做?
[00:06:51.280 --> 00:06:54.520]  在《聖經》裏面原來有個破解的辦法
[00:06:54.520 --> 00:06:57.480]  就是在這裏以弗所書的五章十八節
[00:06:57.480 --> 00:06:59.320]  上一次跟大家說
[00:06:59.320 --> 00:07:02.400]  要被聖靈來到充滿
[00:07:02.400 --> 00:07:04.280]  被聖靈充滿了之後
[00:07:04.280 --> 00:07:07.560]  一個人不僅會歌頌神讚美神
[00:07:07.560 --> 00:07:09.400]  凡事感恩
[00:07:09.400 --> 00:07:12.680]  亦會彼此馴服
[00:07:12.680 --> 00:07:14.360]  而第一個關係
[00:07:14.360 --> 00:07:17.160]  我們見到以弗所書的第五章第六章
[00:07:17.160 --> 00:07:18.760]  說了很多的關係
[00:07:18.760 --> 00:07:22.840]  第一個關係就是夫妻之間的關係
[00:07:22.840 --> 00:07:25.240]  夫妻要彼此馴服
[00:07:25.240 --> 00:07:27.160]  不是去控制對方
[00:07:27.160 --> 00:07:31.080]  不是去意圖改變對方
[00:07:31.080 --> 00:07:34.160]  在以弗所書的五章二十二節
[00:07:34.160 --> 00:07:38.320]  說作妻子的當馴服自己的丈夫
[00:07:38.320 --> 00:07:40.640]  而在這裏的五章二十八節
[00:07:40.640 --> 00:07:42.000]  是給丈夫的
[00:07:42.000 --> 00:07:45.800]  說丈夫也當照樣愛妻子
[00:07:45.800 --> 00:07:48.920]  你見到這裏和《創世紀》的三章十六節
[00:07:48.920 --> 00:07:50.480]  真的很不同
[00:07:50.480 --> 00:07:54.280]  三章十六節說妻子要控制丈夫
[00:07:54.280 --> 00:07:56.480]  丈夫要管轄妻子
[00:07:56.480 --> 00:07:59.840]  現在五章二十八、五章二十二
[00:07:59.840 --> 00:08:02.720]  是說妻子當馴服自己的丈夫
[00:08:02.720 --> 00:08:06.000]  丈夫要照樣愛妻子
[00:08:06.000 --> 00:08:09.480]  其實兩夫妻結了婚
[00:08:09.480 --> 00:08:10.600]  願意一起生活
[00:08:10.600 --> 00:08:12.560]  是兩個罪人在一起
[00:08:12.560 --> 00:08:14.360]  願意一起生活
[00:08:14.360 --> 00:08:16.480]  生活上一定有很大的問題
[00:08:16.480 --> 00:08:19.480]  因為兩個都是罪人
[00:08:19.480 --> 00:08:22.680]  若不是靠著神的話語
[00:08:22.680 --> 00:08:24.920]  不是靠著聖靈來帶領
[00:08:24.920 --> 00:08:28.840]  這段婚姻根本沒有辦法能夠成功
[00:08:28.840 --> 00:08:30.520]  一段婚姻要成功
[00:08:30.520 --> 00:08:33.760]  是需要彼此馴服
[00:08:33.760 --> 00:08:36.920]  在《述哥羅西書》的三章十八節
[00:08:36.920 --> 00:08:37.880]  經文說
[00:08:37.880 --> 00:08:39.640]  「你們作妻子的
[00:08:39.640 --> 00:08:42.440]  當馴服自己的丈夫
[00:08:42.440 --> 00:08:46.080]  這在主裏面是相宜的」
[00:08:46.080 --> 00:08:50.600]  同樣的經文也出現在彼得前書的三章五節
[00:08:50.600 --> 00:08:55.320]  彼得說妻子要馴服自己的丈夫
[00:08:55.320 --> 00:08:57.880]  一般人都不喜歡馴服
[00:08:57.880 --> 00:08:59.840]  不喜歡服從別人
[00:08:59.840 --> 00:09:01.560]  因為覺得馴服服從別人
[00:09:01.560 --> 00:09:03.720]  好像自己矮了一截
[00:09:03.720 --> 00:09:06.760]  好像低了別人一等
[00:09:06.760 --> 00:09:08.960]  所以他們覺得是懦弱的表現
[00:09:08.960 --> 00:09:10.880]  他們不喜歡
[00:09:10.880 --> 00:09:13.720]  現在有很多婚禮裡面
[00:09:13.720 --> 00:09:15.280]  講到誓言
[00:09:15.280 --> 00:09:18.840]  都不會再提到馴服和服從
[00:09:18.840 --> 00:09:23.040]  尤其是如果新娘很著重女權
[00:09:23.040 --> 00:09:24.640]  是個女強人的話
[00:09:24.640 --> 00:09:27.640]  更加不會有服從這些字眼
[00:09:27.640 --> 00:09:32.160]  在婚禮的誓言裡面
[00:09:32.160 --> 00:09:34.360]  今天要和大家看看
[00:09:34.360 --> 00:09:35.840]  給妻子的命令
[00:09:35.840 --> 00:09:38.520]  我們先看給太太的命令
[00:09:38.520 --> 00:09:41.920]  然後等一會才看給丈夫的命令
[00:09:41.920 --> 00:09:45.320]  在《注爾德福》所書的五章二十二節
[00:09:45.320 --> 00:09:47.320]  經文說作妻子的
[00:09:47.320 --> 00:09:50.480]  當馴服自己的丈夫
[00:09:50.480 --> 00:09:53.120]  我會和大家看五點
[00:09:53.120 --> 00:09:56.120]  到底是怎樣來馴服
[00:09:56.120 --> 00:09:58.640]  第一點是馴服的原因
[00:09:58.640 --> 00:10:01.240]  為何妻子要馴服
[00:10:01.240 --> 00:10:03.760]  第二點是馴服的對象
[00:10:03.760 --> 00:10:06.800]  當一個妻子馴服自己的丈夫的時候
[00:10:06.800 --> 00:10:10.120]  她真正馴服的是誰
[00:10:10.120 --> 00:10:12.840]  第三點是馴服的範圍
[00:10:12.840 --> 00:10:15.280]  第四點是馴服的標準
[00:10:15.280 --> 00:10:18.520]  究竟馴服的準則在哪裡
[00:10:18.520 --> 00:10:22.720]  第五點就是馴服的結果
[00:10:22.720 --> 00:10:25.800]  我們一起來看看馴服的原因
[00:10:25.800 --> 00:10:29.360]  在《注爾德福》所書的五章二十一節
[00:10:29.360 --> 00:10:34.280]  經文說我們基督徒都要彼此的馴服
[00:10:34.280 --> 00:10:38.320]  接著在第五章、第六章的《注爾德福》所書
[00:10:38.320 --> 00:10:40.960]  就說了很多不同的關係
[00:10:40.960 --> 00:10:43.000]  夫妻之間的關係
[00:10:43.000 --> 00:10:45.360]  父母和子女的關係
[00:10:45.360 --> 00:10:47.600]  主人和僕人的關係
[00:10:47.600 --> 00:10:50.840]  全部都要彼此的馴服
[00:10:50.840 --> 00:10:54.440]  所以我們看到這裡不是針對女性
[00:10:54.440 --> 00:10:56.280]  不是歧視女性
[00:10:56.280 --> 00:11:01.280]  其實所有人都需要彼此的馴服
[00:11:01.280 --> 00:11:05.640]  剛才我們說了《彼得前書》第三章五節
[00:11:05.640 --> 00:11:08.760]  說妻子要馴服自己的丈夫
[00:11:08.760 --> 00:11:11.960]  其實如果你看回前面一章的經文
[00:11:11.960 --> 00:11:17.000]  在《彼得前書》二章十三至十四節
[00:11:17.000 --> 00:11:19.360]  是說要馴服君王
[00:11:19.360 --> 00:11:21.440]  要馴服臣宰
[00:11:21.440 --> 00:11:25.240]  所以這和《耳筆所書》第五章是一樣的原理
[00:11:25.240 --> 00:11:27.160]  大家都要彼此馴服
[00:11:27.160 --> 00:11:30.200]  不僅是歧視女性
[00:11:30.200 --> 00:11:34.600]  《彼得前書》二章二十一節就更加有趣了
[00:11:34.600 --> 00:11:36.840]  說的是耶穌基督的例子
[00:11:36.840 --> 00:11:39.280]  耶穌基督自己都馴服
[00:11:39.280 --> 00:11:41.560]  祂是無罪的替我們受苦
[00:11:41.560 --> 00:11:43.240]  替我們釘十字架
[00:11:43.240 --> 00:11:45.240]  祂是馴服自己的父
[00:11:45.240 --> 00:11:48.400]  留給我們有很好的榜樣
[00:11:48.400 --> 00:11:52.520]  所以每一個基督徒都應該學習耶穌基督
[00:11:52.520 --> 00:11:55.520]  過著謙卑服從的生活
[00:11:55.520 --> 00:11:59.120]  彼此服從
[00:11:59.120 --> 00:12:02.840]  這就是服從的原因
[00:12:02.840 --> 00:12:07.640]  第二點我們來看看服從的對象
[00:12:07.640 --> 00:12:10.280]  《耳筆所書》五章二十二節
[00:12:10.280 --> 00:12:13.760]  說妻子應該服從丈夫
[00:12:13.760 --> 00:12:17.200]  如同馴服主
[00:12:17.200 --> 00:12:18.920]  這是聖經的教導
[00:12:18.920 --> 00:12:21.120]  這是耶穌基督的旨意
[00:12:21.120 --> 00:12:24.360]  當一個妻子服從自己的丈夫
[00:12:24.360 --> 00:12:27.240]  她真正服從的是耶穌基督
[00:12:27.240 --> 00:12:29.800]  是服從主
[00:12:29.800 --> 00:12:32.880]  在《耳筆所書》五章二十一節
[00:12:32.880 --> 00:12:38.640]  經文說「又當全敬畏基督的心彼此馴服」
[00:12:38.640 --> 00:12:41.720]  如果一個妻子真正馴服丈夫
[00:12:41.720 --> 00:12:44.120]  其實她是馴服耶穌基督
[00:12:44.120 --> 00:12:46.320]  敬畏耶穌基督
[00:12:46.320 --> 00:12:47.720]  相反地
[00:12:47.720 --> 00:12:51.640]  如果妻子說馴服耶穌基督我就馴服
[00:12:51.640 --> 00:12:54.480]  但我不會馴服我的丈夫
[00:12:54.480 --> 00:12:56.360]  她不馴服的是誰?
[00:12:56.360 --> 00:12:58.560]  她不馴服的是耶穌基督
[00:12:58.560 --> 00:13:02.600]  她不敬畏的也是耶穌基督
[00:13:02.600 --> 00:13:05.360]  有一個聖經學者
[00:13:05.360 --> 00:13:07.200]  是現代的神學家
[00:13:07.200 --> 00:13:09.120]  叫做Chuck Missler
[00:13:09.120 --> 00:13:10.960]  他是我很喜歡的神學家
[00:13:10.960 --> 00:13:12.160]  為什麼呢?
[00:13:12.160 --> 00:13:15.440]  因為他的前身也是工程師
[00:13:15.440 --> 00:13:17.640]  所以我很喜歡他
[00:13:17.640 --> 00:13:21.320]  他年輕的時候做了很多生意
[00:13:21.320 --> 00:13:22.800]  生意也做得很大
[00:13:22.800 --> 00:13:27.040]  所以他全部精神都放在他的生意上
[00:13:27.040 --> 00:13:29.240]  他的太太Nancy
[00:13:29.240 --> 00:13:31.280]  生了四個弟弟之後
[00:13:31.280 --> 00:13:34.920]  全部精神都放在弟弟身上
[00:13:34.920 --> 00:13:37.640]  兩夫妻的婚姻出現了問題
[00:13:37.640 --> 00:13:41.040]  甚至差不多要離婚
[00:13:41.040 --> 00:13:44.880]  有一天Chuck Missler放工回家
[00:13:44.880 --> 00:13:47.760]  他發覺情況很不同
[00:13:47.760 --> 00:13:50.160]  桌上的晚餐
[00:13:50.160 --> 00:13:54.400]  是用最名貴的碗碟來裝著
[00:13:54.400 --> 00:13:58.200]  這些刀叉碗碟平時是放在廚櫃裡
[00:13:58.200 --> 00:14:02.200]  就算有很重要的親朋戚友來到他們家裡
[00:14:02.200 --> 00:14:03.880]  都捨不得用
[00:14:03.880 --> 00:14:09.040]  今天他太太用了這些來裝他的晚餐給他吃
[00:14:09.040 --> 00:14:10.840]  他看看桌上的食物
[00:14:10.840 --> 00:14:13.560]  全部都是自己喜歡吃的
[00:14:13.560 --> 00:14:15.560]  打開雪櫃一看
[00:14:15.560 --> 00:14:19.560]  雪櫃裡以前全部都是子女喜歡吃的東西
[00:14:19.560 --> 00:14:23.320]  現在雪櫃裡是自己喜歡吃的東西
[00:14:23.320 --> 00:14:25.080]  他說大件事了
[00:14:25.080 --> 00:14:26.720]  老婆要跟我離婚
[00:14:26.720 --> 00:14:29.360]  今天煮了最後的晚餐給我吃
[00:14:29.360 --> 00:14:33.280]  所以用了這麼好的刀叉碗碟
[00:14:33.280 --> 00:14:34.680]  其實不是的
[00:14:34.680 --> 00:14:38.600]  原來他的太太Nancy讀聖經讀明白了
[00:14:38.600 --> 00:14:41.520]  讀以弗所書的五章二十二節
[00:14:41.520 --> 00:14:44.680]  她明白到馴服自己的丈夫
[00:14:44.680 --> 00:14:48.080]  是如同馴服主耶穌基督
[00:14:48.080 --> 00:14:50.240]  她願意改變
[00:14:50.240 --> 00:14:53.080]  她不是要Chuck先改變
[00:14:53.080 --> 00:14:54.560]  她自己先改變
[00:14:54.560 --> 00:14:56.920]  她是踏出第一步
[00:14:56.920 --> 00:14:59.640]  Chuck Missler後來說出來
[00:14:59.640 --> 00:15:03.920]  他說是他太太一手挽回這段婚姻
[00:15:03.920 --> 00:15:06.080]  願意走出第一步
[00:15:06.080 --> 00:15:10.280]  願意馴服他就好像馴服耶穌基督一樣
[00:15:10.280 --> 00:15:11.960]  Nancy在這裡
[00:15:11.960 --> 00:15:15.120]  五年前是癌症去世
[00:15:15.120 --> 00:15:16.480]  直到五年前
[00:15:16.480 --> 00:15:20.760]  她兩夫妻仍然繼續恩恩愛愛
[00:15:20.760 --> 00:15:21.880]  在三年前
[00:15:21.880 --> 00:15:26.920]  Chuck Missler自己回到神那裡
[00:15:26.920 --> 00:15:28.960]  我們看到
[00:15:28.960 --> 00:15:30.680]  就是Nancy Missler
[00:15:30.680 --> 00:15:33.960]  一個人願意服從聖經的教導
[00:15:33.960 --> 00:15:37.000]  以致挽回了這段婚姻
[00:15:37.000 --> 00:15:39.960]  其實一個太太最重要的關係
[00:15:39.960 --> 00:15:41.760]  不是和她的丈夫
[00:15:41.760 --> 00:15:44.960]  一個太太最重要的關係是和神
[00:15:44.960 --> 00:15:47.600]  其次才是和她的丈夫
[00:15:47.600 --> 00:15:50.600]  再其次才是和子女
[00:15:50.600 --> 00:15:54.040]  很多人甚至基督徒都搞錯了
[00:15:54.040 --> 00:15:55.240]  當有了子女
[00:15:55.240 --> 00:15:59.640]  子女的地位就提高到高過自己的伴偶
[00:15:59.640 --> 00:16:02.520]  這其實不是聖經的教導
[00:16:02.520 --> 00:16:06.440]  當一個太太和神的關係是好的時候
[00:16:06.440 --> 00:16:09.160]  自然和丈夫的關係都會好
[00:16:09.160 --> 00:16:14.400]  自然和子女的關係都會好
[00:16:14.400 --> 00:16:15.880]  我們看了
[00:16:15.880 --> 00:16:17.760]  馴服的原因
[00:16:17.760 --> 00:16:20.400]  就是因為要彼此馴服
[00:16:20.400 --> 00:16:22.640]  我們看到馴服的對象
[00:16:22.640 --> 00:16:26.400]  就是最終馴服的對象是耶穌基督
[00:16:26.400 --> 00:16:30.320]  第三點我們看看是馴服的範圍
[00:16:30.320 --> 00:16:31.600]  經文說
[00:16:31.600 --> 00:16:35.000]  妻子是要馴服自己的丈夫
[00:16:35.000 --> 00:16:38.080]  不是去馴服別人的丈夫
[00:16:38.080 --> 00:16:41.200]  在《以斯帖記》的一章十一節
[00:16:41.200 --> 00:16:45.640]  說到阿哈徐老王命令皇后瓦實緹
[00:16:45.640 --> 00:16:48.560]  在大臣面前跳舞
[00:16:48.560 --> 00:16:51.480]  阿哈徐老王是希望在大臣面前
[00:16:51.480 --> 00:16:55.040]  來炫耀一下自己太太的美貌
[00:16:55.040 --> 00:16:58.040]  自己太太的武姿
[00:16:58.040 --> 00:17:00.160]  但是皇后是不肯
[00:17:00.160 --> 00:17:02.560]  其實皇后是做得對
[00:17:02.560 --> 00:17:05.400]  一個妻子是馴服自己的丈夫
[00:17:05.400 --> 00:17:08.000]  她是沒有需要去馴服別人的丈夫
[00:17:08.000 --> 00:17:10.800]  她是沒有需要給別人的丈夫
[00:17:10.800 --> 00:17:15.800]  來欣賞自己的美貌或者跳舞
[00:17:15.800 --> 00:17:18.840]  這裡說的範圍
[00:17:18.840 --> 00:17:23.480]  不是說妻子的等級要馴服丈夫的等級
[00:17:23.480 --> 00:17:27.240]  不是說搞等級的制度
[00:17:27.240 --> 00:17:29.280]  剛才我們說了
