
[00:00:00.000 --> 00:00:01.300]  好 我們一起禱告
[00:00:01.300 --> 00:00:03.300]  我們在天上的父神
[00:00:03.300 --> 00:00:05.300]  我們滿心的感謝你
[00:00:05.300 --> 00:00:08.200]  感謝你把你自己藉著主耶穌
[00:00:08.200 --> 00:00:10.200]  完完全全的向我們啟示
[00:00:10.200 --> 00:00:12.200]  我們很多地方我們還不知道
[00:00:12.200 --> 00:00:14.200]  我們很多地方我們也不明白
[00:00:14.200 --> 00:00:16.200]  所以我們的行事為人
[00:00:16.200 --> 00:00:18.200]  有的時候會偏離
[00:00:18.200 --> 00:00:20.200]  但是主我們謝謝你
[00:00:20.200 --> 00:00:22.200]  感謝你自己拆解聖靈住在我們裡面
[00:00:22.200 --> 00:00:25.200]  一直不停的繼續的在那裡
[00:00:25.200 --> 00:00:28.200]  引導我們一直不停的在那邊
[00:00:28.200 --> 00:00:31.200]  讓我們能夠明白你自己的話
[00:00:31.200 --> 00:00:33.200]  讓我們的生命能夠長進
[00:00:33.200 --> 00:00:36.200]  讓我們越來越像你自己的兒子
[00:00:36.200 --> 00:00:38.200]  主維持我們心上感謝
[00:00:38.200 --> 00:00:39.200]  主我們謝謝你
[00:00:39.200 --> 00:00:41.200]  你已經把我們一生的目的
[00:00:41.200 --> 00:00:44.200]  一生的目標都已經顯明了
[00:00:44.200 --> 00:00:47.200]  主讓我們真的是忠心的跟隨你
[00:00:47.200 --> 00:00:49.200]  我們謝謝你
[00:00:49.200 --> 00:00:51.200]  我們把下面時間都仰望在你的手中
[00:00:51.200 --> 00:00:53.200]  我們定義的來到你面前
[00:00:53.200 --> 00:00:56.200]  就是要敬拜你 要聽你自己的話
[00:00:56.200 --> 00:00:59.200]  祈禱奉耶穌基督的聖名 阿門
[00:00:59.200 --> 00:01:03.200]  我們現在再回想一下
[00:01:03.200 --> 00:01:06.200]  我們前面所講的羅馬書第八章
[00:01:06.200 --> 00:01:09.200]  從十六節開始一直到第十七節
[00:01:09.200 --> 00:01:10.200]  在那裡他告訴我們說
[00:01:10.200 --> 00:01:13.200]  聖靈與我們的心同正
[00:01:13.200 --> 00:01:14.200]  我們是神的兒女
[00:01:14.200 --> 00:01:16.200]  既是兒女便是後世
[00:01:16.200 --> 00:01:19.200]  就是神的後世和基督同坐後世
[00:01:19.200 --> 00:01:21.200]  如果我們和祂一同受苦
[00:01:21.200 --> 00:01:24.200]  也必和祂一同得榮耀
[00:01:24.200 --> 00:01:27.200]  聖靈把我們引進了一個嶄新的關係
[00:01:27.200 --> 00:01:29.200]  這個關係我自己是覺得說
[00:01:29.200 --> 00:01:31.200]  可能我們有的人
[00:01:31.200 --> 00:01:33.200]  信主是在幾十年前
[00:01:33.200 --> 00:01:34.200]  對不對
[00:01:34.200 --> 00:01:36.200]  看起來好像要老舊了
[00:01:36.200 --> 00:01:39.200]  那麼有的人才信主沒有多久
[00:01:39.200 --> 00:01:41.200]  那麼算是很新的
[00:01:41.200 --> 00:01:44.200]  但是弟兄姊妹在我們每一個人的裡面
[00:01:44.200 --> 00:01:48.200]  我們的關係是一個嶄新的關係
[00:01:48.200 --> 00:01:49.200]  這個新的關係是從哪裡來的
[00:01:49.200 --> 00:01:52.200]  就是因為聖靈把我們引進去了
[00:01:52.200 --> 00:01:54.200]  讓我們能夠與主聯合
[00:01:54.200 --> 00:01:56.200]  讓我們成為神的兒女
[00:01:56.200 --> 00:01:57.200]  所以在第十七節的時候
[00:01:57.200 --> 00:01:58.200]  祂又告訴我們
[00:01:58.200 --> 00:02:01.200]  這是一個受苦的關係
[00:02:01.200 --> 00:02:02.200]  我們一講到受苦的時候
[00:02:02.200 --> 00:02:05.200]  我們通常人的想法就是能夠逃避
[00:02:05.200 --> 00:02:06.200]  對不對
[00:02:06.200 --> 00:02:08.200]  如果我們能夠免掉這些最好了
[00:02:08.200 --> 00:02:09.200]  那麼主自己
[00:02:09.200 --> 00:02:11.200]  祂在世界上的時候
[00:02:11.200 --> 00:02:12.200]  祂也是這麼講
[00:02:12.200 --> 00:02:15.200]  祂說這一個關係是要背十字架的
[00:02:15.200 --> 00:02:16.200]  對不對
[00:02:16.200 --> 00:02:17.200]  記不記得祂跟祂的門徒講
[00:02:17.200 --> 00:02:19.200]  祂說若有人要跟從我
[00:02:19.200 --> 00:02:22.200]  就當舍己背起他的十字架
[00:02:22.200 --> 00:02:25.200]  天天的來跟隨他
[00:02:25.200 --> 00:02:26.200]  那我們從聖經上面看
[00:02:26.200 --> 00:02:27.200]  主耶穌的教導
[00:02:27.200 --> 00:02:28.200]  主耶穌讓我們知道
[00:02:28.200 --> 00:02:30.200]  這也是一條窄路
[00:02:30.200 --> 00:02:32.200]  首先那個門就是一個窄門
[00:02:32.200 --> 00:02:34.200]  進去的人是不多的
[00:02:34.200 --> 00:02:37.200]  那麼後面那一條路是窄的
[00:02:37.200 --> 00:02:39.200]  在路上走的人也不多
[00:02:39.200 --> 00:02:43.200]  那麼它另外有一條路是寬大的路
[00:02:43.200 --> 00:02:46.200]  那麼窄的路 受苦的路
[00:02:46.200 --> 00:02:47.200]  不是人喜歡的
[00:02:47.200 --> 00:02:48.200]  對不對
[00:02:48.200 --> 00:02:53.200]  因為這是違反我們人喜歡舒適的本性
[00:02:53.200 --> 00:02:56.200]  可是這條路的的確確是一條窄路
[00:02:56.200 --> 00:02:59.200]  的的確確是一條要背十字架的道路
[00:02:59.200 --> 00:03:02.200]  這一條路的的確確是一條要受苦的路
[00:03:02.200 --> 00:03:04.200]  可是這一條路
[00:03:04.200 --> 00:03:05.200]  聖經上告訴我們
[00:03:05.200 --> 00:03:06.200]  祂會引導我們
[00:03:06.200 --> 00:03:08.200]  把我們引向主的榮耀
[00:03:08.200 --> 00:03:13.200]  把我們導向永生
[00:03:13.200 --> 00:03:15.200]  這是將來主再來的時候
[00:03:15.200 --> 00:03:18.200]  顯現於我們的榮耀
[00:03:18.200 --> 00:03:20.200]  那麼在那個時候
[00:03:20.200 --> 00:03:21.200]  或者是說現在
[00:03:21.200 --> 00:03:23.200]  讓我們看見苦難
[00:03:23.200 --> 00:03:25.200]  不管是從哪裡來的
[00:03:25.200 --> 00:03:26.200]  我們上次講過
[00:03:26.200 --> 00:03:28.200]  苦難有的是因為別人的罪
[00:03:28.200 --> 00:03:30.200]  所以我得到的苦難 受的苦
[00:03:30.200 --> 00:03:32.200]  有的是因為我自己的罪
[00:03:32.200 --> 00:03:33.200]  所以我受的苦
[00:03:33.200 --> 00:03:36.200]  也有就是因為什麼理由都沒有
[00:03:36.200 --> 00:03:42.200]  就是我們常常講說自然災害
[00:03:42.200 --> 00:03:43.200]  這三種苦
[00:03:43.200 --> 00:03:45.200]  但是不管你的苦是從哪裡來的
[00:03:45.200 --> 00:03:47.200]  聖經上讓我們看見
[00:03:47.200 --> 00:03:48.200]  特別是保羅
[00:03:48.200 --> 00:03:49.200]  他在格林多前書裡面
[00:03:49.200 --> 00:03:51.200]  他就讓我們看見
[00:03:51.200 --> 00:03:52.200]  他說這些事情
[00:03:52.200 --> 00:03:54.200]  如果我們看見主再來的時候
[00:03:54.200 --> 00:03:56.200]  要顯現於我們的榮耀
[00:03:56.200 --> 00:04:02.200]  眼前的這些都變成了自占自清的苦楚
[00:04:02.200 --> 00:04:04.200]  不但是時間很短
[00:04:04.200 --> 00:04:05.200]  對神來講
[00:04:05.200 --> 00:04:09.200]  而且也是很輕的
[00:04:09.200 --> 00:04:10.200]  從十八節開始
[00:04:10.200 --> 00:04:12.200]  保羅就告訴我們
[00:04:12.200 --> 00:04:14.200]  他說我們現在的苦楚
[00:04:14.200 --> 00:04:16.200]  要比起將來要顯於我們的榮耀
[00:04:16.200 --> 00:04:18.200]  就不足介意了
[00:04:18.200 --> 00:04:20.200]  我在這裡再講一次
[00:04:20.200 --> 00:04:22.200]  當我們講到神的榮耀的時候
[00:04:22.200 --> 00:04:24.200]  我們真的是很難把它講出來
[00:04:24.200 --> 00:04:25.200]  但是我們曉得了
[00:04:25.200 --> 00:04:29.200]  神的榮耀其實就是祂本身
[00:04:29.200 --> 00:04:32.200]  在格林多前書十五章那邊就告訴我們
[00:04:32.200 --> 00:04:34.200]  他說樹有樹的榮耀
[00:04:34.200 --> 00:04:35.200]  這個有這個的榮耀
[00:04:35.200 --> 00:04:37.200]  所謂的榮耀就是祂的榮光
[00:04:37.200 --> 00:04:39.200]  就是祂本身的樣子
[00:04:39.200 --> 00:04:41.200]  我們講到神的榮耀的時候也是一樣
[00:04:41.200 --> 00:04:44.200]  所以將來有一天我們要面對主耶穌
[00:04:44.200 --> 00:04:46.200]  主耶穌祂在來的時候
[00:04:46.200 --> 00:04:48.200]  祂要讓我們看見祂的榮耀
