
[00:00:00.000 --> 00:00:03.520]  今天就和大家繼續我們的講道系列
[00:00:03.520 --> 00:00:05.520]  如何能夠祝福我們的下一代
[00:00:05.520 --> 00:00:07.360]  福延下代
[00:00:07.360 --> 00:00:10.000]  但是說到題目的最先
[00:00:10.000 --> 00:00:14.400]  第一個問題出來的是什麼呢
[00:00:14.400 --> 00:00:16.160]  我們說到福延下代
[00:00:16.160 --> 00:00:18.000]  福是指什麼呢
[00:00:18.000 --> 00:00:19.200]  大家有沒有想過呢
[00:00:19.200 --> 00:00:21.200]  福這個字中國人裏面經常想的
[00:00:21.200 --> 00:00:22.480]  祝福你啊
[00:00:22.480 --> 00:00:23.360]  教會又說了
[00:00:23.360 --> 00:00:24.080]  中國人又說了
[00:00:24.080 --> 00:00:25.280]  祝福你啊
[00:00:25.280 --> 00:00:27.840]  到底這個福是什麼呢
[00:00:27.840 --> 00:00:30.960]  我相信一些比較傳統的中國家裏面
[00:00:30.960 --> 00:00:32.480]  如果你在家裏的話
[00:00:32.480 --> 00:00:34.080]  通常有三尊佛像
[00:00:34.080 --> 00:00:35.040]  不是佛像
[00:00:35.040 --> 00:00:37.040]  三個公仔放在這裏
[00:00:37.040 --> 00:00:37.840]  是什麼公仔呢
[00:00:37.840 --> 00:00:39.440]  大家知道它說什麼嗎
[00:00:39.440 --> 00:00:41.680]  福、祿、壽
[00:00:41.680 --> 00:00:43.200]  中國人裏面說
[00:00:43.200 --> 00:00:46.080]  如果你能夠福、祿、壽傳
[00:00:46.080 --> 00:00:48.400]  那你是一個很有福的人了
[00:00:48.400 --> 00:00:49.680]  問題就是
[00:00:49.680 --> 00:00:51.920]  大家知不知道什麼是福、祿、壽呢
[00:00:51.920 --> 00:00:53.120]  壽大家都知道
[00:00:53.120 --> 00:00:54.480]  長壽
[00:00:54.480 --> 00:00:56.640]  福是指什麼大家知道嗎
[00:00:56.640 --> 00:00:57.840]  幸福
[00:00:57.840 --> 00:00:59.440]  都可以這樣解釋的
[00:00:59.440 --> 00:01:00.560]  不過通常這邊來說
[00:01:00.560 --> 00:01:02.560]  這個福是說到財富
[00:01:02.560 --> 00:01:03.360]  OK
[00:01:03.360 --> 00:01:04.560]  你所擁有的一切
[00:01:04.560 --> 00:01:05.200]  OK
[00:01:05.200 --> 00:01:06.640]  祿呢
[00:01:06.640 --> 00:01:08.560]  祿就說你的功名
[00:01:08.560 --> 00:01:10.400]  古代人的功名的成就
[00:01:10.400 --> 00:01:11.360]  有沒有做官
[00:01:11.360 --> 00:01:14.960]  有沒有什麼偉大的工作做了出來
[00:01:14.960 --> 00:01:17.440]  是大家recognize的
[00:01:17.440 --> 00:01:19.280]  所以中國人裏面來說
[00:01:19.280 --> 00:01:20.960]  如果你能夠有錢
[00:01:20.960 --> 00:01:21.840]  有名
[00:01:21.840 --> 00:01:22.720]  有利
[00:01:22.720 --> 00:01:24.720]  有壽命的話
[00:01:24.720 --> 00:01:28.880]  這個就是一個很蒙福的人了
[00:01:28.880 --> 00:01:30.640]  但是問題就是
[00:01:30.640 --> 00:01:34.560]  我上網做了一點study
[00:01:34.560 --> 00:01:39.200]  哈佛大學有一班researcher
[00:01:39.200 --> 00:01:41.440]  曾經做了一個研究
[00:01:41.440 --> 00:01:43.680]  這個研究不是一個很簡單的研究
[00:01:43.680 --> 00:01:46.800]  是經過75年
[00:01:46.800 --> 00:01:49.360]  follow 268個人
[00:01:49.360 --> 00:01:50.800]  去問一個問題
[00:01:50.800 --> 00:01:57.840]  到底能夠令你覺得生命當中幸福快樂的祕訣是什麼呢
[00:01:57.840 --> 00:01:58.960]  這個就緊要了
[00:01:58.960 --> 00:02:01.040]  因爲這個是75年
[00:02:01.040 --> 00:02:02.960]  開頭那個professor已經是
[00:02:02.960 --> 00:02:04.880]  到現在已經是第四代了
[00:02:04.880 --> 00:02:07.120]  因爲要跟75年那麼長
[00:02:07.120 --> 00:02:08.560]  所以結果裏面來說
[00:02:08.560 --> 00:02:11.280]  這些人從年輕跟到年紀大了
[00:02:11.280 --> 00:02:12.720]  每一年裏面來說
[00:02:12.720 --> 00:02:15.200]  就拿一些問題問卷
[00:02:15.200 --> 00:02:16.400]  收集一些資料
[00:02:16.400 --> 00:02:17.520]  去分析人生當中
[00:02:17.520 --> 00:02:19.280]  什麼令你開心快樂呢
[00:02:19.280 --> 00:02:22.800]  令你幸福的祕訣是什麼呢
[00:02:22.800 --> 00:02:24.560]  大家知道結論是什麼嗎
[00:02:24.560 --> 00:02:27.360]  有沒有跟大家說過一件事
[00:02:27.360 --> 00:02:28.640]  那個祕訣是什麼呢
[00:02:28.640 --> 00:02:29.840]  那個祕訣原來呢
[00:02:29.840 --> 00:02:32.080]  就是你能夠可以活在一個
[00:02:32.080 --> 00:02:35.760]  親愛 親密的相愛關係當中
[00:02:35.760 --> 00:02:39.520]  一個親密 而且是相愛的關係裏面來說
[00:02:39.520 --> 00:02:44.880]  就能夠帶給你一個最大的幸福
[00:02:44.880 --> 00:02:51.920]  這是這班研究員所找到的結論
[00:02:51.920 --> 00:02:56.000]  一個親密 親密的相愛關係
[00:02:56.000 --> 00:02:57.600]  然後我們再上網去查
[00:02:57.600 --> 00:02:58.800]  現在個個都上網了
[00:02:58.800 --> 00:03:01.920]  所以牧師都要學一下這些東西
[00:03:01.920 --> 00:03:05.360]  我就說人生裏面最大的祝福是什麼呢
[00:03:05.360 --> 00:03:08.400]  The biggest blessings in your life
[00:03:08.400 --> 00:03:09.760]  你上網去找一找的時候
[00:03:09.760 --> 00:03:11.360]  有很多答案出來的
[00:03:11.360 --> 00:03:12.880]  數字不準
[00:03:12.880 --> 00:03:17.840]  不過其中有一個答案是不斷出現的
[00:03:17.840 --> 00:03:20.160]  所以又要和大家分享一下
[00:03:20.160 --> 00:03:22.240]  生命當中最大的祝福
[00:03:22.240 --> 00:03:26.000]  最多人認同的到底是什麼呢
[00:03:26.000 --> 00:03:28.400]  The love of a family
[00:03:28.400 --> 00:03:31.600]  is the biggest blessings in life
[00:03:31.600 --> 00:03:34.480]  就是說家庭裏面的愛
[00:03:34.480 --> 00:03:37.360]  就是生命當中最大的祝福
[00:03:37.360 --> 00:03:39.360]  你一上網打這個問題的時候
[00:03:39.360 --> 00:03:40.800]  這個就是經常上傳的
[00:03:40.800 --> 00:03:42.960]  有很多graphic 各種東西出來的
[00:03:42.960 --> 00:03:46.560]  意思就是說很多人都贊成這個說法
[00:03:46.560 --> 00:03:50.720]  所以原來從研究員的結論也好
[00:03:50.720 --> 00:03:54.320]  或者從人們的觀點裏面看也好
[00:03:54.320 --> 00:03:59.200]  原來最大的祝福就是一個親密相愛的關係
[00:03:59.200 --> 00:04:00.160]  問題就是說
[00:04:00.160 --> 00:04:05.120]  如果人們覺得最大的祝福是在家庭裏面享受到有愛的話
[00:04:05.120 --> 00:04:07.120]  誰會接納婚姻的
[00:04:07.120 --> 00:04:10.400]  誰能夠有能力去祝福我們的家庭
[00:04:10.400 --> 00:04:12.480]  很容易我們基督徒就會想到
[00:04:12.480 --> 00:04:14.000]  在創世紀的時候
[00:04:14.000 --> 00:04:16.800]  創世紀裏面就是告訴我們知道
[00:04:16.800 --> 00:04:18.800]  神做了男人亞當之後
[00:04:18.800 --> 00:04:20.640]  然後就做了什麼
[00:04:20.640 --> 00:04:21.760]  霞娃嘛
[00:04:21.760 --> 00:04:24.400]  然後就把霞娃帶到亞當的面前
[00:04:24.400 --> 00:04:27.360]  把霞娃的手就交給亞當了
[00:04:27.360 --> 00:04:29.440]  亞當見到這個女人的時候
[00:04:29.440 --> 00:04:32.160]  大家見不見到創世紀裏面說的什麼
[00:04:32.160 --> 00:04:33.600]  就跟她改個名
[00:04:33.600 --> 00:04:36.640]  我就叫她做霞娃
[00:04:36.640 --> 00:04:39.680]  霞娃是什麼意思
[00:04:39.680 --> 00:04:40.800]  我有解釋的
[00:04:40.800 --> 00:04:43.040]  因爲她是我骨中的骨
[00:04:43.040 --> 00:04:45.040]  肉中的肉
[00:04:45.040 --> 00:04:47.040]  如果現在你說跟你老婆說
[00:04:47.040 --> 00:04:49.040]  你是我骨中的骨 肉中的肉
[00:04:49.040 --> 00:04:51.040]  我會覺得很肉麻
[00:04:51.040 --> 00:04:53.040]  會有點麻痹
[00:04:53.040 --> 00:04:55.360]  但是這個是一個很現實的說法
