
[00:00:00.000 --> 00:00:01.140]  丁師母你們好
[00:00:01.140 --> 00:00:03.140]  弟兄姐妹平安
[00:00:03.140 --> 00:00:09.660]  今天跟大家分享有關祈禱的訊息
[00:00:09.660 --> 00:00:13.080]  今天跟大家一起分享有關禱告的訊息
[00:00:13.080 --> 00:00:16.280]  我想信耶穌的人應該很嚮往一些
[00:00:16.280 --> 00:00:19.400]  祈禱蒙英雲的經驗
[00:00:19.400 --> 00:00:24.740]  我相信耶穌的人都會去相信
[00:00:24.740 --> 00:00:27.800]  禱告蒙英雲的一些事情
[00:00:27.800 --> 00:00:31.280]  特別是剛才有一首詩講到
[00:00:31.280 --> 00:00:34.780]  每一次我祈禱我就搖動神的手
[00:00:34.780 --> 00:00:36.800]  就像正如剛才師哥所說
[00:00:36.800 --> 00:00:40.040]  每一次我禱告搖動神的手
[00:00:40.040 --> 00:00:43.280]  特別當我們面對一些令人擔心
[00:00:43.280 --> 00:00:45.380]  令人很害怕的事情
[00:00:45.380 --> 00:00:47.800]  我們會很著緊去祈禱
[00:00:47.800 --> 00:00:50.800]  特別當我們面對一些我們很著急的事情
[00:00:50.800 --> 00:00:52.900]  我們會很激動去禱告
[00:00:52.900 --> 00:00:55.400]  特別連小朋友都會這樣
[00:00:55.400 --> 00:00:57.300]  特別小朋友也會這樣
[00:00:57.300 --> 00:01:02.840]  我兩個女兒小時候是學跆拳道的
[00:01:02.840 --> 00:01:03.880]  我有兩個女兒
[00:01:03.880 --> 00:01:08.040]  其中她們小的時候有一個是學跆拳道
[00:01:08.040 --> 00:01:10.940]  每一個學期都有一些星級試
[00:01:10.940 --> 00:01:12.840]  在每一個學期結束的時候
[00:01:12.840 --> 00:01:14.240]  都有一個升級的考試
[00:01:14.240 --> 00:01:17.080]  就好像我印象中可能最初是白帶
[00:01:17.080 --> 00:01:20.900]  考完星級試就升黃帶類似這樣
[00:01:20.900 --> 00:01:24.400]  就類似像剛開始她們是白色的領帶
[00:01:24.400 --> 00:01:27.980]  後來她們經過考試升為黃色
[00:01:27.980 --> 00:01:31.680]  有一次那個升級試就安排在星期六
[00:01:31.680 --> 00:01:34.880]  但有一次那個升級考試就安排在週六
[00:01:34.880 --> 00:01:36.740]  我們其實週末是比較忙的
[00:01:36.740 --> 00:01:39.280]  很難安排到去載她去
[00:01:39.280 --> 00:01:41.540]  其實我們週末是非常的忙碌的
[00:01:41.540 --> 00:01:44.080]  有時候比較困難去送她去考試
[00:01:44.080 --> 00:01:46.640]  但她又很想去考那個升級試
[00:01:46.640 --> 00:01:48.500]  但是她非常渴望去考試
[00:01:48.500 --> 00:01:51.200]  所以我們就特意預約另外一個時間
[00:01:51.200 --> 00:01:53.640]  讓她去考那個升級試
[00:01:53.640 --> 00:01:55.940]  所以我們就特地預約了
[00:01:55.940 --> 00:01:57.400]  其他的另外一個時間
[00:01:57.400 --> 00:01:59.140]  去讓她去參加考試
[00:01:59.140 --> 00:02:00.840]  問題就來了
[00:02:00.840 --> 00:02:02.280]  那問題就來了
[00:02:02.280 --> 00:02:05.400]  特意預約另一個時間考的話
[00:02:05.400 --> 00:02:06.940]  那如果特地是
[00:02:06.940 --> 00:02:08.440]  預約另外一個時間去考試的話
[00:02:08.440 --> 00:02:11.640]  通常是一些男的教練或者師傅
[00:02:11.640 --> 00:02:12.100]  不知道叫什麼
[00:02:12.100 --> 00:02:15.280]  就是男的教練來監考看著的
[00:02:15.280 --> 00:02:16.940]  那通常就會是一些
[00:02:16.940 --> 00:02:19.700]  男性的教練去監考的
[00:02:19.700 --> 00:02:24.440]  還要是一對一監察看著她的動作
[00:02:24.440 --> 00:02:25.880]  而且還是一對一
[00:02:25.880 --> 00:02:27.840]  特別關注她每一個動作
[00:02:27.840 --> 00:02:29.700]  那女兒就說我不想這樣
[00:02:29.700 --> 00:02:30.380]  我不想這樣
[00:02:30.380 --> 00:02:32.400]  就是一對一對著男的教練
[00:02:32.400 --> 00:02:33.300]  我不想
[00:02:33.300 --> 00:02:35.680]  那女兒就非常的緊張
[00:02:35.680 --> 00:02:37.600]  害怕她覺得一對一對著
[00:02:37.600 --> 00:02:38.900]  而且是男性的教練
[00:02:38.900 --> 00:02:40.300]  她特別的緊張
[00:02:40.300 --> 00:02:41.340]  但是沒辦法
[00:02:41.340 --> 00:02:42.500]  她又想升級
[00:02:42.500 --> 00:02:43.440]  但是我們安排不到
[00:02:43.440 --> 00:02:45.140]  所以就照約了
[00:02:45.140 --> 00:02:45.980]  沒辦法
[00:02:45.980 --> 00:02:48.640]  但是她又非常渴望去升級
[00:02:48.640 --> 00:02:49.840]  我們也沒有預約
[00:02:49.840 --> 00:02:51.340]  沒有其他時間安排了
[00:02:51.340 --> 00:02:53.480]  只能硬著頭皮去做
[00:02:53.480 --> 00:02:55.180]  那天我載她去的
[00:02:55.180 --> 00:02:57.100]  那在開車的途中
[00:02:57.100 --> 00:03:00.100]  她突然間自己自發開口祈禱
[00:03:00.100 --> 00:03:03.580]  那當天我是開車送她過去的
[00:03:03.580 --> 00:03:07.380]  她自發的去在車上開始自己禱告
[00:03:07.380 --> 00:03:10.640]  平時除了吃飯之前或者臨睡
[00:03:10.640 --> 00:03:12.980]  我會聽過她開聲祈禱之外
[00:03:12.980 --> 00:03:16.740]  我沒聽過她自己自發的來祈禱的
[00:03:16.740 --> 00:03:19.500]  平時她只會在吃飯之前
[00:03:19.500 --> 00:03:21.440]  或者是睡覺之前
[00:03:21.440 --> 00:03:23.580]  她自己會開口的去禱告
[00:03:23.580 --> 00:03:25.840]  我從來沒有聽過她開口禱告
[00:03:25.840 --> 00:03:28.200]  那她的祈禱其中兩個
[00:03:28.200 --> 00:03:29.200]  兩句話而已
[00:03:29.200 --> 00:03:30.040]  很簡單
[00:03:30.040 --> 00:03:32.340]  她的禱告其實只有兩句話
[00:03:32.340 --> 00:03:33.340]  非常簡單
[00:03:33.340 --> 00:03:37.940]  她說要有一個女的教練來看她
[00:03:37.940 --> 00:03:38.880]  她祈禱
[00:03:38.880 --> 00:03:39.640]  她強調說
[00:03:39.640 --> 00:03:42.100]  我需要一個女的教練來監考我
[00:03:42.100 --> 00:03:42.940]  還有她祈禱
[00:03:42.940 --> 00:03:44.000]  希望還有其他小朋友
[00:03:44.000 --> 00:03:45.100]  跟她一起考的
[00:03:45.100 --> 00:03:45.800]  她禱告
[00:03:45.800 --> 00:03:48.700]  希望有其他小朋友一起參加考試
[00:03:48.700 --> 00:03:49.980]  你猜一下怎樣
[00:03:49.980 --> 00:03:52.480]  那你猜一下會發生什麼事情
[00:03:52.480 --> 00:03:54.780]  我們一到的時候
[00:03:54.780 --> 00:03:58.040]  發生的事情就跟她祈禱的一模一樣
[00:03:58.040 --> 00:04:00.180]  我們到那個比賽
[00:04:00.180 --> 00:04:01.840]  參賽的現場的時候
[00:04:01.840 --> 00:04:04.380]  發現那個事情就發生了
[00:04:04.380 --> 00:04:06.340]  跟她禱告的一模一樣
[00:04:06.340 --> 00:04:10.180]  當然我想如果神按著我們祈禱的請求
[00:04:10.180 --> 00:04:13.980]  一模一樣的去成就那件事
[00:04:13.980 --> 00:04:16.780]  當然如果神按照我們禱告的事情
[00:04:16.780 --> 00:04:19.380]  一模一樣的發生那件事情
[00:04:19.380 --> 00:04:20.740]  我們就會很開心
[00:04:20.740 --> 00:04:21.280]  說見證
[00:04:21.280 --> 00:04:22.940]  哇 神真的聽祈禱的
[00:04:22.940 --> 00:04:26.880]  那我們就非常開心去做見證
[00:04:26.880 --> 00:04:29.180]  說神真的是非常奇妙
[00:04:29.180 --> 00:04:30.440]  而且我們做人
[00:04:30.440 --> 00:04:31.080]  做基督徒
[00:04:31.080 --> 00:04:32.640]  我們又可以很開心心
