
[00:00:00.000 --> 00:00:05.000]  弟兄姊妹,平安,我們一起低頭祈禱
[00:00:05.000 --> 00:00:08.000]  再次感謝你自己的恩典
[00:00:08.000 --> 00:00:10.000]  讓我們在主日的清晨
[00:00:10.000 --> 00:00:12.000]  美麗的主日清晨
[00:00:12.000 --> 00:00:15.000]  可以來到這裡追集經拜年
[00:00:15.000 --> 00:00:18.000]  又可以聆聽你的話語
[00:00:18.000 --> 00:00:20.000]  來求聖靈開啟我們的心
[00:00:20.000 --> 00:00:24.000]  幫助我們好好學習你的話
[00:00:24.000 --> 00:00:27.000]  並且在生活上實踐你的教導
[00:00:27.000 --> 00:00:30.000]  奉耶穌基督的名祈禱
[00:00:30.000 --> 00:00:32.000]  阿們
[00:00:32.000 --> 00:00:38.000]  這個星期是
[00:00:38.000 --> 00:00:42.000]  「恩典管道」第一部分的最後一講
[00:00:42.000 --> 00:00:45.000]  在六月第一個主日的時候
[00:00:45.000 --> 00:00:48.000]  我說過上帝會藉著祈禱
[00:00:48.000 --> 00:00:51.000]  將恩典賜給我們
[00:00:51.000 --> 00:00:53.000]  祈禱得恩
[00:00:53.000 --> 00:00:55.000]  可以是個人的祈禱
[00:00:55.000 --> 00:00:58.000]  或者是集體的祈禱
[00:00:58.000 --> 00:01:01.000]  所以主日參加崇拜
[00:01:01.000 --> 00:01:04.000]  是一個很重要的得恩管道
[00:01:04.000 --> 00:01:06.000]  張傳道在第二個主日
[00:01:06.000 --> 00:01:09.000]  跟我們思想詩篇十九篇
[00:01:09.000 --> 00:01:11.000]  那篇詩教導我們
[00:01:11.000 --> 00:01:14.000]  是接著默想而得恩
[00:01:14.000 --> 00:01:18.000]  詩人給了我們一個很好的範例
[00:01:18.000 --> 00:01:20.000]  他觀察大自然
[00:01:20.000 --> 00:01:23.000]  就想到上帝的恩典
[00:01:23.000 --> 00:01:27.000]  大自然給我們生存所需要的環境
[00:01:27.000 --> 00:01:32.000]  但就不會給我們道德的指引
[00:01:32.000 --> 00:01:35.000]  所以詩人就想到了
[00:01:35.000 --> 00:01:37.000]  上帝是賜下律法
[00:01:37.000 --> 00:01:41.000]  就是給我們有道德的指引
[00:01:41.000 --> 00:01:46.000]  如果我們時時都思想
[00:01:46.000 --> 00:01:48.000]  和遵行上帝的律法
[00:01:48.000 --> 00:01:51.000]  我們就會得到大賞賜
[00:01:51.000 --> 00:01:53.000]  有很多的恩典
[00:01:53.000 --> 00:01:57.000]  正如詩篇十九章第十一節所說
[00:01:57.000 --> 00:02:01.000]  遵守者有極大的賞賜
[00:02:01.000 --> 00:02:05.000]  賞賜就是上帝的恩典
[00:02:05.000 --> 00:02:08.000]  上星期張傳道也藉著
[00:02:08.000 --> 00:02:10.000]  歌羅西書的經文
[00:02:10.000 --> 00:02:12.000]  鼓勵我們要時時感恩
[00:02:12.000 --> 00:02:16.000]  上帝賜給我們學習福音智識
[00:02:16.000 --> 00:02:19.000]  和有智慧去辨別
[00:02:19.000 --> 00:02:23.000]  真信仰所帶給我們的熱與光
[00:02:23.000 --> 00:02:25.000]  智識和智慧
[00:02:25.000 --> 00:02:29.000]  也是我們得到上帝恩典的管道
[00:02:29.000 --> 00:02:31.000]  求聖明幫助我們
[00:02:31.000 --> 00:02:34.000]  運用真理的智識和智慧
[00:02:34.000 --> 00:02:36.000]  幫助自己
[00:02:36.000 --> 00:02:39.000]  也幫助別人
[00:02:39.000 --> 00:02:41.000]  今天要和大家思想
[00:02:41.000 --> 00:02:44.000]  另一個得恩典的管道
[00:02:44.000 --> 00:02:47.000]  就是款待得恩
[00:02:47.000 --> 00:02:49.000]  真是非常可惜
[00:02:49.000 --> 00:02:51.000]  過去三年的時間
[00:02:51.000 --> 00:02:54.000]  我們遇上了新冠疫情
[00:02:54.000 --> 00:02:56.000]  不單是弟兄姊妹之間
[00:02:56.000 --> 00:02:59.000]  不會邀請其他人
[00:02:59.000 --> 00:03:01.000]  來到自己家裡
[00:03:01.000 --> 00:03:03.000]  有時甚至連親人之間
[00:03:03.000 --> 00:03:07.000]  都不會去到對方的家裡
[00:03:07.000 --> 00:03:10.000]  我和師母在那三年
[00:03:10.000 --> 00:03:13.000]  和孫子孫女都很少見面
[00:03:13.000 --> 00:03:16.000]  感情都生疏了很多
[00:03:16.000 --> 00:03:18.000]  但我們感謝主
[00:03:18.000 --> 00:03:20.000]  疫情已經過去了
[00:03:20.000 --> 00:03:23.000]  我們可以恢復正常生活
[00:03:23.000 --> 00:03:25.000]  可以邀約朋友
[00:03:25.000 --> 00:03:28.000]  和弟兄姊妹來家中聚會
[00:03:28.000 --> 00:03:30.000]  或者不一定來家裡
[00:03:30.000 --> 00:03:31.000]  出去外面也可以
[00:03:31.000 --> 00:03:34.000]  一起去吃飯、喝茶
[00:03:34.000 --> 00:03:36.000]  那個其實都是一個
[00:03:36.000 --> 00:03:39.000]  得恩典的管道
[00:03:39.000 --> 00:03:41.000]  說到款待別人
[00:03:41.000 --> 00:03:44.000]  可以讓我們得到恩典的時候
[00:03:44.000 --> 00:03:46.000]  我就想起在舊約中
[00:03:46.000 --> 00:03:50.000]  其實有很多款待人而得恩的例子
[00:03:50.000 --> 00:03:52.000]  其中最有名的
[00:03:52.000 --> 00:03:55.000]  可能就是阿巴拉罕
[00:03:55.000 --> 00:03:57.000]  在《創世紀》十八章
[00:03:57.000 --> 00:04:01.000]  記載到他見到有三個人
[00:04:01.000 --> 00:04:03.000]  路經他那裡
[00:04:03.000 --> 00:04:05.000]  他就堅持邀請他們
[00:04:05.000 --> 00:04:07.000]  留下吧!留下吧!
[00:04:07.000 --> 00:04:10.000]  要為他們預備食物
[00:04:10.000 --> 00:04:12.000]  還拿水給他們洗腳
[00:04:12.000 --> 00:04:16.000]  結果原來那三位是天師
[00:04:16.000 --> 00:04:20.000]  其中一位還向阿巴拉罕預告
[00:04:20.000 --> 00:04:22.000]  明年這個時候
[00:04:22.000 --> 00:04:25.000]  你就會有一個兒子出世了
[00:04:25.000 --> 00:04:29.000]  這件事就是希伯來書的作者
[00:04:29.000 --> 00:04:33.000]  鼓勵信徒要接待旅客的例子
[00:04:33.000 --> 00:04:37.000]  在希伯來書十三章二節說
[00:04:37.000 --> 00:04:42.000]  「不可忘記要用愛心接待旅客
[00:04:42.000 --> 00:04:45.000]  因為曾經有人這樣做
[00:04:45.000 --> 00:04:49.000]  在無意中接待了天使」
[00:04:49.000 --> 00:04:52.000]  這裡提到的「有人這樣做」
[00:04:52.000 --> 00:04:55.000]  其實就是指阿巴拉罕
[00:04:55.000 --> 00:04:59.000]  由於阿巴拉罕是猶太人的祖先
[00:04:59.000 --> 00:05:02.000]  款待人其實就成為了
[00:05:02.000 --> 00:05:07.000]  猶太人的一種非常重要的善行
[00:05:07.000 --> 00:05:09.000]  或者義行
[00:05:09.000 --> 00:05:13.000]  今天我們思想經文是來自新約
[00:05:13.000 --> 00:05:16.000]  主要是路加福音
[00:05:16.000 --> 00:05:19.000]  主耶穌所說的一個比喻
[00:05:19.000 --> 00:05:23.000]  這個比喻不是太容易明白
[00:05:23.000 --> 00:05:26.000]  我們首先要想一想
[00:05:26.000 --> 00:05:30.000]  主耶穌為什麼說這個比喻呢?
[00:05:30.000 --> 00:05:35.000]  當時的場景是怎樣的呢?
[00:05:35.000 --> 00:05:39.000]  在路加福音十四章一節說
[00:05:39.000 --> 00:05:42.000]  「安息日,耶穌到一個
[00:05:42.000 --> 00:05:47.000]  法利賽人的領袖家裡去吃飯
[00:05:47.000 --> 00:05:50.000]  他們就窺探他」
[00:05:50.000 --> 00:05:54.000]  而在路加福音十四章七節說
[00:05:54.000 --> 00:05:59.000]  「耶穌見所請的客人選擇守衛
[00:05:59.000 --> 00:06:03.000]  就用比喻對他們說」
[00:06:03.000 --> 00:06:04.000]  換句話說
[00:06:04.000 --> 00:06:08.000]  耶穌也是被請去參加宴席的
[00:06:08.000 --> 00:06:10.000]  其中一位賓客
[00:06:10.000 --> 00:06:13.000]  上個月我也說過路加福音
[00:06:13.000 --> 00:06:15.000]  不知道大家記不記得
[00:06:15.000 --> 00:06:17.000]  也是有一位法利賽人
[00:06:17.000 --> 00:06:18.000]  有名的西門
[00:06:18.000 --> 00:06:20.000]  請耶穌吃飯
[00:06:20.000 --> 00:06:22.000]  後來有一位耶穌的粉絲
[00:06:22.000 --> 00:06:23.000]  不請自來
[00:06:23.000 --> 00:06:25.000]  在耶穌背後不停地哭
[00:06:25.000 --> 00:06:27.000]  然後用頭髮擦乾
[00:06:27.000 --> 00:06:30.000]  然後用香油倒在耶穌的腳上
[00:06:30.000 --> 00:06:32.000]  今天這段經文
[00:06:32.000 --> 00:06:36.000]  也是耶穌給人款待的場景
[00:06:36.000 --> 00:06:40.000]  法利賽人為什麼這麼喜歡請人吃飯?
[00:06:40.000 --> 00:06:42.000]  包括請主耶穌吃飯?
[00:06:42.000 --> 00:06:44.000]  就是因為他們相信
[00:06:44.000 --> 00:06:46.000]  請人吃飯、款待人
[00:06:46.000 --> 00:06:50.000]  是一種善行、是一種義行
[00:06:50.000 --> 00:06:54.000]  當耶穌去到法利賽人的家裡的時候
[00:06:54.000 --> 00:06:56.000]  他就看見客人中
[00:06:56.000 --> 00:06:59.000]  竟然有人搶著坐上賓位
[00:06:59.000 --> 00:07:02.000]  於是就用比喻教導他們
[00:07:02.000 --> 00:07:05.000]  然後在十二至十四節
[00:07:05.000 --> 00:07:08.000]  主耶穌也順便教導那位
[00:07:08.000 --> 00:07:10.000]  請他吃飯的主人
[00:07:10.000 --> 00:07:12.000]  告訴他
[00:07:12.000 --> 00:07:15.000]  做主人要請客的時候
[00:07:15.000 --> 00:07:18.000]  要請一些沒有能力回報的人
[00:07:18.000 --> 00:07:21.000]  現代人請人吃飯
[00:07:21.000 --> 00:07:24.000]  其實都很可能會有其他的目的
[00:07:24.000 --> 00:07:29.000]  包括為自己將來做事方便而請客
[00:07:29.000 --> 00:07:33.000]  我記得我以前很年輕的時候
[00:07:33.000 --> 00:07:37.000]  在香港一間大車行的修理部做文員
[00:07:37.000 --> 00:07:39.000]  是很低的職位
[00:07:39.000 --> 00:07:41.000]  但是有時候
[00:07:41.000 --> 00:07:44.000]  有些銷售部的經紀或者經理
[00:07:44.000 --> 00:07:49.000]  說會請我們修理部的人吃飯
[00:07:49.000 --> 00:07:51.000]  為什麼他們要這樣做?
[00:07:51.000 --> 00:07:53.000]  有目的
[00:07:53.000 --> 00:07:55.000]  請了我們吃飯之後
[00:07:55.000 --> 00:07:58.000]  將來客人要修車的時候
[00:07:58.000 --> 00:08:00.000]  就可以來找我們打針
[00:08:00.000 --> 00:08:02.000]  不用排隊那麼久
[00:08:02.000 --> 00:08:05.000]  很快可以為他們提供服務
[00:08:05.000 --> 00:08:09.000]  不過主耶穌教導那位主人
[00:08:09.000 --> 00:08:12.000]  這樣有目的
[00:08:12.000 --> 00:08:14.000]  或者彼此請吃飯
[00:08:14.000 --> 00:08:16.000]  就不算是樂意
[00:08:16.000 --> 00:08:19.000]  款待人的義行
[00:08:19.000 --> 00:08:21.000]  真正的義行
[00:08:21.000 --> 00:08:25.000]  是要照顧一些貧窮的
[00:08:25.000 --> 00:08:26.000]  殘疾的
[00:08:26.000 --> 00:08:27.000]  跛腳的
[00:08:27.000 --> 00:08:29.000]  失明的
[00:08:29.000 --> 00:08:34.000]  或者是社會上的弱勢群體
[00:08:34.000 --> 00:08:37.000]  他們沒有能力報答你
[00:08:37.000 --> 00:08:42.000]  那個才是真正的義行
[00:08:42.000 --> 00:08:45.000]  而按照十四一十四節的話
[00:08:45.000 --> 00:08:49.000]  將來到義人復活的時候
[00:08:49.000 --> 00:08:52.000]  你要得到報答
[00:08:52.000 --> 00:08:54.000]  在場的人
[00:08:54.000 --> 00:08:56.000]  有一位就回答說
[00:08:56.000 --> 00:09:02.000]  在上帝國裡吃飯的有福了
[00:09:02.000 --> 00:09:04.000]  不知道大家怎麼想
[00:09:04.000 --> 00:09:06.000]  他這個回答
[00:09:06.000 --> 00:09:09.000]  究竟他是同意耶穌的說法
[00:09:09.000 --> 00:09:14.000]  還是駁斥耶穌的教導呢?
[00:09:14.000 --> 00:09:17.000]  我相信請客的主人是法利菜人
[00:09:17.000 --> 00:09:19.000]  他所請的賓客
[00:09:19.000 --> 00:09:21.000]  都很可能是法利菜人
[00:09:21.000 --> 00:09:25.000]  或者是其他社會的上流人物
[00:09:25.000 --> 00:09:28.000]  他沒有請那些貧窮的
[00:09:28.000 --> 00:09:31.000]  殘疾的跛腳的失明的人
[00:09:31.000 --> 00:09:34.000]  所以我相信這位說
[00:09:34.000 --> 00:09:36.000]  在上帝國裡吃飯的有福了
[00:09:36.000 --> 00:09:37.000]  這個人呢
[00:09:37.000 --> 00:09:40.000]  其實他是駁斥著
[00:09:40.000 --> 00:09:44.000]  主耶穌的教導
[00:09:44.000 --> 00:09:48.000]  法利菜人是很熟悉摩西五經的
[00:09:48.000 --> 00:09:52.000]  因為他們要謹守遵行摩西的律法
[00:09:52.000 --> 00:09:55.000]  而在《出埃及記》
[00:09:55.000 --> 00:10:00.000]  二十四章九節到十一節這樣記載
[00:10:00.000 --> 00:10:03.000]  摩西、阿倫、拿達、阿比乎
[00:10:03.000 --> 00:10:08.000]  以及以色列長老中的七十人都上去
[00:10:08.000 --> 00:10:11.000]  看見了以色列的上帝
[00:10:11.000 --> 00:10:16.000]  在他的腳下彷彿有藍寶石鋪到
[00:10:16.000 --> 00:10:18.000]  名正如天
[00:10:18.000 --> 00:10:21.000]  他(太子上帝)
[00:10:21.000 --> 00:10:25.000]  不把手伸在以色列領袖的身上
[00:10:25.000 --> 00:10:27.000]  他們瞻仰上帝
[00:10:27.000 --> 00:10:30.000]  又吃又喝
[00:10:30.000 --> 00:10:35.000]  所以這位駁斥耶穌的人所說的話
[00:10:35.000 --> 00:10:37.000]  他的意思其實是
[00:10:37.000 --> 00:10:40.000]  當上帝在舊約請客的時候
[00:10:40.000 --> 00:10:46.000]  他所請的都是以色列的領袖和長老
[00:10:46.000 --> 00:10:53.000]  這些人在上帝國裡吃飯才是真正有福
[00:10:53.000 --> 00:10:57.000]  於是耶穌就說了另一個比喻
[00:10:57.000 --> 00:11:01.000]  來教導這位誤解聖經的人
[00:11:01.000 --> 00:11:06.000]  在這個有關賢直的比喻裡
[00:11:06.000 --> 00:11:10.000]  我們要知道猶太人請客是這樣的
[00:11:10.000 --> 00:11:12.000]  他們先定了日期
[00:11:12.000 --> 00:11:17.000]  但時間是到了那天才決定的
[00:11:17.000 --> 00:11:19.000]  在耶穌的比喻當中
[00:11:19.000 --> 00:11:22.000]  當賢直可以開始的時候
[00:11:22.000 --> 00:11:24.000]  主人就派僕人
[00:11:24.000 --> 00:11:29.000]  去請那些先前已經答應了來參加賢直的人
[00:11:29.000 --> 00:11:32.000]  但是幾個人
[00:11:32.000 --> 00:11:36.000]  其實就是代表所有被請的人
[00:11:36.000 --> 00:11:41.000]  都臨時找些藉口拒絕來參加
[00:11:41.000 --> 00:11:44.000]  事實上這樣臨時拒絕
[00:11:44.000 --> 00:11:47.000]  真的很不給主人面子
[00:11:47.000 --> 00:11:50.000]  因為主人知道有多少人來
[00:11:50.000 --> 00:11:53.000]  他就會預備足夠的食物
[00:11:53.000 --> 00:11:55.000]  到賢直開始的時候
[00:11:55.000 --> 00:11:57.000]  才說不可以來
[00:11:57.000 --> 00:12:00.000]  真的很不禮貌
[00:12:00.000 --> 00:12:02.000]  主人的反應是怎樣
[00:12:02.000 --> 00:12:04.000]  非常生氣
[00:12:04.000 --> 00:12:05.000]  非常惱怒
[00:12:05.000 --> 00:12:06.000]  他吩咐僕人
[00:12:06.000 --> 00:12:08.000]  去街上請那些貧窮的
[00:12:08.000 --> 00:12:10.000]  殘疾的失明的跛腳
[00:12:10.000 --> 00:12:13.000]  到大進來
[00:12:13.000 --> 00:12:16.000]  最後還有很多空位
[00:12:16.000 --> 00:12:17.000]  主人吩咐僕人
[00:12:17.000 --> 00:12:19.000]  盡量去找人來
[00:12:19.000 --> 00:12:22.000]  坐滿為止
[00:12:22.000 --> 00:12:26.000]  這個比喻的含義是什麼呢
[00:12:26.000 --> 00:12:30.000]  請客的人就是天國的主人
[00:12:30.000 --> 00:12:35.000]  猶太人是先收到邀請的人
[00:12:35.000 --> 00:12:38.000]  上帝是先跟他們立約的
[00:12:38.000 --> 00:12:39.000]  很可惜
