
[00:00:00.000 --> 00:00:02.000]  今日同大家分享一個講題
[00:00:02.000 --> 00:00:05.000]  進入認定的生命智慧
[00:00:05.000 --> 00:00:08.000]  主要的經文只有三節
[00:00:08.000 --> 00:00:12.000]  約翰一書二章十二節到十四節
[00:00:12.000 --> 00:00:16.000]  首先給大家看一下
[00:00:16.000 --> 00:00:20.000]  大家有沒有看過這一句
[00:00:20.000 --> 00:00:23.000]  大家知道誰是John子嗎
[00:00:23.000 --> 00:00:25.000]  都知道吧
[00:00:25.000 --> 00:00:28.000]  John子距離現在是二千三百多年的人
[00:00:28.000 --> 00:00:32.000]  中國戰國時代
[00:00:32.000 --> 00:00:36.000]  秦朝之前秦國
[00:00:36.000 --> 00:00:38.000]  春秋之後的戰國
[00:00:38.000 --> 00:00:39.000]  二千三百多年
[00:00:39.000 --> 00:00:41.000]  一個很出名的哲學家
[00:00:41.000 --> 00:00:43.000]  我那時候中學時代就讀一些
[00:00:43.000 --> 00:00:46.000]  不知道大家中學時代讀些什麼
[00:00:46.000 --> 00:00:47.000]  不要緊
[00:00:47.000 --> 00:00:48.000]  我們一起
[00:00:48.000 --> 00:00:51.000]  字會讀吧
[00:00:51.000 --> 00:00:52.000]  字會讀什麼
[00:00:52.000 --> 00:00:53.000]  不會讀
[00:00:53.000 --> 00:00:54.000]  試一下吧
[00:00:54.000 --> 00:00:55.000]  一二三
[00:00:55.000 --> 00:00:56.000]  一二三
[00:00:56.000 --> 00:00:58.000]  吾生也有涯
[00:00:58.000 --> 00:00:59.000]  而知也無涯
[00:00:59.000 --> 00:01:00.000]  矣有涯
[00:01:00.000 --> 00:01:01.000]  隨無涯
[00:01:01.000 --> 00:01:02.000]  台矣
[00:01:02.000 --> 00:01:04.000]  矣而為知者
[00:01:04.000 --> 00:01:05.000]  台矣
[00:01:05.000 --> 00:01:06.000]  矣
[00:01:06.000 --> 00:01:07.000]  矣
[00:01:07.000 --> 00:01:08.000]  明白嗎
[00:01:08.000 --> 00:01:09.000]  當然不明白
[00:01:09.000 --> 00:01:11.000]  聽我解釋
[00:01:11.000 --> 00:01:13.000]  聽我解釋
[00:01:13.000 --> 00:01:16.000]  意思是我們的生命是有限的
[00:01:16.000 --> 00:01:17.000]  明白吧
[00:01:17.000 --> 00:01:19.000]  知識是無限的
[00:01:19.000 --> 00:01:22.000]  是無窮無盡的
[00:01:22.000 --> 00:01:24.000]  John子認為
[00:01:24.000 --> 00:01:27.000]  以有限的生命去追求無窮無盡的知識
[00:01:27.000 --> 00:01:29.000]  注定失敗
[00:01:29.000 --> 00:01:31.000]  非常困倦
[00:01:31.000 --> 00:01:33.000]  既然已經知道
[00:01:33.000 --> 00:01:36.000]  還急切地去追求
[00:01:36.000 --> 00:01:39.000]  只會更加困倦
[00:01:39.000 --> 00:01:41.000]  就是這樣的意思
[00:01:41.000 --> 00:01:42.000]  明白吧
[00:01:42.000 --> 00:01:48.000]  是否代表我們不需要去尋求知識呢
[00:01:48.000 --> 00:01:49.000]  大家認為
[00:01:49.000 --> 00:01:52.000]  因為無窮無盡
[00:01:52.000 --> 00:01:57.000]  這就叫我們不要無窮無盡地去尋求知識
[00:01:57.000 --> 00:02:00.000]  答案當然不是
[00:02:00.000 --> 00:02:03.000]  所以如果我們所學到的
[00:02:03.000 --> 00:02:06.000]  是一些真知灼見
[00:02:06.000 --> 00:02:09.000]  在當中確立我們自己的目標
[00:02:09.000 --> 00:02:12.000]  有的放矢地去學習
[00:02:12.000 --> 00:02:15.000]  而不是盲目追求的時候
[00:02:15.000 --> 00:02:17.000]  這是值得欣賞和鼓勵的
[00:02:17.000 --> 00:02:19.000]  大家有沒有不斷地去尋求知識
[00:02:19.000 --> 00:02:20.000]  沒有
[00:02:20.000 --> 00:02:22.000]  那就不對了
[00:02:22.000 --> 00:02:24.000]  你會問
[00:02:24.000 --> 00:02:26.000]  甚麼是知識
[00:02:26.000 --> 00:02:28.000]  這些不是哲學的東西
[00:02:28.000 --> 00:02:29.000]  是很簡單的東西
[00:02:29.000 --> 00:02:31.000]  大家不要覺得很高深
[00:02:31.000 --> 00:02:33.000]  甚麼是知識
[00:02:33.000 --> 00:02:35.000]  知識就是這樣
