
[00:00:00.000 --> 00:00:01.500]  丁姊妹早晨
[00:00:01.500 --> 00:00:02.500]  早晨
[00:00:02.500 --> 00:00:05.000]  在講道之前講個故事給大家聽
[00:00:05.000 --> 00:00:07.000]  有一天有一條蛇
[00:00:07.000 --> 00:00:10.000]  牠很輕鬆地爬來爬去
[00:00:10.000 --> 00:00:12.000]  又去這裏又去那裏
[00:00:12.000 --> 00:00:14.000]  當牠爬來爬去的時候
[00:00:14.000 --> 00:00:17.000]  牠就發現前面有一把刀在地下
[00:00:17.000 --> 00:00:19.000]  當牠再望一望
[00:00:19.000 --> 00:00:20.500]  再爬上前面一點
[00:00:20.500 --> 00:00:22.000]  再望一望那把刀的時候
[00:00:22.000 --> 00:00:23.000]  牠就發現
[00:00:23.000 --> 00:00:25.000]  為什麼會有一條蛇
[00:00:25.000 --> 00:00:27.000]  跟我一樣這麼帥呢
[00:00:27.000 --> 00:00:29.500]  牠就再望一望那把刀的時候
[00:00:29.500 --> 00:00:31.000]  真的有一條蛇在那裏
[00:00:31.000 --> 00:00:32.500]  牠就嚇了一跳
[00:00:32.500 --> 00:00:34.000]  彈了在後面
[00:00:34.000 --> 00:00:36.000]  牠就再很小心地
[00:00:36.000 --> 00:00:38.000]  再往前望那把刀
[00:00:38.000 --> 00:00:41.000]  又看到一條蛇在那刀上面
[00:00:41.000 --> 00:00:42.000]  牠又嚇一跳
[00:00:42.000 --> 00:00:43.000]  彈了在後面
[00:00:43.000 --> 00:00:46.000]  如是者試過幾次
[00:00:46.000 --> 00:00:48.000]  當我眼睛瞧著牠的時候
[00:00:48.000 --> 00:00:51.000]  那一條蛇又對著我眼睛瞧
[00:00:51.000 --> 00:00:53.000]  當我嘴瞄瞄望著牠的時候
[00:00:53.000 --> 00:00:56.000]  那一條蛇跟我做了一模一樣的動作
[00:00:56.000 --> 00:00:58.000]  當我要哄牠的時候
[00:00:58.000 --> 00:01:01.000]  那一條蛇跟我一樣又哄回我
[00:01:01.000 --> 00:01:03.000]  那一條蛇於是很生氣
[00:01:03.000 --> 00:01:05.000]  越來越生氣
[00:01:05.000 --> 00:01:07.000]  實在令我太辛苦了
[00:01:07.000 --> 00:01:10.000]  為什麼有一條蛇跟我一樣的樣子呢
[00:01:10.000 --> 00:01:14.000]  這次牠嘗試爬上那把刀那裏
[00:01:14.000 --> 00:01:17.000]  當牠同樣看到那把刀上面
[00:01:17.000 --> 00:01:19.000]  有一條蛇在那裏的時候
[00:01:19.000 --> 00:01:20.000]  牠就說了
[00:01:20.000 --> 00:01:23.000]  敵人在我前面
[00:01:23.000 --> 00:01:25.000]  於是這條蛇張開牠的嘴
[00:01:25.000 --> 00:01:27.000]  一下子就咬著那把刀
[00:01:27.000 --> 00:01:30.000]  之後發生了什麼事呢?
[00:01:30.000 --> 00:01:32.000]  當然是受傷了
[00:01:32.000 --> 00:01:34.000]  流血了
[00:01:34.000 --> 00:01:35.000]  很痛
[00:01:35.000 --> 00:01:37.000]  於是這條蛇很生氣
[00:01:37.000 --> 00:01:38.000]  實在太生氣了
[00:01:38.000 --> 00:01:40.000]  竟然可以傷害我
[00:01:40.000 --> 00:01:42.000]  惱羞成怒之下
[00:01:42.000 --> 00:01:44.000]  牠使用了牠的絕招
[00:01:44.000 --> 00:01:47.000]  用了牠長長的身體
[00:01:47.000 --> 00:01:49.000]  知道為什麼嗎?
[00:01:49.000 --> 00:01:52.000]  你們聽過這個故事嗎?
[00:01:52.000 --> 00:01:54.000]  用牠長長的身體
[00:01:54.000 --> 00:01:56.000]  捲著那把刀
[00:01:56.000 --> 00:01:58.000]  用盡牠所有的氣力
[00:01:58.000 --> 00:02:00.000]  牠要捲著那把刀
[00:02:00.000 --> 00:02:02.000]  捲到很大力很大力的
[00:02:02.000 --> 00:02:04.000]  聰明的弟兄姊妹
[00:02:04.000 --> 00:02:07.000]  你知道故事的結局是什麼吧
[00:02:07.000 --> 00:02:09.000]  整個故事裏面
[00:02:09.000 --> 00:02:11.000]  其實有多少條蛇呢?
[00:02:11.000 --> 00:02:13.000]  其實只有一條蛇
[00:02:13.000 --> 00:02:15.000]  所以這個故事的結局呢
[00:02:15.000 --> 00:02:18.000]  不是兩敗俱傷
[00:02:18.000 --> 00:02:22.000]  而是自己傷害自己
[00:02:22.000 --> 00:02:26.000]  這個是一個很出名講關於
[00:02:26.000 --> 00:02:29.000]  疾道比較的故事
[00:02:29.000 --> 00:02:31.000]  我們會不會
[00:02:31.000 --> 00:02:33.000]  我和你會不會
[00:02:33.000 --> 00:02:35.000]  有一天都像這條蛇一樣
[00:02:35.000 --> 00:02:37.000]  跌落在一個
[00:02:37.000 --> 00:02:41.000]  疾道比較的試探之下呢?
[00:02:41.000 --> 00:02:42.000]  所以弟兄姊妹
[00:02:42.000 --> 00:02:43.000]  今天我們一起
[00:02:43.000 --> 00:02:46.000]  將人性裏面最真摰的一面
[00:02:46.000 --> 00:02:48.000]  是內在生命
[00:02:48.000 --> 00:02:51.000]  完全斜裸裸地攤開
[00:02:51.000 --> 00:02:53.000]  我們被光照
[00:02:53.000 --> 00:02:56.000]  究竟人性裏面最可憐的部分
[00:02:56.000 --> 00:02:58.000]  最軟弱的地方
[00:02:58.000 --> 00:03:00.000]  甚至可以說是
[00:03:00.000 --> 00:03:02.000]  最醜陋的位置
[00:03:02.000 --> 00:03:04.000]  究竟是怎樣的呢?
[00:03:04.000 --> 00:03:05.000]  我們一起看看今天的經文
[00:03:05.000 --> 00:03:07.000]  剛才我們一起讀了
[00:03:07.000 --> 00:03:08.000]  《創世紀》的四章
[00:03:08.000 --> 00:03:09.000]  我們先看看背景
[00:03:09.000 --> 00:03:10.000]  一字到四字
[00:03:10.000 --> 00:03:11.000]  這裏這樣說
[00:03:11.000 --> 00:03:13.000]  有一天阿當和夏娃同房
[00:03:13.000 --> 00:03:14.000]  夏娃就說
[00:03:14.000 --> 00:03:15.000]  人生了大兒子
[00:03:15.000 --> 00:03:16.000]  叫什麼名字?
[00:03:16.000 --> 00:03:18.000]  蓋忍,對不對?
[00:03:18.000 --> 00:03:20.000]  就是得的意思
[00:03:20.000 --> 00:03:21.000]  說爺和華使
[00:03:21.000 --> 00:03:22.000]  我得了一個男子
[00:03:22.000 --> 00:03:24.000]  於是之後就生了弟弟
[00:03:24.000 --> 00:03:26.000]  弟弟叫
[00:03:26.000 --> 00:03:27.000]  對了,阿伯
[00:03:27.000 --> 00:03:29.000]  他們有不同的職業的
[00:03:29.000 --> 00:03:31.000]  阿伯就是牧羊的
[00:03:31.000 --> 00:03:33.000]  就是牧羊人
[00:03:33.000 --> 00:03:35.000]  蓋忍他做什麼的?
[00:03:35.000 --> 00:03:36.000]  農夫,對不對?
[00:03:36.000 --> 00:03:37.000]  他是種地的
[00:03:37.000 --> 00:03:40.000]  就在一個敬拜的場景裏面
[00:03:40.000 --> 00:03:41.000]  就好像現在回崇拜那樣
[00:03:41.000 --> 00:03:43.000]  我們一起回到教會裏面
[00:03:43.000 --> 00:03:45.000]  我們一起獻祭給主
[00:03:45.000 --> 00:03:46.000]  我們唱歌來讚美
[00:03:46.000 --> 00:03:48.000]  用金錢來回應
[00:03:48.000 --> 00:03:50.000]  而蓋忍阿伯也是一樣
[00:03:50.000 --> 00:03:51.000]  有一天
[00:03:51.000 --> 00:03:54.000]  蓋忍拿地裏的出產為公物
[00:03:54.000 --> 00:03:56.000]  獻給爺和華
[00:03:56.000 --> 00:03:57.000]  正牢
[00:03:57.000 --> 00:03:58.000]  我是農夫
[00:03:58.000 --> 00:04:00.000]  地裏面有什麼出產
[00:04:00.000 --> 00:04:02.000]  我就拿來送給爺和華
[00:04:02.000 --> 00:04:03.000]  然後第四節
[00:04:03.000 --> 00:04:06.000]  弟弟就將他的羊群中
[00:04:06.000 --> 00:04:09.000]  投生的羊的自由獻上
[00:04:09.000 --> 00:04:10.000]  正牢
[00:04:10.000 --> 00:04:11.000]  看羊的
[00:04:11.000 --> 00:04:13.000]  有什麼就拿什麼
[00:04:13.000 --> 00:04:14.000]  就是羊
[00:04:14.000 --> 00:04:15.000]  以羊為獻祭
[00:04:15.000 --> 00:04:17.000]  但是當你讀這段經文的時候
[00:04:17.000 --> 00:04:18.000]  再一起來看
[00:04:18.000 --> 00:04:19.000]  第三節說
[00:04:19.000 --> 00:04:22.000]  蓋忍拿地裏的出產為公物
[00:04:22.000 --> 00:04:24.000]  獻給爺和華
[00:04:24.000 --> 00:04:26.000]  第四節可以這樣寫
[00:04:26.000 --> 00:04:30.000]  阿伯拿羊的公物為獻
[00:04:30.000 --> 00:04:34.000]  阿伯拿羊為公物獻給爺和華
[00:04:34.000 --> 00:04:35.000]  所以你留意
[00:04:35.000 --> 00:04:36.000]  在這裏
[00:04:36.000 --> 00:04:38.000]  其實這個經文突出了
[00:04:38.000 --> 00:04:40.000]  他獻什麼
[00:04:40.000 --> 00:04:42.000]  羊的投生的
[00:04:42.000 --> 00:04:44.000]  羊的自由的
[00:04:44.000 --> 00:04:46.000]  投生是什麼意思呢
[00:04:46.000 --> 00:04:48.000]  就是第一隻
[00:04:48.000 --> 00:04:50.000]  第一隻羊是怎樣的
[00:04:50.000 --> 00:04:51.000]  最好
[00:04:51.000 --> 00:04:52.000]  最健康
[00:04:52.000 --> 00:04:54.000]  營養是非常好
[00:04:54.000 --> 00:04:55.000]  投生的
[00:04:55.000 --> 00:04:56.000]  來獻給主
[00:04:56.000 --> 00:04:58.000]  自由
[00:04:58.000 --> 00:04:59.000]  弟兄姊妹
[00:04:59.000 --> 00:05:01.000]  你喜不喜歡自由
[00:05:01.000 --> 00:05:02.000]  不要說他
[00:05:02.000 --> 00:05:05.000]  不要說肚腩就知道什麼叫自由
[00:05:05.000 --> 00:05:07.000]  羊最肥的地方
[00:05:07.000 --> 00:05:09.000]  也是最好的地方
[00:05:09.000 --> 00:05:10.000]  所以在這裏
[00:05:10.000 --> 00:05:12.000]  經文說了這兩樣東西的時候
[00:05:12.000 --> 00:05:13.000]  就知道
[00:05:13.000 --> 00:05:14.000]  原來
[00:05:14.000 --> 00:05:15.000]  經文裏面形容
[00:05:15.000 --> 00:05:19.000]  阿伯是用一個什麼樣的態度
[00:05:19.000 --> 00:05:21.000]  來獻祭
[00:05:21.000 --> 00:05:22.000]  投生的
[00:05:22.000 --> 00:05:24.000]  自由的
[00:05:24.000 --> 00:05:25.000]  投生裏面
[00:05:25.000 --> 00:05:27.000]  最肥的羊
[00:05:27.000 --> 00:05:29.000]  當你代入場景的時候
[00:05:29.000 --> 00:05:32.000]  阿伯是怎樣找
[00:05:32.000 --> 00:05:34.000]  這隻投生裏面
[00:05:34.000 --> 00:05:37.000]  最肥的羊出來呢
[00:05:37.000 --> 00:05:40.000]  他一定要走進去
[00:05:40.000 --> 00:05:42.000]  那一堆羊裏面
[00:05:42.000 --> 00:05:45.000]  逐隻逐隻找
[00:05:45.000 --> 00:05:47.000]  很仔細地找
[00:05:47.000 --> 00:05:49.000]  哪一隻是第一隻出世
[00:05:49.000 --> 00:05:51.000]  哪一隻是最肥美
[00:05:51.000 --> 00:05:53.000]  哪一隻是最漂亮的
[00:05:53.000 --> 00:05:54.000]  慢慢挑選
[00:05:54.000 --> 00:05:56.000]  細心挑選
[00:05:56.000 --> 00:05:59.000]  很精心地挑選
[00:05:59.000 --> 00:06:01.000]  極品
[00:06:01.000 --> 00:06:03.000]  送給耶和華的一切
[00:06:03.000 --> 00:06:05.000]  是極品
[00:06:05.000 --> 00:06:06.000]  於是
[00:06:06.000 --> 00:06:11.000]  耶和華看中了阿伯和他的共物
[00:06:11.000 --> 00:06:12.000]  我們剛才讀的經文
[00:06:12.000 --> 00:06:14.000]  耶和華看中了阿伯和他的共物
[00:06:14.000 --> 00:06:15.000]  對於那人來說
[00:06:15.000 --> 00:06:16.000]  你有獻祭
[00:06:16.000 --> 00:06:17.000]  我有獻祭
[00:06:17.000 --> 00:06:18.000]  為什麼
[00:06:18.000 --> 00:06:23.000]  耶和華看中了阿伯呢
[00:06:23.000 --> 00:06:26.000]  最致命的三個字是哪三個字
[00:06:26.000 --> 00:06:28.000]  看中了
[00:06:28.000 --> 00:06:31.000]  當你看清楚這節的經文的時候
[00:06:31.000 --> 00:06:33.000]  耶和華看中了
[00:06:33.000 --> 00:06:35.000]  第一個是什麼
[00:06:35.000 --> 00:06:37.000]  是一個人
[00:06:37.000 --> 00:06:43.000]  就是耶和華看中了阿伯這個人的服侍的態度
[00:06:43.000 --> 00:06:45.000]  因為他這個服侍的態度
[00:06:45.000 --> 00:06:46.000]  他的敬畏
[00:06:46.000 --> 00:06:47.000]  他愛主
[00:06:47.000 --> 00:06:49.000]  他對神那份認真
[00:06:49.000 --> 00:06:51.000]  他那份生命的單純
[00:06:51.000 --> 00:06:54.000]  很正確的服侍的觀念
[00:06:54.000 --> 00:06:57.000]  將最好的來到獻上
[00:06:57.000 --> 00:06:58.000]  以致到
[00:06:58.000 --> 00:07:01.000]  因為阿伯這個生命太美麗了
[00:07:01.000 --> 00:07:07.000]  所以上帝接著才月立他的共民
[00:07:07.000 --> 00:07:09.000]  再看第五節
[00:07:09.000 --> 00:07:11.000]  第五節說
[00:07:11.000 --> 00:07:14.000]  只是看不中該人
[00:07:14.000 --> 00:07:17.000]  又是那個人先走的
[00:07:17.000 --> 00:07:19.000]  是生命的狀況先走的
[00:07:19.000 --> 00:07:22.000]  之後才到和他的共民
