
[00:00:00.000 --> 00:00:06.000]  陳志全議員
[00:00:30.000 --> 00:00:33.840]  各樣的紛亂都能夠止息
[00:00:33.840 --> 00:00:35.880]  今年是牛年
[00:00:35.880 --> 00:00:39.200]  所以我除了主日崇拜
[00:00:39.200 --> 00:00:41.780]  因為固定是講生命紀念
[00:00:41.780 --> 00:00:43.820]  我在其他團契
[00:00:43.820 --> 00:00:46.640]  包括指靈 包括喜樂
[00:00:46.640 --> 00:00:52.520]  我都用不同牛的著重點來分享
[00:00:52.520 --> 00:00:55.080]  牛和家庭有什麼關係呢
[00:00:55.080 --> 00:00:59.180]  我今天的題目叫做家庭的守護者
[00:00:59.180 --> 00:01:03.540]  做一隻民風不動的童牛
[00:01:03.540 --> 00:01:07.120]  很多人說家庭就好似一個田園
[00:01:07.120 --> 00:01:10.180]  或者一塊地圖一樣
[00:01:10.180 --> 00:01:12.740]  這個田園或者地圖
[00:01:12.740 --> 00:01:14.540]  會有花果
[00:01:14.540 --> 00:01:16.080]  和要有
[00:01:16.080 --> 00:01:18.380]  這個米道出產
[00:01:18.380 --> 00:01:20.420]  就需要有播種
[00:01:20.420 --> 00:01:21.700]  梟冠
[00:01:21.700 --> 00:01:23.760]  才能夠收割
[00:01:23.760 --> 00:01:25.800]  那你播什麼種呢
[00:01:25.800 --> 00:01:28.360]  就收什麼果的
[00:01:28.360 --> 00:01:30.160]  好似何西書講
[00:01:30.160 --> 00:01:33.220]  你們要為自己栽種公義
[00:01:33.220 --> 00:01:35.020]  就能收割池外
[00:01:35.020 --> 00:01:38.340]  然今正是尋求耶和華的時候
[00:01:38.340 --> 00:01:40.640]  你們要開墾荒地
[00:01:40.640 --> 00:01:41.920]  等他臨到
[00:01:41.920 --> 00:01:45.260]  使公義如雨乾在你們身上
[00:01:45.260 --> 00:01:47.820]  你們耕種的是奸惡
[00:01:47.820 --> 00:01:49.600]  收割的是罪孽
[00:01:49.600 --> 00:01:52.160]  吃的是荒華的果子
[00:01:52.160 --> 00:01:54.980]  因你依靠自己的行為
[00:01:54.980 --> 00:01:58.560]  仰賴勇士眾多
[00:01:58.560 --> 00:02:02.140]  這是何西書十章十二到十三節
[00:02:02.140 --> 00:02:04.440]  你在家庭裡面
[00:02:04.440 --> 00:02:06.500]  所播的是公義
[00:02:06.500 --> 00:02:09.060]  你收的就是池外
[00:02:09.060 --> 00:02:11.880]  譬如你對子女
[00:02:11.880 --> 00:02:14.940]  個個都好公正
[00:02:14.940 --> 00:02:17.000]  而且好愛惜的
[00:02:17.000 --> 00:02:18.780]  將來你得到子女
[00:02:18.780 --> 00:02:20.580]  愛的回報
[00:02:20.580 --> 00:02:25.440]  在家庭裡面有好多好似荒地一樣未開發的
[00:02:25.440 --> 00:02:26.460]  你肯
[00:02:26.460 --> 00:02:30.560]  好似一隻耕牛去開發去開墾
[00:02:30.560 --> 00:02:33.900]  這個地就能夠
[00:02:33.900 --> 00:02:35.420]  生出
[00:02:35.420 --> 00:02:37.220]  一些果子
[00:02:37.220 --> 00:02:40.540]  但你在家庭裡面所剎下的是
[00:02:40.540 --> 00:02:42.600]  奸惡
[00:02:42.600 --> 00:02:45.160]  彼此的嫉妒仇恨
[00:02:45.160 --> 00:02:46.940]  以及虛荒
[00:02:46.940 --> 00:02:49.000]  甚至是奸淫
[00:02:49.000 --> 00:02:50.800]  等等的果子
[00:02:50.800 --> 00:02:52.840]  你收的就是罪孽
[00:02:52.840 --> 00:02:54.120]  你會看到
[00:02:54.120 --> 00:02:55.660]  這個後果
[00:02:55.660 --> 00:02:57.440]  不要依靠自己的行為
[00:02:57.440 --> 00:03:02.820]  不要依靠勇士就是你的資源很多我有錢能夠解決所有問題
[00:03:02.820 --> 00:03:04.880]  所以我們說
[00:03:04.880 --> 00:03:08.960]  家庭如果好似一個田園或者一塊地圖
[00:03:08.960 --> 00:03:10.500]  他需要牛
[00:03:10.500 --> 00:03:11.520]  來到
[00:03:11.520 --> 00:03:12.800]  泥田
[00:03:12.800 --> 00:03:15.360]  需要牛來到鬆土
[00:03:15.360 --> 00:03:17.680]  需要牛來到開墾
[00:03:17.680 --> 00:03:19.220]  以及耕作
[00:03:19.220 --> 00:03:21.520]  我們就需要有牛
[00:03:21.520 --> 00:03:25.100]  家庭裡面需要有耕作的牛
[00:03:25.100 --> 00:03:26.900]  有運輸的牛
[00:03:26.900 --> 00:03:28.180]  有工業
[00:03:28.180 --> 00:03:29.720]  肉食的牛
[00:03:29.720 --> 00:03:31.760]  更加需要有
[00:03:31.760 --> 00:03:33.300]  奉獻
[00:03:33.300 --> 00:03:35.860]  給人使用的牛
[00:03:35.860 --> 00:03:37.400]  如果家庭
[00:03:37.400 --> 00:03:39.440]  好似田園土地
[00:03:39.440 --> 00:03:42.520]  需要耕牛來到開墾的話
[00:03:42.520 --> 00:03:46.860]  我們也都要保護這塊田園保護這個家庭
[00:03:46.860 --> 00:03:50.180]  不要讓盲牛撞入乾瓦舖
[00:03:50.180 --> 00:03:52.500]  來到踐踏
[00:03:52.500 --> 00:03:55.300]  吃了裡面的東西
[00:03:55.300 --> 00:03:57.620]  我好像看到一則新聞
[00:03:57.620 --> 00:04:00.940]  就是在新界不知道哪個地方
[00:04:00.940 --> 00:04:02.740]  有人去虐待
[00:04:02.740 --> 00:04:04.020]  一些的牛
[00:04:04.020 --> 00:04:06.820]  新界梅窩的地方本來
[00:04:06.820 --> 00:04:09.640]  是耕作的地方
[00:04:09.640 --> 00:04:11.700]  因為水源被截了
[00:04:11.700 --> 00:04:14.000]  那些農民耕種不到
[00:04:14.000 --> 00:04:17.320]  那些牛就放生他們了
[00:04:17.320 --> 00:04:19.380]  四處闖蕩
[00:04:19.380 --> 00:04:20.920]  沒東西吃的時候
[00:04:20.920 --> 00:04:23.480]  牠很可能進到人家的家
[00:04:23.480 --> 00:04:26.540]  但有些人就不懂愛惜這些動物
[00:04:26.540 --> 00:04:28.840]  去虐待牠
[00:04:28.840 --> 00:04:33.200]  當然如果盲牛撞入乾瓦舖在你的田園
