
[00:00:00.000 --> 00:00:01.480]  好,平安
[00:00:01.480 --> 00:00:03.460]  各位平安
[00:00:03.460 --> 00:00:07.940]  這樣吧,我們今天可以一齊去
[00:00:07.940 --> 00:00:09.880]  思想上帝懷疑的時間
[00:00:09.880 --> 00:00:13.260]  今天是我們YA新的一個系列
[00:00:13.260 --> 00:00:15.300]  其實是回應在教會當中
[00:00:15.300 --> 00:00:17.300]  我們在說認識自己的部份
[00:00:17.300 --> 00:00:19.840]  特別是Shape裡面的A
[00:00:19.840 --> 00:00:21.660]  就是Abilities,能力
[00:00:21.660 --> 00:00:23.000]  通常說到能力
[00:00:23.000 --> 00:00:24.000]  我們都是在說
[00:00:24.000 --> 00:00:26.800]  譬如說如何用自己的能力
[00:00:26.800 --> 00:00:29.460]  去祝福人,去榮耀上帝
[00:00:29.460 --> 00:00:31.700]  因此我們這個親愛的南全道
[00:00:31.700 --> 00:00:32.800]  今天原來不是他
[00:00:32.800 --> 00:00:34.800]  我還打算給他一點掌聲
[00:00:34.800 --> 00:00:37.700]  將這個系列改名為
[00:00:37.700 --> 00:00:39.460]  「財疏學錢」
[00:00:39.460 --> 00:00:41.000]  其實本來用了不同的字
[00:00:41.000 --> 00:00:43.800]  因為我一開始以為是真的用了「財疏學錢」的字
[00:00:43.800 --> 00:00:44.540]  不是的
[00:00:44.540 --> 00:00:46.700]  他是用了「疏利」的「疏」
[00:00:46.700 --> 00:00:48.000]  以及「實踐」的「踐」
[00:00:48.000 --> 00:00:50.400]  希望透過這個系列
[00:00:50.400 --> 00:00:51.200]  我們一齊去想
[00:00:51.200 --> 00:00:53.700]  如何去疏利好我們的才幹能力
[00:00:53.700 --> 00:00:55.700]  學習去實踐出來
[00:00:55.700 --> 00:00:58.200]  作為第一個去說的我
[00:00:58.200 --> 00:01:01.700]  很快就有感動去分享今天的這篇經文
[00:01:01.700 --> 00:01:05.200]  其實這篇經文當然有很多東西可以去學習
[00:01:05.200 --> 00:01:08.500]  所以我們都一同在思想經文之前
[00:01:08.500 --> 00:01:10.500]  我們一同先作個祈禱
[00:01:10.500 --> 00:01:11.500]  真是天父感謝你
[00:01:11.500 --> 00:01:14.500]  今天我們有一同慶拜的時間
[00:01:14.500 --> 00:01:15.500]  一同聚會的時間
[00:01:15.500 --> 00:01:16.500]  特別這個時間
[00:01:16.500 --> 00:01:19.200]  我們都可以一同去思想你的話語
[00:01:19.200 --> 00:01:22.200]  都求主你的話語能夠幫助我們去明白
[00:01:22.200 --> 00:01:23.700]  究竟在我們生命當中
[00:01:23.700 --> 00:01:26.200]  要怎樣去運用自己的能力
[00:01:26.200 --> 00:01:29.700]  或者怎樣去活出一個祝福人的生命
[00:01:29.700 --> 00:01:32.700]  原主能夠帶領我們以後的時間
[00:01:32.700 --> 00:01:33.700]  奉著耶穌聖名祈禱
[00:01:33.700 --> 00:01:34.700]  Amen
[00:01:34.700 --> 00:01:35.200]  好
[00:01:35.200 --> 00:01:37.700]  我們先來看今天的經文
[00:01:37.700 --> 00:01:39.200]  其實今天的經文就取自於
[00:01:39.200 --> 00:01:42.700]  《提摩太前書》四章六到十六節
[00:01:42.700 --> 00:01:44.700]  我邀請大家一齊去讀
[00:01:44.700 --> 00:01:47.200]  這兩頁的經文
[00:01:47.200 --> 00:01:50.200]  總共應該是十一節的經文
[00:01:50.200 --> 00:01:51.700]  我們一同去讀吧
[00:01:51.700 --> 00:01:53.700]  沒了嗎?有沒有?
[00:01:54.700 --> 00:01:56.700]  原來有
[00:01:56.700 --> 00:01:58.200]  我們一齊讀
[00:01:58.200 --> 00:01:59.700]  一、二、三
[00:01:59.700 --> 00:02:03.700]  你若將這些事提醒弟兄們
[00:02:03.700 --> 00:02:06.700]  便是基督耶穌的好執事
[00:02:06.700 --> 00:02:08.700]  在真道的話語
[00:02:08.700 --> 00:02:13.700]  向你目從的善道上得了教育
[00:02:13.700 --> 00:02:17.700]  只是要氣絕那世俗的言語
[00:02:17.700 --> 00:02:19.700]  苦方妙的話
[00:02:19.700 --> 00:02:22.700]  在敬虔上操練自己
[00:02:22.700 --> 00:02:24.200]  操練身體
[00:02:24.200 --> 00:02:25.700]  益處還少
[00:02:25.700 --> 00:02:27.200]  唯獨敬虔
[00:02:27.200 --> 00:02:29.200]  凡事都有益處
[00:02:29.200 --> 00:02:32.700]  因有今生和來生的應許
[00:02:32.700 --> 00:02:34.700]  這話是可信的
[00:02:34.700 --> 00:02:36.700]  是十分可佩服的
[00:02:36.700 --> 00:02:38.700]  我們勞苦勞力
[00:02:38.700 --> 00:02:40.700]  正是為此
[00:02:40.700 --> 00:02:42.700]  因我們的指望
[00:02:42.700 --> 00:02:44.700]  在乎永生的神
[00:02:44.700 --> 00:02:46.700]  他是萬物的救主
[00:02:46.700 --> 00:02:48.700]  更是信徒的救主
[00:02:48.700 --> 00:02:51.700]  這些事你要吩咐人
[00:02:51.700 --> 00:02:53.700]  也要教導人
[00:02:53.700 --> 00:02:55.700]  等等,他還在做
[00:02:55.700 --> 00:02:56.700]  好,來
[00:02:56.700 --> 00:02:59.700]  不可叫小漢理年輕
[00:02:59.700 --> 00:03:04.700]  總要在言語、行為、愛心、信心、清潔上
[00:03:04.700 --> 00:03:07.700]  都作信徒的榜樣
[00:03:07.700 --> 00:03:11.700]  你要以宣讀、勸勉、教導、遺念
[00:03:11.700 --> 00:03:13.700]  直等到我來
[00:03:13.700 --> 00:03:16.700]  你不要輕忽修得的恩賜
[00:03:16.700 --> 00:03:19.700]  就是從前藉著預言
[00:03:19.700 --> 00:03:23.700]  用長老按守的時候刺激你的
[00:03:23.700 --> 00:03:26.700]  這些事你要殷勤去做
[00:03:26.700 --> 00:03:28.700]  並要在此專心
[00:03:28.700 --> 00:03:31.700]  使眾人看出你的長進來
[00:03:31.700 --> 00:03:35.700]  你要謹慎自己和自己的教訓
[00:03:35.700 --> 00:03:37.700]  要在這些事上行心
[00:03:37.700 --> 00:03:39.700]  因為這樣行
[00:03:39.700 --> 00:03:41.700]  又能救自己
[00:03:41.700 --> 00:03:43.700]  又能救聽你的人
[00:03:43.700 --> 00:03:49.700]  其實我們今天所讀的經文取自提摩太前書
[00:03:49.700 --> 00:03:51.700]  根據提摩太前書的一章一節
[00:03:51.700 --> 00:03:54.700]  提到這封書信是保羅所寫的
[00:03:54.700 --> 00:03:56.700]  寫到保羅書信當中
[00:03:56.700 --> 00:04:00.700]  其中提摩太的前後書和提多書
[00:04:00.700 --> 00:04:02.700]  其實被稱為教牧書信
[00:04:02.700 --> 00:04:04.700]  因為很大的原因就是
[00:04:04.700 --> 00:04:08.700]  因為提摩太和提多是當時教會的教牧同工
[00:04:08.700 --> 00:04:10.700]  牧者、傳道等等
[00:04:10.700 --> 00:04:13.700]  除此以外提摩太也可以說
[00:04:13.700 --> 00:04:18.700]  被公認為保羅的屬靈兒子
[00:04:18.700 --> 00:04:20.700]  因為在書信當中
[00:04:20.700 --> 00:04:24.700]  置女行間可以看到保羅很熟悉提摩太
[00:04:24.700 --> 00:04:26.700]  因此作為屬靈父親的保羅
[00:04:26.700 --> 00:04:30.700]  也相對比較緊張提摩太的服侍狀況
[00:04:30.700 --> 00:04:33.700]  所以就寫了書信去關心之餘
[00:04:33.700 --> 00:04:37.700]  也提點提摩太怎樣去面對各樣的問題
[00:04:37.700 --> 00:04:39.700]  如果我們去讀書信當中的內容
[00:04:39.700 --> 00:04:41.700]  就不難推測當時提摩太
[00:04:41.700 --> 00:04:43.700]  的確是面對著很多不少的狀況
[00:04:43.700 --> 00:04:46.700]  其中一個例子就在今天的經文之前那段
[00:04:46.700 --> 00:04:48.700]  就在四章的一到五節
[00:04:48.700 --> 00:04:50.700]  在那邊也說到聖靈明說
[00:04:50.700 --> 00:04:53.700]  在後來的時候必有人理起真道
[00:04:53.700 --> 00:04:56.700]  聽從那人有人的邪靈和鬼魔的道理
