
[00:00:00.000 --> 00:00:03.680]  我稍後會播放一段片段給大家看
[00:00:03.680 --> 00:00:05.320]  就好像帆船一樣
[00:00:05.320 --> 00:00:07.920]  要啟動的時候不是一個人啟動
[00:00:07.920 --> 00:00:09.600]  是全民啟動
[00:00:09.600 --> 00:00:11.360]  大家看到帆船
[00:00:11.360 --> 00:00:13.880]  一隻可能代表一間教會
[00:00:13.880 --> 00:00:15.200]  或者一個小組
[00:00:15.200 --> 00:00:16.320]  無論如何
[00:00:16.320 --> 00:00:18.840]  我們都要一齊的要啟動了
[00:00:18.840 --> 00:00:20.840]  現在是啟動的時間了
[00:00:20.840 --> 00:00:23.320]  弟兄姊妹們我們一起啟動了
[00:00:30.000 --> 00:00:48.000]  (音樂)
[00:01:00.000 --> 00:01:21.920]  (音樂)
[00:01:21.920 --> 00:01:24.840]  大家留意在這個帆船沒有一個空位
[00:01:24.840 --> 00:01:26.640]  沒有一個人是空白的
[00:01:26.640 --> 00:01:28.360]  每個人都有一個工作
[00:01:28.360 --> 00:01:30.200]  我稍後就要一齊啟動了
[00:01:30.200 --> 00:01:48.880]  (音樂)
[00:01:48.880 --> 00:01:50.560]  好 謝謝主席
[00:01:50.560 --> 00:01:52.960]  但願這個片無論介紹也好
[00:01:52.960 --> 00:01:54.160]  帆船也好
[00:01:54.160 --> 00:01:56.000]  一個啟動的過程
[00:01:56.000 --> 00:01:57.840]  是所有的人都一起啟動
[00:01:57.840 --> 00:01:58.680]  告訴鄰居
[00:01:58.680 --> 00:02:00.680]  每一個人都一起啟動 好嗎
[00:02:00.680 --> 00:02:03.960]  全民啟動 OK
[00:02:03.960 --> 00:02:06.320]  未來的五年我們要上這條樓梯
[00:02:06.320 --> 00:02:07.200]  門徒的訓練
[00:02:07.200 --> 00:02:08.600]  領袖的栽培
[00:02:08.600 --> 00:02:10.120]  然後教會的結構改變
[00:02:10.120 --> 00:02:12.240]  最後就好像放煙花
[00:02:12.240 --> 00:02:13.280]  OK
[00:02:13.280 --> 00:02:15.600]  今天我想就著這段片
[00:02:15.600 --> 00:02:17.600]  講關於教會
[00:02:17.600 --> 00:02:19.800]  其中的核心價值之一的時候
[00:02:19.800 --> 00:02:22.880]  我想用一段聖經的故事
[00:02:22.880 --> 00:02:24.520]  作為給我們的提醒
[00:02:24.520 --> 00:02:25.640]  大家看一看
[00:02:25.640 --> 00:02:27.440]  就是用約翰福音
[00:02:27.440 --> 00:02:30.200]  第三章第一到八節
[00:02:30.200 --> 00:02:31.080]  其實約翰福音
[00:02:31.080 --> 00:02:34.320]  第三章一到十一二三節比較清楚
[00:02:34.320 --> 00:02:36.800]  不過我只是將重點
[00:02:36.800 --> 00:02:39.800]  在尼哥底姆找耶穌這個故事
[00:02:39.800 --> 00:02:41.640]  再一次提醒我們
[00:02:41.640 --> 00:02:43.000]  要去更新
[00:02:43.000 --> 00:02:44.960]  要去重視聖靈更新
[00:02:44.960 --> 00:02:46.920]  好 我們一齊找到的時候
[00:02:46.920 --> 00:02:48.200]  我請大家一起讀
[00:02:48.200 --> 00:02:49.800]  當大家看到PowerPoint裏面
[00:02:49.800 --> 00:02:51.480]  藍色的字
[00:02:51.480 --> 00:02:55.280]  就是尼哥底姆問耶穌的問題
[00:02:55.280 --> 00:02:58.000]  紅色的字就是耶穌回答
[00:02:58.000 --> 00:03:00.720]  我撮繞在這裏只是兩段
[00:03:00.720 --> 00:03:03.120]  其實整個情況是
[00:03:03.120 --> 00:03:04.960]  尼哥底姆問三次
[00:03:04.960 --> 00:03:06.240]  耶穌回答三次
[00:03:06.240 --> 00:03:07.400]  大家大同小異
[00:03:07.400 --> 00:03:09.280]  所以我引了兩段
[00:03:09.280 --> 00:03:10.440]  兩次的對話
[00:03:10.440 --> 00:03:12.400]  我們一齊讀一讀這段經文
[00:03:12.400 --> 00:03:13.120]  好 我們預備
[00:03:13.120 --> 00:03:13.720]  一二三來
[00:03:13.720 --> 00:03:15.120]  一二三來
[00:03:15.120 --> 00:03:16.720]  有一個法利塞人
[00:03:25.440 --> 00:03:27.760]  因為你所行的神蹟
[00:03:27.760 --> 00:03:29.600]  若沒有神同在
[00:03:29.600 --> 00:03:31.200]  無人能行
[00:03:31.200 --> 00:03:32.960]  耶穌回答說
[00:03:32.960 --> 00:03:35.640]  我實實在在的告訴你
[00:03:35.640 --> 00:03:37.440]  人若不重生
[00:03:37.440 --> 00:03:39.840]  就不能見神的國
[00:03:39.840 --> 00:03:41.760]  尼哥底姆說
[00:03:41.760 --> 00:03:43.440]  人已經老了
[00:03:43.440 --> 00:03:45.640]  如何能重生呢
[00:03:45.640 --> 00:03:48.960]  豈能再盡母福生出來嗎
[00:03:48.960 --> 00:03:50.080]  耶穌說
[00:03:50.080 --> 00:03:52.280]  我實實在在的告訴你
[00:03:52.280 --> 00:03:53.880]  人若不重生
[00:03:53.880 --> 00:03:56.640]  就不能見神的國
[00:03:56.640 --> 00:03:59.960]  從肉身生的就是肉身
[00:03:59.960 --> 00:04:02.840]  從性靈生的就是靈
[00:04:02.840 --> 00:04:05.840]  我說你們必須重生
[00:04:05.840 --> 00:04:08.200]  你不要以為稀奇
[00:04:08.200 --> 00:04:10.800]  風隨著熱絲吹
[00:04:10.800 --> 00:04:13.360]  你聽見風的聲響
[00:04:13.360 --> 00:04:16.200]  卻不曉得從那裏來
[00:04:16.200 --> 00:04:18.000]  往那裏去
[00:04:18.000 --> 00:04:19.600]  尼哥底姆說
[00:04:19.600 --> 00:04:21.440]  人若不重生
[00:04:21.440 --> 00:04:24.440]  從那裏來往那裏去
[00:04:24.440 --> 00:04:28.480]  凡從性靈生的也是如此
[00:04:28.480 --> 00:04:30.160]  在這段對話裏
[00:04:30.160 --> 00:04:31.960]  我一個感動就是
[00:04:31.960 --> 00:04:33.880]  當尼哥底姆找耶穌的時候
[00:04:33.880 --> 00:04:36.240]  也都幾像我們
[00:04:36.240 --> 00:04:39.520]  一個現象在我們核心價值的其中第一
[00:04:39.520 --> 00:04:41.000]  即是今天想講的
[00:04:41.000 --> 00:04:43.160]  重視性靈的根深
[00:04:43.160 --> 00:04:45.960]  所以我在這段說話裏
[00:04:45.960 --> 00:04:47.720]  找到一個重點的主題
[00:04:47.720 --> 00:04:50.520]  下一張powerpoint
[00:04:50.520 --> 00:04:53.760]  根深是要認真
[00:04:53.760 --> 00:04:56.400]  更加需要性靈的引導
[00:04:56.400 --> 00:04:58.960]  否則我只是靠了幾力
[00:04:58.960 --> 00:05:00.920]  在這段對話裏
[00:05:00.920 --> 00:05:04.240]  我想看看有幾樣東西給大家留意一下
[00:05:04.240 --> 00:05:06.560]  在這個根深裏
[00:05:06.560 --> 00:05:09.040]  每一個人看我在在東東都要認真
[00:05:09.040 --> 00:05:13.000]  告訴大家我們要認真
[00:05:13.000 --> 00:05:14.360]  而且需要性靈的引導
[00:05:14.360 --> 00:05:16.000]  我們看看這個故事裏
[00:05:16.000 --> 00:05:18.800]  有一個法利塞人
[00:05:18.800 --> 00:05:20.200]  叫做尼哥底姆
[00:05:20.200 --> 00:05:21.960]  聖經告訴我第一節
[00:05:21.960 --> 00:05:23.960]  他是一個官
[00:05:23.960 --> 00:05:25.600]  在這個官的裏面
[00:05:25.600 --> 00:05:27.680]  先講一點
[00:05:27.680 --> 00:05:29.440]  在整個猶大教裏面
[00:05:29.440 --> 00:05:33.080]  他有幾個分支
[00:05:33.080 --> 00:05:35.440]  有最熟的法利塞人
[00:05:35.440 --> 00:05:36.160]  有薩都該
[00:05:36.160 --> 00:05:37.720]  這兩班一個相信復活
[00:05:37.720 --> 00:05:38.840]  一個不相信
[00:05:38.840 --> 00:05:41.320]  尼哥底姆是法利塞人
[00:05:41.320 --> 00:05:44.680]  法利塞人其實對宗教非常之認真
[00:05:44.680 --> 00:05:48.320]  所以他們對甚麼都很嚴謹
[00:05:48.320 --> 00:05:49.640]  嚴謹到一個地步
[00:05:49.640 --> 00:05:51.480]  就成為一個律法主義
[00:05:51.480 --> 00:05:52.600]  舉個例
[00:05:52.600 --> 00:05:55.920]  摩西在十屆的時候說甚麼呢
[00:05:55.920 --> 00:05:56.880]  其中一屆
[00:05:56.880 --> 00:05:58.600]  當守安息日
[00:05:58.600 --> 00:06:00.080]  我不知道大家怎樣看這些人
[00:06:00.080 --> 00:06:02.440]  當守安息日就要守
[00:06:02.440 --> 00:06:04.880]  但他怕他們不知怎樣守的時候
[00:06:04.880 --> 00:06:07.480]  一直很多條文甚至一本書
[00:06:07.480 --> 00:06:10.400]  安息日裏面打個結行不行呢
[00:06:10.400 --> 00:06:11.600]  原來打結又不行
