
[00:00:00.000 --> 00:00:03.000]  平安,我們師兄一齊祈禱
[00:00:03.000 --> 00:00:06.000]  我們感謝您的恩典
[00:00:06.000 --> 00:00:08.000]  讓我們在主耶穌的清神
[00:00:08.000 --> 00:00:11.000]  可以來到這裡一同聚集敬拜祢
[00:00:11.000 --> 00:00:13.000]  求主祢幫助我們
[00:00:13.000 --> 00:00:16.000]  讓我們從祢的華語裡面有好好的學習
[00:00:16.000 --> 00:00:20.000]  我們要求聖靈幫助我們
[00:00:20.000 --> 00:00:22.000]  能夠聽到祢的華語之後
[00:00:22.000 --> 00:00:24.000]  有從祢以來的幫助
[00:00:24.000 --> 00:00:26.000]  讓我們可以進行祢的華語
[00:00:26.000 --> 00:00:28.000]  好好學習敬畏上主
[00:00:29.000 --> 00:00:31.000]  奉主耶穌基督的名祈禱
[00:00:31.000 --> 00:00:35.000]  我們今天仍然是繼續
[00:00:35.000 --> 00:00:37.000]  《以利亞先知》的系列
[00:00:37.000 --> 00:00:41.000]  上個星期張傳道就開始講到
[00:00:41.000 --> 00:00:47.000]  上主派《以利亞先知》去見阿哈王
[00:00:47.000 --> 00:00:49.000]  告訴他
[00:00:49.000 --> 00:00:52.000]  除非《以利亞先知》祈禱
[00:00:52.000 --> 00:00:57.000]  否則以色列就會遭遇罕災
[00:00:58.000 --> 00:01:01.000]  由於阿哈是皇帝
[00:01:01.000 --> 00:01:04.000]  他是有權可以殺人的
[00:01:04.000 --> 00:01:06.000]  《先知》可以殺的
[00:01:06.000 --> 00:01:09.000]  所以《以利亞先知》就要躲起來了
[00:01:09.000 --> 00:01:15.000]  上帝就叫他去契列的泉水邊躲起來
[00:01:15.000 --> 00:01:18.000]  以免被阿哈殺了
[00:01:18.000 --> 00:01:23.000]  上帝還以烏鴉來養活《以利亞先知》
[00:01:27.000 --> 00:01:33.000]  到時候就會將餅、水、肉送給他吃
[00:01:33.000 --> 00:01:35.000]  我不知道大家有沒有錯覺
[00:01:35.000 --> 00:01:37.000]  但我從前有個錯覺
[00:01:37.000 --> 00:01:44.000]  以為有一隻烏鴉專門每天擔肉和餅來給《以利亞先知》吃
[00:01:44.000 --> 00:01:49.000]  但是當我看《希伯雷文》原文的時候
[00:01:49.000 --> 00:01:53.000]  我才留意到烏鴉那個字是重數
[00:01:53.000 --> 00:01:55.000]  不是一隻烏鴉負責
[00:01:55.000 --> 00:01:58.000]  每天擔餅和煎肉給《以利亞先知》吃
[00:01:58.000 --> 00:02:00.000]  是一群烏鴉
[00:02:00.000 --> 00:02:02.000]  其實不一定是他擔餅給他吃
[00:02:02.000 --> 00:02:04.000]  可能烏鴉是擔餅餵小孩的
[00:02:04.000 --> 00:02:07.000]  不過《以利亞先知》就拿去吃了
[00:02:07.000 --> 00:02:11.000]  希望大家明白
[00:02:11.000 --> 00:02:14.000]  不是以為是一隻烏鴉
[00:02:14.000 --> 00:02:17.000]  我們還有幾個星期
[00:02:17.000 --> 00:02:20.000]  還是會看有關《以利亞先知》的時跡
[00:02:21.000 --> 00:02:26.000]  或者我想講一講當時的歷史政治背景
[00:02:26.000 --> 00:02:29.000]  就會幫助我們明白經文
[00:02:29.000 --> 00:02:35.000]  我們記得以色列國成為一個王國
[00:02:35.000 --> 00:02:37.000]  就是大衛王朝的時候開始
[00:02:37.000 --> 00:02:39.000]  大衛王死了之後
[00:02:39.000 --> 00:02:42.000]  就將王位傳了給所羅門
[00:02:42.000 --> 00:02:45.000]  所羅門就是一位很聰明的皇帝
[00:02:45.000 --> 00:02:52.000]  在所羅門的時候 右大國或者統一的王國
[00:02:52.000 --> 00:02:55.000]  可以說是國運興隆的時候
[00:02:55.000 --> 00:02:59.000]  所以所羅門是可以大興土木
[00:02:59.000 --> 00:03:02.000]  起皇宮 起聖殿
[00:03:02.000 --> 00:03:06.000]  他又懂得和鄰國搞好關係
[00:03:06.000 --> 00:03:08.000]  他用什麼政策呢
[00:03:08.000 --> 00:03:10.000]  就用和親政策
[00:03:10.000 --> 00:03:12.000]  娶了很多鄰國的公主來
[00:03:12.000 --> 00:03:15.000]  跟他們有和的關係
[00:03:15.000 --> 00:03:21.000]  關係好的時候就可以不搞政治 不打仗
[00:03:21.000 --> 00:03:23.000]  就是搞發展經濟
[00:03:23.000 --> 00:03:26.000]  但是在他晚年的時候
[00:03:26.000 --> 00:03:29.000]  他就沒有去敬畏上主
[00:03:29.000 --> 00:03:31.000]  反而是拜偶像
[00:03:31.000 --> 00:03:34.000]  拜偶像在舊約的時代來說
[00:03:34.000 --> 00:03:37.000]  可以說是一項不能赦免的罪
[00:03:37.000 --> 00:03:41.000]  將來在天堂裡面
[00:03:41.000 --> 00:03:43.000]  看到大衛一點也不奇怪
[00:03:43.000 --> 00:03:46.000]  但是所羅門我就有點不敢肯定
[00:03:46.000 --> 00:03:48.000]  不一定會看到他
[00:03:48.000 --> 00:03:51.000]  所羅門執政40年之後
[00:03:51.000 --> 00:03:54.000]  他的兒子羅波安繼位
[00:03:54.000 --> 00:03:59.000]  而當時羅波安其實不是小的
[00:03:59.000 --> 00:04:01.000]  已經40歲了
[00:04:01.000 --> 00:04:05.000]  他應該是所羅門的長子
[00:04:05.000 --> 00:04:07.000]  所羅門執政40年
[00:04:07.000 --> 00:04:10.000]  現在這個兒子40歲 做皇帝
[00:04:10.000 --> 00:04:13.000]  雖然年紀不算小
[00:04:13.000 --> 00:04:19.000]  不過他驕傲自大 自以為是
[00:04:19.000 --> 00:04:22.000]  他不肯減輕人民的負擔
[00:04:22.000 --> 00:04:24.000]  還是牙刷刷
[00:04:24.000 --> 00:04:29.000]  於是在北面的以色列有10個之派
[00:04:29.000 --> 00:04:33.000]  他們說你這麼厲害
[00:04:33.000 --> 00:04:35.000]  我們以後不奉你為王
[00:04:35.000 --> 00:04:38.000]  我們自己另外找一個王
[00:04:38.000 --> 00:04:41.000]  管理我們以色列10個之派
[00:04:41.000 --> 00:04:44.000]  於是從此統一的猶大王國
[00:04:44.000 --> 00:04:47.000]  成為了兩個國家
[00:04:47.000 --> 00:04:49.000]  北面有10個之派
[00:04:49.000 --> 00:04:52.000]  叫做以色列 南面就是猶大
[00:04:52.000 --> 00:04:56.000]  由於聖殿位處於耶路撒冷在南面
[00:04:56.000 --> 00:04:59.000]  第一位的以色列王他就怕
[00:04:59.000 --> 00:05:04.000]  如果人民經常去耶路撒冷競拜上主
[00:05:04.000 --> 00:05:08.000]  人心可能會轉向
[00:05:08.000 --> 00:05:11.000]  又走回去忠於猶大物彩
[00:05:11.000 --> 00:05:14.000]  於是他就想到一個辦法
[00:05:14.000 --> 00:05:18.000]  如何在宗教方面來控制人民
[00:05:18.000 --> 00:05:21.000]  他就做了兩隻金牛雀
[00:05:21.000 --> 00:05:23.000]  一隻放在以色列的北面
[00:05:23.000 --> 00:05:24.000]  一隻放在南面
[00:05:24.000 --> 00:05:25.000]  然後告訴人民
[00:05:25.000 --> 00:05:28.000]  你們不用這麼辛苦了
[00:05:28.000 --> 00:05:29.000]  不用走這麼遠了
[00:05:29.000 --> 00:05:32.000]  又要去南面 還要上山拜祈
[00:05:32.000 --> 00:05:34.000]  你不用了 走開
[00:05:34.000 --> 00:05:35.000]  北面一個 南面一個
[00:05:35.000 --> 00:05:36.000]  大家方便
[00:05:36.000 --> 00:05:39.000]  然後還找人做祭司
[00:05:39.000 --> 00:05:41.000]  他都不用理聖經說什麼了
[00:05:41.000 --> 00:05:45.000]  找不是利美人都可以做祭司
[00:05:45.000 --> 00:05:50.000]  於是他就帶領人民
[00:05:50.000 --> 00:05:54.000]  犯了一個非常冒犯上主的罪
[00:05:54.000 --> 00:05:58.000]  由於北面的以色列皇帝
[00:05:58.000 --> 00:06:01.000]  他沒有從上主來的命令揀選
[00:06:01.000 --> 00:06:05.000]  於是皇位的繼承就靠什麼
[00:06:05.000 --> 00:06:07.000]  打得
[00:06:07.000 --> 00:06:08.000]  誰打得
[00:06:08.000 --> 00:06:10.000]  打死了以前的皇位
[00:06:10.000 --> 00:06:12.000]  或者有人想計劃做皇室
[00:06:12.000 --> 00:06:15.000]  打死了他就搶了皇位來做
[00:06:15.000 --> 00:06:18.000]  過了幾個朝代以後
[00:06:18.000 --> 00:06:21.000]  改朝換代的時時都不是同一個家族
[00:06:21.000 --> 00:06:22.000]  跟猶大有點不同
[00:06:22.000 --> 00:06:26.000]  猶大一直都是大位家族繼承皇位的
[00:06:26.000 --> 00:06:28.000]  北面就不是了
[00:06:28.000 --> 00:06:31.000]  你打我的將軍 皇帝死了
[00:06:31.000 --> 00:06:32.000]  另外一個將軍就起了
