
[00:00:00.000 --> 00:00:02.000]  鄧小姐:鄧靜慧 平安
[00:00:02.000 --> 00:00:08.000]  我記得上個月團契的時候
[00:00:08.000 --> 00:00:11.000]  就請一些團友在團契裡面
[00:00:11.000 --> 00:00:15.000]  大家分享一下你的得救見證
[00:00:15.000 --> 00:00:19.000]  不知道你的得救見證又是怎樣的呢?
[00:00:19.000 --> 00:00:22.000]  如果別人問起你的得救見證的時候
[00:00:22.000 --> 00:00:24.000]  你會怎樣說呢?
[00:00:24.000 --> 00:00:28.000]  你還記不記得你那時候信主的情景是怎樣的呢?
[00:00:28.000 --> 00:00:31.000]  很多時候我們講得救見證就會講到
[00:00:31.000 --> 00:00:33.000]  我信主前是怎樣的
[00:00:33.000 --> 00:00:36.000]  信了主之後我又成為了怎樣的人
[00:00:36.000 --> 00:00:39.000]  不知道你的改變又在哪裡
[00:00:39.000 --> 00:00:44.000]  今天我就很想跟大家講一個
[00:00:44.000 --> 00:00:46.000]  屈指的得救見證
[00:00:46.000 --> 00:00:49.000]  一個不能夠行走的 跛腳的人
[00:00:49.000 --> 00:00:51.000]  他的得救見證
[00:00:51.000 --> 00:00:53.000]  剛才我們讀了那段經文
[00:00:53.000 --> 00:00:56.000]  在十字經文裡面很簡單
[00:00:56.000 --> 00:01:01.000]  你記不記得信主之前跛腳的人
[00:01:01.000 --> 00:01:03.000]  他的情景是怎樣的呢?
[00:01:03.000 --> 00:01:06.000]  這裡就說他是天生的
[00:01:06.000 --> 00:01:08.000]  生來就是跪腿的
[00:01:08.000 --> 00:01:10.000]  就是他有一個先天的缺陷
[00:01:10.000 --> 00:01:12.000]  就是不能夠走路
[00:01:12.000 --> 00:01:14.000]  而另一個情況就是
[00:01:14.000 --> 00:01:18.000]  他慣性地被人每天都把他
[00:01:18.000 --> 00:01:21.000]  放在美門這個地方
[00:01:21.000 --> 00:01:25.000]  美門是一個什麼樣的地方呢?
[00:01:25.000 --> 00:01:30.000]  美門其實就是聖殿
[00:01:30.000 --> 00:01:32.000]  在外邦人院
[00:01:32.000 --> 00:01:37.000]  接著要進去聖殿那裡的入口的地方
[00:01:37.000 --> 00:01:40.000]  當時那個捐獻箱
[00:01:40.000 --> 00:01:44.000]  也是放在婦女院的入口那裡
[00:01:44.000 --> 00:01:47.000]  聖殿的入口
[00:01:47.000 --> 00:01:52.000]  特別是靠近那個捐獻箱的地方
[00:01:52.000 --> 00:01:56.000]  那些人就覺得這個地方是最好的位置
[00:01:56.000 --> 00:01:57.000]  你要黑錢
[00:01:57.000 --> 00:01:59.000]  那裡的人要去奉獻
[00:01:59.000 --> 00:02:00.000]  見到你
[00:02:00.000 --> 00:02:03.000]  很自然都會給一些錢給你
[00:02:03.000 --> 00:02:07.000]  應該那裡的人會對你慷慨一點
[00:02:07.000 --> 00:02:10.000]  還有放那個鋸子在那裡
[00:02:10.000 --> 00:02:13.000]  就是那些人更加容易看得見他
[00:02:13.000 --> 00:02:16.000]  因為每個人都必經那個地方
[00:02:16.000 --> 00:02:18.000]  會見到他
[00:02:18.000 --> 00:02:23.000]  但是不知道是不是真的有人見到他呢?
[00:02:23.000 --> 00:02:26.000]  不過我們要想到
[00:02:26.000 --> 00:02:27.000]  那些人經過
[00:02:27.000 --> 00:02:30.000]  似乎過去這麼多年天天
[00:02:30.000 --> 00:02:33.000]  那些人經過是會給一些錢給他
[00:02:33.000 --> 00:02:36.000]  不過可能就限於金錢上那個幫助
[00:02:36.000 --> 00:02:37.000]  沒有其他東西
[00:02:37.000 --> 00:02:38.000]  如果不是的話
[00:02:38.000 --> 00:02:40.000]  他不用天天都在那裡
[00:02:40.000 --> 00:02:44.000]  可能他一早就已經不需要再在那裡了
[00:02:44.000 --> 00:02:48.000]  而且他一路都只能夠坐在那個店的門口
[00:02:48.000 --> 00:02:52.000]  他沒有機會進去那個店裡面
[00:02:52.000 --> 00:02:53.000]  甚至乎
[00:02:53.000 --> 00:02:55.000]  剛才那個經文我們說
[00:02:55.000 --> 00:02:58.000]  當彼得和約翰看著他的時候
[00:02:58.000 --> 00:03:01.000]  他也眼金金地看著他們
[00:03:01.000 --> 00:03:02.000]  其實他那一刻
[00:03:02.000 --> 00:03:03.000]  其實都在想著
[00:03:03.000 --> 00:03:04.000]  彼得、約翰
[00:03:04.000 --> 00:03:06.000]  你們會給我多少錢呢?
[00:03:06.000 --> 00:03:10.000]  其實他的期望都是金錢上的幫助
[00:03:10.000 --> 00:03:14.000]  所以從這一段經文去看回這個人
[00:03:14.000 --> 00:03:16.000]  他生來就缺腿
[00:03:16.000 --> 00:03:19.000]  天天就在那個地方黑飯吃
[00:03:19.000 --> 00:03:21.000]  指望別人給他一些錢去花
[00:03:21.000 --> 00:03:23.000]  過生活
[00:03:23.000 --> 00:03:27.000]  精電和他無緣
[00:03:27.000 --> 00:03:28.000]  他不能夠進去
[00:03:28.000 --> 00:03:32.000]  所以你看到他的生活其實是很絕望的
[00:03:32.000 --> 00:03:36.000]  這個是他信主之前那個光景
[00:03:36.000 --> 00:03:39.000]  但是信主之後他又是怎樣呢?
[00:03:39.000 --> 00:03:43.000]  這裡就記述了彼得和他的接觸
[00:03:43.000 --> 00:03:44.000]  彼得就說
[00:03:44.000 --> 00:03:45.000]  金銀我都沒有
[00:03:45.000 --> 00:03:47.000]  只把我所有的給你
[00:03:47.000 --> 00:03:50.000]  我奉那撒勒人耶穌基督的名
[00:03:50.000 --> 00:03:51.000]  吩咐你行走
[00:03:51.000 --> 00:03:54.000]  當彼得說我奉耶穌基督的名
[00:03:54.000 --> 00:03:56.000]  吩咐你行走的時候
[00:03:56.000 --> 00:03:58.000]  其實就是說
[00:03:58.000 --> 00:04:00.000]  他是靠著耶穌的屬性
[00:04:00.000 --> 00:04:02.000]  和耶穌的權能
[00:04:02.000 --> 00:04:04.000]  去施行這個醫治
[00:04:04.000 --> 00:04:07.000]  而不是靠彼得他自己有什麼本事
[00:04:07.000 --> 00:04:10.000]  彼得是一個漁夫不是一個醫生
[00:04:10.000 --> 00:04:11.000]  就算他是一個醫生
[00:04:11.000 --> 00:04:14.000]  都未必可以這樣去醫治
[00:04:14.000 --> 00:04:16.000]  當彼得用耶穌的名
[00:04:16.000 --> 00:04:19.000]  宣告了他吩咐他行走之後
[00:04:19.000 --> 00:04:22.000]  奇妙的事就立刻發生了
[00:04:22.000 --> 00:04:24.000]  他的腳眼的位置
[00:04:24.000 --> 00:04:25.000]  我們這裡有醫生
[00:04:25.000 --> 00:04:28.000]  知道他的腳和滑骨的地方
[00:04:28.000 --> 00:04:30.000]  立刻強壯有力
[00:04:30.000 --> 00:04:33.000]  他就立刻在彼得的扶持之下
[00:04:33.000 --> 00:04:36.000]  你看彼得都拖起他
[00:04:36.000 --> 00:04:38.000]  彼得來扶他起來
[00:04:38.000 --> 00:04:40.000]  他就能夠站起來
[00:04:40.000 --> 00:04:42.000]  而且還會行走
[00:04:42.000 --> 00:04:45.000]  接著還會走、跳
[00:04:45.000 --> 00:04:49.000]  他不單止先天的殘缺得到醫治
[00:04:49.000 --> 00:04:52.000]  他這一刻整個生命都不同了
[00:04:52.000 --> 00:04:53.000]  你看他
[00:04:53.000 --> 00:04:55.000]  他不單止又行又跳
[00:04:55.000 --> 00:04:57.000]  而且他是讚美神
[00:04:57.000 --> 00:05:00.000]  一邊爬行一邊跳一邊讚美神
[00:05:00.000 --> 00:05:02.000]  接著做什麼?
[00:05:02.000 --> 00:05:06.000]  跟人們進了聖殿裡
[00:05:06.000 --> 00:05:10.000]  他這一刻完全不同之前那種絕望
