
[00:00:00.000 --> 00:00:07.000]  各位成尊弟兄姊妹,平安!
[00:00:07.000 --> 00:00:12.400]  世界上每一天,每一分每一秒,其實都在發生的各種事情
[00:00:12.400 --> 00:00:15.800]  世界上每一分每一秒都發生不同的事情
[00:00:15.800 --> 00:00:22.500]  有些事情只會影響一個人,或者他周圍的一些親朋好友
[00:00:22.500 --> 00:00:27.000]  有些事情只會影響他個人,和他周圍的親朋好友
[00:00:27.000 --> 00:00:32.500]  但有些事情會影響到社團,或者是一個地區,甚至整個國家
[00:00:32.500 --> 00:00:39.500]  但有些事情就會影響到一個社團,一個地區,一個國家,甚至全世界
[00:00:39.500 --> 00:00:42.500]  比如說1914年6月28日
[00:00:42.500 --> 00:00:47.000]  比如說1914年6月28日
[00:00:47.000 --> 00:00:52.500]  奧匈帝國的皇太子斐迪南公爵就在塞爾維亞遇刺身亡
[00:00:52.500 --> 00:01:03.500]  奧匈帝國的皇太子斐迪南公爵就在塞爾維亞遇刺身亡
[00:01:03.500 --> 00:01:06.500]  這就成為了引發第一次世界大戰的導火索
[00:01:06.500 --> 00:01:10.500]  這就成為了引發第一次世界大戰的導火索
[00:01:10.500 --> 00:01:14.500]  從這日開始,世界的面貌就全然改變了
[00:01:14.500 --> 00:01:18.500]  從這日開始,世界的面貌就開始改變了
[00:01:18.500 --> 00:01:21.500]  其實在教會歷史上也有大大小小的轉折點
[00:01:21.500 --> 00:01:24.500]  其實在教會歷史上也有大大小小的轉折點
[00:01:24.500 --> 00:01:29.500]  其中之一就是《使徒行傳》第七章所記錄的斯提反殉道
[00:01:29.500 --> 00:01:35.500]  其中之一就是《使徒行傳》第七章所記錄的斯提反殉道
[00:01:35.500 --> 00:01:38.500]  這件事情的結果大家都非常熟悉
[00:01:38.500 --> 00:01:41.500]  這件事情的結果大家都很熟悉
[00:01:41.500 --> 00:01:44.500]  福音從耶路撒冷開始向外傳
[00:01:44.500 --> 00:01:47.500]  福音從耶路撒冷開始向外傳
[00:01:47.500 --> 00:01:50.500]  今天我想換一個角度和大家一起來看這件事
[00:01:50.500 --> 00:01:53.500]  今天我想換一個角度和大家一起來看這件事
[00:01:53.500 --> 00:01:55.500]  就是歷史當中的一個人
[00:01:55.500 --> 00:01:58.500]  就是歷史當中的一個人
[00:01:58.500 --> 00:02:02.500]  因著自身所遇到的大事件而作出判斷和抉擇
[00:02:02.500 --> 00:02:07.500]  因著自身所遇到的大事件而作出判決
[00:02:07.500 --> 00:02:11.500]  讓我們來看看《使徒行傳》八章一到四節
[00:02:11.500 --> 00:02:14.500]  讓我們來看看《使徒行傳》八章一到四節
[00:02:14.500 --> 00:02:17.500]  我們一起看《使徒行傳》第八章一到四節
[00:02:17.500 --> 00:02:20.500]  請聽我讀出
[00:02:47.500 --> 00:02:50.500]  我們先來看八章第一節的前半部分
[00:02:50.500 --> 00:02:53.500]  我們先來看八章第一節的前半部分
[00:02:53.500 --> 00:02:56.500]  他交代了一個歷史的事件就是大逼迫的來到
[00:02:56.500 --> 00:03:00.500]  他交代了一個歷史的事件就是大逼迫的來到
[00:03:00.500 --> 00:03:04.500]  從這日起,這是一個分水嶺式的表述
[00:03:04.500 --> 00:03:08.500]  從這日起,這是一個分水嶺式的表述
[00:03:08.500 --> 00:03:11.500]  這日就是斯提反殉道那一日
[00:03:11.500 --> 00:03:14.500]  這日就是斯提反殉道那一日
[00:03:14.500 --> 00:03:19.500]  對於耶路撒冷的教會而言,這一天具有決定性的歷史意義
[00:03:19.500 --> 00:03:23.500]  對耶路撒冷的教會而言,這一天具有決定性的歷史意義
[00:03:23.500 --> 00:03:26.500]  對耶路撒冷的教會而言,這一天具有決定性的歷史意義
[00:03:26.500 --> 00:03:29.500]  就是那一天的之前和之後再不一樣
[00:03:29.500 --> 00:03:32.500]  就是那一天的之前和之後再不一樣
[00:03:32.500 --> 00:03:35.500]  就是那一天的之前和之後再不一樣
[00:03:35.500 --> 00:03:38.500]  就是那一天的之前和之後再不一樣
[00:03:38.500 --> 00:03:41.500]  就是那一天的之前和之後再不一樣
[00:03:41.500 --> 00:03:49.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:03:49.500 --> 00:03:52.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:03:52.500 --> 00:03:55.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:03:55.500 --> 00:03:58.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:03:58.500 --> 00:04:01.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:01.500 --> 00:04:04.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:04.500 --> 00:04:07.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:07.500 --> 00:04:11.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:11.500 --> 00:04:14.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:14.500 --> 00:04:17.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:17.500 --> 00:04:20.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:20.500 --> 00:04:23.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:23.500 --> 00:04:26.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:26.500 --> 00:04:29.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:29.500 --> 00:04:32.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:32.500 --> 00:04:35.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:35.500 --> 00:04:38.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:38.500 --> 00:04:41.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:41.500 --> 00:04:44.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:44.500 --> 00:04:47.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:47.500 --> 00:04:50.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:04:50.500 --> 00:05:04.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:04.500 --> 00:05:05.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:05.500 --> 00:05:06.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:06.500 --> 00:05:07.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:07.500 --> 00:05:08.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:08.500 --> 00:05:09.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:09.500 --> 00:05:10.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:10.500 --> 00:05:20.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:20.500 --> 00:05:21.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:21.500 --> 00:05:22.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:22.500 --> 00:05:23.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:23.500 --> 00:05:24.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:24.500 --> 00:05:25.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:25.500 --> 00:05:26.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:26.500 --> 00:05:40.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:40.500 --> 00:05:41.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:41.500 --> 00:05:42.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:42.500 --> 00:05:43.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:43.500 --> 00:05:44.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:44.500 --> 00:05:45.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:45.500 --> 00:05:46.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:05:46.500 --> 00:05:57.500]  但是之前有撒多哥人的迫害,但是很快就結束了,也不是很大的影響
[00:06:17.500 --> 00:06:30.500]  大家的判斷就會趨向一致了,問題就是如何回應,最簡單的觀察就是看大家怎麼行動
[00:06:30.500 --> 00:06:30.500]  大家的判斷就會趨向一致了,問題就是如何回應,最簡單的觀察就是看大家怎麼行動
[00:06:30.500 --> 00:06:33.500]  大家的判斷就會趨向一致了,問題就是如何回應,最簡單的觀察就是看大家怎麼行動
[00:06:33.500 --> 00:06:34.500]  最簡單的觀察就是看大家怎麼行動
[00:06:34.500 --> 00:06:38.500]  現在我們來看八章的第一節的下半部分到第三節
[00:06:38.500 --> 00:06:43.500]  現在我們來看八章的第一節的下半部分到第三節
[00:06:43.500 --> 00:06:56.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:06:56.500 --> 00:06:56.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:06:56.500 --> 00:06:58.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:06:58.500 --> 00:06:58.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:06:58.500 --> 00:06:58.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:06:58.500 --> 00:06:58.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:06:58.500 --> 00:07:13.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:07:13.500 --> 00:07:13.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
[00:07:13.500 --> 00:07:13.500]  這就是人回應的描述,從第一節的下半句開始,出現了大逼迫的局勢當中
