
[00:00:00.000 --> 00:00:02.660]  剛才選的詩歌 每一次的詩歌
[00:00:02.660 --> 00:00:05.280]  我覺得都很得到幫助 鼓勵跟準備
[00:00:05.280 --> 00:00:09.600]  那這個第二首詩歌講到求主用我一生
[00:00:09.600 --> 00:00:11.900]  我也特別有一個感覺
[00:00:11.900 --> 00:00:16.760]  據說這個十九志氣神所重用的這個
[00:00:16.760 --> 00:00:17.920]  佈道家穆迪
[00:00:17.920 --> 00:00:19.380]  有一次
[00:00:19.380 --> 00:00:22.460]  他到晚上的時候 他後來想說今天我沒有
[00:00:22.460 --> 00:00:25.920]  傳福音 他就出去傳福音 在街上就傳福音
[00:00:25.920 --> 00:00:28.520]  那回來以後人家說你帶了幾個人信主
[00:00:28.980 --> 00:00:30.980]  他說我帶了兩個半的人
[00:00:30.980 --> 00:00:35.280]  人家以為說是兩個大人一個小孩
[00:00:35.280 --> 00:00:38.280]  他說不是 兩個小孩一個大人
[00:00:38.280 --> 00:00:42.440]  因為大人剩下一半 有兩個小孩是一輩子
[00:00:42.440 --> 00:00:45.100]  所以我不曉得我們當中有多少人
[00:00:45.100 --> 00:00:48.040]  有多少人可以說求主用我一生
[00:00:48.040 --> 00:00:50.240]  因為你現在都沒有一生可以用
[00:00:50.240 --> 00:00:53.320]  你現在只能剩下的下半生
[00:00:53.320 --> 00:00:56.240]  或者是餘生
[00:00:56.240 --> 00:00:58.480]  那我是蟬生
[00:00:59.300 --> 00:01:02.120]  因為我心臟開刀的時候應該沒有了
[00:01:02.120 --> 00:01:06.420]  那上帝多給我機會 所以我覺得上帝用我的蟬生
[00:01:06.420 --> 00:01:08.700]  這首詩歌感謝主 現在
[00:01:08.700 --> 00:01:12.980]  大家都是從詹美智全學了以後 大家都願意唱
[00:01:12.980 --> 00:01:15.260]  有一次在一個宣教的聚會裡面
[00:01:15.260 --> 00:01:17.420]  唱的時候有一個姊妹說
[00:01:17.420 --> 00:01:21.500]  我唱的跟你們不一樣 我唱的是求主用我先生
[00:01:21.500 --> 00:01:26.700]  因為很多姊妹比較愛主 弟兄呢
[00:01:26.700 --> 00:01:29.300]  有事業有其他的事情分心
[00:01:29.300 --> 00:01:35.500]  所以不管是用我先生 用我一生 用我餘生 用我蟬生
[00:01:35.500 --> 00:01:37.900]  就是我們都是屬主的
[00:01:37.900 --> 00:01:42.300]  其實很奇妙的就是主居然要用我們
[00:01:42.300 --> 00:01:46.300]  就好像主耶穌進耶路撒冷的時候
[00:01:46.300 --> 00:01:48.700]  他就騎著驢車進去
[00:01:48.700 --> 00:01:50.900]  因為主要用他
[00:01:50.900 --> 00:01:52.900]  那個驢車算不了什麼
[00:01:52.900 --> 00:01:55.100]  但是他
[00:01:55.100 --> 00:01:56.500]  虎甲虎威
[00:01:56.500 --> 00:01:59.500]  這個當他載道歡呼
[00:01:59.500 --> 00:02:02.900]  在你講和珊娜的時候那個驢可能很得意
[00:02:02.900 --> 00:02:04.500]  你看我來了很得意
[00:02:04.500 --> 00:02:06.100]  其實是主耶穌
[00:02:06.100 --> 00:02:08.500]  所以我們侍奉主人常常也很得意
[00:02:08.500 --> 00:02:09.900]  但是其實是主
[00:02:09.900 --> 00:02:10.900]  所以感謝主
[00:02:10.900 --> 00:02:14.700]  那我剛才唱的時候也是有一個很深的感恩
[00:02:14.700 --> 00:02:16.300]  因為想起
[00:02:16.300 --> 00:02:19.700]  在我燒不更事的時候 神就感動我
[00:02:19.700 --> 00:02:22.500]  今天吃早飯的時候有一位姊妹問我說
[00:02:22.500 --> 00:02:24.500]  牧師你是怎麼樣現身的
[00:02:24.700 --> 00:02:26.700]  我沒有時間在這裡講故事
[00:02:26.700 --> 00:02:28.300]  但是我回想起來
[00:02:28.300 --> 00:02:30.700]  今年是我侍奉主大概
[00:02:30.700 --> 00:02:32.900]  46年半
[00:02:32.900 --> 00:02:35.300]  到年底了47年
[00:02:35.300 --> 00:02:38.700]  我不曉得主給我的餘生還有多長
[00:02:38.700 --> 00:02:40.900]  但是我回想起來
[00:02:40.900 --> 00:02:44.100]  在我真正懂事真正願意開始
[00:02:44.100 --> 00:02:47.100]  我的一生的時候 神就得救我
[00:02:47.100 --> 00:02:49.300]  是一個很大的一個恩典
[00:02:49.300 --> 00:02:52.100]  當然我也很感動很佩服
[00:02:52.100 --> 00:02:53.700]  就是中年
[00:02:53.900 --> 00:02:56.100]  或者有了事業的成功以後
[00:02:56.100 --> 00:02:57.900]  願意放下來奉獻的人
[00:02:57.900 --> 00:02:59.300]  因為對那個時候
[00:02:59.300 --> 00:03:01.500]  我們要放下的沒有什麼東西
[00:03:01.500 --> 00:03:03.900]  我們所想的只是我們的憧憬
[00:03:03.900 --> 00:03:05.300]  我們將來的前途
[00:03:05.300 --> 00:03:06.700]  我們都交給主了
[00:03:06.700 --> 00:03:08.900]  那你已經有了一些東西
[00:03:08.900 --> 00:03:09.900]  然後認識主
[00:03:09.900 --> 00:03:12.100]  然後把他放下來侍奉主
[00:03:12.100 --> 00:03:13.300]  那更不容易
[00:03:13.300 --> 00:03:16.500]  但是現在我們可能更體會的就是
[00:03:16.500 --> 00:03:18.300]  不見得你要
[00:03:18.300 --> 00:03:20.300]  離開你的職位
[00:03:20.300 --> 00:03:23.700]  而是把你的職位轉化成
[00:03:24.100 --> 00:03:26.300]  一個侍奉主的平台跟崗位
[00:03:26.300 --> 00:03:29.500]  那跟我們今天所要分享的有關
[00:03:29.500 --> 00:03:31.500]  我今天的題目很簡單
[00:03:31.500 --> 00:03:32.900]  叫做人人宣教
[00:03:32.900 --> 00:03:34.900]  這個很像我們從小到大
[00:03:34.900 --> 00:03:36.700]  不管是大陸或者台灣
[00:03:36.700 --> 00:03:38.900]  所謂的政令宣傳的這種
[00:03:38.900 --> 00:03:40.500]  那種口號一樣
[00:03:40.500 --> 00:03:42.500]  這個人人宣教好像是一個
[00:03:42.500 --> 00:03:44.900]  這個基督教的一個政令口號
[00:03:44.900 --> 00:03:48.700]  但是原諒我用這個很通俗的一個名稱
[00:03:48.700 --> 00:03:50.300]  因為我想要強調的
[00:03:50.300 --> 00:03:52.500]  我們怎麼樣榮耀神
[00:03:53.100 --> 00:03:55.300]  就是完成神在我們身上的託付
[00:03:55.300 --> 00:03:57.700]  而神在我們身上的託付
[00:03:57.700 --> 00:04:00.500]  要我們去做成
[00:04:00.500 --> 00:04:03.500]  同時其實不只是去做成
[00:04:03.500 --> 00:04:06.700]  要我們成為那個見證
[00:04:06.700 --> 00:04:09.700]  那今天用的經文
[00:04:09.700 --> 00:04:11.300]  我們都很熟
[00:04:11.300 --> 00:04:12.900]  就是馬太福音第五章
[00:04:12.900 --> 00:04:14.900]  十三節到十六節
[00:04:14.900 --> 00:04:16.900]  所以我就便要大家
[00:04:16.900 --> 00:04:18.900]  翻開我們一起先來看
[00:04:18.900 --> 00:04:21.300]  馬太福音第五章
[00:04:22.100 --> 00:04:23.500]  十三節到十六節
[00:04:23.500 --> 00:04:26.900]  馬太福音第五章十三節到十六節
[00:04:26.900 --> 00:04:27.700]  很短
[00:04:27.700 --> 00:04:29.700]  請我們一起同聲來讀好不好
[00:04:29.700 --> 00:04:33.100]  你們是世上的鹽
[00:04:33.100 --> 00:04:34.700]  鹽若是了味
[00:04:34.700 --> 00:04:36.300]  怎能叫他再鹹呢
[00:04:36.300 --> 00:04:37.700]  以後無用
[00:04:37.700 --> 00:04:40.700]  不過丟在外面被人踐踏了
[00:04:40.700 --> 00:04:42.700]  你們是世上的光
[00:04:42.700 --> 00:04:46.300]  成照在山上是不能隱藏的
[00:04:46.300 --> 00:04:49.300]  人點燈不放在斗底下
[00:04:49.300 --> 00:04:51.300]  是放在燈臺上
[00:04:51.700 --> 00:04:53.300]  就照亮一家的人
[00:04:53.300 --> 00:04:56.900]  你們的光也當照樣照在人前
[00:04:56.900 --> 00:04:59.700]  叫他們看見你們的好行為
[00:04:59.700 --> 00:05:03.900]  便將榮耀歸給你們在天上的父
[00:05:03.900 --> 00:05:06.700]  這段聖經我們也常常
[00:05:06.700 --> 00:05:08.300]  有印象
[00:05:08.300 --> 00:05:10.900]  甚至有的教會的團契
[00:05:10.900 --> 00:05:12.900]  就叫做光顏團契
[00:05:12.900 --> 00:05:15.900]  我們也常常在言談之中講到
[00:05:15.900 --> 00:05:17.700]  我們要為主發光
[00:05:17.700 --> 00:05:19.700]  我們要為主作言
[00:05:20.700 --> 00:05:22.300]  但是我今天要強調
[00:05:22.300 --> 00:05:25.100]  這裡沒有叫我們發光跟作言
[00:05:25.100 --> 00:05:29.300]  要我們成為光和鹽
[00:05:29.300 --> 00:05:31.100]  等一下我會強調
[00:05:31.100 --> 00:05:33.900]  那這段聖經我把它分成四個重點
[00:05:33.900 --> 00:05:35.700]  這四個重點很容易記
[00:05:35.700 --> 00:05:38.100]  第一個點就是你們
[00:05:38.100 --> 00:05:40.300]  第二點是世
[00:05:40.300 --> 00:05:42.700]  第三世上
[00:05:42.700 --> 00:05:43.900]  第四
[00:05:43.900 --> 00:05:45.900]  鹽和光
[00:05:45.900 --> 00:05:48.500]  你說這個就是聖經講的嗎
[00:05:48.500 --> 00:05:49.900]  對就是聖經講的
[00:05:49.900 --> 00:05:52.500]  但是這裡面都很有意思
[00:05:52.500 --> 00:05:55.100]  耶穌講你們
[00:05:55.100 --> 00:05:56.700]  這個你們到底是誰
[00:05:56.700 --> 00:05:58.300]  耶穌講
[00:05:58.300 --> 00:06:02.100]  我們要成為光和鹽
[00:06:02.100 --> 00:06:04.700]  光和鹽就是見證主
[00:06:04.700 --> 00:06:05.700]  榮耀主
[00:06:05.700 --> 00:06:08.100]  那怎樣見證主榮耀主呢
[00:06:08.100 --> 00:06:10.300]  是從世
[00:06:10.300 --> 00:06:11.900]  什麼叫做世
[00:06:11.900 --> 00:06:14.100]  世就是being
[00:06:14.100 --> 00:06:16.100]  我們要強調
[00:06:16.100 --> 00:06:18.100]  不是我們所做的
[00:06:18.500 --> 00:06:20.700]  從我們所世的開始
[00:06:20.700 --> 00:06:22.300]  如果你不是
[00:06:22.300 --> 00:06:23.500]  你會做
[00:06:23.500 --> 00:06:24.900]  但那個做的不久
[00:06:24.900 --> 00:06:26.100]  做的是假的
[00:06:26.100 --> 00:06:27.900]  但是如果你是
[00:06:27.900 --> 00:06:30.300]  世的表現就成為做
[00:06:30.300 --> 00:06:31.900]  等一下我也要
[00:06:31.900 --> 00:06:33.900]  昨天
[00:06:33.900 --> 00:06:35.700]  昨天中午的時候
[00:06:35.700 --> 00:06:36.700]  聽那個
[00:06:36.700 --> 00:06:39.700]  成大智醫生
[00:06:39.700 --> 00:06:41.100]  我覺得這個名字很好
[00:06:41.100 --> 00:06:43.300]  我認識有一個成若魚牧師
[00:06:43.300 --> 00:06:45.900]  他叫做成大智醫生也很好
[00:06:45.900 --> 00:06:47.500]  不過他已經先回去了
[00:06:47.700 --> 00:06:50.500]  聽說成大智醫生在那裡談話
[00:06:50.500 --> 00:06:51.500]  我們在講到
[00:06:51.500 --> 00:06:53.500]  他做腫瘤科的醫生
[00:06:53.500 --> 00:06:54.900]  然後我們在談話裡面
[00:06:54.900 --> 00:06:56.100]  他說他很感慨
[00:06:56.100 --> 00:06:58.900]  等一下我要講的也會跟這個有點關係
[00:06:58.900 --> 00:07:02.500]  因為有的病人需要骨髓移植
[00:07:02.500 --> 00:07:04.700]  但是要去找你找骨髓呢
[00:07:04.700 --> 00:07:05.700]  結果
[00:07:05.700 --> 00:07:09.300]  慈濟公德會他們有骨髓庫
[00:07:09.300 --> 00:07:12.700]  但是沒有基督教的骨髓庫
[00:07:12.700 --> 00:07:14.300]  他就覺得很為難
[00:07:14.300 --> 00:07:15.300]  他甚至碰到
[00:07:15.700 --> 00:07:18.500]  有一個年輕的一個基督徒
[00:07:18.500 --> 00:07:19.900]  得了癌症
[00:07:19.900 --> 00:07:22.700]  然後需要骨髓移植
[00:07:22.700 --> 00:07:24.100]  他只能找到
[00:07:24.100 --> 00:07:26.100]  慈濟公德會的骨髓庫
[00:07:26.100 --> 00:07:27.500]  結果他說我是基督徒
[00:07:27.500 --> 00:07:29.900]  我就不接受這個慈濟公德會的骨髓
[00:07:29.900 --> 00:07:31.900]  感謝主經過三年以後
[00:07:31.900 --> 00:07:33.100]  神居然醫治了他
[00:07:33.100 --> 00:07:34.700]  這是很有Guts
[00:07:34.700 --> 00:07:37.700]  但是我們也很為難
[00:07:37.700 --> 00:07:39.900]  所以我們談話裡面
[00:07:39.900 --> 00:07:40.700]  我們就說
[00:07:40.700 --> 00:07:42.700]  既然你有這個看見
[00:07:42.700 --> 00:07:43.500]  你就呼籲吧
[00:07:44.100 --> 00:07:46.300]  你呼籲也要讓教會知道說
[00:07:46.300 --> 00:07:50.300]  其實我想教會很多人也願意捐贈骨髓
[00:07:50.300 --> 00:07:52.100]  不過後來才想說
[00:07:52.100 --> 00:07:54.700]  捐骨髓跟捐血有什麼不同
[00:07:54.700 --> 00:07:56.100]  恐怕有很大的不同
[00:07:56.100 --> 00:07:58.300]  捐血比較容易
[00:07:58.300 --> 00:07:59.300]  捐骨髓到底是什麼
[00:07:59.300 --> 00:08:00.300]  我還不太知道
[00:08:00.300 --> 00:08:02.700]  所以需要請他來講一下
[00:08:02.700 --> 00:08:04.100]  那他在講的時候
[00:08:04.100 --> 00:08:05.300]  他就講到Rick Warren
[00:08:05.300 --> 00:08:07.500]  就講到一些什麼事情
[00:08:07.500 --> 00:08:08.900]  那我就記得
[00:08:08.900 --> 00:08:11.900]  我看過Rick Warren講了一句話
[00:08:12.700 --> 00:08:16.100]  我2006年在澳門有幸替Rick Warren翻譯
[00:08:16.100 --> 00:08:17.900]  所以我對他講的話
[00:08:17.900 --> 00:08:19.300]  我也很有興趣
[00:08:19.300 --> 00:08:21.500]  Rick Warren當然是用英文講
[00:08:21.500 --> 00:08:23.700]  他說我們人叫做Human Being
[00:08:23.700 --> 00:08:25.500]  所以我們是Human Being
[00:08:25.500 --> 00:08:26.500]  不是Human Doing
[00:08:26.500 --> 00:08:29.100]  你如果不是人
[00:08:29.100 --> 00:08:29.900]  你不能做人
[00:08:29.900 --> 00:08:32.100]  但是你可以裝做人
[00:08:32.100 --> 00:08:34.700]  裝做人不久
[00:08:34.700 --> 00:08:36.500]  以後就看出來了
[00:08:36.500 --> 00:08:39.700]  所以我的第二點就是
[00:08:39.700 --> 00:08:40.900]  我們的Being
[00:08:41.700 --> 00:08:42.700]  我們是
