
[00:00:00.000 --> 00:00:02.000]  我們先做一個禱告
[00:00:02.000 --> 00:00:05.000]  天父上帝感謝讚美你
[00:00:05.000 --> 00:00:06.000]  你愛我們
[00:00:06.000 --> 00:00:08.000]  你拯救我們
[00:00:08.000 --> 00:00:10.000]  賜恩給我們
[00:00:10.000 --> 00:00:12.000]  可以有教會、有聚會
[00:00:12.000 --> 00:00:14.000]  弟兄姊妹可以彼此
[00:00:14.000 --> 00:00:16.000]  同心敬拜你
[00:00:16.000 --> 00:00:17.000]  去服事
[00:00:17.000 --> 00:00:18.000]  我們求主
[00:00:18.000 --> 00:00:20.000]  賜恩我們今次
[00:00:20.000 --> 00:00:24.000]  分享彼此相愛
[00:00:24.000 --> 00:00:26.000]  這是很重要的事情
[00:00:26.000 --> 00:00:29.000]  求主你帶領
[00:00:29.000 --> 00:00:32.000]  讓孩子說得清楚
[00:00:32.000 --> 00:00:36.000]  讓弟兄姊妹在當中得到幫助
[00:00:36.000 --> 00:00:39.000]  求你的靈與我們同在
[00:00:39.000 --> 00:00:41.000]  祈禱感恩奉教主
[00:00:41.000 --> 00:00:42.000]  贖得聖名求
[00:00:42.000 --> 00:00:43.000]  阿門
[00:00:43.000 --> 00:00:47.000]  我選了這個題目
[00:00:47.000 --> 00:00:49.000]  其實是一般性
[00:00:49.000 --> 00:00:52.000]  很多教會都適合說的題目
[00:00:52.000 --> 00:00:56.000]  因為我不太熟悉你們教會的需要
[00:00:56.000 --> 00:01:01.000]  所以用一個比較基本的題目去分享
[00:01:01.000 --> 00:01:03.000]  我選了這個題目之後
[00:01:03.000 --> 00:01:06.000]  我發覺原來播道會
[00:01:06.000 --> 00:01:11.000]  最近在四月和五月的月報
[00:01:11.000 --> 00:01:13.000]  你們不知道有沒有拿來看
[00:01:13.000 --> 00:01:17.000]  原來他都用彼此相愛的主題
[00:01:17.000 --> 00:01:19.000]  做了兩期的內容
[00:01:19.000 --> 00:01:22.000]  這個播道會的月報想關注一下
[00:01:22.000 --> 00:01:25.000]  因為最近這兩年
[00:01:25.000 --> 00:01:30.000]  政治或疫情環境的影響
[00:01:30.000 --> 00:01:35.000]  帶來人與人之間有很多割裂的問題
[00:01:35.000 --> 00:01:39.000]  這個月報裏面有很多文章
[00:01:39.000 --> 00:01:43.000]  對弟兄姊妹有很多提醒和鼓勵
[00:01:43.000 --> 00:01:47.000]  你們江牧師都有一篇在裏面
[00:01:47.000 --> 00:01:50.000]  的確其實在過去一段時間
[00:01:50.000 --> 00:01:53.000]  香港市民和香港教會
[00:01:53.000 --> 00:01:58.000]  都受到這些事情的衝擊的確很大
[00:01:58.000 --> 00:02:01.000]  不過我建議大家
[00:02:01.000 --> 00:02:04.000]  不要將我一會兒的講道
[00:02:04.000 --> 00:02:11.000]  馬上聯繫到政治或香港的情況來解讀
[00:02:11.000 --> 00:02:15.000]  我希望我們回到聖經裏面
[00:02:15.000 --> 00:02:20.000]  再看理解彼此相愛究竟是什麼事情
[00:02:20.000 --> 00:02:23.000]  對教會有多重大的需要
[00:02:23.000 --> 00:02:28.000]  如果之後你覺得我講的這方面的教導
[00:02:28.000 --> 00:02:31.000]  和香港的情況有應用意義
[00:02:31.000 --> 00:02:33.000]  你可以繼續去思考
[00:02:33.000 --> 00:02:36.000]  但這不是我的目標
[00:02:36.000 --> 00:02:42.000]  我在講這個題目之前
[00:02:42.000 --> 00:02:47.000]  先問一下大家
[00:02:47.000 --> 00:02:49.000]  其實應該都很知道
[00:02:49.000 --> 00:02:51.000]  其實在舊約聖經裏面
[00:02:51.000 --> 00:02:56.000]  當講到律法的總綱是什麼
[00:02:56.000 --> 00:02:59.000]  意思是上帝的子民
[00:02:59.000 --> 00:03:02.000]  要遵守一些什麼基本的誡命
[00:03:02.000 --> 00:03:05.000]  大家一定聽過
[00:03:05.000 --> 00:03:11.000]  第一就是要盡心盡性盡義去愛你的神
[00:03:11.000 --> 00:03:14.000]  接著就是愛人如己
[00:03:14.000 --> 00:03:19.000]  我們通常會參考經文
[00:03:19.000 --> 00:03:21.000]  在《馬太福音》裏面
[00:03:21.000 --> 00:03:24.000]  我不需要詳細讀了
[00:03:24.000 --> 00:03:29.000]  原來愛神愛人是最基本的
[00:03:29.000 --> 00:03:34.000]  在舊約聖經裏面的總綱或根據
[00:03:34.000 --> 00:03:40.000]  一切的教導都基於這兩條為開始
[00:03:40.000 --> 00:03:44.000]  不過新譯本的翻譯有些不同
[00:03:44.000 --> 00:03:50.000]  例如會用全心全性全意愛主你的神
[00:03:50.000 --> 00:03:53.000]  和盡心盡性盡義其實是一樣的意思
[00:03:53.000 --> 00:03:55.000]  沒有分別
[00:03:55.000 --> 00:04:02.000]  不過律法師問耶穌考他的時候
[00:04:02.000 --> 00:04:06.000]  是指著舊約來講的
[00:04:06.000 --> 00:04:09.000]  當時未有新約聖經
[00:04:09.000 --> 00:04:14.000]  所以我覺得如果舊約的律法
[00:04:14.000 --> 00:04:19.000]  以愛神愛人為總綱
[00:04:19.000 --> 00:04:23.000]  我們來到新約聖經教導
[00:04:23.000 --> 00:04:27.000]  有沒有一個類似的總綱或根據
[00:04:27.000 --> 00:04:30.000]  可以表達出一些基本的誡命
[00:04:30.000 --> 00:04:32.000]  我們要特別注意呢
[00:04:32.000 --> 00:04:37.000]  大家有沒有想過這個問題
[00:04:37.000 --> 00:04:43.000]  我看過一些學者的材料
[00:04:43.000 --> 00:04:45.000]  再加上我自己的體會
[00:04:45.000 --> 00:04:47.000]  我有一個這樣的建議
[00:04:47.000 --> 00:04:51.000]  給大家參考一下
[00:04:51.000 --> 00:05:00.000]  第一門徒要背起自己的十字架來跟隨著
[00:05:00.000 --> 00:05:06.000]  第二就是門徒之間彼此相愛
[00:05:06.000 --> 00:05:13.000]  這很對應到舊約的愛神愛人的精神
[00:05:13.000 --> 00:05:17.000]  同時又突出了新約時代
[00:05:17.000 --> 00:05:23.000]  信徒和神和屬神的人的特別關係
[00:05:23.000 --> 00:05:27.000]  當然這是給大家參考一下
[00:05:27.000 --> 00:05:30.000]  這是我的一些領袖
[00:05:30.000 --> 00:05:34.000]  不是在聖經裡面有記載
[00:05:34.000 --> 00:05:36.000]  我們要注意
[00:05:36.000 --> 00:05:38.000]  新約這兩個重要的教導
[00:05:38.000 --> 00:05:43.000]  不是取代律法的愛神愛人的精神
[00:05:43.000 --> 00:05:47.000]  而是將愛神愛人這個層面再豐富了
[00:05:47.000 --> 00:05:52.000]  還有啟示給我們一些新的焦點
[00:05:52.000 --> 00:05:55.000]  我想藉著這次機會
[00:05:55.000 --> 00:06:00.000]  讓我們看到彼此相愛的重要性
[00:06:00.000 --> 00:06:03.000]  我們先看看經文的背景
[00:06:03.000 --> 00:06:08.000]  我們先看看經文的背景
[00:06:08.000 --> 00:06:12.000]  在約翰福音十三章
[00:06:12.000 --> 00:06:20.000]  記載了耶穌和門徒過雨節晚餐的時候
[00:06:20.000 --> 00:06:24.000]  耶穌就快被猶太人捉拿
[00:06:24.000 --> 00:06:27.000]  在過雨節的晚餐之前
[00:06:27.000 --> 00:06:29.000]  耶穌和門徒做了一件事
[00:06:29.000 --> 00:06:31.000]  就是洗腳
[00:06:31.000 --> 00:06:34.000]  耶穌放下了自己很尊貴的身份
[00:06:34.000 --> 00:06:37.000]  很卑微地和門徒洗腳
