
[00:00:00.000 --> 00:00:02.400]  神給我們今天是一個相見主日
[00:00:02.400 --> 00:00:06.280]  我們很想向神表達我們的感恩
[00:00:06.280 --> 00:00:10.160]  亦很想向大家表達出
[00:00:10.160 --> 00:00:12.680]  的確我們所相信的這位上帝
[00:00:12.680 --> 00:00:14.920]  祂是不偏待人的上帝
[00:00:14.920 --> 00:00:16.480]  無論是健壯的
[00:00:16.480 --> 00:00:18.200]  或者身體有軟弱的
[00:00:18.200 --> 00:00:21.320]  祂同樣向我們施恩
[00:00:21.320 --> 00:00:24.240]  而相見主日也讓我們再次看到
[00:00:24.240 --> 00:00:27.120]  生命在神面前是寶貴的
[00:00:27.120 --> 00:00:29.760]  無論是健康或疾病
[00:00:29.760 --> 00:00:32.600]  或者有其他任何的事情
[00:00:32.600 --> 00:00:35.800]  在神的眼中都是瀚為寶貴的
[00:00:35.800 --> 00:00:37.920]  我們見到很多相見弟兄姊妹
[00:00:37.920 --> 00:00:39.080]  他們信主之後
[00:00:39.080 --> 00:00:41.800]  生命有很明顯的改變
[00:00:41.800 --> 00:00:43.480]  我見到一些他們很清楚
[00:00:43.480 --> 00:00:45.760]  以前是很低沉的
[00:00:45.760 --> 00:00:47.920]  但是他們變得很積極
[00:00:47.920 --> 00:00:49.040]  很快樂
[00:00:49.040 --> 00:00:52.080]  亦學懂關心他們身邊的人
[00:00:52.080 --> 00:00:53.400]  亦見到很多弟兄姊妹
[00:00:53.400 --> 00:00:56.480]  他們是付出代價來照顧
[00:00:56.480 --> 00:00:59.560]  來關心相見的弟兄姊妹
[00:00:59.560 --> 00:01:02.800]  我問及他們一些服侍的經歷
[00:01:02.800 --> 00:01:04.800]  每次多數他們都會說
[00:01:04.800 --> 00:01:07.480]  是他們服侍我們
[00:01:07.480 --> 00:01:08.600]  見到他們能夠
[00:01:08.600 --> 00:01:12.240]  可以這麼堅強面對自己身體的病患
[00:01:12.240 --> 00:01:15.360]  自己的問題就不覺得是甚麼
[00:01:15.360 --> 00:01:17.080]  更加去體會到
[00:01:17.080 --> 00:01:19.000]  自己都可以好像他們一樣
[00:01:19.000 --> 00:01:22.080]  依靠神來到剛強的面對
[00:01:22.080 --> 00:01:24.760]  而成為了這些他們的經歷
[00:01:24.760 --> 00:01:26.680]  成為了自己的激勵
[00:01:26.680 --> 00:01:29.400]  我們感謝上帝讓我們在教會裏面
[00:01:29.400 --> 00:01:32.160]  在主耶穌裏面同為一個大家庭
[00:01:32.160 --> 00:01:35.840]  彼此的關心亦彼此的學習
[00:01:35.840 --> 00:01:37.920]  而今次我們也透過聖經一切來思想
[00:01:37.920 --> 00:01:41.760]  就是如何學習謙卑的侍奉上帝
[00:01:41.760 --> 00:01:43.440]  我請大家和我一起祈禱
[00:01:43.440 --> 00:01:45.440]  我們將時間再交給主
[00:01:59.400 --> 00:02:05.360]  上帝 祝祢對我們的慈愛是無條件的
[00:02:05.360 --> 00:02:11.120]  祝祢樂意去接納凡是求告祢的人
[00:02:11.120 --> 00:02:13.360]  祝我們今天在祢面前感謝祢
[00:02:13.360 --> 00:02:16.040]  讓我們認識祢的救恩
[00:02:16.040 --> 00:02:18.280]  我們祈求主保守我們
[00:02:18.280 --> 00:02:19.600]  也以祢的眼光
[00:02:19.600 --> 00:02:24.480]  看我們身邊所有不同的人群、人士
[00:02:24.480 --> 00:02:28.360]  讓我們學會去愛、去關懷
[00:02:28.360 --> 00:02:30.000]  天父我們今天打開聖經
[00:02:30.000 --> 00:02:32.200]  再次思想祢自己的說話
[00:02:32.200 --> 00:02:34.680]  求祢賜給我們真理的聖靈
[00:02:34.680 --> 00:02:35.840]  指教我們
[00:02:35.840 --> 00:02:38.440]  引導我們進入祢的說話中
[00:02:38.440 --> 00:02:40.480]  讓我們更加認識祢
[00:02:40.480 --> 00:02:42.560]  又知道跟隨祢
[00:02:42.560 --> 00:02:44.480]  我們同心仰望祈禱
[00:02:44.480 --> 00:02:46.760]  奉耶穌基督 聖名求
[00:02:46.760 --> 00:02:48.560]  阿們
[00:02:48.560 --> 00:02:51.360]  我們遣返聖經一起看聖經《路加福音》
[00:02:51.360 --> 00:02:54.600]  第十章 我們剛才讀過的經文
[00:02:58.400 --> 00:03:02.040]  《路加福音》第十章第十七節
[00:03:02.040 --> 00:03:04.480]  聖經說到有一群門徒
[00:03:04.480 --> 00:03:05.960]  他們被主耶穌差遣
[00:03:05.960 --> 00:03:07.960]  去到各城各地方
[00:03:07.960 --> 00:03:10.440]  來為主作見證
[00:03:10.440 --> 00:03:13.320]  他們很願意謙卑地侍奉上帝
[00:03:13.320 --> 00:03:17.400]  在過程中他們經歷神好奇妙的作為
[00:03:17.400 --> 00:03:20.080]  在他們自己和別人的身上
[00:03:20.080 --> 00:03:25.120]  大家先看第十章第十七節
[00:03:25.120 --> 00:03:28.400]  那七十二個人歡歡喜喜地回來說
[00:03:28.400 --> 00:03:29.720]  主啊因祢的名
[00:03:29.720 --> 00:03:32.120]  連鬼也服了我們
[00:03:32.120 --> 00:03:32.720]  耶穌說
[00:03:32.720 --> 00:03:36.600]  我看見撒旦像閃電一樣從天墜落
[00:03:36.600 --> 00:03:38.360]  接著二十節
[00:03:38.360 --> 00:03:41.880]  然而不要因為鬼服了你們就歡喜
[00:03:41.880 --> 00:03:44.240]  卻要因為你們的名字
[00:03:44.240 --> 00:03:47.920]  記錄在天上而歡喜
[00:03:47.920 --> 00:03:49.920]  主耶穌當時差派七十二個人
[00:03:49.920 --> 00:03:51.680]  去到各城各地方
[00:03:51.680 --> 00:03:53.800]  要為他們作見證
[00:03:53.800 --> 00:03:57.080]  這群人曾經經歷主耶穌的救恩
[00:03:57.080 --> 00:04:00.840]  而主給他們有更寶貴的恩典
[00:04:00.840 --> 00:04:03.840]  就是能夠成為私恩的管道
[00:04:03.840 --> 00:04:08.080]  可以向周圍的人講述主自己的救恩
[00:04:08.080 --> 00:04:11.880]  大家在我們讀聖經的時候常常都會看到
[00:04:11.880 --> 00:04:15.680]  當主耶穌復活後向門徒顯現
[00:04:15.680 --> 00:04:19.800]  然後向他們很清楚地發出差遣
[00:04:19.800 --> 00:04:21.320]  你記得聖經所說
[00:04:21.320 --> 00:04:24.400]  主耶穌說「父怎樣差遣了我
[00:04:24.400 --> 00:04:29.240]  我也照樣差遣了你們」
[00:04:29.240 --> 00:04:30.600]  我們屬神的人可以說
[00:04:30.600 --> 00:04:33.640]  我們是一群蒙受差遣的人
[00:04:33.640 --> 00:04:35.560]  奉差遣的人
[00:04:35.560 --> 00:04:37.600]  我們有差遣在身
[00:04:37.600 --> 00:04:41.640]  差遣我們去到我們所身處的不同崗位
[00:04:41.640 --> 00:04:44.160]  來作主的見證
[00:04:44.160 --> 00:04:46.760]  正如當時這七十二個人
[00:04:46.760 --> 00:04:51.000]  被差遣到不同地方來為主作見證
[00:04:51.000 --> 00:04:52.560]  他們去到不同地方的時候
[00:04:52.560 --> 00:04:58.280]  就發現人信靠神而得著生命的釋放
[00:04:58.280 --> 00:05:01.680]  都看到有一些被鬼附的人
[00:05:01.680 --> 00:05:04.440]  神的大能叫他們得到釋放
[00:05:04.440 --> 00:05:05.960]  因為主耶穌的聖名
[00:05:05.960 --> 00:05:10.360]  這些人得到主給他們的平安
[00:05:10.360 --> 00:05:12.560]  而這些門徒他們就發覺
[00:05:12.560 --> 00:05:14.680]  原來奉主的命所作的事情
[00:05:14.680 --> 00:05:17.280]  連鬼都服了他們
[00:05:17.280 --> 00:05:20.440]  都不能夠與他們去對抗
[00:05:20.440 --> 00:05:23.240]  因此他們就來到主的面前
[00:05:23.240 --> 00:05:24.240]  很歡喜
[00:05:24.240 --> 00:05:25.920]  你留心看第十七節
[00:05:25.920 --> 00:05:28.760]  那七十二個人他們怎樣呢?
[00:05:28.760 --> 00:05:32.400]  歡歡喜喜地回到主的面前
[00:05:32.400 --> 00:05:33.360]  告訴主
[00:05:33.360 --> 00:05:35.880]  連鬼都服了我們
[00:05:35.880 --> 00:05:38.560]  當時主耶穌聽見他們這樣說的時候
[00:05:38.560 --> 00:05:41.080]  在十八節就說
[00:05:41.080 --> 00:05:41.720]  耶穌說
[00:05:41.720 --> 00:05:46.720]  「我看見撒旦像閃電一樣從天墜落」
[00:05:46.720 --> 00:05:49.440]  撒旦的權勢被衝擊了
[00:05:49.440 --> 00:05:54.320]  撒旦的權勢在主耶穌的聖名之下
[00:05:54.320 --> 00:05:58.040]  被擊敗被擊退了
[00:05:58.040 --> 00:05:59.160]  聖經就描述
[00:05:59.160 --> 00:06:01.920]  他是從天上急速墜落
[00:06:01.920 --> 00:06:05.320]  好像閃電那麼快速一樣
[00:06:05.320 --> 00:06:08.640]  因為神賜給他的子民有權柄
[00:06:08.640 --> 00:06:12.640]  你回到前面第十九節
[00:06:12.640 --> 00:06:18.160]  「我已經給你們權柄去踐踏蛇和蠍子
[00:06:18.160 --> 00:06:20.640]  勝過仇敵的一切能力
[00:06:20.640 --> 00:06:24.680]  絕對沒有甚麼能傷害你們」
[00:06:24.680 --> 00:06:27.160]  上帝賜給他的子民有權柄
[00:06:27.160 --> 00:06:31.600]  能夠勝過邪惡的勢力
[00:06:31.600 --> 00:06:33.360]  每一個屬主的人
[00:06:33.360 --> 00:06:35.840]  我們都可以或多或少去經歷
[00:06:35.840 --> 00:06:39.400]  這一種神賜給我們的權柄
[00:06:39.400 --> 00:06:40.920]  我記得一對夫婦
[00:06:40.920 --> 00:06:45.680]  這對夫婦曾經經歷過一些惡勢力的糾纏
[00:06:45.680 --> 00:06:47.720]  在他們自己開的餐館裏面
[00:06:47.720 --> 00:06:49.640]  當他們未曾信主之前
[00:06:49.640 --> 00:06:53.080]  他們很想有一些神靈可以保護他們
[00:06:53.080 --> 00:06:55.080]  賜福他們的生意
[00:06:55.080 --> 00:06:58.360]  所以他們在餐館當中擺了很多不同的偶像
[00:06:58.360 --> 00:07:02.760]  其中包括了一尊觀音像
[00:07:02.760 --> 00:07:06.280]  他們發覺拜觀音像的時候很靈
[00:07:06.280 --> 00:07:09.520]  很多時候得到一些好處
[00:07:09.520 --> 00:07:11.320]  後來我們慢慢認識了主耶穌
[00:07:11.320 --> 00:07:12.880]  他們很清楚明白
[00:07:12.880 --> 00:07:15.760]  說有一位獨一的真神主耶穌
[00:07:15.760 --> 00:07:18.880]  因此他們決心將這些偶像全部清除
[00:07:18.880 --> 00:07:21.200]  不再要這些偶像
