
[00:00:00.000 --> 00:00:04.900]  請問今天是什麼日子?
[00:00:04.900 --> 00:00:07.240]  啊?復活節啊?
[00:00:07.240 --> 00:00:09.820]  啊?
[00:00:09.820 --> 00:00:25.660]  今天是什麼日子?
[00:00:25.660 --> 00:00:35.080]  今天在教會的上面,我們稱它叫做Palm Sunday
[00:00:35.080 --> 00:00:42.420]  Palm Sunday就是所謂的忠書之,忠知主日
[00:00:42.420 --> 00:00:46.620]  那這個日子是怎麼來的呢?
[00:00:46.620 --> 00:00:54.180]  你可以看見,在馬太夫人剛纔所讀的經文裏面
[00:00:54.180 --> 00:00:58.420]  還有其他的四福音裏面都有記載
[00:00:58.420 --> 00:01:05.780]  也就是說,今天是耶穌進耶路撒冷
[00:01:05.780 --> 00:01:12.020]  然後衆人就是用忠書之來歡迎祂的這個時候
[00:01:12.020 --> 00:01:14.100]  等一下我們會詳細講
[00:01:14.100 --> 00:01:17.540]  那麼到了禮拜四的時候
[00:01:17.540 --> 00:01:19.940]  耶穌爲門徒洗腳
[00:01:19.940 --> 00:01:25.620]  然後跟門徒們一同進最後的晚餐
[00:01:25.620 --> 00:01:29.780]  到了禮拜五呢,也就是我們知道的
[00:01:29.780 --> 00:01:34.460]  耶穌爲我們訂十字架死了
[00:01:34.460 --> 00:01:38.020]  那麼我們稱它叫做壽難日
[00:01:38.020 --> 00:01:42.020]  也就是我們禮拜五的壽難節的聚會
[00:01:42.020 --> 00:01:45.780]  第三天之後,耶穌從死裏復活
[00:01:45.780 --> 00:01:49.540]  那個復活呢,叫做七日的頭一日
[00:01:49.540 --> 00:01:53.620]  也就是下一個禮拜天
[00:01:53.620 --> 00:01:58.740]  所以下禮拜天就是復活日
[00:01:58.740 --> 00:02:03.820]  那整個從這個禮拜天一直到下個禮拜天
[00:02:03.820 --> 00:02:08.540]  稱它叫做Holy Week,就是聖周
[00:02:08.540 --> 00:02:13.100]  那這一週所發生的事情
[00:02:13.100 --> 00:02:19.620]  在聖經裏面,四福音裏面佔了非常重要的部分
[00:02:19.620 --> 00:02:25.300]  馬太福音、馬可福音、路加福音、約翰福音
[00:02:25.300 --> 00:02:27.740]  都在記載花了很多的篇幅
[00:02:27.740 --> 00:02:30.620]  馬太用了四分之一,馬可用了三分之一
[00:02:30.620 --> 00:02:32.100]  路加用了四分之一
[00:02:32.100 --> 00:02:35.740]  約翰福音用了幾乎二分之一的篇幅
[00:02:35.740 --> 00:02:40.700]  在記載耶穌受難的最後這一週的事情
[00:02:40.700 --> 00:02:43.380]  所以可以說這最後的一週
[00:02:43.380 --> 00:02:50.900]  就是我們整個信仰的核心
[00:02:50.900 --> 00:02:56.300]  所以今天我們叫做聖中之主日
[00:02:56.300 --> 00:02:59.060]  有看過中之嗎?
[00:02:59.060 --> 00:03:04.100]  也許不知道在美國到哪邊去找
[00:03:04.100 --> 00:03:06.340]  我曾經有一年想要去找
[00:03:06.340 --> 00:03:08.100]  發現很難找到
[00:03:08.100 --> 00:03:10.420]  實際地拿出來給大家看
[00:03:10.420 --> 00:03:18.220]  所以耶穌在今天,就是這個主日
[00:03:18.220 --> 00:03:20.620]  當他進耶路撒冷的時候
[00:03:20.620 --> 00:03:23.300]  我們來看看剛纔這段經文
[00:03:23.300 --> 00:03:28.020]  在這段經文裏面,耶穌進去
[00:03:28.020 --> 00:03:31.620]  然後你看馬太福音21章第五節怎麼說
[00:03:31.620 --> 00:03:35.300]  他說:看啊,你的王來到你這裏
[00:03:35.300 --> 00:03:41.100]  是溫柔的,又騎着驢,就是騎着驢鞠子
[00:03:41.100 --> 00:03:44.420]  所以耶穌騎着驢鞠子
[00:03:44.420 --> 00:03:46.900]  這個驢鞠子在路加福音說
[00:03:46.900 --> 00:03:50.620]  是從來沒有人騎過的
[00:03:50.620 --> 00:03:51.860]  表示怎麼樣?
[00:03:51.860 --> 00:03:56.060]  表示這個驢鞠子,它是一個年幼的
[00:03:56.060 --> 00:03:58.340]  它從來沒有去做過
[00:03:58.340 --> 00:04:00.420]  從來沒有去被人家騎過的
[00:04:00.420 --> 00:04:02.900]  它是一個年輕的,一個年幼的
[00:04:02.900 --> 00:04:06.780]  代表着這是一個什麼?就像聖經上所說的
[00:04:06.780 --> 00:04:11.780]  這是最好的,出手的,沒有被用過的
[00:04:11.780 --> 00:04:13.460]  親愛的弟兄妹妹
[00:04:13.460 --> 00:04:17.300]  耶穌他進城的時候,進耶路撒冷城的時候
[00:04:17.300 --> 00:04:25.780]  衆人歡呼他,好像是君王一樣的在歡呼他
[00:04:25.780 --> 00:04:28.220]  可是弟兄妹妹你知道嗎?
[00:04:28.220 --> 00:04:33.260]  世界上的君王都是騎什麼東西啊?
[00:04:33.260 --> 00:04:37.580]  你有沒有看過君王騎驢鞠子的,有沒有?
[00:04:37.580 --> 00:04:40.700]  成吉思汗騎個驢,打遍天下,有沒有?
[00:04:40.700 --> 00:04:42.300]  沒有,你沒看過
[00:04:42.300 --> 00:04:47.900]  所以世上的君王他們都是什麼?
[00:04:47.900 --> 00:04:50.300]  都是騎着戰馬,是不是?
[00:04:50.300 --> 00:04:53.300]  而且他的戰馬絕對是那個訓練
[00:04:53.300 --> 00:04:56.260]  是長得最強壯最好的,跑得最快的
[00:04:56.260 --> 00:05:02.980]  所以世上的君王是騎着戰馬,是騎着馬進城的
[00:05:02.980 --> 00:05:07.500]  當年羅馬皇帝奧斯都進城的時候
[00:05:07.500 --> 00:05:09.300]  打勝仗進城的時候
[00:05:09.300 --> 00:05:12.020]  這個就是在形容他的當時的盛況
[00:05:12.020 --> 00:05:15.740]  哇!你可以看見衆人在那邊排隊
[00:05:15.740 --> 00:05:17.900]  在那邊歡呼擁帶他進來
[00:05:17.900 --> 00:05:21.100]  他騎着那個馬帶着他的衆這個百姓
[00:05:21.100 --> 00:05:23.580]  帶着他的軍隊一起進城的時候
[00:05:23.580 --> 00:05:25.500]  把戰利品把他都帶進來
[00:05:25.500 --> 00:05:31.180]  那是何等光輝榮耀的一個時候,是不是?
[00:05:31.180 --> 00:05:34.420]  那親愛的同志們,你對照來看
[00:05:34.420 --> 00:05:38.860]  世界上面的君王都是這樣子威風的
[00:05:38.860 --> 00:05:42.740]  可是耶穌基督,聖經上告訴我們說
[00:05:42.740 --> 00:05:45.620]  他是騎着驢雞子
[00:05:45.620 --> 00:05:50.020]  在撒加利亞書講這一段聖經的時候
[00:05:50.020 --> 00:05:52.860]  引用撒加利亞書的時候,我們來看看
[00:05:52.860 --> 00:05:56.340]  他說你的王是怎麼樣?
[00:05:56.340 --> 00:05:59.220]  是公義的,並且施行拯救
[00:05:59.220 --> 00:06:03.460]  千千和和的,怎麼樣?
[00:06:03.460 --> 00:06:06.300]  騎着驢
[00:06:06.300 --> 00:06:09.620]  但是馬太福音纔講到耶穌的時候
[00:06:09.620 --> 00:06:12.780]  他沒講到千和對不對?他講他是什麼?
[00:06:12.780 --> 00:06:16.140]  他說看到你的王來到這裏,他是什麼?
[00:06:16.140 --> 00:06:18.900]  溫柔的
[00:06:18.900 --> 00:06:23.900]  你有沒有在形容哪一個王是溫柔的?
[00:06:23.900 --> 00:06:28.260]  哪一個王是千和的?沒有
[00:06:28.260 --> 00:06:30.500]  你看見世上的君王
[00:06:30.500 --> 00:06:33.420]  當你想到成吉思汗,我記得我們到希臘去
[00:06:33.420 --> 00:06:35.820]  我們到了一個新約之旅的時候到希臘
[00:06:35.820 --> 00:06:39.900]  看到那個成吉思汗
[00:06:39.900 --> 00:06:43.820]  那個雕像,我們當然沒看到本人
[00:06:43.820 --> 00:06:49.260]  看到他雕像的時候就是那個很雄赳赳氣昂昂的那樣子
[00:06:49.260 --> 00:06:56.660]  丟着唄,你看到世上的君王都是這樣子的威風
[00:06:56.660 --> 00:07:00.220]  他們是那樣子的勇猛、雄壯
[00:07:00.220 --> 00:07:03.780]  他們甚至可以說是兇暴
[00:07:03.780 --> 00:07:07.620]  但是聖經裏面讓我們看見耶穌他進耶路撒冷城的時候
[00:07:07.620 --> 00:07:11.300]  他是千千和和的騎着驢居子
[00:07:11.300 --> 00:07:17.060]  他是溫柔的
[00:07:17.060 --> 00:07:19.500]  最近我們
[00:07:19.500 --> 00:07:24.140]  我想我們大概這一個月都在關注
[00:07:24.140 --> 00:07:26.620]  不管你喜歡不喜歡
[00:07:26.620 --> 00:07:28.100]  你都會關注
[00:07:28.100 --> 00:07:29.060]  爲什麼呢?
[00:07:29.060 --> 00:07:34.220]  因爲從猶加的一直上升你就可以感覺到
[00:07:34.220 --> 00:07:36.300]  怎麼樣?
[00:07:36.300 --> 00:07:41.260]  你希望這個場戰爭繼續打下去嗎?
[00:07:41.260 --> 00:07:47.140]  我想我們大家都希望早點結束,是不是?
[00:07:47.140 --> 00:07:49.700]  現在丟着唄
[00:07:49.700 --> 00:07:51.820]  你看見整個伊朗
[00:07:51.820 --> 00:07:57.340]  就讓我們看到整個伊斯蘭教的世界
[00:07:57.340 --> 00:07:58.980]  你要瞭解到
[00:07:58.980 --> 00:08:01.260]  伊斯蘭教世界
[00:08:01.260 --> 00:08:03.580]  整個的發展的歷史
[00:08:03.580 --> 00:08:05.100]  你就會發現
[00:08:05.100 --> 00:08:09.980]  伊斯蘭教不能夠小看它
[00:08:09.980 --> 00:08:13.380]  當年默罕默德
[00:08:13.380 --> 00:08:15.740]  他興起來的時候
[00:08:15.740 --> 00:08:19.860]  他說他得到了所謂的真主的啓示
[00:08:19.860 --> 00:08:22.460]  然後他就起來傳教了
[00:08:22.460 --> 00:08:23.340]  那麼他傳教
[00:08:23.340 --> 00:08:25.660]  你要知道當時候的中東的地區
[00:08:25.660 --> 00:08:26.900]  阿拉伯民族
[00:08:26.900 --> 00:08:29.380]  其實是拜偶像的
[00:08:29.380 --> 00:08:33.020]  所以他當然受到這些拜偶像的這些其他的族的反對
[00:08:33.020 --> 00:08:33.980]  對不對?
[00:08:33.980 --> 00:08:36.340]  所以就起了衝突
[00:08:36.340 --> 00:08:37.940]  就他大起張來
[00:08:37.940 --> 00:08:40.700]  他當時候帶着他的穆斯林
[00:08:40.700 --> 00:08:42.380]  打遍天下無敵手
[00:08:42.380 --> 00:08:45.980]  把整個阿拉伯半島統一起來
[00:08:45.980 --> 00:08:47.060]  632年
[00:08:47.060 --> 00:08:55.580]  當默罕默德去世之後
[00:08:55.580 --> 00:08:59.700]  接替他的這些王朝的人
[00:08:59.700 --> 00:09:01.580]  他們繼續地征服
[00:09:01.580 --> 00:09:10.460]  一直到了大概 之後的大概77年的時間
[00:09:10.460 --> 00:09:15.020]  伊斯蘭教把當時候的東羅馬帝國
[00:09:15.020 --> 00:09:17.140]  也就是說拜佔壇帝國
[00:09:17.140 --> 00:09:18.700]  還有波斯帝國
[00:09:18.700 --> 00:09:20.300]  就是今天的伊朗
[00:09:20.300 --> 00:09:21.900]  全部打敗
[00:09:21.900 --> 00:09:22.820]  打敗之後
[00:09:22.820 --> 00:09:24.340]  把他們征服下來之後
[00:09:24.340 --> 00:09:25.580]  就一統那些地方
[00:09:25.580 --> 00:09:27.980]  全部都歸信伊斯蘭教
[00:09:27.980 --> 00:09:29.700]  接着又到北非去
[00:09:29.700 --> 00:09:30.820]  把這個北非
[00:09:30.820 --> 00:09:31.660]  所以你現在看
[00:09:31.660 --> 00:09:33.580]  撒哈拉沙漠以北的地方
[00:09:33.580 --> 00:09:35.060]  就是北非的這些地方
[00:09:35.060 --> 00:09:43.260]  全都是被伊斯蘭教征服了
[00:09:43.260 --> 00:09:46.700]  所以默罕默德
[00:09:46.700 --> 00:09:48.700]  他是一個教主
[00:09:48.700 --> 00:09:51.340]  他也是一個君王
[00:09:51.340 --> 00:09:56.900]  他統一了阿拉伯這個王國
[00:09:56.900 --> 00:10:01.620]  當年默罕默德
[00:10:01.620 --> 00:10:04.180]  他帶着他所謂
[00:10:04.180 --> 00:10:07.780]  他得到的真主啓示的可蘭經
[00:10:07.780 --> 00:10:14.100]  同時也藉着他手上的這一個刀兵
[00:10:14.100 --> 00:10:18.420]  把整個當時候甚至基督教所在的地方
[00:10:18.420 --> 00:10:20.820]  你今天有機會到土耳其去看
[00:10:20.820 --> 00:10:27.180]  你去看伊斯坦堡
[00:10:27.180 --> 00:10:30.100]  以前叫做君士坦丁堡
[00:10:30.100 --> 00:10:33.820]  那曾經是君士坦丁
[00:10:33.820 --> 00:10:35.140]  遷都到那個地方
[00:10:35.140 --> 00:10:38.820]  是當時候可以說的首都
[00:10:38.820 --> 00:10:43.660]  可是你到那邊去看
[00:10:43.660 --> 00:10:45.740]  聖索菲爾那個大教堂
[00:10:45.740 --> 00:10:47.060]  你還可以看到
[00:10:47.060 --> 00:10:51.940]  當年的那個東正教的那個教堂的
[00:10:51.940 --> 00:10:52.820]  在那個地方
[00:10:52.820 --> 00:10:57.940]  可是他現在已經變成是清真寺了
[00:10:57.940 --> 00:11:02.300]  所以當這個整個的土耳其
[00:11:02.300 --> 00:11:06.700]  這個伊斯坦堡被拿下來之後
[00:11:06.700 --> 00:11:11.860]  整個的阿拉伯半島就被他統一起來了
[00:11:11.860 --> 00:11:17.300]  像劉子美、穆罕默德是帶着戰車馬兵
