
[00:00:00.000 --> 00:00:02.880]  弟兄姊妹朋友們早安
[00:00:02.880 --> 00:00:07.520]  今天我要來跟各位講基督徒應該有的
[00:00:07.520 --> 00:00:11.720]  第一個月的時候我講說基督徒應該有的純心
[00:00:11.720 --> 00:00:14.240]  你心裡面純什麼
[00:00:14.240 --> 00:00:17.840]  那麼我講說基督應該純心愛神愛人
[00:00:17.840 --> 00:00:19.520]  謙卑順服
[00:00:19.520 --> 00:00:21.240]  知足常樂
[00:00:21.240 --> 00:00:22.920]  忍耐寬容
[00:00:22.920 --> 00:00:25.000]  還有誠實溫柔
[00:00:25.000 --> 00:00:29.960]  就好像耶穌基督道成肉身降世為人
[00:00:29.960 --> 00:00:32.240]  取了人的樣式
[00:00:32.240 --> 00:00:35.240]  純心順服以至於死
[00:00:35.240 --> 00:00:37.440]  卻死在十字架上
[00:00:37.440 --> 00:00:42.360]  跟著又講了一說基督徒的天地路程
[00:00:42.360 --> 00:00:44.120]  Pilgrim Progress
[00:00:44.120 --> 00:00:48.880]  這是本人約翰寫的那本天地路程那本書
[00:00:48.880 --> 00:00:51.920]  當然我們的天地路程
[00:00:51.920 --> 00:00:54.160]  基本上就是有三個步驟
[00:00:54.160 --> 00:00:56.600]  第一個步驟就是你得救
[00:00:56.600 --> 00:00:58.960]  第二個步驟你就是成聖
[00:00:58.960 --> 00:01:02.480]  第三個步驟就是得榮耀
[00:01:02.480 --> 00:01:06.680]  得救的意思就是你覺知信主受洗歸如主的名下
[00:01:06.680 --> 00:01:08.200]  你就得救了
[00:01:08.200 --> 00:01:11.200]  但是並不是這樣子就完了
[00:01:11.200 --> 00:01:13.440]  因為我們有一生之久
[00:01:13.440 --> 00:01:16.080]  我們能夠從結裡面出來
[00:01:16.080 --> 00:01:19.800]  那個毛毛蟲變成一隻美麗的蝴蝶
[00:01:19.800 --> 00:01:23.480]  所以我們有一生之久讓我們成聖
[00:01:23.480 --> 00:01:25.840]  最後我們要得榮耀
[00:01:25.840 --> 00:01:28.640]  得榮耀有兩個意思
[00:01:28.640 --> 00:01:31.720]  第一個我們將來有一天我們上了天國
[00:01:31.720 --> 00:01:33.280]  我們見到神的面
[00:01:33.280 --> 00:01:35.200]  我們可以得榮耀
[00:01:35.200 --> 00:01:39.880]  另外我們活在那個世界上就可以得榮耀
[00:01:39.880 --> 00:01:42.320]  用不著說我們死了以後復活
[00:01:42.320 --> 00:01:44.240]  才見到神才得榮耀
[00:01:44.240 --> 00:01:48.440]  因為我們在世界上雖然有苦難
[00:01:48.440 --> 00:01:51.080]  但是在主裡面有平安
[00:01:51.080 --> 00:01:52.400]  不是嗎
[00:01:52.400 --> 00:01:54.760]  今天我要跟各位分享的是
[00:01:54.760 --> 00:01:59.040]  我們基督徒應該要有的天國觀
[00:01:59.040 --> 00:02:01.080]  你怎麼看天國
[00:02:01.080 --> 00:02:04.920]  天國是在你心裡面像是哲學講的
[00:02:04.920 --> 00:02:09.080]  還是天國是一個實實在在真實的
[00:02:09.080 --> 00:02:11.840]  有一個小故事是這麼說
[00:02:11.840 --> 00:02:16.720]  有一位弟兄生了重病住在醫院裡面
[00:02:16.720 --> 00:02:18.560]  牧師就去看他
[00:02:18.560 --> 00:02:20.160]  結果來到醫院的時候
[00:02:20.160 --> 00:02:23.280]  正好碰到那個人的妻子
[00:02:23.280 --> 00:02:25.600]  那個人的太太要出來
[00:02:25.600 --> 00:02:28.040]  牧師就跟她寒暄了幾句
[00:02:28.040 --> 00:02:29.920]  然後就問她
[00:02:29.920 --> 00:02:31.480]  你的先生怎麼樣
[00:02:31.480 --> 00:02:33.280]  她說牧師不太好
[00:02:33.280 --> 00:02:34.280]  為什麼呢
[00:02:34.280 --> 00:02:37.880]  醫生說他已經是最後一段時間了
[00:02:37.880 --> 00:02:44.120]  他自己好惆悵好失望好生氣好難過
[00:02:44.120 --> 00:02:45.720]  但是牧師你不要跟他講
[00:02:45.720 --> 00:02:47.000]  我還沒跟他講
[00:02:47.000 --> 00:02:49.240]  就讓他能夠走吧
[00:02:49.240 --> 00:02:52.160]  牧師就去了到他的病床前面
[00:02:52.160 --> 00:02:54.160]  就問他你好嗎
[00:02:54.160 --> 00:02:55.840]  他說牧師不好
[00:02:55.840 --> 00:02:58.480]  我看我大概沒有幾天好活了
[00:02:58.480 --> 00:03:00.240]  不要跟我的太太講
[00:03:00.240 --> 00:03:01.520]  他大概還不知道
[00:03:01.520 --> 00:03:04.520]  但是我感覺到沒幾天好活了
[00:03:04.520 --> 00:03:06.880]  牧師說你怕嗎
[00:03:06.880 --> 00:03:08.440]  他說我怕
[00:03:08.440 --> 00:03:10.800]  牧師說我不是跟你講過這麼多次
[00:03:10.800 --> 00:03:13.520]  信耶穌基督的人我們要上天國
[00:03:13.520 --> 00:03:15.400]  你還怕什麼呢
[00:03:15.400 --> 00:03:17.640]  再說你已經活了八十歲了
[00:03:17.640 --> 00:03:19.600]  你的兒孫都成群了
[00:03:19.600 --> 00:03:21.880]  一輩子過得又這麼好
[00:03:21.880 --> 00:03:22.840]  有什麼好怕
[00:03:22.840 --> 00:03:25.040]  去建築不是更怕嗎
[00:03:25.040 --> 00:03:26.120]  他說對啊
[00:03:26.120 --> 00:03:28.680]  但是我忍不住還是怕
[00:03:28.680 --> 00:03:30.320]  結果牧師就跟他說
[00:03:30.320 --> 00:03:31.840]  這樣子好了
[00:03:31.840 --> 00:03:33.680]  你幫我一個忙
[00:03:33.680 --> 00:03:35.160]  他說什麼忙
[00:03:35.160 --> 00:03:36.800]  你先去的話
[00:03:36.800 --> 00:03:38.160]  你就跟神講
[00:03:38.160 --> 00:03:40.080]  他說等等我趕快記下來
[00:03:40.080 --> 00:03:41.400]  他就拿個本子
[00:03:41.400 --> 00:03:43.160]  他說你跟神講
[00:03:43.160 --> 00:03:46.080]  我某某人對不起
[00:03:46.080 --> 00:03:49.360]  我在這個世界上沒有做太多的事情
[00:03:49.360 --> 00:03:52.000]  沒有為神做大事情
[00:03:52.000 --> 00:03:54.280]  求神還能夠體諒
[00:03:54.280 --> 00:03:55.440]  能夠原諒
[00:03:55.440 --> 00:03:56.280]  他說沒有問題
[00:03:56.280 --> 00:03:57.640]  我記下來
[00:03:57.640 --> 00:03:59.040]  他說再有一件事情
[00:03:59.040 --> 00:03:59.680]  你幫我忙
[00:03:59.680 --> 00:04:00.680]  他說什麼
[00:04:00.680 --> 00:04:02.440]  他說你到神那邊
[00:04:02.440 --> 00:04:04.160]  找了房子
[00:04:04.160 --> 00:04:05.640]  你看看你家附近有沒有
[00:04:05.640 --> 00:04:07.320]  還有空的房子
[00:04:07.320 --> 00:04:08.320]  將來有一天
[00:04:08.320 --> 00:04:11.400]  我們還可以做鄰居不是嗎
[00:04:11.400 --> 00:04:13.120]  他把這個記下來以後
[00:04:13.120 --> 00:04:14.560]  不再害怕
[00:04:14.560 --> 00:04:17.680]  因為他知道他要去哪裡了
[00:04:17.680 --> 00:04:19.400]  哈雷路亞詹姆斯
[00:04:19.400 --> 00:04:20.840]  這就是我們講的
[00:04:20.840 --> 00:04:22.720]  你知道你從哪裡來
[00:04:22.720 --> 00:04:25.480]  要往哪裡去嗎
[00:04:25.480 --> 00:04:26.520]  我們常常講
[00:04:26.520 --> 00:04:28.240]  我們有一個天國
[00:04:28.240 --> 00:04:30.680]  那麼天國在你的心中
[00:04:30.680 --> 00:04:32.600]  是一個哲學的觀念
[00:04:32.600 --> 00:04:35.760]  還是一個真的一個天國的世界呢
[00:04:35.760 --> 00:04:39.480]  這天國是我今天要跟各位講的
[00:04:39.480 --> 00:04:44.120]  我們應該要什麼樣子的天國觀
[00:04:44.120 --> 00:04:47.760]  您知道嗎 聖經上面你如果去查
[00:04:47.760 --> 00:04:51.200]  天國 神的國 還有神國
[00:04:51.200 --> 00:04:53.760]  大概你可以找到一兩百個
[00:04:53.760 --> 00:04:55.200]  這樣子的字
[00:04:55.200 --> 00:04:58.280]  但是全部在新約裡面
[00:04:58.280 --> 00:04:59.800]  我就靜不住想說
[00:04:59.800 --> 00:05:02.760]  難道舊約裡面沒有天國嗎
[00:05:02.760 --> 00:05:05.160]  其實舊約裡面也有天國的
[00:05:05.160 --> 00:05:08.560]  彌加書第四章一到三節
