
[00:00:00.000 --> 00:00:03.560]  今日就會來到彼得前書第三章
[00:00:03.560 --> 00:00:05.960]  今日很想用另一個比較不同的方式
[00:00:05.960 --> 00:00:08.560]  來跟大家來看這段經文
[00:00:08.560 --> 00:00:11.160]  通常我都是提醒大家
[00:00:11.160 --> 00:00:12.840]  如果有時間的話
[00:00:12.840 --> 00:00:14.640]  你真的可以回家
[00:00:14.640 --> 00:00:15.840]  可以將彼得前書
[00:00:15.840 --> 00:00:18.440]  將你在崇拜聽道的經文
[00:00:18.440 --> 00:00:20.400]  再重新看一看
[00:00:20.400 --> 00:00:21.520]  去溫習一下
[00:00:21.520 --> 00:00:23.720]  我想是能夠幫助你更多
[00:00:23.720 --> 00:00:26.560]  因為每次講到都未必有那麼多時間
[00:00:26.560 --> 00:00:30.760]  和大家一起去看所有的經文的內容
[00:00:30.760 --> 00:00:33.360]  今日很想和大家看彼得前書三章的時候
[00:00:33.360 --> 00:00:37.640]  其實同樣很想和大家一起看C篇的三十四篇
[00:00:37.640 --> 00:00:41.600]  你回去慢慢將兩個經文放在一起看
[00:00:41.600 --> 00:00:42.760]  你就會發覺
[00:00:42.760 --> 00:00:44.720]  在彼得前書三章裏面
[00:00:44.720 --> 00:00:47.280]  彼得就很明顯的
[00:00:47.280 --> 00:00:48.400]  在某一段的經文
[00:00:48.400 --> 00:00:49.960]  一會兒我們會有機會讀到
[00:00:49.960 --> 00:00:52.600]  就是取材了C篇三十四篇
[00:00:52.600 --> 00:00:53.880]  但我想大家去看的時候
[00:00:53.880 --> 00:00:54.640]  你更加留意到
[00:00:54.640 --> 00:00:57.960]  其實彼得前書的第二、第三章
[00:00:57.960 --> 00:01:02.880]  都是受到C篇的三十四篇的影響
[00:01:02.880 --> 00:01:04.680]  如果大家看多一點的時候
[00:01:04.680 --> 00:01:07.240]  你就會發覺其中一個很重要的訊息
[00:01:07.240 --> 00:01:09.960]  就是敬畏神
[00:01:09.960 --> 00:01:11.360]  就是敬畏
[00:01:11.360 --> 00:01:13.360]  這個是在彼得前書二、三章
[00:01:13.360 --> 00:01:15.520]  和C篇的三十四篇裏面
[00:01:15.520 --> 00:01:18.000]  很重要的訊息
[00:01:18.000 --> 00:01:21.720]  所以我相信彼得在他自己看C篇三十四篇的時候
[00:01:21.720 --> 00:01:22.920]  他的領受
[00:01:22.920 --> 00:01:25.840]  又放回當時的處境的時候
[00:01:25.840 --> 00:01:27.920]  他就將C篇三十四篇裏面
[00:01:27.920 --> 00:01:29.280]  給他的訊息
[00:01:29.280 --> 00:01:32.560]  帶回去寫給教會的書信
[00:01:32.560 --> 00:01:33.520]  所以這個是
[00:01:33.520 --> 00:01:35.760]  我想今天和大家來到去看的時候
[00:01:35.760 --> 00:01:38.000]  從一個更加我們通常
[00:01:38.000 --> 00:01:40.000]  查經或者我們研經的時候
[00:01:40.000 --> 00:01:41.880]  我們都鼓勵弟兄姊妹
[00:01:41.880 --> 00:01:45.240]  我們看一個叫做原始的版本
[00:01:45.240 --> 00:01:49.200]  更加看當時的經文是怎樣
[00:01:49.200 --> 00:01:51.840]  所以如果要認識彼得前書的三章
[00:01:51.840 --> 00:01:54.080]  我相信更加重要就是
[00:01:54.080 --> 00:01:57.800]  多點去認識C篇的三十四篇
[00:01:57.800 --> 00:02:00.240]  我先和大家讀部分的經文
[00:02:00.240 --> 00:02:05.000]  在彼得前書的三章十節到十二節
[00:02:05.000 --> 00:02:07.360]  其實就是取材了在C篇三十四篇的
[00:02:07.360 --> 00:02:09.760]  十二到十六節
[00:02:09.760 --> 00:02:13.080]  我們讀了彼得前書的三章十節到十二節
[00:02:13.080 --> 00:02:14.840]  然後我們很快地
[00:02:14.840 --> 00:02:17.600]  看一看C篇三十四篇那幾節
[00:02:17.600 --> 00:02:19.320]  我們一起先讀這幾節經文
[00:02:19.320 --> 00:02:21.760]  彼得前書三章十節讀到十二節
[00:02:21.760 --> 00:02:23.800]  看得到的我們一起讀完這幾節經文
[00:02:23.800 --> 00:02:25.120]  預備起
[00:02:25.120 --> 00:02:27.200]  因為經上說
[00:02:27.200 --> 00:02:30.560]  人若愛生命願享美福
[00:02:30.560 --> 00:02:34.240]  需要禁止舌頭不出惡言
[00:02:34.240 --> 00:02:37.360]  嘴唇不說詭詐的話
[00:02:37.360 --> 00:02:41.720]  也要利惡行善尋求和睦
[00:02:41.720 --> 00:02:44.320]  一心追趕
[00:02:44.320 --> 00:02:47.560]  因為主的眼看顧二人
[00:02:47.560 --> 00:02:50.800]  主的耳聽他們的祈禱
[00:02:50.800 --> 00:02:56.000]  唯有行惡的人主向他們辯念
[00:02:56.000 --> 00:02:57.560]  第一節就沒什麼印象
[00:02:57.560 --> 00:02:59.040]  不過我們看完C篇三十四篇
[00:02:59.040 --> 00:03:00.640]  十二節十三節這些
[00:03:00.640 --> 00:03:03.920]  大家就會很快想起剛才讀的經文
[00:03:03.920 --> 00:03:07.160]  又是說到喜好存活
[00:03:07.160 --> 00:03:09.160]  愛慕長壽
[00:03:09.160 --> 00:03:12.680]  彼得前書用了愛慕生命享受美福
[00:03:12.680 --> 00:03:15.320]  就要禁止舌頭不出惡言
[00:03:15.320 --> 00:03:17.640]  嘴唇不說詭詐的話
[00:03:17.640 --> 00:03:20.640]  十四十五節要利惡行善
[00:03:20.640 --> 00:03:22.200]  尋求和睦
[00:03:22.200 --> 00:03:24.200]  一心追趕
[00:03:24.200 --> 00:03:26.520]  耶和華的眼目看顧二人
[00:03:26.520 --> 00:03:29.200]  他的耳朵聽他們的呼求
[00:03:29.200 --> 00:03:30.320]  三十四篇十六節
[00:03:30.320 --> 00:03:33.160]  耶和華向行惡的人辯念
[00:03:33.160 --> 00:03:37.280]  要從世上除滅他們的名號
[00:03:37.280 --> 00:03:39.920]  所以這個C篇三十四篇的十二到十六節
[00:03:39.920 --> 00:03:42.120]  其實正正就是成為彼得
[00:03:42.120 --> 00:03:44.400]  他自己寫信給教會的時候
[00:03:44.400 --> 00:03:46.960]  所用的內容
[00:03:46.960 --> 00:03:49.640]  或者我和大家又再看多兩節經文
[00:03:49.640 --> 00:03:52.080]  和彼得前書的二章三節
[00:03:52.080 --> 00:03:53.680]  其實正正就是在C篇的
[00:03:53.680 --> 00:03:56.080]  三十四篇的第八節裡面
[00:03:56.080 --> 00:03:57.640]  彼得所領受之後
[00:03:57.640 --> 00:03:59.160]  他將它寫下來
[00:03:59.160 --> 00:04:00.640]  我們一起讀這兩節經文
[00:04:00.640 --> 00:04:01.640]  先讀彼前
[00:04:01.640 --> 00:04:04.000]  然後再讀C篇三十四篇的第八節
[00:04:04.000 --> 00:04:05.360]  預備起
[00:04:05.360 --> 00:04:08.360]  你們若嘗過主恩的滋味
[00:04:08.360 --> 00:04:10.920]  就必如此
[00:04:10.920 --> 00:04:14.480]  你們要嘗嘗主恩的滋味
[00:04:14.480 --> 00:04:16.960]  便知道他是美善
[00:04:16.960 --> 00:04:21.000]  依靠他的人有福了
[00:04:21.000 --> 00:04:25.160]  另外其實還有一些是從三十四篇裡面
[00:04:25.160 --> 00:04:27.920]  去受到彼得受到影響
[00:04:27.920 --> 00:04:31.240]  在彼得前書的二章一節和二十二節
[00:04:31.240 --> 00:04:35.440]  都是在C篇三十四篇裡面所提到的
[00:04:35.440 --> 00:04:38.680]  在這裡我想從C篇三十四篇也好
[00:04:38.680 --> 00:04:41.000]  從彼得前書三章也好
[00:04:41.000 --> 00:04:42.960]  我想相同的信息
[00:04:42.960 --> 00:04:45.080]  我想和大家來到看幾個重點
[00:04:45.080 --> 00:04:48.040]  第一個其實在C篇三十四篇裡面
[00:04:48.040 --> 00:04:50.120]  我剛才提到的是敬畏
[00:04:50.120 --> 00:04:52.240]  是C篇作者大衛
[00:04:52.240 --> 00:04:55.760]  他所希望傳達一個很重要的信息
[00:04:55.760 --> 00:04:57.760]  其實仍是詩人大衛
[00:04:57.760 --> 00:05:02.120]  他自己從恐懼去到敬畏
[00:05:02.120 --> 00:05:05.200]  原本在大衛的生平寫這首詩歌的時候
[00:05:05.200 --> 00:05:06.240]  如果大家回去看的時候
[00:05:06.240 --> 00:05:08.040]  你會見到詩歌開始的時候
[00:05:08.040 --> 00:05:10.440]  就講到大衛在一個逃避中
[00:05:10.440 --> 00:05:15.080]  被人追殺去扮成一個瘋子的時候
[00:05:15.080 --> 00:05:18.640]  他的場景來寫下這個詩篇
[00:05:18.640 --> 00:05:21.640]  他當時候的心情或是一個情況是怎樣呢
[00:05:21.640 --> 00:05:26.520]  我們來看看C篇的三十四篇三到七節
[00:05:26.520 --> 00:05:28.240]  我們一起讀完這幾節經文
[00:05:28.240 --> 00:05:30.600]  C篇三十四篇的三到七節
[00:05:30.600 --> 00:05:31.800]  如果找到的話我們一起讀
[00:05:31.800 --> 00:05:33.040]  預備起
[00:05:33.040 --> 00:05:36.520]  「你們和我當青夜和華為大
[00:05:36.520 --> 00:05:39.120]  一同高舉他的名
