
[00:00:00.000 --> 00:00:02.240]  各位姐妹,很快又一日了
[00:00:02.240 --> 00:00:03.240]  我們今天看的是
[00:00:03.240 --> 00:00:06.240]  「從他得一個兒子」
[00:00:06.240 --> 00:00:09.440]  「他」是指阿伯拉罕的太太
[00:00:09.440 --> 00:00:12.240]  舊名叫做薩萊
[00:00:12.240 --> 00:00:13.840]  新名叫做薩拉
[00:00:13.840 --> 00:00:15.640]  從他得一個兒子
[00:00:15.640 --> 00:00:18.640]  聖經人聖經事來自生命說書的網絡
[00:00:18.640 --> 00:00:21.440]  希望我們多讀聖經認識上帝
[00:00:21.440 --> 00:00:24.640]  看看他在人與事上怎樣管理
[00:00:24.640 --> 00:00:27.240]  以及背後我們的上帝是怎樣的
[00:00:27.240 --> 00:00:29.640]  從他得了一個兒子
[00:00:29.640 --> 00:00:31.640]  十七章十五十六節開始
[00:00:31.640 --> 00:00:33.640]  「神又對阿伯拉罕說」
[00:00:33.640 --> 00:00:35.640]  改了名了
[00:00:35.640 --> 00:00:37.640]  以前叫什麼?
[00:00:37.640 --> 00:00:40.640]  阿伯蘭是高舉的父
[00:00:40.640 --> 00:00:43.640]  即是好的父親,偉大的父親
[00:00:43.640 --> 00:00:45.640]  阿伯拉罕多國之父
[00:00:45.640 --> 00:00:48.640]  多人的父
[00:00:48.640 --> 00:00:51.640]  「你的妻子薩萊」
[00:00:51.640 --> 00:00:52.640]  薩萊
[00:00:52.640 --> 00:00:54.640]  薩萊不要再叫薩萊了
[00:00:54.640 --> 00:00:55.640]  薩萊的意思
[00:00:55.640 --> 00:00:56.640]  以前說過了
[00:00:56.640 --> 00:00:58.640]  是公主
[00:00:58.640 --> 00:01:00.640]  公主呀,很漂亮呀
[00:01:00.640 --> 00:01:02.640]  薩萊應該是很漂亮的
[00:01:02.640 --> 00:01:04.640]  公主呀
[00:01:04.640 --> 00:01:07.640]  我要叫她的新名叫薩拉
[00:01:07.640 --> 00:01:09.640]  薩拉
[00:01:09.640 --> 00:01:13.640]  薩拉就是多國之母
[00:01:13.640 --> 00:01:15.640]  多人之母
[00:01:15.640 --> 00:01:19.640]  配上阿伯拉罕叫多國之父
[00:01:19.640 --> 00:01:20.640]  多人之父
[00:01:20.640 --> 00:01:22.640]  多人的母
[00:01:22.640 --> 00:01:24.640]  我會賜福給她
[00:01:24.640 --> 00:01:28.640]  也使你從她得一個兒子
[00:01:28.640 --> 00:01:31.640]  我要賜福給她
[00:01:31.640 --> 00:01:33.640]  她要作多國之母
[00:01:33.640 --> 00:01:35.640]  就是薩拉的意思
[00:01:35.640 --> 00:01:39.640]  必有百姓的君王從她而出
[00:01:39.640 --> 00:01:42.640]  在她後面會出一個君王
[00:01:42.640 --> 00:01:44.640]  從她得一個兒子
[00:01:44.640 --> 00:01:47.640]  這是應許
[00:01:47.640 --> 00:01:52.640]  阿伯拉罕和薩拉會有一個兒子
[00:01:52.640 --> 00:01:54.640]  從她得一個兒子
[00:01:54.640 --> 00:01:57.640]  我是全能的神
[00:01:57.640 --> 00:01:58.640]  跟她說
[00:01:58.640 --> 00:02:00.640]  一直說到現在
[00:02:00.640 --> 00:02:04.640]  誰知她們不太相信
[00:02:04.640 --> 00:02:06.640]  阿伯拉罕就虎伏在地
[00:02:06.640 --> 00:02:09.640]  嬉笑說
[00:02:09.640 --> 00:02:13.640]  一百歲的人還能得孩子嗎
[00:02:13.640 --> 00:02:18.640]  我太太也老了
[00:02:18.640 --> 00:02:23.640]  薩拉已經九十歲還能生養嗎
[00:02:23.640 --> 00:02:26.640]  如果你看其他經文
[00:02:26.640 --> 00:02:30.640]  有三個人來到阿伯拉罕
[00:02:30.640 --> 00:02:33.640]  請坐先吃點東西
[00:02:33.640 --> 00:02:38.640]  今年你太太會生一個兒子
[00:02:38.640 --> 00:02:41.640]  明年就會生
[00:02:41.640 --> 00:02:45.640]  薩拉在帳篷後面笑
[00:02:45.640 --> 00:02:48.640]  其實她只是暗笑
[00:02:48.640 --> 00:02:50.640]  但其中三個人說
[00:02:50.640 --> 00:02:51.640]  你太太為何要笑
[00:02:51.640 --> 00:02:52.640]  薩拉說
[00:02:52.640 --> 00:02:53.640]  我沒有笑
[00:02:53.640 --> 00:02:55.640]  你是有笑的
[00:02:55.640 --> 00:02:59.640]  薩拉在帳篷後面笑
[00:02:59.640 --> 00:03:01.640]  九十歲還能生孩子嗎
[00:03:01.640 --> 00:03:05.640]  阿伯拉罕虎伏在地
[00:03:05.640 --> 00:03:08.640]  嬉笑說
[00:03:08.640 --> 00:03:10.640]  第一留意這個字
[00:03:10.640 --> 00:03:13.640]  阿伯拉罕是否不信神
[00:03:13.640 --> 00:03:17.640]  笑說
[00:03:17.640 --> 00:03:20.640]  一百歲還能生孩子嗎
[00:03:20.640 --> 00:03:23.640]  阿伯拉罕虎伏在地
[00:03:23.640 --> 00:03:25.640]  何謂虎伏
[00:03:25.640 --> 00:03:26.640]  我是全靈的神
[00:03:26.640 --> 00:03:27.640]  我要祝福你
[00:03:27.640 --> 00:03:28.640]  多謝
[00:03:28.640 --> 00:03:29.640]  虎伏
[00:03:29.640 --> 00:03:31.640]  你要生一個兒子
[00:03:31.640 --> 00:03:32.640]  不是呀
[00:03:32.640 --> 00:03:33.640]  多謝
[00:03:33.640 --> 00:03:34.640]  虎伏
[00:03:34.640 --> 00:03:37.640]  而心裡是喜笑
[00:03:37.640 --> 00:03:38.640]  不是嬉笑
[00:03:38.640 --> 00:03:39.640]  喜笑
[00:03:39.640 --> 00:03:42.640]  開心到笑出來
[00:03:42.640 --> 00:03:45.640]  開心到發夢
[00:03:45.640 --> 00:03:47.640]  喜笑
[00:03:47.640 --> 00:03:48.640]  虎伏在地
[00:03:48.640 --> 00:03:50.640]  開心到不得了
[00:03:50.640 --> 00:03:51.640]  開心到不得了
[00:03:51.640 --> 00:03:52.640]  很開心
[00:03:52.640 --> 00:03:54.640]  心裡說
[00:03:54.640 --> 00:03:56.640]  我都一百歲
[00:03:56.640 --> 00:03:58.640]  還能生孩子嗎
[00:03:58.640 --> 00:04:05.640]  這兩行不能認為是阿伯拉罕
[00:04:05.640 --> 00:04:08.640]  真的那麼不信
[00:04:08.640 --> 00:04:11.640]  薩拉在帳篷後面是不信的
[00:04:11.640 --> 00:04:15.640]  因為三位其中一位指責他
[00:04:15.640 --> 00:04:17.640]  你不信
[00:04:17.640 --> 00:04:19.640]  你偷笑
[00:04:19.640 --> 00:04:20.640]  即是不信我們說的話
[00:04:20.640 --> 00:04:22.640]  即是說我們不行
[00:04:22.640 --> 00:04:23.640]  薩拉說
[00:04:23.640 --> 00:04:24.640]  我沒有笑
[00:04:24.640 --> 00:04:25.640]  你真的有笑
[00:04:25.640 --> 00:04:27.640]  被上帝知道了
[00:04:27.640 --> 00:04:29.640]  上帝也沒有什麼不知道
[00:04:29.640 --> 00:04:31.640]  這裡神沒有說他
[00:04:31.640 --> 00:04:34.640]  阿伯拉罕虎伏在地
[00:04:34.640 --> 00:04:37.640]  這樣也行
[00:04:37.640 --> 00:04:39.640]  我一百歲
[00:04:39.640 --> 00:04:40.640]  我太太九十歲
[00:04:40.640 --> 00:04:41.640]  怎麼行
[00:04:41.640 --> 00:04:48.640]  但其實沒有
[00:04:48.640 --> 00:04:49.640]  為何有這句
[00:04:49.640 --> 00:04:50.640]  阿伯拉罕對神說
[00:04:50.640 --> 00:04:54.640]  但願以實瑪利會在你面前
[00:04:54.640 --> 00:04:56.640]  以實瑪利是誰呢
[00:04:56.640 --> 00:04:59.640]  就是神以前對阿伯拉罕說
[00:04:59.640 --> 00:05:01.640]  你會生一個兒子
[00:05:01.640 --> 00:05:03.640]  但薩拉說
[00:05:03.640 --> 00:05:05.640]  我九十歲
[00:05:05.640 --> 00:05:07.640]  哪裡能生
[00:05:07.640 --> 00:05:10.640]  如果以當時的慣例
[00:05:10.640 --> 00:05:11.640]  可以做的
[00:05:11.640 --> 00:05:15.640]  就是叫自己的婢女做妾侍
[00:05:15.640 --> 00:05:17.640]  做丈夫的妾侍
[00:05:17.640 --> 00:05:19.640]  於是為她生兒子
[00:05:19.640 --> 00:05:21.640]  由她而出
[00:05:21.640 --> 00:05:22.640]  所以就是她的兒子
[00:05:22.640 --> 00:05:24.640]  於是薩拉就用人的方法
[00:05:24.640 --> 00:05:26.640]  而當時有一個不夠好的地方
[00:05:26.640 --> 00:05:28.640]  阿伯拉罕也覺得
[00:05:28.640 --> 00:05:30.640]  我們也是這樣
[00:05:30.640 --> 00:05:31.640]  他接受了
[00:05:31.640 --> 00:05:33.640]  於是生了兒子
[00:05:33.640 --> 00:05:35.640]  跟婢女下嫁
[00:05:35.640 --> 00:05:36.640]  生了兒子
[00:05:36.640 --> 00:05:38.640]  叫以實瑪利
[00:05:38.640 --> 00:05:39.640]  屬於他的
[00:05:39.640 --> 00:05:40.640]  不過皮膚黑一點
[00:05:40.640 --> 00:05:42.640]  是埃及人
[00:05:42.640 --> 00:05:43.640]  下嫁是埃及人
[00:05:43.640 --> 00:05:45.640]  以實瑪利媽媽是埃及人
[00:05:45.640 --> 00:05:47.640]  是一個婢女
[00:05:47.640 --> 00:05:49.640]  但願以實瑪利會在你面前
[00:05:49.640 --> 00:05:51.640]  他也很認真的
[00:05:51.640 --> 00:05:54.640]  上帝說你會生兒子
[00:05:54.640 --> 00:05:55.640]  多謝多謝
[00:05:55.640 --> 00:05:57.640]  一百歲哪裡能生
[00:05:57.640 --> 00:05:59.640]  其實上帝很感謝你
[00:05:59.640 --> 00:06:01.640]  不過我已經有一個兒子
[00:06:01.640 --> 00:06:02.640]  生了
[00:06:02.640 --> 00:06:04.640]  多謝你已經給我一個兒子
[00:06:04.640 --> 00:06:06.640]  願以實瑪利希望他會在你面前
[00:06:06.640 --> 00:06:07.640]  你看看他
[00:06:07.640 --> 00:06:09.640]  有了有以實瑪利了
[00:06:09.640 --> 00:06:11.640]  好了
[00:06:11.640 --> 00:06:13.640]  大家要留意的就是
[00:06:13.640 --> 00:06:15.640]  我的字
[00:06:15.640 --> 00:06:18.640]  從他得一個兒子
[00:06:18.640 --> 00:06:19.640]  第一點想說的
[00:06:19.640 --> 00:06:21.640]  上帝有他的能力和吩咐
[00:06:21.640 --> 00:06:23.640]  得一個兒子我給你一個兒子
[00:06:23.640 --> 00:06:24.640]  誰知
[00:06:24.640 --> 00:06:26.640]  阿伯拉罕誤會了
[00:06:26.640 --> 00:06:28.640]  多謝主我已經有了
[00:06:28.640 --> 00:06:30.640]  就是以實瑪利
[00:06:30.640 --> 00:06:32.640]  你也祝福他
[00:06:32.640 --> 00:06:33.640]  願他會在你面前
[00:06:33.640 --> 00:06:35.640]  雖然皮膚黑了一點
[00:06:35.640 --> 00:06:36.640]  不過也很英俊
[00:06:36.640 --> 00:06:38.640]  少少亂七八糟也說不定
[00:06:38.640 --> 00:06:40.640]  不過你祝福他吧
[00:06:40.640 --> 00:06:42.640]  以實瑪利
[00:06:42.640 --> 00:06:44.640]  上帝說不是
[00:06:44.640 --> 00:06:46.640]  是你的妻子撒拉要給你
[00:06:46.640 --> 00:06:47.640]  生一個兒子
[00:06:47.640 --> 00:06:49.640]  是她自己生
[00:06:49.640 --> 00:06:51.640]  而且我要改名叫
[00:06:51.640 --> 00:06:53.640]  以撒
[00:06:53.640 --> 00:06:55.640]  我會和以撒堅定
[00:06:55.640 --> 00:06:57.640]  和你所納的約
[00:06:57.640 --> 00:06:59.640]  不是和以實瑪利
[00:06:59.640 --> 00:07:01.640]  不過第三點
[00:07:01.640 --> 00:07:03.640]  說的是螢光的
[00:07:03.640 --> 00:07:05.640]  至於以實瑪利
[00:07:05.640 --> 00:07:07.640]  神真厲害
[00:07:07.640 --> 00:07:09.640]  我真的很欣賞
[00:07:09.640 --> 00:07:11.640]  以實瑪利我不算
[00:07:11.640 --> 00:07:13.640]  很快就收回他的生命
[00:07:13.640 --> 00:07:14.640]  不是
[00:07:14.640 --> 00:07:17.640]  以實瑪利既然從你而出
[00:07:17.640 --> 00:07:19.640]  我也有口齒
[00:07:19.640 --> 00:07:20.640]  從你而出我也祝福
[00:07:20.640 --> 00:07:23.640]  我也英文你會賜福給他
[00:07:23.640 --> 00:07:25.640]  使他昌盛極其繁多
[00:07:25.640 --> 00:07:27.640]  他有十二個族長
[00:07:27.640 --> 00:07:29.640]  都成為大國
[00:07:29.640 --> 00:07:31.640]  他會好像
[00:07:31.640 --> 00:07:32.640]  我們現在看
[00:07:32.640 --> 00:07:34.640]  阿伯拉罕當時不知道
[00:07:34.640 --> 00:07:36.640]  因為他不知道以撒雅國
[00:07:36.640 --> 00:07:37.640]  雅國有十二個兒子
[00:07:37.640 --> 00:07:39.640]  他不知道十二支派
[00:07:39.640 --> 00:07:40.640]  上帝在這裡說
[00:07:40.640 --> 00:07:43.640]  以實瑪利雖然不是我說的那個
[00:07:43.640 --> 00:07:45.640]  是你用自己人手方法
[00:07:45.640 --> 00:07:47.640]  做那件事的那個
[00:07:47.640 --> 00:07:49.640]  不過既然從你
[00:07:49.640 --> 00:07:50.640]  阿伯拉罕而出
[00:07:50.640 --> 00:07:51.640]  我也認賬
[00:07:51.640 --> 00:07:53.640]  所以我會祝福
[00:07:53.640 --> 00:07:54.640]  以實瑪利
[00:07:54.640 --> 00:07:56.640]  我也會賜福給他
[00:07:56.640 --> 00:07:57.640]  使他昌盛
[00:07:57.640 --> 00:07:59.640]  很多人十二個族長
[00:07:59.640 --> 00:08:02.640]  我也要使他成為大國
[00:08:02.640 --> 00:08:04.640]  也真是大國
[00:08:04.640 --> 00:08:06.640]  因為今天你看看中東
[00:08:06.640 --> 00:08:09.640]  以實瑪利的後裔是什麼呢
[00:08:09.640 --> 00:08:10.640]  就是阿拉伯人
[00:08:10.640 --> 00:08:12.640]  以實瑪利的後裔
[00:08:12.640 --> 00:08:13.640]  阿拉伯人多不多?
[00:08:13.640 --> 00:08:14.640]  大不大個?
[00:08:14.640 --> 00:08:15.640]  當然大了
[00:08:15.640 --> 00:08:17.640]  沙地阿拉伯已經夠大了
[00:08:17.640 --> 00:08:18.640]  阿聯猶大不大?
[00:08:18.640 --> 00:08:19.640]  大到極了
[00:08:19.640 --> 00:08:20.640]  約旦呢?
[00:08:20.640 --> 00:08:21.640]  多到不得了
[00:08:21.640 --> 00:08:22.640]  敘利亞呢?
[00:08:22.640 --> 00:08:23.640]  敘利亞不是
[00:08:23.640 --> 00:08:25.640]  其他很多國家
[00:08:25.640 --> 00:08:27.640]  全部都是
[00:08:27.640 --> 00:08:29.640]  以實瑪利的後裔
[00:08:29.640 --> 00:08:31.640]  今天和以色列一起
[00:08:31.640 --> 00:08:32.640]  是大國
[00:08:32.640 --> 00:08:34.640]  巴勒斯坦人
[00:08:34.640 --> 00:08:36.640]  大部分是
[00:08:36.640 --> 00:08:38.640]  巴勒斯坦自治政府
[00:08:38.640 --> 00:08:39.640]  屬下的人民
[00:08:39.640 --> 00:08:40.640]  不是猶太人
[00:08:40.640 --> 00:08:41.640]  在中東
[00:08:41.640 --> 00:08:42.640]  以色列地方
[00:08:42.640 --> 00:08:44.640]  大部分都是
[00:08:44.640 --> 00:08:45.640]  以實瑪利的後裔
[00:08:45.640 --> 00:08:46.640]  阿拉伯人
[00:08:46.640 --> 00:08:47.640]  黑黑的
[00:08:47.640 --> 00:08:49.640]  其實是兩兄弟
[00:08:49.640 --> 00:08:50.640]  可以這樣說
[00:08:50.640 --> 00:08:51.640]  不過
[00:08:51.640 --> 00:08:52.640]  唉
[00:08:52.640 --> 00:08:53.640]  可惜呢
[00:08:53.640 --> 00:08:55.640]  不停相爭
[00:08:55.640 --> 00:08:56.640]  直到今天
[00:08:56.640 --> 00:08:57.640]  其實這個呢
[00:08:57.640 --> 00:08:59.640]  就是撒拉
[00:08:59.640 --> 00:09:01.640]  做了一件
[00:09:01.640 --> 00:09:03.640]  人手做的事
[00:09:03.640 --> 00:09:04.640]  我可以
[00:09:04.640 --> 00:09:05.640]  我可以
[00:09:05.640 --> 00:09:06.640]  未生到
[00:09:06.640 --> 00:09:07.640]  不過我可以
[00:09:07.640 --> 00:09:08.640]  幫到上帝的手
[00:09:08.640 --> 00:09:09.640]  用這個辦法
[00:09:09.640 --> 00:09:10.640]  這樣
[00:09:10.640 --> 00:09:11.640]  其實呢
[00:09:11.640 --> 00:09:12.640]  就不好的
