
[00:00:00.000 --> 00:00:02.960]  上一次我跟大家講了
[00:00:02.960 --> 00:00:06.240]  以色列人是怎樣過約旦河
[00:00:06.240 --> 00:00:09.640]  神曉遇約書雅
[00:00:09.640 --> 00:00:12.120]  要叫以色列人的祭司
[00:00:12.120 --> 00:00:14.000]  抬著藥櫃
[00:00:14.000 --> 00:00:16.320]  踏足進入約旦河
[00:00:16.320 --> 00:00:20.360]  要距離以色列人二千爪
[00:00:20.360 --> 00:00:24.200]  讓他們清楚能夠望見神的藥櫃
[00:00:24.200 --> 00:00:28.760]  而當祭司踏足進入約旦河
[00:00:28.760 --> 00:00:30.760]  約旦河水就分開
[00:00:30.760 --> 00:00:33.800]  以色列人就可以過去
[00:00:33.800 --> 00:00:36.600]  今天我們看到在這一章的書
[00:00:36.600 --> 00:00:40.080]  神是叫以色列人來紀念這件事
[00:00:40.080 --> 00:00:43.320]  紀念這個神跡祭司
[00:00:43.320 --> 00:00:45.640]  我們將來的希望
[00:00:45.640 --> 00:00:47.800]  都是建立在過去
[00:00:47.800 --> 00:00:50.920]  神怎樣來祝福保守我們
[00:00:50.920 --> 00:00:56.440]  所以神是要清楚地叫以色列人來紀念祂的作為
[00:00:56.440 --> 00:01:00.480]  祂也清楚地給約書雅指示
[00:01:00.480 --> 00:01:04.760]  怎樣來建立這個紀念碑
[00:01:04.760 --> 00:01:07.440]  我們剛才讀過的經文
[00:01:07.440 --> 00:01:10.360]  其實一個紀念
[00:01:10.360 --> 00:01:12.240]  一個記號
[00:01:12.240 --> 00:01:15.120]  本身是沒有什麼特別的
[00:01:15.120 --> 00:01:19.280]  但是記號所指著的另外一件事
[00:01:19.280 --> 00:01:20.720]  就很重要了
[00:01:20.720 --> 00:01:23.080]  就好像那堆石頭
[00:01:23.080 --> 00:01:25.480]  沒有意思的只是一堆石頭
[00:01:25.480 --> 00:01:27.160]  但是指著的是什麼?
[00:01:27.160 --> 00:01:29.800]  是神與以色列人同在
[00:01:29.800 --> 00:01:33.120]  神怎樣來保守以色列人
[00:01:33.120 --> 00:01:34.920]  在《約翰福音》裡
[00:01:34.920 --> 00:01:39.040]  所有的神跡祭司都有一個特別的名稱
[00:01:39.040 --> 00:01:41.720]  叫他們做「記號」
[00:01:41.720 --> 00:01:43.200]  「標記」
[00:01:43.200 --> 00:01:47.760]  這就是意思在《約翰福音》裡的神跡祭司
[00:01:47.760 --> 00:01:51.600]  後面也有一個很特別的教訓
[00:01:51.600 --> 00:01:56.720]  我在Pasadena的一間教會以前講道的時候
[00:01:56.720 --> 00:02:00.640]  我也講過約書雅紀裡面的神跡
[00:02:00.640 --> 00:02:04.360]  我已經將這個系列放進了我們
[00:02:04.360 --> 00:02:08.400]  CCAC粵語部的App裡
[00:02:08.400 --> 00:02:11.040]  如果大家喜歡可以拿回來聽
[00:02:11.040 --> 00:02:14.640]  就是在這些標記、神跡後面
[00:02:14.640 --> 00:02:18.240]  都有它特別的意思
[00:02:18.240 --> 00:02:21.920]  其實標記又好像是廣告一樣
[00:02:21.920 --> 00:02:29.800]  廣告後面指著的是有一個很重要的意思
[00:02:29.800 --> 00:02:32.800]  例如當你想買一輛車
[00:02:32.800 --> 00:02:34.760]  你想起你見過一個廣告
[00:02:34.760 --> 00:02:38.440]  你自然就會去買Toyota或者Honda
[00:02:38.440 --> 00:02:40.080]  你想喝汽水嗎?
[00:02:40.080 --> 00:02:42.440]  你記得你見過一個廣告
[00:02:42.440 --> 00:02:45.480]  你自然就會去買可口可樂
[00:02:45.480 --> 00:02:47.320]  或者買七喜
[00:02:47.320 --> 00:02:50.960]  在不久的一星期前
[00:02:50.960 --> 00:02:53.800]  剛剛才完結了Super Bowl
[00:02:53.800 --> 00:02:56.560]  Super Bowl的廣告很好看
[00:02:56.560 --> 00:02:59.960]  很多人不懂得看美式足球
[00:02:59.960 --> 00:03:01.640]  但他們喜歡看Super Bowl
[00:03:01.640 --> 00:03:02.880]  為什麼?
[00:03:02.880 --> 00:03:05.240]  因為那些廣告的原因
[00:03:05.240 --> 00:03:08.200]  那裡的廣告很貴
[00:03:08.200 --> 00:03:11.320]  30秒鐘的廣告你猜多少錢?
[00:03:11.320 --> 00:03:13.600]  650萬美金
[00:03:13.600 --> 00:03:15.160]  30秒鐘
[00:03:15.160 --> 00:03:17.720]  每一秒鐘是20萬
[00:03:17.720 --> 00:03:21.640]  你拍個廣告本身的成本沒那麼貴
[00:03:21.640 --> 00:03:25.320]  但後面指著的訊息叫你去買什麼
[00:03:25.320 --> 00:03:28.480]  那就是那些商人想做到的
[00:03:28.480 --> 00:03:29.240]  有沒有看到?
[00:03:29.240 --> 00:03:31.520]  那個記號本身不是那麼重要
[00:03:31.520 --> 00:03:35.520]  但後面的訊息非常非常重要
[00:03:35.520 --> 00:03:39.000]  這也是為什麼神要以聖人
[00:03:39.000 --> 00:03:43.640]  立這個記號來記得祂的神蹟、奇事
[00:03:43.640 --> 00:03:47.120]  其實聖經裡面充滿了記號
[00:03:47.120 --> 00:03:48.640]  如果大家記得
[00:03:48.640 --> 00:03:52.440]  洪水在創世紀一開始
[00:03:52.440 --> 00:03:54.600]  當有羅亞的時期
[00:03:54.600 --> 00:03:57.160]  有洪水毀滅人類
[00:03:57.160 --> 00:03:59.440]  除了羅亞一家
[00:03:59.440 --> 00:04:01.800]  神就跟羅亞納約說
[00:04:01.800 --> 00:04:05.040]  我以後都不會再用洪水毀滅人類
[00:04:05.040 --> 00:04:08.400]  我就用彩虹來做記號
[00:04:08.400 --> 00:04:09.880]  很有意思
[00:04:09.880 --> 00:04:13.880]  彩虹是下完雨才看到的
[00:04:13.880 --> 00:04:15.560]  就是在洪水的時候
[00:04:15.560 --> 00:04:19.040]  有很大的雨以至有洪水
[00:04:19.040 --> 00:04:21.680]  神跟羅亞說
[00:04:21.680 --> 00:04:25.160]  以後我都不會再毀滅人類
[00:04:25.160 --> 00:04:26.320]  當我們看到彩虹
[00:04:26.320 --> 00:04:28.440]  就想起了羅亞一家
[00:04:28.440 --> 00:04:31.560]  想起了神的應許
[00:04:31.560 --> 00:04:35.400]  我們也說過在《若書雅記》的第二章
[00:04:35.400 --> 00:04:38.040]  那一條珠紅色的線繩
[00:04:38.040 --> 00:04:40.280]  又是一個記號
[00:04:40.280 --> 00:04:44.600]  當拉合一家把這個珠紅色的線繩
[00:04:44.600 --> 00:04:47.320]  綁在窗戶的外面
[00:04:47.320 --> 00:04:49.400]  當以色列人來到攻城
[00:04:49.400 --> 00:04:51.040]  很奇怪的戰略
[00:04:51.040 --> 00:04:53.560]  圍著城堂轉來轉去
[00:04:53.560 --> 00:04:54.600]  到了第七天
[00:04:54.600 --> 00:04:55.920]  走完七圈
[00:04:55.920 --> 00:04:57.040]  吹喇叭
[00:04:57.040 --> 00:04:58.320]  大聲叫
[00:04:58.320 --> 00:05:00.320]  城牆就倒塌了
[00:05:00.320 --> 00:05:04.760]  拉合一家的家正在城牆的上方
[00:05:04.760 --> 00:05:07.680]  居然拉合一家完整無缺
[00:05:07.680 --> 00:05:08.720]  他的家
[00:05:08.720 --> 00:05:09.720]  為甚麼?
[00:05:09.720 --> 00:05:12.400]  就是因為那條珠紅色的線繩
[00:05:12.400 --> 00:05:13.680]  是一個救贖
[00:05:13.680 --> 00:05:15.840]  是一個救贖的記號
[00:05:15.840 --> 00:05:19.360]  這和以色列人出埃及
[00:05:19.360 --> 00:05:21.880]  「神降十災 最後一災
[00:05:21.880 --> 00:05:23.120]  擊殺長子」
[00:05:23.120 --> 00:05:24.840]  都是一模一樣
[00:05:24.840 --> 00:05:28.280]  每一家人如果用高揚的血
[00:05:28.280 --> 00:05:29.880]  流在門框上
[00:05:29.880 --> 00:05:33.840]  就能夠避過長子的擊殺
[00:05:33.840 --> 00:05:36.680]  無論珠紅色的線繩
[00:05:36.680 --> 00:05:38.520]  無論是高揚的血
[00:05:38.520 --> 00:05:41.520]  都是代表耶穌基督的救贖
[00:05:41.520 --> 00:05:44.600]  耶穌基督的補血
[00:05:44.600 --> 00:05:48.680]  其實在聖經裡還有很多其他的標記
[00:05:48.680 --> 00:05:53.280]  例如昔日曠野的銅蛇
[00:05:53.280 --> 00:05:55.880]  以色列人在這裡曠野的時候
[00:05:55.880 --> 00:05:57.240]  他們反叛神
[00:05:57.240 --> 00:05:58.400]  他們犯罪
[00:05:58.400 --> 00:06:01.720]  神就差派火蛇來咬他們
[00:06:01.720 --> 00:06:03.240]  咬傷很多人
[00:06:03.240 --> 00:06:06.160]  也咬死很多人
[00:06:06.160 --> 00:06:10.760]  但當以色列人來向神呼求
[00:06:10.760 --> 00:06:13.120]  來求神醫治的時候
[00:06:13.120 --> 00:06:17.040]  神就叫摩西立起一條銅蛇的記號
[00:06:17.040 --> 00:06:20.840]  就是說所有任何被火蛇咬傷的人
[00:06:20.840 --> 00:06:23.920]  他們願意仰望這條銅蛇
[00:06:23.920 --> 00:06:25.760]  就能夠得到醫治
[00:06:25.760 --> 00:06:27.480]  能夠得到救贖
[00:06:27.480 --> 00:06:31.120]  這也是耶穌基督釘十字架
[00:06:31.120 --> 00:06:33.160]  祂救贖的標記
[00:06:33.160 --> 00:06:35.640]  你說有沒有搞錯?
[00:06:35.640 --> 00:06:37.120]  不是我說的
[00:06:37.120 --> 00:06:39.560]  是使徒約翰說的
[00:06:39.560 --> 00:06:43.880]  在《述約翰福音》的三章十四節和十五節
[00:06:43.880 --> 00:06:46.840]  說「摩西在曠野怎樣舉蛇
[00:06:46.840 --> 00:06:50.120]  人子也必照樣被舉起來
[00:06:50.120 --> 00:06:54.360]  叫一切順他的道德榮生」
[00:06:54.360 --> 00:06:55.320]  你說
[00:06:55.320 --> 00:06:57.600]  這些只不過是使徒
[00:06:57.600 --> 00:07:01.200]  孤陋懸虛而已
[00:07:01.200 --> 00:07:02.560]  不是的
[00:07:02.560 --> 00:07:03.720]  我跟大家說
[00:07:03.720 --> 00:07:06.960]  《文素記》的時候我都跟大家說過
[00:07:06.960 --> 00:07:10.840]  整部《文素記》都是一個首尾的結構
[00:07:10.840 --> 00:07:12.760]  最中心的經文
[00:07:12.760 --> 00:07:14.880]  最重要的是哪裡?
[00:07:14.880 --> 00:07:17.520]  在《文素記》的二十一章
[00:07:17.520 --> 00:07:18.760]  是說什麼?
[00:07:18.760 --> 00:07:21.760]  就是這個銅蛇的故事
[00:07:21.760 --> 00:07:23.320]  所以我們看到
[00:07:23.320 --> 00:07:27.120]  整部《聖經》都是聖靈所密使
[00:07:27.120 --> 00:07:31.080]  整部《聖經》都指著的是一個什麼訊息?
[00:07:31.080 --> 00:07:33.200]  就是救贖的訊息
[00:07:33.200 --> 00:07:35.760]  無論是珠紅色的線繩
[00:07:35.760 --> 00:07:37.880]  無論是羔羊的血
[00:07:37.880 --> 00:07:43.000]  都是代表耶穌基督的救贖
[00:07:43.000 --> 00:07:48.400]  我們說到約書亞記第三章上次
[00:07:48.400 --> 00:07:51.360]  說到以色列人過約旦河
[00:07:51.360 --> 00:07:53.280]  約櫃行仙
[00:07:53.280 --> 00:07:57.240]  約櫃裡面就裝滿了很多很多的記號
[00:07:57.240 --> 00:07:58.800]  有什麼記號?
[00:07:58.800 --> 00:08:01.680]  第一是裝了法板
[00:08:01.680 --> 00:08:06.600]  神在西乃山頒律法給以色列人
[00:08:06.600 --> 00:08:09.960]  十戒刻在石板的上方
[00:08:09.960 --> 00:08:12.560]  就是放在約櫃裡面
[00:08:12.560 --> 00:08:15.480]  還有一瓶裝著馬拿
[00:08:15.480 --> 00:08:18.240]  就是神賜馬拿給以色列人
[00:08:18.240 --> 00:08:22.280]  每天都給他們有供應、有食物
[00:08:22.280 --> 00:08:25.120]  還有亞倫開花的像
[00:08:25.120 --> 00:08:27.400]  在《文素記》的第十七章
[00:08:27.400 --> 00:08:32.160]  我們看到在這個曠野的時候
[00:08:32.160 --> 00:08:34.480]  以色列人十二支派的領袖
[00:08:34.480 --> 00:08:37.760]  他們不服從摩西亞倫的帶領
[00:08:37.760 --> 00:08:40.200]  他們說為什麼你們可以做領袖
[00:08:40.200 --> 00:08:41.840]  我們不可以
[00:08:41.840 --> 00:08:44.520]  於是神就曉喻摩西說
[00:08:44.520 --> 00:08:48.000]  你叫所有十二支派的首領
[00:08:48.000 --> 00:08:52.080]  都將他們的像放在會幕的入面
[00:08:52.080 --> 00:08:53.760]  約櫃的前面
[00:08:53.760 --> 00:08:56.440]  亞倫也將他的像放出來
[00:08:56.440 --> 00:08:58.680]  因為他是代表尼微派
[00:08:58.680 --> 00:09:00.280]  尼微支派
[00:09:00.280 --> 00:09:02.440]  結果到了第二天
[00:09:02.440 --> 00:09:05.520]  只有亞倫的像是開花的
[00:09:05.520 --> 00:09:08.120]  不僅開花還結果
[00:09:08.120 --> 00:09:09.920]  結出了幸果
[00:09:09.920 --> 00:09:14.760]  證明摩西和亞倫是神所揀選的領袖
