
[00:00:00.000 --> 00:00:07.000]  有一首粵語詩歌,不知道大家有沒有聽過,叫做《回家》,有幾句是這樣說的:
[00:00:07.000 --> 00:00:24.000]  「步伐是否感到倦了?現實令你感到無奈,只懂每日每夜忙碌累,兜兜轉轉似沒了沒圈。
[00:00:25.000 --> 00:00:38.000]  但願讓你知道神是愛,在路上每一秒同在,可否接受這份純真愛,一生歡欣快樂精彩。
[00:00:39.000 --> 00:00:59.000]  回家,將傷痛放下,看透俗世芳華,迷失漆黑中,他總把你念掛。回家,即使新世代,傳言皆冰冷,在這屋裡,有主的愛,別再怕。」
[00:01:00.000 --> 00:01:12.000]  這首詩歌是報道會裡經常用的詩歌,因為詩歌唱出了不少現代城市人的心聲:
[00:01:12.000 --> 00:01:26.000]  「人在江湖,身不由己,周圍都是競爭,所以經常處於那種作戰狀態,難免感到疲乏和冰冷,
[00:01:27.000 --> 00:01:44.000]  令人盼望在這個紛亂的世界裡找一處靜土,尤其是那些不喜歡衝突的人,很渴望和平共處的人來到教會,
[00:01:45.000 --> 00:01:58.000]  其實就是想找一處靜土能夠避開世間的是是非非,尋求一刻的平靜。」其實這樣的期望也是很能夠理解的。
[00:01:59.000 --> 00:02:20.000]  所以為什麼這首詩歌在報道會時用,就是呼應了很多人的心聲:「你回來吧,你來教會吧,你就能夠不用像在世界外那樣,經歷那些疲乏、紛亂和冰冷。」
[00:02:21.000 --> 00:02:38.000]  通常入教未深的朋友都會如願以償,但是入教已深的朋友就會感到迷茫,
[00:02:39.000 --> 00:03:02.000]  因為他們會漸漸發現,教會好像是另一個江湖,信仰群體好像是另一個是非之地,他們漸漸會懷疑,信仰群體其實是不是一片靜土呢?教會是不是只是這個紛亂世界的縮影呢?
[00:03:03.000 --> 00:03:15.000]  當聽到以下這個天國的比喻時,不單止沒有釋疑,甚至更加感到迷茫和失落。
[00:03:15.000 --> 00:03:28.000]  這個天國的比喻是記載在《馬太福音》第22章1至14節,請大家一起翻開聖經《馬太福音》第22章1至14節。
[00:03:33.000 --> 00:03:44.000]  馬太福音第22章1至14節,今天我們一起來看這個比喻,然後我們一起思想對我們有什麼啟發。
[00:03:45.000 --> 00:04:14.000]  馬太福音第22章1至14節,耶穌所講的這個故事是用來比喻天國的,一開始的時候就說天國好比,在人的想像裡,天國應該是一個安全的遊樂場,應該是一個舒服的避難所。
[00:04:15.000 --> 00:04:21.000]  是充滿著和平、友愛、舒暢的樂土。
[00:04:21.000 --> 00:04:32.000]  可惜當我們看這個故事的時候,我們會看見這個天國的故事卻是處處充滿張力,處處充滿衝突。
[00:04:33.000 --> 00:04:45.000]  第一個張力是熱鬧歡愉對孤單落寞,第22章第二節,我們一起看。
[00:04:46.000 --> 00:05:09.000]  天國好比一個王,為他兒子擺設娶親的筵席。耶穌將這個天國故事所設的場景是一個熱鬧歡愉的場景,因為這是一個喜慶的場合,是一個娶親的筵席。
[00:05:10.000 --> 00:05:28.000]  這裏舉行很多婚禮,通常我們在這裏無論是主持婚禮,無論是參與任何的職事,我們都不單止恭喜結婚那兩個人,我們還會恭喜雙方的家庭。
[00:05:29.000 --> 00:05:43.000]  因為這個事情不單止是那兩個人的事情,而是兩個家庭的喜慶事,尤其是在傳統裏,這些就叫做喜事,是整個家族的喜事。
[00:05:44.000 --> 00:06:07.000]  所以這個娶親筵席其實是一個非常之熱鬧喜慶,甚至整條村都很開心的事,而耶穌這個比喻是將它擺在一個王的喜宴,平民的喜宴都已經很開心,一個王的喜宴更加應該是很熱鬧的。
[00:06:08.000 --> 00:06:31.000]  試想像一下,如果在這個世界上生存了差不多一年的話,記不記得當年,很多很多年前,英國的一個威爾斯王儲娶Diana王妃的時候,
[00:06:32.000 --> 00:06:42.000]  那種舉國歡騰的情況,香港身為殖民地的時候都會在那裏熱鬧慶祝,那是一個很喜慶的故事。
[00:06:43.000 --> 00:07:09.000]  但是,強烈的對比就是,這個天國的比喻的結局卻是孤單、落寞。我們試試看22章13節,這個故事結束那一節,於是,王對使喚的人說,捆起他的手腳來,把他雕在外邊的黑暗裏,在那裏必要哀哭切齒了。
[00:07:13.000 --> 00:07:42.000]  熱鬧歡愉的筵席,和一個人在黑暗裏,孤單落寞地哀哭切齒,這是一個很不配合的畫面,非常之反差大的對比,這種充滿張力的故事,竟然是用來比喻天國的。
[00:07:43.000 --> 00:08:11.000]  第二項的對比,是和好結合,和兵戎相見。正如我們剛才所說,這是一個婚宴的背景,婚宴結婚,就是兩個人的結合,不單止,還可以是兩個家庭的結合,不單止,還可以是兩個國家的結合。
[00:08:12.000 --> 00:08:28.000]  在古代的社會裏,婚姻從來不是那兩個人自己決定的,婚姻其實是一個大群體的事情的結合。
[00:08:30.000 --> 00:08:56.000]  我們試想一下,在西漢的時候,有一個人物叫做昭君,你聽過昭君出賽的故事,你不會問昭君,你有多認識匈奴那個禪御,你不會問他,你有多愛匈奴那個禪御,不是說這些的。
[00:08:57.000 --> 00:09:13.000]  而是說,西漢要做這個行動,來跟匈奴希望能夠製造一種外交的和平,或者希望建立某種關係。
[00:09:14.000 --> 00:09:32.000]  所以這個事情是一個婚宴,婚姻,是一個和好的結合。但是,耶穌這個比喻,場景的發展卻是分裂和對抗。
[00:09:33.000 --> 00:09:55.000]  第22章第6節,我們一起看第6節,第6節,第7節:其餘的拿著僕人,凌辱他們,把他們殺了。第7節:王就大怒,發兵,除滅那些兇手,燒毀他們的城。
[00:09:56.000 --> 00:10:15.000]  一個和好結合的婚宴,和一個對抗殺戮的場面,又是兩個非常不配合的畫面,又是兩個反差非常大的狀況,這麼不協調的畫面,又是用來比喻天國的。
[00:10:16.000 --> 00:10:43.000]  第3,第三個對比是一個認真的主人和不認真的客人的對比。我們看回第4節,第4節:王又打發別的僕人說,你們告訴那被召的人,我的筵席已經準備好了,牛和肥畜已經宰了,各樣都齊備,請他們來付席。
[00:10:44.000 --> 00:10:55.000]  當時猶太人有一個傳統,社會上有一個習俗,就是請人來付筵席有兩個步驟。
[00:10:56.000 --> 00:11:16.000]  第一個步驟就是王首先發出初步的邀請,邀請了之後,就知道哪些人會來,到筵席的時候,又再差派人去通知客人,現在是時候來付席了。
[00:11:17.000 --> 00:11:36.000]  這是一種特別有禮貌的做法。故事裡面提到王在筵席開始之前,差派僕人去通知客人,邀請他們來,其實是對這些客人的一個很重視的表現。
[00:11:37.000 --> 00:11:51.000]  王告訴他們,我們所有東西都準備好了,無論是食物,無論是酒水,都預備好了,你們現在就來吧。這是對客人的重視和榮譽。
[00:11:52.000 --> 00:12:08.000]  故事的吊詭之處就是,你有沒有想過客人會怎樣回應呢?很奇怪的,主人給客人這麼高的榮譽的時候,客人的回應卻是非常不認真,甚至是敷衍。
[00:12:09.000 --> 00:12:26.000]  第五節,看看第五節,客人會怎樣回應呢?「那些人不理就走了,一個到自己田裡去,一個做買賣去。」
[00:12:27.000 --> 00:12:45.000]  如果你是主人的話,你也是會拗頭的。這麼認真的主人遇上這麼隨便、這麼敷衍的客人,又是一個很不適合的圖畫,又是一個非常大的落差,又是用來比喻天國的。
[00:12:46.000 --> 00:13:13.000]  第四,第四組對比是好客的主人對比一些好戰的客人。剛才我們說,第四節說,王就打發僕人去告訴那些被召的人,我們的筵席已經準備好了,牛和生粥都已經宰好了,各樣都齊備了,你們來吃吧。
[00:13:14.000 --> 00:13:33.000]  但是,那個反應就是其餘的拿著僕人,凌辱他們,將他們殺了。其實不理就不理,為什麼要拿著僕人將他們殺了呢?
[00:13:34.000 --> 00:13:46.000]  好客的主人遇上這些敷衍的客人,其實都已經很失預算了。牛羊又宰好了,酒水又準備好了,那怎麼辦呢?
[00:13:46.000 --> 00:14:03.000]  更加令人困惑的是,那些客人這麼激烈的反應。相傳古代的時候,國與國之間交戰都有一個共識,就是不斬來士。
[00:14:04.000 --> 00:14:21.000]  所以,這個故事裡面,那批客人連來士都捉住凌辱他們,並且殺了他們。這是一個很奇怪的事情,這麼殘酷的事情。
[00:14:22.000 --> 00:14:49.000]  還有那個熱鬧歡慶的婚宴,是一個很強烈的對比。在皇辦起事的時候,客人乘機起事,超出了去不去的言直考慮,去就去,不去就不去,難免令人感覺到這批客人是不是另有目的呢?
[00:14:50.000 --> 00:15:05.000]  第五個對比,是名單客人對隨機客人。第二十二章第八節說,於是僕人說,豈然已經齊備了,只是所召的人不配。
[00:15:06.000 --> 00:15:25.000]  第九節說,所以你們要往叉路口上去,凡遇見的都召來附席。第十節,那些僕人就出去,到大路上凡遇見的,不論善惡都召聚了來,然後上就坐滿了客。
[00:15:26.000 --> 00:15:49.000]  如果那些拿著僕人將他凌辱,然後殺了他,那些客人真的藉著起事來起事的話,國王平亂之後,他還有心情按著原本的計劃,繼續辦這個婚宴,他繼續與眾同樂,廣然天下。
[00:15:50.000 --> 00:16:02.000]  他沒有因為這個亂事而取消了這個筵席,他只是由原本有名有姓的名單客人,變成無名無姓隨機的客人。
[00:16:03.000 --> 00:16:28.000]  如果這個故事結束在這裡,也算風平浪靜,仍然是大團圓結局,也有喜慶的收場,但是第二十節那一句,現實上就坐滿了客,似乎還有些隱藏了下去的事情。
[00:16:29.000 --> 00:16:53.000]  盧家福音就停在這裡,於是感覺還是大團圓,但是馬太福音就繼續他反高潮的劇情,繼續他這麼強烈對比的思路,似乎在那一個坐滿了客的場裡面,又有人起事。
[00:16:54.000 --> 00:17:01.000]  起什麼事呢?第六個對比,穿禮服的客人對不穿禮服的客人。
[00:17:01.000 --> 00:17:16.000]  第十一節,二十二章十一節,王進來觀看賓客,見那裡有一個沒有穿禮服的,就對他說:「朋友,你到這裡來怎麼不穿禮服呢?」那人無言可答。
[00:17:17.000 --> 00:17:27.000]  第十三節,於是王對使喚的人說:「捆起他的手腳來,把他雕在外面的黑暗裡,在那裡必要哀哭切齒了。」
[00:17:27.000 --> 00:17:43.000]  有些朋友看電影很喜歡看大團圓結局,看電視也很喜歡看大團圓結局,如果知道不是大團圓結局,就很不想看,很不安樂。
[00:17:44.000 --> 00:17:57.000]  其實這個本來可以是大團圓結局,但是令人感到非常可惜,就是只有一位賓客沒有穿禮服,那就破壞了大團圓結局的完美。
[00:17:58.000 --> 00:18:17.000]  這位賓客不穿禮服,其實也是一個很奇怪的事,在當時的猶太人社會,婦宴基本上都會穿得很好看,就算不是很名貴,都起碼白白淨淨,乾乾淨淨。
[00:18:18.000 --> 00:18:33.000]  如果自己沒有的話,那就問人借吧,什麼禮服都可以借的嗎?現在這個香港社會這麼富裕,家家戶戶都有禮服或者西裝好看一點的衣服。
[00:18:34.000 --> 00:18:48.000]  如果你又在這個世界上活得夠長時間的話,其實你知道在某些日子,去喝酒,真的會借衣服去喝的。
[00:18:49.000 --> 00:19:04.000]  很奇怪吧,年輕人覺得很皺眉頭,這樣的事也有的嗎?其實以前真的會的,不是家家戶戶自己都有一件可以得體的衣服,所以借衣服去喝不是一個很奇怪的事。
[00:19:05.000 --> 00:19:23.000]  在這個比喻裡面,主人曾經詢問那位客人,為什麼你不穿禮服來呢?那位客人完全沒有解釋。如果他有攔住他可以解釋,但是他無言以對,他沒有解釋。
[00:19:24.000 --> 00:19:36.000]  可能有人會問,這些客人只是在街上隨便拿回來的,你怎麼能夠假設他有禮服穿呢?你會不會要求高了一點呢?
[00:19:37.000 --> 00:20:06.000]  不過那個場景的故事是這樣的,他說每個人都能穿禮服,但是他沒有穿,也就是說可以穿的。那不知道他從哪裡找到禮服呢?總之是可以穿的。另外有人解釋,禮服其實是舉辦婚宴那個王提供的,所以其實每個人都有的,只是他沒有穿而已。
[00:20:07.000 --> 00:20:17.000]  我們不知道為什麼他就是沒有穿,就是這樣,不知道為什麼。
[00:20:17.000 --> 00:20:24.000]  其實耶穌的比喻已經講完了,不知道你聽不聽得懂呢?
[00:20:28.000 --> 00:20:40.000]  當場是有人聽得懂的,在耶穌講比喻的時候是有人聽得懂的,第21章前一點,第45節。
[00:20:41.000 --> 00:20:58.000]  祭司長和伐利賽人聽見他的比喻,就看出他是指著他們說的。他們想要捉拿他,只是怕眾人,因為眾人以他為先知。
[00:20:59.000 --> 00:21:11.000]  在第21節開始的時候,就說耶穌又用比喻對他們說,所以我們剛才讀的這個比喻,其實是耶穌連續講的三個天國比喻的最後一個。
[00:21:11.000 --> 00:21:28.000]  之前已經講了兩個,第28至32節就講了兩個兒子的比喻,然後33至44節就講了一個惡權戶的比喻,所以當場有人聽得懂,而且有反應,於是耶穌繼續講第三個比喻。
[00:21:29.000 --> 00:21:34.000]  耶穌講天國的比喻的目的何在呢?
[00:21:34.000 --> 00:21:43.000]  施洗約翰在馬太福音第三章第二節高聲呼喊:「天國近了,你們應當悔改。」
[00:21:44.000 --> 00:22:06.000]  耶穌在第四章第十七節也發出同樣的呼喊:「天國近了,你們應當悔改。」聰明的祭司和法利塞人,他們聽得出耶穌的比喻是指著他們說的,聽得懂。
[00:22:07.000 --> 00:22:20.000]  不過聽得懂,不一定要做的。你是父母,你說的話,你的子女都明白,但他們不一定跟著你做。有時偏偏你說的我就不做。
[00:22:20.000 --> 00:22:31.000]  法利塞人和祭司他們聽得懂,但他們走的路不是悔改的路,而是另一條路。
[00:22:32.000 --> 00:22:52.000]  在二十二章十五節講完這個故事之後,當時法利塞人出去商議怎樣就耶穌的話陷害他,法利塞人聽得懂,他們選擇了另一條路走。
[00:22:53.000 --> 00:23:16.000]  故事本身充滿張力,有很多很大張力的事情,很多不協調的畫面,但故事的外面也充滿著張力,耶穌處身在那個處境裡,和當時的法利塞人和祭司之間充滿張力。
[00:23:17.000 --> 00:23:33.000]  耶穌生活在一個充滿張力的真實世界,在現實裡面,其實我們不太明白為什麼總是要有衝突,我們不太明白為什麼總是有人要搞事。
[00:23:34.000 --> 00:24:00.000]  在天國的比喻裡面,讀者都不明白為什麼有這麼奇怪的客人,那些人不僅是不同喜樂的人不同喜樂,反而要在別人搞喜宴的時候來做喜事,不明白為什麼有個別人士這麼奇怪,每個人都穿著禮服,只有他一個不穿。
[00:24:01.000 --> 00:24:10.000]  有些時候我們都在想,如果這個世界沒有了這麼搞事的人,那我們的世界就和平很多了。
[00:24:10.000 --> 00:24:18.000]  如果我們的群體裡面,我們的社會裡面沒有了好勇鬥狠的人,那我們的群體,我們的社會就繁榮穩定很多了。
[00:24:18.000 --> 00:24:27.000]  如果我們的群體裡面沒有了搞破壞的人,那我們的生活就舒舒服服,開開心心了。
[00:24:28.000 --> 00:24:33.000]  誰在搞事呢?誰在喜事裡面來做喜事呢?
[00:24:33.000 --> 00:24:49.000]  祭司長和法利塞人對號入座,他們認為自己是比喻裡面第一批被邀請,但是拒絕赴會的客人,他們的理解是得到保羅的肯定的。
[00:24:50.000 --> 00:25:07.000]  保羅在《司徒行傳》裡面記載過他對猶太人說的那番話,他說:「上帝的道首先告訴你們原來應當的,只因你們棄絕者道,斷定自己不配得永生,所以就轉向外邦人去。」
[00:25:07.000 --> 00:25:13.000]  他們是聽對了,保羅也肯定他們是聽對了。
[00:25:14.000 --> 00:25:27.000]  今天,當我們再來閱讀這個比喻的時候,當我們坐在這裡聽這個比喻的時候,我們又認為自己是什麼角色呢?我們認為自己是誰呢?
[00:25:28.000 --> 00:25:44.000]  相信沒有人會認為自己是那個舉辦婚宴的王,不會有人進去那個座位的。
[00:25:45.000 --> 00:26:05.000]  我們都會被教導,我們回到教會就被教導,我們就是那一批第二次被邀請在街上,被邀請進來的賢直,並且穿好禮服坐在這裡的人。
