
[00:00:00.000 --> 00:00:02.000]  大卿姊妹,大家好
[00:00:02.000 --> 00:00:05.000]  敬請大家聽神的說話意思
[00:00:05.000 --> 00:00:07.000]  我們同心地禱告
[00:00:07.000 --> 00:00:11.000]  大家一齊交上禱告
[00:00:11.000 --> 00:00:13.000]  讓神的靈在我們當中再引導
[00:00:13.000 --> 00:00:20.000]  我們的父神多謝你
[00:00:20.000 --> 00:00:22.000]  讓我們能夠再次回來
[00:00:22.000 --> 00:00:24.000]  打開你的說話
[00:00:24.000 --> 00:00:28.000]  讓次我們有生命的聖靈
[00:00:28.000 --> 00:00:30.000]  再去期間
[00:00:30.000 --> 00:00:33.000]  讓我們能夠明白上帝的心
[00:00:33.000 --> 00:00:36.000]  從而學會如何做一個
[00:00:36.000 --> 00:00:38.000]  合神心意的基督徒
[00:00:38.000 --> 00:00:41.000]  活在今天的世代
[00:00:41.000 --> 00:00:44.000]  並朝向永恆的方向
[00:00:44.000 --> 00:00:46.000]  努力地走過去
[00:00:46.000 --> 00:00:48.000]  讓我們能夠彼此守望
[00:00:48.000 --> 00:00:50.000]  在這段時間
[00:00:50.000 --> 00:00:54.000]  完全在上帝的保守、看護當中
[00:00:54.000 --> 00:00:56.000]  我再次向父神感謝你
[00:00:56.000 --> 00:00:58.000]  讓我們能夠再次
[00:00:58.000 --> 00:01:00.000]  打開你的說話
[00:01:00.000 --> 00:01:03.000]  一起來領受
[00:01:03.000 --> 00:01:04.000]  明白
[00:01:04.000 --> 00:01:07.000]  怎麼樣在今天這個時代裡面
[00:01:07.000 --> 00:01:10.000]  當一個合神心意的基督徒
[00:01:10.000 --> 00:01:12.000]  也讓我們曉得
[00:01:12.000 --> 00:01:13.000]  怎麼樣來到
[00:01:13.000 --> 00:01:15.000]  隨著去生命的聖靈
[00:01:15.000 --> 00:01:19.000]  活在今天的地上
[00:01:19.000 --> 00:01:22.000]  朝向永恆的方向來走
[00:01:22.000 --> 00:01:24.000]  求你的幫助
[00:01:24.000 --> 00:01:26.000]  我們大家
[00:01:26.000 --> 00:01:27.000]  奉主耶穌的名咒
[00:01:27.000 --> 00:01:28.000]  阿們
[00:01:28.000 --> 00:01:33.000]  大家知不知道現在全球有多少人口
[00:01:33.000 --> 00:01:35.000]  大家知不知道全球有多少人口
[00:01:35.000 --> 00:01:43.000]  其實根據聯合國的調查
[00:01:43.000 --> 00:01:45.000]  根據聯合國的調查
[00:01:45.000 --> 00:01:48.000]  到這一刻為止
[00:01:48.000 --> 00:01:49.000]  到這一刻為止
[00:01:49.000 --> 00:01:51.000]  全球的人口大約
[00:01:51.000 --> 00:01:53.000]  接近有78億的人口
[00:01:53.000 --> 00:01:55.000]  全球大約有78億人口
[00:01:55.000 --> 00:01:58.000]  而在這78億人口之中
[00:01:58.000 --> 00:02:01.000]  在這78億人口之中
[00:02:01.000 --> 00:02:05.000]  聲稱自己是基督名下的信徒
[00:02:05.000 --> 00:02:07.000]  說是基督名下的信徒
[00:02:07.000 --> 00:02:10.000]  大約是佔全世界人口的三分之一
[00:02:10.000 --> 00:02:13.000]  佔全世界人口的三分之一
[00:02:13.000 --> 00:02:15.000]  包括所有的
[00:02:15.000 --> 00:02:17.000]  我信耶穌的
[00:02:17.000 --> 00:02:18.000]  我是耶穌的
[00:02:18.000 --> 00:02:24.000]  天主教也好,東正教也好,基督教也好
[00:02:24.000 --> 00:02:26.000]  那些邪邪的,很邪的
[00:02:26.000 --> 00:02:30.000]  總之他說他是信耶穌的
[00:02:30.000 --> 00:02:32.000]  包括三分之一
[00:02:32.000 --> 00:02:35.000]  基督教,東正教,天主教
[00:02:35.000 --> 00:02:39.000]  還有一些自稱是基督的門徒的
[00:02:39.000 --> 00:02:41.000]  大約三分之一
[00:02:41.000 --> 00:02:44.000]  而在這三分之一的世界人口中
[00:02:44.000 --> 00:02:48.000]  大約有三分之一的我們稱之為
[00:02:48.000 --> 00:02:51.000]  東正教的信徒
[00:02:51.000 --> 00:02:53.000]  就在這三分之一當中
[00:02:53.000 --> 00:02:55.000]  大概又有三分之一的
[00:02:55.000 --> 00:02:58.000]  是稱作東正教信徒
[00:02:58.000 --> 00:03:03.000]  我們屬於另外三分之一的這一部分
[00:03:03.000 --> 00:03:06.000]  我們屬於另外三分之二的部分
[00:03:06.000 --> 00:03:10.000]  但是在這三分之一所謂東正教的信徒
[00:03:10.000 --> 00:03:11.000]  基督徒當中
[00:03:11.000 --> 00:03:13.000]  在這三分之一的東正教信徒當中
[00:03:13.000 --> 00:03:18.000]  又有多少真是能夠忠信於上帝的說話
[00:03:18.000 --> 00:03:20.000]  有多少真信上帝的說話
[00:03:20.000 --> 00:03:24.000]  而活在他們每一天的生活當中呢?
[00:03:24.000 --> 00:03:25.000]  那我就不知道了
[00:03:25.000 --> 00:03:26.000]  那我就不知道了
[00:03:26.000 --> 00:03:27.000]  不過
[00:03:27.000 --> 00:03:28.000]  不過
[00:03:28.000 --> 00:03:29.000]  我們可以自己問一下自己
[00:03:29.000 --> 00:03:31.000]  我們可以自己問自己
[00:03:31.000 --> 00:03:34.000]  我們有花多少時間去認識上帝的說話呢?
[00:03:34.000 --> 00:03:37.000]  我們花了多少時間去認識上帝的話語呢?
[00:03:37.000 --> 00:03:39.000]  所以換句話來說
[00:03:39.000 --> 00:03:40.000]  所以換句話來講
[00:03:40.000 --> 00:03:43.000]  在全球大約七十八億的人口當中
[00:03:43.000 --> 00:03:45.000]  在全球七十八億人口當中
[00:03:45.000 --> 00:03:48.000]  真正奉行上帝的說話
[00:03:48.000 --> 00:03:50.000]  活在這個世界當中的人
[00:03:50.000 --> 00:03:54.000]  其實往往是少於九分之一的人口的
[00:03:54.000 --> 00:03:55.000]  就是說
[00:03:55.000 --> 00:03:57.000]  信奉上帝
[00:03:57.000 --> 00:03:59.000]  清祖的話
[00:03:59.000 --> 00:04:01.000]  應該少於九分之一
[00:04:01.000 --> 00:04:04.000]  即是每十個人當中呢
[00:04:04.000 --> 00:04:06.000]  即是每十個人當中呢
[00:04:06.000 --> 00:04:11.000]  大約一個兄弟左右
[00:04:11.000 --> 00:04:14.000]  是真的會屏行上帝的說話行事
[00:04:14.000 --> 00:04:15.000]  一個
[00:04:15.000 --> 00:04:17.000]  來表現上帝的話的形式
[00:04:17.000 --> 00:04:18.000]  活在這個世界上面
[00:04:18.000 --> 00:04:20.000]  活在這個世界上面
[00:04:20.000 --> 00:04:23.000]  而倒過來看
[00:04:23.000 --> 00:04:24.000]  法國人呢
[00:04:24.000 --> 00:04:26.000]  即是有八分之九
[00:04:26.000 --> 00:04:27.000]  即是有八分之九
[00:04:27.000 --> 00:04:28.000]  應該是九分之八吧
[00:04:28.000 --> 00:04:30.000]  應該是九分之八吧
[00:04:30.000 --> 00:04:31.000]  九分之八呢
[00:04:31.000 --> 00:04:33.000]  九分之八的人
[00:04:33.000 --> 00:04:35.000]  他們都是不信耶穌的
[00:04:35.000 --> 00:04:36.000]  他們都是不信耶穌的
[00:04:36.000 --> 00:04:38.000]  或者就算說信也不是真的信的
[00:04:38.000 --> 00:04:40.000]  他即使信也不是真的信的
[00:04:40.000 --> 00:04:42.000]  而我們今天就是活在一個
[00:04:42.000 --> 00:04:44.000]  不信的大眾當中
[00:04:44.000 --> 00:04:47.000]  被他們包圍著的一個小群
[00:04:47.000 --> 00:04:50.000]  被他們包圍的小群
[00:04:50.000 --> 00:04:52.000]  故此我們今天活在這個世界上面
[00:04:52.000 --> 00:04:54.000]  故此活在這個世界上面
[00:04:54.000 --> 00:04:56.000]  我們不難看見
[00:04:56.000 --> 00:04:57.000]  我們不難看見
[00:04:57.000 --> 00:04:59.000]  很多不合上帝心意的事
[00:04:59.000 --> 00:05:01.000]  很多不合上帝心意的事
[00:05:01.000 --> 00:05:03.000]  不合聖經的教導的事情
[00:05:03.000 --> 00:05:05.000]  不合聖經的教導的事情
[00:05:05.000 --> 00:05:06.000]  不合聖經的教導的事情
[00:05:06.000 --> 00:05:08.000]  不合聖經的教導的事情
[00:05:08.000 --> 00:05:09.000]  不合聖經的教導的事情
[00:05:09.000 --> 00:05:10.000]  不合聖經的教導的事情
[00:05:10.000 --> 00:05:11.000]  不合聖經的教導的事情
[00:05:11.000 --> 00:05:12.000]  不合聖經的教導的事情
[00:05:12.000 --> 00:05:13.000]  不合聖經的教導的事情
[00:05:13.000 --> 00:05:14.000]  不合聖經的教導的事情
