
[00:00:00.000 --> 00:00:02.000]  我們一起再低頭祈禱
[00:00:02.000 --> 00:00:05.000]  天父,我求您帶領我們
[00:00:05.000 --> 00:00:09.000]  再一次思想您救恩的封城的時候
[00:00:09.000 --> 00:00:11.000]  主讓我們明白到
[00:00:11.000 --> 00:00:16.000]  我們真的需要靠著恩典親近您
[00:00:16.000 --> 00:00:19.000]  靠著恩典去經歷
[00:00:19.000 --> 00:00:22.000]  也靠著恩典走過我們的人生
[00:00:22.000 --> 00:00:24.000]  在聖經裡有句話
[00:00:24.000 --> 00:00:27.000]  「人心靠恩得堅固,才是好的」
[00:00:27.000 --> 00:00:30.000]  「求您用您的恩典,兼顧我們的心」
[00:00:30.000 --> 00:00:32.000]  奉耶穌基督的名祈求
[00:00:32.000 --> 00:00:33.000]   Amen
[00:00:58.000 --> 00:01:03.000]  有一天見到一間卡拉OK
[00:01:03.000 --> 00:01:08.000]  有些卡拉OK中午沒什麼人去
[00:01:08.000 --> 00:01:10.000]  都會做些午餐
[00:01:10.000 --> 00:01:13.000]  我們有時都幾個一班人
[00:01:13.000 --> 00:01:15.000]  走上去卡拉OK吃飯,唱歌
[00:01:15.000 --> 00:01:20.000]  那間卡拉OK寫著「免費午餐」
[00:01:20.000 --> 00:01:23.000]  我們心想,嘩!有這麼大隻甲乃鎚
[00:01:23.000 --> 00:01:27.000]  其實大家都做了這麼久
[00:01:27.000 --> 00:01:32.000]  人都知道這些根本沒那麼好
[00:01:32.000 --> 00:01:35.000]  有個同事就說「這些是一碗糞」
[00:01:35.000 --> 00:01:37.000]  然後另一個就說
[00:01:37.000 --> 00:01:39.000]  「看看他吃什麼就知道」
[00:01:39.000 --> 00:01:42.000]  然後他就弄了個餐牌出來
[00:01:42.000 --> 00:01:48.000]  說「挺好,有湯、有飯、有甜品」
[00:01:48.000 --> 00:01:51.000]  心想「都不騙你多少」
[00:01:51.000 --> 00:01:53.000]  「餐牌在這裡就算不好吃」
[00:01:53.000 --> 00:01:55.000]  「都起碼有三樣東西」
[00:01:55.000 --> 00:01:58.000]  他說「好,找人去試試」
[00:01:58.000 --> 00:02:01.000]  找人就走去卡拉OK
[00:02:01.000 --> 00:02:04.000]  卡拉OK一開始就喝湯
[00:02:04.000 --> 00:02:08.000]  那湯是日本的麵豉湯
[00:02:08.000 --> 00:02:11.000]  很清淡,但都幾鹹
[00:02:11.000 --> 00:02:13.000]  都有些味道
[00:02:13.000 --> 00:02:17.000]  喝完湯,飯就…
[00:02:17.000 --> 00:02:21.000]  我都忘記了是怎樣了
[00:02:21.000 --> 00:02:25.000]  然後就…有甜品
[00:02:25.000 --> 00:02:31.000]  有些類似巧克力慕絲那些東西
[00:02:31.000 --> 00:02:35.000]  又吃,嘩!都好甜
[00:02:35.000 --> 00:02:41.000]  一邊吃的時候,一邊就吃完了
[00:02:41.000 --> 00:02:43.000]  其實在這裡吃的時候
[00:02:43.000 --> 00:02:46.000]  過程我們都發覺非常口渴
[00:02:46.000 --> 00:02:48.000]  剛才說的湯又很鹹
[00:02:48.000 --> 00:02:50.000]  甜品又很甜
[00:02:50.000 --> 00:02:52.000]  你就知道是很口渴的
[00:02:52.000 --> 00:02:57.000]  我們都知道什麼事了
[00:02:57.000 --> 00:03:00.000]  弄成這樣也是要叫東西喝
[00:03:00.000 --> 00:03:03.000]  卡拉OK要叫東西喝
[00:03:03.000 --> 00:03:06.000]  而且喝一杯又不夠
[00:03:06.000 --> 00:03:08.000]  然後要喝幾杯
[00:03:08.000 --> 00:03:11.000]  後來找數的時候就發覺
[00:03:11.000 --> 00:03:13.000]  原來喝了幾杯東西
[00:03:13.000 --> 00:03:16.000]  跟吃過飯的價錢真的差不多
[00:03:16.000 --> 00:03:18.000]  甚至有些喝多了,更貴一點
[00:03:18.000 --> 00:03:23.000]  就發覺其實所謂的免費午餐
[00:03:23.000 --> 00:03:25.000]  大家都明白什麼事了
[00:03:25.000 --> 00:03:27.000]  專門做鹹一點,做甜一點
[00:03:27.000 --> 00:03:28.000]  那你就要喝東西
[00:03:28.000 --> 00:03:31.000]  還要唱歌,還不要多喝一點
[00:03:31.000 --> 00:03:35.000]  這樣到頭來就賺了你錢
[00:03:35.000 --> 00:03:38.000]  哪裡有免費午餐
[00:03:38.000 --> 00:03:41.000]  其實這個世界就是這樣
[00:03:41.000 --> 00:03:43.000]  哪裡有免費午餐
[00:03:43.000 --> 00:03:46.000]  有時當你年輕的時候
[00:03:46.000 --> 00:03:51.000]  有時你都會奢望或者憧憬著
[00:03:51.000 --> 00:03:54.000]  有些東西說免費就希望真的免費
[00:03:54.000 --> 00:03:55.000]  但是你做了這麼久
[00:03:55.000 --> 00:03:57.000]  有這麼多人生閱歷經驗的時候
[00:03:57.000 --> 00:04:00.000]  你一聽到這些免費的東西
[00:04:00.000 --> 00:04:04.000]  你都知道哪裡有這麼多免費
[00:04:04.000 --> 00:04:07.000]  這個世界每樣東西都要付代價的
[00:04:07.000 --> 00:04:11.000]  那些說免費的東西很多時候
[00:04:11.000 --> 00:04:14.000]  到頭來可能開始給了你一點甜頭
[00:04:14.000 --> 00:04:18.000]  後來你可能要用廣東話
[00:04:18.000 --> 00:04:20.000]  廣東俗的「嘔特」
[00:04:20.000 --> 00:04:24.000]  就是要給回頭,還要有餘
[00:04:24.000 --> 00:04:26.000]  這個世界根本就是這樣
[00:04:26.000 --> 00:04:30.000]  因為沒有東西是沒有需要代價的
[00:04:30.000 --> 00:04:33.000]  每樣東西都好像要交換那樣
[00:04:33.000 --> 00:04:36.000]  人際關係都好像是要交換
[00:04:36.000 --> 00:04:41.000]  我記得當時還是年輕人
[00:04:41.000 --> 00:04:45.000]  年輕人當時有一幫朋友
[00:04:45.000 --> 00:04:50.000]  其中有兩個就吵大架
[00:04:50.000 --> 00:04:55.000]  其中但是有另外一個就比較有
[00:04:55.000 --> 00:04:59.000]  現在講的叫做老職一點
[00:04:59.000 --> 00:05:02.000]  當時講話比較成熟一點
[00:05:02.000 --> 00:05:05.000]  我們兩個吵大架的時候
[00:05:05.000 --> 00:05:07.000]  他就出來調停
[00:05:07.000 --> 00:05:09.000]  他講了一句話我都很記得
[00:05:09.000 --> 00:05:13.000]  當時大家還是中學生,很小的時候
[00:05:13.000 --> 00:05:14.000]  他講了一句話我很記得
[00:05:14.000 --> 00:05:18.000]  他說一幫人一起
[00:05:18.000 --> 00:05:22.000]  大家都要有所貢獻的
[00:05:22.000 --> 00:05:28.000]  不只是拿或者只是給的
[00:05:28.000 --> 00:05:29.000]  一定是
[00:05:29.000 --> 00:05:33.000]  這個關係是要有拿有給
[00:05:33.000 --> 00:05:35.000]  有給有拿
[00:05:35.000 --> 00:05:38.000]  我們的關係才能夠持久
[00:05:38.000 --> 00:05:39.000]  類似啦
[00:05:39.000 --> 00:05:44.000]  講這些話真的算是調解
[00:05:44.000 --> 00:05:47.000]  但是我這個就
[00:05:47.000 --> 00:05:49.000]  我當時還是很年輕
[00:05:49.000 --> 00:05:51.000]  就是中學生
[00:05:51.000 --> 00:05:54.000]  一聽到他這樣講
[00:05:54.000 --> 00:05:58.000]  我覺得都沒有聽過有人這樣講
[00:05:58.000 --> 00:06:03.000]  小孩子這樣想關係都很簡單
[00:06:03.000 --> 00:06:05.000]  對就一起玩,不對就什麼
[00:06:05.000 --> 00:06:07.000]  但是他這樣講的時候
[00:06:07.000 --> 00:06:11.000]  我心想有些道理
[00:06:11.000 --> 00:06:13.000]  你想想一幫人
[00:06:13.000 --> 00:06:15.000]  經常找好處的那個
[00:06:15.000 --> 00:06:17.000]  很多時候遲些就不叫他了
[00:06:17.000 --> 00:06:20.000]  也都不會有人次次都是給的
[00:06:20.000 --> 00:06:21.000]  即是次次都是
[00:06:21.000 --> 00:06:23.000]  譬如舉例來講
[00:06:23.000 --> 00:06:26.000]  有些可能有錢的
