
[00:00:00.000 --> 00:00:02.000]  多次早晨
[00:00:02.000 --> 00:00:07.000]  今次是今年第一次在這裡跟大家一齊敬拜聚會
[00:00:07.000 --> 00:00:09.500]  剛才說到新年頭
[00:00:09.500 --> 00:00:11.000]  剛剛放完聖誕假
[00:00:11.000 --> 00:00:12.000]  接著是新年假
[00:00:12.000 --> 00:00:13.500]  很多人剛剛回來沒多久
[00:00:13.500 --> 00:00:15.500]  可能你還是一種假期的心情
[00:00:15.500 --> 00:00:17.500]  還是在放假的心情
[00:00:17.500 --> 00:00:20.000]  不知道大家在過去一兩個星期
[00:00:20.000 --> 00:00:24.000]  或者聖誕節期間
[00:00:24.000 --> 00:00:25.500]  有沒有去過什麼地方
[00:00:25.500 --> 00:00:27.000]  做過什麼事
[00:00:27.000 --> 00:00:30.000]  應該很多人都不在 現在才回來
[00:00:30.000 --> 00:00:34.000]  其實朝鮮對我沒什麼抱怨
[00:00:34.000 --> 00:00:35.000]  只有兩件事
[00:00:35.000 --> 00:00:37.000]  第一件事就是我開車
[00:00:37.000 --> 00:00:38.000]  說過很多次了
[00:00:38.000 --> 00:00:39.000]  第二件事就是
[00:00:39.000 --> 00:00:40.000]  假了我這麼久
[00:00:40.000 --> 00:00:43.000]  都沒帶他去過什麼地方
[00:00:43.000 --> 00:00:46.000]  例如日本 去年才第一次去
[00:00:46.000 --> 00:00:48.000]  很多朋友才去過很多次
[00:00:48.000 --> 00:00:49.000]  我都沒去過
[00:00:49.000 --> 00:00:50.000]  去年帶他去
[00:00:50.000 --> 00:00:52.000]  今年我們也計劃年尾
[00:00:52.000 --> 00:00:53.000]  時間鬆一點
[00:00:53.000 --> 00:00:55.000]  或者有機會去土耳其
[00:00:55.000 --> 00:00:57.000]  無論如何
[00:00:57.000 --> 00:01:00.000]  大家想想在我們一生裡
[00:01:00.000 --> 00:01:02.000]  其實很多時候我們都計劃
[00:01:02.000 --> 00:01:04.000]  去這裡 去那裡
[00:01:04.000 --> 00:01:06.000]  為了不同的原因
[00:01:06.000 --> 00:01:07.000]  你計劃去一個地方的時候
[00:01:07.000 --> 00:01:10.000]  可能有時候是去旅行
[00:01:10.000 --> 00:01:11.000]  好像我剛才所說
[00:01:11.000 --> 00:01:13.000]  去度假 去旅行 去休息
[00:01:13.000 --> 00:01:15.000]  或者你要公幹
[00:01:15.000 --> 00:01:17.000]  或者去探親
[00:01:17.000 --> 00:01:20.000]  或者可能你不需要走難
[00:01:20.000 --> 00:01:22.000]  有些人說走難
[00:01:22.000 --> 00:01:24.000]  走難走去哪裡呢
[00:01:24.000 --> 00:01:26.000]  或者移民 諸如此類
[00:01:26.000 --> 00:01:28.000]  當然
[00:01:28.000 --> 00:01:30.000]  其中我相信最令我們開心快
[00:01:30.000 --> 00:01:32.000]  最暢快的
[00:01:32.000 --> 00:01:34.000]  如果不是去旅行
[00:01:34.000 --> 00:01:36.000]  就應該去探親
[00:01:36.000 --> 00:01:38.000]  問題就是說
[00:01:38.000 --> 00:01:39.000]  不知道今年
[00:01:39.000 --> 00:01:40.000]  你有沒有其他的計劃
[00:01:40.000 --> 00:01:42.000]  打算下一站
[00:01:42.000 --> 00:01:44.000]  下一次要出門的時候
[00:01:44.000 --> 00:01:45.000]  去哪裡
[00:01:45.000 --> 00:01:47.000]  要做些什麼呢
[00:01:47.000 --> 00:01:49.000]  當我預備講到的時候
[00:01:49.000 --> 00:01:52.000]  我在網上用了一張圖畫
[00:01:52.000 --> 00:01:54.000]  很有意思的
[00:01:54.000 --> 00:01:56.000]  看看這張照片
[00:01:56.000 --> 00:01:58.000]  到底這個人想去哪裡呢
[00:01:58.000 --> 00:02:00.000]  這個世界地圖
[00:02:00.000 --> 00:02:02.000]  這個人到底想去哪裡呢
[00:02:02.000 --> 00:02:04.000]  我當然不知道他想去哪裡
[00:02:04.000 --> 00:02:06.000]  不過我相信他也不知道
[00:02:06.000 --> 00:02:09.000]  不然就不會有這樣的一幅圖畫出來
[00:02:09.000 --> 00:02:12.000]  但我覺得這個圖畫有意思的地方
[00:02:12.000 --> 00:02:14.000]  大家覺得在世界的左上方
[00:02:14.000 --> 00:02:16.000]  是不是 左上方
[00:02:16.000 --> 00:02:18.000]  有一個大光
[00:02:18.000 --> 00:02:20.000]  應該是太陽吧
[00:02:20.000 --> 00:02:22.000]  是什麼呢
[00:02:22.000 --> 00:02:24.000]  太陽是不會這樣照的
[00:02:24.000 --> 00:02:26.000]  要用你的聯想力
[00:02:26.000 --> 00:02:28.000]  但當我看的時候
[00:02:28.000 --> 00:02:30.000]  我發覺這個世界背後的大光
[00:02:30.000 --> 00:02:32.000]  對我來說
[00:02:32.000 --> 00:02:34.000]  是代表著耶穌基督
[00:02:34.000 --> 00:02:36.000]  因為為什麼呢
[00:02:36.000 --> 00:02:38.000]  我們講開耶穌的七個I am
[00:02:38.000 --> 00:02:40.000]  這個系列來講
[00:02:40.000 --> 00:02:42.000]  耶穌的七個我是
[00:02:42.000 --> 00:02:44.000]  其中一個耶穌說我是什麼
[00:02:44.000 --> 00:02:46.000]  我是世界的光
[00:02:46.000 --> 00:02:49.000]  耶穌說我是世界的光
[00:02:49.000 --> 00:02:53.000]  跟從我的就不再黑暗裡走
[00:02:53.000 --> 00:02:56.000]  而且要得著生命的光
[00:02:56.000 --> 00:02:59.000]  這是耶穌的七個我是
