
[00:00:00.000 --> 00:00:07.000]  早晨,在這裡跟大家一起敬拜是很興奮的事情
[00:00:07.000 --> 00:00:11.000]  特別是剛才我要用一些不咸不淡的國語
[00:00:11.000 --> 00:00:13.000]  在國語堂裡分享
[00:00:13.000 --> 00:00:16.000]  所以特別拉長了一些時間
[00:00:16.000 --> 00:00:21.000]  現在我有整個下午可以跟大家分享
[00:00:21.000 --> 00:00:25.000]  所以完全沒有時間的問題
[00:00:25.000 --> 00:00:28.000]  當我去預備這篇信息的時候
[00:00:28.000 --> 00:00:31.000]  就有一種新的領袖
[00:00:31.000 --> 00:00:34.000]  因為這段經文主耶穌的教導
[00:00:34.000 --> 00:00:36.000]  用這個比喻來說
[00:00:36.000 --> 00:00:39.000]  是說一個婚言的預備
[00:00:39.000 --> 00:00:41.000]  正是現在的時候
[00:00:41.000 --> 00:00:48.000]  我和師母正在預備我們第五個兒子
[00:00:48.000 --> 00:00:50.000]  三十二歲,剛剛過了
[00:00:50.000 --> 00:00:53.000]  三個星期之後就結婚
[00:00:53.000 --> 00:00:59.000]  她也是有那種心思的
[00:00:59.000 --> 00:01:03.000]  她就說:爸爸,不如我們在你的莊園結婚吧
[00:01:03.000 --> 00:01:08.000]  客人要兩個半小時開車去
[00:01:08.000 --> 00:01:10.000]  兩個半小時回來
[00:01:10.000 --> 00:01:14.000]  在這裡好好預備
[00:01:14.000 --> 00:01:16.000]  在預備的過程裡
[00:01:16.000 --> 00:01:19.000]  她是要做戶外的婚禮
[00:01:19.000 --> 00:01:21.000]  在戶外的婚禮裡
[00:01:21.000 --> 00:01:28.000]  我就問她:草要剪多長呢?
[00:01:28.000 --> 00:01:33.000]  她說:一寸半就剛剛好
[00:01:33.000 --> 00:01:37.000]  所以我每次進去就要剪草
[00:01:37.000 --> 00:01:39.000]  剪到她剛剛一寸半
[00:01:39.000 --> 00:01:44.000]  到她的婚禮那天就很漂亮
[00:01:44.000 --> 00:01:47.000]  還要撿起所有剪出來的草
[00:01:47.000 --> 00:01:50.000]  於是我就要想辦法怎麼去撿
[00:01:50.000 --> 00:01:53.000]  一切的作預備
[00:01:53.000 --> 00:01:55.000]  婚禮一切的預備
[00:01:55.000 --> 00:01:56.000]  哇!多到不得了
[00:01:56.000 --> 00:01:59.000]  我想你自己的婚禮好
[00:01:59.000 --> 00:02:01.000]  或者是你的子女的婚禮
[00:02:01.000 --> 00:02:04.000]  你看到他們放了很多功夫就算了
[00:02:04.000 --> 00:02:06.000]  但是有一樣東西
[00:02:06.000 --> 00:02:08.000]  你怎麼預備好都好
[00:02:08.000 --> 00:02:10.000]  到了時候
[00:02:10.000 --> 00:02:12.000]  那天的天氣
[00:02:12.000 --> 00:02:16.000]  你是不能預備的
[00:02:16.000 --> 00:02:17.000]  我感謝神
[00:02:17.000 --> 00:02:20.000]  現在就可以一個星期之前
[00:02:20.000 --> 00:02:22.000]  你會大約知道會不會下雨
[00:02:22.000 --> 00:02:28.000]  但是心裡面有這個預備
[00:02:28.000 --> 00:02:31.000]  就是那天下雨會是怎麼樣
[00:02:31.000 --> 00:02:32.000]  那天不下雨
[00:02:32.000 --> 00:02:33.000]  我又怎麼去處理
[00:02:33.000 --> 00:02:36.000]  這個就是今天你和我
[00:02:36.000 --> 00:02:38.000]  要去學習的訊息
[00:02:38.000 --> 00:02:40.000]  朱祐蘇來
[00:02:40.000 --> 00:02:41.000]  我們又是要怎麼樣
[00:02:41.000 --> 00:02:43.000]  朱祐蘇今天不來
[00:02:43.000 --> 00:02:45.000]  我們又是要怎麼樣
[00:02:45.000 --> 00:02:47.000]  這個準備
[00:02:47.000 --> 00:02:49.000]  其實是十個童女
[00:02:49.000 --> 00:02:50.000]  這個比喻裡面
[00:02:50.000 --> 00:02:53.000]  一個很重要很重要的訊息
[00:02:53.000 --> 00:02:54.000]  所以在這段經文
[00:02:54.000 --> 00:02:58.000]  大家已經密麻麻地打出來了
[00:02:58.000 --> 00:02:59.000]  基本上
[00:02:59.000 --> 00:03:00.000]  你要看到
[00:03:00.000 --> 00:03:01.000]  我有些字眼
[00:03:01.000 --> 00:03:04.000]  是用一些顏色來打出來
[00:03:04.000 --> 00:03:08.000]  那些是很重要的重點
[00:03:08.000 --> 00:03:14.000]  其實我們去讀主的比喻的時候
[00:03:14.000 --> 00:03:16.000]  我們一定要有一個
[00:03:16.000 --> 00:03:19.000]  很重要的認識在這
[00:03:19.000 --> 00:03:20.000]  認識就是
[00:03:20.000 --> 00:03:23.000]  比喻不是去講一些
[00:03:23.000 --> 00:03:28.000]  很重要很重要的神學的理論
[00:03:28.000 --> 00:03:32.000]  而是一些很實際的提醒
[00:03:32.000 --> 00:03:34.000]  所以你看到這段經文裡面
[00:03:34.000 --> 00:03:36.000]  其實最重要的是什麼呢
[00:03:36.000 --> 00:03:38.000]  就是第十三節
[00:03:38.000 --> 00:03:40.000]  所以你們要警醒
[00:03:40.000 --> 00:03:42.000]  因為那日子那時辰
[00:03:42.000 --> 00:03:47.000]  你們不知道
[00:03:47.000 --> 00:03:48.000]  在歷史裡面
[00:03:48.000 --> 00:03:50.000]  很多人都讀過這段經文
[00:03:50.000 --> 00:03:52.000]  但是為什麼會有這麼多人
[00:03:52.000 --> 00:03:53.000]  搞出來說
[00:03:53.000 --> 00:03:58.000]  朱祐蘇在2020年就回來了
[00:03:58.000 --> 00:04:01.000]  又講這個又講那個
[00:04:01.000 --> 00:04:02.000]  有很多的預兆
[00:04:02.000 --> 00:04:05.000]  很多末世的理論
[00:04:05.000 --> 00:04:08.000]  但是時間都過了
[00:04:08.000 --> 00:04:10.000]  朱祐蘇都沒有回來
[00:04:10.000 --> 00:04:12.000]  很多時候我們集中了
[00:04:12.000 --> 00:04:15.000]  在一些minor的東西裡面
[00:04:15.000 --> 00:04:16.000]  次要的
[00:04:16.000 --> 00:04:19.000]  特別是比喻和末世的教導裡面
[00:04:19.000 --> 00:04:20.000]  次要的東西
[00:04:20.000 --> 00:04:22.000]  我們看得很寶貴
[00:04:22.000 --> 00:04:23.000]  很重要
[00:04:23.000 --> 00:04:24.000]  重要的東西
[00:04:24.000 --> 00:04:27.000]  我們當它是次貨
[00:04:27.000 --> 00:04:30.000]  所以我們讀聖經的時候
[00:04:30.000 --> 00:04:32.000]  我們一定要跟足
[00:04:32.000 --> 00:04:35.000]  朱祐蘇他自己的教導
[00:04:35.000 --> 00:04:37.000]  是一個很重要的事情
[00:04:37.000 --> 00:04:40.000]  所以我在這裡跟大家分享
[00:04:40.000 --> 00:04:42.000]  裡面有三個
[00:04:42.000 --> 00:04:46.000]  似乎有些會好像技術性的東西
[00:04:46.000 --> 00:04:48.000]  但是這個其實對
[00:04:48.000 --> 00:04:51.000]  我在過去這十年的裡面
[00:04:51.000 --> 00:04:55.000]  特別在馬太福音的學習中間
[00:04:55.000 --> 00:04:57.000]  我有些新的領袖
[00:04:57.000 --> 00:04:58.000]  但是我又不想
[00:04:58.000 --> 00:05:00.000]  只是講一些新的領袖
[00:05:00.000 --> 00:05:06.000]  而不講中間一些重要的規格
[00:05:06.000 --> 00:05:08.000]  我覺得這個很重要
[00:05:08.000 --> 00:05:10.000]  所以你留意一下
[00:05:10.000 --> 00:05:11.000]  在這段經文裡面
[00:05:11.000 --> 00:05:14.000]  我將它分開了三個很重要的分段
[00:05:14.000 --> 00:05:16.000]  來跟大家分享
[00:05:16.000 --> 00:05:18.000]  這個比喻的背景
[00:05:18.000 --> 00:05:20.000]  和重點在哪裡
[00:05:20.000 --> 00:05:24.000]  這個講的是天國的分言
[00:05:24.000 --> 00:05:27.000]  天國的分言
[00:05:27.000 --> 00:05:31.000]  那些有預備油的聰明的童女
[00:05:31.000 --> 00:05:35.000]  就跟著新郎進去房屋裡面
[00:05:35.000 --> 00:05:38.000]  就開始言直了
[00:05:38.000 --> 00:05:40.000]  所以這個是一個很重要的
[00:05:40.000 --> 00:05:44.000]  朱祐蘇在天國的分言裡面的教導
[00:05:44.000 --> 00:05:46.000]  在過去是有清楚的教導
[00:05:46.000 --> 00:05:47.000]  但是在這裡
[00:05:47.000 --> 00:05:50.000]  他的重點不是在於分言
[00:05:50.000 --> 00:05:52.000]  而是在於什麼呢
[00:05:52.000 --> 00:05:53.000]  預備
[00:05:53.000 --> 00:05:56.000]  所以我們一定要看內容
[00:05:56.000 --> 00:05:58.000]  比喻的內容和教導
[00:05:58.000 --> 00:06:01.000]  預備燈油
[00:06:01.000 --> 00:06:03.000]  是很重要的一件事情
[00:06:03.000 --> 00:06:06.000]  但是在很多的解經裡面
[00:06:06.000 --> 00:06:09.000]  都講到燈油很多姿多彩
[00:06:09.000 --> 00:06:13.000]  有聖靈的孝觀之類的東西
[00:06:13.000 --> 00:06:16.000]  是不是在講這件事情呢
[00:06:16.000 --> 00:06:18.000]  我們在這裡回頭看
[00:06:18.000 --> 00:06:20.000]  我們主耶穌基督是怎樣教
[00:06:20.000 --> 00:06:23.000]  我們來跟從祂
[00:06:23.000 --> 00:06:24.000]  這個是馬太福音裡面
[00:06:24.000 --> 00:06:28.000]  一個很重要很重要的屬靈的功課
[00:06:28.000 --> 00:06:30.000]  所以在這些底下的時候
[00:06:30.000 --> 00:06:33.000]  我就會來跟大家再分享一下
[00:06:33.000 --> 00:06:34.000]  在這個末世的時候
[00:06:34.000 --> 00:06:36.000]  大家都在聽見打仗
[00:06:36.000 --> 00:06:39.000]  和打仗的聲音的日子
[00:06:39.000 --> 00:06:40.000]  不是聽見
[00:06:40.000 --> 00:06:42.000]  是直接看見
[00:06:42.000 --> 00:06:44.000]  你在網上
[00:06:44.000 --> 00:06:45.000]  你在YouTube
[00:06:45.000 --> 00:06:47.000]  你在電視
[00:06:47.000 --> 00:06:48.000]  看到很多
[00:06:48.000 --> 00:06:50.000]  全世界周圍都在講
[00:06:50.000 --> 00:06:53.000]  在打仗的事情
[00:06:53.000 --> 00:06:55.000]  提醒我們什麼呢
[00:06:55.000 --> 00:06:57.000]  這個末世的時候
[00:06:57.000 --> 00:06:59.000]  我們怎樣去作木樣
[00:06:59.000 --> 00:07:01.000]  或者我們怎樣去跟從
[00:07:01.000 --> 00:07:04.000]  帶我們木樣的屬靈領袖
[00:07:04.000 --> 00:07:07.000]  這個是一個很重要的一件事情
[00:07:07.000 --> 00:07:09.000]  現在我們在這裡面對的
[00:07:09.000 --> 00:07:11.000]  是一個不知中
[00:07:11.000 --> 00:07:13.000]  我們要去拿準
[00:07:13.000 --> 00:07:15.000]  我們所知道的是什麼
[00:07:15.000 --> 00:07:18.000]  所以總結我會來說
[00:07:18.000 --> 00:07:20.000]  就是在不知的日子
[00:07:20.000 --> 00:07:21.000]  時辰中間
[00:07:21.000 --> 00:07:24.000]  我們要警醒
[00:07:24.000 --> 00:07:27.000]  這個信息最重要的是警醒
[00:07:27.000 --> 00:07:29.000]  怎樣來警醒呢
[00:07:29.000 --> 00:07:30.000]  其實是關乎到
[00:07:30.000 --> 00:07:32.000]  我們怎樣來準備
[00:07:32.000 --> 00:07:34.000]  我們沒有準備的
[00:07:34.000 --> 00:07:36.000]  我們就不能警醒
[00:07:36.000 --> 00:07:37.000]  各位領袖們
[00:07:37.000 --> 00:07:41.000]  剛剛你看完Olympic
[00:07:41.000 --> 00:07:44.000]  現在是Paralympic
[00:07:44.000 --> 00:07:46.000]  這幫比賽的人
[00:07:46.000 --> 00:07:49.000]  他們個個都有預備
[00:07:49.000 --> 00:07:51.000]  有裝備
[00:07:51.000 --> 00:07:53.000]  有很多的操練底下
[00:07:53.000 --> 00:07:56.000]  他才來走那十秒
[00:07:56.000 --> 00:08:00.000]  去跳過一個時刻的高欄
[00:08:00.000 --> 00:08:01.000]  領子妹
[00:08:01.000 --> 00:08:04.000]  沒有裝備的基督徒
[00:08:04.000 --> 00:08:06.000]  他們很可能
[00:08:06.000 --> 00:08:09.000]  會失去很多的東西
[00:08:09.000 --> 00:08:10.000]  所以領子妹
[00:08:10.000 --> 00:08:11.000]  我們回到這個
[00:08:11.000 --> 00:08:15.000]  很重要的意識的底下
[00:08:15.000 --> 00:08:16.000]  我們首先去明白
[00:08:16.000 --> 00:08:18.000]  比喻的背景和重點
[00:08:18.000 --> 00:08:20.000]  我要說的是警醒
[00:08:20.000 --> 00:08:23.000]  活在神的中間
[00:08:23.000 --> 00:08:25.000]  活在神的同在中間
[00:08:25.000 --> 00:08:27.000]  這是一個很重要
[00:08:27.000 --> 00:08:29.000]  很重要的一件事
[00:08:29.000 --> 00:08:30.000]  剛才我說了
[00:08:30.000 --> 00:08:31.000]  《馬太福音》
[00:08:31.000 --> 00:08:32.000]  在過去這十年裏面
[00:08:32.000 --> 00:08:35.000]  給了我一個很新的體會
[00:08:35.000 --> 00:08:36.000]  《馬太福音》是什麼
[00:08:36.000 --> 00:08:38.000]  是福音書
[00:08:38.000 --> 00:08:39.000]  但是《馬太福音》
[00:08:39.000 --> 00:08:42.000]  有很大的可能
[00:08:42.000 --> 00:08:43.000]  在馬太
[00:08:43.000 --> 00:08:45.000]  這個瑞利馬太
[00:08:45.000 --> 00:08:48.000]  他懂得去查賬目
[00:08:48.000 --> 00:08:50.000]  懂得去收稅
[00:08:50.000 --> 00:08:53.000]  他懂得去報稅
[00:08:53.000 --> 00:08:56.000]  他不是一個簡單的人
[00:08:56.000 --> 00:08:58.000]  他是一個很有系統的人
[00:08:58.000 --> 00:09:00.000]  他去將主耶穌的教導
[00:09:00.000 --> 00:09:01.000]  有系統的
[00:09:01.000 --> 00:09:07.000]  寫成一本門徒訓練的手冊
[00:09:07.000 --> 00:09:08.000]  在初期教會
[00:09:08.000 --> 00:09:09.000]  直到今天
[00:09:09.000 --> 00:09:12.000]  我們都是從這段經文裏面
[00:09:12.000 --> 00:09:13.000]  被提醒
[00:09:13.000 --> 00:09:16.000]  我們要使萬民作主的門徒
[00:09:16.000 --> 00:09:17.000]  我們做主的門徒
[00:09:17.000 --> 00:09:20.000]  是怎樣去做
