
[00:00:00.000 --> 00:00:03.360]  各位弟兄姊妹,願你們平安
[00:00:03.360 --> 00:00:08.800]  真的願我們眾人在神的面前,繼續享受祂的平安
[00:00:08.800 --> 00:00:16.000]  我相信武漢新型肺炎的影響,其實都不用多說了
[00:00:16.000 --> 00:00:22.860]  所以我相信這個疫情在中國,在香港,在全球都顯得一定的嚴峻
[00:00:22.860 --> 00:00:24.540]  亦都有些緊張
[00:00:24.540 --> 00:00:30.440]  世界衛生組織(WHO)都宣佈了武漢肺炎的疫情
[00:00:30.440 --> 00:00:35.520]  是列為國際公共衛生的緊急事件
[00:00:35.520 --> 00:00:44.160]  不過這個情況在香港來說,更加因為口罩不呼、不應求、連日搶購
[00:00:44.160 --> 00:00:48.940]  繼續加重了人心那種惶惶的感覺
[00:00:48.940 --> 00:00:52.720]  在這個情況之下,我相信第一個反應自然就是
[00:00:52.720 --> 00:00:58.220]  我們祈求在這些天災人禍當中,仍然感受到深深的愛
[00:00:58.220 --> 00:01:01.560]  這是對的,這是真的對的
[00:01:01.560 --> 00:01:05.940]  我們真的很想繼續去經歷神對我們和世人的愛
[00:01:05.940 --> 00:01:09.240]  亦都去感受等於姐妹之間的那種愛
[00:01:09.240 --> 00:01:13.660]  亦都包括施予給其他人的愛
[00:01:13.660 --> 00:01:18.200]  不過這種繼續想經驗愛
[00:01:18.200 --> 00:01:21.440]  我相信上帝繼續很想我們更加明白
[00:01:21.440 --> 00:01:24.060]  其實是神先愛我們
[00:01:24.060 --> 00:01:27.080]  不單止我們很想繼續愛這個社區
[00:01:27.080 --> 00:01:29.600]  還是神先愛我們
[00:01:29.600 --> 00:01:31.760]  剛才主席為我們讀出了一段經文
[00:01:31.760 --> 00:01:35.560]  應該都是幾熟的經文
[00:01:35.560 --> 00:01:38.000]  是一個人,他先說是一個人
[00:01:38.000 --> 00:01:41.000]  不過知道這是富有的人
[00:01:41.000 --> 00:01:43.660]  在第22節,他的產業很多
[00:01:43.660 --> 00:01:46.080]  這個富有的人來問耶穌
[00:01:46.080 --> 00:01:48.760]  「我可以怎樣承受永生?」
[00:01:48.760 --> 00:01:52.080]  耶穌就問他,十誡裏面
[00:01:52.080 --> 00:01:54.660]  其中後面的六誡
[00:01:54.660 --> 00:01:56.320]  就是第19節所說的
[00:01:56.320 --> 00:02:00.580]  「不可殺人,不可姦淫,不可偷渡,不可作假見證」
[00:02:00.580 --> 00:02:02.340]  不要做偽證
[00:02:02.340 --> 00:02:05.620]  「不可虧負人,不可當孝敬父母」
[00:02:05.620 --> 00:02:07.380]  你聽過的
[00:02:07.380 --> 00:02:12.040]  然後這個人就說「我從小都遵守」
[00:02:12.040 --> 00:02:17.280]  這個人說從小遵守,其實是否說假話呢?
[00:02:17.280 --> 00:02:20.680]  似乎不知道
[00:02:20.680 --> 00:02:22.940]  不過最低限度,耶穌的反應是甚麼呢?
[00:02:22.940 --> 00:02:24.640]  第21節
[00:02:24.640 --> 00:02:28.060]  「耶穌看著他,就愛他」
[00:02:28.060 --> 00:02:30.400]  無論這個富有的人
[00:02:30.400 --> 00:02:34.940]  他是否真心真意地進行了那六誡
[00:02:34.940 --> 00:02:36.620]  還是他只是口說
[00:02:36.620 --> 00:02:39.920]  還是他真的是從心裏敬畏神之下
[00:02:39.920 --> 00:02:42.820]  來進行了這六誡也好
[00:02:42.820 --> 00:02:44.220]  不過無論如何
[00:02:44.220 --> 00:02:47.520]  耶穌沒有指出你是真的還是假的
[00:02:47.520 --> 00:02:50.180]  不過祂最低限度仍然是「就愛他」
[00:02:50.180 --> 00:02:52.100]  原來這個「愛」這個字
[00:02:52.100 --> 00:02:54.820]  我相信大家可能上了很多教會都知道
[00:02:54.820 --> 00:02:56.960]  聖經裏面翻譯成中文是「愛」
[00:02:56.960 --> 00:03:01.200]  其實原文有幾個字都是在說愛的
[00:03:01.200 --> 00:03:04.480]  不過是不同層次的愛
[00:03:04.480 --> 00:03:05.860]  有些是朋友之間的愛
[00:03:05.860 --> 00:03:07.200]  有些是親人之間的愛
[00:03:07.200 --> 00:03:10.400]  有些是一般的愛
[00:03:10.400 --> 00:03:14.420]  但這裏用的字眼就正是神對人的那種愛
[00:03:14.420 --> 00:03:15.940]  是一種無條件的愛
[00:03:15.940 --> 00:03:18.400]  是那個字「阿加皮」這個字
[00:03:18.400 --> 00:03:20.900]  上帝在耶穌基督的身上
[00:03:20.900 --> 00:03:23.340]  祂看著這個富有的人也好
[00:03:23.340 --> 00:03:26.260]  無論他真心假意行了多少善事
[00:03:26.260 --> 00:03:28.800]  祂仍然是愛他的
[00:03:28.800 --> 00:03:30.540]  有罪的人愛不愛?
[00:03:30.540 --> 00:03:31.860]  耶穌都愛
[00:03:31.860 --> 00:03:35.140]  剛才羅馬書五章八節就這樣說
[00:03:35.140 --> 00:03:37.840]  而且是用基督的愛來愛他
[00:03:37.840 --> 00:03:40.060]  在這個愛之下
[00:03:40.060 --> 00:03:44.360]  不過他仍然會指出他繼續欠缺了甚麼
[00:03:44.360 --> 00:03:47.100]  他就說你欠缺一件事
[00:03:47.100 --> 00:03:50.620]  大家是不是手上都有聖經呢?
[00:03:50.620 --> 00:03:53.220]  這本聖經是新的聖經
[00:03:53.220 --> 00:03:55.400]  希望沒有那麼多細菌
[00:03:55.400 --> 00:04:00.300]  所以大家可以打開一起讀第二十一節
[00:04:00.300 --> 00:04:02.820]  第二十一節
[00:04:02.820 --> 00:04:05.760]  馬可福音十章二十一節
[00:04:05.760 --> 00:04:07.820]  我們一起讀,預備起
[00:04:07.820 --> 00:04:12.560]  耶穌看著他,就愛他,對他說
[00:04:12.560 --> 00:04:14.760]  你還缺少一件
[00:04:14.760 --> 00:04:18.960]  去變賣你所有的分級窮人
[00:04:18.960 --> 00:04:22.020]  就必有財寶在天上
[00:04:22.020 --> 00:04:25.220]  然後來跟從我
[00:04:25.220 --> 00:04:26.360]  第二十一節
[00:04:26.360 --> 00:04:29.320]  耶穌看著他,就愛他
[00:04:29.320 --> 00:04:30.500]  愛他
[00:04:30.500 --> 00:04:31.960]  不過同時也要指出
[00:04:31.960 --> 00:04:34.000]  你的生命要繼續提升
[00:04:34.000 --> 00:04:37.500]  你可以承受永生去天國
[00:04:37.500 --> 00:04:38.920]  你只欠缺一件事
[00:04:38.920 --> 00:04:40.860]  就是變賣你所有的
[00:04:40.860 --> 00:04:41.920]  頂尖的今天
[00:04:41.920 --> 00:04:45.360]  我相信上帝也不一定是叫我們所有人
[00:04:45.360 --> 00:04:47.360]  都變賣我們所有
[00:04:47.360 --> 00:04:51.600]  這裡他為甚麼要叫這個人變賣所有呢?
[00:04:51.600 --> 00:04:54.260]  聖經其實解釋了,第二十二節
[00:04:54.260 --> 00:04:58.100]  這個人聽了耶穌這樣的說話
[00:04:58.100 --> 00:05:00.400]  臉就變了色
[00:05:00.400 --> 00:05:01.960]  就變得陰沉了
[00:05:01.960 --> 00:05:03.200]  新漢語譯本說
[00:05:03.200 --> 00:05:04.460]  他變得陰沉了
[00:05:04.460 --> 00:05:07.600]  然後憂憂愁愁,憂傷地離開
[00:05:07.600 --> 00:05:10.200]  因為他的產業很多
[00:05:10.200 --> 00:05:12.460]  耶穌對他的要求多一樣
[00:05:12.460 --> 00:05:13.660]  是因為他產業多
[00:05:13.660 --> 00:05:17.060]  所以才叫他變賣所有的產業
[00:05:17.060 --> 00:05:19.260]  或者這個就是耶穌基督
[00:05:19.260 --> 00:05:21.360]  在我們無論甚麼情況之下
[00:05:21.360 --> 00:05:22.320]  兒子、女兒
[00:05:22.320 --> 00:05:23.900]  你們繼續跟隨我
[00:05:23.900 --> 00:05:25.860]  因為我先愛你們
[00:05:25.860 --> 00:05:28.660]  他用他的愛來先臨到我們中間
[00:05:28.660 --> 00:05:32.900]  然後同時才繼續呼喚我們
[00:05:32.900 --> 00:05:39.820]  更接近或者接受耶穌對我們生命的期待
[00:05:39.820 --> 00:05:43.620]  就是放下捨己
[00:05:43.620 --> 00:05:45.660]  這個我們都聽過了
[00:05:45.660 --> 00:05:46.460]  耶穌說
[00:05:46.460 --> 00:05:50.660]  若有人要跟從我,就當捨己
[00:05:50.660 --> 00:05:53.120]  天天背起十字架來跟從我
[00:05:53.120 --> 00:05:54.260]  對這個富有人
[00:05:54.260 --> 00:05:57.700]  他的捨己就是因為他有很多產業
[00:05:57.700 --> 00:06:00.520]  這個產業成為他所擁有
[00:06:00.520 --> 00:06:06.620]  所擁有之下,就成為他覺得最安全的情況
[00:06:06.620 --> 00:06:09.900]  耶穌要我們捨下或者放下
[00:06:09.900 --> 00:06:12.620]  往往就是我們越覺得要捉住他
[00:06:12.620 --> 00:06:15.420]  才有安全感的事情
[00:06:15.420 --> 00:06:17.320]  今天我們說
[00:06:17.320 --> 00:06:19.900]  好上神,你愛我們多一點
[00:06:19.900 --> 00:06:22.060]  可能轉頭上帝就問
[00:06:22.060 --> 00:06:24.460]  那你可以為我放下甚麼呢?
[00:06:24.460 --> 00:06:26.660]  你越想我愛你
[00:06:26.660 --> 00:06:29.320]  那你放下自己,我才愛到你
[00:06:29.320 --> 00:06:31.120]  那你放下些甚麼呢?
[00:06:31.120 --> 00:06:35.620]  你有些甚麼是想捉住的
[00:06:35.620 --> 00:06:38.120]  想是我才是做主人的
[00:06:38.120 --> 00:06:41.820]  我這樣才能夠感覺到安全
[00:06:41.820 --> 00:06:44.060]  是些甚麼呢?
[00:06:44.060 --> 00:06:47.320]  宗教改革在1517年
[00:06:47.320 --> 00:06:50.220]  常常說是馬丁路德那個階段
[00:06:50.220 --> 00:06:53.320]  前前後後就有宗教改革了
[00:06:53.320 --> 00:06:57.020]  將這個信仰越來越知道
[00:06:57.020 --> 00:07:02.020]  不是幾個教會裏面的宗教人士統管的
[00:07:02.020 --> 00:07:03.120]  我們越來越體會
[00:07:03.120 --> 00:07:05.320]  我們每個人都是祭司
[00:07:05.320 --> 00:07:06.520]  人人皆祭司
[00:07:06.520 --> 00:07:09.320]  所以每個人都可以去到神那裏
[00:07:09.320 --> 00:07:10.720]  這是對的
[00:07:10.720 --> 00:07:13.320]  不過這個影響
[00:07:13.320 --> 00:07:16.720]  不知道會不會慢慢越來越變得自我
[00:07:16.720 --> 00:07:18.420]  因為顯明了
[00:07:18.420 --> 00:07:21.020]  原來我都可以直接去到上帝那裏
[00:07:21.020 --> 00:07:23.920]  這個信仰整整越來越變得自我
[00:07:23.920 --> 00:07:27.820]  越來越覺得其他人的生命
[00:07:27.820 --> 00:07:30.820]  越來越不是我能夠關心到的
[00:07:30.820 --> 00:07:36.820]  甚至乎其他人是自己生存的競爭對手
[00:07:36.820 --> 00:07:39.320]  當然馬丁路德這種宗教改革
[00:07:39.320 --> 00:07:41.320]  或者當時很多宗教改革家
[00:07:41.320 --> 00:07:44.020]  帶給我們這種對福音的理解
[00:07:44.020 --> 00:07:45.320]  其實不是這樣的
[00:07:45.320 --> 00:07:47.820]  這個都是人越來越變的
[00:07:47.820 --> 00:07:50.020]  變得越來越自我中心
[00:07:50.020 --> 00:07:51.820]  越來越覺得其他人
[00:07:51.820 --> 00:07:53.920]  我要先顧好自己
[00:07:53.920 --> 00:07:56.120]  人不為己
[00:07:56.120 --> 00:07:57.120]  天誅地滅
[00:07:57.120 --> 00:08:01.820]  這個思想越來越在很多人的生命裏面
[00:08:01.820 --> 00:08:04.420]  上帝反而藉著耶穌基督說
[00:08:04.420 --> 00:08:06.620]  兒子女兒
[00:08:06.620 --> 00:08:08.720]  我愛你們
[00:08:08.720 --> 00:08:11.420]  然後我這麼愛你
[00:08:11.420 --> 00:08:15.220]  你繼續要擁有的是我
[00:08:15.220 --> 00:08:16.720]  而不是其他世上
[00:08:16.720 --> 00:08:20.820]  其他我們覺得好像很想抓住的那些東西
[00:08:20.820 --> 00:08:24.720]  這樣就能夠承受永生進天國
[00:08:24.720 --> 00:08:26.720]  頂著每天做人
[00:08:26.720 --> 00:08:29.220]  做天國的子民
[00:08:29.220 --> 00:08:32.720]  不需要靠我們所擁有的東西
[00:08:32.720 --> 00:08:36.920]  無論我們擁有的資產財富
[00:08:36.920 --> 00:08:39.520]  或者我們所擁有的能力
[00:08:39.520 --> 00:08:43.120]  我們在公司裏面的位置地位
[00:08:43.120 --> 00:08:45.020]  我們做天國的子民做人
[00:08:45.020 --> 00:08:47.320]  不用靠那些東西
[00:08:47.320 --> 00:08:49.320]  耶穌基督先先示範
[00:08:49.320 --> 00:08:50.820]  祂是先愛我們
[00:08:50.820 --> 00:08:52.320]  愛人
[00:08:52.320 --> 00:08:56.620]  現在祂期待著祂的子民學習這種愛
[00:08:56.620 --> 00:09:00.820]  耶穌出於愛才繼續去教導財主
[00:09:00.820 --> 00:09:01.820]  指出祂的欠缺
[00:09:01.820 --> 00:09:06.220]  祂不怕一教了祂,祂就走了
[00:09:06.220 --> 00:09:07.420]  不怕
[00:09:07.420 --> 00:09:09.320]  反而要誠誠實實
[00:09:09.320 --> 00:09:11.320]  用愛心說誠實話
[00:09:11.320 --> 00:09:14.720]  門徒都可以不怕指出自己
[00:09:14.720 --> 00:09:16.820]  去體會自己這種軟弱
[00:09:16.820 --> 00:09:19.820]  或者體出這個世界或者教會
[00:09:19.820 --> 00:09:21.620]  種種的不是
[00:09:21.620 --> 00:09:23.820]  種種的罪惡
[00:09:23.820 --> 00:09:25.720]  但是卻是要出於愛的
[00:09:25.720 --> 00:09:27.920]  不是出於嫉妒的
[00:09:27.920 --> 00:09:32.520]  去這樣來以愛心彼此的鼓勵
[00:09:32.520 --> 00:09:35.520]  耶穌都是這樣做
[00:09:35.520 --> 00:09:36.620]  沒有怨言
[00:09:36.620 --> 00:09:38.520]  耶穌基督沒有怨言
[00:09:38.520 --> 00:09:40.020]  只有憐憫
[00:09:40.020 --> 00:09:42.420]  耶穌基督沒有躲開
[00:09:42.420 --> 00:09:44.220]  只有服侍
[00:09:44.220 --> 00:09:45.820]  耶穌對世人的愛
[00:09:45.820 --> 00:09:50.220]  包括那些在罪裡面的人
[00:09:50.220 --> 00:09:51.820]  包括一些得罪祂的人
