
[00:00:00.000 --> 00:00:03.200]  我們開始今天的講道之前
[00:00:03.200 --> 00:00:05.080]  我們打開我們的經文
[00:00:05.080 --> 00:00:08.580]  我們一起去讀出這四節的經文
[00:00:08.580 --> 00:00:14.060]  在約翰一書第五章第十四到十七節
[00:00:14.060 --> 00:00:15.300]  我們一起讀
[00:00:15.300 --> 00:00:19.220]  我們若照著神的旨意祈求
[00:00:19.220 --> 00:00:21.200]  祂就隨聽我們
[00:00:21.200 --> 00:00:25.700]  這就是我們對祂所傳坦然無懼的心
[00:00:25.920 --> 00:00:30.140]  既然我們知道祂聽我們一切所求的
[00:00:30.140 --> 00:00:34.480]  就知道我們所求於祂的無不得著
[00:00:34.480 --> 00:00:38.720]  人若看見弟兄犯了不至於死的罪
[00:00:38.720 --> 00:00:40.820]  就要為他祈求
[00:00:40.820 --> 00:00:43.680]  神必將生命賜給他
[00:00:43.680 --> 00:00:47.320]  有些人犯的罪是不至於死的
[00:00:47.320 --> 00:00:49.820]  有的是至於死的罪
[00:00:49.820 --> 00:00:53.220]  我不說是為這罪祈求
[00:00:53.220 --> 00:00:56.320]  一切不義都是罪
[00:00:56.320 --> 00:00:59.220]  但也有不至於死的罪
[00:00:59.220 --> 00:01:02.860]  今天講題是有永生還要祈禱
[00:01:02.860 --> 00:01:04.120]  讓我們在講道之前
[00:01:04.120 --> 00:01:05.960]  我們再一次低頭禱告
[00:01:05.960 --> 00:01:07.660]  慈愛的上主
[00:01:07.660 --> 00:01:09.500]  我們多謝祢在主日當中
[00:01:09.500 --> 00:01:10.800]  我們領受聖餐
[00:01:10.800 --> 00:01:12.000]  也有祢的恩賢
[00:01:12.000 --> 00:01:13.100]  也有祢的說話
[00:01:13.100 --> 00:01:15.500]  上帝我們也求祢幫助我們
[00:01:15.500 --> 00:01:19.800]  讓我們的心思意念可以承載祢的話語
[00:01:19.800 --> 00:01:22.900]  也在我們生活當中可以走出來
[00:01:22.900 --> 00:01:25.360]  在這個彎曲滑漠的世代當中
[00:01:25.360 --> 00:01:27.500]  作神無瑕疵的兒女
[00:01:27.500 --> 00:01:28.760]  主多謝祢
[00:01:28.760 --> 00:01:30.120]  求祢與我們同在
[00:01:30.120 --> 00:01:32.200]  奉耶穌基督名字禱告
[00:01:32.200 --> 00:01:33.000]  阿們
[00:01:33.000 --> 00:01:35.800]  在過去幾個星期
[00:01:35.800 --> 00:01:38.260]  我相信有好幾件事
[00:01:38.260 --> 00:01:41.200]  大家都可能會很熱胸胸
[00:01:41.200 --> 00:01:43.360]  很投入
[00:01:43.360 --> 00:01:45.800]  我相信其中一樣
[00:01:45.800 --> 00:01:50.200]  是過去兩個星期剛剛落幕的東京奧運
[00:01:50.200 --> 00:01:53.600]  有沒有人真的經常追著去看直播呢?
[00:01:53.600 --> 00:01:55.520]  香港很厲害吧?
[00:01:55.520 --> 00:01:58.160]  香港1、2、3嘛
[00:01:58.160 --> 00:01:59.760]  香港1、2、3
[00:01:59.760 --> 00:02:02.520]  一金二銀三銅
[00:02:02.520 --> 00:02:05.900]  真的是歷史的記錄
[00:02:05.900 --> 00:02:07.460]  又或者可能是
[00:02:07.460 --> 00:02:10.260]  應該也是兩個多星期前
[00:02:10.260 --> 00:02:11.200]  8月1日
[00:02:11.200 --> 00:02:13.620]  消費券
[00:02:13.620 --> 00:02:16.560]  真的是全城哄動
[00:02:16.560 --> 00:02:19.300]  不知道你有沒有真的去消費了
[00:02:19.300 --> 00:02:20.720]  我自己逛街
[00:02:20.720 --> 00:02:22.820]  我看看商場
[00:02:22.820 --> 00:02:24.820]  真的多了人
[00:02:24.820 --> 00:02:27.800]  真的多了人在商場買東西
[00:02:27.800 --> 00:02:28.500]  是不是真的呢?
[00:02:28.500 --> 00:02:31.500]  要問商家是不是真的放了很多錢進袋子了
[00:02:31.500 --> 00:02:33.420]  但是真的擠得很厲害
[00:02:33.420 --> 00:02:37.420]  又或者可能是每天都會問的
[00:02:37.420 --> 00:02:38.660]  今天打了沒有?
[00:02:38.660 --> 00:02:40.620]  有多少人打了疫苗?
[00:02:40.620 --> 00:02:43.200]  有多少成人打了疫苗?
[00:02:43.200 --> 00:02:46.820]  開始講疫苗的時候
[00:02:46.820 --> 00:02:50.560]  有很多商家現在又派錢
[00:02:50.560 --> 00:02:52.160]  又派金
[00:02:52.160 --> 00:02:54.200]  甚至是派房子
[00:02:54.200 --> 00:02:56.060]  最初最早期
[00:02:56.060 --> 00:02:57.260]  我一聽到
[00:02:57.260 --> 00:02:57.960]  不是吧?
[00:02:57.960 --> 00:02:58.600]  打疫苗
[00:02:58.600 --> 00:03:00.860]  1,080萬的房子
[00:03:00.860 --> 00:03:03.160]  我自己在這裡做夢
[00:03:03.160 --> 00:03:07.460]  跟太太和親戚
[00:03:07.460 --> 00:03:10.160]  如果抽獎抽中了房子
[00:03:10.160 --> 00:03:11.260]  打疫苗而已
[00:03:11.260 --> 00:03:13.260]  抽中了房子怎麼辦呢?
[00:03:14.460 --> 00:03:16.820]  1,080萬
[00:03:16.820 --> 00:03:17.900]  我都不知道怎麼數
[00:03:17.900 --> 00:03:19.260]  數了多少個零我都不會數
[00:03:19.260 --> 00:03:20.900]  這麼離譜的
[00:03:20.900 --> 00:03:22.660]  如果真的抽中了
[00:03:22.660 --> 00:03:24.500]  首先要做什麼?
[00:03:24.500 --> 00:03:25.800]  抽中了房子
[00:03:25.800 --> 00:03:28.900]  首先抽中了房子怎麼辦?
[00:03:28.900 --> 00:03:30.100]  我在這裡做夢
[00:03:30.100 --> 00:03:32.460]  抽中了房子
[00:03:32.460 --> 00:03:34.500]  第一件事要做的就是先領獎
[00:03:34.500 --> 00:03:36.160]  是不是?
[00:03:36.160 --> 00:03:40.000]  不領獎你說什麼都還沒放進袋子裡
[00:03:40.000 --> 00:03:42.000]  最重要是先領獎
[00:03:42.000 --> 00:03:43.800]  很重要的
[00:03:43.800 --> 00:03:44.920]  或者剛才說
[00:03:44.920 --> 00:03:47.020]  你可能支付寶也好
[00:03:47.020 --> 00:03:47.500]  八達通
[00:03:47.500 --> 00:03:49.800]  你拿了消費券
[00:03:49.800 --> 00:03:51.400]  最重要是什麼?
[00:03:51.400 --> 00:03:53.960]  最重要是花錢
[00:03:53.960 --> 00:03:55.960]  所以8月1日那天我走出街
[00:03:55.960 --> 00:03:57.320]  真的擠得很激烈
[00:03:57.320 --> 00:04:00.620]  最重要是花了錢
[00:04:00.620 --> 00:04:01.620]  放進袋子裡
[00:04:01.620 --> 00:04:02.700]  你不花
[00:04:02.700 --> 00:04:03.800]  有人這麼說的
[00:04:03.800 --> 00:04:05.020]  他說
[00:04:05.020 --> 00:04:07.720]  那些錢在你花的時候
[00:04:07.720 --> 00:04:09.960]  才是真正的你
[00:04:09.960 --> 00:04:13.560]  這句話我跟我女兒說的時候
[00:04:13.560 --> 00:04:15.260]  說很高層次
[00:04:15.260 --> 00:04:18.860]  但是我想這句話是有意思的
[00:04:18.860 --> 00:04:20.960]  真的
[00:04:20.960 --> 00:04:25.700]  上個星期約翰的聖經第十三節說
[00:04:25.700 --> 00:04:28.560]  寫這些話給你們信奉神而子之名的人
[00:04:28.560 --> 00:04:32.260]  要讓你們知道自己有永生
[00:04:32.260 --> 00:04:35.860]  上個星期應該大家都很熟悉這句話
[00:04:35.860 --> 00:04:38.060]  知道有永生之後
[00:04:38.060 --> 00:04:41.560]  接著就到剛才讀的四節聖經
[00:04:43.100 --> 00:04:45.420]  我自己在準備的時候
[00:04:45.420 --> 00:04:47.160]  有了永生
[00:04:47.160 --> 00:04:49.260]  接著就
[00:04:49.260 --> 00:04:50.760]  祈禱?
[00:04:50.760 --> 00:04:53.660]  怎麼這麼有趣?
[00:04:53.660 --> 00:04:55.900]  我自己在想
[00:04:55.900 --> 00:04:57.760]  那麼祈禱跟永生有什麼關係?
[00:04:57.760 --> 00:05:02.360]  頂姐妹你有沒有這個問號?
[00:05:02.360 --> 00:05:04.660]  我自己去思量
[00:05:04.660 --> 00:05:06.220]  我自己去準備的時候
[00:05:06.220 --> 00:05:11.960]  祈禱的生活正正是永生的體驗
[00:05:13.960 --> 00:05:18.100]  祈禱的生活正正是永生的實在
[00:05:18.100 --> 00:05:22.860]  所以我覺得這四節經文很有意思
[00:05:22.860 --> 00:05:24.120]  你知道自己有永生
[00:05:24.120 --> 00:05:25.260]  但是你不去經歷
[00:05:25.260 --> 00:05:27.360]  你不去體會
[00:05:27.360 --> 00:05:30.160]  好像有點空白
[00:05:30.160 --> 00:05:31.860]  不是說你沒有
[00:05:31.860 --> 00:05:36.300]  但好像似乎沒有什麼渣男
[00:05:36.300 --> 00:05:37.420]  沒有實在
[00:05:37.420 --> 00:05:38.360]  是不是?
[00:05:38.360 --> 00:05:40.020]  很特別
[00:05:40.020 --> 00:05:41.760]  約翰這麼說
[00:05:42.900 --> 00:05:45.560]  寫這句話給你們信奉神而知之明的人
[00:05:45.560 --> 00:05:46.800]  就是信耶穌的人
[00:05:46.800 --> 00:05:48.860]  就是你和我
[00:05:48.860 --> 00:05:50.900]  叫我們知道自己有永生
[00:05:50.900 --> 00:05:52.060]  有又如何?
[00:05:52.060 --> 00:05:54.060]  有又如何?
[00:05:54.060 --> 00:05:56.200]  我看到有些基督徒
[00:05:56.200 --> 00:05:59.520]  說很開心很興奮
[00:05:59.520 --> 00:06:01.320]  但是信得很淡
[00:06:01.320 --> 00:06:03.500]  甚至乎有些洗禮
[00:06:03.500 --> 00:06:07.020]  又不回崇拜又不回傳契又不回主日學
[00:06:07.020 --> 00:06:09.360]  這樣也有?
[00:06:09.360 --> 00:06:11.220]  就好像剛才說
[00:06:11.220 --> 00:06:12.860]  中了一層鈕扣
[00:06:12.860 --> 00:06:13.900]  但是你不去領獎
[00:06:13.900 --> 00:06:15.400]  只是很開心很開心
[00:06:15.400 --> 00:06:17.400]  你也不去體驗
[00:06:17.400 --> 00:06:19.200]  不去實在去感受
[00:06:19.200 --> 00:06:21.500]  我自己覺得
[00:06:21.500 --> 00:06:23.420]  不知道大家有沒有這種感覺
[00:06:23.420 --> 00:06:25.000]  真正的擁有
[00:06:25.000 --> 00:06:26.400]  真正的擁有
[00:06:26.400 --> 00:06:30.620]  是要跟那件事情產生一些互動、交流
[00:06:30.620 --> 00:06:32.560]  經歷一下的
[00:06:32.560 --> 00:06:35.220]  不知道大家是否認同
[00:06:35.220 --> 00:06:36.320]  就好像談戀愛一樣
[00:06:36.320 --> 00:06:37.560]  無論男生還是女生
[00:06:37.560 --> 00:06:38.520]  你看到一個對象
[00:06:38.520 --> 00:06:39.860]  你只知道他的名字
[00:06:39.860 --> 00:06:40.900]  知道他的電話
[00:06:40.900 --> 00:06:42.160]  你硬是不打電話
[00:06:42.160 --> 00:06:43.520]  硬是不跟他約會
[00:06:43.520 --> 00:06:45.420]  硬是不跟他吃頓飯
[00:06:45.420 --> 00:06:48.360]  你沒理由告訴別人你正在拍拖
[00:06:48.360 --> 00:06:50.120]  男士
[00:06:50.120 --> 00:06:51.600]  很喜歡漂亮的車
[00:06:51.600 --> 00:06:52.420]  買了一輛車
[00:06:52.420 --> 00:06:53.320]  放在停車場
[00:06:53.320 --> 00:06:54.760]  你就是不坐上去
[00:06:54.760 --> 00:06:56.460]  就是不用這輛車
[00:06:56.460 --> 00:06:58.220]  不去感受一下零點多少秒
[00:06:58.220 --> 00:06:59.520]  可以踩到100公里
[00:06:59.520 --> 00:07:02.920]  你放這輛車在這裡做什麼?
[00:07:02.920 --> 00:07:04.460]  女士
[00:07:04.460 --> 00:07:06.900]  Window shopping很漂亮
[00:07:06.900 --> 00:07:08.420]  衣服、手袋很漂亮
[00:07:08.420 --> 00:07:09.600]  買回家
[00:07:09.600 --> 00:07:10.760]  你放在衣櫃裡
[00:07:10.760 --> 00:07:11.860]  你都不穿的
[00:07:11.860 --> 00:07:13.860]  不知道有沒有這樣的人
[00:07:13.860 --> 00:07:15.560]  就是放在整個家裡都是鞋子
[00:07:15.560 --> 00:07:16.700]  漂亮的鞋子
[00:07:16.700 --> 00:07:19.060]  你都不穿的
[00:07:19.060 --> 00:07:22.860]  我真正的有用
[00:07:22.860 --> 00:07:27.100]  其實是真的要跟那件事有互動交流
[00:07:27.100 --> 00:07:29.120]  我叫真正的有用
[00:07:29.120 --> 00:07:30.360]  你要真的有
[00:07:30.360 --> 00:07:31.820]  就要認真地去用
[00:07:31.820 --> 00:07:34.620]  這樣才叫做有用
[00:07:34.620 --> 00:07:36.660]  約翰他告訴我們
[00:07:36.660 --> 00:07:37.600]  教我們
[00:07:37.600 --> 00:07:39.360]  要好像私人一樣
[00:07:40.860 --> 00:07:42.620]  常常主恩的滋味
[00:07:42.620 --> 00:07:44.260]  就知道他的美善
[00:07:44.260 --> 00:07:46.860]  約翰他
[00:07:46.860 --> 00:07:49.100]  今天這四節的經文
[00:07:49.100 --> 00:07:50.520]  他想跟我們說什麼?
[00:07:50.520 --> 00:07:52.360]  叫我們在祈禱當中
[00:07:52.360 --> 00:07:53.860]  去真的經歷神
[00:07:53.860 --> 00:07:57.700]  感受一下有永生的實在
[00:07:57.700 --> 00:07:59.800]  這個有永生這個有字
[00:07:59.800 --> 00:08:02.160]  是現在式
[00:08:02.160 --> 00:08:04.820]  不是將來式
[00:08:04.820 --> 00:08:07.100]  不是將來
[00:08:07.100 --> 00:08:09.900]  安息禮拜之後你才有永生
[00:08:10.400 --> 00:08:12.060]  有是現在式
[00:08:12.060 --> 00:08:14.460]  就是說你現在坐在這裡你已經有了
[00:08:14.460 --> 00:08:17.720]  剛才我們一同去吃聖餐
[00:08:17.720 --> 00:08:19.200]  我們經歷了耶穌
[00:08:19.200 --> 00:08:21.260]  所以這個有永生
[00:08:21.260 --> 00:08:24.200]  是我們今天實在這份確具
[00:08:24.200 --> 00:08:26.820]  是可以享受到、經歷到的
[00:08:26.820 --> 00:08:29.360]  有永生還要禱告
[00:08:29.360 --> 00:08:30.860]  是今天的講題
[00:08:30.860 --> 00:08:32.600]  這句話告訴我們
[00:08:32.600 --> 00:08:34.920]  就好像銀子的兩面是一而二
[00:08:34.920 --> 00:08:36.000]  二而一
[00:08:36.000 --> 00:08:38.860]  可能你接著就會問
[00:08:38.860 --> 00:08:41.220]  那應該在什麼情況裡面祈禱呢?
[00:08:41.220 --> 00:08:42.920]  祈禱又祈什麼呢?
[00:08:42.920 --> 00:08:45.320]  為什麼去禱告呢?
[00:08:45.320 --> 00:08:46.720]  人生呢
[00:08:46.720 --> 00:08:48.160]  我自己去看
[00:08:48.160 --> 00:08:50.300]  無論你是平常的生活
[00:08:50.300 --> 00:08:52.000]  或者是屬靈的生活裡面
[00:08:52.000 --> 00:08:54.620]  總是有很多不同的需要
[00:08:54.620 --> 00:08:57.220]  所以主耶穌教我們背主禱文
[00:08:57.220 --> 00:08:58.420]  大家都懂得背
[00:08:58.420 --> 00:09:00.720]  我們日用的飲食
[00:09:00.720 --> 00:09:02.520]  今日賜給我們
[00:09:02.520 --> 00:09:04.120]  我們平常的生活裡面
[00:09:04.120 --> 00:09:05.900]  我們可以禱告
[00:09:05.900 --> 00:09:08.060]  不叫我們遇見斯坦糾
[00:09:08.060 --> 00:09:09.360]  我們血離凶惡
