
[00:00:00.000 --> 00:00:01.600]  後頂照顧平安
[00:00:01.600 --> 00:00:03.600]  真的很久沒有見面了
[00:00:03.600 --> 00:00:06.100]  差不多有一個多兩個月
[00:00:06.100 --> 00:00:10.400]  崇拜也有說我請病假
[00:00:10.400 --> 00:00:12.600]  6月1號做了一個手術
[00:00:12.600 --> 00:00:13.600]  是副科的
[00:00:13.600 --> 00:00:15.000]  也感恩
[00:00:15.000 --> 00:00:16.400]  其實是良性的
[00:00:16.400 --> 00:00:19.400]  切除了一些器官
[00:00:19.400 --> 00:00:22.200]  所以經過一個多兩個月
[00:00:22.200 --> 00:00:24.200]  現在表面傷口也很好的
[00:00:24.200 --> 00:00:27.200]  裏面的還要慢慢去康復
[00:00:27.200 --> 00:00:30.200]  少拿重物
[00:00:30.200 --> 00:00:33.200]  自己也不是那麼聽話
[00:00:33.200 --> 00:00:35.200]  也要警惕一下自己
[00:00:35.200 --> 00:00:37.200]  今天可以站在這裏
[00:00:37.200 --> 00:00:40.200]  和大家分享也實在很感恩
[00:00:40.200 --> 00:00:44.200]  今天我也會分享最後一卷
[00:00:44.200 --> 00:00:46.200]  最後一間教會
[00:00:46.200 --> 00:00:49.200]  早前我們幾個同工也有分享過
[00:00:49.200 --> 00:00:51.200]  《啟示錄》
[00:00:51.200 --> 00:00:55.200]  約翰寫給七間教會
[00:00:55.200 --> 00:00:57.200]  不知道大家記不記得哪七間
[00:00:57.200 --> 00:01:00.200]  沿着羅馬達古道
[00:01:00.200 --> 00:01:03.200]  順着那條線
[00:01:03.200 --> 00:01:05.200]  一路以筏水一路排排排
[00:01:05.200 --> 00:01:07.200]  一個圓形
[00:01:07.200 --> 00:01:09.200]  順時針的方向排
[00:01:09.200 --> 00:01:11.200]  今天去到最後一站
[00:01:11.200 --> 00:01:14.200]  就是去到老弟家
[00:01:14.200 --> 00:01:16.200]  老弟家是一個什麼教會呢
[00:01:16.200 --> 00:01:18.200]  是一個非常富庶
[00:01:18.200 --> 00:01:21.200]  文化水平可能在這幾間教會當中
[00:01:21.200 --> 00:01:22.200]  是最高的
[00:01:22.200 --> 00:01:24.200]  在中東的活動也是最頻密的
[00:01:24.200 --> 00:01:27.200]  在一個古代的城市當中
[00:01:27.200 --> 00:01:28.200]  不過很可惜
[00:01:28.200 --> 00:01:31.200]  雖然這間教會有文化水平
[00:01:31.200 --> 00:01:33.200]  有很好的經濟
[00:01:33.200 --> 00:01:34.200]  很富庶
[00:01:34.200 --> 00:01:36.200]  但是在七間教會當中
[00:01:36.200 --> 00:01:38.200]  唯一一間就是老弟家教會
[00:01:38.200 --> 00:01:40.200]  是被主去雜弊
[00:01:40.200 --> 00:01:43.200]  而沒有一半點的輕雜
[00:01:43.200 --> 00:01:44.200]  我們知道七間教會當中
[00:01:44.200 --> 00:01:46.200]  有些是有雜弊有輕雜
[00:01:46.200 --> 00:01:48.200]  但也有些只是有輕雜沒有雜弊
[00:01:48.200 --> 00:01:50.200]  有兩間
[00:01:50.200 --> 00:01:51.200]  但這一間很特別
[00:01:51.200 --> 00:01:53.200]  只是有雜弊而沒有輕雜
[00:01:53.200 --> 00:01:57.200]  究竟這間教會是否真的差得很大呢
[00:01:57.200 --> 00:01:58.200]  我很願意
[00:01:58.200 --> 00:02:02.200]  藉着今天分享老弟家教會
[00:02:02.200 --> 00:02:03.200]  我相信這封信
[00:02:03.200 --> 00:02:07.200]  不僅是對當時老弟家信徒的提醒
[00:02:07.200 --> 00:02:09.200]  適切在當時的年代
[00:02:09.200 --> 00:02:12.200]  相信看到今天我們仍然是
[00:02:12.200 --> 00:02:13.200]  藉着這封信
[00:02:13.200 --> 00:02:15.200]  約翰對他提醒
[00:02:15.200 --> 00:02:16.200]  也成爲我們一些鼓勵
[00:02:16.200 --> 00:02:18.200]  一些提醒
[00:02:18.200 --> 00:02:21.200]  我們先看一看
[00:02:21.200 --> 00:02:23.200]  老弟家城
[00:02:23.200 --> 00:02:24.200]  同工也很努力
[00:02:24.200 --> 00:02:25.200]  經常到處找找
[00:02:25.200 --> 00:02:27.200]  那七間教會的照片是怎樣的
[00:02:27.200 --> 00:02:30.200]  但發現如果在谷歌搜索
[00:02:30.200 --> 00:02:33.200]  沒有註明這是什麼教會
[00:02:33.200 --> 00:02:35.200]  你只會發現全部都是什麼
[00:02:35.200 --> 00:02:37.200]  都是石頭 石柱
[00:02:37.200 --> 00:02:41.200]  很多年前去以色列旅行的時候
[00:02:41.200 --> 00:02:43.200]  去聖地之遊的時候
[00:02:43.200 --> 00:02:46.200]  導師導遊帶我們去看
[00:02:46.200 --> 00:02:47.200]  其實到處都差不多
[00:02:47.200 --> 00:02:49.200]  很多石頭都分辨不到
[00:02:49.200 --> 00:02:51.200]  我相信這個真是老弟家
[00:02:51.200 --> 00:02:53.200]  應該有些不同
[00:02:53.200 --> 00:02:54.200]  雖然我們不懂得考古
[00:02:54.200 --> 00:02:55.200]  看起來差不多
[00:02:55.200 --> 00:02:57.200]  都是石柱 都是石頭
[00:02:57.200 --> 00:03:01.200]  當然這是一些古蹟
[00:03:01.200 --> 00:03:04.200]  我們也看看內容是什麼
[00:03:04.200 --> 00:03:08.200]  我先看三章十四至十九節
[00:03:08.200 --> 00:03:11.200]  我們一起讀完這幾節
[00:03:11.200 --> 00:03:13.200]  好 一二三
[00:03:13.200 --> 00:03:16.200]  你要寫信給老弟家教會的使者
[00:03:16.200 --> 00:03:19.200]  說那爲阿門的
[00:03:19.200 --> 00:03:21.200]  爲誠信真實見證的
[00:03:21.200 --> 00:03:25.200]  在上帝創造萬物之上爲元首的
[00:03:25.200 --> 00:03:28.200]  說我知道你的行爲
[00:03:28.200 --> 00:03:30.200]  也不冷也不熱
[00:03:30.200 --> 00:03:33.200]  我巴不得你滑冷滑熱
[00:03:33.200 --> 00:03:36.200]  你既如溫水也不冷也不熱
[00:03:36.200 --> 00:03:40.200]  所以我必從我喉中把你豪出去
[00:03:40.200 --> 00:03:42.200]  你說我是富足
[00:03:42.200 --> 00:03:44.200]  已經發了財
[00:03:44.200 --> 00:03:46.200]  一樣都不缺
[00:03:46.200 --> 00:03:49.200]  卻不知道你是哪貧困
[00:03:49.200 --> 00:03:53.200]  可憐 貧窮 乞眼 赤身的
[00:03:53.200 --> 00:03:56.200]  我勸你向我買火煉的金子
[00:03:56.200 --> 00:03:58.200]  叫你富足
[00:03:58.200 --> 00:04:00.200]  又買白衣穿上
[00:04:00.200 --> 00:04:03.200]  叫你赤身的羞辱不露出來
[00:04:03.200 --> 00:04:06.200]  又買眼藥 擦你的眼睛
[00:04:06.200 --> 00:04:08.200]  使你能看見
[00:04:08.200 --> 00:04:10.200]  凡我所愛的
[00:04:10.200 --> 00:04:12.200]  我就責備管教他
[00:04:12.200 --> 00:04:14.200]  所以你要熱心
[00:04:14.200 --> 00:04:16.200]  也要悔改
[00:04:16.200 --> 00:04:20.200]  這裏就是內容上
[00:04:20.200 --> 00:04:22.200]  但你會發覺原來
[00:04:22.200 --> 00:04:24.200]  這七封信
[00:04:24.200 --> 00:04:26.200]  這七個教會里面
[00:04:26.200 --> 00:04:28.200]  內容訊息雖然有不同
[00:04:28.200 --> 00:04:30.200]  但是有些地方
[00:04:30.200 --> 00:04:32.200]  表達方式 格式
[00:04:32.200 --> 00:04:34.200]  其實很多都很類似
[00:04:34.200 --> 00:04:36.200]  《離不開》也有幾樣東西
[00:04:36.200 --> 00:04:38.200]  主要是自清
[00:04:38.200 --> 00:04:40.200]  主要是責備
[00:04:40.200 --> 00:04:42.200]  勸勉和主的應許
[00:04:42.200 --> 00:04:44.200]  今天我會就這四點
[00:04:44.200 --> 00:04:46.200]  作爲一個大綱
[00:04:46.200 --> 00:04:48.200]  和大家分享
[00:04:48.200 --> 00:04:50.200]  先講一講
[00:04:50.200 --> 00:04:52.200]  第一方面是主的自清
[00:04:52.200 --> 00:04:55.200]  主的自清形容他自己
[00:04:55.200 --> 00:04:57.200]  我用不同顏色的字
[00:04:57.200 --> 00:05:00.200]  他稱自己爲雅門的
[00:05:00.200 --> 00:05:03.200]  爲誠信真實見證的
[00:05:03.200 --> 00:05:05.200]  以及爲元獸
[00:05:05.200 --> 00:05:08.200]  創造萬物之上的元獸
[00:05:08.200 --> 00:05:10.200]  究竟這三樣東西
[00:05:10.200 --> 00:05:12.200]  有什麼意義呢
[00:05:12.200 --> 00:05:14.200]  我們知道當
[00:05:14.200 --> 00:05:16.200]  耶穌向
[00:05:16.200 --> 00:05:18.200]  元獸去啓示他自己的時候
[00:05:18.200 --> 00:05:20.200]  他將這些特性自清
[00:05:20.200 --> 00:05:22.200]  去表達的時候
[00:05:22.200 --> 00:05:24.200]  很多時候都是對應這教會的特性
[00:05:24.200 --> 00:05:26.200]  我不知道你發不發覺
[00:05:26.200 --> 00:05:28.200]  究竟爲什麼
[00:05:28.200 --> 00:05:30.200]  主耶穌要這樣去表達他自己呢
[00:05:30.200 --> 00:05:32.200]  有這三個特性
[00:05:32.200 --> 00:05:34.200]  我們先解釋第一個
[00:05:34.200 --> 00:05:36.200]  第一個雅門
[00:05:36.200 --> 00:05:38.200]  什麼是雅門呢
[00:05:38.200 --> 00:05:40.200]  希伯來文的意思是真實
