
[00:00:00.000 --> 00:00:01.280]  第二點沒平安
[00:00:01.280 --> 00:00:04.620]  禱告是在教會當中
[00:00:04.620 --> 00:00:07.060]  最經常被提
[00:00:07.060 --> 00:00:10.940]  可是在基督徒生活當中最被忽略的一件事情
[00:00:10.940 --> 00:00:15.420]  但事實上禱告是神給祂的兒女
[00:00:15.420 --> 00:00:20.420]  在神面前一個最寶貴的恩典跟權柄
[00:00:20.420 --> 00:00:24.520]  所以人說禱告就好像一條熱線一樣
[00:00:24.520 --> 00:00:29.020]  想想看如果今天你有一條熱線直通白宮的話
[00:00:29.020 --> 00:00:33.220]  那你不是覺得你蠻有權柄,蠻有恩典的不是嗎?
[00:00:33.220 --> 00:00:36.020]  禱告就是一條熱線
[00:00:36.020 --> 00:00:40.920]  禱告就是我們有一個直通到神寶座的熱線
[00:00:40.920 --> 00:00:44.620]  藉著禱告我們可以直接來到祂的面前
[00:00:44.620 --> 00:00:47.620]  我們能夠來親近祂,來認識祂
[00:00:47.620 --> 00:00:51.220]  藉著禱告我們能夠明白神的心意
[00:00:51.220 --> 00:00:53.420]  知道我們當作的事
[00:00:53.420 --> 00:00:57.120]  藉著禱告我們更可以知取神的能力
[00:00:57.120 --> 00:00:59.720]  來面對每一天的生活
[00:00:59.720 --> 00:01:05.020]  禱告的確是基督徒生活得勝的關鍵
[00:01:05.020 --> 00:01:08.220]  我們看見歷史歷代的聖徒
[00:01:08.220 --> 00:01:12.220]  他們之所以能夠在各樣艱難的環境當中
[00:01:12.220 --> 00:01:14.520]  不但靠得住站立的穩
[00:01:14.520 --> 00:01:18.120]  而且帶來翻轉世代的能力
[00:01:18.120 --> 00:01:21.620]  都是因為他們堅持的相信
[00:01:21.620 --> 00:01:24.920]  神垂聽並且應允禱告
[00:01:24.920 --> 00:01:28.220]  而且他們也學會怎麼樣藉著禱告
[00:01:28.220 --> 00:01:31.120]  能夠經歷神改變的大難
[00:01:31.120 --> 00:01:34.720]  所以今天早上我們要從聖經三個人物裡面
[00:01:34.720 --> 00:01:37.320]  來學習他們的禱告
[00:01:37.320 --> 00:01:42.720]  三個能夠在你生命當中帶來改變的禱告
[00:01:42.720 --> 00:01:48.320]  第一個禱告是主啊,求祢紀念我
[00:01:48.320 --> 00:01:52.020]  主啊,求祢紀念我
[00:01:52.420 --> 00:01:56.120]  這是猶大王國西西迦王的禱告
[00:01:56.120 --> 00:01:58.920]  當時西西迦王生病
[00:01:58.920 --> 00:02:01.720]  而且病得快要死了
[00:02:01.720 --> 00:02:05.220]  所以他到神面前向神來呼求
[00:02:05.220 --> 00:02:08.320]  在《料王記》下第20章第3節裡面
[00:02:08.320 --> 00:02:12.420]  他在對神呼求說:耶華,求祢紀念我在祢面前
[00:02:12.420 --> 00:02:16.420]  怎麼樣從完全的心按誠實行事
[00:02:16.420 --> 00:02:22.420]  也就是說你眼中所看為善的西西迦就痛哭了
[00:02:22.420 --> 00:02:23.520]  很有意思
[00:02:23.520 --> 00:02:27.820]  我們看見當西西迦王生病的時候
[00:02:27.820 --> 00:02:31.420]  他沒有禱告求神說主啊,求祢醫治我
[00:02:31.420 --> 00:02:33.520]  求祢拯救我
[00:02:33.520 --> 00:02:38.520]  反而他向神說主啊,求祢紀念我
[00:02:38.520 --> 00:02:41.620]  我相信這也是今天我們做一個基督徒
[00:02:41.620 --> 00:02:46.020]  最需要在神面前所做的一個禱告
[00:02:46.020 --> 00:02:49.820]  你說為什麼我們需要求主來紀念我們呢?
[00:02:49.820 --> 00:02:51.520]  兩個原因
[00:02:51.520 --> 00:02:52.920]  第一個原因
[00:02:52.920 --> 00:02:57.320]  因為我們的神是一位守約斯慈愛的神
[00:02:57.320 --> 00:03:01.020]  我們的神是一位守約斯慈愛的神
[00:03:01.020 --> 00:03:03.020]  第二點你一定要記得
[00:03:03.020 --> 00:03:07.320]  今天無論你說你現在的光景是多麼的軟弱
[00:03:07.320 --> 00:03:09.020]  多麼的無助
[00:03:09.020 --> 00:03:11.720]  只要你接受耶穌做你個人的救助
[00:03:11.720 --> 00:03:14.220]  你就是屬於神的
[00:03:14.220 --> 00:03:15.520]  你是神的兒女
[00:03:15.520 --> 00:03:17.720]  你永遠屬於神
[00:03:17.720 --> 00:03:18.820]  Amen
[00:03:18.820 --> 00:03:21.720]  在約翰福音第十三章第一節裡面
[00:03:21.720 --> 00:03:23.320]  這裡講到預約節以前
[00:03:23.320 --> 00:03:27.120]  耶穌知道自己離世歸家的時候到了
[00:03:27.120 --> 00:03:29.520]  祂既愛世間屬自己的人
[00:03:29.520 --> 00:03:33.020]  就愛他們到底
[00:03:33.020 --> 00:03:34.820]  我們看見主在這裡說
[00:03:34.820 --> 00:03:38.020]  祂愛世間屬自己的人
[00:03:38.020 --> 00:03:40.320]  今天你是屬主的人嗎?
[00:03:40.320 --> 00:03:42.120]  如果你接受耶穌做你個人的救
[00:03:42.120 --> 00:03:44.420]  你就是屬主的人了
[00:03:44.420 --> 00:03:48.420]  主說主就要愛我們到底
[00:03:48.420 --> 00:03:50.720]  什麼叫愛到底?
[00:03:50.720 --> 00:03:55.120]  愛到底就是意思無論你今天多麼的軟弱
[00:03:55.120 --> 00:03:58.520]  我們看見神永遠不會離棄你
[00:03:58.520 --> 00:04:01.620]  神永遠不會丟棄你
[00:04:01.620 --> 00:04:04.520]  就像我們中間做父母親的人
[00:04:04.520 --> 00:04:06.720]  請問在我們中間做父母親的
[00:04:06.720 --> 00:04:10.220]  你會因為你的孩子的悖逆跟軟弱
[00:04:10.220 --> 00:04:13.020]  你就會離棄他丟棄他嗎?
[00:04:13.020 --> 00:04:14.120]  不會
[00:04:14.120 --> 00:04:16.620]  你永遠不會丟棄他
[00:04:16.620 --> 00:04:18.920]  你永遠愛他
[00:04:18.920 --> 00:04:21.320]  同樣今天我們做一個人
[00:04:21.320 --> 00:04:24.320]  無論我們今天多麼的軟弱
[00:04:24.320 --> 00:04:25.820]  也許我們會跌倒
[00:04:25.820 --> 00:04:27.720]  也許我們會悖逆
[00:04:27.720 --> 00:04:31.320]  但神的性思卻永遠不改變
[00:04:31.320 --> 00:04:33.420]  不會因為我們的軟弱
[00:04:33.420 --> 00:04:35.720]  神就離棄我們
[00:04:35.720 --> 00:04:40.420]  聖經上說我們的神是守約斯慈愛的神
[00:04:40.420 --> 00:04:41.620]  什麼意思?
[00:04:41.620 --> 00:04:45.220]  那個意思就是神永遠不會說謊
[00:04:45.220 --> 00:04:46.420]  神不但不會說謊
[00:04:46.420 --> 00:04:48.720]  神也不能說謊
[00:04:48.720 --> 00:04:52.320]  當神說他用他永遠的慈愛來愛我們的時候
[00:04:52.320 --> 00:04:55.020]  他就一定要用他永遠的慈愛
[00:04:55.020 --> 00:04:59.520]  那個愛到底的愛來愛我們
[00:04:59.520 --> 00:05:02.520]  這為什麼今天我們可以來到神的面前
[00:05:02.520 --> 00:05:05.820]  能夠坦然無懼的向神來呼求說
[00:05:05.820 --> 00:05:09.020]  主啊求祢紀念我
[00:05:09.020 --> 00:05:12.620]  因為我是屬於祢的兒女
[00:05:12.620 --> 00:05:15.120]  祢是我們的天父
[00:05:15.120 --> 00:05:18.020]  祢是那位守約斯慈愛的神
[00:05:18.020 --> 00:05:21.920]  祢不能夠不顧念我們
[00:05:21.920 --> 00:05:23.020]  也許你說牧師
[00:05:23.020 --> 00:05:27.320]  這是我曾經聽過最賴皮的禱告了
[00:05:27.320 --> 00:05:28.920]  但我要告訴你
[00:05:28.920 --> 00:05:33.720]  這也是最能夠抓住神憐憫心腸的禱告
[00:05:33.720 --> 00:05:35.320]  你知道嗎?
[00:05:35.320 --> 00:05:38.920]  錫西家王在神面前做這樣的禱告
[00:05:38.920 --> 00:05:40.920]  神就垂聽他的禱告
[00:05:40.920 --> 00:05:42.520]  醫治了他的疾病
[00:05:42.520 --> 00:05:45.720]  而且還增加他十五年的壽命
[00:05:45.720 --> 00:05:47.820]  Hallelujah
[00:05:47.820 --> 00:05:48.520]  第一個原因
[00:05:48.520 --> 00:05:51.420]  因為我們的神是守約斯慈愛的
[00:05:51.420 --> 00:05:52.220]  第二個原因
[00:05:52.220 --> 00:05:56.120]  因為我們選擇信靠神
[00:05:56.120 --> 00:05:59.420]  今天為什麼我們可以求主來紀念我們呢?
[00:05:59.420 --> 00:06:02.820]  是因為我們選擇信靠他了
[00:06:02.820 --> 00:06:05.620]  希臘白書十一章第六節怎麼說呢?
[00:06:05.620 --> 00:06:10.220]  這裡說人非有信就不能得神的喜悅
[00:06:10.220 --> 00:06:12.720]  可見了信心多重要
[00:06:12.720 --> 00:06:15.320]  當我們來選擇信靠神的時候
[00:06:15.320 --> 00:06:19.520]  神的喜悅就能夠臨到在我們身上了
[00:06:19.520 --> 00:06:21.820]  我們看見錫西家王
[00:06:21.820 --> 00:06:23.720]  他不但呼求神來紀念
[00:06:23.720 --> 00:06:27.520]  他也是一個信靠神的人
[00:06:27.520 --> 00:06:29.020]  你說怎麼知道呢?
[00:06:29.020 --> 00:06:32.020]  在列王記下詩八章第七節裡面
[00:06:32.020 --> 00:06:32.520]  這裡講說
[00:06:32.520 --> 00:06:36.620]  耶和華與他同在他無論往哪裡去進都亨通
[00:06:36.620 --> 00:06:41.020]  他背叛不肯侍奉亞述王
[00:06:41.020 --> 00:06:45.020]  你知道當時亞述王是代表世界的權勢
[00:06:45.020 --> 00:06:47.520]  那個時候是整個是影響的
[00:06:47.520 --> 00:06:51.020]  在當地區最重要一個國家
[00:06:51.020 --> 00:06:52.920]  我們看見所有的國家要跟隨亞述王
[00:06:52.920 --> 00:06:58.120]  但是錫西家王他就背叛不跟隨亞述王
[00:06:58.120 --> 00:07:01.420]  他選擇不跟從世界的道路
[00:07:01.420 --> 00:07:04.620]  他選擇信靠神
[00:07:04.620 --> 00:07:09.220]  第二你可知道信心是一種選擇嗎?
[00:07:09.220 --> 00:07:12.620]  很多時候我們以為信心是一種感覺不是嗎?
[00:07:12.620 --> 00:07:15.920]  我感覺有信心的時候我就相信
[00:07:15.920 --> 00:07:19.620]  如果沒什麼感覺那就沒辦法就不信了
[00:07:19.620 --> 00:07:22.320]  信心不是一種感覺
[00:07:22.320 --> 00:07:25.820]  信心是一種選擇
[00:07:25.820 --> 00:07:31.720]  你還記得有一次有一個父親他的孩子被鬼附了
[00:07:31.720 --> 00:07:34.820]  這父親把這孩子帶到門徒面前
[00:07:34.820 --> 00:07:38.220]  門徒怎麼趕這個鬼都趕不出去
[00:07:38.220 --> 00:07:41.820]  所以這個父親就把這孩子帶到耶穌面前
[00:07:41.820 --> 00:07:43.120]  他就問耶穌說
[00:07:43.120 --> 00:07:48.720]  父子啊你若能做什麼請你幫助
[00:07:48.720 --> 00:07:52.920]  他說你若能做什麼請你幫助
[00:07:52.920 --> 00:07:54.520]  耶穌怎麼回答呢?
[00:07:54.520 --> 00:07:58.020]  耶穌也沒有回答說我能或我不能
[00:07:58.020 --> 00:08:00.720]  耶穌回答說你若能信
[00:08:00.720 --> 00:08:04.320]  在信的人凡事都能
[00:08:04.320 --> 00:08:05.720]  很有意思
[00:08:05.720 --> 00:08:10.020]  這個父親在問耶穌說你若能做
[00:08:10.020 --> 00:08:11.220]  耶穌說no no no no
[00:08:11.220 --> 00:08:13.420]  你問錯問題了
[00:08:13.420 --> 00:08:15.520]  問題不是我是否能做
[00:08:15.520 --> 00:08:18.920]  問題是你若能信
[00:08:18.920 --> 00:08:23.320]  在信的人凡事都能
[00:08:23.320 --> 00:08:25.320]  這個父親聽見了
[00:08:25.320 --> 00:08:28.520]  立刻就回應說我信我信
[00:08:28.520 --> 00:08:32.620]  但我信不足求主幫助
[00:08:32.620 --> 00:08:36.720]  在原文裡面這個不足是不信的意思
[00:08:36.720 --> 00:08:40.020]  換作我信我信但我不信
[00:08:40.020 --> 00:08:41.920]  在我裡面無法相信
[00:08:41.920 --> 00:08:43.420]  按照人的看法
[00:08:43.420 --> 00:08:47.120]  按照這個環境我真的沒辦法相信
[00:08:47.120 --> 00:08:51.420]  但是因著主你父子你的話語
[00:08:51.420 --> 00:08:55.520]  因著你所說的話我選擇相信
[00:08:55.520 --> 00:08:58.420]  我選擇信靠
[00:08:58.420 --> 00:09:02.620]  而當他選擇信靠的時候
[00:09:02.620 --> 00:09:07.120]  耶穌就醫治了他的兒子
[00:09:07.120 --> 00:09:10.020]  同樣我們看見西西伽王
[00:09:10.020 --> 00:09:14.020]  他是一個選擇信靠神的人
[00:09:14.020 --> 00:09:16.920]  他選擇來相信神
[00:09:16.920 --> 00:09:20.220]  他禱告說主啊求祢紀念我
[00:09:20.220 --> 00:09:22.420]  因為無論環境是如何
[00:09:22.420 --> 00:09:24.620]  無論我的身體是如何
[00:09:24.620 --> 00:09:27.220]  我選擇來相信祢
[00:09:27.220 --> 00:09:30.220]  無論如何祢的道路還是高過我的道路
[00:09:30.220 --> 00:09:31.920]  祢的意念高過我的意念
[00:09:31.920 --> 00:09:33.920]  雖然我不能夠明白
[00:09:33.920 --> 00:09:36.520]  但我選擇相信祢
[00:09:36.520 --> 00:09:40.320]  而且相信信靠祢的人必不自羞愧
[00:09:40.320 --> 00:09:42.420]  Hallelujah
[00:09:42.420 --> 00:09:45.920]  結果神就應允了他的禱告
[00:09:45.920 --> 00:09:48.520]  神醫治了他的疾病
[00:09:48.520 --> 00:09:51.720]  第二點今天在你人生的困境當中
[00:09:51.720 --> 00:09:55.020]  你也需要如此來信靠神
[00:09:55.020 --> 00:09:57.620]  你需要學習像西西伽王一樣
[00:09:57.620 --> 00:09:59.720]  抓住神的應許
[00:09:59.720 --> 00:10:04.420]  向神來呼籲求說主啊求祢紀念我
[00:10:04.420 --> 00:10:07.620]  主啊求祢紀念我
[00:10:07.620 --> 00:10:12.620]  神就要垂聽並且應允你的禱告
[00:10:12.620 --> 00:10:13.620]  Amen
[00:10:13.620 --> 00:10:17.120]  這第一個禱告主啊求祢紀念我
[00:10:17.120 --> 00:10:22.420]  第二個禱告主啊求祢擴張我的境界
[00:10:22.420 --> 00:10:26.020]  主啊求祢擴張我的境界
[00:10:26.020 --> 00:10:27.420]  這誰的禱告呢?
[00:10:27.420 --> 00:10:30.520]  這是亞比斯的禱告
[00:10:30.520 --> 00:10:32.920]  在歷代之上第四章第十節
[00:10:32.920 --> 00:10:35.620]  這時候亞比斯求告以色列的神說
[00:10:35.620 --> 00:10:38.520]  聖願祢祝福於我擴張我的境界
[00:10:38.520 --> 00:10:40.220]  長與我同在
[00:10:40.220 --> 00:10:43.120]  保佑我不遭患難不受艱苦
[00:10:43.120 --> 00:10:47.420]  神就應允祂所求的
[00:10:47.420 --> 00:10:53.120]  你要知道亞比斯這個名字的意思是什麼嗎?
[00:10:53.120 --> 00:10:57.620]  亞比斯這個名字的意思就是痛苦啊
[00:10:57.620 --> 00:10:58.320]  為什麼呢?
[00:10:58.320 --> 00:11:01.820]  因為他的母親生他的時候很痛苦
[00:11:01.820 --> 00:11:04.620]  就把他取名叫痛苦
[00:11:04.620 --> 00:11:05.620]  想想看
[00:11:05.620 --> 00:11:07.920]  哪有一個母親自己生得很痛苦
[00:11:07.920 --> 00:11:10.720]  把孩子取名叫痛苦的呢?
[00:11:10.720 --> 00:11:13.320]  想想看你一輩子
[00:11:13.320 --> 00:11:13.920]  別人問你
[00:11:13.920 --> 00:11:15.320]  你叫什麼名字?
[00:11:15.320 --> 00:11:17.420]  痛苦
[00:11:17.420 --> 00:11:19.520]  人生本來就已經夠苦了
[00:11:19.520 --> 00:11:21.520]  再加上你名字叫痛苦
[00:11:21.520 --> 00:11:24.420]  那不是苦上加苦嗎?
[00:11:24.420 --> 00:11:27.320]  難怪亞比斯在這來到神的面前
[00:11:27.320 --> 00:11:28.220]  向神呼救
[00:11:28.220 --> 00:11:30.120]  主啊求祢救我
[00:11:30.120 --> 00:11:33.420]  脫離這個痛苦的人生吧
