
[00:00:00.000 --> 00:00:05.480]  約翰福音第六章是講五餅二魚
[00:00:05.480 --> 00:00:08.600]  根據聖經來看
[00:00:08.600 --> 00:00:13.400]  我們發現整個四福音書裡面
[00:00:13.400 --> 00:00:18.440]  馬太、馬可、路加、約翰這四福音書
[00:00:18.440 --> 00:00:23.240]  我們知道馬太、馬可、路加叫做"芙蕾福音"
[00:00:23.240 --> 00:00:25.840]  英文叫"Synoptic Gospel"
[00:00:25.840 --> 00:00:30.200]  Synoptic的意思是"一起看"
[00:00:30.200 --> 00:00:33.760]  為什麼會有個名稱叫做"芙蕾"
[00:00:33.760 --> 00:00:38.080]  大家聽完之後可能會想"芙蕾"是什麼來的
[00:00:38.080 --> 00:00:39.880]  其實意思是說
[00:00:39.880 --> 00:00:42.320]  當你去看馬太的時候
[00:00:42.320 --> 00:00:46.000]  你會發覺很多時候馬可和路加
[00:00:46.000 --> 00:00:49.840]  都會記載同一件事跡
[00:00:49.840 --> 00:00:54.480]  當然裡面有些地方會有少少不同的角度
[00:00:54.480 --> 00:01:00.440]  即使好像三個記者去到一個案發的現場
[00:01:00.440 --> 00:01:02.960]  他們當然是站在三個不同的位置
[00:01:02.960 --> 00:01:08.640]  他寫的時候會寫的情況可能會有不同的側重
[00:01:08.640 --> 00:01:11.040]  但都是那個圖片來的
[00:01:11.040 --> 00:01:14.680]  但你會發覺馬太、馬可、路加所講的
[00:01:14.680 --> 00:01:16.840]  約翰又未必會講
[00:01:16.840 --> 00:01:18.040]  又反過來
[00:01:18.040 --> 00:01:22.600]  約翰所講的馬太、馬可、路加又未必會講
[00:01:22.600 --> 00:01:24.600]  整個的四福音裡面
[00:01:24.600 --> 00:01:27.600]  唯獨到兩段的經文
[00:01:27.600 --> 00:01:30.360]  是四個福音都講的
[00:01:30.360 --> 00:01:32.760]  大家想想是哪兩段
[00:01:32.760 --> 00:01:35.080]  我知道有人心目中想想
[00:01:35.080 --> 00:01:38.240]  當然是約翰福音第六章
[00:01:38.240 --> 00:01:39.640]  五餅二魚
[00:01:39.640 --> 00:01:41.120]  是不是這樣想的
[00:01:41.120 --> 00:01:45.440]  這個不是我心目中想說的答案
[00:01:45.440 --> 00:01:47.160]  是對的
[00:01:47.160 --> 00:01:49.160]  但我想告訴大家
[00:01:49.160 --> 00:01:53.400]  就是耶穌基督從死裡復活這件事情
[00:01:53.400 --> 00:01:57.160]  耶穌的復活是四福音都一起有講的
[00:01:57.160 --> 00:02:01.160]  大家知道耶穌基督的復活是很重要的
[00:02:01.160 --> 00:02:03.160]  因為保羅曾經講過
[00:02:03.160 --> 00:02:05.400]  如果耶穌基督是沒有復活的
[00:02:05.400 --> 00:02:08.040]  我們所信的是枉然的
[00:02:08.040 --> 00:02:10.160]  整個基督教我可以告訴你
[00:02:10.160 --> 00:02:11.480]  馬上倒塌了
[00:02:11.480 --> 00:02:14.160]  因為我們所敬拜所相信的
[00:02:14.160 --> 00:02:16.280]  只不過是一個
[00:02:16.280 --> 00:02:17.560]  不是講大話
[00:02:17.560 --> 00:02:18.920]  是自己都搞錯
[00:02:18.920 --> 00:02:21.440]  又或者是講了大話的人
[00:02:21.440 --> 00:02:24.920]  因為耶穌在他沒有釘十字架之前
[00:02:24.920 --> 00:02:26.120]  他已經說了
[00:02:26.120 --> 00:02:27.880]  他將會被釘死
[00:02:27.880 --> 00:02:29.760]  將會交在人的手上
[00:02:29.760 --> 00:02:30.880]  被害
[00:02:30.880 --> 00:02:33.080]  甚至三天會從死裡復活
[00:02:33.080 --> 00:02:35.720]  假如耶穌沒有從死裡復活
[00:02:35.720 --> 00:02:37.000]  他要麼就騙人
[00:02:37.000 --> 00:02:40.360]  要麼就被人騙了
[00:02:40.360 --> 00:02:42.560]  所以復活是很重要的
[00:02:42.560 --> 00:02:46.160]  而四福音都有記載耶穌基督的復活
[00:02:46.160 --> 00:02:49.040]  另外一件事是四福音都有記載
[00:02:49.040 --> 00:02:53.120]  就是五餅二魚
[00:02:53.120 --> 00:02:56.120]  我七四年九月之後信主的
[00:02:56.120 --> 00:02:58.560]  可能你說牧師為什麼會這麼有趣
[00:02:58.560 --> 00:03:00.280]  因為我七四年九月
[00:03:00.280 --> 00:03:03.560]  才去到一間大學讀第二年
[00:03:03.560 --> 00:03:05.680]  去的時候我還沒有信主
[00:03:05.680 --> 00:03:06.760]  去到之後
[00:03:06.760 --> 00:03:08.560]  那一個多兩個月
[00:03:08.560 --> 00:03:10.320]  我開始回教會
[00:03:10.320 --> 00:03:12.840]  就在七四年年底之前
[00:03:12.840 --> 00:03:13.880]  還沒有到聖誕節
[00:03:13.880 --> 00:03:16.200]  我就真的信了耶穌
[00:03:16.200 --> 00:03:17.520]  自從信了耶穌
[00:03:17.520 --> 00:03:19.920]  一直都有讀聖經
[00:03:19.920 --> 00:03:21.760]  或者是聽主一學
[00:03:21.760 --> 00:03:22.760]  或者是團契
[00:03:22.760 --> 00:03:25.200]  甚至到自己開始讀神學
[00:03:25.200 --> 00:03:26.920]  開始去做傳道
[00:03:26.920 --> 00:03:28.640]  開始做牧師
[00:03:28.640 --> 00:03:30.640]  其實五餅二魚
[00:03:30.640 --> 00:03:33.360]  肯定是看過很多次
[00:03:33.360 --> 00:03:35.080]  又聽過很多次
[00:03:35.080 --> 00:03:37.360]  也說過
[00:03:37.360 --> 00:03:38.360]  但是心裡面
[00:03:38.360 --> 00:03:40.760]  時常都有一個問題就是
[00:03:40.760 --> 00:03:42.640]  為什麼裡面有很多東西
[00:03:42.640 --> 00:03:46.640]  我好像自己還沒有掌握得到呢
[00:03:46.640 --> 00:03:49.000]  但是這次我再一次去研讀
[00:03:49.000 --> 00:03:52.320]  這個五餅二魚的事跡的時候
[00:03:52.320 --> 00:03:54.720]  特別我由第一章的第一節
[00:03:54.720 --> 00:03:56.360]  去由頭到尾
[00:03:56.360 --> 00:03:58.440]  由頭一路開始去研讀
[00:03:58.440 --> 00:03:59.600]  去看
[00:03:59.600 --> 00:04:02.560]  用一種叫做四福音合參
[00:04:02.560 --> 00:04:05.400]  大家有沒有人聽過這些書叫四福音合參
[00:04:05.400 --> 00:04:07.360]  有沒有聽過
[00:04:07.360 --> 00:04:10.400]  就是說他會將馬太·馬洛加和約翰
[00:04:10.400 --> 00:04:13.000]  拍在一起列出來
[00:04:13.000 --> 00:04:16.000]  一看就看到四個column
[00:04:16.000 --> 00:04:17.160]  四行的
[00:04:17.160 --> 00:04:20.520]  如果有的都記載的就四行
[00:04:20.520 --> 00:04:22.160]  沒有的就三行
[00:04:22.160 --> 00:04:25.400]  如果只有馬太·馬洛加和約翰記載的就只有兩行
[00:04:25.400 --> 00:04:26.920]  如果只有一個福音記載
[00:04:26.920 --> 00:04:30.480]  比如約翰福音有時候只有一個記載就只有一行
[00:04:30.480 --> 00:04:31.480]  這樣看法
[00:04:31.480 --> 00:04:35.000]  我由這個最初最初最初
[00:04:35.000 --> 00:04:36.520]  約翰福音一開始
[00:04:36.520 --> 00:04:38.560]  太初有道
[00:04:38.560 --> 00:04:40.480]  當然最初是太初有道
[00:04:40.480 --> 00:04:43.760]  一直看約翰福音第六章
[00:04:43.760 --> 00:04:46.120]  五餅二魚
[00:04:46.120 --> 00:04:47.280]  我就發覺到
[00:04:47.280 --> 00:04:51.600]  當然是看了一些中外古今的學者
[00:04:51.600 --> 00:04:54.680]  牧師傳道的參考資料
[00:04:54.680 --> 00:04:55.840]  我就發覺到
[00:04:55.840 --> 00:04:57.480]  我對這個五餅二魚
[00:04:57.480 --> 00:05:01.000]  有一個更加多一些的認識
[00:05:01.000 --> 00:05:03.360]  今天和大家所有給了的大綱
[00:05:03.360 --> 00:05:04.560]  大家在手裡面
[00:05:04.560 --> 00:05:06.160]  是有一個講道的大綱
[00:05:06.160 --> 00:05:07.240]  大家拿出來
[00:05:07.240 --> 00:05:10.000]  因為今天我們有很多的經文
[00:05:10.000 --> 00:05:11.800]  很多的經文
[00:05:11.800 --> 00:05:13.960]  講道大綱就沒有打powerpoint的
[00:05:13.960 --> 00:05:16.200]  所以你要拿著這個講道大綱
[00:05:16.200 --> 00:05:18.600]  我一路去和大家去看那些經文
[00:05:18.600 --> 00:05:23.480]  一路去指出這一段的經文是說什麼
[00:05:23.480 --> 00:05:24.600]  大家手裡面有的
[00:05:24.600 --> 00:05:26.120]  有一個綠色的副頁
[00:05:26.120 --> 00:05:27.680]  是A4紙
[00:05:27.680 --> 00:05:29.200]  底面都印了
[00:05:29.200 --> 00:05:30.640]  找到了沒有
[00:05:30.640 --> 00:05:31.880]  找到了沒有
[00:05:31.880 --> 00:05:32.560]  找到了是不是
[00:05:32.560 --> 00:05:34.320]  OK好我們開始了
[00:05:34.320 --> 00:05:36.800]  今天我和大家講這個題目的名字
[00:05:36.800 --> 00:05:37.800]  就給它叫做
[00:05:37.800 --> 00:05:41.280]  點子先知這麼簡單
[00:05:41.280 --> 00:05:42.960]  上一次就是講
[00:05:42.960 --> 00:05:45.800]  點子人子這麼簡單
[00:05:45.800 --> 00:05:46.800]  人子是什麼
[00:05:46.800 --> 00:05:48.600]  人子就是人的兒子
[00:05:48.600 --> 00:05:51.760]  英文的譯法就是son of man
[00:05:51.760 --> 00:05:54.600]  son of man就是a man的兒子
[00:05:54.600 --> 00:05:55.520]  就是男人的兒子
[00:05:55.520 --> 00:05:56.640]  就是人的兒子
[00:05:56.640 --> 00:05:57.560]  son of man
[00:05:57.560 --> 00:06:00.680]  son of dog就是狗的兒子
[00:06:00.680 --> 00:06:03.280]  所以我上一次就分享
[00:06:03.280 --> 00:06:07.920]  耶穌點子是一個人子這麼簡單
[00:06:07.920 --> 00:06:09.440]  我記得上一次分享的時候
[00:06:09.440 --> 00:06:10.560]  就講給大家聽
[00:06:10.560 --> 00:06:12.720]  原來人子這個名稱
[00:06:12.720 --> 00:06:14.800]  是一個很特別的專有名稱
[00:06:14.800 --> 00:06:17.680]  在舊約的《但爾利書》第七章第十四節
[00:06:17.680 --> 00:06:19.320]  那裡曾經用過這個名稱
[00:06:19.320 --> 00:06:22.240]  是講到有一個像人子的
[00:06:22.240 --> 00:06:26.440]  他原來就是神的兒子
[00:06:26.440 --> 00:06:28.280]  就是那個尼賽亞
[00:06:28.280 --> 00:06:30.840]  所以變成了一個專有名稱
[00:06:30.840 --> 00:06:32.600]  來到這裡我就和大家講
[00:06:32.600 --> 00:06:35.720]  點子先知這麼簡單
[00:06:35.720 --> 00:06:36.440]  各位
[00:06:36.440 --> 00:06:38.240]  有一件事是很危險的
[00:06:38.240 --> 00:06:41.960]  你可以聽到一個名稱很多次
[00:06:41.960 --> 00:06:43.800]  但是如果這個名稱
[00:06:43.800 --> 00:06:45.760]  和你心目中所想的
[00:06:45.760 --> 00:06:47.360]  其實是不同的時候
[00:06:47.360 --> 00:06:49.480]  你就算聽到這個名稱
[00:06:49.480 --> 00:06:52.160]  你只不過是自己心裡想了一套
[00:06:52.160 --> 00:06:55.440]  未必一定是真正的那一套
[00:06:55.440 --> 00:06:56.440]  可能大家
[00:06:56.440 --> 00:06:58.360]  有些會覺得你在講什麼呢
[00:06:58.360 --> 00:07:00.280]  我就是想和大家講
[00:07:00.280 --> 00:07:03.600]  可能你說《信耶穌有永生》對不對
[00:07:03.600 --> 00:07:05.080]  我曾經好像問過
[00:07:05.080 --> 00:07:08.440]  《信耶穌有永生》應該是對的
[00:07:08.440 --> 00:07:09.800]  但是我可以告訴你
[00:07:09.800 --> 00:07:12.160]  是可以是錯的
[00:07:12.160 --> 00:07:13.840]  我記得我上一次講過
[00:07:13.840 --> 00:07:15.680]  有一部電影叫《本能》
[00:07:15.680 --> 00:07:16.280]  記得嗎
[00:07:16.280 --> 00:07:17.920]  有沒有引用過這個例子
[00:07:17.920 --> 00:07:20.080]  《本能》的作者
[00:07:20.080 --> 00:07:22.200]  他說他將會拍一部電影
[00:07:22.200 --> 00:07:24.880]  叫做《Jesus of Nazareth》
[00:07:24.880 --> 00:07:27.040]  拿撒洛人耶穌
[00:07:27.040 --> 00:07:29.520]  那你以為福音電影
[00:07:29.520 --> 00:07:30.480]  不是
[00:07:30.480 --> 00:07:32.200]  因為這個《本能》的作者
[00:07:32.200 --> 00:07:34.600]  他自己在6月28號
[00:07:34.600 --> 00:07:36.000]  中文的報紙裡面
[00:07:36.000 --> 00:07:36.920]  他登了出來
[00:07:36.920 --> 00:07:38.080]  他的說法是什麼
[00:07:38.080 --> 00:07:39.640]  他說
[00:07:39.640 --> 00:07:41.000]  我信耶穌的
[00:07:41.000 --> 00:07:42.400]  很多人信耶穌
